,ZH1007nec,ZH1019T1
BMP1,0.03399743724898313,0.0966825723209161
NDP,0.007747960925154256,0.02452312548681037
TNFSF18,,0.03178754965912396
RTN4,0.0019801248458375747,-0.04202492459347498
HEBP1,0.12796516670262406,0.03022285195637332
WNT7B,-0.05640685933911027,
PTMA,-0.14471874009815802,-0.026741086571144643
CEACAM1,-0.04247577958830436,-0.034860065591324166
PDAP1,-0.00262482079980658,0.03251133436031091
QDPR,0.030641677725967622,-0.01653354147222226
POMC,0.0973098268922089,-0.057399403504115425
CCL18,-0.03642076036868094,
VEGFD,-0.04103205771766592,0.058254225320979666
WNT5A,0.038189268480034344,-0.012283165233488129
CXCL8,0.07199099381675982,0.0631094924323812
GRN,-0.01570781000815936,0.055491912807875
MIA,0.05515671926422222,-0.03335914754560603
COL4A4,,-0.03710847412290247
RARRES2,0.12660765649318706,0.029741542995857462
FGF7,-0.048165613412585254,0.014302823681463054
HBEGF,0.06972670310610123,0.051033872887337677
PI3,-0.03735981419485251,
PCSK1N,-0.045156410370473965,0.15186159659867102
SFRP1,-0.04896911568762633,0.059906297597241
MICA,0.080756422678875,-0.12796235113702595
TG,-0.057547897226114114,0.04601301001791621
ADA,0.014214295739762375,-0.015659296561758986
LAMC3,-0.057888616647278415,0.06474989696543054
NGF,,0.015533902154352838
TNFSF15,,-0.0533271781230205
HMGB1,-0.04467166552130451,-0.01785112917625077
ITGB3BP,-0.012258852279900572,-0.011080006572181906
AANAT,-0.026632250328766607,
RELN,,-0.07079527670256587
IL15,0.03376634403833783,-0.05413349317660602
UTS2,0.18914276907026017,
BSG,0.058923196770731635,0.06799747871908264
ADAMTS3,0.07131689556984254,
CD34,0.04852806347360021,0.00793389703938955
PLAT,0.01670029348812465,0.015502575738210208
CKLF,0.0013203950437054698,-0.004942712943883824
CD24,-0.04883100658786584,-0.00036469902715170803
HSP90AA1,-0.07895547649873083,0.0361910939125763
BMP4,0.023601619731623436,0.04357377319282239
SCGB3A1,0.20450944372826949,-0.03196561676057775
IGFBP4,-0.040658615373509226,0.03914186149018924
RSPO4,,0.021558005697107904
LEFTY2,0.0877197859740002,
ANGPTL2,0.05022307533560376,0.019877668741025735
LRIG2,0.06812651216076122,0.09420924795809868
ICOSLG,-0.05216058006340464,0.030721119642352294
NPPC,-0.02928057845647583,0.0023106962914243236
LYZ,0.044570249372080116,-0.06144086594567852
SPTAN1,-0.004680181719835824,0.12082701311002644
LIPC,0.05918159873178594,0.0012556885872114882
COL8A1,-0.07248217863053605,0.021745028644143887
GSTM2,0.08040759797376477,0.021144697266917825
IL4,0.05892381420975714,
MFGE8,-0.022550720399947283,-0.029648934640484875
TGFA,0.03603663840610275,-0.06945528245020556
SLIT2,-0.03846262868461589,0.011984449398101367
PLTP,-0.008263983837233736,0.016618842157797343
APOD,0.07331247395192456,0.073806784225851
B2M,0.0598947174475826,0.035259942256124555
OMG,0.02628446181360503,0.03938747033074727
CXCL3,0.04566049478913546,
CXCL10,0.017650106544529042,-0.03212966034740827
NCAN,-0.045493771600599406,-0.01418080217940742
TGM2,-0.008986244003039889,0.07240542670417105
VEGFC,0.15832747775052664,-0.0439414153707272
WNT6,0.00421905432323772,
NRG4,,-0.03710843318897385
COL9A1,0.047400637285636836,0.010626342685836131
GDF11,-0.029140957609876568,0.0251347720163519
SORBS1,-0.04247326551945254,0.019586830954563306
DLL1,0.08310987089101575,0.018280089679407235
TLN1,0.007160989697839036,0.09715110198318205
SHH,0.09934847636888894,
PON2,0.10836055213630372,0.056287775973882674
HPX,0.07156755480911985,0.03018118766378546
SFRP2,-0.03532740558583092,
CD70,,0.009283374519565698
HP,0.09767417744760529,-0.03401441607782437
CXCL2,0.02173131580538931,0.04244615326287696
SEMA6A,0.055450222902498,0.06740920342570923
IRAK4,-0.015346895615346785,-0.002358779986001754
GSTP1,0.016802875508359526,-0.00372195571519146
VCAM1,0.043291597773190534,0.011574568139918959
NXPH3,0.06612234366387626,-0.020256003332129794
MTMR4,0.042544499239863275,-0.09896669222956289
LAMC2,,0.06476898031277596
IL10,0.02111813587059689,-0.04831264962362548
SEMA4D,-0.009823319239535916,0.02697334430745425
TRH,-0.06892708043012752,
SEMA6D,0.0885848492584882,0.05725531237445934
CEL,-0.045250490285110585,0.08047857552035872
PDCD1LG2,0.023588304890165047,0.0033452571004110644
SPINT1,-0.10391936783104853,-0.06823022216266829
CTHRC1,-0.029047756249771243,0.03617732524520179
PODXL,-0.021969114729898636,0.013054638618884522
JAM3,0.08198858465448869,0.04398363368044538
TGFB2,0.011934686276347344,0.05248051704527397
COL18A1,-0.08306770939096812,0.009194316123993563
NODAL,-0.06517341834649701,-0.05094807063670905
INHBB,-0.06523268471479571,0.03111920070439607
ARF4,0.01716444524413724,0.02801975201969522
CXCL14,0.04393022023523882,-0.023268253901875778
LIF,0.08537443615880616,-0.06414114367411877
IL17B,0.04751356661450986,-0.0354339724425402
MMP1,0.06134216794193518,
MATN1,,-0.03871899129634295
ADAM28,-0.0815465919800587,-0.055786663404903215
TCN2,0.127708017636825,0.10354197427123896
THPO,0.06064813042326907,-0.03710847412290247
CUBN,0.05225724721711892,0.06754615637176593
TIMP3,-0.006603225115075295,0.08133814189501459
PIGF,0.01048443431542223,-0.06821338531866718
BDNF,0.0588988335901444,
CCL5,0.03080420008774969,-0.041379949020000174
GAD1,0.032081781703308575,0.05312983932941161
COL14A1,0.11407530691307763,0.0676917193963736
HLA-A,0.007503204303077954,0.05567128483379459
ADM,-0.017893926918368754,0.009710659186229884
GNAI2,0.08344204451032036,-0.06694867038419505
HDC,,0.060452992175433984
COL11A1,0.032689583685865345,
NUCB2,-0.04585528316457954,-0.018948819083584416
CXCL1,-0.033629603315113187,-0.09119632752068403
VCAN,-0.0517804578279341,0.007710623939660289
MMP7,-0.005253220577838291,
PTPN6,0.033935062034040384,0.024504086395619303
PTGS2,-0.05328199454946419,-0.041890148154862285
CD58,-0.1616038654981187,-0.0537720570896099
TNFSF14,-0.04341643127506224,
MFNG,-0.039022754230042984,0.028671820527952686
ICAM1,0.12709310348646355,0.020699880549866063
PROS1,-0.00901701910442833,0.01550836116181983
CLCF1,0.02010821652901819,0.08701187505212266
PSAP,0.018024470329173876,0.14557027821442226
EFEMP1,-0.02458971849894763,-0.025984354824161112
C1QTNF1,-0.012726639636623637,0.15290742919012706
ALB,-0.05001909551036583,0.07309033343269732
EFNA3,0.017458522746519677,-0.033178472670972445
DRAXIN,-0.022143823486821635,0.06902975362810836
NPTX2,-0.07877673854248303,
FGF11,-0.012939079649844823,-0.048161082479307143
CD59,0.08699662529763595,0.06919809066530279
COL9A2,0.010879224864910646,0.08895638932313787
DLL3,-0.03011006521459255,0.011522200286543625
LIN7C,0.0037452759562987487,-0.019904553656070946
PSPN,-0.05806685287681595,0.07105895462963392
ANGPT1,0.020718242697044816,-0.0003795128702368464
L1CAM,0.07474151082456079,0.004815524454774697
APOA1,0.09988566385520271,0.05412484153031585
PSEN1,0.01191432731429587,-0.02612727946999445
CALM2,-0.024197435202045484,0.09179318483190632
CLEC2B,0.007195399085920483,-0.06797957079160376
NTNG1,-0.05678897278922491,-0.03427757398165056
LRIG1,0.07959878161729225,-0.03544984927327665
CPAMD8,,-0.04418883812426393
GHRL,-0.05084912515291503,-0.014002172051967252
NPY,-0.049178418721314905,
MMP2,-0.0007263689509183169,0.09572260401344965
ALKAL2,-0.021414794092863607,
CSF1,-0.06967130134241083,0.011120710806668632
SEMA4C,-0.01899164558689289,-0.020645449973363792
ICAM2,-0.046094386197951726,0.004680726573805512
SYTL3,0.041730369534394005,-0.10069345411272475
IL1A,0.001831587512694032,-0.057749166469129545
HLA-G,0.12866472365127188,-0.038718959567866834
PGF,-0.03765169699373793,0.043291539307700064
LGALS8,0.08282245866506475,-0.04195869538884864
DKK3,-0.03409313050864745,-0.0090679221974803
COL16A1,0.006887874439205748,-0.03738357608663163
TPH1,-0.052075977359037434,-0.03710840204368413
TNC,-0.016308362129447973,-0.029184750024231397
TNFSF9,,0.06684528843915923
C4A,0.13201269687725364,
CNTN2,-0.04135922200389543,0.017497687451874452
LUM,-0.0363639878882695,0.048603406554339035
BTC,,0.04564632672397992
APOC1,-0.07017100970190676,-0.0015639729206714176
PKM,-0.013025526499818267,0.1456709098698273
TNF,-0.010250853999994298,-0.02956382721148695
GNAS,-0.021098079337108534,0.006090866062619925
BMP8B,-0.022810449112721738,0.03477283812983166
LIPH,0.014793373544048147,
CCL28,-0.005389489763600764,
PTPN11,-0.15017337813609377,-0.04896826368330806
ADAM12,-0.09833366680418995,-0.010755795758395522
EPO,,-0.052920524990558764
CCL2,0.08056543725344986,-0.044910238104639025
DSCAM,-0.029396256920703363,0.01976600281519875
ANG,0.008141949660874845,0.005500925095848612
FBLN2,-0.008917310884899663,
VTN,-0.03476949455927546,-0.05611071959735984
VEGFA,-0.020329082925050628,-0.03926286256944945
F10,,-0.03486010132589656
SERPINA1,-0.038906570959006244,0.1010679366450355
VWF,0.021204376863260942,0.022060345343923392
GDNF,,-0.050850032214753295
VASP,-0.08202377224287158,-0.007552186371670614
ADAM15,-0.018701322963826674,0.06327977738266881
WNT2,-0.017931007388494003,
OLFM2,0.017800753591898578,0.018599272324952332
MFAP2,-0.0017118519259814152,0.049975286219758476
HLA-C,0.014635261871652367,-0.0513363464604599
THBS1,-0.024920780921175126,0.08926151461894018
HSPA4,-0.020269352376982325,0.003944101311604711
LMAN1,-0.03150172469453102,-0.03302483043718125
LYPD3,0.08812872075418415,-0.03735450009909463
APOE,-0.06641297083611722,0.04084418841572138
ANXA1,-0.029203314702679055,0.03541756848976346
WNT2B,0.0881162810703047,0.0622845723894032
AMH,,0.013631880384278847
GDF10,0.029107473009634486,-0.03368611065889131
EFNB3,0.02090727856012346,-0.003729943198278781
LTB,-0.02327084815175975,0.06627051464438716
ANGPT2,-0.019918519586516987,-0.055829818852350284
ADAM17,-0.024969624319820617,0.020503094003687824
LRPAP1,0.10368854275460972,-0.03989461143916006
NID1,-0.04116591596474769,0.05877119480860981
MST1,0.034537366549768585,0.07492951361031593
IL13,0.02618104253077991,
DCN,0.017752208739991965,0.15962454928121964
COL7A1,0.008473208177155077,-0.0011720834190642518
CALR,-0.017021211528423032,-0.0091594881275667
PIGA,-0.0002874450163830293,-0.11000942366360293
CD200,0.12026550708590304,-0.06411330176108947
CDH1,0.11196706025055364,0.09447463192144914
LPL,-0.04081585124537317,0.14735139968942262
SEMA5A,0.10158584202218764,-0.00028784590502145514
SEMA7A,-0.026663680881789508,0.014428108294713145
SEMA4G,-0.09978600669851431,0.09199247318837167
SEMA3B,0.03347361238738211,-0.008788580469044883
RPH3A,0.05146594143581145,
JAG2,0.008213518304171219,-0.024242083568698114
CGN,0.005398226821476608,0.12006789330944087
GDF15,0.0893853717518405,0.004985433523039267
