,UKF243,UKF248,UKF260,UKF334,ZH916T1
IGFL3,,,,,-0.016423470510312232
BMP1,0.019303740015674833,0.0007497062996523838,0.014287803339113479,0.09836223021412129,0.040222690539971385
NDP,-0.06066242548353952,-0.03489173717354199,-0.044615469072990334,0.005860950176066199,0.00671494838905017
TNFSF18,-0.021812105275174132,-0.02723213112352285,,,-0.027703458535765193
IL36G,,,,-0.014899820138250192,
RTN4,0.01360451420876109,0.07327661167912097,0.00261091445833384,-0.023527071165509044,0.02166531707129186
HEBP1,0.004259416004968581,0.025535589219706903,-0.010923260175630776,-0.04700604204785447,0.011823519212184221
WNT7B,0.0989282531734927,-0.04030056698494644,0.0014468335055947883,-0.016376619408061767,0.0027787004119658337
PTMA,0.0931840174343265,-0.06558515844850284,0.03233231690509901,0.02617842414682906,-0.05165870517908809
FASLG,,,,,-0.014244070370645871
CEACAM1,,0.02141113972907516,-0.014122258379899206,,0.0009496265092864589
PDAP1,-0.06155841080517116,-0.02863641072022527,-0.0021185900654042632,0.007034705682946086,0.036175834555325026
QDPR,-0.002885148921348763,-0.062424381206503676,-0.07123881915556612,-0.02712759215769953,0.025688847695177285
POMC,-0.012518152425022194,-0.005133377296090773,0.06774273613174335,0.012162593887259925,0.018317464209915736
CCL18,-0.029251826657494567,0.12133471057938278,,,
CCL17,,,,-0.013611408702041852,0.082013884814931
VEGFD,0.003662734558091638,-0.021629335643882128,-0.013511377241623662,-0.014587768296723765,
TNFSF13,,0.004344819543307614,,,-0.02103682640785516
WNT5A,0.018597751877833357,0.0208047264058579,-0.06111584035226599,0.054742980032060816,0.04081656834133633
CXCL8,0.07794127420982967,0.08244983453471769,0.08660031659182027,0.059921476850293864,0.028072038329022
GRN,0.06359504768072204,-0.046824022504185575,-0.02233388563155058,0.009154313478018084,0.006075478169582133
MIA,0.003243380496116145,0.01987300831043881,0.012497376282850747,0.013685195130655173,-0.07144217353144618
COL4A4,-0.033178239369197546,-0.025976648126209024,-0.03032291041180903,-0.019379999876753644,-0.015158817343722973
TAC1,0.04121635410099853,0.018581956097684454,-0.015054806827190657,-0.03434541567167425,-0.01697236210688859
RARRES2,0.058273697451772494,-0.04809319667026521,0.10290403463415701,0.02852432044889269,0.04795887265139711
FGF7,0.14264517747304056,,-0.025870357931252187,0.0896001417747649,0.055217988376839305
HBEGF,-0.022861261882272173,0.01626486834457252,0.11402960991526577,0.02902356925354171,0.058890447364681076
CSF3,-0.033178213101886324,,0.05987874459315058,,-0.013592922644437856
PI3,-0.03930454098694694,0.10190246649718852,0.030738193977177423,,-0.029532905100518078
PCSK1N,-0.018413542529748143,-0.07665578756306592,-0.03865029160765775,-0.019271447073618667,-0.020557894746890615
NTS,,,0.02240332823162085,,-0.020129264888931474
SFRP1,0.007131364475762512,0.019887911766938736,-0.015414141575240996,0.023639931681868877,0.08808900356214523
CXCL13,,,-0.015275611148643871,,
MICA,0.01760125398186235,-0.006479246631102416,0.028091596923467837,0.06980453254694247,0.07044060327810803
TG,-0.02644833147591489,-0.03406094554449231,-0.010426522844271717,0.045732648292953246,0.005758079107164663
ADA,-0.007049639589571885,-0.04883450633579351,0.0062474654798849606,-0.004792039013942697,0.035869966094980804
LAMC3,-0.010660045922561305,-0.04440344297001935,0.02239300276395769,0.01065839723324871,-0.0009052090325656674
CCL7,,0.0861538385816281,-0.020252640091205705,,-0.014244065305624467
NGF,-0.019114911708420737,-0.023621940659021918,0.012468700708802466,,0.023719851976279027
TNFSF15,0.07649484508367994,,-0.014994985997762323,,0.07959036204449382
HMGB1,-0.03167381792791853,-0.09980595554331738,0.01468664868528433,-0.026527441152426872,-0.09979443743926464
ITGB3BP,-0.009088972500086043,-0.016283550491361903,-0.08184103645639311,0.06912258532731759,-0.016626648066622465
AANAT,0.03599753872503835,0.04699976705516549,-0.013511379170448905,-0.018258402828484163,-0.0150708151019003
RELN,0.03676373727172562,-0.0332984853181049,-0.04067561141251982,-0.020213627878514252,
IL15,0.03364875544847632,0.03582095683545469,0.007085484042313574,-0.01693382473376798,-0.02484597103568756
BSG,0.007325034099371559,-0.055503748152841405,-0.04933755520194553,0.0996553667855782,0.025587627474528203
ADAMTS3,0.0018507925310277185,0.009170817821989719,-0.0072952982908758715,-0.028138551445257745,-0.019569892141847487
CD34,0.05146074852706501,-0.0815578711475426,0.02506742755548606,-0.0020279962400722757,0.0212522774283817
PLAT,-0.017134376616060553,-0.09748723588528416,0.037341177342055915,0.023461708088396836,-0.033579818178190314
LTA,,,,0.0030416858014264514,-0.020283045900812327
CKLF,0.11834707694285108,-0.04587825860496935,0.008052055909305028,0.0556790959348958,-0.03384440100404828
CD24,-0.02622294186497509,-0.03448380846127534,-0.04105331126539519,-0.031909439775378697,-0.0014226874062931536
HSP90AA1,-0.06235281353746078,0.10437116852980437,-0.02540866375003912,-0.060090644252105335,-0.06112678883495556
BMP4,0.07651028094362797,-0.01604038038889656,0.08693521837075345,-0.014429369454696842,0.0038430762751384367
SCGB3A1,,-0.013758078922822981,-0.01609038461761872,-0.011816200417354102,-0.029865996687471866
IGFBP4,0.06784994783640608,-0.05965306393009314,-0.006314237920968337,0.03376287514005853,0.03015702433574855
RSPO4,-0.023350824384742893,,0.0016786476358277788,0.0802971142611901,-0.026751214375997916
LEFTY2,-0.03911278189328784,0.03273549589699565,-0.028824937642393758,-0.020904620103549765,0.024465861401095905
PF4,,-0.014271798387719678,,,0.06093150686204663
ANGPTL2,0.018560320781990807,-0.017051765320843935,-0.052835538599578916,0.06114421840481587,0.03595469385064237
LRIG2,0.05177315495649639,0.023545709332208318,-0.019284934504402506,0.06752635233806491,0.08753861213458851
ICOSLG,0.0483534336552323,0.01665159963766187,-0.042670824523101586,0.018336554893485787,0.09628627497599658
WIF1,0.01059567585107793,-0.025679784695850447,-0.001866726430878326,0.03685319307197242,
NPPC,0.006624654091053248,-0.018135835819340463,0.07941856009075782,0.07399037772408651,
LYZ,0.10520227000920009,0.0008018940063974737,0.015915565485374268,-0.012845913660379326,-0.009174275416271303
EREG,,,-0.026133689941970364,,0.025141364463230096
SPTAN1,-0.05223217502041224,-0.07837871237234033,-0.042493294540215124,-0.0661726889669348,0.0012643667886713115
LIPC,0.030438326685820558,0.0021441943003241066,-0.017979706600736313,0.08814236300531256,-0.025645441170771683
COL8A1,0.009063981885164687,0.061357239156566955,-0.02928632041189047,0.03987664171608147,0.02798561083393901
GSTM2,0.062319510913471515,0.004512595365047055,-0.03640618505014526,0.016317553134506252,-0.03493817067973643
SPX,-0.003003630719413034,-0.028258899111242936,0.0050053576713054455,-0.0008252263153990568,-0.052461589303973113
MFGE8,0.015583464531091318,-0.010942498333581758,-0.00827438720916914,0.07291773742756627,0.00896033424344069
TGFA,-0.004159104668263332,-0.034755055963057155,-0.033178830999770356,0.06008468454122775,-0.028867201400247892
SLIT2,0.004802453731769788,0.04000378138313008,0.021010440628021133,-0.038090684133806896,0.026139460349725568
PLTP,-0.007691735902926759,-0.031800493969701096,-0.007836529701730155,0.00760840483740693,-0.0031472104440178747
APOD,-0.0048569687287505795,-0.0640152068028647,-0.025871992009908938,0.007003036785582453,-0.03583014376704077
B2M,0.057838098044324146,0.019328461848805035,0.058859312741994754,0.02572277365244605,-0.01738813795358078
OMG,-0.041265024298481515,-0.06959362244734456,-0.11305824062183949,-0.02930260638011483,0.01807044767394969
CXCL3,0.02794607647957546,0.11320975387744996,-0.018503646098925203,-0.012195421798898537,0.015015563093633395
CXCL10,-0.011462507456930175,0.013752464136888028,-0.036818893576845306,-0.01938000110109243,0.0017045313164817991
RSPO3,,-0.018688602114401074,-0.0179796955153652,-0.01274398073611792,-0.014454940994145847
CORT,0.15487344792613125,0.07443400060448135,0.011429184360530368,-0.033809385140927496,
NCAN,-0.055394429383409806,-0.10091941759899578,-0.060564963233002755,-0.0050549346411674035,-0.0830818528660257
PRG4,-0.0015673154721248317,-0.020690509703278247,-0.012873397438579017,-0.014899820138250192,-0.032744337009638184
ZG16B,,-0.01907830301265522,,,-0.01802375578066744
TGM2,0.019699907758639227,0.021902225179463938,0.09171921685454185,-0.0028209304061313487,0.05384849940292911
VEGFC,0.06329480430649861,-0.02627071828856923,-0.019816424489529614,-0.01520586035587864,0.019706614487844713
WNT6,-0.014182279827854855,0.08316907844027824,0.12857749144966052,-0.013270907069399677,-0.021767389406500012
