,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IRAK4,0.001316146005002012,0.036685014284209505,0.04923927571907396,-0.04907817256908637,-0.012567514618493878,-0.014388679313919999,-0.008815516745900462,0.008066060910451374,-0.002454931899273791,0.032969835381310646,-0.0296238714543234,0.04455112562566743,-0.021718896433722743,-0.04101396459570221,0.01443773323127253,-0.07094848461268999,0.052919627516977305,0.02470123137851833
MICB,-0.03722223402068655,0.017172453746962784,-0.027699628071002257,-0.00136610972005446,-0.027991430349861905,0.036032476050172735,-0.05707557486744953,-0.07267710769437914,0.018556086178805376,0.05482367293907401,0.010304614444495095,0.07868565601111654,-0.02936707599610756,-0.03212596040716835,0.004473232782068374,,0.1409537690607946,0.022532846950042474
COL1A2,0.0007918668887267621,0.05008949657454891,0.0505892597444267,-0.0026338354201465497,0.024138420677442287,-0.0255416404790146,-0.0298727913965993,0.032427211987646205,0.10107121670239401,-0.1595647844293364,-0.04414222032249046,0.045682941205082435,0.07008224991684739,-0.056465302538333186,0.028464242671205075,-0.017466231910107887,0.09090384696064237,-0.05405082409507828
ICOSLG,0.03485792368219111,-0.003455092517016804,0.0138973747630176,0.06012137529203309,-0.020989228794542344,0.04343952337391596,-0.03910345729760756,-0.009197065798791745,0.03334131699317497,-0.014971599438690614,0.05501692905562951,0.07451839898031024,0.07479232165103895,0.015339324668474017,0.001657193018883311,0.00857933279437429,0.08874484893475006,-0.016225665443025675
GNAS,0.0033091710860159917,0.047094337741731,-0.018192657416010363,-0.04058840346724416,0.02508480606636569,-0.05973884313399783,0.029700600402952335,0.019409728437006512,0.018636013455721887,0.08531589063796874,0.037562784923307314,-0.019280051502725996,-0.043760798864327884,-0.09010080909538114,-0.06416754126443808,0.0197871173192227,-0.11376377422934582,-0.06578230738083314
C4B,,-0.043839662955708354,,,-0.01696671100211058,,-0.02303594015718011,-0.031800179376323096,0.02216875863145892,,,,,-0.02378436070649873,0.07630173836847584,0.0653730831347266,0.032534760463095,
COL2A1,0.16744255567713673,-0.03991890085812358,-0.03265996517783924,,,0.004475038649869237,,,,,,0.009361885224700248,0.05666789097621855,,-0.026486827567842035,,-0.03880795925822212,0.06621378199182368
GSTM2,-0.0030076892678476707,0.007557058030692176,-0.002551607294861315,0.035531630888734185,-0.031058865338328752,-0.018767497024108036,-9.521109696701892e-05,0.06987971182519111,-0.05271718722905353,-0.009631330169913327,0.004551441193889427,-0.004975570101079239,-0.0231907549132312,0.025544385648919532,-0.04102628956379892,-0.07080725189831978,0.017857844194285613,0.0397608763018285
NLGN1,-0.04418056880952359,-0.003834528531415677,-0.019051115290394712,0.023484236482632433,0.032962692871355954,-0.0010300368621622524,0.022486393272908953,0.01952913785593022,0.04864033940869161,0.012749045257073146,-0.023684817891172303,-0.07748076145136931,-0.07629503066240509,0.03587170104998568,-0.01968153188040051,-0.025123985367813136,0.05271614626353424,0.04682276974391921
SCGB3A2,,,0.07032188370839805,,,,,-0.02567296579771974,,,,-0.008803250337255064,-0.015267479028161824,,-0.03130554386156089,,0.06531810670084197,-0.030313179016312836
LEFTY2,-0.018312941808092523,-0.004682669852228862,0.031625997029982325,0.05954261876255686,-0.029690502810112415,-0.02475733340269497,0.024904092320177516,-0.047177326308803974,0.0754097952373078,,-0.031923940475312586,-0.023951849385991125,0.036601697318243955,-0.08317871442202297,-0.019097232149123892,-0.06114937734902539,0.11978219245721676,0.04630223329174117
ACE,0.04860742185564206,-0.024841809464272,-0.05406412886033307,-0.04384255797686119,-0.01742252262083154,-0.022752323684818734,0.013372396650593421,0.059242667364004166,0.11567991413940314,-0.03759049940966286,-0.02291265868071471,-0.029645631997318813,-0.05705766402064238,-0.031395259112403796,0.009587195614570082,,0.08284402440640436,-0.00173356951685334
RPH3A,0.016954061202587117,0.033064974150107666,0.007830951580641801,-0.03724335357168606,-0.033927993594166955,-0.022951167830419023,0.03531007526734473,-0.04045920156513535,0.10780672506937466,,0.01054585276539392,0.02257927818584582,0.03932776071935745,0.0018850291869381797,0.009835743538954203,-0.06255520360245026,-0.03914022254968431,-0.03016995756588149
NCAM1,0.062066097878406834,0.0447384597112637,-0.02502689942495367,0.03143748760373392,0.020744679415289454,-0.04026588391841118,0.03492828650279328,-0.02151952091520428,0.0073037270547013115,0.03749880117464532,0.031370319118725364,-0.07664821621339825,-0.049948444101886,-0.016411265386656205,-0.06528136177337873,-0.04309968364820583,-0.07169498328944014,-0.05411043207974784
EFNB2,-0.021605777324729618,0.04320759186725094,0.021743081356230202,-0.03757650766364091,0.0012067365034914535,-0.013228966869827401,0.023592805663553096,0.07585740111772864,0.009440774005024218,-0.02929453618050563,0.06148040104870769,-0.020264812661061882,-0.01813334286614218,-0.07796228163619642,0.032886836114113215,0.015207113227915825,0.08782473485410108,0.012758919125195995
ICAM5,,0.00353508626845469,0.0564650378819248,-0.026773197344292742,-0.01679142241834784,-0.0070621657120828055,0.07030748969946815,,,,,0.011886607858259799,0.03423960905756245,,-0.027909642035418198,-0.034322458945931784,-0.025532373640328343,-0.01843639641598504
CCL5,0.013858806591329523,-0.0743756170393884,0.04408513548064168,,-0.03160440728631314,0.03156766991551237,0.011114957179303758,0.046045691037228706,0.008755489858719906,0.032290117108769854,-0.03434443204312603,0.06737414830915622,0.02872848174926346,-0.015982154906587602,0.047726574616293746,0.05246001396728053,0.1256021388322219,-0.06126713849971736
PSPN,0.030336988710963745,-0.05030824377461244,0.02021888179024202,0.0191758656830711,0.02556004323853955,-0.016249394245476438,0.011577155100249927,0.06057425529858858,-0.01857221297903472,0.042599552686148665,0.08087231483887643,-0.011611011627358019,0.03396995397737864,0.01603661491816305,0.05815413508571765,-0.0685971142287305,0.049987167730342646,-0.02706525289574406
PENK,0.015477842563676,0.025113591286647714,-0.01126436352507948,,0.010502804510178236,-0.027386981763272627,0.04051675441806188,0.010500908524533802,,,,,,-0.04144719397047728,0.050456191163701335,0.008914063648051007,0.033514745513404866,0.04874680120400459
EGF,0.007202563629953504,-0.0015818645437996677,0.037458746687313776,,-0.001022941107222062,-0.035974632698087275,0.04830446155097427,-0.029581011222339016,-0.0500378181323212,-0.023647726542626424,-0.03905297843722419,-0.02501483655938186,-0.02409134587440415,-0.020193554303011643,-0.024403598744673315,,-0.0045387267681660185,-0.029788201903398107
SERPINC1,,,,,,,-0.02057065070416338,,,,,,0.0927575846166671,,0.041042513187289416,,,
UTS2B,0.047199202221218574,-0.032456863585217745,-0.019573861802497115,,-0.012617800498786224,-0.01936047225059016,0.03870952805237584,,,0.0023293564768471376,,,,,,,0.06501767599355765,
F10,,,,,,-0.02220654828364477,-0.019226530904121523,-0.03003667272342943,,-0.03797084015585695,,,0.08081783226206421,0.05479529809931014,-0.012877166438719303,-0.042210521582899986,0.01035802604169322,-0.023662732098457942
FN1,0.04777698986326062,-0.07486827831481971,0.03478440827337302,0.020334323964131287,0.026765797557410403,-0.01727283676644999,-0.028135037309766832,0.06603440532812786,0.09414203759846837,-0.04107061013611157,0.04317548352360788,0.07288383342946175,0.09423805786803771,-0.02419777132834964,0.02144298971949177,0.04059103656189769,0.08741585269776056,0.13534462840446798
FGF2,0.03223627077945257,-0.006021822953878142,0.013489404677163652,-0.07353950335900118,-0.07317714247771635,-0.053523154059980614,-0.007741767467954277,-0.030944937144065727,0.045494199719584946,0.01905864080689263,0.023522603290120975,0.03522044575517131,0.06921382405767061,-0.03696378806666172,0.07087700018699597,0.0317247822858841,0.03734884247236853,0.12112799633720463
GDF9,-0.01885674586995022,-0.014440443516861209,0.0056607390704799705,-0.029963828013997516,-0.03539939937700988,-0.0011967019723457574,0.053705654479990914,0.058842572992338665,-0.047335656838363264,-0.027814751539791866,-0.03872354582166778,0.011151041645232134,-0.01886077586179917,-0.018528255341181042,0.05045890709076203,,0.01607905072529356,-0.010961676148796645
CSF1,0.001360560427738388,0.011754315856380622,0.019565217633498125,-0.026552065955280178,-0.004374166090381919,-0.04159321375428299,-0.01375543482826947,-0.012619227005118389,-0.06355224315362737,0.03758164880867078,-0.035489802472404804,0.10226025382735089,-0.02789204429578212,-0.006019320922332612,0.01287489249233883,0.06756807731338682,-0.006251222635196051,0.04114878478460265
GZMB,0.03034553511205183,,-0.03420028584647901,0.04938530992372902,0.010737960293106984,0.03216432824337713,-0.0013811183379456326,,,,,0.12371128228525735,0.12332110434192922,,0.026411650134572046,,0.09985505751923252,0.04171829403783579
WNT11,,,-0.022113687604542097,,-0.017053754697443836,,,,,,,0.024525238550864678,-0.018498954555870032,,0.06105605467613107,,0.06838649490472007,0.15566307947187458
GDNF,,,-0.028645655708242793,-0.03393418619598628,-0.01238692867676697,,,,,-0.05538763146715886,-0.008859467132030773,0.019246892916821908,0.00440434692338572,,-0.02779036946129737,,,
FASLG,0.012553373186946052,,,,,,,,,,,,,,,,-0.013777713678398161,
SHBG,0.08377454565118254,0.012474396060335312,-0.019984139615777663,,-0.020189854336422307,0.0156707622027756,0.029890403668232802,-0.030486199975524788,0.05598443038684607,-0.062150418777882556,0.07064212368792026,0.03287486200293853,-0.0027682067831440974,-0.01594365876712404,-0.014738861422392304,,0.055036218287653094,-0.022909069369162254
EFNA5,-0.028898826709786943,0.06594702567079781,0.051067324192169986,-0.028006226611451142,-0.011114593478173028,-0.04553145154140686,0.08382354540030328,-0.05485538548146718,0.00834860932571853,-0.02490318814966103,-0.02821099366659128,0.18989775702243397,-0.011350207829643157,-0.01319267659365947,-0.07162736819044889,-0.01724945050093363,0.08498211923592047,-0.029120021628823392
THBS1,0.11005534416419947,0.07364373289325268,-0.010240080188147154,-0.0538924939358329,-0.0768093757647907,0.04354205207426889,-0.05155633253161558,0.09069602255025037,-0.020239287279818375,0.03513664659461746,-0.029040764933356777,0.015583070736463034,0.0318372185619149,-0.06112349754940518,0.015208740891521532,0.0447448967134603,0.07759069983018882,0.06845742256709379
PODXL,0.04321981080880272,0.07185031156031542,0.0010038986553951262,0.025801237013544323,-0.012986586099613324,-0.03346807502320759,0.019628409698793335,-0.017200688399527524,0.020172555317278445,-0.06250270783869245,0.008257799149501269,0.08480989086802197,-0.02250324977861387,0.03932693299902145,0.015000723851538255,0.007164419648382033,0.09675263962339654,-0.04814119291233411
LCN2,,-0.01586720603027247,,,-0.014937897301794002,,,,,,,0.003715815719349324,0.09768368779404642,,,,,
C5,0.010747371253620156,0.06142986582168853,-0.011637266427802783,-0.03791523829037978,0.0363570537185884,-0.03235217015563876,-0.03813686237749237,0.11581506165106153,0.14792628246568065,0.02607065683037352,0.05119365251645432,0.034480273463755456,0.03739095236857737,0.042545697995422425,0.016941785450036877,-0.05293542982419195,0.12726974130986016,-0.04042507075795496
DLK1,,,,,-0.021000945705751905,0.0753727497635445,-0.01179580622366503,0.0239774715434077,-0.1888447042341093,,,,,,,,,0.060861983377038964
CXCL5,0.01285678838736917,-0.024730275322909057,-0.027145139141295696,,-0.009654623833759196,-0.02286251008606897,-0.011533859804917227,0.0011050674850644935,-0.08494756140509398,,,0.10943844226963823,0.12118543979468537,0.03959453719476097,0.05515121242065838,,0.14550463299018207,0.1105445750187169
BCAN,-0.00792604912149042,0.09111456196156462,-0.005759806629087515,-0.021343752147145154,0.07627868703589392,-0.056835893050982376,0.08903218727030386,-0.023088240382400118,0.07240067377042082,0.013735693241541795,0.06841022045085957,-0.0290274594747036,-0.05940106835255391,-0.0028717265082565946,-0.008621188804158905,0.07717214444047664,-0.061987290319458085,-0.0791340827928358
RELN,-0.015333521065396021,-0.005056129045556129,0.08622298304361982,-0.009332271525378582,0.046674469886748615,-0.044515110348024765,-0.013906504991472854,,,-0.03057673200675589,,,,-0.009090986181114974,0.016175868818941466,-0.033823748438848465,,0.0514169378094958
COL4A3,,0.19932231633093594,-0.005798391453760339,-0.03988758484315312,0.10054937911437038,-0.034773157486330294,0.049567413272027565,,,,,,-0.019967018271826144,0.025614453887718207,-0.02710882432847257,,0.04276627729253821,-0.035443712658636675
GNB3,-0.0273902732185187,0.03446071420222706,-0.029238213196049353,-0.007844296896039162,0.011876574942900831,0.0419405472104482,-0.04115254181558917,0.0711347270191083,0.0002912966909737582,0.038254969290329954,0.05086857771365528,0.12114073691450514,0.052191124561794956,-0.00820831910120941,-0.012044031592364156,,0.056446539025120694,0.02711258120054825
PYY,,,,,,,-0.023614377200379868,,,,,0.08935186914335327,0.0245712691919604,,,,-0.03698538574292824,-0.02762470551563352
MSTN,-0.020560513136870767,-0.012207130833401143,-0.017981871298871816,,0.050990796916265624,-0.037456335764239165,-0.006571535034524375,-0.029581029017701946,-0.0019102407367352365,-0.007850435765674027,0.04497707908700804,0.000635891404782188,-0.015118315841473235,0.03892233257810963,0.035592746139527405,,0.0005493504515705949,0.011671670863538174
COL18A1,0.08919615449281906,0.06427497650898968,-0.006659678350948494,-0.03721748780802001,0.01737697181735377,-0.015742510887626508,-0.03274349013086373,0.01124543843615748,0.06948982274471975,-0.07370748008103765,0.02332168237501467,0.12207419325956115,0.13135262523314953,-0.044264781840359015,-0.023134122449395104,0.06993213000865382,0.1075588387472747,-0.036256532937190104
FABP5,0.0395506916119328,0.09670881415992197,0.03658754584259041,0.007261384977224902,-0.06691772579928537,-0.0009372573470682942,-0.03794132507141945,0.03701740348675735,0.08558050175172392,0.052008964438423615,-0.05125315207103381,-0.05716189236212222,-0.10262724575243996,-0.04383626084124107,0.0023660746345495064,0.03454769977463158,-0.0028978169198528403,0.09389354059945923
TGFB3,0.07525829352534713,-0.02218104435253126,0.018419745633477945,-0.015550090885524297,-0.049119895725336975,0.0018880127235764157,0.025881299200256277,0.0771082194884182,0.06926848153721402,0.023685867207230246,-0.12056595332189238,0.0033884318357000065,0.07244838696785594,-0.03295406361745885,0.0588996191352125,0.0589299850411155,0.09266960218735619,0.024024998916315817
BSG,0.007423433791654871,0.01436401813885329,-0.0005904485265457904,-0.06735817307654303,-0.013412270980835047,0.02398217893265462,-0.03868926647571397,0.0505977647431056,-0.14168371585246142,0.08536038874483654,0.011305176211708422,0.09899863848436866,0.04789587532349642,-0.04275410880049892,0.023846924271668943,0.001951299172947612,0.06146337042363947,0.055522390929140145
TDGF1,,,,,,,0.009415928072093255,,,,,,,,,,,
BMP8A,,,,,,,,,,,,,,,,,0.07461798946727739,
S100A10,-0.025464089433107368,-0.07033045766066924,0.06370460949038201,-0.009883810827267154,-0.08802640441147852,0.05548498292082415,-0.010126703311849321,-0.05357227602092904,-0.09900279296313756,-0.044170101432297396,-0.02846397835504943,0.03213399972005311,-0.04053148614321208,0.008493614201227967,-0.0010303962194310526,0.01938404196421674,-0.0852819697912622,0.089113681431595
PLAT,0.014029008683916612,0.0971744744425947,-7.732667468993186e-05,-0.0863873943303177,0.03758257498670831,0.008521956166567734,-0.03946075620494139,0.03885826231115598,0.010036807162038386,-0.015647968368675592,0.010075853878459998,-0.018171212631858003,-0.05176172232241066,-0.02973288133352629,0.0008790515258561254,0.013247798552080923,0.09272199871940111,-0.015133415784979147
SFTPD,,-0.04126280889670812,-0.02951388309836397,,,-0.01982314377961562,-0.01896802509386744,0.08133969276451855,-0.05817447739681985,0.018038113902310197,-0.0463811309585087,0.05741543404707665,-0.005899382630576284,-0.008666337076590421,0.006186843038331283,0.07408664795039502,0.04469148714101729,0.07036186793094987
EPO,,-0.030839538108205104,0.0030916087011259885,,-0.01522893194623036,0.08834940179123031,-0.01753480154295335,,,0.010524397754347992,0.04185481061312345,0.055315634378930126,0.0029165173792724732,,-0.019845961627837125,,-0.0009659293360411502,
FGF7,0.0540983281706395,-0.002568917370999922,,-0.04255339199323101,-0.02699469461551077,0.08088391705306139,-0.014994565091551905,-0.0392059954660547,-0.0034718885672240483,-0.04394708344153791,0.022652124846975864,-0.026018217605450582,-0.014308062526733858,-0.002715958300002491,0.0012561377690068196,-0.02103049246995653,0.03721087586896408,0.011088778984035904
CGN,-0.027777098279730766,0.042845794774692296,0.021564098344299135,-0.03788704259938981,-0.024705793134034447,-0.018707861446928417,-0.028333798040645296,-0.04867908131404024,-0.05361724090965368,0.014866161707487018,0.04102149601585523,0.01801393415263091,-0.005828043657154864,-0.06096050872469431,-0.017849223621981946,-0.055079536003559894,0.046944001591739434,0.05278123545697693
FGF13,0.020728125730705347,0.06569509326630132,-0.050437107901708106,-0.04101547421673326,0.005689271950710347,0.006638333134071419,0.09104446590808392,-0.030486162607637902,,,,0.018351032275691546,-0.013983539809665886,0.046610849806618095,-0.042855095745372586,-0.05100342355280364,0.009434691728272273,0.04473539721685538
CXCL13,,,,-0.018187377298970152,,0.010737077585337405,,,,,,0.21136071712373755,0.22825898189896934,,0.005242198095010524,,,0.022405494266431722
ACTR2,0.015179571589070002,0.005232574882590381,0.036686936449146154,0.007359300552835595,-0.02011451532362227,-0.014813422255952901,-0.024358176983307733,-0.04517242356265207,0.09983215838944941,0.08700812819957751,0.01027825168703822,0.009279230451678385,0.08003603480638444,0.014424138089538085,-0.019801113147795854,0.10976338430141475,0.054839157004036215,0.03259004876707698
