,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.006228956405685902,0.003857720146231362,0.050511852912365894,0.021782358853848424,0.053920385286981704,0.0827540655770572,0.012101798654549693,0.0036633340133601557,-0.036041208173194623,0.05629459087016419,0.07487929381309588,-0.014945296025330176,0.05764900075261624,0.009228404329400827,0.0786855305499915,-0.0715326024322927,0.0579206673802509
RARRES2,-0.06776675960344558,0.012277639285132555,0.004428441294211201,0.024799718541185612,-0.057407419416302195,0.06857755718019112,0.16626170033925258,-0.002885307165915383,0.027176188167094738,-0.07028070002617402,0.029121570861348017,0.05561304562240492,-0.028521578216226882,0.036299126439450664,0.0029277077571396234,0.06503069909741153,0.003794477217619126
SEMA4A,0.09116828612607979,0.016051455051970993,0.0019028186262964827,-0.06175699527013755,0.02336094489914924,0.05078156108876203,0.10025452547399871,-0.027306902821508144,-0.07528536187927026,-0.017670110173692646,0.02814657783466742,0.034767621095594635,0.054454579975041835,0.002486882163078532,-0.019757091631141463,0.002975196036991857,-0.009735574802805602
GDF11,-0.040617501784584224,-0.05439281590224651,-0.04069363896814888,0.07299246107137675,-0.11310254305113161,0.06944923163287571,0.01723229844684804,-0.023415782780680423,0.05904446552441133,0.08572185130923529,0.0579942124449284,-0.025057393282240596,-0.002289225231068092,-0.026741340261494505,-0.011289961809588364,-0.028457428305040073,0.011407227893926097
GPC3,-0.03402259696656924,0.01023364372982336,-0.013108779077980427,-0.015799979023331235,-0.09638201916372949,-0.012774237596944342,-0.03410151805228089,0.02555616335908331,,-0.016066805371137197,-0.003548649809649853,0.017071053531672244,0.02816900751467364,-0.03711520207448018,-0.013913995977371191,-0.04566332000251945,0.056064137901205166
OSTN,,,0.013268452645169918,0.016563687913553265,,-0.03556516081853821,0.006906405417368442,-0.042786581951844406,,,,,,-0.02387817114287884,,,0.04390621185955174
GRN,0.0029839178845174354,-0.03238315172970352,0.04066729757852125,-0.06954110232449282,-0.03396759594934079,0.025411092657989943,0.025282349257345123,0.0316212061984261,0.011900594377140512,-0.010523333096888883,-0.008403435704178844,0.02642033530695125,-0.026844058469207167,-0.027118480328850385,0.06807808528777946,-0.04879839788363103,-0.012323463310368148
CALM1,-0.05206986075717178,-0.04393406792358018,-0.012746302367533092,-0.003250125105000449,0.10531511281581535,-0.04602462650110996,-0.07120542191283867,0.007013395718200303,-0.13292096569459147,-0.04122336068239641,0.05452218030585893,-0.02825441228313199,-0.03810311563682419,0.07589328794739705,-0.03736334471510888,0.01871652532972051,-0.13262755332621187
ANGPTL4,0.04660569947155378,0.0034762554796153567,0.0611871355540383,0.0070408839019904254,-0.046647577514778965,0.024835083052118526,0.012009605135002972,0.0007220930130835214,0.16482317963928386,-0.029945398955383517,0.07355205472980898,0.06442253860027841,-0.020934299922447983,-0.0025099768157095187,0.07276979621376167,0.006356292464063551,0.08650890378671157
BMP8B,-0.0526297106663726,0.01979513460172761,0.05234515146513037,-0.026509124551869424,-0.0688285649705231,0.06485135125715887,0.004361700858983547,0.02866389981457401,-0.0015987329326461648,0.014546648456006518,0.044368090761434976,0.08350037540801691,0.020762691788132014,-0.04720945124244029,0.01914288921395523,0.006520972441159574,0.048130517754395724
TNFSF4,0.0779737750329724,-0.03705664557684854,-0.029607886912785295,0.009517424646712768,-0.021323805265931913,0.0668044172969317,0.011284832546315715,0.015573629132482652,-0.03489771289959116,0.014830166554607989,0.020067398234462998,-0.007703219337064636,0.0750902295999654,0.0030328125915087085,0.011950448399122762,-0.043195074152864166,0.03549758780106809
RBP4,-0.035918420239201734,0.016180028198203644,0.08476842975842762,-0.008999136989879399,0.10478780926411438,0.032694055645444885,0.0761363252263911,0.0036817397596376608,-0.08221442459482274,,-0.07315008272535836,0.04767137872978266,0.02494172775366877,-0.03213261307272042,-0.05827600457044956,0.03097793292219818,-0.07928646482870878
DKK3,-0.015976305768834548,-0.015377361496771652,0.008456216761105879,0.0229608140081809,0.09271035169321627,-0.07147194802205972,0.004771837847864265,-0.033870455144332186,-0.11497198498759584,-0.02813739604144324,0.016507986045554614,0.05634937022580573,0.027485461683931157,0.050597127878969354,0.049926962442283354,-0.044040685650398245,-0.1262860925990572
COL11A1,,-0.0001800944567341276,-0.03744670753293972,0.04035722867561196,-0.07483420139800193,0.012917277606483318,-0.04259828801285056,-0.00505289419659686,0.05990618090441117,,0.008845782872538824,-0.004682097263658017,0.041769621209807734,0.0015919136454466722,0.03707858964262784,-0.0774974660005366,0.12127268433882066
COL5A1,-0.043475672668564364,0.0315815714864459,0.11592082153820556,-0.033065880472081324,-0.06318400462328565,0.05092428546183502,-0.08789722585340813,0.004670090683282273,0.1271064639516524,0.015523410057118589,-0.004601890432431023,-0.002415249298123391,0.02776680941607373,0.006409345797462984,0.00990886394788475,-0.08082046478483029,0.06498696662501141
KISS1,,,,-0.016131002029648976,,,,,-0.025777005139948492,,,0.0005549894274333208,0.007594733714070112,,0.0007142896371246256,,
MEGF10,-0.01805624712067162,-0.02275151715213307,0.08188110733703043,-0.04341737347437502,-0.024108300688099722,0.07254768355035376,0.0026776444434400896,0.03921988685038889,-0.02365695991236159,0.0333617920542573,0.08250548197345282,0.0009998686326501355,-0.005489944910581212,0.014234934796814737,-0.011183196860169902,0.053495901284696314,-0.08743633993537675
CEACAM1,,-0.024138896738191945,,0.006945278563351168,,0.020818486452710637,0.03224134625046811,,,0.1477476247931142,-0.006220424760615675,0.04187764171944579,-0.03595399754456059,0.06773367467900658,-0.02151460330020331,-0.028029949498943316,
EFEMP2,-0.008708266580521318,0.009691194242990987,0.02042067036043572,0.03947314265998157,-0.0375937048109111,0.07927798825583582,-0.06945243526394086,0.043497614251762955,0.027641300157559924,-0.024247484933449408,0.011145156107265356,0.014266501488375672,-0.02191247951029371,-0.014080360268262775,0.031748435887015994,-0.02357438315416195,0.10442745743255191
