,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.021561445544093876,,,,,,,,,0.014023965745853838,,-0.032067365339370185,
BMP1,0.07146292392428763,0.07698571256775263,0.044043123331239296,-0.020004244129663628,-0.014497557416047852,0.09524603680355388,0.105031680460321,-0.012001845830634555,0.05276466362837464,0.03614435986339213,-0.019248069325062643,0.017797258553982745,0.021153248844557524,0.02620661974845637,0.06525740116522313,-0.009657026357692356,0.03228571452132894,0.11586287337781015,0.071494431095459
NDP,0.02885324462800717,-0.03476887202139822,-0.026884384484159796,-0.017303484028604956,0.01970485048093232,-0.0584805247192672,0.002661265862328567,0.012340921403184806,0.028548890785633857,0.06747951446970395,0.11517207760985183,-0.13256877418240173,0.04869749058013362,-0.009944052510562944,0.10501653724043998,0.07819164398100938,-0.04580608412067614,0.015225357176530915,0.033247236595347125
TNFSF18,-0.0007663732295368009,0.01915653166512396,-0.025991437864321232,,,,-0.0320180993406464,-0.017004424789617296,,,,-0.020518821840205093,,,,-0.017122449856119656,,-0.006049607063256122,0.07514802049046604
IL36G,,,,,,,,,,0.008426102964234614,,,,,,,,,
RTN4,-0.008410406013101739,0.07305313932597134,0.014719486238584201,0.03431499373076125,-0.029203941993442,0.0455419523837161,-0.1222730392024792,-0.007086562799933826,-0.01942538430819824,-0.05446164720690334,-0.004868749815540472,-0.04350587287370287,0.049651352795553286,-0.011227097699211807,0.03279969279739401,0.018415239146314877,-0.04175886150232168,0.009331367949325226,-0.07755437730482753
HEBP1,0.03103704646873719,0.04238866301050262,0.01046771188038361,0.010456856419792175,0.07928290544879871,0.06315797282735043,0.0464361483162834,0.015050272527726073,0.004498049171018489,0.05469489263411516,0.1349735871290074,0.01781124451012317,-0.03481238203184964,0.026262701354309765,0.08543362511400664,0.02761169672297887,0.024049996800816667,0.016631748878061917,0.06421856364896161
WNT7B,-0.0403550627437896,0.022385176417539624,0.006431838461935034,-0.022216657321194377,0.01556710279004391,-0.00988981946258076,-0.008787496517801934,-0.017642027674030645,0.014487816032832728,0.030346747904399347,-0.0075327867965881605,,-0.027502563525223105,0.08413489294643224,-0.011756887574824584,0.04861621730417241,-0.02834310209636985,-0.03047657677574735,0.1402787451167268
PTMA,0.0008509653919156851,-0.014788611229084146,0.07060231331521684,-0.06594037146685622,0.014012243717646604,-0.06169208895174849,-0.05179136685388383,-0.0030869804966930205,0.08430360002438461,0.01681841706227165,-0.011404210580241499,0.053338241141369744,-0.09555059948763578,-0.08693324875674475,-0.07399432625049344,-0.0283533993592589,0.018480590394822836,0.05283941687205587,-0.02734136255513225
FASLG,,,,,,,,,,,,,,,,,,0.24707074788845262,
CEACAM1,,0.019936142489725004,-0.017018619566803284,,0.03273786249710202,-0.021787022645344014,-0.01456427334277889,0.003828690261260828,,,-0.02541335588757852,-0.014084748401312656,-0.024664739487557295,0.030170772838278504,-0.010508821844542396,-0.024603172835283783,-0.0188117290749473,0.08385745941223326,
PDAP1,0.041130036880553084,0.07887545642235534,-0.06510584528705103,0.001177412418529184,0.05200023102816827,-0.004218246051233296,0.11375159062351607,-0.05934222191961218,0.1365680642114207,-0.0078091012571614975,-0.005647227522054105,0.041174429580640194,0.015010372521953233,-0.019346038804701364,0.02634245130271377,0.09550285604559408,0.04518324672657926,-0.051870713071436744,0.007111660145462514
QDPR,0.04759273704036804,-0.0759450213623432,-0.007594602277400691,-0.03702443567231246,-0.02196663029699925,-0.04618069181955467,-0.15368696828557518,-0.04269249257853078,0.12045916070790555,-0.0034255423143633775,0.06890696436356229,0.0021240923248519285,-0.04680200695716157,-0.03428712133976502,0.01403716090849128,-0.02838930165015234,-0.018951532469656026,0.04947197751324818,-0.11317518354103161
POMC,-0.0577304095435382,0.0619181215601211,-0.009122774652157668,,-0.033764881545077084,0.053708629058350256,0.05990646613407197,-0.019730589847634365,0.054291528685864024,0.0005402398926212677,-0.004815996582325634,0.016980570044249327,-0.0087722648323324,0.02587086505144325,-0.017411159371962182,0.01673429214875167,0.02205065918268146,0.0335801086521315,0.030538635026391505
CCL18,0.09531236159602292,-0.040514073541298885,,,,,,,0.0957656184496529,,-0.005531601061696896,,-0.01748770582389597,-0.0026349357598976996,0.005799138075386104,,-0.014774316291601156,,
CCL17,,,,,-0.029212647767881628,,,-0.021207828372468953,,-0.020330239100469938,,,,-0.02122011242029446,0.05476326049668775,-0.0218901846612048,,0.08759024869908573,
VEGFD,0.013202984841624832,-0.02896655310355065,0.029678385524339334,,0.10897743595134139,-0.0208445897259629,-0.004101224791165902,-0.02259514734806247,0.026063802752593443,0.041465309601541996,0.01714747204043123,-0.04222542518433781,,,-0.010785456176157383,-0.023087388426986905,,,
TNFSF13,,0.0268430565887375,,,-0.013372586998318378,,,,,,,,,-0.01783749814097551,-0.00037934724845293177,0.019514668447286505,-0.02112431094139075,0.05354925304011837,-0.02529368503031287
WNT5A,-0.06086268247759728,0.06278510205523298,0.04922583073580609,-0.004960592505798618,-0.02026424094860924,-0.020204873723877307,0.07126919415444784,-0.016027794783775605,0.03917617412274464,0.04717873465315527,0.00358355426956995,0.05611022318304654,0.039585709326361025,-0.012341795627575229,0.08929927800755431,0.04586717533063155,0.03834377506074,0.05039800576544358,0.03129019464473025
CXCL8,0.018362509614768298,0.010293216895087678,-0.022824015082514453,0.02337590812099937,0.07847815414965133,0.07195258956268488,0.09326726534824219,0.07174022426123924,-0.03313358402498387,0.0768324098467623,-0.04560027148167313,0.11287342726324823,-0.03078985942391545,0.05095098395863637,0.019630818910668833,-0.031079290495381752,-0.014161251919970535,0.037112523886584974,0.04614336159409581
GRN,0.005110005820145827,0.023155439225303803,-0.061166954688290906,0.0012076222142037385,-0.020101363483979912,-0.030290361631411532,0.08574196297208608,-0.00020732223161195587,-0.024205901378488107,0.058200668165859906,0.04800680877067734,3.139384592634646e-05,0.013959268104940935,-0.011650926230096172,0.05657988960714033,0.025504353155784625,-0.000680599164218627,0.048700116378637213,-0.042486466410833125
MIA,0.14841176861145516,0.03874347623893344,0.008206980531587128,0.08984989722588961,0.0186109473353828,-0.019609169347896468,-0.03504430410795406,-0.013679691025960419,0.178127711207273,0.05361178500890759,0.023385713122954385,0.04278956289054643,0.13452041454625935,0.0889893665240204,-0.0625431853193281,-0.061558381119820114,0.06323894998422522,-0.011488300992827726,0.05942284181356746
COL4A4,-0.05340033676561016,-0.05465346650879614,0.15727998911050325,-0.0010424978968856832,-0.009978087201832407,0.03516886122879144,-0.02124720418180541,0.0645700622242163,,0.01873086736328501,,0.035625521702369406,-0.022109924252299885,-0.022982462634611362,-0.021979499615122394,-0.0037925509633930073,0.08546156301657445,0.01830253193144721,0.12636460968814764
TAC1,0.01760349408827623,0.03495911874393878,-0.01836861691738891,0.01883779654394687,2.599981305053264e-05,-0.03976034779229019,-0.04000848744313696,-0.05145964414484355,,-0.021361981467837337,,,,,,,-0.00994233550869275,-0.00851278127951051,-0.023049869577742636
RARRES2,-0.031220450315118577,-0.02366791587140307,0.037517471942853334,-0.05114053072600968,-0.01719683378877343,0.03639982190008975,0.11821187901488951,0.020273788212479462,-0.04188064777700233,0.06990665209991112,0.08222338409480219,-0.01694808831916462,-0.04890114143332088,0.054123693200461336,0.05146786042466981,0.03812075068146055,0.04893276292778304,0.012804621890322106,0.09048789610390913
FGF7,0.017754876669787003,,-0.003113190555697109,0.04676119634947881,0.0022124323772864415,-0.0011497133184472555,0.011330489942383925,-0.026685407370186712,0.038379697664223625,0.011152852242937564,0.1875614428940342,0.03632447591326956,0.06586332209074224,-0.001942457023072225,0.00948037162944971,-0.020850458489666168,0.05126545211978382,0.014785575626809875,0.09847110273691838
EFNA2,,,,,,,,,,,,,,,-0.024801219986218,,,,
HBEGF,-0.029410611373773626,0.06426179879214998,-0.02311542465412823,0.040898185963734436,0.030477270245266246,0.0941755402353728,0.049378383411037015,0.05397795413229193,0.14194116592475506,-0.022255623435263844,0.00043625623042234423,0.09600240440546788,0.08795929591742678,0.01230463142322893,0.059009670233787614,0.021311714786188374,0.06596618328278676,0.039372626997204736,0.017010312736207112
CSF3,0.04158649256352165,,,0.03443314400627058,0.03564174254091914,0.025324363862001053,-0.022479133066452876,,-0.02143966857864822,,,,,0.018481494967525686,0.03572203406599009,,-0.02696918328603162,0.036043287941483516,-0.010565894793079053
PI3,-0.0632606119259383,0.06124505393375853,,0.06862488058986799,0.05848474700738684,0.10029001956460006,0.03627467746727331,,,,0.00011025269027865059,,,0.02530091264397672,0.02255404727498688,-0.01859928207815371,0.08021040180872736,-0.05047575271116053,0.014939158008364699
PCSK1N,-0.06970051116711762,-0.04940235979810489,0.06605406901282347,-0.03219231955218892,-0.06483063766057659,-0.006069028238839652,-0.0073998024284243225,-0.0022963565896717045,0.026151785149852242,-0.014672779670031152,0.04422669577506146,-0.1050791311816188,0.07536244732750451,0.011840726007825632,-0.017911385957079844,0.003927008543820592,0.03512921644661135,-0.0349748186849455,-0.06829226122886484
NTS,,,,,,0.038909826622018945,0.0002843023215252174,-0.02529423729062524,,,,,,-0.03145291687707885,-0.03021558018878694,,-0.008744688054750675,0.024471257556773405,
