,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.0207926886445918,0.026444380159587506,-0.028913522463987356,-0.04036522084053298,0.12244324025224322,-0.02224407082147575,-0.008400056721055796,0.06653995802306059,0.10585717589775355,-0.004633760621461976,-0.03578364592756144,0.028889917854136513,0.0008615330937807981,-0.027045030929766158,0.03596734604124099,0.08953771680458818,0.06762890599478584,0.039615532690434316
CXCL8,,0.016138357007298345,-0.012287919235578005,-0.04468219288389061,0.09183319228349603,-0.026049230964463495,-0.010426471146152526,0.02865068111662055,,-0.05242062905464766,-0.053252450740161106,-0.025174581325364518,-0.11223800565046274,0.023708595371120477,-0.00799398493541835,0.018653572751142544,0.012656260197381022,-0.01793431262651894
GRN,-0.015250863448502325,0.04903597838779415,-0.010674522102778796,0.045195477738999165,0.07090556596309981,0.04649569971636106,0.06050925476798962,0.11013726570769808,0.13050259997302188,-0.02668926699687852,-0.012338371640614944,0.05440714488592758,-0.0013991469774090742,-0.03254415319708429,-0.02025440063853291,0.027493990741385782,-0.09020637796745559,0.041072489257818506
MIA,0.02336140135287629,0.016985479705821024,-0.031229283283474372,0.03337297827887885,0.04536672137402704,0.03326900026366488,0.07535204859308664,,0.07677293978655221,-0.031844370060115146,0.05109194236613749,0.004102657927851334,0.03550739382064708,0.019066878230456955,0.012503366386237669,-0.07026431635010745,0.020021665486339674,
COL4A4,-0.019091806868956347,0.03386361956528608,0.006011874219295182,-0.018024754729530357,-0.011544085178528885,0.032015497225524686,-0.021391134320868723,,,,-0.038240111327035274,-0.061525280594747093,-0.040433773953688947,0.014995323459942875,0.04552659715765046,0.02360520289035944,0.058338716957877255,
TAC1,-0.016485136251068386,0.005340156635159875,-0.00021782509516266675,-0.029236134360437833,-0.07589310901109896,0.0026356179103010583,0.0009655415551000526,-0.08576293764152113,,,,,,,0.051077192804858756,-0.02552709511234545,-0.012734635507742828,-0.0003518212424788229
RARRES2,-0.018518024101073727,-0.018322522593607688,-0.08947313573982846,0.07730791962291922,0.19760239386490827,-0.04007071609049447,-0.05272568202931591,0.08629939930775486,0.010347039858906438,0.012882310207307117,-0.03979714638113179,-0.04908073584912408,-0.04070045428763951,0.035169315110438214,0.012572473700819351,0.011034035570214174,-0.058580085806928923,-0.015209441621641829
FGF7,0.07549246851665496,,-0.0062151642255151044,0.04569965194529461,0.027857275108465016,-0.023397450966661293,0.021735575043059983,-0.07909760732966156,0.010118323697663929,0.09766275882557648,0.0498747987378198,0.016047962884326784,-0.012550165900788161,-0.05190274076429029,-0.01627860437145848,0.015881903288712907,-0.02397160284657785,-0.03290134198013453
EFNA2,,,,,,,,,,,,,0.011062922096449327,,,,,
HBEGF,-0.061436770875492215,0.04254799810916242,-0.009378490182464456,0.02313802535705599,0.12077786717304334,-0.02645387894700445,0.05577115028642393,0.01665594132968092,0.06263196773154503,0.032470770206917215,-0.0191866249076251,-0.018765133181885767,-0.013087247123164692,-0.04995897302142146,-0.0036592074449034143,0.03140833601749664,0.03902503261949322,0.05419553052227507
CSF3,,,,-0.03206270678567333,0.044886627120099214,,,,,,,-0.08360298261730673,-0.06189663690379806,,-0.03482839929725658,-0.02044428624690296,-0.035338078433848535,
PI3,,0.006725959231756129,,0.08822500751119154,0.057114120663010644,,,,,0.13926003292160924,,-0.021064879182578787,-0.03450459998716147,0.1022449107240032,0.014874199074176113,-0.024270857283904466,-0.05210192201928012,
PCSK1N,-0.01688303982073251,0.021167118640392817,-0.029902299218280307,-0.0706891295620449,-0.03392499977060522,-0.04642938569691023,-0.006682250257114307,-0.104813502045645,0.0753109676826817,-0.004810540529435895,-0.041414732244230125,-0.0013673093966951404,-0.0018527616912835572,-0.012445633505002204,0.015307492408339037,0.006113870761514996,-0.012617614535656027,0.024136415912423926
NTS,,,,,-0.0011494179538956949,-0.02469931620900254,-0.027663017812426714,-0.0007655638558274067,,,,-0.036781466772077484,-1.7933914794934376e-05,,0.035244950268515964,-0.03027520012390002,,
SFRP1,-0.02398628965633397,0.038745548975932,0.006387420560971638,0.05051787245900435,-0.022032955358455435,-0.006694359902216441,-0.01526394617283183,0.09627288818949802,0.06148978337674601,-0.021069851518011693,0.016513667242918324,0.029665496897969837,0.062217760797519076,0.014237604471921381,0.01580498204265064,-0.02957168117348044,-0.03195249052236843,0.05843003521048859
CXCL13,,,0.009894713340923983,,,,,,,,,-0.00837079516308438,-0.015217196487375273,,-0.036203811533066774,,0.023635305974138043,
MICA,-0.05065558989329949,0.03652721665345942,0.02827028653113583,-0.006061353299316938,0.14106406675645794,-0.002479317424312878,0.013028665263103296,0.005499617910881644,0.036536034883180114,0.0052282628564707685,-0.007303392145417182,-0.02196077361970012,-0.012658970727549155,-0.02402987371833768,0.052104204501199125,0.10814146796586233,-0.03367125410527648,-0.03664259511442323
TG,0.005152141860620579,0.030536986242513893,-0.03333802004480619,-0.025329439629512975,0.08268534357764536,-0.020863553675169993,0.11870789266655117,,-0.043820128719855855,0.07242218609907912,-0.04924719481750964,-0.0023859264489128973,-0.0360133013639479,,-0.015557293579532942,0.1017355705451644,-0.03158785638414187,
ADA,-0.06240666747512283,0.024660952072616957,-0.010454832729009378,0.029870408498808333,0.14896504111967157,0.03393227104238177,-0.01794032550857492,0.054518960684824674,-0.030730461984696433,0.017396439177120394,0.02084331804057229,-0.009960307370341813,0.08630050727115954,0.01754665364782484,0.024357219548036,0.030793782589261864,-0.001043997529858705,0.07277982036520259
LAMC3,-0.031995484762323514,0.07927753840634447,-0.001107346565885732,-0.0018036936368679528,0.050804502162104824,0.009234799483131884,0.022885058500389428,0.01879520894810902,-0.06888781533892595,0.029946145383037002,0.0006488701444595329,-0.00045300371326008977,0.018057796533423924,-0.010914151363058167,0.0020016634152035984,0.007911610813873262,0.031838855248273845,-0.06489470083094911
CCL7,,0.03388951678153361,,0.1700730999154657,,,,,,,,-0.03489869160776408,,,,-0.021423630226199163,-0.059838880632740406,
NGF,,0.034286246681038815,,-0.04196009117710763,,,,0.05107770047685306,,,-0.04494713279177236,0.003919485282142055,-0.023678535549119622,,0.007623880928803601,0.06488904160809278,-0.04004888897340406,
TNFSF15,,,,-0.020392581954387475,,,,,0.025411828512305713,,-0.015389955446337497,0.0668844229922345,,,-0.021627838033756293,0.0639224058987506,-0.03911027271773522,
HMGB1,-0.03639795325254641,-0.030566715312319918,-0.01619421530117148,0.04349919953160571,0.115795840829629,0.0609502473386229,0.0019930198287006736,0.054845294800326155,0.0116860920761446,-0.017917513206937935,0.0013976030652541871,0.05505128671745578,0.0611853565140669,0.04884953884936376,0.026283153899673405,-0.06187433850726645,-0.03030009348067694,0.004383408310451746
ITGB3BP,0.0366196979073241,-0.036924429386228544,-0.023271677375342463,-0.0116256657553309,0.10885022972539682,-0.06157101209490217,0.022860189674320207,0.01070170843272089,-0.03961991659448648,-0.09091327535985998,0.003758019485415616,-0.0546849629696324,0.009400208437940483,-0.0063020753134526725,0.04232528898143447,0.02459956836239066,-0.048141628473322755,0.061364493220877496
AANAT,,0.0016109999944675902,,-0.01855516593781916,-0.025096817918888705,-0.018762715747067563,0.07742896205155311,0.02082737938840987,,-0.06770879676423143,-0.009451424068252976,-0.01570528937855444,0.058130469850516,-0.05120187962863275,,0.05246356038584348,0.05004240555200765,
RELN,-0.015827610492442794,-0.02393843863457091,-0.04111150091733013,0.021390463670539143,-0.009161243667320474,-0.012604716324509307,-0.037243186298766294,0.03193769815305929,,,,,,-0.023884131191840196,-0.026124084485621035,,-0.0423994948108576,-0.030907437613004636
IL15,-0.04411533301865088,0.02144029504342862,0.05343303371231053,0.05133609242148339,0.10059677142224878,-0.01856940051120963,-0.027368295854234243,-0.008661179818097216,0.021721763812017212,0.02937851907687796,0.005759808222790514,-0.05608976588853911,0.04497130823160137,0.039723822959869495,-0.03812912945904431,0.005447833320776387,-0.030270070802507723,
UTS2,,,,,0.11706238498542713,,,,0.03900933246218367,0.061245410655355215,,-0.026071764478542665,,,,,,
BSG,-0.0026615995123487014,0.023998237595766605,0.014394137282223706,-0.03356560487285085,0.01600329633456534,0.042069981245359385,0.007113758739330412,-0.08188366226739227,0.06533471779460047,0.07884948135090177,0.05564330105693159,-0.02593735169047506,-0.013674464226412728,-0.014140432092310782,-0.008486719259839926,-0.017131719829118094,-0.08228189811491023,0.05365596202684245
ADAMTS3,-0.010654150380085539,0.08917297489552878,-0.04006221757811255,0.00683801786006713,0.13665161497509842,-0.041864448780984186,-0.0030015559703301707,0.004648209053746167,0.1407676941570157,0.17155217272162276,0.07631288553434896,-0.0011229364334890304,-0.027627609727273256,-0.008451824397851212,0.05559654015515579,-0.013281888408776817,-0.0182399870171426,
CD34,-0.028577700723328176,0.11258576317385632,-0.0004947229245050463,0.036198863293573316,0.10262308989752193,0.016408258480933895,0.023510563893222567,-0.023221487747178558,-0.058818954329979634,0.022113392773219526,-0.011135149723970072,0.06357670124794045,0.016397912312976555,-0.012617242525669767,-0.024030243856675428,0.04645766765844084,-0.02138600047760342,0.012983362668012454
CCL23,,,,,0.025043275858386935,,,,0.10416872087925681,,,,,,,,,
PLAT,0.06724559135656615,0.07041986011754998,-0.013689122309008244,-0.058678791770595345,0.11926938158010546,0.0013048515932894186,-0.019717323523348033,-0.009995452238998578,0.08977477161753392,0.10232516917128519,0.010833606856969314,0.0567081600008111,0.036790167766732246,-0.03430060623501034,0.04939523377074735,0.05362856149156116,-0.0024342178546153917,-0.007349425418838897
NTF3,,,,,,,-0.02055477996060242,,,,,0.07167448423181436,0.05276801461811865,,0.017014589125413575,,,
LTA,,,-0.024516884730418752,0.001047085823369425,,0.01209071609451101,,,,,,,,,,0.05347637548089836,,
CKLF,-0.02064926365303781,0.05489119983822448,0.053070278495542786,0.03181888414369211,0.1306450485170479,0.0001156561631422479,0.025028717922366352,0.05958348841868898,0.022147146066605974,0.0026088469296005517,0.1274620619717799,0.03288707918142016,0.10951729887293052,-0.033222576152419324,0.014209578942236607,0.01318172907711009,0.02917713451888329,-0.03668117270682197
CD24,-0.044115334940674114,0.010270279063512234,-0.003651721363942467,0.023117943667994363,0.08376473042471107,-0.00812519205697332,0.02200413832000677,-0.02251184092684265,0.12428383074687477,0.11613479978535719,0.027256745208257067,0.07406042265142493,0.05872527233235357,-0.045306533153639014,0.08479435606522688,0.00909368998246106,-0.04155295447303084,-0.008668176361733986
HSP90AA1,0.01231145119283326,0.003200391607300351,0.05877403299739341,0.012038989692285533,-0.14431730192573353,-0.022165255979207373,-0.008348626851418062,-0.05279223605460276,0.04318380455567731,-0.06439881712856645,-0.01678223406844684,-0.009237978545536029,-0.08646009132859198,0.04633841038007194,0.06416872229520368,-0.11560458781365816,-0.06410075036042016,0.07369792474166123
BMP4,-0.019648236500765845,0.09075992468616811,-0.0002589847029312421,-0.05476176499147626,0.024148771982376777,-0.03026110339044794,0.026290929853345708,-0.005153266733816391,-0.07139307910675784,0.27657404598002117,-0.010953401189954767,-0.021702453026771536,-0.0002706977123327921,-0.040201276188475174,-0.016132819356973246,0.09467240760111749,-0.0030518800536848806,
SCGB3A1,,0.023729449918784916,,,,,-0.010740765600047678,-0.0016025649685925836,0.06823974827264308,0.026501648229015736,,-0.044416331380337085,0.027055023403741402,,0.08597786544045748,0.04804286553523923,-0.018741000335858533,
IGFBP4,-0.01288186429021772,0.06397546312798422,0.03741116122207952,-0.008653932455969283,0.15545296900902994,0.007334034741929683,-0.00993180718671836,-0.026395546617487182,-0.11802601542783941,0.07262722217828507,-0.06090649316601885,0.02722384600587655,0.024875263652062593,-0.09491577090484053,0.005597781714873548,0.046279530971876905,0.037123081960223035,-0.008076599113568894
RSPO4,,,-0.031136446125822653,-0.019670600206709,,-0.007652583972712229,-0.010740764028967736,,,,,,,,0.018175687621621275,-0.008413765943911147,-0.027208230518570693,
LEFTY2,-0.018903036600209186,0.10132254024814082,-0.024817989376695083,0.013194672165114184,0.16504906676355235,-0.03342745014930849,0.035470201403221414,0.031092152161167275,0.1113158376012134,0.08831501043667873,0.030919779558945135,-0.029625037210253096,0.03182688617800826,-0.08922676903713819,-0.04113500819901106,0.07764920983827495,0.008079387693928092,
PF4,,0.016722348338551973,-0.006959204599709137,-0.015977857683317317,,,,,,,,,0.09640378380262876,,,-0.030506485709068026,-0.021313746534457147,
ANGPTL2,0.04805348913531206,0.04333656338906231,-0.05771138614973688,0.040647254052459565,0.09800135472050432,-0.051579698943383934,-0.04084735813295082,0.05930983908009012,0.08070159822292035,0.08026588529726876,-0.0038539523888006812,0.01847058491210999,0.03740467587799465,0.002326463431854125,0.0172082460773142,0.00014635132280528348,-0.0396833617137987,-0.04639196768831592
LRIG2,0.014892960081974537,0.0017515465679818077,-0.0039947048097316185,0.01552845786372068,0.08069149314037519,0.011287387829486432,0.03761394723771091,0.07746980820797779,-0.01354273307310333,0.02143086398560433,0.059135185505902056,-0.0562969679916706,0.04194852915574445,0.04260999691995584,-0.002077070408522018,-0.007203987181915142,-0.021028059491934346,0.06598227295155389
ICOSLG,0.02708076001315334,0.05692531955354033,0.020025398028033766,0.02305996086746748,0.03260181184667823,-0.052196987415033355,0.07863602149712264,0.0660445172690986,0.04024785209344156,0.0028243452913502744,0.02013275728890571,0.030063407454647525,0.03335909992064653,0.050701960301149054,0.0064247982660608615,0.052225133011632785,-0.07456756746189327,0.052537365324837854
WIF1,,-0.00928547587125141,,,-0.09597253036878556,-0.016218347490432383,-0.020211894078207754,-0.075792718480597,,,,,,,-0.028118258965384002,,-0.039110269508149935,0.036964586861651653
NPPC,-0.0194137239582796,-0.009333474828719523,,-0.02478559750919543,-0.01225334900285489,0.08681874772096959,0.02298022097702165,0.003075201296586133,-0.0437381912783135,-0.06997547712534233,-0.0377206572160966,0.021519911907402444,0.04029207703225002,0.0158401771988433,0.06094932075170805,,-0.05122185612445629,0.007304455094232194
LYZ,-0.06307013657217724,0.08468026251092296,0.005788453937498417,0.03538876181499337,0.19828371354775637,0.10034126138743238,0.03683330051812875,0.0034530813253565947,0.026743092033575194,-0.05471623837015472,-0.020094294295094958,0.045867340271360725,0.041052279825255465,-0.0317645254634472,-0.003424570176396293,0.017448235810832696,-0.015861524300335897,-0.09213555693128912
EREG,,,,,,,,-0.034036757723788745,,,,-0.02810724550902863,-0.02733794590076619,,-0.0054277704842601564,0.030215908378369943,-0.004665302853400738,
SPTAN1,-0.0030348264767644044,0.019098572279706478,0.002703781613560236,-0.019143981189782434,-0.06196464472668915,-0.03505113647016509,0.021740604725410007,-0.12267337424400054,0.022869317363853937,0.10213029196747281,0.048266297586177405,0.021085354769311688,0.011392157506589689,-0.01789552686151448,0.019305534141208208,-0.01932577751718793,0.016151847780869266,-0.07401139214984702
PTH2,,,,,,,,,,,,,,,-0.006028502191129268,,,
LIPC,-0.024443222397613887,0.004216720287556042,-0.03356485736836431,0.07499031892130328,0.059621658000009375,-0.032163742326911535,,0.046147417264153716,-0.04637987462915237,-0.050449836559517264,-0.004788936780361448,,,0.032446130791119444,,0.13620027471956328,0.04569214855138428,
COL8A1,0.04121318289370694,0.060944535210228155,-0.008939804179022442,0.06877412056791941,0.0537318279782788,-0.03370547507130879,0.016894864116593314,0.038846647193198657,-0.005410380832938929,0.018355846018811666,0.035821274118131824,0.03306704711470485,0.030328416986955837,-0.06418640988059707,-0.03533821230888663,-0.005620820325978585,0.011263356052089113,
GSTM2,-0.014143998903109915,-0.019646066768356035,-0.029141688715414296,-0.02326699027886426,0.029531275447282884,0.012310521297469998,-0.03174621465464727,-0.03471531938825713,0.018911940898733992,-0.08337719918238586,0.043908563353207544,0.022748234845071102,0.01712639940825834,0.021365209003084237,0.03777931690172269,0.04059337597428948,-0.027554020742370112,
IL4,,,,,,,,,,-0.003291048030116251,,,,,,,,
SPX,-0.01713526854152734,-0.019181818456999542,-0.03450453600179124,-0.006109386700122861,-0.04777665262538897,0.02431433501291352,0.0049552600129553325,-0.008808082393103715,-0.057983362720068446,,0.036115520132268784,0.10506558876546102,-0.027314218923597897,-0.0008684428087982988,-0.033760146205555126,0.02202847423350142,0.029937006390607163,0.004894499786116178
MFGE8,0.01954275099495706,0.04311674429573672,0.05501423691722786,-0.05456303878865773,0.003544896345975065,-0.001845709655492258,0.07374032017200764,-0.012589884492278462,-0.07153797261367487,0.10646821813279508,-0.02477490766399022,-0.039101591976985726,0.01654479328953671,-0.0358728571267462,-0.012627743568211091,0.037261355623808334,-0.015283063029937819,-0.010497900511976768
TGFA,0.01865940659312098,2.392739915207422e-05,-0.04598486798233165,-0.0077237309780701655,0.06401589700085683,-0.03201874538775991,0.052949769376412374,0.014476790984501066,0.009859891655672505,-0.07358200289900656,0.07229463318818523,-0.03677538349605619,0.022956268029824256,0.012131088403533481,0.04432005304206135,0.0030339844476788154,0.023641333699012584,-0.03958894473850195
SLIT2,-0.01964823335675335,0.007643237628939668,0.04799353535715995,0.06657682054677469,-0.07851893966239476,0.032162384197593624,0.004358040187990657,-0.008986446738087479,0.0408453273975181,0.11795497216197526,0.054737897114261636,-0.012783428053055068,0.0157999462606517,0.02102328096780857,-0.02798954313078206,0.007456658857643326,-0.035024221447841765,0.08390702004096665
PLTP,0.0027978096667411814,0.024508329435673635,0.013609826927147612,0.04802736090734728,0.18689630246821598,0.04001373058236443,0.04344345329777528,0.07733055578557417,0.00387372122735521,0.15730303272264046,0.016474056397568965,0.05407494456371789,0.09445754635525305,-0.06621554851748035,0.03371034328054315,0.025667372632522157,0.05318274804189655,-0.04249020832090198
APOD,-0.01478494425703792,0.017063064219322993,0.03891585809093968,0.0012443836075368478,0.029945126463318764,0.008985476374911266,0.04655939999020586,0.006294238888489172,-0.011005949923106552,-0.017992450960565013,-0.053254806156093,-0.03041855516614447,0.01285869431406019,0.01177798651764829,-0.003928200422297447,-0.00990088748530677,0.0731117328973176,-0.05046128563080708
B2M,-0.003704640436254818,0.10491290069170273,0.02490135028517091,0.1386070871514944,0.20994432150530698,-0.028619992147099284,0.06797398071962424,0.10726407853881514,0.11477958387181468,0.0476367189550893,0.015444113294364948,0.03478736960697831,0.11265279157672677,-0.08144665013549358,-0.011954856903264326,-0.006199122794562566,-0.07182289822818312,-0.030226227976864757
OMG,0.02455601698655984,-0.002550059558462625,-0.02348759503129938,0.04939887530236659,-0.03397232012492302,0.014046027166634027,-0.0045089078794504816,0.06786739905441534,0.13125018348085674,0.11156020446100647,-0.022279418936406687,0.004919286922434684,0.003072924066725853,-0.001276061591387937,-0.020122333299693665,0.07337686653258646,-0.01628413286615118,-0.06536644909246264
CXCL3,0.04453419290177847,-0.03433217711980209,-0.023380155064642746,-0.05319120485615343,0.06498764191349025,0.0017858359317381976,-0.011490347163869747,-0.03683411451907307,0.10686540933338849,-0.03607178855905015,,-0.04348945644775689,-0.03490701611540119,0.05239832263708373,-0.028798494954431268,0.05126269202771247,-0.0019185528436068873,
CXCL10,-0.03997570539621241,0.013685207819199149,-0.036041863168301366,0.059291432730695086,0.191391441868007,-0.0305500517372195,-0.01745467833996914,0.03401586637657249,0.082046748925228,-0.00217692076938204,0.0038101606622657734,-0.011620678755109647,0.10993759410372674,-0.04857564604220126,-0.041330833758153336,-0.015443508048482968,-0.03920865179166796,
RSPO3,,-0.03888938252237001,,-0.003291239080358746,-0.04121030576592421,-0.0043876458093695045,-0.02790205126710962,-0.05603563025515879,,,,0.09445084024034112,-0.018643355464843997,,0.02760474526442147,-0.021740795493111642,-0.048912233614460135,-0.03623288894308593
CORT,0.053058801382055355,0.020258387513525204,-0.006652239055604278,-0.027356123913664935,-0.03381216420166955,-0.03994327776172088,-0.007528651831677151,0.015722112188282254,,,,-0.039793743926813084,-0.02302053916667305,,0.05825750993092431,,,-0.03869085678913758
NCAN,-0.0016701275817745808,0.030926521316061856,-0.03608831418605055,0.006357641493131784,0.06583528634804836,0.03344657033762586,-0.01788563306122795,-0.09117806655227928,-0.028644802792902758,0.0640367732437712,0.06236407080044264,-0.015570653632531723,0.047709830543173085,-0.03259214992487886,0.017323350201576028,-0.06340735896511465,-0.005163274863433993,-0.05964509605031083
PRG4,,0.032800470641122445,,0.013890130845281548,0.0550988839948258,-0.026858935364893543,,,,,,0.009181934287899877,0.06144455852698917,,-0.042385887523860834,0.021201087463975418,0.0762506259047531,
ZG16B,,-0.00491309770738013,-0.02683615704026113,-0.021254647060986082,0.020492298570384933,0.024427784239974687,,,,,0.08450527714252176,,,,,0.037951805133315114,-0.018182811727722882,
TGM2,0.04073893407914906,0.03781177733139145,0.003527713703171918,0.0453088600600896,0.12158302150445023,0.00030901719914738107,0.010888251074106929,-0.001082491024164257,0.021028905420126514,-0.04765447037345917,0.058611547132816605,-0.053964800792772646,-0.009630147555401956,-0.06291618669108469,0.025203821942787988,0.026693944603787923,-0.008686234443622366,0.016504177484228867
VEGFC,-0.01909180779090219,0.0532314240671515,-0.03445865908734681,-0.03263893189869827,0.035595477562314466,-0.031129258792797265,0.02095371023657753,-0.03846138802737684,-0.02148610850258854,-0.0546666752729241,0.08118178237113498,-0.03413806967280394,0.10836789891693259,-0.04755897029981955,-0.02072119120733769,0.017580161999036153,-0.054887146899206624,
WNT6,,0.021181249271944882,-0.012011262646978705,-0.025329440681204747,0.07008157242476572,-0.005124763075775759,,,,-0.0611528692691858,0.011251241564572087,-0.010606855026136147,0.06263805710221577,,0.07360198941447665,-0.01964029319968887,0.03325630240240112,
NRG4,,-0.026368671770438785,,-0.022287937937586086,0.08253067394217342,-0.01759356019223356,-0.013356355402345244,0.006356002716770108,,,,,,0.018533977264039162,-0.010583843972606682,-0.02174079792973612,-0.028254721097563933,
PMCH,,0.029529516613819567,,0.04788758151973903,,-0.021017033187117583,,,,,,-0.023016828850037686,0.057828283433944985,,0.040082396503957306,0.008082198622777908,-0.036184236710185065,
COL9A1,0.004421815209462836,0.039026868174972716,-0.039463493389760546,0.04146516729761866,0.007114924735593826,0.038948818397789804,0.05556040510992898,-0.03356491390461728,-0.042209899699420135,0.17276047890651558,0.052013926062663675,-0.004509285473360901,0.006322946889285646,-0.004915221740376919,0.06991134194781207,0.012313718617334287,-0.04634589755184826,0.06586475467059144
GDF11,0.0789264509887286,-0.02014336288298585,0.010796462173467039,-0.002132782197207466,0.11219408605526696,0.02922229615340437,-0.02010307347683183,0.0005362314828991549,0.03832492936160341,0.03974077735990004,0.0358947031132001,-0.0341132911862318,-0.04320186140729265,0.06082170980773422,-0.04527868895380017,0.05260501557669143,0.05173121538387684,0.006436862164774891
RAET1E,,,,,,,,,,,,,,,,-0.006111799328456363,,
IL24,,,,,,,,,,,,-0.02644715622556276,-0.021647958581104628,,,,-0.031587838245513,
