,UKF243,UKF248,UKF255,UKF260,UKF296,UKF313,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.019211066511960088,
BMP1,-0.03494606373744967,0.008203617861856997,0.0026087545976194127,0.014324027899772277,0.03418830021883632,-0.015154976087650762,-0.007740177531723929,0.12030799285010906
NDP,-0.00638189770513669,-0.018328820156647444,0.039454424496033945,0.016716413423551207,-0.02669751132539807,-0.0046886121174253255,-0.007793236599778929,0.038860324344144825
TNFSF18,-0.01987259589439861,-0.02820200075204371,,,,,0.03301297226134388,-0.022855178028953153
RTN4,-0.037542273344653924,0.01552934595430217,-0.0037897577411800582,-0.007178908341555457,-0.04766105295461042,-0.011567179844775241,-0.034552449604354815,-0.05933834990626573
HEBP1,0.01595227610759444,0.03348693384119893,0.030951632852567763,0.01598670559708468,-0.01429192695538636,0.020095063853227624,0.03025228565998038,0.041220713916408885
WNT7B,0.057213888186273355,0.03940840427013493,-0.03255377200932156,0.06430308717085015,-0.01291339576501893,-0.0039057842107685916,-0.0410044020887582,0.034312206118734034
PTMA,-0.017668389566602275,-0.0557615895414579,0.030013012837844258,0.020430764117246283,0.005538107254367408,0.08159561195110819,-0.06252740387813295,0.02197030221388231
FASLG,,,,,,,0.03206775464498363,
CEACAM1,,-0.017949800583186973,,-0.017345626422743315,,,-0.023182379951604097,
PDAP1,0.022929784595542336,0.011845659651133855,0.05237773903126516,-0.06499862463937932,0.006785433554188571,-0.02050640921848923,-0.033242237101086224,-0.05944524568291521
QDPR,0.07211383388492383,0.014843943301992605,0.10067555265077362,0.044975395537855394,0.04855727641238385,0.039188845642685884,0.041662684115684905,-0.011527499698066351
POMC,-0.037522777520304494,-0.042543032406584226,,0.04417535470294041,-0.03473191083151447,-0.02422257881609324,-0.02914189081899623,-0.012286567153290826
CCL18,-0.02665078510321584,-0.022399655158371376,,,,0.11091735930612821,,
CCL17,,,,,-0.01598316397122768,,-0.01510200623142142,
VEGFD,-0.030027645193159595,0.03928454852389453,,-0.016595313283854024,0.13208573935601173,-0.01636575340842896,,
