,UKF248,UKF266,UKF269,UKF275,UKF304,ZH916bulk
IGFL3,,,-0.016337604140608974,,,
BMP1,0.01791168999349628,-0.02342241015292359,-0.12220802724035583,-0.06451024800325997,-0.06902057165345896,0.007871972708367878
NDP,-0.005219378671577468,-0.0069302254067606615,0.03012930359934688,0.011988828590927036,-0.06898171947800288,-0.033514596285773836
TNFSF18,0.04632646848976189,-0.022612226694090624,-0.024260851680487708,-0.01350632469063196,,-0.023592443583011213
RTN4,0.041061206597492954,0.07411966435463786,0.16604473746841117,0.016633563212115676,0.13397954269285361,0.04040828401199376
HEBP1,-0.03852594919337832,0.008699086486701618,-0.0912466613274851,0.030984378546032653,-0.010992207357954541,-0.0028851490569184596
WNT7B,0.005875513611129507,0.06153344308582648,0.19357189279350656,0.022401557117701195,,-0.027722472990358484
PTMA,0.03188566889244954,-0.039456899042774315,-0.028060473458929654,0.0327135254816346,-0.15756514336518027,-0.04644619373209504
CEACAM1,-0.01580393568753256,,-0.03192589901673063,0.04612252707389293,,
PDAP1,-0.028254990101145683,0.07463111402917731,-0.11524334360396025,0.04973351940961827,0.011154888800205952,-0.03237949187615954
QDPR,-0.0327172944559202,-0.04323358888991505,-0.00923244539480286,0.02829814667222416,-0.17391309583648445,0.04467027978514475
POMC,0.056498125235708116,0.06484495506235369,0.08489193148499218,-0.01567167111601156,-0.025895110424102846,0.10078458774010046
CCL18,-0.019721818518551773,,,,-0.08249684469804161,
CCL17,,,,0.04941940795110145,,
VEGFD,-0.019721824781152864,,-0.02736986939596019,0.01311278172532634,0.05753603674935629,
TNFSF13,-0.01488272184950288,0.04506202380471305,,,,-0.02566521339956699
WNT5A,-0.006800838323396285,-0.008053670013734417,-0.09934442485851241,0.03952081676463374,0.08687904571579969,-0.03250129829378254
CXCL8,-0.04568415963022095,0.055962910004588785,-0.045475056684147586,-0.02382035282593261,-0.01823034588422628,-0.072190085101075
GRN,-0.04027358298333789,-0.05311509245751783,-0.1382666871600209,-0.031259940624445016,-0.07976192976697402,-0.023565169176077802
MIA,0.03077388664809538,0.017738463172353853,-0.046669874079819665,-0.03310910273516962,,-0.025655499223388535
COL4A4,-0.023685743805620017,-0.020864610456279794,-0.016099496219172286,-0.017586718377849992,,-0.028684762145379322
TAC1,-0.01835799215162834,0.09167913477030903,0.2048807303148263,0.07426469119174402,0.11707796266730354,0.02114355360302179
RARRES2,0.028084524137546668,-0.07018607843626772,-0.15989589614008387,0.02437235405151319,-0.057756973562978854,0.02332157800736303
FGF7,,0.06171962313837016,0.01226351004673059,-0.02466177025120429,-0.017979467760351895,-0.010578065659863264
HBEGF,0.015209971549742365,-0.01878391299402134,-0.01039349123166097,-0.07607992491888507,-0.03773447965885417,-0.019300638179560504
CSF3,,,0.005742491502760125,,,0.004362084005039911
PI3,-0.020748184587981264,,-0.019179334531267852,,,-0.0239598954838406
PCSK1N,0.03535266217201,-0.004461353777881513,0.07203683259751531,-0.036030223125291805,0.13960333863729096,0.02412033419227116
NTS,,-0.02547094875699621,-0.020935553221901666,-0.020090781421649263,0.022419072789702392,
SFRP1,-0.04040090822658779,-0.024183655152454363,-0.014274871891118356,-0.0373043661949415,-0.00758629478976271,-0.024291623408935533
CXCL13,,,,,,-0.024474472872948256
MICA,0.0028136497499775914,-0.01914178245777382,-0.09869978917944866,-0.03567027725723029,-0.027661627671916746,0.009605454705636155
TG,0.08059997287991703,0.05007593679151134,-0.0205572553433471,-0.0004965692009482124,,-0.008566408840491561
ADA,-0.05181979057891656,-0.008154884631514805,-0.10009028359603937,-0.022751933450962675,-0.0833129092913348,0.008871637331160441
