,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
QDPR,0.11642809281895207,-0.0672442675745558,0.05980522537950177,0.11115801189864909,0.06272848899546357,0.03134163375557975,0.028184723247535005,0.15025716429126362,0.11522727463973231,-0.014956261079106156,-0.30432489898767784,0.1259368954898698,0.004023879023617865,0.042531564637551394,0.11094405216074331,0.0171817491244176,0.027556010051027566,-0.13511247691420394
POMC,0.1770288305766091,0.03533986281058523,-0.025137726283237415,,-0.00857142964228766,-0.033216338887653026,0.034318121844222456,0.042007259600202435,-0.0019266394900645449,-0.021195673667582675,-0.03648516148644404,-0.04480609886314103,0.07013621696831433,0.014519335108257665,0.013419802624588539,-0.009116214136317516,-0.03493986114265238,0.13752458407952614
CCL18,0.0008486357762843338,-0.026375229050327527,,,,,,,,,-0.0725108927174403,0.10687132722313064,,-0.02809754009164301,-0.045535836637906335,-0.03663940686071424,,
CCL17,,,,,-0.02286075932397108,,,,0.00871802082779132,0.027356500221437,,,-0.018888913961168013,-0.029617570013152166,-0.05002036776588829,,,
VEGFD,0.0019699449469169203,0.05301132789949643,-0.020263355319634815,,0.07408540294274149,0.03633236619321812,,-0.04958770110893281,-0.02427448796714093,-0.018726324566838214,0.04615122074233189,-0.03967750716305297,-0.0034110929030685432,,-0.03465063555150977,,,
TNFSF13,,0.012139436375975704,,,0.017385265627622083,,0.0491551309944186,,,,,,,0.07239879475966608,0.02366468130584672,-0.017047331027454406,0.030754451329810525,
WNT5A,-0.020034712201476203,0.03929678643199755,-0.02912512223036829,0.07729503920410953,0.0728563337706054,0.04578364481401697,-0.012794379782904043,-0.284790894538181,-0.019443176564382027,-0.03424905505601027,0.03011309443992676,-0.04413554525501576,-0.03690255953063604,0.03220136501094469,-0.009101510632876402,-0.05241122457750002,-0.003927684908431371,-0.00015404392602582192
CXCL8,-0.1337592950619794,0.06841670670948286,0.049403758148004843,-0.14545542083240115,-0.0023208556927525248,-0.09249502925782338,0.015021644516893602,-0.07421345120597307,-0.06890623128121781,-0.015856510161347332,-0.09786748704329369,-0.043281654893224955,-0.05449541414584673,-0.11867565165849049,-0.11837572156564255,0.03968685179196906,0.01586906024075606,-0.017542112863985083
GRN,-0.09169085305889933,-0.019027167083100156,-0.021734854905475155,0.0496827384301752,-0.03185237271245514,-0.026678756583789442,-0.011191512456137061,-0.33782843557496706,-0.023291916113517556,-0.08225086288252328,-0.15391922929883706,-0.01467282231768231,0.009077314270895032,-0.02200574773769902,-0.048686805622423425,-0.032226176393393056,0.01863310819000451,-0.06615387739110117
MIA,0.032278372816619764,-0.0028035061075183023,0.05639731968491517,0.057908756458331996,0.00885296422402566,-0.011237101163598108,0.06277218225618697,-0.12403659154091266,-0.01770353511510559,-0.03333665360520652,,0.02219609070303912,0.023513328447612086,0.17677287556201096,0.1611442281432774,-0.08854240943460408,-0.04599833843732634,
COL4A4,-0.048651752146355184,0.009514783943898143,0.04958625823408157,0.052909489567958684,0.018100045941392234,0.08108100566494729,0.013775135679913305,-0.020052825933541647,-0.0027343194091618145,0.03674964528827277,,,-0.001971400861162782,0.11806940182039777,0.05808174267220404,-0.030595115481278207,-0.060195785728079945,
TAC1,0.2613364188534762,0.05521395112035904,0.02980083349455769,0.04062299974790881,0.024536800896478164,0.07101691767415566,0.16451860029296492,0.4499225652425777,0.23624587719080448,0.0863108597122832,0.2789242865257666,,0.2733329022708712,,,-0.011597181141651501,0.11966851971593633,0.2574190324972617
RARRES2,0.1269045222347254,0.01351460448710897,-0.03263980017765538,-0.14931613409544406,0.002218796593687925,-0.025017389353173554,-0.10412142032591619,-0.3472962801348385,0.17278482631027262,-0.009875614950129757,-0.036004558794967584,-0.13955851210624787,-0.08352658086922354,-0.02955018711785569,-0.034568952819515754,-0.043099461687089134,-0.0312570978491786,0.03983623335280482
FGF7,-0.056664561287068024,,-0.022870943333338115,0.03674967272254561,0.0564589306905318,0.021188102819846243,0.03948575275687265,-0.0799777226307421,0.04708248085853636,-0.01233951429749015,0.009893568232714497,0.06421263943939112,-0.03983902135952535,0.06104820164929465,0.0034649209478179823,0.016063937077995617,0.009129857626472442,0.03398023365980738
EFNA2,,,,,,,,,,,,,,,-0.019106307167318377,,,
HBEGF,-0.05263886858586822,0.0371297452257103,0.06029618347343439,0.012712003141823289,-0.014044279448115168,-0.06794668856552986,0.031683655179619935,-0.1784749939939925,-0.11888578524455468,0.004934108173550145,-0.1143590396293665,0.04157653274841709,-0.007207778615191315,0.028983982023102456,0.0030630162962441755,-0.040500015090883225,0.039950061649294544,0.024766242548545803
CSF3,-0.04865171362861768,,,-0.07147037520835468,0.0389678625650738,-0.07659926414995544,,-0.05336014699249595,,,,-0.0801600465126061,,-0.0831049184511472,-0.08765137489761973,-0.021764146356899022,0.012794090623843724,
PI3,-0.05763520978447419,0.024645314715954412,,-0.051203109352892635,-0.028363353986362614,-0.046675781694333805,,-0.06008422979125932,,,,,,-0.1436360042895552,-0.19439453515101163,0.005110696762144204,-0.02646858864961451,
PCSK1N,0.194870394009178,0.00022439126895210627,0.03634703668803556,0.09963530181352953,-0.000923037126271793,0.0752122669231208,-0.00201030595643535,0.18221342312040503,-0.08837985476307698,0.10932783848599048,0.2631986219230364,0.0941414522285301,0.16339269386163124,-0.004940824026705515,0.033943784226889866,0.025121747814897847,0.1011669732757588,0.21089752207610513
NTS,,,,,,0.012445465485709255,0.031426032071640166,-0.06558603941868499,0.029654019088599597,-0.04392241759855781,-0.03866832188017577,,,0.050036500738271275,0.1485918965727438,-0.00503934535038332,,
SFRP1,0.10484805031235266,0.033459701605304065,-0.05215147117658574,,-0.0278636889860869,0.007847599830937276,-0.0091361294643379,-0.012017435426404741,0.05103910898362785,0.07020644652069712,-0.0444485637884272,0.10103795361870381,0.07174733282916812,0.12578465353792764,0.05388825821458443,-0.02498632970311353,0.05025547982603939,-0.11209174421941093
CXCL13,,,-0.034209699889482637,-0.034762313506811145,,-0.022966732304350673,,,,,,0.13446939689142393,,0.01631688714390506,-0.039618808258377984,-0.012414915476659013,0.14061926136576425,
MICA,0.03335565367804777,0.03240419646106236,-0.04304973524627643,0.013293393546424063,-0.01864481796849403,0.024495260542660834,-0.011373254615254968,-0.11813572055121671,0.0805542256233417,-0.030308673243279946,-0.03681805211663397,-0.02349794894658116,-0.052680600807288334,0.023998665155516838,0.005181110319414778,0.04099156621298366,-0.03721645389985943,0.028560970743142917
TG,0.021903696461985842,0.018316913406845436,-0.001954887166024446,,0.01829864039525651,0.0638167700289804,0.04808831800447983,-0.03788609680634145,-0.03486727825405997,0.009937256444696261,,0.10450451153172287,0.019138446775843247,0.007038246098364941,0.028344024903777545,0.04512040181640342,0.026383920809418482,
ADA,-0.022969778040906306,0.02330313693280617,-0.02190708529194036,0.055449848388577,0.0033235336259621975,0.03159078628261606,0.008838986608752625,-0.25376827665005747,-0.028104697851049933,-0.008094423960994548,-0.12337284028159222,0.014135915098358615,-0.07125120572807232,-0.017617651868408902,0.023323218494863133,-0.013159998044145837,0.08258675983891454,0.08532118414817046
LAMC3,0.04894731605450991,0.08484418630407836,-0.013679304386106034,0.01899194847430454,0.012493888185460421,0.02162691039451315,0.06497925242401498,-0.16977740107070327,-0.03958631148108795,-0.012873770769930926,-0.028670076974481335,0.02449795439870524,-0.050436201288547325,0.021608402027788215,0.05763940359958193,-0.007845658462051463,0.07936789810094377,-0.051916371191112795
CCL7,,-0.02390344683863175,,,-0.021740081146779652,-0.04701971203597511,,,,,,,,-0.004334079201531721,,,0.01103342055981424,
NGF,-0.028029635219309738,0.037121430371530074,,,0.12255212379873269,-0.017794823230192477,-0.0012334245364351718,,,,0.07499995539132003,0.0783258381330533,,0.10251474412614972,0.008743249502950795,-0.03736428320054408,0.05875406778640412,
TNFSF15,-0.034676156960239374,,,,0.022549446335302717,-0.037277964550641106,0.025063437118604367,,,,,0.038185482289207144,,-0.0032427197512964797,,-0.013515161243343636,0.07311621947942924,
HMGB1,0.09288485921502067,-0.010139215518368163,-0.057101754798286206,0.09180253825785892,-0.03363327168836229,0.03742028813048229,0.06456328657074291,-0.3366200383299472,0.14071102472715488,-0.07078504726731068,-0.10436375109173583,0.03358205243376956,-0.0451629863354223,-0.07269069300289521,-0.07381365684669224,-0.02466349946955677,-0.04341831733991592,-0.042079768248853906
ITGB3BP,-0.12333748191444377,0.006074735088234654,-0.003978774204991767,0.07738389014572389,0.05120541878208994,0.0025557843269666605,0.0058590850651697056,-0.25050199203005663,-0.0074780634380656325,-0.004813947190014204,-0.07197388207676095,0.08840364259376529,-0.0773521783583567,0.07408438012629993,0.012185229195771292,-0.05101887420548376,-0.054886665506438254,0.10553254407350669
AANAT,0.008068107405683525,-0.009350988791242208,,,0.004532704971306682,0.10394957059155781,,-0.01311660153302795,0.00405973666657516,-0.03333665545947631,0.027058795860236594,,-0.02533767133477142,0.05724586712661913,0.013499294574223494,,0.057526094542820504,
RELN,0.20471366482025616,-0.021167687148768054,-0.011117630007544559,0.04304870234283613,0.05477589214905456,0.048669735014232045,0.06487662569550465,0.13051356846518986,0.10355651047626364,0.04579303256513455,0.06112523485259346,,0.0851529276948335,,,0.07492943685339913,0.0315769786314382,0.008941693609506316
IL15,0.02771822346926096,0.010245607857487115,0.03045858726700756,,0.013661786264953301,-0.04889769961690582,0.0511401549246201,-0.1090743226607517,0.02036096668347312,0.023467934276413326,-0.029708831925961823,0.0012670212277989831,-0.02349951907488162,0.02572524349476636,-0.04653274376105012,0.013347260948648031,0.025489701757298023,
UTS2,,,,,,,,-0.11862110380987093,,,,,,0.019945250640413775,,,,
BSG,-0.08376034481087244,0.0011038459719523962,0.03934458244632995,0.11495529789508828,-0.040395607498741784,0.058636460419428466,0.07055316475679481,0.20843249737329095,-0.11995657442059483,-0.020039572872150264,0.1622940249634812,-0.11849669683407248,-0.13701742760318839,0.04557963821184748,-0.008271417104971318,-0.07065058393154951,-0.024984535479997932,0.15114089672510425
ADAMTS3,0.0014187692458603183,0.043855961869118616,0.00406836624414454,,0.024201178049119497,0.012253470604740037,0.0565784630678973,-0.30343831422855655,-0.003528311258259968,0.041801772569812906,-0.018061626088528418,0.03511877767636055,0.014653749139664546,0.08721318165553942,0.056952103806914484,0.04189894584407899,0.042267587728854854,
CD34,0.09716517791626728,0.0024049101105931576,0.008477363321079356,0.025148959488062016,-0.05571997603569786,0.06905606936245226,0.06365969755935422,-0.21309002198236524,-0.01824837329705854,0.07548055086341911,0.007574383132562847,-0.0423572798864256,0.00408151313403687,0.003078907282185502,0.04244404906436763,0.010901461380245496,0.06609065092347169,-0.03467794438163057
CCL23,,,,,,,,-0.054766913049004155,,,,,,,,,,
PLAT,-0.05833603494216183,0.02322102469915445,-0.008884440828000032,0.13080201538544495,0.039375852421488194,-0.037322741010970314,-0.015973455712031712,-0.3509057288648153,-0.19105831119867275,0.014230591547261667,-0.009137456089596652,-0.04568156478889729,-0.09313428615519072,0.11236635304417304,0.0877863575360282,-0.040080609668739275,-0.01130513048164121,-0.03640345423638113
NTF3,,,,,,,,,,-0.006394574692702888,,0.07855750968539262,,0.1089520900743129,0.09565273324280334,-0.046473554828844806,,
LTA,,,-0.01414743161553593,,0.0571492411794651,,,,-0.020073627427208276,,,,-0.023499521975673225,,,,,
CKLF,-0.04281278022228272,-0.023276959493584125,-0.010387395015773385,0.058483063137116945,0.026830742761359584,-0.009798847320950503,-0.02311646610707918,-0.35572406425173064,0.011128553622982516,-0.020525407593070682,-0.11533847660267967,0.12464111714300853,-0.07706742192058379,0.039089923435925066,0.08648264152936287,0.0071553970711276515,-0.12998540474760034,0.035167665500041766
APELA,,,,,,,,,,,,-0.055795722059008124,,,,,,
CD24,-0.09562539794785072,0.010669486051238181,-0.06772385617989823,0.06577439135402749,-0.002870375213079154,0.08418466937995513,-0.05109303089212722,-0.008134393145079553,0.11671331062419549,-0.12479106975665834,0.015059661566079775,0.16941021908472667,0.02224928430825031,0.037156490349132994,0.03684708345126867,0.04282544024218354,0.08075045472253317,0.06908133864702361
HSP90AA1,0.18239500753674287,0.043955143457592834,0.03612526373943298,-0.05364143107430878,0.014363262762843682,-0.004386051509505881,0.06734779234219403,0.4061511101439613,-0.0195699422945309,0.028071891606963603,0.27394633499551896,0.1296420923926619,0.18015829451527102,-0.12614818809577696,-0.19802874549792523,0.05448639944550164,0.05394562802603669,0.06139904822367164
BMP4,0.031852306270686484,0.003990278012030913,0.028657867441104736,0.0038400693173871727,0.027654321314544025,0.0009687782605247051,0.042143602808522834,0.0490374919507269,0.1362052617625789,0.038006837974822204,0.04000707840839422,-0.014321126569997867,-0.0029810884496910624,0.12754297240746365,0.014320648821828345,-0.04683323649780539,-0.029845562642006596,
SCGB3A1,,-0.02468859772018188,,-0.048244703874207304,,0.013951569249897825,0.06005958144699134,,,-0.017175392208249218,-0.02870397133907802,-0.0039371534525708355,-0.01639765566644381,0.02264137031964327,0.057141299997663084,0.0005715054560612026,0.1104655448174623,
IGFBP4,-0.006510143899739447,0.04954876512283906,0.02279922607065908,0.02743673922000185,-0.043079642540734396,-0.029253150518587637,-0.012746607741476325,-0.22166144304121144,-0.07533936874189355,0.057222929168227875,-0.044057011988168936,-0.042363263915578965,-0.09128143617999507,-0.05124773971077415,-0.07467313557023585,-0.0741860783926788,0.1366395317208505,0.21934347439634502
RSPO4,-0.00033672800607157624,,-0.022870938991290977,,-0.013918742008394231,-0.006794319015272475,,,0.036997913078302816,0.011377611478632664,,,-0.032597536552984294,,,-0.01890174501789123,0.03710782344853588,
LEFTY2,-0.04705219032069861,0.07450676752141465,0.007929064678797098,0.0886950633113043,-0.015903467717992996,0.020060509384487838,0.028503144020464284,-0.25168504092286964,-0.02324077407423727,0.06491864903751716,-0.03866834734070013,-0.07335361141993507,-0.029009897444900082,0.05957456848330606,0.04930332652059643,0.08083237805813645,0.003531721563478514,
PF4,,-0.036371650187015096,-0.012869011891397273,,-0.018967792495427793,,,,,,,,,,-0.017026538768974066,,-0.038190158190641525,
ANGPTL2,-0.05318782956585481,0.026273701397516877,-0.0019894152111896166,0.1173328438871951,0.023445862065486142,0.006996842548540745,0.014745145076887197,-0.23912551337105475,0.016203392448247304,-0.046831925490685815,-0.17718531070233018,0.10454405092257336,-0.14843930224319782,0.09251782558575228,0.17017064018201541,0.013731529580704538,0.05056015090668292,-0.02525432050282778
LRIG2,-0.12773725861287338,-0.013755913867066623,0.05913556619076537,0.10541618612108185,0.043969505104741256,0.037836845281936135,0.015349596801638585,-0.14589427202557118,-0.001595253271385777,-0.0003151552354942682,0.011418902220725134,0.12001700630346038,-0.0050830909397419355,0.0702023707672576,0.03827566866471794,-0.04688213466546574,-0.02011536611821416,-0.04463965823784243
ICOSLG,-0.06676257170741279,-0.038102685148998276,0.015282518268937591,0.11561635867599163,0.06921057542822155,0.026434481420329333,0.026204746096685508,-0.17876617840823156,-0.010167717374658705,-0.036971151565027845,-0.09814050243108295,0.06628129372623079,-0.03906089469000509,0.05126474541041315,0.06635416780716306,0.018769675943927075,-0.047357429008984694,-0.04134341642585449
WIF1,0.2986206677462286,0.012909617325220401,,-0.03507096998421382,,0.11049060538347534,0.12381292919875087,0.3625720042515382,0.13709336948363893,0.026825707317512697,0.2782553749771804,,0.19557569015863324,,,-0.017571002853180504,0.06515186681582169,0.3251537304075149
NPPC,0.02272423346901735,0.027677277165651545,,-0.049698771609343606,0.030640595898788755,0.031003882074513787,0.08455120721315192,0.15404364465601147,0.06082826042648067,0.11192354005238947,0.04265689670109397,,-0.05739722878794398,0.08629840500083961,0.05626386974978793,0.04020699501488641,0.04475315538309233,0.09631575423778131
LYZ,0.02017946081770939,-0.033998015779585666,0.0047493879238835746,0.011467001372367414,0.007604131418672833,-0.060987094209669954,0.01124534383712812,-0.21178960215104217,0.013067909957282551,-0.03997952434006902,-0.22812974892888935,0.031356840250351216,-0.04744890574964805,0.04155228838028761,0.11467503129056561,0.013939833337412694,0.0012121799790503988,-0.07370931235210308
EREG,,,,-0.00638585649600125,,-0.0609009888021622,,,,,-0.0397784290390675,0.04910519325084844,,-0.03094891918575798,-0.07397637716255932,-0.023542442104536727,0.018098708407402343,
SPTAN1,0.1262220544829644,-0.00010136092373291896,0.022077530923077616,0.11821739699900086,-0.029556757727645537,0.06455915175185473,0.07558927794501792,0.23065691385769987,0.07943850569955187,0.02048194697301404,0.2957683419486779,0.037843593983382585,0.17069809052128387,0.06026286034753944,0.06451327853183615,0.045391740856793324,-0.003998240306197052,0.23156790486176898
PTH2,,,,,,,,,,,,,,,,0.0610720195123529,,
LIPC,0.008487022755687402,0.026176275037509696,-0.01936855067540388,,-0.02529641165148497,0.01906320659870933,-0.01854967856180176,-0.04955341147715882,-0.038404356779938004,,0.013410217784488938,0.06008767795117564,-0.03691555147471455,,,,0.028444779340626784,
COL8A1,-0.13915858338045936,0.05909518848710251,0.03175656832490618,-0.025614581390218247,-0.0545450057973057,0.02950864310929639,-0.06978362581596168,-0.12611148147903484,-0.011032021797434323,0.031980051260784056,-0.14926466372961728,-0.07982519428019912,-0.11814150759913868,0.072299691592329,0.03403042743486111,-0.09549062146904486,0.014711931983216752,
GSTM2,-0.006059557393163037,0.004144012912683873,-0.02819932886775881,0.0001884155904706976,0.010018224218028823,-0.012131177058997657,0.025075180447591053,-0.08445427524973495,-0.023200544952605703,0.026244266136092324,-0.06326808146035669,-0.04959408623649683,-0.03140407769348753,0.06542039728282913,0.019660942826391362,0.015444990274216593,0.041417909940623374,
SPX,0.0867852045320967,-0.05496766961009776,-0.023880038833482466,,0.06893867288692837,0.06887242253277029,-0.004427262371356891,0.12754746371853015,0.13852876295768715,0.018973779282347544,0.015293513364077289,,0.07606359600993332,0.035025576477215686,0.02837302855406116,0.012070316188573937,-0.06422085221324583,-0.0930557670831578
MFGE8,-0.15001615769391313,-0.019745301220595247,0.006744436659028829,-0.021497353666832066,0.018352149764526517,-0.012718182348322296,-0.05765408553538821,-0.073289286520827,-0.08379016084025509,-0.056003004527485814,0.10838523871517976,-0.11251498107224739,-0.05606237160408225,0.07222711871651874,0.03711855761820853,-0.019933383398708284,0.015816214472278375,0.10091929509930757
TGFA,-0.1699842115663655,-0.023371182494793127,-0.05404660118525253,-0.0063741543921809925,0.03927137490855382,0.01818429001347785,-0.030023720417960767,-0.2414709065131341,-0.17858491421193776,-0.013031509459254579,-0.07433128208981232,-0.02871731689202595,-0.09295367815596893,0.018828273828464238,0.05918915609755236,0.009100630249694423,0.0024601800567780443,-0.11305996105940759
SLIT2,0.24883234417315928,0.07280868663315646,0.11218742022736208,0.04995461036963399,0.006909598312964439,-0.051024656218906145,0.12401719458491538,0.25125297492201637,0.06584623721258681,0.0623164950603863,0.14185091100992453,-0.02206116121501082,0.18185134024977528,0.04250300289508377,-0.005234074848825839,0.0020526634391507884,0.09652568101249029,0.22381017314779372
PLTP,-0.08321968094627433,0.03104525256958032,0.009852148118285867,0.001476947691608881,-0.030544141926303812,-0.06787903145956245,-0.07185590603253743,-0.35919659928870856,0.07448072730832941,-0.08981414216840233,-0.25752953297582354,-0.040499015979904976,-0.06757098375002309,-0.0642268664008258,-0.0813508561965688,-0.06892936664056307,0.009061985293113322,-0.03790936853688775
APOD,0.17305685005461793,-0.029491124298698185,0.02239128461612367,0.11162111037545647,-0.01445702120576648,0.08058837085871876,-0.11235344999424657,-0.367568789183901,0.05775176752416458,-0.03221775753716721,-0.25029161249638276,-0.05486824764243958,0.06451127314224964,0.13883175650885163,0.22679498813422594,-0.0031838275209435116,0.022239781350586803,-0.16875766317788368
B2M,0.056219049885753415,0.045946526363410824,0.055860594443923065,0.012901270927173334,0.005836936542166384,-0.14271368853307506,-0.15507065997640482,-0.4523218010199006,0.028689022861317953,-0.10234735211938446,-0.33040390072977127,-0.05625879594499253,-0.18650864219385824,0.027854235575873035,0.01751590272333935,-0.09017739571872489,0.031175899424069183,-0.19767898254885055
OMG,0.1415195937975628,-0.02235371498412122,0.004541491971922828,0.031867274606447116,0.044947972629159394,0.10042513528682481,-0.02465506172564724,0.06514986703640846,0.17969397892198927,0.0470342257768132,-0.09923872669589531,0.13583760134331846,0.11348235979971961,0.12422316384026652,0.1658874475027287,0.04906080394155114,0.016525173544966267,-0.12785376519210503
CXCL3,-0.04495416590701616,0.02287044773549872,-0.02645746372784788,-0.04799157288180545,0.05795059391689357,-0.07201759966379155,,-0.06319540460779752,-0.07145220234157539,0.007480120487374518,-0.05599787652845425,0.06943202012571134,-0.01692391126606838,-0.03867389606004849,-0.08176327255529055,0.016351970226968535,-0.02743362782300777,
CXCL10,0.022875548950363835,0.03296244537740129,0.046507195201702,,0.004196632523211914,-0.009815105314164256,0.08208787099697577,-0.2966155810389541,0.02071046297315706,-0.01985125644300178,-0.1063549139511104,0.0018946137841873753,-0.026894143095634357,-0.04583827735008577,0.00024360592518260174,-0.010648536325433052,-0.03746483876443724,
RSPO3,,-0.016200416871456104,,-0.008404522697069464,-0.009135061424353464,0.04131152957164309,0.0547807307263724,0.16812431948872578,-0.01585054803495227,0.06640902644890034,0.19865332971967647,,-0.017685161096602994,0.05680547860073648,0.008728860027593365,0.02263149822695618,0.014964518909023684,0.17605063643219857
CORT,0.007888671188583262,0.004832640861425192,0.005984967405469191,0.08270974384427175,0.011612550648854473,0.10525349868184913,-0.01980220695533853,0.1752281062986781,-0.005415690544574703,0.06675114507224301,0.005814500115529981,,-0.009094439392261244,0.13360038478302458,0.019373458054154007,0.0552101508678048,,0.3605147391858647
NCAN,-0.06445400028533423,0.002560470997854134,-0.06367459144509975,-0.00803287425468712,-0.03823945405290974,0.08210063133044776,-0.023905232819405615,-0.18050170906786248,-0.03431654235172949,-0.0068725637670194045,0.17656042968643665,,-0.16918706490738322,0.14434127656800763,0.18937328409892176,-0.007733708058243854,-0.03445491209326459,-0.0158157384039982
PRG4,-0.05239371287901922,-0.03206303860230731,,-0.006522377359792422,-0.021740084534648582,0.05307901821160993,,-0.013884854673170648,-0.042613891554164035,,,,-0.020676876786902096,0.14717019649245763,0.1053336138476262,-0.0450734768596045,0.023120244841406984,
ZG16B,,0.02332062076017112,-0.015485764228430694,,-0.0016043706737549927,,,0.04891309211366863,0.09251766897918107,,,0.05634313663681017,,,,,-0.03258012171204958,
TGM2,-0.010351350722303608,-0.02615813805558777,-0.010310774812286677,0.001720719845279912,-0.03866427560033967,-0.05963560050770476,0.03916138202808353,-0.12816909103063584,-0.05302742211299673,-0.025792561253834174,-0.04160298883501483,0.07478008214313796,0.053791438706848695,-0.04103537951428882,-0.013560686087378041,-0.0574374517157544,0.15349772358659886,-0.02406794488620644
VEGFC,-0.004913197861051788,-0.04821354077847651,-0.01988431761872456,0.010070510741239592,-0.007572040738130389,-0.0037817994187529453,0.03080878038969148,-0.03094735458984359,0.06118143375025068,-0.019978307409891125,0.06372791729218899,0.03941516108181614,-0.021101576938516362,0.010701738792913655,-0.0037944173179313293,-0.032259924202869106,0.05696528216494772,
WNT6,-0.047678617706384034,0.05436115614238355,-0.014321183976567262,-0.046587869300256914,0.02842422804642562,-0.003002494122627464,-0.0021318760283294417,-0.04401866897803352,0.0014810918697224797,,,-0.027072767502476204,-0.018416390787159547,-0.02915469313026317,0.027934809581104125,0.03742181330470814,-0.03366504047039369,
NRG4,-0.0030862808298875036,-0.010057755868819811,,0.009190218068955317,-0.015020560113448017,-0.021776460122352598,0.062258246830846395,-0.008283710815350507,-0.0023855758965647574,-0.048278463255958574,0.13419498133950655,,0.04420711981591498,,,-0.00934645410455599,0.0007924915974753209,
PMCH,,0.021535214807082936,,,0.005984991880894098,,,,0.06732816888920004,,,,,0.016271549368323705,0.04455282431505393,0.03689821027582897,0.10929865410633287,
COL9A1,0.034058603722341756,0.03503469685441495,0.013715579183386178,0.12833026401325776,-0.027634157436225142,0.03704645206104611,0.004110567887284834,-0.10604079142304422,-0.0017087373190266477,-0.007815262716078143,0.07513246257345628,,-0.028050999911036947,0.12315935542106214,0.12914135102004737,-0.039382703598619034,-0.060514337726010066,-0.047161250183039335
GDF11,0.02692839623740882,0.02331397609631216,-0.0012903406704541434,0.07562034708394662,-0.007833921366961948,0.05074285398206384,-0.01262805095734806,-0.20400851015671184,0.021662586223516824,0.029257211087015057,0.07474692377231003,0.032590008490277135,-0.06255158572150817,0.07078234994159822,-0.00818049740357711,-0.026091921059986676,0.023092245196375035,-0.024242482051579844
IL24,,,,,,,,,,,,0.03491809937447511,,-0.03363985427247662,-0.029704183470761546,,-0.021838016051286293,
