,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,,,,,0.08876244238012107
BMP1,0.00031764537791049356,0.02237320809020141,0.023959927309801766,-0.004242197988814202,0.03149821435970439,0.0614150407731418,0.07852844012035066,0.06983029069818764,0.04189287726750954,-0.0036342109667864904,0.03843041409770128,0.03396788362969794,0.11180325663283838
NDP,-0.01389681519223626,0.02941247050520906,0.04616887103431279,0.032921575039985856,0.03243149164505071,0.06019817169526907,0.01048646043867288,-0.09917235257842472,0.03198561340229775,0.07697309115258259,0.04222538196991595,-0.010961347057509955,-0.007902334476188473
TNFSF18,0.0067363575810372965,0.0461189316662095,-0.0008723475342809288,,,-0.012582397574474874,,-0.05763973024089393,,,,,0.04876955641484554
RTN4,-0.01674733214224695,0.08546266231742165,-0.04776662516259723,0.061048398992505595,0.01235566556065062,-0.09472071297873468,-0.02868813373817127,-0.05977904265815849,-0.008843962086651521,-0.08143408529981017,-0.05519381797065707,0.07261729689768903,-0.0033486204005636123
HEBP1,-0.05040504904736946,-0.0007563747169831624,0.027148846264084703,0.026928914263179848,-0.04891871912360346,0.0811958214038725,-0.004920845434123165,0.05338424225124567,0.005593338771203294,-0.007536378739442752,0.07953978685007862,0.009847804646660395,-0.018162930949716084
WNT7B,-0.04965489481212321,0.024659426810863028,0.05017590594111695,0.05011110880266626,0.04788930074927615,0.02291995493469265,0.07449029516929323,,0.004831610056620429,-0.022574357809304654,-0.049284430486119295,-0.028773493824285627,0.11223157411080559
PTMA,-0.012350994764004758,0.009000710900447587,0.03406390304380539,0.11594304801820816,0.021428817622123324,0.14542771404759483,0.05166013934219483,-0.007343384519720419,-0.04662601196958794,-0.04595943608926128,-0.016975277755361916,0.012271461006608784,0.05099587707300654
FASLG,,,,,,,,,,,,,-0.019703635446936443
CEACAM1,,0.01516466846798771,0.054922234639428004,,-0.047076888511689015,,,-0.01515399545079332,0.1234473456396797,-0.019823715515179637,-0.027580968909004647,0.0004152656145908117,0.0025717526366439867
PDAP1,0.012208798467996138,-0.06872236280152728,0.01845952828929748,0.02379483159669999,-0.01296807716158341,0.0343126293213898,0.007775509454366996,0.09810376486927065,-0.010323017086129874,-0.03381491576466296,-0.021900686966216557,0.02931721421378733,-0.019588677669886645
QDPR,-0.0287137300734903,-0.020656676212617256,0.006175435161033817,0.00975715672127589,0.007662622128553624,-0.052801615656973167,0.015930556201505717,-0.02489531498239764,-0.029241043174931706,0.08580692207898404,0.03119121873861358,-0.044173656812197065,0.03238594239573986
POMC,0.032757592150468785,-0.018080433639862413,-0.031123239144583526,,0.025899214009717973,0.010926913336565446,-0.02515106319585812,-0.045310629148333136,0.0046843841411492206,0.010898304047584502,0.0010800631419208857,-0.03124081528626347,0.04721221396346298
CCL18,-0.007313609084646289,-0.025033668616951006,,,,,0.08760953428112823,,-0.022715284039633108,-0.012291294449584652,-0.010412642209794272,0.0068490968639734915,
CCL17,,,,,0.06160688738280471,,,,,0.04794944787922361,-0.029338983873517525,,-0.017859132427823107
VEGFD,-0.03214591709898569,0.01602063800567928,-0.025088237749855954,,-0.020646121162190435,,0.0052528850134927795,0.017334877141297625,,,0.03100899075865001,,
TNFSF13,,-0.018891215662908863,,,-0.018821511369393952,0.0178787223563768,,,,0.02118960090826554,0.015912483472110724,0.030935230541786315,0.1572386703743392
WNT5A,0.040287672079744846,0.041848478402279544,0.0059877586874274805,0.051876994468247936,0.04600969458429075,0.1481937838489258,0.09113202605619584,0.01341359824100483,0.019492728088735874,0.030281350597925732,0.019290037128832527,0.02897727351145014,0.020110729661873637
CXCL8,0.028582725327688328,0.05658405219732983,-0.023491138801689685,-0.045943911163527314,-0.031820031439975235,-0.017356981472776856,-0.018456787514327288,0.044503700025414046,0.013292521350667094,-0.022222953323363572,-0.11131793393499982,-0.014838428312288297,0.005439970496667279
GRN,0.054945097800913445,0.03251240826207978,0.020889593033166794,0.0213109678089602,0.011688878173754361,0.058880192178049726,-0.02198356669922242,0.026930248943872817,0.0745867986289622,-0.007112443863065204,0.025967958748325713,-0.05434105587305109,0.07520841784204584
MIA,-0.006865526832670544,0.016311132889560917,0.07854661126075513,0.010750747891211502,0.059870538353761556,0.011181562308638704,-0.023045662539179567,-0.1056163586053656,-0.0017320343117751484,0.09521547308645524,0.07499669916028154,0.031217534256862477,0.014032340992246662
COL4A4,0.005264153783105009,-0.03006523261625839,0.014247090788062137,-0.05015167894282473,0.0015480016265591323,-0.011609950118979901,,-0.043144654330025525,0.0679048875507132,0.0596302726762733,-0.007319640064726752,0.021323347707073493,0.013664060729618198
TAC1,-0.04052897295602586,0.06156318434975096,-0.012662660989052025,0.022687939684002043,-0.004799549454010764,-0.08296935285434924,,,,,,0.0030981245916802728,-0.023477645569394034
RARRES2,-0.017717764436085793,0.010366924023576874,0.02779287228731615,0.08524093449728118,0.015657507917620737,0.04656366550574446,-0.02238237675363685,0.07036043510161337,0.028815491943690492,0.003441097219981697,-0.008054027933114414,-0.01565589837649763,-0.017651660393205287
FGF7,0.049864438825863916,,0.01709105285542308,0.05775529732163581,0.003301049676498756,0.022520893418947103,0.003890716077382828,-0.003064423034497796,0.026087957427879123,-0.0045869279479574115,0.026283952685789605,-0.014616921671529242,0.034869476648761576
EFNA2,,,,,,,,,,,-0.026213865144697993,,
HBEGF,0.01130738650749038,0.012092800178738764,-0.06263982618200556,-0.0033403189948833503,0.04391756781762122,0.05652820666597894,-0.0035940126858797737,0.007956085626437924,0.008860700979795686,0.039548664126535495,0.03693089664001503,-0.006875964502153997,0.07821128465399717
CSF3,0.003870645923157417,,,-0.035104268865893413,-0.03252294626356102,,-0.025529142439867782,,,-0.016985266086053198,-0.05568244630660412,-0.014130792877883665,0.004052734483346956
PI3,-0.005969741446128474,0.02512688412014774,,-0.07601263660377734,-0.012512098988885627,,,,,-0.06428127580132037,-0.07377044805998358,0.047523529472821645,-0.040852479708943804
PCSK1N,-0.043921982430669054,0.004284531413244493,0.0063310184714561995,0.0743164258634737,0.031289624391227046,-0.02916100532695345,0.024992223033252534,0.08151108423136379,0.043192351144645987,-0.013183456805584089,-0.029650221233835723,0.10103087835424475,-0.025587373226084276
NTS,,,,,,-0.014173111219664053,,,,-0.005320112738956644,-0.03193662024601288,-0.039285150210816695,0.049397506157460344
SFRP1,0.02286871101206996,-0.019069356908568934,0.056750562806014274,,-0.023808392340307048,0.11065628043105637,0.013003490184313774,0.03090963022634728,0.04617612397844811,0.044653795401990076,-0.0092457062273245,-0.047706072889141714,-0.027197510975165
CXCL13,,,-0.04235532914664543,0.016588675436913263,,,0.06711039193744066,,,0.0837124799865293,-0.01784880932967579,-0.044660376625341086,
MICA,0.09002583923029252,0.02773138833802977,0.06568368681263421,-0.026039664654195136,-0.03752026828631135,0.033844062841315296,0.045187826065120326,-0.016220241010126007,0.10109768209677293,0.02472410127382399,0.05387572342833361,-0.06870232364686617,0.08099215570213866
TG,-0.02579644382020933,-0.03942195490155098,0.03266629760564015,,-0.0017698870699699599,-0.01635950656775611,0.006719909967497833,-0.06652298070566948,-0.01787096627227333,0.09571341911741146,0.033985522243898676,0.011125810970543088,0.033553604327261136
ADA,-0.03814872614556759,0.0423102605924376,-0.04920545438623857,0.004418588734242186,-0.032343846079093234,0.11274273619882129,0.07570426560954993,-0.01972524918305097,-0.028971511464432727,0.039191989682567326,0.05047190209265472,-0.04258232515646798,0.11398683772713587
LAMC3,-0.016808642000160308,0.03201135195119854,-0.0423553293059639,-0.04832164429417968,-0.057404850366518476,0.02255939579050974,0.05486730901064947,-0.03408801700396356,0.020297433587709017,0.0030429055255561965,0.07495259785546905,-0.009799120096789921,0.06518852205805512
CCL7,,0.07000632404037585,,,-0.01857601775956846,,,,,-0.02107864427510252,,,-0.019703628440558865
NGF,-0.01864377518345815,0.024950265640063814,,,-0.04256240122487006,0.030716359955522108,0.041237279568135304,0.018281068882571878,0.008525787396477134,-0.024344146664680363,0.007249337103753196,-0.04700326541925884,0.01672540450813347
TNFSF15,-0.023064676708587258,,,,-0.02068530431666984,-0.018955610122418507,0.0070303703533922375,0.034903815278315854,-0.03409105563005263,-0.020549311240613707,,0.02785531731544701,0.004082542116411502
HMGB1,-0.03367354729764398,-0.06926556370592281,0.01751832199409006,0.08510720699909917,-0.009299660043683143,0.04378625988522936,0.05936587261759991,0.10977709887548202,-0.04319251023156045,-0.07535418570138229,-0.04217758739562856,0.061304420850481635,-0.04201888460261901
ITGB3BP,0.045472326537842465,0.05537322317842968,0.0723183171679121,0.024651919199906263,-0.009499753673706228,0.041637007741974326,0.01391625579319977,0.008653474618318103,0.07256503653614303,0.02780954565036567,0.005604676721520093,0.009459386032354168,-0.009871132194934214
AANAT,0.0015934872042916747,0.007426854880264883,,,-0.018821513378178036,,,,0.034030904313720724,0.14426447866993974,0.08068230907612582,,0.06013939646113287
RELN,-0.03214590041392428,-0.018747271337981278,0.006353917820860534,-0.01192265394793753,0.004427518080799726,-0.03934884732756506,,-0.005604102672498099,,,,-0.020536223287028886,
IL15,0.019862073466312195,0.07606278587982318,-0.030344160789816433,,-0.016643951943823156,-0.013488043500101157,-0.017424417273056242,-0.014404895897350648,-0.005691820792890354,-0.008835726728297516,0.017427638724862072,0.007424074493852403,0.060931015717230495
UTS2,,,,,,,,,,-0.015747222137840605,,,
BSG,0.015125375842360017,-0.06696169520983862,0.02610195012831944,0.04964557118201835,-0.092983531407865,0.07382823631210303,-0.05565183456356021,0.0024120176073499293,-0.0093085959738247,0.07980686143493958,0.006373508416419303,0.027178279283189666,0.04976568093064065
