,UKF251,UKF269,UKF296,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,-0.016649270183660712,,,-0.047660489949638084,,-0.029418021395440284
BMP1,0.021887655363404902,0.06375871721310028,-0.011825977252358538,-0.011244770902657408,-0.014717607110237719,-0.06644668787063795,0.03643002994883259
NDP,-0.0028731033978117077,0.04602020630504281,0.042715459309536734,-0.018021588135963315,0.005135549779733771,-0.017985775534503055,0.01721131985134888
TNFSF18,-0.0043450752285906155,-0.02472366639794853,,,0.005175360098299177,,0.06204796525392125
RTN4,0.019209354594800818,-0.1434151265928389,-0.07693760885936753,0.05129793131028301,-0.051068180163737376,-0.0811124937029376,-0.006282877216149203
HEBP1,0.03271117376656346,0.007551275737278195,0.03151445802754939,0.05015235955207011,0.12285224198603284,0.04063048841628197,-0.02165151456855177
WNT7B,-0.024526051345701076,-0.02867239682949734,-0.020148258480454102,-0.0028850629679450105,-0.03862199290476097,-0.001176962971940188,0.06568327428874764
PTMA,0.04075175892013793,-0.04273517048409031,0.03885768290830571,-0.024210329521748293,-0.0162465252537392,0.04717627552616454,0.05963183847892108
FASLG,,,,,,,-0.025514239920162336
CEACAM1,-0.018822269265168407,0.017092530017624796,,-0.027509529089746666,-0.0706254619763382,-0.018667416524330377,-0.03549931748916388
PDAP1,0.004281158522850696,0.1227514398043611,0.011608351490907026,0.004458894673657711,0.05079620516087799,-0.05596031663399637,-0.05610215014025053
QDPR,-0.0016042455543034953,-0.1164055616379093,0.03858966618678037,-0.0018752942146328811,0.0247686067146823,0.022950193783406025,0.06473120996832034
POMC,-0.0032891379334773463,-0.04193933729594731,0.026438131335486382,0.0074289671149303784,-0.02747959636050103,0.033045900982371645,0.07361351895999058
CCL18,,,,0.030541066428107996,,-0.021858142210568542,
CCL17,,,-0.024937895878644936,-0.019516679390539835,0.011953203380724309,,-0.023125792737922243
VEGFD,-0.026959124422402208,0.041593746260086044,0.061098684494238865,,-0.041285511962650207,,
TNFSF13,,,,-0.037449576300227445,0.04992845642398759,-0.003656438786964828,-0.01573267082503403
WNT5A,0.016963297897218767,0.07988310085456751,0.04873798488906838,-0.022750693791186865,-0.041389295076453815,-0.016373251492234012,0.10093534474317038
CXCL8,-0.012564957080581063,0.10768938633668132,-0.017034536908011485,-0.08315657540302122,0.05635589510156925,0.017990734479899725,0.008238832042167106
GRN,0.04104161621473139,0.10751842074520063,-0.01597781879748353,0.00796408540868693,-0.023059741838060473,0.001979102712994434,0.13366656713650196
MIA,0.0029602892812679196,-0.0022699741840362143,-0.02080358002906093,-0.03985600076927388,0.06253804232856613,0.01184433429439766,-0.018227127585894596
COL4A4,0.04236451129717479,-0.016406619971135638,0.04243090361651359,-0.02512140392549471,-0.0011102936643614047,-0.037621296352849054,0.006371342442452913
TAC1,0.08939532394740916,-0.0812564611256817,-0.0011004185527232436,,,0.05322500240948771,0.010509529742562515
RARRES2,0.018699351377150703,0.13544454991234997,-0.0041430812799668326,-0.033339517700103176,0.041727824525914316,-0.007279931935616071,-0.014535076200592804
FGF7,-0.030428356866629952,0.015535286737497591,0.03655990147307417,-0.016965321014402356,-0.04384727839997504,-0.026982249014947047,-0.031095032578558293
HBEGF,-0.02609014306821602,0.05818270854507855,0.05511526571206541,0.017553457304063127,0.04917261746873082,0.046942836535845314,0.10199309718054347
CSF3,,-0.017357888141240757,,-0.01731740518216637,,-0.012684474330646229,-0.024347892178425777
PI3,,-0.019545211146362713,,-0.043696687510779646,-0.0439433725387241,-0.03579389403348879,-0.05289988090952109
PCSK1N,-0.026402195771253065,0.020251568783428684,-0.0366563112787436,0.014264486069171698,0.0007242923918297529,0.00260674320602914,0.04527024891112122
NTS,,-0.021334932529639375,-0.013274053471886692,0.01812554373471436,,0.10941244892588288,-0.011702905232693232
SFRP1,0.009020533653957625,0.016167263986076246,-0.02493789612979003,0.029395442572772375,-0.057745314936204356,-0.053032053553637215,-0.02274818989141822
CXCL13,0.057108651430455175,,,-0.04383846339108639,,-0.016026412400070408,
MICA,-0.023618577458775655,0.036790451031329406,0.03953369809809024,0.0051896861173523715,3.6454973672889995e-05,0.029703464805298133,0.07942764977089031
TG,-0.0009210236214724505,-0.020949418011368896,-0.018047446951541795,-0.025932787460529665,,-0.02202577717560389,0.10871454558270711
ADA,0.030702517474542883,0.12200102138072191,-0.02931050522595373,0.056807126755608096,0.02595537196234214,-0.058477915355271734,0.07297580496419079
LAMC3,-0.02353115822373651,0.0779209049687592,-0.03270412854349851,0.05926049253063033,0.023397869905388825,-0.026529521964742973,0.09255326814123925
CCL7,,,,-0.029251003799683026,,,0.04033703074636183
NGF,,,,-0.008568233015332556,,0.04834808993069952,0.0700228863841354
TNFSF15,,,,0.034185571879162366,,-0.016618923589404554,0.1030737436311615
HMGB1,-0.014358812507991271,0.10962911284474075,0.017975930310255746,-0.00771474074472004,0.012221510875415176,-0.04276131449330067,-0.09420567698479981
ITGB3BP,0.08162872741787569,0.0811324876642744,0.0037912432123264855,-0.06353729962830361,0.09783759253130037,0.003424425206798041,-0.005444164825645449
AANAT,,-0.01565728484118922,-0.020803581186209168,-0.025661383939680656,0.005266957128712669,,0.09899908797073009
RELN,-0.0372181571186519,-0.03745771369700399,-0.024051945660587874,,0.046254206686901445,0.0169255503026919,
IL15,-0.022648256969550872,-0.021149988243655354,0.03590278517917144,0.03956370618711672,-0.027462593664980616,0.028768787205112365,0.09736344051472427
UTS2,,0.11088355079174524,,0.01673691557448585,,,
BSG,-0.018762531738494195,0.03664944168724584,-0.038956678474421004,-0.00931965987817829,0.0010716922780261554,-0.030329586874788973,0.06647340239948943
ADAMTS3,-0.00506802959626818,0.1112505025159369,0.04346885836984877,0.009221840399230916,0.05045331160999086,-0.06534380673829931,0.04353068675888597
CD34,0.008212885829579313,0.054545198606393,-0.009296249951337316,0.06860801511343785,0.0019936159342652375,-0.04304392284136355,0.10441356015653554
CCL23,,-0.017815504718893697,,,,,
PLAT,0.05412375019300846,0.13194452963808476,-0.024397675353510773,0.0282938879046144,-0.01489682408315095,-0.08205243131153481,0.05145429851828395
NTF3,,,-4.992953240513411e-06,0.03498642859599288,,-0.02144543476595158,
LTA,0.01686783422278606,,,,,,0.03567864995935413
CKLF,0.07388051586147693,0.10252791498764956,0.01901013403049294,0.03612211941376231,-0.06375136626203294,0.014082662924435942,-0.024467181906006864
CD24,0.006091084227673121,0.1261508706506354,0.09629278823473,0.002188421062548156,-0.012849810186252843,0.0078228603419996,0.02504201754444924
HSP90AA1,-0.01847969108022091,-0.10621739322639195,0.004282216294836538,-0.08816404520633647,0.005469642251782074,0.020056586107520546,-0.04854075883069852
BMP4,-0.019952710830115305,-0.04795879757095288,-0.005478231837872169,0.05853154933547233,0.06189133732832921,0.01981497932478942,0.13581116042957694
SCGB3A1,,,-0.0175480242039348,0.060075930891901594,,0.0513641114796261,0.01163338040874578
IGFBP4,0.005310533670516173,0.04713721946820129,0.011620847289430775,0.03695234568365745,0.04566035502338074,-0.044196498996823166,0.11058413403709336
RSPO4,0.08998490618483486,,0.08000162114690453,,,0.008293741745322672,0.008167951531821408
LEFTY2,-0.019053437324549536,0.09529132276297125,0.039787005862929714,0.010511034204597742,0.07220900098634295,0.004197313144848509,0.03133156063936034
PF4,-0.017121413867592642,,,,,,0.058830381573599266
ANGPTL2,0.024927265847418924,0.0688604189401705,0.0479782887252543,0.05543974420302285,0.0008149799947967794,-0.036202367308324906,0.08382418770679789
LRIG2,-0.016027699868974166,0.0747824866816303,0.02880348455097244,0.015727052605931394,0.01767696231694366,-0.04910440315485259,0.004192030745609233
ICOSLG,-0.0022542141882387094,0.023909519249274744,-0.01617421195301051,0.008058348502378949,0.024490022058405277,-0.0070411893886594724,0.011171717352399808
WIF1,,-0.08242820988664477,0.012619883138863227,,,0.10383579241197997,
NPPC,,-0.04215661985186057,-0.02438745570203588,0.041932434578644366,0.039538348256060236,0.018957782680289716,
LYZ,0.010316763241752229,0.04156468698114978,0.05208394320159682,-0.013367696217068006,-0.008026454451264467,-0.015215030774333303,0.11134673557802738
EREG,,,,-0.015385830829528303,,0.063367394233244,0.04045694318731567
SPTAN1,0.03233544798953515,0.0030736829050187525,0.00841831779671821,0.06335671389875769,-0.0020069167337849253,0.052128379230313375,-0.03496144487665972
PTH2,,,,,,-0.026813794738013538,
LIPC,-0.012860005071599463,-0.02103527491023892,,,0.030270722374479947,,0.04695874373821825
COL8A1,0.015405956993594396,0.028131001701759004,-0.006744962470068131,0.050003755762803345,0.07370958849646442,-0.03105255710105068,0.1635835833660751
GSTM2,0.018194739558114733,0.04601617833107322,-0.03354775351735384,-0.026469722097228088,-0.03631397591621226,-0.04191724949806691,-0.03076844089316058
SPX,0.0073780622153681264,-0.054911531117160316,0.05533348871638157,-0.014950076514172394,-0.021322129913236534,0.03240678941467384,-0.0679686927110763
MFGE8,-0.012519547012085292,0.03060462068852057,-0.027007229156546454,-0.015827789699515312,0.015996543185084977,-0.027661836631629636,0.05171744826024369
TGFA,0.05143380434964335,0.034645872547371184,-0.011534629304394018,0.028829691372563273,0.0040572799789782045,0.03079390428915547,0.06573592972098855
SLIT2,0.056275144284204236,-0.00012488704972303985,0.024470591636354972,0.03161837149071576,0.007997784904813128,-0.018378875307891722,0.1127063085386417
PLTP,-0.03132439106896957,0.08437617322997892,0.06906368428890575,0.07870903964670904,0.05238829075400116,0.0858716812553572,0.04247640834652125
APOD,-0.05386464063378627,0.03134217247494323,-0.056369168917044576,0.02301931409714049,0.012311077960145784,-0.007985634047714954,0.02960734348102285
B2M,-0.035537851861444016,0.10014361632134682,0.020446358203125185,0.05868498553610576,0.05717632039749702,-0.0028356907100244694,0.1260336463802719
OMG,0.00555362393970941,0.014365486958546206,0.0202790212191264,0.05492321631444317,0.00529881261203936,0.10311968889782343,9.822979556311368e-05
CXCL3,0.0038133273740478214,-0.020557266537831364,0.011980272740992927,0.022332054757547987,-0.05473616461641275,0.029959927833445886,0.04194096979653508
CXCL10,0.04855118505194084,0.09001066718813562,0.0010050561545999217,-0.03020541396404233,-0.0660882378490609,-0.0317587900853092,0.034197968458144275
RSPO3,,-0.02571009192699077,-0.019181368783456235,0.05791231372861561,,-0.03596360218533027,0.08720846192344002
CORT,0.1436847008269842,-0.04449707427467455,-0.0019324100538100062,0.008174446350490767,,0.02184081657886335,
NCAN,0.009696041462248992,0.04484963578088396,-0.01369924505891889,0.08131064341282981,0.03844743950766692,0.03251575107794589,-0.06729768447723096
PRG4,,-0.022271924703492412,,0.02577270822627085,,-0.007044531275570055,-0.004876144407980369
ZG16B,-0.020602838869716485,0.04019764405770111,,,,,0.03790815995055343
TGM2,-0.015616924389071798,0.02286331480259742,0.0049196393763173306,-0.03386828081837113,-0.04049641209611884,-0.010195829668138642,0.12073126449986961
VEGFC,-0.026454838514247635,-0.02936413436131006,0.049428765811423955,0.05568293138023897,0.044894539917456615,0.022762512451224046,0.053442601163919565
WNT6,-0.019053437824597536,0.04958338066082346,,0.017134895677638696,,-0.03084664181037631,0.03717475428234692
NRG4,,-0.027741095110384823,-0.017064978016645825,,-0.014458663489876228,0.0063110033739996125,-0.025891958147785464
PMCH,,,,0.10551385085803859,,-0.01767140242111382,-0.018794660531511735
COL9A1,-0.02654970561337795,0.034499463639936716,0.0011038396060537349,0.01903592083653243,-0.015793399912290534,0.010715233816370262,-0.02723448549991427
GDF11,-0.048043432602207475,0.026954568408055622,0.03136491879574373,0.0561773514598327,-0.040205544387045725,0.016669899713054916,0.02479979440848462
RAET1E,,,,,,,-0.013096044161387857
IL24,,,,-0.022167188269964794,,,
SORBS1,-0.030648497330117548,-0.023743631797225686,-0.00921435277763346,-0.025018475802811895,-0.009142484631879793,-0.04889342636394481,-0.06321963224418237
DLL1,0.016584639488384796,0.0971037795704628,-0.022686438519729277,0.08337315441456185,0.030582329379969273,0.024796752265960804,0.06349064211153564
TLN1,0.023517205926507544,0.08599183283964529,-0.010911271159140713,-0.008849919258605446,-0.02044138494705348,-0.045686015349367864,0.08497872947509456
COL2A1,,0.016317552302658873,,0.01980626796322489,,-0.03722765612182507,0.006793566836342279
SHH,,-0.01616051483684485,-0.005829427634282647,-0.06393970744456112,0.0013385698842253934,-0.06695006102761135,-0.04718162842971333
PON2,-0.04150570322556292,0.08164578189218472,-0.005636052942245396,0.054139629773588334,-0.025303589021978552,-0.008953107081795806,-0.018135071035449233
ICAM5,-0.024526053572977047,-0.0305695420234908,-0.017038810332396473,0.03497281086028081,,-0.027279685585954814,0.04034200728518403
HPX,,0.08765084043080287,-0.017548022414955993,0.02838105860908075,0.006981925007410943,-0.048915247137382656,-0.044668163411129724
SFRP2,,-0.016406615139982157,-0.05586598280281441,0.03505159947645005,0.007912009014866937,-0.04932751206534147,0.04115678217336896
CD70,,,,-0.05328022737679558,,-0.03617156015414566,0.014659747810033713
HP,,-0.04776087040924213,-0.010389394398958085,0.043994860342321446,-0.025079006254205696,0.03117834224761573,0.020195786506466883
CXCL2,-0.033569157971093486,0.05152341270001634,0.022294750129584328,-0.025529715503070635,0.0780121376833499,0.019379459132715576,0.022021950058144214
NPPB,,,,0.005277976827579539,,0.028806417736081145,-0.026264507947842533
CCK,0.008607543926073501,-0.07421155025678342,-0.060451143170027914,-0.0009562961408797018,0.006919095646503986,0.055723454553673724,0.03843276917516063
SEMA6A,0.04088303419566484,0.06240018432892105,0.00665757102065044,0.07035794925926694,0.028971953436412762,0.03476674577361421,-0.028081028950955815
IRAK4,0.04208286373231239,0.054874492728424935,0.001183097060467337,-0.004801974715120264,0.07155187234177138,-0.004516283937489206,0.028546807305698932
GSTP1,0.03062841208757665,0.11635741613662542,0.030847987477453674,-0.03430844450692096,0.008531273427802116,0.013332596299175433,0.024939241273915
VCAM1,0.06159118946821781,0.07900847468521831,0.04358677683162763,-0.029287450803311566,0.07202063503254558,0.09612236540322346,0.08803888544286784
NXPH3,-0.03474189178630211,0.05623039368136584,-0.002873040152088003,0.011818928475440183,0.05809179559211065,0.027765135186645706,-0.03307316912703093
MTMR4,0.02572067298615811,0.0168527974671681,0.05624928456503511,0.003911886754839757,0.0677137053836232,-0.0570968506556201,-0.005401171255690944
LAMC2,,,,0.040852090590983485,-0.04511456529025237,-0.017152852396420237,0.038484555471285695
IL10,-0.027290652209283877,0.033046521239886016,,-0.032917980194995526,0.0020754791815139257,0.011911101309390602,0.07453585430081189
SEMA4D,-0.04863291121280459,-0.07332294973053156,0.031247340543641127,0.03509756287675316,0.028269251514214402,0.020773302070596772,0.08323319942569088
TRH,,0.023014947037237474,,0.10139895973080955,-0.017291924220843448,0.022859143564648465,0.056793215572266915
SEMA6D,-0.01399225295618188,0.09256816576083018,-0.015810413160376593,0.000942988167493429,0.0479636025499737,0.0015134915338051505,-0.030086491501014688
CEL,,,,-0.0209684040501953,0.015541103140556786,-0.03503666092088247,0.03164475201099236
PDCD1LG2,0.022487632009457675,0.0937352860770157,0.025057196809727407,0.05179873698965188,-0.03630559447761929,0.0008187341299618054,0.12298960964860396
SPINT1,0.009694732246429513,0.06965407286051153,0.01069201146235076,0.027969138528630394,-0.04223016454631128,-0.010804898504493782,0.09923558267632716
CTHRC1,0.07486498092100384,-0.012897562887882387,-0.03938132178487299,0.04034866079158617,0.009753297179987366,-0.024458220144499034,0.057365623331578935
PODXL,-0.03913186334464397,0.08391723975103466,0.008286135627246357,0.07497040560795473,0.08301315782543868,-0.004417115216883631,0.00242395346655008
JAM3,-0.021335443525139507,0.09308834336734642,0.03471226603765442,0.02078457773866068,-0.030221341428632743,-0.05423029470771346,0.04633862545875058
TGFB2,0.00023062794048766316,0.11595358682582803,0.021751955490215056,0.10458549564409955,0.04928848836581888,-0.044501463438420825,-2.6955062124077464e-05
COL18A1,0.04620463423293713,0.0796156079951151,-0.00271366383970252,-0.030353682705105793,0.013455711749348594,-0.02659347807107087,0.08648121539663634
NODAL,-0.01835165513120003,0.11650499106995253,,-0.01993013222156711,-0.01879321929199217,-0.019615573203013107,-0.018755850133609232
INHBB,-0.019682881568935426,0.01964901971936387,-0.00571498875417898,-0.036968180393785854,0.0594997511290942,0.008961189016479547,-0.023597720580817036
LCN1,,0.045579585788678566,,-0.035247337415312344,,,-0.029749093141905453
ARF4,-0.010586778799238162,0.04847305431619998,0.019201830052277373,-0.010548529062752207,-0.012292382230342328,-0.04440772871174913,0.0345386993290776
CXCL14,-0.008520031377167286,-0.03191600589495586,-0.020632884930906006,0.012564645712836778,0.04001012465930306,0.0021866390556591186,-0.001751290969012716
LIF,0.032855750665120684,0.002732411447534665,0.07718215783416528,-0.14066681210679688,0.04454433861572482,-0.015491989677691859,0.010038975408746608
IL17B,,0.035803200016303986,,-0.030672640530560954,,0.005588804714017533,-0.05025038087946582
MMP1,,,,0.036305790598114854,,-0.017671401021646875,0.08192080391608599
MATN1,,0.12062401990242151,,0.004801139258398783,0.09123846485602169,-0.025150525304026956,-0.0011403386526616555
ADAM28,-0.021495504210502798,0.012874395699222196,0.03567022016853555,0.005871867223602671,0.07469043830833103,0.015192747741549608,0.13332083548212614
TCN2,0.0027068472276472206,0.06553295343419438,-0.033622298748171006,0.030113756513919895,0.03320655294497428,0.04011346152893845,0.05213813436848145
THPO,,0.09229478218258179,-0.008432118549580276,,,0.0670774680691464,-0.015936810097358995
CUBN,0.05450594777323087,0.07925642062570566,-0.006328619645174646,0.039823388317832595,0.06581130754258227,0.01747941809937355,0.05050154204320567
TIMP3,-0.006038568802022255,0.05371538615910988,-0.01296440139945854,-0.018031575881839776,0.03325087181413918,0.04826116201018376,0.09236626536252385
PIGF,-0.04992179190630711,0.07839371425683712,0.018567380941249722,0.009810803830126913,-0.04348471718426373,0.05927180032555066,0.05967290352348224
CRH,-0.008649566542901109,-0.027741083608232193,-0.009571471921992761,0.03247059138110941,0.019546306604527174,-0.0014275128752866363,-0.04411409762255072
BDNF,0.011844977316784798,-0.08092591283354017,-0.035216166160053464,0.009138933996378643,-0.032687750476387716,-0.0036039332203959182,0.055156532753920344
CCL5,0.07386713975996369,0.11511235733158942,-0.015283947564590995,-0.01837839361394215,0.09697160337307223,-0.04446604457800339,0.10893378071836432
GAD1,-0.03786490384487428,-0.017481462567893447,0.011056861715213775,-0.023331394879265256,0.022513447776004895,-0.026667700447332892,0.0188144459819019
COL14A1,-0.02874012957368253,-0.006341261000083135,-0.01798177909510513,-0.0635079300482401,0.0038398410554743335,-0.022169015046240383,0.12029306089851038
HLA-A,0.0035876894096751066,0.11325542322505709,0.0009287611640837504,-0.06504180960597168,0.03759659330491968,-0.09969996582840024,0.0046562433995720074
CD5L,-0.03502162536389506,,,,,,
FGF18,,,,-0.02410942961673063,,0.055206340060371055,-0.029418012598386264
ADM,-0.007681030958704143,0.11829581946218938,0.01626102172552111,-0.11333886181511137,0.027689296344115544,0.0012602102419931116,-0.04856681487704937
