,UKF251,UKF269,UKF296,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
CCL15,,,0.053427130152645226,,,,-0.008110651634859432
GNAI2,-0.02459663222959244,0.07375632158323822,0.008765195753066463,-0.016710136057296692,-0.03718072130775331,0.02301268957704517,0.08350344955744644
HDC,,0.05432436090219614,0.017816128298498827,,,,-0.04046905143776528
COL11A1,-0.022755438291631784,-0.032798602041602634,-0.02443581696525834,-0.006406825706549208,0.0355469944585236,-0.029839091284889867,0.007980081138019717
NUCB2,-0.0027643573954414242,0.04707964572384452,0.03882767238646053,0.04702126084257925,0.025608169498820787,0.028383728222723444,-0.005008460483259056
CXCL1,-0.024707054259594578,0.026415526870842646,0.010142594436368705,-0.044179700241976615,0.015608622998496455,-0.05040806316126711,0.03215271229794681
VCAN,0.008457776640356714,0.08656347768691697,0.04777437573485297,0.015049479256045896,-0.033995525505952306,-0.029738403350962683,0.05941296274183204
MMP7,,-0.013167858200457851,0.009313046494675351,0.01813081303999974,,0.0032539981833323356,0.11687398479739203
PTPN6,-0.0017904134174090648,0.06989368597165099,-0.016119953737793454,-0.017069760765625948,-0.04719657605981672,0.024437473767883376,0.10356341347085497
PTGS2,-0.007471140195683016,-0.07103562221917517,-0.04201388391003314,-0.058025422145728686,-0.044466810922380196,0.03948265688198444,-0.005214378032956227
CD58,0.012920337311562244,0.05440746866837747,0.03297037617359039,0.00862805428308191,0.03692551709498769,-0.02306143215406896,-0.005812573147075424
TNFSF14,-0.012960398296617595,0.0009292153412148602,-0.019241620342143353,-0.029008019259618927,-0.030655998623786172,0.07553374853667252,0.06129934953240162
CNTN4,-0.020171611580771187,-0.04675634480233501,-0.00745422758044605,0.016420772405757456,0.0013020810424430548,0.05084759570930023,-0.024176415024844623
INSL3,,,,-0.017993146967876263,,0.031934990534304944,0.07723394232983892
BTLA,,,-0.0008978997082539498,,,,-0.033780187339133565
MFNG,0.08004313061277946,0.0844908646033404,-0.014915629229927929,0.0818993747112151,0.07399639715418727,-0.041413324109213834,0.0340566963157048
ICAM1,0.024855658231870713,0.033424629987149415,0.028665843193551376,-0.06279668060887722,-0.023197587724161486,-0.003734632627588293,0.056313944520546395
PROS1,0.038577539276386484,0.08472529349317416,-0.022665479329321177,-0.05822578629614431,-0.003239076743495851,0.01955595532366563,0.06548894095680262
CLCF1,0.0387057595992978,0.02969946309820957,-0.013188005813377498,-0.04163655389981545,-0.009719523306965723,0.0007003209804063805,-0.03001571020618145
PSAP,0.03040028082070453,-0.08631542634196415,0.0023348114856554343,-0.04146086485146749,-0.029016348502035876,-0.0010031970097075665,0.12682950039709076
EFEMP1,0.027001781400712126,0.05407983170388136,0.00309559630480483,0.020865550479469683,0.05514186152782703,-0.07301846400527989,0.1526246185889382
C1QTNF1,0.06366243062793481,0.12300606622617768,-0.03571025118646938,-0.06540775118853281,0.027656459632874636,-0.02259429310265696,-0.07081936997387447
ALB,-0.024658919142473534,-0.022087425413082666,-0.021854416737621528,0.03352942399298171,0.02810167805295072,-0.04271411049266649,0.014478295903824673
CCL13,,,,-0.02153355175310977,,-0.02862213908207315,
EFNA3,0.043307255072777995,-0.05667183004735208,0.01011917544304894,-0.018201988074539575,0.03519876440683837,-0.013925743337284606,0.014882536130004727
DRAXIN,0.0993943609862418,0.08371712397264483,0.049599376464212586,-0.015294205028199392,0.06696356620653746,-0.08064538733605696,0.06027321025183872
RAET1L,,,-0.021017708190302933,,,0.019486638239212293,
NPTX2,0.004647160888678889,-0.08017148624008104,-0.0038334658911648757,-0.010583438300529125,-0.04380539552451128,-0.005360434769064939,0.022579845386965003
FGF11,0.02262734005536783,0.10164054294982952,0.01121984803211011,-0.05547206283135934,-0.010058127251137767,-0.05835510355902991,-0.027337162133824196
CD59,-0.0051188756398779164,-0.06408763914878578,-0.008294650728464662,0.053195846564073695,-0.06107038694931954,0.049051078220221166,0.09855857532114042
COL9A2,-0.0028969078038010446,0.04873500639596731,0.02642158992842037,0.0007315635433140446,0.0034685338451171553,0.06306405063082111,0.06025342698978648
DLL3,0.048550920775739616,0.018168179708008984,0.0652533820144004,0.021568676267107446,0.027097698048432987,0.038225319010947396,-0.07319582682315663
FGF5,,-0.01758809251629408,,,,,0.10949849745432341
LIN7C,0.02166321298813227,-0.0007920505540284028,-0.015222244520659626,-0.020244655089202934,0.010841371756862223,0.0035398897316921765,0.0013309027114745936
GDF7,0.007794737614624766,-0.03146222332912554,-0.019241619594413954,,-0.00677202837617694,-0.020743484618068547,-0.013620205776753727
PSPN,-0.038999597559308624,0.044184004019790175,0.003949796140424022,0.04991706030763623,0.03580747709258657,0.011613949901580217,0.08583183855671067
ANGPT1,0.04502214712953254,0.037760742269833995,0.012321660673418463,-0.056195639425545604,-0.07655575573758794,0.026878365644510654,0.05373878704682054
PNOC,0.052080896866623795,-0.09812264668944176,-0.058196058006911,,,-0.02459224824523699,0.060829612363901484
L1CAM,-0.002446666333811682,-0.06971671815394699,-0.04831957888804664,-0.07355024631476678,-0.027266458868717623,-0.09209028339714685,-0.04388179815939077
APOA1,0.05751305691243182,-0.03764117814405601,-0.031140713920811684,-0.06941478019774722,-0.012408352137392257,0.028250957636841514,-0.03229360269752443
PSEN1,0.02242574134240546,0.012313631685223696,0.025343000601782968,-0.010963589163934941,-0.027101091130652795,-0.00292243848937891,0.09470983008954172
CALM2,-0.007994944914075305,-0.13645653193736856,-0.03633983460971845,0.04832788321556934,0.04136780203424247,0.02382721183161548,-0.08818190609463106
CLEC2B,0.029402004829700557,0.11103245440976696,0.030132106009378684,-0.018546707373862645,0.03432780167986202,-0.009637992610717658,0.1173563916253896
NTNG1,-0.03930044900655786,-0.008079134041470539,-0.0009821191288658304,-0.039420918828242606,0.017379807294840514,-0.04585874985489025,0.023911910588260542
LRIG1,-0.02309087559922442,0.07094254946616223,0.03253526244688125,0.09004573821285373,-0.01649708175959059,0.042180734178527475,-0.04423958930065192
CPAMD8,,-0.015910796626301855,0.012512345133971137,,0.05659562306509154,,-0.01405922515011614
GHRL,-0.0037075665115920103,0.10548764961857263,0.04679890846930445,,0.010867769345292913,0.04541149582948465,0.03000199032427174
NPY,0.05899263275135285,-0.03338852354905221,0.04438929563784335,-0.018578513787055998,-0.022857532497003685,-0.030853488329979993,-0.01593869348778107
MMP2,-0.0030540637259889357,0.09647885300945928,-0.01754946777083545,0.07478250780646759,-0.03174049386487838,0.02946808790161922,0.04274316246305331
PPY,,,,-0.050773127361209355,,0.027576259301699987,-0.005295557254390951
ALKAL2,0.0012883241171561608,-0.018040197028845458,0.048419014959762884,-0.009823678971611917,0.12014197035800821,-0.012801176397221918,-0.017081226777339167
CSF1,0.07899627074523019,0.06443595473823338,-0.06122484070375691,-0.0655897768315179,0.01620775688925576,-0.09595870780320372,0.005048337820021344
SEMA4C,0.0309797812698944,0.020808358439525377,-0.006325321895394833,0.005953492090406618,0.00826932382774666,0.08133481225269637,0.06272500753322995
BMP8A,,,,,,,0.04880893650242424
ICAM2,0.00932209418057116,0.08422323268799306,0.038528266617550544,0.13845725043067242,0.04159510778435471,0.016860469805237147,0.1246654670677876
SYTL3,0.017171374432425026,0.05764667140806286,0.05085762841554532,-0.0021715655462898192,-0.05938403244632483,-0.03870892320011295,0.02555175171842587
IL1A,0.05026676178486554,0.04883140145967106,0.016854802265916867,-0.014067176530897242,0.04843215533459558,-0.010789640828143099,-0.04254187044431259
HLA-G,,,,-0.047498941795329125,,-0.03762129379578415,
PGF,0.05855915485676435,0.06194430482784155,-0.031729909897502476,0.03314475060121816,-0.01766137168929378,-0.00895040821026664,0.03740424042430583
LGALS8,0.04173698987076956,0.031138458742255765,-0.03198694953121113,0.003402229917303963,0.021822403374395376,-0.00471114043918315,0.003913484825320384
DKK3,-0.029164460528938056,-0.0835140408724552,-0.08358132618540223,0.07165119882062475,0.021906653261761284,0.02806909228251808,0.03376049636627638
COL16A1,0.012932119748155776,0.04758072221780491,0.012491819201749533,-0.026958397807318388,0.06298369590595221,-0.03405094825075379,0.017456239778548776
TPH1,,-0.018913923009165286,,0.046047426326870027,0.08124947720055573,-0.037472907713543405,0.09169758791127856
TNC,-0.0097090060884736,0.11819391239462883,0.035169284636029446,0.00044434061862232496,0.02981309158924328,-0.09209734249034282,0.10734104993339104
TNFSF9,-0.005889310579938115,-0.04269637989444789,0.00960084485574395,-0.009730169746290466,0.014057617029664914,-0.020571186440676178,0.1656524018699678
C4A,0.1357771042037684,,,-0.023973644297460354,0.12716868460493225,0.05068665934306351,-0.00186862037262334
CNTN2,0.0005552214618830132,-0.007289777705159736,-0.012870010156729717,0.03822615873708618,-0.008326180886060715,0.040545962961799076,-0.0034412470205194617
F7,,-0.015910787378414615,,-0.030205407666208762,,-0.020743486623912823,
LUM,0.03917368058359651,0.11747145505722183,-0.010840389163484341,0.009886878021316053,0.040670981775212764,-0.02886653236844019,0.10623517812234683
