,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PI3,-0.03580962268403447,-0.016954504147673643,,0.06079908809321946,0.014605252040195933,,0.1113474397070056,,,,,-0.0859514727155801,,0.051845380791410586,-0.06412039077401539,0.021300313884788598,,-0.033078828747127066,0.057821379789087315
PCSK1N,0.024077648894696293,0.06268576786547095,-0.033901809168565576,-0.040270719177932894,-0.0076235843902399915,-0.055216468475946634,-0.011499024001804555,0.0040127090497271865,-0.03520594131093422,-0.026620387055118985,-0.0553401404459154,0.004287924184583365,0.04879963875009178,0.12219263039336192,-0.008283947791528006,0.03417357980077555,0.02226052028462027,0.013564974459150623,-0.12179331321343705
NTS,,,,,0.011413559061066907,-0.013966644236209755,0.07697507634081825,0.04953237986444895,0.011997832218908091,,,,,0.059667337755233155,0.05892552372267188,0.030059261508748897,,-0.022546122834859253,
SFRP1,0.029597456884181094,0.018327223390754654,-0.019200131970189997,0.0524531268500503,-0.018321375496007306,0.10903364864186373,-0.03968143866942514,-0.02178008425298518,0.026005906136193357,-0.04796037083265169,-0.061627925130010516,-0.05895165199378829,-0.04225691592276767,0.09059299656259487,-0.02930671949985903,0.06191702687903893,0.04962895842363827,-0.022022208059468893,-0.019450926630842212
CXCL13,,,0.006817012161361519,,0.021362566042543444,,,,,,,,,0.024534840511615266,-0.02836322750938984,-0.03671216522523497,,,-0.00876304157445679
MICA,0.02872776592838632,-0.020453682143252747,0.03644295631675474,0.11327378314855259,0.03323824658712284,0.049242285905178276,0.028537749431074372,-0.040020415159060435,-0.012459119497178144,0.04967944704090359,-0.04268592431026273,-0.04693299999446721,0.03317389767532624,0.028127430283067786,-0.029090543060570042,-0.038636402673325174,-0.053098226658433834,0.0959183442540376,-0.001295551161024376
TG,-0.0006298454999044437,-0.029030679793114623,0.02623638014177041,0.01730326267740438,-0.007831191112588256,-0.016121189241412186,-0.01616051710182894,-0.014130034711106179,-0.01007417145244478,0.016055706136546322,-0.03421782795543348,0.025522655989768307,-0.05035900447948358,0.004795653942555451,-0.025439626638362293,-0.01852288263976447,,0.01360383138771523,-0.03049440157743131
ADA,-0.019668070314103427,0.0003668772505768983,0.01871083515336793,-0.005674898801496603,-0.04640399024030061,0.0030720305524264825,0.015674130471641186,-0.033616995107584986,-0.01636126460417776,0.007401830083196558,0.058521973436499175,0.0956857417469264,-0.10534216911451308,0.019158773501744244,0.009957039547145182,0.028470362049740593,0.041462349863960156,0.0007256899634095781,-0.0032764676144071813
LAMC3,-0.003144526860060224,0.06431059125902562,-0.04495449827182557,-0.03266494805287314,-0.0350397629258151,0.006537797547906735,0.08600466767222202,-0.026136576344633778,0.011204290189274073,-0.03430946204094069,0.06675410467957,0.04507311765124552,0.07833433079588817,-0.03238288466208883,-0.017785393874525098,-0.038548366118196425,0.028545133768399806,0.06371346761019014,0.023918768337530413
CCL7,,-0.03074669660979247,,0.012118351653885659,0.00809137431938952,,,,,,,,,-0.021351677433914838,,,,-0.015954305724545204,0.0596182281173993
NGF,-0.01741523393300793,0.11621670965173828,,0.018303135314673362,0.033257961990298464,-0.01538393851370489,,,,,,,-0.02632439974084931,0.10147343817437159,-0.02394411312574553,-0.03863808988163061,,0.11954249295062548,-0.03866254449915949
TNFSF15,-0.021544817855647474,,,-0.020974419673710748,-0.017823163728018374,-0.01867947402351585,,,,,0.06771292924491626,,0.05509362967303511,-0.020815487911476232,,0.012231204354182557,,0.031288467111221456,0.0420687890563553
HMGB1,0.10134506037761275,0.029398591831109145,0.007044905142389181,-0.019345238418577982,-0.01574710356459885,0.06329682249689933,0.05424464484225455,0.004300731731995224,-0.0005085255997212633,0.022953557401525188,0.02278417175117242,-0.07549239832566364,-0.014374374805082466,0.007406053145467856,-0.05039322122980834,-0.04202903448805963,0.027382409300385727,-0.051248058144845274,-0.027324471531120283
ITGB3BP,0.03009206950640343,0.009098253193249344,-0.023309519754049185,0.03589428698070001,0.023545988733873886,0.09088855365260944,0.049839632815921,0.06032312313647755,0.007897423558313778,0.009014405240528432,0.005180951954907488,0.04808769704407528,0.05204619438728532,0.045083926522367236,-0.028893328700973272,0.03562610811417531,-0.013214829015485628,-0.005755038671613198,0.05855535919780401
AANAT,-0.031214053134481064,-0.0295442159337132,,-0.019084578812318006,0.006320295923584153,,-0.012078131206648813,0.03016285518030424,-0.011612658801959875,0.007221297611567705,,-0.056754099502793046,,-0.018731445804052765,-0.00761858471721329,,,0.0822517220321913,0.028436915052621362
RELN,-0.030027629607568978,0.006619097738768569,-0.012974830798582825,0.07676898420967483,-0.013632790241058367,-0.015891237910188896,-0.024863798538214753,-0.027977202682594578,-0.045414082117592076,-0.011383659467963938,,,0.1058320486681666,,,0.02644791683691383,0.06633084906229893,,-0.01285717950496972
IL15,-0.03062558668777489,0.03687753497423569,0.08327444595969513,-0.03498553383760204,-0.023838334465473128,0.04225864280010274,0.022043188492943674,0.04125145573384769,-0.024959409461245443,-0.004718333964620264,0.01934744434480851,-0.019268858515055606,0.015248321582390515,-0.008100559072225299,0.005924098035282255,-0.03409155603063181,-0.03375946780247444,-0.023026778453290698,-0.0032113476390218305
UTS2,,,,,,,0.0854025971815734,,,,-0.03032407999826042,0.02019804019144754,,-0.01595119701149471,,,,,
BSG,0.007597347601389521,0.011596646376254068,-0.0667619354509266,0.054823193324958365,0.01497538812921801,0.04094801211324625,0.03985838330924079,-0.03033021262651789,0.03860345855683972,0.05723438881505603,0.004237809490179856,0.0016936869271444732,-0.005027445359253582,-0.006080323291374327,-0.0881485996248693,0.030650012175325547,0.014186577149911752,-0.023863344548338498,-0.05561824979289747
ADAMTS3,-0.007411829160109399,0.042877753320783946,0.01963634031158902,-0.001354406824609894,0.050396213961167224,0.08449651599632944,0.06598271145094195,-0.00508638753136002,-0.03457824234843081,0.02492795713787056,0.08896563510310078,0.10866354313595855,,0.0190185784363139,0.07959190336132527,0.017101939733401544,0.06385681701492042,0.06858592563967417,-0.03868824188629273
CD34,0.0019961263235774265,0.07668373718947419,-0.03430202296434826,0.043539232579867915,0.011973236565014193,0.034828407525194754,0.06589808935964579,0.02963291898127391,-0.02172696931048095,-0.04839155190068726,0.034757138220890105,0.014640328637768445,0.06876455049860422,-0.05319468519883362,0.012089886436223834,-0.04643650290228377,0.025212467356007223,0.026353370452073307,0.006284461308153295
CCL23,,,,,,,-0.013742996036030835,,,,-0.029761609557047854,,,,,,,,
PLAT,0.07982420512888948,0.03664782256762176,0.014074900588564657,-0.09511334714829493,0.05657212753411857,0.03446700764578074,0.0697110387809122,0.03208340459979789,-0.016688884741627608,-0.005666611088054623,0.004581721917279083,0.1421741615531188,-0.01677308215797955,0.03567696367377123,0.03125022004536476,-0.010727211073746232,-0.09976795543102789,0.012543226100751004,-0.04841404540538867
NTF3,,,,,,,,,-0.01874560155864088,,,,,-0.006441541079157492,0.11059100677263833,-0.02994748429359237,,,
LTA,,,-0.018590946128546598,0.03475210478197398,,,,-0.012238379848303055,,-0.020895900609366445,,,,,,,,0.033443586026160654,
CKLF,0.10937377653653406,0.04527163912384936,0.01517590274039861,-0.05305330719588638,0.0753392805657768,0.06697572574903222,0.07546569863002386,0.007931082608604933,0.006028284571600058,0.06170139401900287,-0.01635782658998118,-0.011969728837420266,0.02026039461539731,-0.03177243108982645,0.05855422752334456,0.001249040985970416,0.09226842986398388,0.034002467720717335,0.005931473191239405
CD24,-0.054025132022335255,0.014251008431385315,0.08752895754256794,0.03099281172552601,0.036218940604199674,0.056590746443753795,0.05426677785214468,-0.016670893604487997,0.020756720152671448,0.06133879565969213,-0.030273243411582208,0.08967809512438826,-0.00783613584266072,-0.025216701251328976,0.049148083404172406,0.032142447433775076,0.01120012522067202,-0.003457256505975611,0.0071310990246342704
HSP90AA1,0.03731667323434034,-0.015592408082569228,-0.03397797863359777,-0.030682272608385786,0.018594402985582577,-0.07474031155602721,-0.08752490855579562,0.005065600646119267,0.017627687661422156,-0.08010134642436553,-0.003747533882702365,-0.16364777095087107,0.05623478901438245,0.04715811907979271,-0.07020092350972931,0.05230889372448723,-0.11208064088173779,-0.0662636023729196,-0.03424020962149697
BMP4,-0.004315597603739391,-0.007512914770071866,-0.003332502946312474,0.08341667115716728,0.014837018412519902,0.03637209330801082,-0.00540219742718339,-0.01604753839992774,0.0243966456720671,-0.017805465540269336,-0.008426293733121426,0.13416183240125162,0.03775154188518836,-0.02973573815172944,0.01842298611932273,0.03317699518087091,,0.0618812928429214,0.009860435886552048
SCGB3A1,,0.01589773603077993,,,-0.01912516353995947,-0.016966906631285448,,,-0.009795391279262771,-0.014580883108487493,-0.03672821712838989,0.21734794964252732,-0.05085006799228392,0.011272352882109213,-0.046459681932196184,-0.029023563706565666,,-0.03345191360025788,0.018308349455897273
IGFBP4,0.022943647681805526,0.02347949196405027,0.045005278757515275,-0.0019771220931311478,0.020320098304346383,0.03829180133196796,0.10050703066829644,0.051553883878248996,-0.04313871143439439,-0.01850221831751394,0.08448386060106518,-0.0016693988019411314,0.0162378752513149,-0.02558078529393891,-0.025400634120570666,-0.016377340462512116,-0.027256821978294907,0.06017008528199626,0.028894750636985204
RSPO4,0.08661758159339844,,-0.008882359258522068,0.04700782486139409,0.02888756263437634,,,0.06376222931353429,-0.009795389846465212,0.005876572038454268,,,0.036963493852163784,,,-0.019546134981396093,,0.04297083656108831,-0.026266382167710264
LEFTY2,0.06178441257647204,0.031016363732457995,-0.018819271232634268,-0.04317724138143208,0.07425676270767878,0.04116542963658543,0.10866119228780667,7.14843207161915e-05,-0.010740764766899136,-0.025795755944485733,-0.021672233571160975,0.18290589135949015,,-0.01812515625486439,-0.027906538957071892,-0.026581452242703505,-0.012945278418184596,-0.01055116791977978,-0.024090049971948378
PF4,,-0.010019767806809545,-0.01691099227776894,-0.01643373523207142,,,,,,,,,,,-0.022245453731503346,,,-0.02271836259518419,0.12694842143737242
ANGPTL2,0.01832480566649995,0.01549284018901037,-0.009146899263656413,-0.06703402181682433,0.025486360812737398,0.06323541621951168,0.05198946683559313,0.05979721020386286,-0.03197221115452874,0.08205800597907995,0.04650848692035217,0.08491824677170814,0.07176017986907847,0.013856086443391797,0.061353018552896044,-0.009333002710629113,0.08357920435613013,0.006155208807991523,0.003620496370818248
LRIG2,0.0009527120991136966,0.030987928514442892,0.031206948438025402,0.03093346763956329,-0.027427164961624326,0.07370277467105457,0.044295042143891544,-0.010681604019094048,-0.016600270028962638,0.04106991544362203,-0.009302191067227843,0.02671555994824221,-0.12715309593723145,0.019322824370954735,-0.005280492628093378,0.06182359384766384,0.11251010452142235,0.025275318175011642,0.01751893637706769
ICOSLG,-0.05928876489942112,0.010292408146587412,0.009847438947659978,0.06997500438612186,0.007905439348901823,0.0072440163006739465,0.09666890946626752,-0.012599696735170095,-0.018589820718860003,-0.016997830769739007,-0.0008426097681058415,0.05654228244898837,0.06704924102226754,0.011626634598170362,0.12250461406850544,0.0024158743415701135,-0.031222785870248817,-0.028821428883924693,0.05178836843167586
WIF1,0.02136290331502527,0.027132929182755425,,,0.010906348575336523,-0.03784971875211231,-0.04057906387447892,0.03939020674390975,-0.01843289560198393,0.009052232928178411,,,,,,-0.018170025741098397,-0.034353183692978954,,-0.02402599979191153
NPPC,0.008153163018208792,0.04882793738884127,,-0.025492776009645793,-0.007702737068479773,-0.008737122691855817,0.0022610677506949427,0.04511639440906995,-0.013613194746652119,0.02219076980317235,-0.026295403477644815,-0.07557305210123409,0.08191021436012884,-0.0018666560664142005,0.1921198759359707,-0.008448391815166252,-0.003324124839320012,,-0.029342649072222837
LYZ,-0.06881702330049533,-0.01138480261043919,0.06400159540151713,-0.07630105132533806,0.013460480061887098,-0.0280914364104652,0.045589589188497,-0.046021265688031006,-0.019634903410849086,-0.047700474154401366,0.06612843426143464,0.058688897976355035,-0.05634282249869633,-0.0405918637300853,0.050775304017517925,0.013411079343685864,0.007896353960467185,0.03598918581833483,0.023638461607949496
EREG,,,,,-0.03106271887966505,,,,,,,,,-0.031849426479851166,-0.023016251932199593,0.006574393529645404,,-0.00944207739349472,0.01842726944205712
SPTAN1,0.06027814141853496,0.03420680182211144,0.026579048141907206,-0.08652927280714573,-0.004476283128582762,-0.04179611263441101,-0.015493748251937138,0.031705668463072254,0.0333491257268369,0.020797846697222767,-0.04323071302175568,0.13722526107077526,-0.0010287476242706501,0.03355641222037785,0.05158997575045214,0.0006103444028075132,-0.09781528303330578,-0.03244980386699161,0.025172623747091536
PTH2,,,,,,,,,,,,,,,,-0.0074111900277361266,,,
LIPC,0.050265755600643024,0.015754051717308013,-0.025451947178810795,-0.019673860564855875,-0.021370827193468334,-0.020611795610338657,-0.019332307581754173,0.12881908596513053,,-0.0328255057849315,-0.027883583682182144,-0.05448548953773911,0.01667696020969176,,,,,0.09184610778118345,-0.01654239854182285
COL8A1,0.03398656221221977,0.01733838850999898,-0.01458674596158574,-0.00859123592447994,0.023457315377176335,0.038137184151383986,-0.04235912809611997,-0.013450717490180931,0.0011668322194440602,0.058719659953242485,-0.014101845050898,0.013835377574350738,-0.04318715406651342,-0.05171751568726865,-0.03993439997626241,0.012849701488655874,0.06424523678398995,0.04132596120501293,0.020341135214522913
GSTM2,0.06133057497232397,0.028746458117566234,0.027040309777664102,0.013315560677486358,0.034154065066639434,-0.01123980055182002,0.05152854374427397,0.02545471010844624,-0.007414294023019861,0.024419301351862564,-0.054747615141276414,0.04269680074331478,-0.06791508343328584,-0.02289417051859695,0.06849262801518002,0.04415015331876143,-0.044286870490585245,0.015562111178132774,0.0011470635689597884
IL4,,,,,,,,,,,,0.3015525597212917,,,,,,,
SPX,0.10360225228642395,-0.022884568715258864,-0.03798582979902266,-0.030586144408474285,-0.013815364563736138,-0.03759032195788432,-0.02382192181740569,0.02405737568130166,-0.008610632216336745,-0.044464555203049025,-0.034859601486786004,,,-0.021527744741175515,-0.02762057419012656,-0.04027818747417718,0.03313598303378446,-0.014594096974568708,-0.00863431880604672
MFGE8,0.006104107837694303,0.08293219691992679,-0.01378127304594733,-0.055272033848227424,0.020169440998971357,0.04157614474441984,0.012369543531492094,0.028179639354060294,-0.0024693330299909535,-0.010427439405733695,0.0580058007204966,0.12095972371862299,0.03719353504480708,-0.0161305684305325,0.02372027848017805,0.024128600763285317,-0.046804261123373894,0.022885796160307698,0.0353312291281145
TGFA,-0.03968467761401623,0.05647130733217537,-0.026901714778865743,0.013244862595444894,0.010934157747670571,-0.019309483539836306,0.030395113877138932,-0.05692619551280901,-0.03268740049330927,0.054421209777513344,0.002180539968374573,0.0301516517976822,-0.06945536873192548,0.025183157484379506,0.03860104472847934,0.05168256767056936,-0.056373155751563465,0.0528295553558671,0.015578843873740365
SLIT2,0.009454086451131551,0.008663091017324837,-0.04409488565270025,0.0444074009675661,-0.048262620627424105,-0.03431666803212972,-0.04013377979900068,-0.00326834402189687,-0.003257783295325823,-0.0398916537020735,0.02297778638139991,0.059605540284349855,0.03875097723634155,-0.06864353705850951,0.01411766687314305,-0.04365344993820697,0.09978027290417375,0.035110790333563284,0.035827566822568754
PLTP,0.018014033918427225,0.06347988348040866,0.07255011090708954,-0.013330789384266573,-0.03551010887505181,-0.0048896548144382575,0.07291445383220553,0.017769429355441166,-0.0024363426208816666,-0.0007737049238893382,0.013326329924898348,0.0241528544489586,0.007535055676981686,-0.042958854053289065,-0.09394814851861445,-0.05420141245255649,0.0542503021098212,-0.017242445143748227,-0.03734663118744793
APOD,0.019018291839305246,0.030828770385975857,-0.0005518374493541311,-0.0876163786601649,0.01959973987520106,-0.06616756615490181,0.01886164054286871,-0.007570869318465191,0.019114882600269802,0.05582425009687139,-0.00354082887768942,-0.014352497510454544,0.017273556178581284,-0.0008102986971401298,0.043409843793261065,-0.0385947299544328,0.11140287344749117,-0.0036758542515036878,-0.05787352242393775
B2M,0.05423030453104658,0.026076912843819723,-0.016374568666485675,-0.059933805018661836,-0.04992241274363209,0.01445271489304703,0.13517692081811988,0.033696565704663554,0.01860908515384428,0.017105903983663087,0.006412577425893762,0.148636193189519,0.10328512647382791,-0.05575940491727609,-0.02449677225817049,-0.05706213257922998,0.09081063962667413,0.0753588902377587,0.03337363227437831
OMG,0.09530385045734696,-0.0030707384513018556,-0.03726272565143439,-0.09142118511234001,0.06895523524036044,0.03928866931265382,-0.07480482064419562,0.0015734104441619545,0.001425783093194806,-0.06473414843716356,-0.09182389334559535,0.13408341465425883,-0.009277963788351213,-0.016274717873962497,0.09066536788297047,0.006908269155718592,0.016940922001048124,-0.014261832047353129,-0.07672922833921055
CXCL3,-0.06894671473983129,0.015326020592421654,0.03598414639009643,0.17543200352360513,0.060922055025381935,,-0.015858008908466645,0.013654545437706535,-0.010478996618655548,-0.015048832401935303,-0.027100050257188348,0.016937657910981837,,0.042252675363548084,0.00789427075361817,0.007114446211585163,0.03887883160777202,0.06902268437408585,0.05009027199261083
CXCL10,0.10756808933211419,0.030251665823371576,0.018164795023598048,0.020057092987884224,0.011935010847878137,0.0614640099411004,0.12107413915915387,0.019704020298782914,0.14663519638156963,0.035631759373454405,0.049260114993463895,-0.04967749413783268,-0.06828971101403479,-0.022048346105821074,-0.02983760233286857,-0.012032072025815979,,0.048888710381785126,0.062730931232085
RSPO3,,0.002225074520541425,,-0.019084577402183705,0.014048611881274858,0.04534477533719503,-0.019832931876687457,0.018891783590828548,0.053388400577377516,-0.01572573982218901,,,,-0.006276414302882222,0.06465329404793184,-0.0168660906844901,-0.024301931866058897,-0.016190500598154463,0.0864750309315389
CORT,-0.023852455785252986,0.048659880412420475,0.002870500587335387,0.002247024601065978,0.04757142167088662,-0.018105255139401918,-0.03432533206445112,0.016156103877534488,0.0007388169441796215,-0.025325429087538633,,,,0.012309241027724138,-0.02327873668027453,0.017899589432481117,-0.0652617646107931,,
NCAN,0.16479692175668517,0.05974838467825473,0.010208086515335483,-0.08899498597244909,0.06819082550558833,-0.02702428359234028,0.04523541656060723,0.002532386053650231,-0.020694148604260065,0.03344969005645815,-0.047157207003038375,0.004900483693027898,0.029080063015039705,-0.013576619642861056,0.07230141185488699,0.010939846983642294,-0.022951112612757077,-0.057790946538962495,-0.12424737562968692
PRG4,-0.03255300182352642,-0.04623935976102819,,-0.018835654873986304,-0.015301426111227168,,0.049800175651517294,0.04380741645248686,,0.01972625564572809,,,,-0.02338599539987507,0.06664525839396249,0.0009335836819111161,,0.06111439091051673,0.04528957466877581
ZG16B,,-0.017504098823571873,-0.020349630685896267,0.07139668899575724,,,-0.018549334513881733,-0.009724503771023064,,,,,,,,,,-0.0201878118261478,0.09468993427618358
TGM2,0.05366573651147728,0.04424645553482352,-0.02841392150443815,-0.02792336963735472,-0.01440529826674595,-0.032070280828474275,0.06588397963563332,0.013669253577419415,-0.019110943300569685,0.01097480742234436,0.04292312736503874,0.030704345988199485,0.15834777542605846,-0.05911239127799114,-0.047899813149021725,0.022803741861381285,-0.0148851598260905,0.05970929625708552,0.04548930310421533
