,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.03153473460545556,,,,,,,,,0.2024831361084915,,-0.023562649216582812,
BMP1,0.07626697572025855,0.01240589425889134,-0.04505303264618985,0.12106079173997915,-0.009145438421113233,-0.03637686680678788,0.019572298644154537,0.03676634357401403,0.03568760538219603,0.01098501547882834,0.09343328728328165,0.045754882257682775,0.0071571805353380395,0.12937279676799626,0.02852117927830806,-0.05934560363003064,-0.0385535577101667,-0.059960198847474194,0.05495426469072376,-0.00045956259769971476
NDP,-0.04562037168916852,0.07093685009017733,0.048114225422582646,-0.0103742813963609,-0.025717937780340868,0.03402234905345987,0.02324385567625996,0.036937882159724766,0.0016251108737472845,-0.013442489913501079,-0.03040577199159654,0.08879834054276485,0.0446809358910177,-0.008317337296065893,0.059533315990449746,0.06211720602836628,0.0018503218193009748,0.05840555413419197,0.024414070071133383,0.03274437604800826
TNFSF18,0.03285633965440204,0.06781515227797204,-0.04013481217388812,,,,-0.02842128314476482,0.05957868136769829,0.04024611158840118,,,,0.025258927280056378,-0.046026195505652505,,,-0.016871924760449446,,-0.039745976659105786,-0.031899125188769674
IL36G,,,,,,,,,,,,-0.032321673601568686,,,,,,,,
RTN4,0.051339887731768966,0.01159519502503761,0.04951537660999197,0.0686035350731359,0.0024257876621358266,-0.0007072991492514323,0.03361255140869679,-0.05681253423480461,0.02022962630444035,-0.030925270084232986,-0.0147049459996242,-0.07730949664492275,-0.0710891334229546,-0.07136855597025378,-0.028271516166649857,-0.008870127706346164,-0.02246535347778173,0.062655493377592,-0.010493540595472375,-0.04029645305848923
HEBP1,0.04173135136204976,0.02664499037471869,-0.01662733944368852,0.004734960871570995,-0.003628817498507152,0.041140553710141976,-0.03086047287985258,0.019819226093208235,0.000726667136342014,-0.011525531083904535,-0.0017143932097990905,0.051179567574859,0.0994512155428964,-0.04642060470268854,0.02710198293068722,0.11181231185532521,-0.014368884877181106,0.0413290298769372,-0.00964434922674687,0.028715260579369007
WNT7B,0.0013787740990148345,-0.01289251844075944,0.033483739710921355,0.023393725512382946,0.0055255228301773545,0.009052735521299695,0.06652909609356294,0.011076880687577092,0.004909630795413278,-0.014776919660501583,,-0.03552524408302354,-0.03016055735747537,,-0.012733774574767787,0.01843861197189085,-0.03528055957729767,-0.004486235053618882,0.05738195171198796,0.15815293165920477
PTMA,-0.01165821363148973,-0.005403296832684119,0.0778588379466139,0.05605774828751068,0.04307947253517796,-0.006248713756245582,-0.02110636906758449,-0.06600247836369613,0.02139310596042086,-0.013712038448884443,0.03769141918689746,0.11495464969174857,0.03443971560561842,0.02852480088872691,-0.047473007370363356,-0.004379844881708347,0.07343097193593658,0.05501491502118893,-0.0680530914911361,-0.04280376661967307
FASLG,,,,,,,,,,,,,,,,,,,-0.0006857350513837814,
CEACAM1,,-0.007450102524476593,-0.0349054704049725,,-0.012133034838306399,0.032660843217321794,,-0.01168555449232234,-0.007147028428272121,,,,,0.08339600718515475,-0.011693430540720412,-0.009849141166155187,-0.024243194427979686,-0.019518783580820584,-0.02843352223392293,
PDAP1,-0.026914651840782556,0.01780644416472075,0.0116235214485322,-0.03552622518461166,-0.011452175114482575,0.03321271868573177,0.04092902471509344,0.07600917267419113,0.032202634779112504,-0.0025007769151471977,0.09042937847719525,0.07145741072765426,0.015741474832607134,0.06375798675112788,-0.021266089453269597,-0.05401432883700421,-0.003104627971179102,0.014426086298394794,0.028807877371883815,-0.03156806878666399
QDPR,-0.02707953290153853,0.02271225933279184,0.026075742311428993,0.03352785519003873,-0.012118470792400653,0.04094441631107077,-0.025953935980657383,-0.1504704704871521,-0.035034330833745894,0.037758956160648366,-0.034102143005239456,-0.04093311267343514,-0.07846006822155253,-0.013227490086547083,0.07672563896345612,0.08155903588129886,0.058110026534012114,0.021877641479680625,0.016286585027103027,0.04952571718573692
POMC,-0.024411668762785013,0.05243207068800206,-0.03353516135792142,,0.037315928277459456,-0.007524524286702784,-0.02322578148687705,-0.039133464394527126,0.03501182067060533,-0.009730360834000923,0.09721258157619654,-0.024581912767136574,0.023718892281772014,0.07511582047594943,0.1328602305045897,0.08541990777709818,0.05522279254763365,-0.00724489424368209,-0.009098930429648901,0.09588921961366711
CCL18,-0.0281640564092067,-0.006282872119161168,,,,,,,,,-0.004464275009854158,,,,-0.03318273181079237,0.005331756707688239,,-0.015272180236186428,,
CCL17,,,,,-0.01511943778437654,,,,-0.006960304386026467,0.027898660039952818,,0.03155248764943136,,,-0.03393623245151965,0.00930308679473249,-0.021569901018818956,,0.182662163992517,
VEGFD,-0.031732659648880064,0.06376308115213546,0.05943992588286877,,-0.029387587179601517,0.016371305223638808,,0.08538909716655703,0.005537804240395168,-0.013415704513349924,0.020788976515039036,-0.031644750143768476,,0.046092132068556155,,-0.022626573196633876,-0.022749588039597892,,,
TNFSF13,,0.024913236282099172,,,-0.018194695410896328,,-0.027562715636302124,,,,,,,,0.02255644287831163,0.0612197828654837,-0.02313092935599359,-0.0219182857629009,0.05496636558731321,-0.0014624097145924488
WNT5A,-0.05829601099133324,-0.01719931261543285,0.024763327062143143,0.07925142603782777,0.028206904864436767,0.019135263410837704,-0.016712115750698246,0.030395346948634685,-0.008885292870553023,-0.028373072522815828,0.016428657132873455,0.05238060426888344,0.04030277035917627,0.0032419209644741834,0.0445372425431884,-0.033131334766421196,-0.02069061010862196,-0.04025801832692896,-0.00267574860015913,-0.0007338642689228928
CXCL8,0.006639053577997574,-0.024468079176431737,-0.0019065584952941749,-0.05494268742880691,0.08147184337424208,-0.012306454521847327,0.026944557842472478,0.059516249612610934,0.02906561245820265,-0.012493287377056798,0.10380671902401457,0.02394638695912334,,0.06449882307705414,-0.0624119661600937,-0.16799465013722148,-0.03062455754010112,-0.06934417668318851,-0.012421312823511681,-0.035375058204078776
GRN,0.033922451739237004,-0.007222671218597442,0.015287217137054398,0.030256029128684442,-0.020070959092544298,-0.021134856502943916,-0.023310160157544377,0.04508097903315093,-0.014942170127866462,0.06120678201720661,-0.00755312778946404,0.015446577435861449,0.03509402477448457,0.04331382417001436,0.03645176048416226,-0.09907846001728995,-0.024895534734817308,-0.0460236738339382,0.11715133398015165,-0.03751461121200473
MIA,-0.047908089646015645,-0.017974662009238845,0.051199421648229486,-0.03552772403912151,-0.0218935481429749,0.03069217034702931,0.008553708109110277,-0.002918573667626468,-0.03822349769797557,-0.01525753856287236,,-0.003815579207286801,0.05918357492619963,-0.016942980808981586,0.1270706732699808,0.18304939083559238,-0.06567182595229477,-0.10443648364627522,0.008440870776616581,0.009813480283666997
COL4A4,0.058976696780270545,0.013974676568034536,0.016720812640999203,-0.041979304857477744,-0.025981498465747,0.027504903507217092,-0.02622470619570254,-0.01973488672140619,-0.007715400380017177,-0.02563145139383539,,0.02218801762870645,,-0.005653605477296373,0.030261339720654014,0.01923880998890247,-0.033226688915983,-0.029969671479895644,0.037350631307985674,0.06792709155130695
TAC1,0.06563299227919943,0.041164040170332414,-0.00018043488159167001,0.09700241520279868,0.01822055031081044,-0.014673762010972055,0.07949494602221682,-0.037092624237193755,0.031105188173719694,0.09427568950605424,-0.02720045489419524,-0.0745043433242695,,,,,,0.010722497816402445,0.061652064975512684,0.00031011248326637454
RARRES2,0.014902364953754242,0.01619529936968752,0.006097683165771329,-0.011426855334459965,-0.002188888605266688,0.006094177728609009,-0.04937872241636899,0.08077031325366338,-0.020835381279636637,0.028871730894101028,0.05931856849732962,0.08220978321029077,0.04989196321569575,-0.000376639314871661,5.1854760013793804e-05,-0.05575264441000852,0.05306432770301172,-0.01694628823364657,0.043326667822879285,0.06168811947348094
FGF7,0.07672718494930703,,0.047191425914186194,0.05620951240930008,0.007361573319629696,-0.017587064650478733,-0.010304250023506389,0.0931939020008199,0.036785123455692736,0.042523646672172906,-0.0557215010989337,0.12180373420023752,0.05642471386700407,-0.00021215083899635284,0.005708260817799249,0.073714089590253,-0.054392942967651806,0.008070234942853959,0.04561159078126244,0.02763123065506667
EFNA2,,,,,,,,,,,,,,,,-0.006193060087804906,,,,
HBEGF,0.042211084473745594,0.016901504608950634,0.008549561170053257,0.05350174324230193,0.003550311311465671,-0.0053356786076062205,-0.018141955619243477,0.03419963962826384,-0.03992941524495309,0.017546341114119783,0.09668610033003741,0.10409949014066164,0.047097536827224014,0.0917426263347301,0.07217848387274449,0.01668059905166365,-0.04476827417693963,-0.030265888073240564,0.0436617623840303,0.001994332581514969
CSF3,0.057802479918453026,,,0.008572102657104093,-0.031439829114504075,-0.011733182856842682,,0.018627977698952226,,,,,,,0.0324889236943019,-0.08955077124453703,,-0.027982842502903178,0.0674709104229717,-0.056409233676171365
PI3,0.039484705053825744,-0.03621010137113478,,-0.032026004157084856,0.03639471770685914,-0.0007963136139242717,,-0.026773214669849117,,,,,,,-0.0829064523764588,-0.20118989753278269,0.03674835903868707,-0.09418408376339119,-0.04237067206917081,0.029570523862181508
PCSK1N,0.02931115642074666,0.04749260831257591,-0.025649597754245055,0.025076799665305138,-0.0531477141700483,-0.0034742261199613086,-0.043051675699721986,0.004183113481586341,-0.0015008489338858245,-4.03304959056221e-05,-0.022347822458232094,-0.08948205965604204,0.025067185202730758,0.0185353219770464,-0.08135741935904632,0.06287210451038341,-0.07296898502614395,0.030701273729012532,0.03298581058186681,-0.0340699022771541
