,ZH8812bulk,ZH916T1
IGFL3,-0.018219037951443154,-0.022372722588570055
BMP1,0.010988875645528334,0.06908518647573043
NDP,0.025151658640649607,0.015552304596347322
TNFSF18,0.08957062338193726,0.03111835050129524
RTN4,0.020723935854326015,-0.04035149607579919
HEBP1,0.029750337481534425,0.04040866433116479
WNT7B,0.08546035566010658,-0.021946241792540882
PTMA,-0.010193459419908204,0.025028798459691803
FASLG,,-0.019403854668502207
CEACAM1,0.010398892902827543,-0.026997613863716144
PDAP1,0.02422255098282259,0.01177494512807385
QDPR,-0.05085816240206285,-0.0010638323386197278
POMC,0.02010731778075137,0.08298568456244677
CCL17,0.0187787216087038,0.07699267767149551
VEGFD,-0.025334476329425426,
TNFSF13,-0.006420527919119795,0.059851026527075454
WNT5A,0.0375147885820438,0.013763873154508853
CXCL8,-0.03410422759077497,0.0046761873932646535
GRN,0.06689292493713589,0.04742175516237999
MIA,0.08301564371288608,0.045749343824251616
COL4A4,-0.006797518283877283,-0.017172180022283618
TAC1,,-0.02312044514901728
RARRES2,-0.04257380781580737,-0.0238907667415637
FGF7,-0.05138018252776768,0.03208693333186798
HBEGF,0.03062540388306561,0.0283544180286816
CSF3,,-0.018516834630107587
PI3,-0.020409544069631597,-0.0188402491086818
PCSK1N,-0.03462755859319569,0.010162830425462677
NTS,,0.018119788984923998
SFRP1,-0.05399230807989215,0.0043005109585190745
MICA,-0.020520496489142063,0.047478880296140724
TG,,0.047307183304492094
ADA,0.013725321437015476,0.01674663035430379
LAMC3,0.05226757164162994,0.04764919768342499
CCL7,,-0.019403847768723094
NGF,,-0.051007830211342274
TNFSF15,,0.09554756063196539
HMGB1,0.035294834306133005,-0.05541347342354656
ITGB3BP,0.04587561914802601,-0.005595194544465394
AANAT,0.039703128474311594,-0.02053008012202638
RELN,0.06200921622861714,
IL15,0.0577521787725471,0.12175316567286368
BSG,0.02543264127731899,0.05012736495973006
ADAMTS3,0.04558509682214937,-0.006289106409809379
CD34,0.09108287305719345,0.0379264793139176
PLAT,-0.010757721896738837,0.051795458154025434
LTA,,-0.027630393886917886
CKLF,-0.06335974231299804,0.039413619392983934
CD24,-0.0450691192748185,0.017303337705200886
HSP90AA1,-0.028440149619440466,-0.06796551817428587
BMP4,0.013225172801608742,0.11112210443659729
SCGB3A1,,0.06506167035691804
IGFBP4,0.0223173240183274,0.05984183780441494
RSPO4,,0.010165589490495827
LEFTY2,0.042333027034232154,-0.005653476457718599
PF4,,0.03146611405008883
ANGPTL2,-0.03217234493383103,0.060703489547556284
LRIG2,-0.055963389059031775,0.03246001991325528
ICOSLG,-0.03501302593631627,0.04824828316274689
NPPC,-0.028188872896900245,
LYZ,-0.00292564817448464,-0.007975513875517959
EREG,,0.04020741420321508
SPTAN1,0.07153719638187166,-0.02673473986608409
LIPC,-0.019372260416015863,-0.0349352678299576
COL8A1,-0.012659545314697826,0.03075283665309702
GSTM2,-0.049807003972818314,0.08083466161173229
SPX,0.017117230953719854,-0.0024160749145977346
MFGE8,0.07539725028722809,0.13077426203319306
TGFA,-0.032135757231355117,0.0719787874074098
SLIT2,-0.016709873940985203,0.09286071276923266
PLTP,-0.026641884823574387,-0.006368956749688691
APOD,0.007754696074554332,-0.04477304273146811
B2M,-0.00600110049983612,-0.005298461394088238
OMG,-0.03265847203015733,0.05233476816037748
CXCL3,-0.020923835686889245,-0.0003660201611785531
CXCL10,-0.02818886983182441,0.04319847021733316
RSPO3,,0.022947006982888336
NCAN,-0.022021202856933687,0.0283586804882133
PRG4,,0.12735889882102067
ZG16B,,-0.024552696571155018
TGM2,0.06080110333144724,0.07463814325263614
VEGFC,-0.009099141715168235,-0.039023641369799876
WNT6,,0.013897151099526462
NRG4,0.024679967961480274,0.0017393866504652243
PMCH,,-0.0025285527844277015
COL9A1,0.021383819497024104,-0.014807587926639198
GDF11,-0.04429830947603514,0.0692897767409318
RAET1E,,0.035319468231817586
SORBS1,-0.03523167168120201,0.0045770909604451295
DLL1,0.07326593322349527,0.06825784454419159
TLN1,0.03468477543139971,0.08751213196421984
COL2A1,,0.115279863685361
SHH,-0.0026401649703042093,0.03398278306131411
PON2,-0.07747222984633671,-0.006560069675472101
ICAM5,,0.07478343718405067
HPX,0.1274250924558155,0.1292028207965943
SFRP2,-0.008357908173908213,0.07301170397153206
CD70,,-0.0029669211325178448
HP,-0.028383182218939432,-0.000544963180494626
CXCL2,-0.018380277454985265,0.03883646295092782
NPPB,,0.02263259162779453
CCK,0.02571569090611637,0.17148191114062042
SEMA6A,0.09883874537950063,-0.02279174866902426
IRAK4,0.04342827980949848,0.03317138167769588
GSTP1,-0.038610562885269914,-0.016664584553113516
VCAM1,-0.050908238995814474,0.08053154642027437
NXPH3,-0.015504066977233768,0.027875343555673646
MTMR4,0.059812230929706,0.04101211656626016
LAMC2,-0.021426749881880185,-0.004435742259654818
IL10,-0.020668157973858,0.0532312521467893
SEMA4D,-0.03645880807582988,0.02031702286401199
TRH,0.030180132215980444,0.014558166116850886
SEMA6D,-0.0034680934574170493,0.01762449624634302
CEL,0.034015175533669534,0.0064595193039296925
PDCD1LG2,0.03512751082314715,0.09942906654773977
SPINT1,-0.017566142587554127,0.03777718180334336
CTHRC1,0.018707725487201846,0.04533551985454661
PODXL,0.08682264389427773,0.029808355400351382
JAM3,-0.013745489263317704,-0.022260550760442855
TGFB2,-0.010050944734963822,-0.06061040665797792
COL18A1,0.06710797092139659,0.04310325337461166
NODAL,-0.0016082093602786639,0.02769839933575236
INHBB,0.03706531932330319,0.009245456416828108
LCN1,,0.1829375267879135
ARF4,-0.04201485712576553,0.058296607971632344
CXCL14,-0.022251894856601902,-0.019495335952926518
LIF,0.041938716767892584,-0.0075355342494490465
IL17B,,0.049395123571224095
MMP1,,0.07163384241047814
MATN1,0.025297556178432882,0.00491009450764553
ADAM28,-0.0007628639183042446,0.019217726339557536
TCN2,0.07459326498235226,0.050134584008062644
THPO,,0.04308384212197096
CUBN,0.04999862544510817,0.07333717036310591
TIMP3,0.0229290404114216,0.01708721293402292
PIGF,-0.02228525231641211,0.08724404649025991
CRH,-0.03653158052739155,-0.033549247078438794
BDNF,0.059149820207766525,0.03139962374520277
CCL5,0.058374116190503936,0.04496846912245202
GAD1,-0.035678066065771806,0.025585122926412046
COL14A1,0.05127356227463669,0.08580624905042072
HLA-A,0.00586980263740592,0.030965985083263165
FGF18,,-0.022372715898315583
ADM,0.006428283517325637,0.012760924097277448
CCL15,,0.022678229478426393
GNAI2,0.08106013644035286,0.015505011283912953
HDC,,0.06652817206971354
COL11A1,0.034352866169504774,-0.0594271142392581
