,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
EFEMP1,0.0225478156869313,0.01850117452641939,0.012362075915353822,0.01606354978213777,-0.014664935155649504,-0.013357764963780466,0.029534671288211356,0.12938084308321735,0.01328765114426949,-0.005805339947601682,-0.13669112391555518,0.02544016124731952,0.05125176769130079,-0.08177233997918819,0.03735183898135767,0.024459955596738688,0.0853791993697626,0.023001011948566272,-0.08770360057301993,-0.06150218603386228,-0.06890332925013333,-0.002211537842485036,0.022229486679705122
C1QTNF1,-0.058274411655994326,-0.015230397153078232,0.07502021219747575,0.007472592115645568,0.05205651206634955,-0.013971190999008459,0.012500100292478288,0.16805512605656678,-0.0032902555306344853,0.010500252912333582,-0.06431523101218299,0.09560316253120059,0.05713944811920415,0.01741545916840148,-0.0008594190029899422,-0.018548627535468848,-0.054544871800595335,0.012055705802144158,-0.07448382041206686,0.023467880391231346,0.07682817640053702,0.003323012561133467,-0.009767280627752275
ALB,-0.01720359335204619,0.09436886949648364,0.0038505526657580842,,0.050751394210029194,-0.006432910231541893,-0.04307724483432106,-0.03330714367038233,0.023918786607996487,0.038215623503521756,-0.07980897495670472,0.011999560554479203,0.052597803239359746,0.0022911391351003083,0.12766679428217076,-0.030301429442596665,-0.01087251700933039,-0.03760221330969972,-0.008586701756764523,-0.054688977440907255,0.10836139769453132,0.0005707634009736817,0.036602495050302566
CCL13,,,,,,,,,,,,-0.02725306449338682,,,,-0.03547114469586928,,,-0.04578709188729375,,,,
EFNA3,0.05943616615558112,0.011390266125516234,0.06988241728505473,0.1144687363739785,0.08000192675735576,-0.03433617466508722,0.00015779587135798887,-0.11488178944788321,0.03815341209600854,0.04585728887716427,0.034951973887188,0.024174914927774387,0.014737952280033008,-0.10889922881815091,0.026448873877053133,0.01827592647742067,0.0834416057231142,0.06776087163860756,0.11298536595944818,-0.05093896051868898,0.1595713769963315,0.020201579602385236,-0.0433525621436965
DRAXIN,0.05154674417488762,0.028814047134261594,0.054781928681533275,-0.025933982440181226,-0.025661415530173693,-0.08570768150577475,0.005528983821960599,0.14063649407250303,0.018804559689955674,-0.015555880361683986,0.0052204926998713815,-0.02922243581832682,0.08059885157329413,-0.1258427302931154,0.019906743682491186,-0.02115539727475602,-0.049966044086421794,0.012363455109549611,0.014288171723977077,-0.10963486895920076,0.014400695681549914,-0.012307894287496821,-0.04356318359582195
RAET1L,,-0.03361232846283803,,,,,,,,-0.018631667604597113,,,,,,,-0.024742738503756412,,-0.018243191561462486,,,,
NPTX2,0.07533483914975123,0.01785622319286367,0.017201260197963118,-0.002613370240796787,0.016666770006061996,0.01515235236778036,-0.03404562798116131,-0.18770825485252876,-0.011451882971260567,-0.02869870889800213,-0.06602754211320024,0.0149384874231545,0.0432719515596912,0.05696553120657763,,-0.005910364024995135,0.0723679173788593,0.03951731106851999,-0.08540537252426492,0.05314596328255111,-0.009594730319573988,-0.024509732177575374,0.11031392246365672
FGF11,0.015809868249162584,-0.060422716062046036,0.045943240220209014,-0.048689016427756734,0.03449054309020446,0.0008106272524040893,0.0187001117159142,0.141171988905095,0.011484891612517627,0.0005927747266840802,0.0018339365158315172,-0.037345010608245924,0.0393805208500508,-0.09727248418381777,-0.07352033286092466,0.004997585312941863,0.01294550826043709,0.03157046070636096,0.05346094547426978,-0.018237534824003494,0.18959838038862362,-0.02471507477849374,-0.03208513629098005
CD59,-0.06142070967092307,0.01957240753920412,-0.011207725808413505,0.06317943245634369,0.006608443882212353,-0.03275739994504088,-0.0659175696629447,-0.05344385302529722,0.04972517636320392,0.009219848712785883,-0.04811494809593714,-0.06971102432388661,-0.0647241917540724,0.10533682024939169,0.03866593346632106,0.041266245826620876,-0.04390052140696072,-0.010795879300843412,-0.10353503684963043,-0.0948111761314334,-0.1266542027502232,-0.01911427049408664,0.001971871744633172
COL9A2,-0.04327206664844494,0.01260273912087392,0.05131832215225417,0.025604784464653658,0.021062502744832057,0.03682540929643692,-0.001345314645163928,0.06457433890085908,0.03155506598855497,0.03167777916454618,0.002924374509060845,-0.013065089574466534,0.044504607013319965,0.012545942532389522,0.0997353850093569,0.06496437963771594,0.14499622840644988,-0.005386223559442638,0.03346865248864082,-0.015435019981271567,0.18883487370007576,0.0029433184220279095,-0.05334513987842568
DLL3,0.046671491866215345,-0.0014464788380726264,0.033975965492514935,-0.00866301572643512,-0.021257086939580547,0.02290545268805778,0.01846992391421136,0.06986987717404144,0.03519472420495457,0.03001860005047317,0.14294452272978606,0.06491520523511668,0.014040136161997037,0.015700953401678694,0.06620025304632461,0.062124531327114346,0.1339607086261135,-0.08314799183109298,0.13652756845104405,0.007361378690553855,0.1635112569701407,0.015669751914673867,0.08044533925113534
FGF5,,,,,,,,-0.0387431733415593,,,-0.021460196477362286,0.11677006262626664,,,,,,,,,-0.030088196948081094,-0.004942642408574432,
LIN7C,-0.0059825531211321736,0.05661737970414271,0.030022753324122332,0.043650365420907646,0.012885428370490512,0.040544965754876344,0.044336721723707964,0.04889686446207641,0.00991892762937281,0.0399326637683076,0.08198323083886294,0.1236016844330562,0.03807587951311561,-0.009085209348275,-0.0178050061694415,-0.02686031334782652,0.06592640237222655,0.03160317301665294,0.011972934266001795,-0.03569042391993901,0.024421601302902267,0.09257634027105538,-0.04167157866224757
GDF7,0.02114716861122978,0.004954392346997295,0.04653227633982264,,0.015462378381460811,,0.0480826655309047,-0.051907652802068195,0.031130329853223348,-0.017057209911336975,-0.03944717904342627,,,,,,-0.03258866631867094,0.1342015555458758,0.04933506474959079,,0.03986304160998598,0.018273931545262998,
PSPN,0.06696993612079205,-0.03809012428751287,0.006235286063689166,0.0025761629943407585,-0.026228164641095744,-0.05272358653860791,0.07642700898962539,-0.009804718884143936,-0.023505058258745763,0.04018225045977313,0.07510831783164186,0.015854701486799096,0.002058509874866773,-0.045421694136727205,0.07724783149641241,-0.04128460656811665,0.024805939442877265,0.10216519373207401,0.045477179101298275,-0.009270378568623637,0.0707888412753126,-0.03739795190445283,0.057481250382032126
ANGPT1,0.08269297973264601,-0.004938675836991207,0.04824024197236286,0.05785360536951325,-0.007461126097450613,0.05075284247602359,0.037775375872339256,0.13913635369153932,0.019941345642639118,0.025850186353993963,0.04976926895575409,-0.051712411413276545,0.014976571486199379,-0.07986748451096164,-0.05439264827188175,0.07708614070902131,0.04744163790050606,-0.005037597857715632,-0.023560261289491416,-0.002296400661017547,0.0648560557849125,0.010927749808492175,0.026287879767801402
PNOC,0.1304735955024236,0.002370234137754848,-0.02677906025840155,0.06902837922489159,-0.004295087118732001,-0.05050909603124499,-0.0013394887864564163,-0.1251615198645738,0.04041356892515944,0.05714632229906923,0.09595993998727081,-0.014299326628418221,-0.029335382972437558,,,,0.026669494549109687,,0.025577521331153943,-0.047759241848844315,0.05421886639640236,-0.0010625285441999107,-0.05280048090581337
L1CAM,0.07594685225532012,0.06485884428127102,0.019312054558770213,0.13478258366257456,0.09355992481741486,-0.006980207272930631,-0.03551375435433291,-0.08849451871360965,-0.02518974450946101,0.04998452018364059,0.07067145762689285,0.05892697862651045,-0.06175507431474782,-0.04600545156861435,-0.02213627424789719,0.020723090160576798,-0.05173256197815787,0.07411815019135169,0.07902601857408122,0.06573891474366143,-0.025407437299499985,0.006283671974603581,0.026147515136704047
APOA1,-0.02171382356832495,0.026861676109998494,0.15319354107913746,-0.007721664527887086,0.031134131987106507,-0.03060350252791195,0.0473971827874041,-0.009761952980631384,-0.01050447021397548,0.06976824596159584,0.015830777702495833,0.02847829079133505,0.07636018226619444,-0.002093934594009471,0.06630448256778033,0.06272720661737119,0.06284077812089583,-0.007437475191271537,-0.011363631117831235,,0.08969816592035082,-0.03125335019606736,-0.027997924608380024
PSEN1,0.08918473204889614,0.025160338728040292,0.042561520099272526,0.008487871982959848,0.04778639292041807,-0.0006871558953085064,0.03500993933555075,0.01590834905226681,0.004985824298033619,0.02519209749710509,-0.030019225188123288,-0.025160282434945325,0.095067479837067,-0.04637627101205299,0.015436802194877908,-0.02149385164815301,0.11356574942492487,0.011347369881969771,0.002860727056108634,0.09907211206975386,-0.046770612892584315,0.001716432399954156,-0.007328584152215802
CALM2,0.10001254219465841,0.01031933076863054,-0.027768130978849948,0.030535078292459092,-0.04436754537915874,0.04782088322372225,-0.04591412629931143,-0.22226456684032256,0.004103247594348565,0.04849801227502448,0.16286029508590444,0.014158497761502346,-0.04559052611144131,0.12853389478582783,0.03904440938782274,0.04719158364716468,0.12621552767181654,-0.007585341907352137,0.10492960502508565,-0.027429272033384793,0.1389068426244916,0.10194050556805677,0.00894014693924148
CLEC2B,-0.016396737251099164,-0.0036919569825505827,-0.02015074657280575,-0.013053846654241792,0.05304369776135765,-0.008736484866318416,0.06756614011465205,0.1778201141344042,0.012213559126068549,-0.03235905222492802,-0.07289109469520581,-0.013459254739600824,0.00379780128933235,-0.025350003114998788,-0.03263686395635919,0.0010924150262408045,-0.024207816060916758,0.06011566829597183,-0.0066295525331002665,-0.009396009506165991,0.047992280355023946,-0.020805265657151364,0.040325052076072496
NTNG1,0.10075667878817322,7.027465673508355e-05,0.014008409833116391,,0.04453734140165318,0.06222458812916631,0.0279187896419394,-0.019512098947928345,-0.04489687244344456,-0.020788063138928704,-0.028737872391638775,-0.006958039299161183,-0.0411852493724173,-0.0678110840658474,-0.04389860192569781,0.029478786110092327,0.0939550814552041,0.04415872067145552,0.06239032909941627,-0.03462080966661024,0.123543274855539,-0.031556170493499534,-0.025853860678937784
LRIG1,-0.09828759030898263,0.07035944762255954,0.03708928081449548,0.09057446357000563,-0.01930448967331038,0.109384876746872,-0.025304443808379175,0.11395654158526687,0.03832972473280358,-0.04970028905018393,-0.07566007516813235,-0.039885171928922304,0.05165420018722298,0.053912275122881416,-0.007861143408178386,0.03719477945530088,0.08525049206817813,0.009307216843754245,-0.0006804986574251479,0.09322967439294387,0.1384034093568415,-0.01881928680986063,0.010251074219035266
CPAMD8,,0.04114345298585492,,,0.1147378440911889,-0.002068789865073844,-0.02769586337657206,0.0024221569285878225,0.02267170839829006,0.006187187601081928,0.03146132981149265,,-0.049955818687022466,,-0.056591759248031635,,0.08340170914997981,0.014253107082958127,,-0.03285610150461101,-0.011850712547372844,0.07011744093804848,0.06568802025673148
GHRL,,0.017668432058629793,0.0157133844019174,,-0.003762496003057495,-0.06324965026950785,0.06768270493651972,0.08495242808455947,0.05353318759039829,-0.015555880361683986,0.022834195796281653,,0.11358756078737871,-0.04246197661090703,-0.03098303182931074,,,0.06960175851374738,0.04616369820141265,,-0.008963729085243805,-0.030557108956063325,
NPY,0.03652566645177072,0.01867934430264812,0.003274401823050584,-0.016190049610994888,-0.0020111846899957837,0.011011392723032821,-0.04528489571559322,-0.08587485864005551,0.0037151581729227452,0.058541328156802006,0.02782589363668035,,0.014305763653497642,-0.0021201694637230147,,0.003036161155902743,0.015889848286257207,0.017144844042939932,-0.020905396726421586,-0.05459412109946568,-0.04871246753126042,0.021390752378116083,-0.007328730602807334
MMP2,0.038487271268614676,0.022007912772319015,-0.022336599011558624,0.09833920012116992,0.00743333140500892,0.0036233524408783124,0.04552671986160261,0.16682481754485562,0.01194845267178798,-0.04497338789589555,-0.053642002147926755,-0.014258300455366508,0.036445019202793215,0.1612439547711027,0.025638404669070913,0.03875996744803189,0.08967332978514563,-0.05952972465857006,0.02204854703540479,-0.029122065674039237,-0.014026768529141162,0.016737963069327136,0.0922947390320634
LHB,,,,,0.12590880739734522,,,,,,,,,,,,,,,,,,
PPY,,0.08142807392839829,,,0.02536070406699133,,,,0.017533959534074897,,,-0.013226239491141576,,,,0.01342759685882592,0.02562892762770989,,-0.045805176702495065,,-0.006433059176306797,0.02898335383735054,
ALKAL2,0.05394360148346861,-0.03361045063072973,-0.0023706322398057487,,0.0031396447060889738,,0.05417549888743184,0.034629871359071224,0.021552052212341983,0.01016903763965149,-0.05987252873175731,0.09187149179092177,0.0405244462417516,-0.05456973053421512,,-0.013797817099110179,0.04346806230215318,0.015235462782600477,0.09300038038915943,,-0.07534761424143362,0.02067625788965633,-0.050974910476901766
CSF1,-0.04656462295762762,0.08965385744824261,0.03351757835721603,0.03917845288355381,-0.032926532739002604,-0.0362427335062712,0.002793909303507589,0.09153592556347336,0.017630487082048826,-0.05649014746737192,0.0057860869413077,0.021116035977026524,0.05976484173170068,0.07975072012686041,0.041443737344531606,0.006452567408188205,-0.06804562795735901,0.016118944969473543,-0.022943515230380136,-0.024911486761857685,0.07043074423926862,-0.004574706247749665,-0.03834796825911884
SEMA4C,0.006061761970873999,0.03746954237323825,0.008187327669511774,0.07203462349824362,-0.017027149350170377,0.03527512194241214,0.05859849365747708,0.053805684177541654,0.001188468056506951,-0.006381763008897617,0.06546123503735296,-0.013410680234869583,0.015580800437549058,0.11591899472669602,0.019082403558115985,-0.05223968227309508,0.06724801208818336,-0.0011007911198773067,-0.032789763193691916,0.07069691417804376,0.024402058315751655,-0.020639222398286847,-0.009312177958466566
BMP8A,,,,,,,,,,,,,,,,,,,,,-0.007568899749665944,,
ICAM2,-0.05456307532756831,0.01939960564101093,-0.011575725069514986,0.08041905423714073,5.3862618622011913e-05,0.008281147077664204,0.020991144565363454,0.0882301363705683,-0.002306865795692499,-0.0068325139337106055,0.031352158518920765,0.005526327646674044,-0.010179644575598163,0.07251580694743247,0.004819806761406709,0.0050521584174887035,0.051347642953531406,0.07683905707251033,-0.03426761107464578,-0.04980645256686279,-0.059344747945527555,-0.0008131969499713327,0.024319885656799312
SYTL3,-0.03536943223593714,-0.03967535915537029,0.043597336304598104,0.04538268962268504,0.05740136857157151,0.032851312900486256,0.02957219436093755,0.05796933912648492,0.00711529815224303,-0.011070937410551806,-0.061064167131603196,-0.01800819617314418,0.044392092022395996,-0.07746351901269097,0.056935311495751914,-0.025691675726697002,0.07566224864220043,-0.0019921949095503227,-0.012410701113621008,-0.014103405259249554,0.054246739117479105,-0.00016757652156166745,
IL1A,-0.0007305201299548956,0.04320934818333415,0.04632707175274552,-0.044485539042233326,-0.047124783817698704,0.05159334366366681,0.06233361703539506,0.1302314530049528,-0.009385110099367676,0.012067846270699213,-0.05293513714941142,,0.052812375874965935,-0.0016396878869287194,0.07373457224506721,-0.05141911173394432,0.023281548685202446,-0.02200934988903435,0.029907330570720057,0.0010646630350093667,0.0695896015882778,-0.01705857735093339,-0.05387596428538453
HLA-G,-0.0008778318580867771,0.03694834637706724,,,-0.0023668166599583075,,-0.0332348359511785,,,,,,,-0.02559242467606963,0.15042941069503143,0.08064886036562476,0.015340669171928374,,0.004989055931585251,,,,
PGF,-0.062354139580766584,0.01679919898556386,-0.008254002546810578,-0.008587280169788599,-0.04129410198402134,0.0311361339839149,0.03857055844928061,0.12871247149667703,0.031223971083742186,-0.02812776393036226,-0.058653031044770126,0.01648083771761823,0.026864116284053483,0.07821777005716617,-0.08022352473976416,0.02763272418298605,0.11451324078437276,0.02002893269820013,-0.022630599965984793,0.15704971149404945,-0.03851897642638901,0.015976319005879487,-0.04834012429786326
LGALS8,-0.011519926414807678,0.08619042383159885,-0.023703423211695357,0.0493305726573398,-0.026508865964264352,-0.073218078805794,0.04303888795253985,0.07075956492179984,-0.027450771107964192,0.02086930280807574,0.11369787193925876,0.04015640617704261,0.02958262958373111,-0.11335491677824205,0.010342296595272598,0.006693252389180822,-0.03774516374301525,0.00019600039834104282,0.03597511706146805,0.044853438597412615,0.031735422030804046,0.017599386630157678,-0.06389288613802126
DKK3,0.003645574169144686,0.014922264972434643,-0.04235256001561155,0.06607508434760816,-0.033126112583576825,-0.019337176881230617,-0.053527131153377615,-0.15665470959176442,-0.019730607343564886,0.027144168559141736,0.1658409967980567,-0.05322627103112495,-0.05203837469580624,0.04624961711115786,-0.05093492911316278,0.08728402851312407,0.05698503194481862,-0.04397018182061958,-0.01639496619422758,0.062349642506334894,0.0911837459771346,0.0650325865823279,0.06168187181623632
COL16A1,-0.03776780027390817,-0.006413027880869469,0.029703118390015992,0.11009284854162993,-0.0012416694778371704,0.11627561270269372,0.012704655271188666,0.016047870817126355,0.017541670921285828,0.0281911834794477,0.034556329709020575,0.007212165353550071,0.1304083212558894,0.0813068731593061,0.03476334210229547,-0.017073663706460487,0.09390707041845406,0.02970858020480324,-0.017117282841683665,-0.03299562918514858,0.052926469126484715,0.01858258626900696,-0.0009994118387538866
TPH1,-0.03250042754030997,0.027862212895318053,,0.024008477225864,0.034352086303599226,-0.023513470264018305,0.010158335095772708,0.08096075498275816,0.02965708090781265,,,,0.0025653316034687044,0.014201892859754296,0.07942084149393974,-0.03136545407740858,0.03374105171490734,-0.023076475429303016,-0.017715251039859638,,0.013663603959943248,0.007864392631463704,-0.02677523081320848
TNC,-0.04927130919762614,0.020394814629218612,0.07184583402789717,0.07668323443293966,0.044070232994473685,-0.02366597485261717,0.01905779506020483,0.22177757411210935,-0.008090688088849897,0.030144310339792278,-0.0530089673277166,-0.06898745421423254,0.063591388988213,-0.15872017521400153,-0.01009888673646915,-0.05080928390414742,-0.07023556971498905,0.044891206124214884,-0.06801019153586257,0.011168323292718847,-0.02799393024094114,-0.052348864198104486,0.04206518067953315
TNFSF9,0.08294139023123477,0.00611563950763446,0.03448277063269106,-0.03174848360088628,0.02635923716666391,-0.002840400559547314,-0.010058530082515563,-0.026707297957940978,-0.025965447661153072,0.039082570310152255,0.0016436096042680174,0.018180801490034496,-0.009834574602225267,,-0.048220044500688515,-0.03330392359246231,0.007251910088175143,-0.0339396412766758,-0.0026801102057023816,0.10952721837945449,0.0250279799663795,0.03011738157288323,-0.057706074718310275
C4A,,,-0.026984017504873045,,-0.028084776631432676,,,,0.03604033185490215,,0.017002574721393823,-0.015684641998372884,0.0022471501505582814,-0.05615512921008538,,-0.01764401195908206,,-0.02611426841236718,0.0005641643798158284,0.05057856493653537,0.1398124373555937,,
CNTN2,0.04425710528553406,0.04345279626891683,0.051186744515378996,-0.00474670801976941,-0.0445177035072708,0.06633311413539776,0.00039286499827714843,-0.02135847895142596,-0.020510362251310407,-0.009049793294033352,-0.0777908254730647,-0.016607533587111478,0.024535817459992795,0.0008390469996280924,0.0636813053531808,0.021945834658755017,0.13562362698686178,0.037037444844710256,0.04217807302341468,-0.06691322163078033,0.0038487619141006004,0.04889474919577275,-0.07045568973245528
F7,,-0.02647408034165891,,,,,-0.03058601575665927,-0.035048393839839646,,,,0.03944771143085146,,,,-0.010336669998871477,,,-0.02375535361180554,,,0.018311710978867173,
LUM,-0.05043264228916206,0.02405309780582664,0.0018270393462264528,0.07521392623382318,-0.013388675079649902,-0.032145923254842924,0.011110600352914002,0.1794074281368522,0.04413960112656129,0.00223787276068036,-0.08932596925114075,0.0484386772226836,0.011318296432029702,0.09100879646606241,0.15161880781036607,0.0475886653712228,0.020649622346490377,0.0699052657165811,-0.014640853732479791,-0.046405681472968446,-0.14058754028602144,-0.017407692140232904,
BTC,,0.010546579820867647,-0.042225194781686924,,0.00377713230501434,0.014723431197497451,,,,0.019684407431966474,-0.03147457499957199,,,,-0.023630062103792912,0.025851167241327955,0.042668050021632306,-0.022407027843845094,0.01009634105039045,,0.12201832385930228,0.028503608652814757,
APOC1,0.12161222588273682,-0.003979991236632824,-0.009310822175194569,0.03588483919820143,0.03794610354587987,-0.07575134475952236,0.03283278713879599,0.2099745427474759,0.0022853888182447863,-0.04555149795780298,-0.1454697135919435,-0.026565774698154042,-0.0033992217934989866,0.09623176268254735,0.060931076482593396,0.06394951519993161,0.10914437648727884,0.010836225573298401,0.02172000089783468,-0.06558350769728818,0.1448318365539653,-0.00956848170475791,-0.015729102068900033
PKM,0.0420881344476227,0.002737583554435937,-0.05851962162875211,0.026991701108241947,0.07819798056510285,-0.028668009019482653,-0.0071197157608184885,0.14554188375562457,-0.028669544396546096,0.034149054327021366,0.11395258900251394,-0.006303559603819309,0.09169686849521651,-0.15610729375758398,-0.024930735979423427,-0.021033801622958245,-0.07601842830051328,-0.012360043486412068,-0.0487008764587773,-0.0006063199058882623,-0.012489184659384471,-0.032343263551186566,-0.013100469165898564
TNF,0.10317264552120406,-0.007353022746600735,0.021618552165587165,,-0.0049925844470660305,0.022469015866332383,-0.039320530719310416,0.011720660591351744,-0.03816894017314358,0.003495168454690683,-0.050204526294159696,-0.0012356150856959183,0.05318916759501764,0.05772442499203614,0.05321439641752717,-0.034938268097976774,0.01636346638547941,,,,0.046973983630026854,-0.033347674193281523,-0.019877088290616064
GNAS,0.08495937750075044,-0.02335273441322551,-0.01951046336637478,-0.07784008754285222,0.02785799805383194,0.0027349672012554464,-0.04892809389954144,-0.1150946045740233,0.02101346396064184,-0.010096933376312579,0.16815844464365054,-0.008643385699745442,0.07884803712201303,-0.10008176244171818,0.025147618406885838,-0.006366787237280284,-0.009113096775622068,0.029581478750537103,0.02691516845995818,-0.004614240397983621,0.04078038080997658,0.026608252505724406,-0.019435497171495487
BMP8B,0.006037113747029644,0.09890036344915354,-0.012169070041358126,-0.005376087520002077,-0.03627291835745826,0.01359747336792301,0.09337914783626326,0.009761380076265603,0.020531878650311405,-0.015100688826248947,-0.04251406083750346,0.12718422904831408,0.05888190340263589,-0.02542559910803735,0.02379777996865211,0.05063623362969354,0.0546915633491104,-0.015682372231058887,-0.040631478661810425,-0.09940364280062577,-0.05504916703093364,0.008647190397374629,-0.013167831107647625
LIPH,0.0077140091384494,0.038581066157913964,,-0.018831855309216612,-0.035579726334570336,,,,0.0078028968021608925,,,,,-0.0239092956131506,,0.05036794642963409,0.06721472465086092,,0.05162390577603456,,0.14087631242545542,-0.03402540666572294,
CCL28,0.0238351345617201,-0.05341880516187162,,,,,0.06644992404761937,,0.007788349797662166,-0.01786092625777502,0.12086272337416021,,0.0230440960889895,0.005447797093584353,,,,-0.0180511864060652,,,-0.03436720562745009,-0.009036172978313958,
PTPN11,0.09059516072311873,6.50369443986437e-05,0.038554325967781,0.05739999944324546,0.030243645036672494,-0.017729733529517094,-0.015296380835070048,0.06382558400525153,-0.0009094349855964856,0.040321968660333496,0.0016942363067817686,-0.022508994346265226,0.06775055520867959,0.005654784720956564,-0.05282415863913262,-0.016433016772464844,-0.07172132878304811,-0.05086068558352171,-0.031142590188768776,0.05532915823353715,-0.006203981257852154,0.036779059464165605,0.047211837571043413
ADAM12,-0.09869795184362175,0.01573096950961089,-0.011443163548865046,0.008019667408324247,-0.04059411653428749,0.05894972146120119,0.026435345950221,0.10988541190179184,-0.012684628753711681,-0.00047671880910064716,-0.04544133818415833,0.03310604376020225,0.020629460490382494,0.03032033131744151,0.02880810562554839,-0.017049051467203438,0.026686459996083756,0.08649642370942215,-0.01873756308594681,-0.016997963682008305,-0.1304678226254767,-0.03146230362972242,
EPO,-0.011668259543836554,-0.01594636969899649,,,-0.020648842039900896,0.041048330905360975,,,-0.027736875572259713,,,-0.013001501370184122,-0.04036096241511357,,-0.053939529825191464,0.009828001324322584,-0.05053477708399766,,0.059236836189868684,,0.14414544340280136,,
EDN3,-0.0042494976363508605,0.061027071294236256,0.012346840148701677,-0.04112123819089258,0.03972212006710536,0.006987551902749573,0.00029244481528729183,0.0079753645444782,0.0504318715698212,-0.04380842959368047,0.11666131531464938,,0.09054735743692689,,,0.011778353706796004,0.040061715705606835,0.1137369354402036,-0.010009932557188373,,-0.03994478061072086,0.06549182868032803,-0.043975983093100676
CCL22,,,-0.02353420698352638,,,,,,0.06099909466568897,,,,,,,-0.02361294776765588,0.03392521935956107,-0.022407028835493364,-0.030648046845391744,-0.020972743858200936,0.0026193734993977123,,
CCL2,-0.103770171939649,-0.007669015263759885,-0.07074446117645329,0.013230676984763233,-0.03029566142564374,-0.03884226956323876,-0.05478591431363173,0.0609418418655544,0.031999497311352244,-0.01639744415467657,-0.1317935932981936,0.024113163588290087,0.00601689111214618,-0.06926920923542788,0.13359226710643785,-0.018750175359819446,-0.020042117594253523,0.000935330593496006,0.060910313139897115,0.015349634318928884,-0.035038900356314275,-0.06806064645940424,0.035076210462096226
DSCAM,0.05681734347517408,0.015085297044796645,0.08889969039041934,0.020122495107308663,-0.00207295458110531,0.05321335667709332,0.06599376615127737,0.10886422085772571,-0.00901495103636439,0.031364733012507,0.09344899812787479,-0.019128130466431713,0.03091941582300718,0.02076434989432552,-0.003355750210205258,0.043501163943590604,0.1205642495014746,-0.02709305299624089,0.04395540418973469,-0.06138936389409527,0.0927527705341629,-0.03551086353286367,-0.03200676178149535
GPHA2,,0.04168381582066076,,,,,,,,,,,,,,,,,,,,,
ANG,-0.04496314594049107,0.025578720319104464,0.06562477828631406,-0.00775150451715409,0.030030777334503163,-0.009387311808169362,0.06621218919216812,0.1047279435919067,-0.08523454906176918,-0.0037525628645428345,-0.054471741097300526,-0.04527230178291216,0.05217991213277087,-0.062357581718316554,0.018424426087875465,-0.012459438246008401,0.055526401292541494,0.0159428339374835,0.01916997928366218,0.08468621926292594,0.06639294321917354,0.0703224941730959,
FBLN2,-0.050895411234516165,-0.017973150927122705,-0.03315646490053777,0.016667782192418,0.03185040082705333,-0.023125845147649805,0.04699790523232282,0.048187040407964225,-0.0031381079483073443,-0.012154768556544971,0.009788437314241803,0.06727772796906643,-0.029837407946987308,-0.02567182785929472,,0.0847153794754487,0.08374142237913101,0.03887281179697051,-0.0016104872810314853,-0.07219921445344928,0.01674909352093545,0.010536649103974003,-0.02739274830875834
VTN,0.05257714635494223,0.004719210228411188,,-0.027195597317128374,0.006065183391069652,0.012237820142561095,-0.023337513824013598,-0.02318426675635174,0.0031289752110878724,-0.02381696303476797,,,0.05786524956617681,-0.041517868746050124,0.03209431447812333,-0.013097913868358419,-0.018202876636834998,,-0.019993902262203714,,0.018084476183118484,0.00592329784289047,
VEGFA,-0.04154381612384589,-0.007776198461613579,-0.01134292556127929,-0.04093031618941072,0.09246613889780907,-0.017949132710471827,0.0517199293798989,0.14775858936175842,-0.04128685940672511,0.06698170872263007,0.03085403820089296,0.0189587582461047,0.11721694221392259,-0.21798376490489288,-0.08361447563628323,-0.03988387491665535,-0.12065731457508867,0.032639551475568095,-0.018690703262202388,0.012258675051218224,-0.01841370559022771,-0.06099726958300424,-0.006152921583090214
F10,,,0.05276952786840766,,,0.046898818191034856,0.028775334308729077,0.015931168166880973,-0.030412884575139854,0.012098122388184186,0.1345855108843167,0.05504166121415356,,,0.06122276460420089,,-0.008234989400558373,0.03195291301777124,0.036827198216299824,-0.04501652938747818,0.007514289335169191,0.04092030374474422,
SERPINA1,-0.03935423023824577,0.043306816940356915,-0.012970880717738442,0.009398507601682536,0.04454694345454757,-0.0011818036175698123,0.010853495059438048,0.13929081082183856,0.029273384945440215,-0.004330325517225234,-0.12469137517418678,-0.01225324586420638,0.0334222701987142,-0.009343902873978373,-0.051982652471458154,-0.017091122899775418,-0.044969494170835136,-0.010193800709562325,-0.07331697881646844,-0.025678752866607008,-0.044120499219902035,0.0009250550790391558,-0.0698623302892446
VWF,-0.03608783501256255,0.037349341988722515,-0.003159469515815381,0.10240292560376416,-0.03486172649067578,-0.017768941997548353,0.0020569294671340705,0.16891161559793968,0.07753378454394502,-0.026259074106911376,-0.026268718195499197,-0.037350466555306105,-0.014535960063074687,0.04244972244623466,0.032994428139451505,0.0734656757895325,0.04303155675993746,0.05905813352690881,-0.048330539070274486,0.0580501963259483,-0.08205314615786749,0.039294020299719894,0.02055423261807144
GDNF,,0.03218987515116572,,-0.06206018541439557,0.021031998280037604,,0.028769516133213022,,,,,-0.043201867365256455,0.023835151569769165,,-0.017636101090191265,-0.02544023296978136,-0.005741684930279553,,-0.0023526070509434895,,,,0.12019080333145724
