,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,0.04518360668627112,,,,,,-0.017996417338518606,,-0.016190494013136058,,
BMP1,0.05019929639455643,0.005492217534748174,0.035399352790377925,-0.020776031474069274,0.07145202909699064,0.026384226565533193,-0.009601244398342278,0.09733197512860031,-0.020705957557638512,0.1877142916444405,0.12315882582365394,0.017391237476147275,0.006071920607535069,0.05603213874799688,0.04712609291423272,-0.028117073936047766
NDP,0.05379267771424472,0.01390955853022391,0.0038421280715555555,-0.007739325003930913,-0.01670483523162898,0.07754785566323165,0.04529826814779434,-0.013083323266702081,-0.04421413294935,0.10296296894137541,0.13584792703378007,-0.00012493946927129052,-0.008733946598142505,0.05896018371762678,0.05836502301694572,0.02294621891477961
TNFSF18,-0.02072417630942392,-0.040184140950790606,,,,-0.019648796080275553,-0.0243370205892347,-0.03882462039845871,,,,-0.018559387545793886,,-0.027310468836951214,0.05596648573115731,
RTN4,0.04247120068387507,0.04476361217942714,0.0029366707779010055,-0.053740687606770206,-0.025595102855083946,-0.08466810132144548,0.04347795404124438,0.0008713806827280208,0.041953147040831966,-0.07922284906724546,0.020364428890784762,-0.05299520398609612,-0.03457021900987243,0.03791061434259741,-0.061233743635531,0.0015074264864588793
HEBP1,0.1097193848897804,-0.001311759166669041,-0.044627161659010185,0.023304888718509064,-0.025412935022711098,0.061324535326767224,0.027366635504386762,0.001981196817169733,0.02996972772151415,0.04457997793196777,0.11788343067230583,0.023419803823035906,0.028558604430447825,-0.020250620443200983,0.04563202325528035,-0.01324909705359574
WNT7B,-0.04837045787961797,-0.04614970106911978,-0.03528709797501621,0.04158620329161596,0.06579297265118346,-0.026015812479665987,-0.0444437564829657,,-0.0361309316903565,-0.024061331137000562,0.03341874924070222,0.09048966072792258,-0.03429026465159751,-0.03455724470668798,0.048212399814564266,0.06849742441244804
PTMA,-0.04721418226095765,0.026417329322941864,-0.04401588433259585,0.025234868696458645,0.04159506168701059,-0.023033795661859383,-0.005463353171501705,-0.14278772610395402,-0.009921666197507948,-0.08438443799316551,-0.029989712119483824,0.003410141295660551,0.021498508136399218,0.019263297396340234,-0.03816923429111655,0.008174589225320106
FASLG,,,,,,,,,,,,,,0.04453313676423635,,
CEACAM1,,-0.025576104440785064,,0.04255407152025465,-0.014751751009891588,0.09765929954348784,0.11397519488837092,0.01081530226829245,0.05369440430928741,-0.008203058624067745,0.07340525041305182,0.05412664673630859,0.0424159054259542,-0.019537394427478694,,
PDAP1,0.01868626742772759,-0.010215700570488418,0.002758926801279757,-0.012726020494959425,-0.010840523971249485,0.08777275854508608,0.06405274444770372,0.05588146801950802,0.026113691148684087,-0.0010675035192930361,0.010425233973366735,-0.03839622054617405,0.0010053862003524712,-0.012359181244053469,0.03716654979566408,0.034175120610382984
QDPR,0.00864274700881741,0.05033319012704441,0.010547580844564943,0.01160280396287267,0.003407196322313478,-0.026335065408649765,-0.0009833676784284826,0.050620419193872494,-0.00168605587160869,0.00228566362413965,-0.011398183510994525,-0.03495732816444771,0.0016318982811695348,-0.02360817246899641,-0.00032195676273943485,-0.10197557677115789
POMC,-0.03913070346130598,-0.011548076277785632,,0.08819659535991708,-0.022457476660752918,-0.033330715315683955,-0.008277051710632324,0.08869855459907917,0.01844747233813596,-0.04292453461859705,0.022894251185599526,-0.04685320304778849,0.0031656561367155635,0.03010810392171639,-0.08300981324863618,0.0640540893438765
CCL18,0.03379655260877153,0.011659463374559498,,,,,,,0.13431213395867558,0.06202720452314452,0.04823183431848768,,-0.034878212879206456,,,
CCL17,,,,-0.027181151959275337,,,0.018863209914297026,,,0.24977056629118724,0.04809192207519851,-0.023727236697445496,,-0.012727504812080574,,
VEGFD,0.14742560246074293,0.011644174975576753,,0.0031241428632302597,-0.033681702387752414,-0.022166780852855266,0.010472650499357477,-0.06549633008392595,,,0.002302236436281678,-0.025024911320361252,,,,
TNFSF13,,-0.024085269385544325,,0.1321625513484246,,,,,,-0.03944191722344652,0.014944666240640041,-0.02544439287796052,0.0351854750170923,0.020151521234912782,-0.03772015789812501,
WNT5A,0.0630583622054009,0.03118336927094421,-0.056161226833486816,-0.01057214021703599,-0.0008620129449984193,0.09573452155824137,0.02065328621917191,0.014298315194913397,-0.002350678266316421,0.10928349919062111,0.09715725821233676,-0.01497985168822105,0.007065367360655759,0.016372308674677705,0.008954144941350729,0.028150844863484504
CXCL8,0.007886493055169697,-0.0004272340779293229,-0.004442992001161641,0.09540910482534243,0.03853054612736205,0.13019326976498297,-0.0007701768180210501,0.01769149198119079,-0.040449549605836015,0.18061753384889886,0.0938676077202692,-0.033687503937758205,-0.02269046202872723,-0.056046982271678404,-0.05079659001736442,-0.013020498673588517
GRN,0.07602546875951074,-0.006081935077615816,-0.014456490572554017,0.02882636194542795,0.0360114153037313,0.04442629289064156,0.033898298631937565,0.14169496238161,0.06083880181718405,0.13451112131325427,0.07525783438718081,0.04108156108370177,0.017331327523509524,0.0154792600558834,-0.01571710743406391,0.05760592035985229
MIA,-0.03541335723721399,-0.03333739353776582,0.011947473683668176,0.05244136039839583,0.010012580261772335,0.01543386718584354,-0.039037462724308525,0.03444251427821331,-0.006163854337233261,-0.05491513390443356,-0.11314793075452802,0.04247767197695799,0.03724421270390864,0.020592526266086583,0.03641224090484231,
COL4A4,0.004009100947634666,0.056953436256663506,-0.035783948955539886,-0.05583596358842889,0.04601919229535289,-0.013038937065020805,0.023076519325677673,-0.05128491635559614,-0.029046461872769113,0.03289279507423472,-0.05810316337285439,-0.0072771032252119915,0.054756996887201786,-0.014765969408586092,0.019625645766701113,
TAC1,0.03828141858135745,0.06527704391268595,-0.05036237994526872,-0.03457842117983373,-0.03170294408604166,-0.06588863574366255,0.020925822614744453,,,,,,-0.03926566781578627,-0.01673159926264165,-0.021423951485391696,0.010556761281916707
RARRES2,0.012526843617521197,0.02269287841486591,0.052176007284973014,-0.037657040555698955,0.039251716143647766,0.13084633806971405,0.10272234940810052,0.017223520500159798,0.01228567453635244,0.24510349819905913,0.1678553216761749,0.005445540773391166,-0.01839828248658023,0.001767418237362891,0.038272101255678086,0.04369794506336024
FGF7,0.0056219783940523885,,-0.003073526256278771,0.09908360446454478,-0.010408626780494073,-0.014093220366225647,0.034212316543346596,0.0690335610419469,0.048931057041378345,-0.06909760000348746,-0.060221936205525003,0.03723114061547234,-0.007261173943702287,-0.05251245228069002,0.04142350775822929,0.04060453464834127
EFNA2,,,,,,,,,,,0.017973320892061002,,,,,
HBEGF,0.010599128110835182,-0.030242005453500143,0.017383213933970475,0.06102138091132367,0.05233998258649635,0.004879085828694909,-0.00839555004404154,0.040341048422779836,-0.0614107186492814,0.06442516554111599,0.0339304266163616,-0.019625785575258507,-0.06517393618200022,-0.019654922591837452,0.03166170652759569,0.03031602968124204
CSF3,0.006841113051401928,,0.14675699248703947,0.10335104836120494,0.04795518579033694,0.09760105095287804,,,,0.23284050517445393,0.1764570994155339,,-0.008457381585585079,0.04763618265281272,0.08305067705321374,
PI3,0.042556510179760774,-0.03357756868104203,0.04913788816247546,0.07070381313731607,0.034074959065991686,0.1347552195903683,,,,0.1739566874308761,0.16112425418190554,-0.02016015739935837,0.015007470407116625,-0.014553714043576239,0.02392169912140997,
PCSK1N,0.01637682740941329,0.07108045046887129,0.0418162417845899,-0.018135648471652874,-0.000797863455331121,-0.016626445457978607,0.02638255466442882,0.056309338866829706,-0.029045950357032505,-0.12332877373541117,-0.13328149024554353,-0.009018767397952787,0.041205986700430595,0.04863034448418161,-0.10207326365942192,0.06160158535447063
NTS,,,,,0.03709109967862617,-0.01695564613734254,0.020002450937057176,,,-0.0467517771215685,-0.022759255475753495,,0.062335782864227,-0.019843719539572466,,
SFRP1,0.005142910743410918,0.056682109111385666,,-0.031385180286269354,-0.01881541180456202,0.018484942668513984,-0.019195469510652943,-0.09784096516664871,0.059812327516937346,0.05145680824657469,-0.052003066629145764,-0.05580926346057834,-0.009676735155343157,0.023050256443857595,0.04040158456605496,-0.030732701360738888
CXCL13,,,-0.018187379003910313,,0.023434035732970745,,,,,0.1431433298162398,0.054549435280339426,,0.006695035786256361,,0.03301726946452612,
MICA,0.03277414637641805,0.0016595275840552914,0.0475529207388181,-0.0066390708779308985,0.04210473742425808,-0.024579444806673446,0.07133058898384313,-0.05233422778436012,0.049616060664679114,0.06921495078704107,0.04620003921931942,0.054486139103805,-0.047395383505329784,-0.036799741117161215,0.03691383195387291,0.07093877508710249
TG,-0.025129160055026852,-0.01583388332861494,,-0.007728654288554667,0.13507822568075215,-0.016649263741076635,0.007302684955865549,0.10298580065994141,0.02136836301237066,-0.006174014087659735,-0.04646387340665502,,-0.026853394660930993,-0.026132749246423257,-0.02709464557188975,
ADA,-0.03716192246841163,-0.006891564384748774,0.0749996859080042,-0.0006086242624807042,0.0450753968494371,0.07421628822962045,-0.026358167676087518,0.05875753265752702,-0.04725199659670569,0.03386281078889695,0.03658363265630675,0.030279375846602053,0.028588475259272782,0.0127024877304163,-0.01898630207138623,0.08836076469557548
LAMC3,0.0035136291192623976,0.020754573605936546,-0.03549786592467945,0.0593714957830585,0.0035815389255641167,0.03817578623300705,0.01423776932163107,0.026434330064609463,0.01930523426107965,0.012115481655896237,0.033901722216246814,0.044410932587794445,0.021323302399141368,0.025975896003342692,-0.01599555382390743,-0.057406554050706556
CCL7,,-0.0203016295501821,,0.02230006540070388,-0.027221701748135048,,,,,0.07295681946037488,,,,-0.014042004940954932,0.040199377914618126,
NGF,-0.018161511481207555,0.01879183694307313,,0.0642981889375831,-0.010315494975514358,,,0.005693949264292456,0.0065519665925406955,-0.009445544124711854,-0.006125399744389234,,0.022956657451495402,-0.04204133957390732,-0.006860572905675031,
TNFSF15,-0.022468056320750485,,,0.004242083319044499,-0.03738010172118121,,,0.004233047040239372,-0.012808671680536891,0.026001230767819815,,,-0.02026146502927658,0.022149126941016836,0.012922157526932296,
HMGB1,-0.052690805230355,-0.005009816684829856,0.04231166134674159,-0.048738701029795176,0.032390689525018335,0.04823972509532165,-0.026956544613131753,0.02607456110802454,0.03208716266470507,-0.057779606589910486,0.10059173163046434,0.019172570709637217,0.01248781780806112,0.02813318912787262,0.051596583124936306,0.025716165430619362
ITGB3BP,-0.01840858357455849,-0.017609220806403654,0.030424031063055006,-0.02984449502704022,0.005140757670788987,0.07166625964915527,0.0047600021423421695,0.0007277510213670256,0.032580405554017464,0.039380731316881,0.017559331744693207,0.023305680744450937,-0.0009796220242922259,0.009328777376917697,-0.005114556120519942,-0.06849173507861601
AANAT,0.07890535833058823,0.017909547766586008,,0.03321922165108714,0.014793169747573172,-0.012443413208359901,-0.007257707931219272,,-0.023928505596755214,0.02855093382131557,0.016780107278549426,-0.012378189825112391,,-0.014857026809722599,-0.02707723427968663,
RELN,-0.03131437349444324,-0.006112264165078548,-0.02820720399420515,0.0466327916276109,0.024811888431315203,-0.036512878599231045,-0.0006637487144985433,0.10362240727165525,,,,-0.021836150666925028,0.0063195931409716286,,0.03615987181881519,0.010630877434979813
IL15,-0.03193795422951714,0.04847640072823497,,0.07888393009098534,0.05412487639107009,0.1320234346033183,0.012288745590570358,0.09267337033008154,-0.040449655324323944,0.00763977236490175,0.056419016824220354,-0.036549885508786274,-0.04942394909583247,-0.06099674533151536,-0.0005414788795092138,
UTS2,,,,,,0.02388766195902731,,,,0.022583254048994566,,,,,,
BSG,-0.005020000692238159,-0.022322087194418257,-0.014825095026911617,-0.035188193779655555,0.028919938291017605,0.09068098390281147,-0.045007741407610866,0.037779618716584494,0.027083234839299468,0.17050777878259096,0.10904835438165163,0.03556504874593856,0.0123355895247269,0.08630993412245014,0.04372606869659504,0.016344141492880018
ADAMTS3,0.0073204410217763095,0.006197933452743296,,0.02199016805643317,0.040594222545623074,0.0987739893083682,-0.005455774567586914,,-0.028651949429266924,-0.05282696792484877,0.016120098985373865,-0.04547563093164928,-0.05403103199293101,0.011644815189456191,0.07239573601374943,
CD34,-0.01394814961506374,-0.005671948810794631,-0.04153135212748169,0.02056500153763986,0.08055766062760947,0.013511218550623755,0.014156233696076525,0.10258166197139067,0.04092301310151241,-0.05291776073487972,0.06725214807700415,0.01047340194379095,0.006150806652640904,0.018978694230603395,0.07091284863726942,0.022012953326379026
CCL23,,,,,,-0.014158628969276785,,,,,,,,,,
PLAT,0.006386229247008349,-0.04660046317759345,-0.02770772645207301,-0.04313902752845131,0.04655172070578791,0.0335915312633639,-0.015110483486502247,0.03439550001564549,0.11973080483994412,-0.12137572397604471,-0.13657067334142217,0.005588571952328546,0.025994793981293562,-0.006516366395185033,0.018370379959826783,0.04074597101940495
NTF3,,,,,,,,,,-0.015917904342395824,-0.018769243487177935,,0.0032057499380836866,,,
LTA,,,,0.006840463465383933,,,-0.015449875624823079,,,,,,,-0.019995319078210026,,
CKLF,-0.005157010085378195,-0.02040639871279586,-0.002996810978453978,-0.026876336429782963,0.030105745653653034,0.08639892793080103,0.033250556177120895,0.06698359484476839,0.05217883738277448,-0.021364268202242902,0.01610625763404575,0.011496619218681427,0.04067022291900834,0.0024223771607079572,0.034253341550764295,-0.10093786848026644
CD24,0.09314517953700836,0.019073645878441466,0.05806936909391472,0.029525784766357224,0.022610279303455112,0.002506734210938115,0.05944279747887577,-0.11691109651842589,-0.03864289493739408,-0.14200413138648801,-0.1092749038240336,-0.07254590700409085,0.04511228680329536,-0.022350255039412386,0.03796221550364873,0.0050862020279361575
HSP90AA1,-0.08852869191745255,0.023656640842718804,0.01517853837990687,0.051073550690853634,0.003065602250845145,-0.10547041749451785,0.08361467077562043,-0.09657866045114209,0.09102336786169025,0.06946449831524255,0.06781738287293818,0.02249569821106667,-0.03876367960869392,-0.02238494069488544,-0.06717877966987987,-0.015371432179881801
BMP4,-0.03930595338529104,-0.018769103922467605,-0.042652684913909805,0.009108599436538621,0.0402176156449437,0.047468688115225005,0.037294336361294575,-0.011151476519189858,-0.060008747350370234,0.017603000876079324,-0.03051873420013489,-0.041896949697810534,-0.008423492906721891,-0.02963519134996524,0.0583447990169052,
SCGB3A1,,-0.02030162752004627,-0.02677319795935737,,-0.011891651617955272,,,-0.041020467906627875,,-0.023993641967898986,-0.04417870024599123,,-0.042076669481559234,-0.0294423301251242,0.023599245999852858,
IGFBP4,0.0073234214761297095,6.874601941116608e-05,-0.04704477562091868,0.029109505818868474,0.1050005138038313,0.03016798628495925,-0.0005738805639493804,0.0664197756781842,0.07549818962278199,0.10093647699428537,0.10291224879949368,0.03632604943550202,0.016852314745320056,0.042621743744284804,-0.007994680880358608,-0.027643082451172883
RSPO4,-0.022186148261011628,,,0.034752593252161255,0.04623720322210165,,-0.03080445667676799,0.013020888407789907,,,,,0.023463613155539673,-0.026371732815348752,-0.005040556282630532,
