,UKF260,UKF266,UKF275,UKF296,UKF304,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.030937285991447575,-0.0405662395379961,0.07502165986041145,0.005709692463466331,-0.02381260234369673,0.016238711410348907,0.03459395232324179,-0.05207450429509064,0.13078943075972269
CXCL13,-0.021382123105449718,,,,,,-0.03382513137488415,,0.11481745158763998
MICA,-0.039861545184223766,-0.014204179390681367,-0.039030740771881255,0.0278128341665935,-0.0032818551431655052,-0.00888210826681053,-0.022061541489975186,0.024952465290761453,0.08124271329678387
TG,-0.012771940510089187,-0.015385185794210183,-0.002389752135683018,0.0007338641850740305,,,0.06902295813277763,0.0024321046907114494,-0.031227286766748855
ADA,-0.016866496925027553,-0.030056471713101506,0.021862026761879205,-0.0669141528801679,-0.054045610244565556,0.0024861044417373826,-0.03506074196818338,-0.07300669487504277,0.05935743457996966
LAMC3,0.00949454495445082,-0.028041583151377707,0.01940621199761582,0.032973733840248286,-0.022215498137980662,-0.021205071282768117,-0.04091753109885504,-0.11678235444232299,-0.02797542811259333
CCL7,-0.018909849456565167,,,,,,,-0.03772612445284721,-0.007333822000736578
NGF,0.023272175080980676,0.0856119566709214,,,-0.026439203318365155,,-0.03559960188407474,-0.029177348509689498,0.037648215521875375
TNFSF15,-0.039868008461128014,-0.017826673583836647,,,,,0.1296111052851403,0.007461571307680091,0.02660253896449983
HMGB1,-0.015149765502236063,-0.009871377606319906,-0.044887587455080535,-0.013494943379752879,-0.01392431863087073,-0.06384351000196162,-0.05852519383406818,0.03466025545459328,0.0037332031703640246
ITGB3BP,0.021429887599368275,-0.066549284669201,0.010157679284316793,0.01604386140612614,-0.019543782584805307,0.05847772946512354,0.005156569128171144,0.057930431349057586,0.02458950664816536
AANAT,-0.035923459959839296,,-0.016071669799719666,-0.043350718036958086,0.17125960832667309,-0.00675368401716734,,0.10390060888193894,-0.021331085229905813
RELN,0.035846123925876834,0.010092023219794967,-0.035384628946766944,0.030324695879008594,0.04353455806481612,0.09074382836021365,0.03147416361834968,,-0.028771349574165928
IL15,-0.042861631395790835,-0.012684738038398456,0.028056148125814355,0.0074931803519446985,-0.006715242637408461,-0.023237119156785963,0.03986065205711231,0.07808820441664643,0.035418770999057325
BSG,-0.04888555424472997,0.009802455788063047,-0.03527807309148177,0.010048702575700473,0.03159788284026338,0.051298614748767464,0.012934630025057247,-0.059183490367150544,0.020825954665487097
ADAMTS3,0.04414684164774409,-0.020431443444865225,-0.013879059635918598,0.009021111594144721,0.002047545452473443,-0.009426256250462698,-0.0014211710504678033,0.03909620670034937,0.05500277331450052
CD34,-0.013473026882650731,-0.016867291850807816,0.02998364135822423,-0.013418876101085775,-0.06682242874601568,0.005409269670515149,-0.02542753974456225,-0.06644230546937971,-0.048051501846182613
PLAT,0.07708013108200118,-0.048768559086365994,0.04030860867130041,-0.00720614600754998,-0.02509441049542856,0.11877474377943864,-0.011611116764870371,-0.055440198096812755,-0.05860002374053849
NTF3,,,,0.03934766163942153,,,0.03457753061733338,,
LTA,,,0.05679807481052879,,,,,0.023223043905651778,
CKLF,-0.04754184611369567,-0.07286432517757273,0.03647224622765116,-0.00985237836382641,-0.03337594775380883,-0.005203048347787717,0.006704398811625792,0.06108828925350569,-0.036446828909750345
CD24,-0.024529226948343377,-0.0339598934701771,0.0654076556897367,0.12126352109878581,-0.008788954002232131,-0.04292641310037822,0.10241675430994511,0.08718589323105216,0.042903442211979746
HSP90AA1,-0.03993528816725411,0.07521498145118496,0.06094866433549095,-0.03312075649550742,0.025949683012958864,0.03870792827427994,-0.0013509265849917075,-0.04989026116825631,-0.03391307345723036
BMP4,-0.024974979183766576,-0.05083098494909654,-0.04439738634892536,0.0009924032687353343,-0.026000568555630443,-0.017295492157669037,0.08483132735691375,0.03241481776305379,0.058984609062408065
SCGB3A1,-0.04278040607532117,-0.016192292452270534,,0.05922147919774131,-0.03138599659363794,,-0.026741159212998186,-0.02387528602684964,0.05167509052877844
IGFBP4,0.011563554227652028,0.003666500136335465,0.05624266823983925,-0.0654782669260664,-0.00478160744683996,0.026709333638501632,-0.060419798508956686,-0.13112155097474237,-0.022712638839716984
RSPO4,0.05692812929113498,,-0.018002662216282436,-0.004319505860090165,,,0.0025965595619254745,0.09728563565285747,-0.026897653531366618
LEFTY2,0.021649335374711632,-0.0249274695426327,0.09495835311047776,-0.026561072262674356,-0.026439203318365155,0.07589107699075597,-0.00934744122710767,-0.000560505671750349,0.04914835007552444
PF4,,,,,,,,-0.02339513560960783,-0.02107045400647798
ANGPTL2,0.015330444513871862,-0.08018018768772449,0.038481122793406056,0.05185482536488655,-0.06725863471632881,-0.021295603353898924,0.03968803350813673,-0.07656640767613514,0.03478388507919669
LRIG2,0.057039947072171596,0.001454013723651497,0.011947147907582709,-0.0035878059261058625,-0.05306304567468774,0.023865236674321465,-0.028502478713843597,0.058804779663432206,0.011209012734390952
ICOSLG,0.05574175732650542,-0.04242136414594739,0.0770541025636351,-0.058405826993369776,0.039227426827390124,0.006683484917975109,0.0018665491886656672,-0.001546976250897169,-0.0017486531364692254
WIF1,0.007753775337595995,0.06973462896223978,-0.013892228026962432,0.008842921383312413,0.04645944092701293,,-0.0167411402734486,,0.0996073764724645
NPPC,-0.05176486345051014,0.006485625000006094,-0.006133736756177849,0.03062268106358256,-0.027977014922589975,0.02293400717220034,-0.04796116890372589,,-0.005265818270757497
LYZ,0.009016691816531648,0.011305885978655844,0.025182987636105183,-0.003508889517981132,0.004451739048133382,-0.03975757041048854,-0.06762944758179426,-0.03762270235366662,-0.03756899350862413
EREG,0.04424793962157326,,,,-0.027198213665110427,,0.04731478179056246,0.03211699020858749,-0.024258334320833096
SPTAN1,0.057239429812330704,0.08078785297974826,0.06050352556073027,0.025779324162128303,0.006183603755625133,-0.01775985957563511,0.08333699371434425,0.13791875236492215,-0.0014383628919776156
PTH2,,,,,,,0.08477956726337921,,
LIPC,-0.013900387581819499,-0.0009916370393115957,-0.01608400433864074,,-0.026995119446913702,0.01698704886129164,,0.010393276015065631,0.013673058390033167
COL8A1,-0.014595710343741311,-0.03998113344237075,0.0061186619926368434,-0.03471727709250353,0.015326419298273032,0.017538502887933717,0.0028306753694542124,-0.10874609376397128,0.03568666414549897
GSTM2,0.012912380144193271,-0.010726654044566575,-0.00878553567501955,0.010551442948605478,0.10386337914349114,0.006950009947530386,0.03220940654617315,0.12958410851733304,-0.01734102567674558
SPX,0.025505450039310065,0.10293572002816245,-0.025370538132457796,0.023042170262985513,0.005179196772221619,0.007410245030265244,0.13738959575287985,0.3148283627230368,0.07785886468026287
MFGE8,-0.023617571171498628,0.030609508168492495,-0.028142017756765465,0.01918995575532446,0.024645038825514,0.0570068551163365,-0.014705272532408423,-0.05462562028612615,-0.04336376456912486
TGFA,0.0019440874020440894,0.04490542506829337,-0.013878097056095051,-0.002427760649046769,-0.032305942268766374,-0.01447802456004459,-0.0055054055560196545,0.06199270033599466,0.029998217914758235
SLIT2,-0.013878039455765462,0.030177206648326182,-0.017120694407223337,0.07119495456757415,0.11318396085284006,-0.031033180926225562,-0.0024270181105005614,-0.04753684592737767,0.0023479159299047156
PLTP,0.07503819167800643,-0.027538066567984847,0.02805755079942369,0.12454286637582539,-0.024596858438199504,0.07480105170685995,-0.10485206916171527,0.06896756139133459,-0.024946539620409085
APOD,-0.014701938180119957,-0.01811162960632956,-0.009050691512261457,-0.08182212592487334,-0.025808569742761554,-0.07486429320110913,-0.020179790499534337,-0.0663518672832256,-0.0106859704997096
B2M,0.03406105140085715,-0.10103295211271172,0.0975151176697229,0.06316522245993333,-0.019541813893230436,0.017077398489153104,-0.12272375003767874,-0.24099208381788642,-0.021473874414470028
OMG,0.027520525114521455,0.08332923958572314,0.02742671078008291,-0.043630611310534535,-0.03493324896308002,-0.0557722648005551,0.023437897572131543,0.23473941368118748,0.012048245512784116
CXCL3,0.029864975863676597,,0.045911129140150615,0.009169597357224175,-0.023921417401181668,0.051362184406263806,-0.05051889675537664,-0.04454177926897847,-0.011675019797611604
CXCL10,-0.05845315862403794,-0.0173385998701207,0.08573136020943889,0.06679064787987923,0.03366301039844128,0.012960641595528658,-0.024607685931609394,-0.007228812552573959,-0.04880453282155097
RSPO3,-0.03216576652555862,-0.02300395069420906,-0.027190299923819553,0.01320524308574576,-0.05841364066889395,,0.005866457411006401,0.005516289715815165,0.0021402266902647046
CORT,0.003949641647341021,-0.016137947606051483,-0.02959006280264261,0.040623498474986745,0.018374684487999678,,0.12258789185922708,,
NCAN,-0.021659670498078563,-0.0024346889452625323,-0.04750442348187717,0.023976197307252967,0.08880840093351201,0.10303618867784346,0.07181269347078174,0.11359505628089069,-0.0031523282000472537
PRG4,-0.034227222224903806,,-0.023006687633907563,,,,0.029848609736933138,-0.000318644352486119,-0.011996822976438207
ZG16B,,,-0.012299226678697234,,,,,-0.04773682506360667,-0.017975258249320794
TGM2,-0.04372739643276232,-0.022457101062476816,0.03950740020768317,0.05232521156649071,0.024074812048371613,-0.03383105516600788,-0.054038176489637275,-0.12722525278207125,-0.024516018641594597
VEGFC,0.054283285653598974,-0.02600386598844393,-0.016375877503784754,0.056190508165980646,-0.03073386301698753,0.06161481017369259,0.05449929436389246,-0.013797078327505635,0.1303915225515787
WNT6,0.00415485508238828,0.10205188630697912,0.015408965138455523,,,,0.04075983910457224,-0.04251616373810691,0.06405007877440745
NRG4,-0.024888620837933185,-0.015927419691412543,0.02428088510038618,0.0022469030605148784,0.014457983381381453,0.10014428903555977,-0.023781394922282786,0.044245937401648096,0.01036865773731032
PMCH,,,-0.01800266134745954,,,,-0.013692345318627303,-0.05387902060824051,-0.03577120024998388
COL9A1,0.03012874802574651,-0.06922095186475266,0.019043418959322246,-0.014884662757577237,-0.026821171024488468,-0.003213198890462418,0.06034832977131453,0.11334322951217528,0.01956623739225175
GDF11,0.0016514501241350955,-0.07145353079026757,0.07267083802355549,-0.05211675695477837,-0.04287052549324429,0.016327922833699122,0.013593463044127852,0.049077176366663575,-0.018361638977480794
RAET1E,,,,,,,,-0.0419979820388205,
IL24,,,,,,,,,0.0007785679192652773
SORBS1,0.10639210111867754,-0.04234115780529909,0.02514219674654276,0.04216677205631884,-0.0031543826178905467,0.035947657283021434,-0.03162023181159673,0.09438254322494835,0.046653377937598745
DLL1,0.024388392810247836,-0.024512364018954114,0.038034742723289085,0.019842367759369508,-0.016252491874093604,-0.017122349290178456,-0.013493263301946667,0.039161157027578226,-0.022879752131263954
TLN1,0.08275430478490464,-0.011420421512881859,0.04775256453789305,-0.034679297895107535,-0.009099594430961885,-0.001922042234914799,-0.07583759810019981,-0.11683087512921121,-0.02109793494689045
COL2A1,-0.030570101777864168,-0.014095401410633273,,,,,-0.028845131296093833,0.011642339642553585,-0.025165411702459433
SHH,-0.05044227646257353,-0.015385187438942993,0.05915828234403644,0.010517032465232608,,0.01169238584740395,0.032484885964658615,0.011941065565287323,0.02729997833237195
PON2,0.05970338341482449,0.011091663289797242,-0.06317417952488981,0.0018511572626727303,0.010404709675490464,0.09923670126272324,-0.07364291866131749,0.2493116303732238,0.09626508942762904
ICAM5,-0.06138690875177474,0.018954452322423657,-0.03996346462449112,0.012132493592937303,-0.029686427724828945,,0.012949502401292955,0.0004988889846959226,0.03965773628082816
HPX,0.0454645506055218,-0.013010633659930703,-0.0012592451342109637,0.021059169371301156,,-0.02266331215277645,-0.01755512958968831,0.11700678512322829,0.028558878860484773
SFRP2,,-0.030757097706390315,-0.006272772011037557,0.007285228848014937,0.003144723878182273,0.046447394753446586,-0.05718910098665871,0.05010769241440784,-0.012861467236593108
CFC1,,-0.004814880997658587,-0.015478693882526264,,-0.007322399589904704,,,,-0.024715600848163044
CD70,,,-0.02887318368067459,,,,0.008905571905574935,-0.011028849977602088,0.09832031890781844
HP,0.02704967633663925,,0.06382643747960197,0.003771845977726581,-0.02826908042095891,-0.005273822036144984,-0.019773641572363436,-0.03416217036280613,-0.00879997717561668
CXCL2,0.045507818496310054,-0.020108497559522393,0.03869293705457614,0.004030878221982887,-0.03360350299523084,0.049127808865454356,-0.03844097837571216,-0.020881431935479023,-0.021514624144366452
NPPB,,,-0.013553773861711214,,,,-0.020464625246338065,-0.03883550719014461,
CCK,-0.08999083929893786,0.08752135172609701,-0.04562267139423924,-0.049105639327709595,0.026539686079863994,-0.017388192024697616,0.05222959319113548,-0.001895633986931066,-0.0533412234217851
SEMA6A,0.08191598459105409,-0.08345410946760108,0.035769111032957386,-0.001156228115044981,-0.0745313749063407,0.043256962423357165,0.035960884097750605,0.15318639385308686,0.013416015281277945
IRAK4,-0.08285210994897547,-0.05001203835523232,0.03511210375167336,-0.017653900242271304,-0.009690208556924425,0.013391866935759684,-0.04235866791512154,0.13872725411847592,0.030055224879612166
GSTP1,-0.044285779820388414,-0.022798282507897248,0.0424980269810738,0.03153271807575234,0.010318363779595224,-0.07681991782780412,-0.035354573774702754,0.12317929161321976,0.023288507965202147
VCAM1,0.028413137337054667,-0.016480792112780678,0.0032012077575554656,0.014032828237436462,0.001495374700847814,0.01562518260755337,0.013298183833635872,0.17262372943688228,-0.008911309346484373
NXPH3,0.05295530121387886,-0.053030052323944615,-0.011708176133896164,0.034302824266308325,0.10753204554926793,0.029049987914368993,0.0436617058738073,0.2243894316743297,-0.06311319702942007
MTMR4,0.09248419498359868,0.022468045518717165,0.03787590882026184,-0.008230628823236127,0.033496526859898075,0.03822885333504082,0.09219720292490674,0.08237810414774872,0.0012362753852319568
LAMC2,,-0.017826671831769905,-0.0005369935772983165,,,0.011513773011622094,-0.013290556833826348,-0.009123770119398678,-0.026897668338452512
IL10,0.018640637197351817,,0.1230157217723955,,-0.020786893020294305,-0.005752349426222082,0.014763244032996777,0.056948190726629364,0.06989424548954783
SEMA4D,-0.009373237073953015,-0.027816055416059065,-0.020310001105975955,0.029838576518769727,0.018458513480449162,-0.07121067111755999,0.050847444395675,0.0901026376621793,0.06835197300471767
TRH,0.00909871060941167,-0.024387229986062846,0.0534183982187765,,0.13272419095812468,0.004373521526097445,0.011354113114143752,-0.04349837241932045,-0.015355679620396143
SEMA6D,-0.05106214132297957,-0.06754637555915582,-0.00967076703046596,0.04725246161019099,0.01919682989763054,0.05673110915636691,0.08233857869172356,0.14281286895249937,0.024843543948605253
CEL,0.000643004922606255,,,,,0.018256950766871668,0.026200573520479123,0.024194630221817184,-0.028736488985644466
PDCD1LG2,0.047385851289152625,-0.012518792196129284,-0.029122033883480246,0.04884339767866127,-0.017703374642670657,0.01577593679200824,-0.04772743617811547,0.08703102219421388,0.08412608228971016
SPINT1,-0.04613970061457484,0.006654902794100022,-0.029642693852795002,-0.01899555079892808,-0.029041927315786045,-0.052118512924062256,-0.004920362912620213,-0.014035427196653212,0.08826873936365948
CTHRC1,-0.015141005294729582,-0.055928502033155594,0.026146974595875228,-0.005264550266598882,-0.06774957528427626,0.012226843250636268,-0.02450746505251675,-0.08554455824077353,-0.003362534292519658
PODXL,0.033650602476045066,-0.06579630607670157,0.023649466591929593,-0.020410758694755806,0.003863891859471707,-0.02474163834708741,0.0312851473974409,-0.08670854252156696,0.01404511538681544
JAM3,0.09517638751915089,-0.05813382994149525,-0.03657346315670137,0.048551135712065555,-0.0801479662941603,0.009458741942678905,-0.012893689610916992,-0.10163320319252184,-0.030319913090570555
TGFB2,0.04151179571025655,0.020111927350417554,-0.04500030751361609,0.037861993859399486,0.02590097795296623,0.08245878818300026,0.09748426737462026,0.10617803877339867,0.05491508626835787
COL18A1,-0.027916087046505233,-0.07693467316296093,0.021471462476164875,-0.03971616738193301,-0.020923510098880996,0.010789673249509194,-0.03744640609517831,-0.1969366501509844,-0.03316648763163841
NODAL,-0.005773424452997472,-0.03503296988393355,,,,-0.02653233575742941,-0.015198748549665993,-0.024660205276214126,-0.05603218930612485
INHBB,0.010351996523487006,0.018084170271820268,0.023396401994024686,0.003661043693957957,0.07366489324843874,0.04606518948808231,-0.02237482660125235,0.1705644433291229,0.051225974468669465
LCN1,,,,,,,,-0.006995335768432834,-0.018866419485221303
ARF4,-0.0189905860490985,0.01645997946867434,0.02175272058197458,-0.03501008369053512,0.029526388397035138,0.020308750893706706,-0.019600014110059332,-0.07070972092650513,-0.01954181803515279
CXCL14,-0.0542175502700965,0.023364115177607434,-0.0037923018573067686,-0.02668608621009263,-0.01801911690109262,0.04793222545054625,-0.04149715948207984,0.01855635210590801,0.05362583229384558
LIF,-0.02043118202986535,-0.015793463761444786,-0.0039062476016945933,-0.03278380431161833,-0.02321802730455985,-0.03783298231669149,0.03572889928746282,-0.10327378109092271,0.01583417588128821
IL17B,,,,,,,-0.01890865549426227,0.007526158275698056,0.07102932096358393
MMP1,0.05841120223627326,,,,,,-0.013692344234277338,-0.09575669741681415,-0.03738329319838677
MATN1,,-0.01524686424801495,-0.013723998633196207,,,-0.02668288750656506,-0.019487399426553583,-0.015240988347402076,-0.019439228263208586
ADAM28,-0.02745592443298616,-0.04037172843798594,-0.018550690819559318,0.0031647817474226027,-0.042599733425654394,-0.05229800411747834,-0.045526520280697216,0.013286459228425097,0.03564528895227467
TCN2,0.01236061541330289,0.05970089712752461,0.04849818419261092,-0.015035625677774682,-0.07248431932057825,-0.05831027996098504,-0.026794152765286322,-0.0322790247103469,0.07232835406982421
THPO,,0.013924038847109311,0.021892638804617656,0.01594463906527177,0.14644112342991167,,-0.016904416388628798,0.08830538254441002,0.05956633987599459
CUBN,0.0966976721981224,-0.027123730996333785,0.051218723250784054,0.051870528509023205,0.04991326225650118,0.07325572155570155,0.09578666477736651,0.056360725650110556,0.055367112701589366
TIMP3,-0.017487735804675417,-0.04132386461068219,0.004978520958712688,-0.034073373248799554,-0.039059469753797676,0.04823614327989243,-0.04971560491503578,-0.10240002042478127,-0.029139071618675256
PIGF,0.07387850444282333,-0.060551589990540444,-0.020321089919790227,-0.023843853484138606,0.03170262263815737,0.029086810028008694,0.015936007314435376,0.09084443858557348,-0.0418716603739724
CRH,-0.0305701073869863,0.07262808351806917,-0.02160477739458251,-0.013193791440956365,-0.0323694146566907,0.03320288779946111,0.017480673252275956,0.066817560564626,0.003617833527176874
BDNF,-0.02006539819500967,-0.012270015414993068,-0.0032118608690370927,0.05831060102660153,0.16532587135686416,-0.05716831827921863,0.02667081005823666,-0.0659472810687948,-0.009154962416088234
CCL5,-0.06594774221269417,-0.01876872834619673,0.020765330148979078,0.001358782075904016,-0.013812402732854437,-0.03387190523570871,-0.03445365697676883,0.008210974626904803,-0.03654168619844479
GAD1,-0.028096636655502216,0.10136388419490867,0.023859233431810664,-0.09044241513518897,-0.01193781594402491,0.05712610000787687,0.07059558963692104,0.05796636858392247,0.050591527571653964
COL14A1,-0.004773254887232487,-0.019890685443114665,0.14908147021222193,0.04853629560147107,0.014292761591959878,0.024943563285059075,-0.02506521484719701,-0.08322296235462935,0.04180186047643254
HLA-A,-0.009053123899097933,-0.029804864442968242,0.0809323625182157,0.09968397722651128,-0.0170670743737665,0.0636571621877488,-0.05181772928882659,-0.20838942605544294,-0.015233735863805048
CD5L,,,,,-0.039378462577478957,,,,
FGF18,-0.022162421256379475,-0.017826669234957647,0.0038052887441101615,,,,-0.023661345153920457,-0.04349837590916074,-0.007240713138685684
ADM,0.01116721331354039,0.006580354754204681,-0.015489002243969823,0.00046716208467774276,-0.052065504974865846,-0.03637823739589499,-0.004110930416832835,0.023008927453895853,0.0439414858668027
CCL15,,,,0.05860076246601431,,,,-0.03772613804909493,
GNAI2,0.014467963447709528,-0.07907989704543517,0.040949989092002405,0.004436264470148619,0.039798482802187896,0.03124135094027363,-0.05689252605143514,-0.07303449241420806,0.03537363652846812
HDC,,,,0.0096807712707968,,,,0.20658018741269177,-0.019439219459366084
COL11A1,0.03914922520144393,-0.06348791248167363,-0.0076091045510562555,0.044928393391807965,-0.024338193452910932,0.0682359266861434,0.014706695268139768,-0.005805248640227369,0.010808836829275529
NUCB2,-0.0016369595229240748,-0.03376989797411092,-0.010570635164530781,-0.011797371127876134,0.002682872278890886,0.04431334517339587,-0.029537042132071395,-0.0012942425088060378,-0.037033524085219066
FGF16,,,,,,,,,-0.019154823694470375
CXCL1,-0.008620362316976922,,-0.013715980874806744,-0.050567459420190246,-0.053724452059089295,0.00034677134299661907,-0.039057715465898035,-0.04005435092256585,0.03380927997002376
VCAN,0.01886946197278247,-0.07580281137839713,0.025841893769729847,0.012075074046880113,0.009009976318163507,0.012526500791349229,-0.005654048006367292,-0.14026978604313015,-0.036806656458477575
MMP7,,-0.015793459328297784,-0.013553773787658444,-0.01373570651275911,-0.02317366068375787,,0.00699411162172964,-0.20400869423078172,-0.043648287833056076
PTPN6,0.07374073767360183,-0.007837693786620952,0.05223396408456302,-0.018261861631923233,-0.01878801145035914,0.01803242095470364,-0.03893600734632746,0.06196513144069467,0.04565968676987708
PTGS2,-0.004348295467653904,0.043927055662864624,-0.01933569566016165,0.07655753248460223,0.007109628482250361,-0.03298684476779456,-0.057015830954585386,-0.08376772851284535,0.019136801355500065
XCL1,0.018940000967720135,,0.028717841572087406,,-0.011684981727533171,,,,-0.03459561337106732
CD58,0.017835938822411388,-0.05734222612296385,0.04215344139469548,0.05618329338664242,-0.09531403310143144,-0.023147862790635004,-0.039520944694443345,-0.00013447501368596827,0.03111301199150613
TNFSF14,0.04962776050927633,,0.08646541357643299,0.04493831110039817,-0.023331178956771014,0.0313631051475056,-0.019771026484424612,-0.0024211030065740854,0.07658784854862999
CNTN4,-0.04763694366541826,0.056184795256392514,-0.00553872331665076,0.023889657799783998,0.017719668612002543,-0.033484959892078066,-0.012515387150679007,-0.050500803377898834,0.02512152771169479
INSL3,,,0.0016061455098023314,,,,-0.019771024574225107,-0.03520775806749978,
BTLA,-0.0006109453985167505,,,0.018579849967673194,,,,-0.041443103986131005,
MFNG,-0.0165908103607254,-0.05784663381551149,0.0226233581352227,0.02683342295549332,-0.0063151126445593645,-0.011884789229565151,-0.024086815707906654,0.028717605960694708,-0.04410250006138503
ICAM1,-0.017910551870727716,-0.045220782649796135,0.04239358426000728,-0.005840949743747823,0.00011242269568449351,0.00013564097558927077,-0.05780890543263733,0.03324553313592855,0.00027054220922276186
PROS1,0.03846288905466376,-0.009998530804169826,0.05256240976898409,-0.0339634068840802,-0.02756520869036519,0.05914408016629633,-0.05415052723980608,-0.06646571013478834,0.028953497867780814
CLCF1,-0.024385221819381322,-0.014681597587045582,0.08072631854139196,0.03252060780575177,-0.008698135003224979,0.07083740323399476,0.007943507034637682,-0.08521091422668947,0.06338127615331983
PSAP,0.05934660095200917,0.032052677983203756,0.03640571749196987,-0.041165709130077464,0.06349486516694004,0.06014474064160663,-0.0774911747817586,-0.026544761770593357,-0.07910089307349363
EFEMP1,0.05911185482641935,0.008804885484608857,0.10984174664568,0.033672002926633145,0.021378477996007214,0.037217042012028224,-0.014535779658462424,-0.11635818935002794,0.0673297882429336
C1QTNF1,-0.01918009421572494,-0.03257268121297272,0.027757255527633844,0.014330620276324103,0.04699363756093243,0.09667332973161567,-0.08160338891084494,-0.12628690039691082,0.0700113573024678
ALB,0.02054428224553579,-0.01510738117615164,-0.0170626887393962,0.06180788561000705,-0.040573520320165805,0.006646093073027302,0.09200780796699658,-0.028644456114003687,0.09773405866263958
