,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
FGF7,-0.033102460663373974,-0.0003393762823616337,,-0.003659923791946112,0.028061440000213038,0.012971841287447949,0.11716180136831464,0.011031245700268475,0.04619492574702469,-0.0345698903849745,-0.09876720196921288,-0.05592898453007967,0.09950910107052155,0.004035141491341911,0.06722892130386765,0.004826796025962096,0.04574281305148995,0.05105306573268708
EFNA2,,,,,,,,,,,,,,,0.04002910519855327,,,
HBEGF,0.013203093511461376,-0.01078391351940539,-0.03802815135973452,-0.043655146845315185,-0.09409878810380787,-0.006432709759480645,0.050549679523377564,-0.017754580983666904,0.038956650178080574,0.10264753679923606,-0.17289979136678915,0.08360719858855044,0.0003223299872853501,-0.046911157261472186,0.024022598760528275,0.03803670513228666,-0.0689783223576656,0.0429132531045245
CSF3,,-0.0172569033433361,,,-0.02310723754580371,-0.0619053920412522,,,,,,,,-0.05505623289454482,-0.021072190148757764,-0.018759475424644692,-0.014156526587088247,
PI3,,0.07225885075560506,-0.0024664722145867194,,-0.04471696893765223,-0.017358780502775995,,,,,0.06615946760047493,,,-0.1359835750944207,-0.05160035054037049,-0.042740906727946594,-0.030757429228843256,
PCSK1N,0.047796249760325836,0.030286537411108524,-0.0022172580843097135,0.0075915803153155745,0.09538022896796876,0.06024950639915684,0.06576148857475553,-0.010057300654031666,-0.00971970750868146,-0.05038302507954333,-0.03611795926766623,0.03558374406078317,0.0069765063502859,-0.041411916747927394,-0.03031941572472661,0.05033810190622285,0.06560810210072959,-0.00481411440112918
NTS,,,,,,-0.003146948441254018,-0.014971927708297948,-0.0029322359191422632,,,,,,-0.009199972614111637,-0.04418120115343604,0.041156907938031256,-0.001136487761622633,
SFRP1,-0.0020223401465362684,0.040196499569685226,0.03162751095537083,0.011444121110594884,,0.0041025380519593875,-0.03681664018609361,0.0977496446688907,-0.02415900107640035,-0.003926487863446462,0.02428737511550757,-0.0038206442552547043,-0.029559122662231742,-0.013002029265814423,-0.004065843180317836,0.036174984815069165,0.08285335503868238,0.06080720512858948
CXCL13,,,,0.03216803865229619,-0.01677858857112092,0.013894101398503514,,,,,,,,0.036771541933393194,-0.031187035680170068,0.004467703604406764,,
MICA,0.011603388830751706,-0.01990137117734118,0.03563332254734115,0.03041612593726736,-0.0036821892127916873,0.013854400936153276,0.05276210764522676,-0.05179969044839786,0.0964260645714965,0.015692675368589093,0.006988758074880595,0.03700651510306041,0.026021975666889723,0.014050567010995598,0.04107219970701122,-0.034998055243065644,-0.025750829207512312,0.007035403682971108
TG,0.032997573194003774,-0.03567281619576688,-0.013133009201205623,-0.00916079486819427,,0.018993643694988356,0.06779846843563377,-0.011046449792759776,-0.004173537283783111,-0.0359815998589225,-0.023408108057180098,0.004509928395282176,0.05177754730301979,0.06879612707009054,0.06507114415813955,0.03560279357340638,0.07936556433949803,
ADA,0.0675050899953129,-0.006409536878244276,-0.02385674648197414,0.09820439629115267,0.03191666706433928,-0.02135319059450484,-0.022589216959839807,-0.017940322819525484,0.06117662660094533,0.0815337841402712,0.13191296981787837,-0.04262231050156976,0.08381067555550054,0.09387951394345445,0.02923403982106803,0.029645480212516156,0.007938731422970805,0.04297389514636973
LAMC3,0.02673311737488182,-0.06577985088546529,-0.013959334619672534,-0.0246009030878896,-0.017989530135429584,0.013802494112631625,0.03170445801225729,-0.01999944695176982,-0.04769158156069982,0.09884137474699324,0.19326443361080037,-0.046440356732335784,-0.0690564318481443,0.06416757559615299,0.02440693743359538,-0.013604513249556669,0.010578529996515753,-0.009824240021181358
CCL7,,,-0.020301629728576034,,,0.033072584267149985,,,,,,,,-0.03810693342966597,,,-0.01483466760474846,
NGF,,-0.025781691846752604,-0.02454122447095436,,,-0.024229028309055854,-0.016491235217329196,,,,,-0.05064187215242275,0.04152030074588872,-0.013478049207252232,-0.03577687371536523,-0.0008914953459305366,-0.03377095941155559,
TNFSF15,,-0.03189517045739609,,,,-0.037273784183573404,-0.02002397497775775,,,0.07927523875080192,,0.04303397794744607,0.05136902579167894,0.024515880191048983,,0.019735487418372718,-0.017194969852519917,
HMGB1,0.006861743506156274,0.012378762359375468,-0.04204690835598986,0.08672692816289206,0.16897764445063074,-0.027965280105138345,0.006564316160613218,-0.023198785270327312,0.05532223895600407,-0.0036054059809197347,-0.01385441942972988,-0.11301862685056241,-0.022098588806991358,-0.003937785829237284,-0.02590898175943164,0.08875059334334282,0.021132484416181485,0.07192365492537377
ITGB3BP,0.010809154608748426,0.006160424025286146,0.002343673801958931,0.09133106514096466,0.02451768892984652,0.027465870195987573,0.02549303970133127,-0.00837576683904515,0.06700553229254243,0.03216652728894913,0.07264618531190484,0.04486282588288097,0.1095607584452926,0.01574420951599005,-0.004789101486878582,0.010547706325500757,-0.003794585453052882,0.0673682162419754
AANAT,,0.06202731738882704,0.027733176650877437,,,0.04986035540182296,,0.07777611028657118,0.006034231363837361,,0.04590714825906312,,-0.031074405291592312,0.06032846653998015,0.0035182599819638676,,-0.015695696963775808,
RELN,0.047171651335466525,-0.04445321242360458,-0.021624775235451952,0.009086476617782101,-0.005304589989563146,-0.0070479833076278284,0.028761115453371292,-0.014516488139938957,-0.020737465352108908,,,-0.012751537998665251,,,,-0.023272384253352676,,-0.01916533302280533
IL15,0.017737825530130178,-0.019916299410372408,0.0037665419158467448,0.025182544296059,,0.05903306979264568,-0.014248248608231776,-0.016767893349720737,-0.0321631691292297,0.008826271305199035,0.12594263066737643,-0.07279712081620732,0.028835805980458592,0.016863539076745156,0.010524929570006787,-0.003666697846885958,0.014748721222408492,
UTS2,,,,,,,,,,-0.03564753907930054,-0.04652135399451399,,,-0.02846854559890501,,,,
BSG,0.013973988972426507,0.01665623110927007,0.08982009309584563,0.024311977190740394,0.056747383637742586,0.0018683140708827975,0.009162566160597957,-0.042447200564391635,0.027898315553833108,0.09556910701703178,-0.047834018108672,0.01630616506505853,0.0645210425098254,0.03833630292502136,0.017346747166911643,-0.005288035846143557,0.018262881239266646,-0.0006330271317169575
ADAMTS3,0.019955243903931746,-0.0018974728720959294,-0.036851152050909115,-0.02294566583295717,,0.05376717479022305,0.04201029784199504,-0.033885724490201045,-0.03407536132066203,0.08271605287279032,0.03307435432311803,,0.0015883068493800835,-0.04207640644530611,-0.0023565174252716662,-0.022622696046689046,0.062168064583007776,
CD34,0.026146160520196086,-0.03807122274788517,0.019729744628235426,0.02221909237116301,-0.038314342599862335,-0.04315461184379742,0.006059633380503825,-0.02382388236789598,-0.0021325137327300207,0.03233201476287277,0.1986510654319739,-0.023944356995021565,0.021371724656609036,0.060893480855548396,0.07069276695996012,-0.038273208344031855,0.029678488458688847,-0.06327106079318005
CCL23,,,,,,,,,,0.06277713170061139,,,,,,,,
PLAT,0.03384237381723552,-0.003804661265384536,-0.026160712960911006,-0.005348199465629644,0.04103207722542719,0.004498128698849654,0.027039192072385587,-0.004347568542603625,0.06942858312157076,0.028213877197257493,0.164127458095306,-0.06813272681095495,-0.03451367384128223,0.03735219163121929,-0.04468282683159622,0.07106134669582724,0.05241350434622032,0.02675657512579734
NTF3,,,,,,,,0.03677752438995591,,,,,,0.033673449339522044,0.01251448375838253,-0.04330944901438783,,
LTA,,,,0.062076346740136686,,,,,0.008919876402427111,,,,,,,,-0.021124042714940044,
CKLF,-0.09610252579839947,-0.04402419865642632,0.0019354432941078908,0.0029719932644806596,0.009623644032491292,0.017153714475906422,-0.006926537109823276,-0.0890378455853106,0.05564703033747737,0.0808005455621146,0.06656267637992057,0.002000256359899716,0.06742808537363082,0.028695917111787483,0.08674305006377586,0.07160636557658603,0.02262048019423279,0.042707800361056966
CD24,0.02678526482773139,0.03376016515401841,0.005834888244327139,0.0854520891871074,-0.008221288107789708,0.05219974498878785,0.03225994854787037,-0.031582549284238405,0.013605075517771965,-0.028328545767692913,0.087209477116639,0.007300281896484122,0.10273825784012725,0.03153747377755566,0.041206242676514286,0.06827757960183141,-0.01428732013730321,-0.014676167256851369
HSP90AA1,0.03728437954232708,-0.12296235417154527,-0.0333910540477574,-0.010170164963824965,-0.07412744360421125,-0.023843310576958723,-0.0003640967732526111,-0.0022108426632410235,-0.10285673899242426,-0.05631835988772113,-0.23280718970348993,-0.1706592384608609,-0.1041293725978664,-0.1592104408800671,-0.07472099739166571,-0.0022285136498649562,0.050796395154540146,0.013681409191804798
BMP4,0.05590361634679107,0.02259983253547735,0.02027998584079471,-0.017906693663832535,0.019714133579033587,-0.042370305341969394,0.008300931776536584,-0.03926779937467968,-0.027406345435600176,0.048674366481143115,0.2066479282026582,-0.02170733137009231,0.0049779939221542046,0.07647569059232294,0.04460836216011896,-0.03632458747954767,0.020114052937621998,
SCGB3A1,,,-0.020301627698440187,,-0.024699351852548363,-0.020429954286898873,0.061833289188521066,-0.010740763990129862,-0.022443036848632223,-0.00011804543860730477,0.08057085522112341,-0.020478589009654997,,0.0723849856175549,-0.00041959963111412357,0.06383081228063885,0.08458803133506185,
IGFBP4,0.05872930239759625,0.03283475296957883,-0.004303470263529766,-0.04086924723116842,0.13787957864818454,0.0005051185071542228,-0.006166536994075533,-0.0025966353690831663,0.030707632588879687,0.007539070621404844,0.09058039532389818,-0.028889594192309784,-0.017320905917363738,-0.013744254032531872,-0.07582261954234795,-0.022229836839270503,0.006485443397118138,0.09356429193282968
RSPO4,,-0.012208501675519309,,-0.002668612540538504,,0.005969439772256252,,-0.010740762419050157,0.12064377052833784,,,0.051684176850418,,,,0.0003940304227754157,0.017246735930979144,
LEFTY2,0.034009843338846,0.008923510326076592,-0.03522789142323266,-0.017099634647076662,0.06982166876174756,-0.0034841820888566566,0.014857793328427146,-0.011777377354899133,0.016362429560104877,-0.11447339674172965,0.17349123214836262,,0.015386315873469444,0.07515051570430291,0.03995861582857733,0.017647929533789988,-0.04860652162734573,
PF4,,,-0.021059679849200395,0.07072120206648494,,,,,,,,,,,-0.0332387666527204,,-0.021124037826679872,
ANGPTL2,-0.0057182311504131765,0.036204580589373876,0.02228129855955755,0.009865164545750411,0.06552004458559865,0.05369079392561771,0.03085831991742099,0.026065564893117635,0.11991895534124065,0.04055678985393953,0.15740691433918905,0.08118149896459494,-0.04507953531972676,0.11124674115201233,0.03382497048376528,0.03142655536666673,0.030297309670445777,0.04550670967796198
LRIG2,0.05059593060369895,0.0929852578368479,0.049878598770650436,-0.055090993133898265,0.03922936576165284,0.04146522205324241,0.04960447173417805,-0.028897781970760355,0.033242721251495376,0.04661960123621575,0.018210348474675533,-0.06264411952211209,0.07871250379925303,0.03089140547066777,-0.0028062971628211755,0.03426302068630356,0.05287257366626255,-0.06190159550461959
ICOSLG,-0.03919326154019628,-0.04694947895667464,0.0051676401091784565,-0.04564430151722125,-0.021046336098179703,0.0033905391485524183,-0.01507579008821288,-0.020383961320953912,0.020788992562891205,0.05958587464767073,0.07862934253188848,-0.02848402019550493,0.01817931046138162,-0.01378689736624785,0.017910159311724683,0.01090849520536808,0.04155449701243833,0.11583742815100427
WIF1,,-0.012644726988066964,-0.008902706154272775,,-0.040052818703165995,-0.004047935834467681,-0.05949689805350963,-0.020211891048676198,-0.08495439576834188,,,,,,,-0.025048875015615278,,0.00011898502530542217
NPPC,0.08462173122797978,0.04107715478920499,0.046485518735032295,,-0.030987381421223967,0.007009324591688047,0.013949314750557927,-0.014927031269798417,-0.009796412568632668,0.0828784964126575,0.0016409569684639879,0.017122117786242588,-0.037208365370058866,0.04329450777518844,-0.017066654084335487,-0.01293515519716218,,-0.01651138624082924
LYZ,0.07568541820057322,-0.03343352425940225,-0.03878999366125277,-0.025787478464676224,-0.03115770114567923,-0.044170666592880395,0.0965466000544847,-0.008345798974724565,0.011663297975746506,-0.037019029977990635,0.05951456416868346,0.004437066986950502,0.02218121975264805,0.08524107215923753,0.03756004128219171,0.04050938043323554,-0.06457643108779043,0.0008572214399312516
EREG,,,,,0.005309545764398402,-0.01868615313151988,,,,,,,,0.020902674007250197,0.04393752659226292,-0.033561641004011114,-0.031902190215078736,
SPTAN1,0.03745981399658973,0.01941867998208074,0.01931419846524045,0.009862508103533547,0.07226264123653807,0.050585783104866236,0.021459593062758135,0.0423285912752269,-0.033470833576887835,-0.026259013763435195,0.13086432931577446,0.006849469241737291,0.04795738864159171,-0.018517160023271383,0.0032079914215716425,-0.02524010271758409,0.056769237084502225,0.009363048654697998
PTH2,,,,,,,,,,,,,,,,-0.016727111752308916,,
LIPC,0.1415305830479848,-0.00884419677927647,0.02713398152179638,-0.023126240779167383,,-0.0021227300470518426,-0.022095380149809718,,0.022107945037575714,0.0994218517619776,0.05889240443951795,-0.07815565867537144,0.02543163842508397,,,,-0.026708779213144046,
COL8A1,-0.0007146239316940815,-0.0554931005543989,-0.04343530253889539,-0.04574173833934428,-0.028849807792650124,0.07059535279846933,0.049003705397625504,-0.0365224114960221,0.03540518069346534,0.005960823688687151,0.06542132163947942,-0.002072322683682376,0.045876977459433706,0.11032716345857912,0.04513297571626389,-0.02541961742782404,-0.04966508645193327,
GSTM2,-0.010131926869985106,-0.01365186702450806,-0.017250704503317924,-0.0336702771485568,0.020030673379410512,-0.022941629216387895,0.04963313918789611,0.039478072127059234,0.038873025708947045,-0.03259964171402408,0.03952789902209527,0.006607105462722661,-0.005733859771211505,0.06597346630807527,-0.03284558882563238,-0.008628951723100613,0.016812133177700195,
IL4,,,,,,,,,,,-0.049967384567051555,,,,,,,
SPX,-0.022008568176270407,0.07290601224013331,-0.01588849351794374,-0.05166909358092378,,-0.01578367121346508,-0.021411711201436142,-0.011601456561941715,-0.04842132119648885,0.0054522015122418065,,,-0.008230806241406425,0.08675421037913746,0.05744437289500445,-0.029092059497197488,0.12374334759806485,0.1169989469721278
MFGE8,0.06248960444828344,-0.07050269041768596,-0.00534586775513992,0.025188583039727357,-0.07214066530480008,0.01118733415997392,-0.008835012285789309,-0.03394109619699287,0.002055136861386919,0.09793638827440095,0.14657436290109926,-0.1082699150691007,0.016842777257978336,0.002328034027729849,-0.00416811876075252,0.003068673746997928,0.008709190155968815,0.0718150379519633
TGFA,0.03532173987822712,0.03198419758464259,0.029351287219788143,-0.021735516764993208,0.038066952203305034,0.021577249163941457,0.010993814292832351,-0.002029173435417035,0.09836780220050906,0.1111493209275313,-0.11398564745838656,-0.017771486377325646,0.046187685272457216,-0.012576755241387003,0.00015551302535339565,0.014166191808552121,0.06057533640384392,-0.06720186422436321
SLIT2,0.03109308539591054,-0.04430127662946008,0.06966513786472506,-0.031264561229754906,0.0956190564895679,0.042220372498240726,-0.011289744529580224,-0.041089474627666114,-0.052458195509580266,0.07642534576116937,0.027893009688911848,-0.0026654974957228184,-0.04207937062510823,0.08018313113449806,0.05336321337874833,0.0008569928116879852,-0.021035024103380946,0.06197954765986134
PLTP,0.025540724418570866,0.08821333268550423,0.06322730281897498,0.04299726573181626,0.06614126888722247,0.028802810636310003,0.08483875874071582,0.0005925141522571888,-0.0005349245527877706,0.014706803534086923,0.06414314130953168,-0.05629298213432392,0.006883586384174912,-0.001071469324960715,0.01928530241896684,-0.018189051126006613,0.04021092951483543,-0.031559202132399385
APOD,-0.016558053090430527,-0.08061195861810745,0.02758745068590662,-0.02550621095934433,0.09746340153915341,-0.016503911887263818,-0.05050728999157634,-0.03356622670156565,0.0211794173891687,-0.06816131800382817,0.11232678738151415,-0.01228110769669864,-0.12000752583428025,0.1314864318752802,0.002128152191814499,0.03790242304424678,-0.009518003480762812,0.0288514696535038
B2M,0.07860809838208122,-0.04304679312460593,-0.07004642468107208,-0.09159811120617926,0.03699135639720293,0.006177013034400973,-0.036229812401669705,-0.018217153961480628,0.026000936941620582,-0.05614768301110449,0.15610345668565972,0.05562575649294204,-0.039286003971163004,0.06589789403682375,0.06479550223939107,0.028698700675978607,-0.02856591390021866,-0.01294236014577661
OMG,0.0119619871982719,0.07032302151681058,0.02723687062759928,-0.0656700076180769,0.05641648747577668,0.00802648416209829,-0.024877100505336643,0.02160019108771784,0.0016895601521001626,-0.032991280934234736,0.07528330707120572,-0.011635488173874975,-0.06931972965336217,0.09883436909821858,0.033811034056919334,0.026426687927119052,0.058933719702030284,-0.0012120868182451273
CXCL3,-0.014399707611699019,-0.075457692894037,-0.024535045668267665,0.03125864297316317,-0.043507747012677005,0.008477705475171581,,-0.011490345441598238,-0.023163308944499125,-0.028496933405032312,-0.05896074431830945,,,-0.11089927860863506,-0.010648219782637688,0.03567550307014016,-0.021316308362192716,
CXCL10,0.013835026809998601,-0.02705469370899502,0.009340066992907663,-0.03900630234279774,,0.01929945793115774,0.1900001539622825,-0.01745467572371266,-0.03680930108459892,-0.04075678032516875,0.043286562136970186,0.029975466667249644,-0.05018961224813455,-0.039350297412895516,0.09391746550182381,0.07484224269557693,-4.271980760362702e-05,
RSPO3,,,-0.027577181702414803,,-0.0003301034038077745,-0.036061851769566784,0.05330188906135238,-0.006893310049224726,-0.024205211417952427,,,,,0.03576409129303738,0.003452904753566083,0.009283707311617751,-0.015054286841112244,0.09826243219642154
CORT,-0.01788110506956008,-0.018240102946928776,-0.060201585076221156,-0.02744221590318385,0.02181270674960496,0.014735087439698539,-0.032780882685561695,-0.0068642503153284904,-0.027872246613930056,,,,,0.06923654238247888,0.06654822761150188,-0.01735484047977105,,0.15866673383820404
NCAN,0.06306146537392143,0.04590774811269466,-0.01361008531768769,0.006750200374978868,0.09043403487401278,-0.04226398133674171,0.01811435595230654,0.05462218144028998,0.06860226544686106,0.0329128232430152,0.07130990400162512,0.005749859662380807,0.0200252141503106,0.12719633560923263,-0.010051145849525182,0.016864203575968198,0.10202315787502832,-0.03344104750767836
PRG4,,-0.03552565612309705,0.02585445434692175,,-0.025836877464731813,0.025042536533123685,,,0.030594223299473262,,,,,0.0874293429127126,-0.043186369732345326,0.04543146968133222,-0.03410201687884989,
ZG16B,,,-0.004303038566082739,-0.0184901554173019,,,,,,,,,0.007215943833629795,,,,0.025807025553795125,
TGM2,0.046720165781238596,-0.04973454013048345,-0.009682086720759793,-0.012198355958229209,-0.0527393605259939,-0.006227170441410296,0.006694642571075606,-0.055498342278981115,-0.006143047997170774,0.02717225943494046,-0.005573803448406268,-0.08744007399882144,0.050468683241436704,0.00012986140494834436,-0.02289998386096373,-0.04787981200534505,0.010382439273818841,0.06613222948102909
VEGFC,0.11083062461642887,-0.03457857831255658,-0.0020040021728181105,-0.023742071602911783,-0.01841522112659556,0.014782382159343454,0.09895612393529657,0.0019326907265140904,0.017782121379671337,0.07029274082474875,-0.018137158246647748,0.2073940345670312,0.13297870248814406,0.03608108284003042,-0.028198045924406598,-0.037817195120712986,-0.021324357555198348,
WNT6,,0.023792553775894863,0.08448522469045393,0.1145035422185321,-0.012647322982482747,0.024630812887658966,-0.014614312875129968,,0.02933773403292447,,-0.06336204109243669,,0.05407706325268706,0.07461998331062125,0.020837279353485953,0.02772438348498864,-0.0226699316199459,
NRG4,,-0.032682189411563596,-0.018698513720202176,,-0.017320117220401058,-0.028965202044596534,-0.017890620583879614,0.02345356341627073,-0.014176217506307657,,,0.053157123914921674,,,,-0.02469070408162188,-0.01505428852833863,
PMCH,,,0.04303832688562587,,,,,,,,,,,0.104967444034514,0.047360004628015484,-0.020487125784430724,-0.019783774630799066,
COL9A1,0.03141649794858026,0.0635368854786917,0.005175116423976937,0.024530956612801236,0.008710226562344294,0.054518487449704056,0.08964148345135842,-0.022752301581856194,-0.03839266035648577,0.1172952945688067,0.12117152000557024,-0.05757326989778802,0.15984587022416802,0.09314490491563444,0.0843866632147836,-0.013011947540818304,0.09050585322164963,-0.017132166983177086
GDF11,0.04977700629533887,0.08070788330525751,-0.04363926360448177,0.02299920515723174,0.06070901170001579,-0.016608621664842227,0.009782370937782482,0.02291915435269941,0.03427400713057701,0.009102258453062782,0.014341207589763016,-0.030694993596995825,0.06358611412643066,-0.00014446588357146868,-0.037643152217477924,-0.01822953793666305,0.05854253526640801,0.08603039503558292
RAET1E,,,,,,,,,,,,,,,,,-0.01651444755198219,
IL24,,,,,,,,,,,,,,-0.0288784471641132,-0.032708791417653094,,,
SORBS1,-0.047540373513782666,0.04308914556782835,-0.058004564763735666,0.017962725809114313,0.003071740361016972,0.07683072270688175,0.012294297105819507,-0.021777546600369777,0.07468141510743598,-0.030356150049895333,0.11437426054521604,-0.06562261237931447,0.02307007624870746,0.013450984557795117,0.0904255563340352,-0.028804700047053784,-0.01554289111301114,-0.057535106373131285
DLL1,0.0980367483007739,0.03813886952232003,0.014985322693977858,0.07382156868700616,0.06340466478696143,0.021163606322226587,0.024355812270276913,-0.014798176949468856,0.038356153178573625,-0.023383936110244218,0.12517509321339534,0.09278499814998742,0.015165123584055097,0.07267649476776247,0.07027743701290072,-0.023718115238280834,-0.01639960809493466,0.02474727122433385
