,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.024448863658744845,,,,,,,,,,,,,0.044691794250767886,
BMP1,-0.008312830069094132,0.03402878541876012,0.0370845071162993,-0.04194792847877855,0.01417224016070186,-0.0036302445161346445,0.03255811283417349,0.09017762646893672,0.24378669915170392,-0.017426812146632074,0.027090464116083703,-0.06244502598832858,0.0728072177059485,-0.012026060303387985,0.05946765402225363,0.14389533352534017,-0.020152289518372744,0.09078117235997592,-0.03096085612138513,-0.008764969680311865,0.01423777000240805,0.061755458853115716,-0.008844200694696557
NDP,0.006730541510972176,0.029866047688058357,-0.004737831311325597,-0.02401840497626212,0.04071952120649538,-0.009383665674704647,-0.021198064097734733,0.010128391059281141,0.007304919880531007,-0.03435067498668019,0.023793755478676445,0.02296144666020898,0.04677491965461958,0.006720999076431636,0.07068073548469919,0.07155589715168104,-0.04982586424605435,0.006732345943846516,0.02882720273086001,0.09922384437023307,0.023094244361477452,0.04176213889041307,0.08323367922917249
TNFSF18,-0.022403035978319566,0.11617344511089137,0.021333805760235077,0.11960410197263766,,,,0.1055000322857859,-0.015600174958241607,-0.02070278301562155,,,,,0.20517967501605602,,-0.018922424512028774,,,,,-0.005797510564485198,-0.0191537041721648
IL36G,,,,,,,,,,,,,,-0.0264895826804334,,,,,,,,,
RTN4,-0.05771770438555509,-0.03027317436417281,0.021421051891548883,-0.048740996288217146,-0.05413865793189906,0.0269841534406811,-0.02372925071950871,-0.02887162366098673,-0.37297842331660647,-0.007335093587602452,-0.005575592286318545,-0.026281758501711515,-0.05330065244864458,0.0173306942875058,-0.015648386476661596,-0.06274634548214555,0.006581554980307642,-0.11864879042489675,-0.018034522419136143,-0.10185115261401517,-0.0028532332219335724,-0.07000569812260231,-0.06465688115885122
HEBP1,0.02876277841282698,0.04160839312931155,-0.014950441912927414,-0.03091528019181476,0.02096272234693309,0.005318123919156898,-0.028333191128958702,0.007083554926745285,0.15416814686091962,0.014836063467522247,-0.024519765397269914,-0.042858683935530335,0.05154858314230375,-0.008231982308982155,0.02648069303074992,0.009695316889390734,0.028092479596514286,-0.042850685323907435,0.039539935543577924,0.05478328440940217,0.04735773298143081,0.044048338654385503,0.013028851782882562
WNT7B,-0.01973637301430035,-0.11787885399451818,0.03879463588710041,0.05789609750505655,-0.04540624361124467,-0.03835075427853898,0.05259096975513363,-0.028314188329994962,-0.12595778191959248,-0.02401340496903536,-0.013874670511208024,,0.0997816856728368,-0.029115104062376183,0.08694212581228376,0.017146687743862542,,0.01081082336428965,0.032832098319166066,-0.012413746263931142,-0.034290263124428,0.04509072729460891,0.0994854912179992
PTMA,-0.010305674406310947,-0.037298154877406745,0.03182822251947483,0.0731726709977886,0.026597037425965628,0.009313442122479736,-0.02227117598845413,0.04337614509243323,-0.1292475356557702,0.0068483858273455,0.024646207214462278,0.008786690809134657,0.13340611871218255,-0.01731454088001945,0.08404406662171299,-0.08599606487957542,-0.010679200835556507,-0.10595831103623682,0.010405934141346492,-0.0627276700415046,-0.10179480275546263,-0.02920707559327168,-0.01176771436916696
FASLG,-0.019736378593722445,,,,,,,,,,,,,,,,,,,,,-0.0332850601631711,
