,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.04195472751277555,,,,,,,,,,-0.038198745776862,,0.08075266960026883,
BMP1,0.011271508296703871,0.05015315788255475,0.13273578422333862,-0.006779632648929307,0.1521229498583282,0.06196435260231845,0.015264170206493493,0.2912253973840973,0.09340679462180451,0.06993469139483972,-0.009099803552998166,0.01526264283399465,0.035476547740632046,-0.06747353143827846,-0.1175454183484905,0.07344940096354896,-0.048540805434088174,-0.05667771296511462,0.20478227234659796,0.07556977339460255,0.1954851591319094,0.15196618642916312
NDP,-0.042436683749717825,-0.008496656614744564,-0.00010698539306749363,-0.06724668784917592,0.04133769997972531,0.026397711975836114,-0.00949690493239227,0.002527853333426273,-0.01808666810822408,-0.016685323671128967,0.032813491244919425,0.0012889509373555594,-0.05397131770819545,-0.06838916230699398,-0.01531552223279849,-0.027584844594459493,0.0279845973543503,0.14656976482583775,0.14465888898355783,-0.03137479545783462,0.057540070937041554,0.018380084401807134
TNFSF18,-0.026454312494611512,-0.02752806975192359,0.05709265756384889,-0.02160484437846117,,,,0.06502306706872105,0.07789678032851016,0.003059604330383435,,,,-0.03219186941742089,-0.018404393446331935,,,,-0.01380826572765964,,0.09787281146355159,0.021739907095321392
RTN4,-0.07720603205385058,-0.03555422218160744,-0.039191279152078304,-0.06119909470463237,-0.016469413307741782,-0.01726828635926058,0.05658455741964747,-0.5243190285130093,-0.07483688728984496,0.026844804605491438,-0.0329645582272225,-0.0400145242273743,-0.07526663570202503,0.040031251539189676,0.014063415282730514,-0.032856430115668286,0.0015946073291005477,-0.018490247137143555,-0.20149817379072602,0.07282826477522739,-0.031573533893257746,-0.15417260032341124
HEBP1,0.009154980147830295,0.05177702553055596,-0.006522878637412472,-0.06429834296747737,-0.008308600722648324,0.0022909310772281817,0.0012585599120992848,0.23525629079855526,0.03485125998362875,0.005947871149031346,-0.0020851773879064085,-0.015978051337358298,0.012598499516278162,0.06613647165842591,0.017911862034370202,0.04187860009042346,0.11820171509251656,0.15565398679873466,0.03492343996225909,0.08427415532466617,0.06860528531942155,0.05222353979348329
WNT7B,0.01793843514374694,-0.01675857208424914,0.006559222510833965,-0.024375745767261717,0.03905294214505806,0.008948564452156256,0.08827223422553815,-0.07757250091947891,-0.017047152105295307,-0.008865015356008026,-0.005146910880122966,,0.07378696433107063,-0.014467466320394275,,0.01683635100823808,-0.033829970651505024,0.0551661112563147,0.03966116424175743,-0.07628726763073207,-0.006901017896232713,0.006886818557188564
PTMA,-0.014605207235349913,-0.038775505479723665,0.04869296977894959,-0.007649247141440091,0.23269911954450406,0.01642184849041591,-0.056426630166190345,0.6555360031437135,-0.08218494844492122,0.012899101043424946,0.049580098822094805,0.023147876946185073,0.1330827917858901,0.10579405247592576,0.059651310879385744,-0.019430244142065674,0.05146423192056177,-0.045154468767217924,-0.20021780635872102,0.0005103085307650336,0.09691958840985868,0.11589932287825676
FASLG,-0.023305427324027274,,,,,,,,,,,,,,,,,,,,0.06728489389864019,
CEACAM1,0.05714398994835907,,-0.04585058824670524,-0.018706918773987998,,-0.025173523485065172,0.07956203816493031,,0.059565034259351425,0.06218044327395202,,,,,-0.028749540431793702,0.1520580831384918,0.06465720903105822,0.045169538515644064,0.02441195582948254,-0.0291259082500324,0.01916579397871233,
PDAP1,0.044032235234476004,-0.024436412629906222,0.056266010633889266,-0.06339087327399875,0.05413518293644022,-0.07851945368775784,-0.014448384816352695,0.25921186217072173,0.06186476532411419,0.038754284546955196,-0.018621789460147052,0.03324074442944477,0.06978669650366494,0.009786466535742234,0.005501405762176989,0.009055662161146377,-0.014776276820993958,-0.13732451461952255,0.019380869080781852,0.021992665524980158,0.011533060312739908,0.02569830305307917
QDPR,-0.07186412204709794,0.04586076809039411,-0.03650310479219545,-0.07427149768708986,0.07269000653632608,-0.004138393101535256,0.09096106602380406,-0.12941495126102534,-0.10399265099818258,0.0784500949446784,0.03888606448059421,0.03817985201270283,0.1461090622463844,-0.09180635381477523,-0.05528987469680952,-0.12599353006636196,0.15392325120036748,0.21091488185585847,-0.19503333803699652,-0.051909990169469254,0.019738611440724873,-0.08898902670408089
POMC,0.0061927484592059065,0.07138838101285735,0.04025921233957599,-0.033239210110962855,,0.04750114641198631,0.06114939039207253,0.001060842627307577,0.0016746673962357757,0.045587149225243005,0.04757112625295485,0.006022526015990941,-0.02748317159443466,-0.02199156802879957,-0.05857695867595613,0.013097953938926004,0.11286873676169806,0.08557050903807029,0.03287299921871675,0.05305541653644919,0.10002573341791589,-0.009810195873934745
CCL18,,0.029345461808819272,-0.03233970318547021,,,,,,,,,0.025575613824566,0.13491299119849529,,,0.23801436677766974,-0.06442455849325622,-0.05772582458213857,,-0.08813197132009012,,
CCL17,,,,,,0.07660042469959649,,,,0.08700400330938313,-0.03846015664191212,,,,,,-0.016654083209221876,-0.05970449219767382,0.055044941306742104,,0.05185433502096563,
VEGFD,,0.013384190973940328,0.0184508611036214,0.1341336299950157,,-0.015095694254963472,0.014635880108683191,,-0.032468767188391534,-0.02010325246262553,-0.0007194703717888103,0.027653818891918647,0.12659906521258443,,-0.013186161527945401,,,-0.022320273384837854,0.0412377492720402,,,
TNFSF13,,,-0.035205616050016174,,,-0.016286679072065838,,0.03351534813690389,,,,,,,,,0.08180325411163689,0.11952364207095906,0.147563040047842,0.04109969722922934,0.053698549125897846,0.022140415256588237
WNT5A,0.006940792437173674,0.020590733947793094,-0.015986110315304693,0.08140208135823385,0.08852623703181298,0.0037489071737335333,0.11876464702381337,0.4958926411745063,0.12182770969711922,0.04029397537598303,0.04697443842285552,0.02218533469512088,0.09819815200890124,-0.07565089395162716,-0.01669841715046895,0.07035893647827339,0.019529665364726063,0.0733458818019598,0.06252055988860654,0.08630500812307096,0.15974639939632151,0.13139779751939898
CXCL8,,-0.018957875716273827,-0.05368240823987575,-0.025088227312967365,-0.15013443530914397,-0.0029949668398707254,-0.07899609278355509,0.026706719187681065,0.01116081242388348,-0.04966318863735074,-0.005647487174593063,0.0009297094869648795,-0.011018667857406017,,0.12253922364904096,-0.0341089618199606,-0.34003697547112915,-0.3797847836619862,0.05236757318679513,-0.0793290193712642,-0.06923737490854126,0.025987943323428547
GRN,-0.03498608755227405,0.02210731926572183,0.15671881276667823,-0.013080719599687289,0.16445045139486805,0.04757901268944787,0.005042856439828092,0.3071944898141691,0.07079415258269137,0.05925105450756134,0.0476254410656655,0.027018991322174273,0.03779092145308103,0.06138927817195823,-0.008528583473815566,0.08505260438453126,0.04944082323352489,-0.003697518557594661,0.17370376775729465,0.07331497736294648,0.1280390848719243,0.0020473389435339464
MIA,-0.03050479422385971,0.0761263167281896,0.004731819790789214,-0.023828627989539775,0.026332788645302096,-0.01041939862000379,-0.006400840057240132,0.13310957281413924,0.11121669976740217,-0.028997651330463975,-0.03833021259532293,,-0.025182549665574774,0.04707097009262859,0.05125009682007797,0.1247137577587868,0.18430109866774802,0.29643668556336344,0.16536759336616397,-0.06443046129465474,0.17084327736180405,0.10556830612897013
COL4A4,-0.02699052459241673,0.028709630416784863,-0.025163410795354477,0.07981606597880325,-0.06496189076818393,-0.03967949296846198,0.08518295234165879,0.0697551700420878,-0.019098768321775404,0.07808447812370742,0.007642117963444902,,,,0.09575752771099008,-0.024493342167653694,0.03439339422146893,0.09602759136616161,-0.04325076447670222,0.04916100134792668,0.16194597794642934,0.02712033013768466
TAC1,0.07649113704659705,-0.04065545877836333,0.017477161841098782,-0.012431862874373492,0.19701201445713762,-0.012129356056157194,0.07000623449461862,-0.37157879063911653,-0.07449643557769611,0.0647769062447712,0.05391020176274408,-0.052723714121216445,,,,,,,,0.006447660034837085,0.05656777029642956,-0.026441757758276268
RARRES2,0.055909717418474995,-0.010791073591230431,-0.06826880405176537,-0.002270561214058874,-0.10587107956978548,-0.04141777467835049,-0.1038937320604502,0.22591393585191205,0.10339523212436286,0.04256826704071395,0.06768287469754733,0.013645826655946113,-0.05293299678201588,-0.13029069750054148,0.01354750502403046,-0.0009319901393462252,-0.23028570848173535,-0.1201090452192396,-0.03670153225822311,-0.061156387856080935,0.0077708779117349755,-0.04387305709012672
FGF7,-0.049877128302369435,-0.04469921951112071,,-0.030241879568864698,0.01622842318745912,-0.018743731209126407,0.04707248640839092,0.0973375318642965,0.03905228980686773,-0.04490809912857208,-0.031465489042406994,0.03859433620604529,0.05754598518779532,0.03229524413414223,-0.003451795005691592,0.05458303280115851,0.010772164001774106,0.06013209905726952,0.006397642951250551,0.020364033075955062,0.03616494460594959,0.08217773294384001
EFNA2,,,,,,,,,,,,,,,,,,-0.012650685683697562,,,,
HBEGF,0.0312067009547907,-0.04981626873982811,0.10139165474807868,-0.06538100238173648,0.06853715800434597,0.05356865415316916,-0.033841296304654135,0.32652823921611407,0.08330728710297775,-0.029463923924114364,0.041005256052916904,0.038090058177558665,0.08252502420005182,-0.04065529590639699,0.03051520164798596,0.031971554739531866,0.06787550022592755,0.063946113217597,0.020804574728385098,0.05619075050432661,-0.00048275222866952524,0.1412210625107918
CSF3,,-0.014936743507368984,,,0.006683612979735004,-0.01791755846570042,-0.06862645815769325,,0.13296119493015102,,,,0.027872785896835953,,,,-0.2156583779333004,-0.1970471255620344,,-0.04446286236612421,0.030379438772232925,0.03483792646638921
PI3,,-0.04960448027396462,-0.060194908864419173,,-0.12650777071225947,-0.042512374577123556,-0.0551309861799836,,0.16700463117061695,,,,,,,,-0.37644965981827955,-0.3790778329407928,0.09242445161651384,-0.12549312621403053,-0.11839815067528854,-0.0400991651860185
PCSK1N,0.009607513299734213,-0.04126705240443254,-0.030707647842191276,-0.027082866402705113,0.12621299268293573,0.02201791494126411,-0.01557606223985115,-0.19171747490573934,-0.026606136338033885,-0.03683428945045249,-0.07657851643636171,-0.008132884735564545,0.03278450455749501,-0.0457141394187094,-0.032056551559388635,0.07439351807256553,0.03318549409485772,0.1224756374365773,0.07199716121389986,0.04395936734999867,-0.016934600294648158,-0.029643399048705884
NTS,,,,,,,0.023543319574761804,-0.021886160878158492,-0.024835763506508998,-0.022504674577685367,-0.011819718228044214,-0.019432641888887853,,,,,0.047153583580728554,0.0786672710543919,,0.08506788524116336,0.05765825075899279,
SFRP1,-0.0051651017154277995,0.07031754811072961,-0.047668676279756184,0.026602076822831576,,-0.020601939857973112,0.0739226495747729,0.21227623658057482,-0.0617828969678245,0.07229076988859157,0.0002145885434370836,-0.05389072876018649,0.06497483157595241,-0.08668457162643277,-0.006879714759953877,0.08077541639545582,0.05259745853704934,0.17288532355420638,-0.023217595419832242,0.07807802046604582,0.17434086382029476,-0.011864702783352712
CXCL13,,,,0.143065737267964,0.06731915639063933,,0.030278290002209742,,,,,,0.16738933818440488,,,,0.008951912283231056,-0.0887092949650539,,-0.028400525121990188,,0.10922133739521141
MICA,-0.007429378836897253,-0.036822208430689604,0.10045183724727481,0.011858563577515274,-0.01586716356700641,-0.03976579682144031,-0.00990806682258957,0.0491676073993308,0.023648195854051774,-0.037496971823207395,0.04264688961502542,-0.01910683047876182,0.0009690373006088394,0.0028404850362321677,-0.07343311138470769,0.03932767322214777,0.09482161973538406,0.0668049162456262,0.12185804268152801,0.09915661857254786,0.11776179227470525,0.08982061235233801
TG,-0.00860905614962645,0.03600013578358952,-0.027008662871018007,0.000137679758824891,,0.030968276683757536,0.08460710958360282,-0.01589411561829372,-0.024386990238030645,-0.019009736221873064,0.03314097316032805,,0.009215368059697715,-0.021236572395171346,-0.02950915341233623,0.10404726883511127,0.020179975272910516,0.031690576516667936,,0.03472845459428042,0.018842413707242496,0.0054828552088329085
ADA,0.07844334011046204,0.009664824645808024,0.09934666297831923,-0.04540963314608674,0.08527457803716601,0.04566540841854453,-0.004442287897490863,0.13591564199368567,0.06088317514338157,-0.017926838883511695,0.01050489503086173,-0.059087512026308076,0.08394183348626046,0.02688104107130151,-0.0424600807056922,-0.06759388413512459,0.09992630792137105,0.09064338417016274,0.02229709887053843,0.12716546135227472,0.21793662161414437,0.07350492498060111
LAMC3,0.0683220142088554,0.14027756741486483,0.22114638005049234,0.025205597083453768,0.1511522862580181,0.08675016911375717,0.026049354790977277,0.25766039224651455,0.1412304520535781,0.09934726924940679,0.08375589477099545,0.004352474974604761,0.0548727748690119,0.06154823243052887,-0.018434874763526166,0.14012215366257966,0.18416778793077188,0.1872412619867839,0.21929252019536552,0.3139856163798075,0.226822762113584,0.21284819367956803
CCL7,,,0.002704922286241302,,,0.05472801165063703,-0.03793036995956108,,,,,,,,,,-0.07073979729002369,,,,-0.05096722991884058,-0.054380957145740004
NGF,,-0.024124063962324978,-0.0214343044488407,,,-0.03683020750465277,-0.023052322529244586,0.004800228433423265,,,,-0.0194326546839932,0.11147596645294802,,-0.00840304463783128,-0.028789286032897123,0.015013322656101174,0.05954681207936071,,0.0445044244341072,0.19663541950741292,0.050809491585407124
TNFSF15,,-0.029844477886752735,,,,0.015453206316610726,0.0062444349159511275,0.08021997869734179,,,,,-0.017764917175709678,-0.03802702039243623,-0.043979603524980225,0.01811966560796055,-0.03177808481799308,,,0.04896447020311315,0.02651157632843898,0.07592857117703694
HMGB1,0.0032727474092734583,0.04888598404866613,-0.025876132442715492,-0.029048761243557084,0.19382214101324918,0.023736206250952362,0.05159908322428787,0.30083203747407955,0.007762795490842226,0.004207466831875312,0.048676709354738376,0.004195758190053707,0.1061299355997623,-0.0314469555473764,0.11162266568378287,-0.027452392762132374,0.04117477949184726,-0.042456504604887035,-0.12448976148111075,0.05872865479563856,-0.03008408194960137,0.022475133292679726
ITGB3BP,0.016775510148747935,-0.008202176415012368,0.05142899790575373,0.0743782585201693,-0.01455520144619568,-0.021781433246157635,0.10608018653321041,0.434753164965039,0.047854173369323856,-0.012874138830737765,-0.0262092022178092,-0.03414191524906071,0.09979968315327002,0.08160454621051137,0.030357018016801154,0.03566919858641879,0.0005979924054639267,-0.048904459682581156,0.06533147803113382,-0.033008341297277824,0.033148729047461106,0.08996066276133927
AANAT,,-0.04323857016427531,-0.009290538378168546,,,0.0017664333527887084,-0.0405332393911662,,-0.018226475426139845,0.049234680004513795,-0.03827759657240359,-0.01826955328956677,,,,-0.020177640833130072,0.003931506309093968,0.07329949542182515,0.10688500021866702,,-0.04564425792474252,0.021743474344203612
RELN,0.01824000876718684,0.055068602301265486,-0.05181085840878963,0.14988048916523908,0.05002571926470529,-0.028270030565289535,0.04375565843037943,-0.11548728675561129,-0.03643794269645645,0.07902917997833533,0.046336884236693916,-0.047719513713090814,,,0.036916049382369275,,,,0.03190667563660164,-0.030677265635805404,,-0.01437587841631907
IL15,0.02163368864628101,-0.011653971568769964,0.032623838842594365,-0.012258956894078502,,0.012874309234002849,-0.028993859405454365,-0.022220012455210904,-0.023102269187959615,0.005195927141944834,-0.028357504545891754,0.040652375386213274,0.0166605652957698,-0.03877172010083946,-0.022761542485893294,0.0077266414108794115,-0.021748136639551024,0.06294505739895503,0.0026737290760196473,0.021079694265089505,0.10724795221336421,0.0553265976937643
UTS2,,,,,,,,,0.10133231357533964,,,,,-0.02416459821296318,,,-0.01831188849966802,,,,,
BSG,0.03625181249665689,-0.03713929475895496,0.07319877377129241,0.08228562871367766,0.020802229071551468,-0.026157333038483506,0.015101336520605467,0.23392337355185536,0.0579140242231987,-0.06272732689001098,0.03243081870719311,-0.09332398246075878,-0.07834355580523479,-0.02550623505943798,0.004001876644491691,0.050614813434540044,-0.1878527574300603,0.00630436511742182,0.25087057581130695,-0.09000998867458919,0.09994651256763513,0.12361006039373072
ADAMTS3,0.0437728885529096,0.11267284076190481,0.0419397628081358,0.03164897726118235,,0.017641995058091938,0.010238108859143393,0.0014688895786236595,0.1014772300840723,0.015098339908816467,-0.007572852250953673,0.02773590876958534,0.009032304776933781,-0.13010976649711312,,-0.024160670728687307,0.17590604325494688,0.17910624615695012,0.10825879015464988,0.09058292753922989,0.15292928074196316,0.08629448060566657
CD34,0.042435174402215795,0.024054317217679005,0.14961275881085512,-0.020328914806568666,0.10774306768794012,0.0764661058564442,0.0695237830071334,0.14159182874279153,0.08417922224518248,0.00807122495207182,0.02542878353618902,0.021647920178883926,0.1158082327321342,0.16395451827380833,-0.06471911736842613,0.06514207482332394,0.15227314707882433,0.1946209947814187,0.16434191170014273,0.1507859039444654,0.17027377510638328,0.13446069163040075
CCL23,,,,,,,,,-0.0025665773284592056,,,,,-0.0358826582248725,,,,,,,,
PLAT,0.08630054440760061,0.09352144114852708,0.11429014656032678,0.0670583201398802,0.0989894608360087,0.03764723303798646,0.04187772732212639,0.4785417565790865,0.11590169954680743,-0.07098869915971748,-0.00921215429677541,-0.05450442000701774,-0.006666211407485695,0.022873778844351763,-0.03321334890639891,0.1084481702983365,0.20382691951027201,0.3287412253425092,0.19872128935448496,0.11175926739006622,0.1523666858113389,0.10591001670342282
NTF3,,,,,,,,,,,0.0011307511630444492,,0.03520782463579323,,,,0.11845044128335307,0.2915887252132059,,0.06795714985084181,,
LTA,,,,-0.01870692069365294,,-0.006593094826560087,,,,-0.01646481253980691,,,,,,,,,,,-0.0007065780052693424,
CKLF,-0.0008347732399223303,0.04408885067321412,0.132532267020726,-0.10416235361883001,0.09987043126959995,0.005710110376312512,0.08698362047452045,0.39661739739671964,0.08627129561686625,-0.02104607686479549,0.006174673765121171,-0.04098240682742779,0.06940402653365735,-0.0750903440987086,0.03785656143859714,0.028608354652117196,0.13293677236026036,0.17758643016498377,-0.014443697505700874,0.02127698223218937,0.018597065729022158,0.08383708293903992
APELA,,,,,,,,,,,,,-0.03274867271518384,,,,,,,,,
CD24,-0.017837049932651033,-0.07127033547326045,0.04148398383248689,-0.013967000265029578,-0.053777726081107986,0.033013413041461215,0.10477001125992567,0.28182856235596715,0.0423144899619582,0.023640508352243964,0.0016463729594996927,-0.047733368336513406,0.08993868084686833,0.008020122612150913,0.0025985666177065323,0.01333219322035943,0.09998845217986625,0.1705950826877356,0.034266426218552276,0.045045316743445855,-0.08679267456812025,-0.08556263157781922
HSP90AA1,-0.07304199493780589,0.049761827497694595,-0.13519283256831643,-0.09191810130837681,-0.1486899347976745,-0.011506677782888518,0.008211464993781191,-0.5146652211619986,-0.0956989619028732,-0.01620863894457755,0.00944116791947178,-0.027543846532797442,0.05441526237321766,0.014850263970568576,-0.0821301505231187,-0.06574622228905405,-0.36849195629813064,-0.4242819715168815,-0.09779700213104485,-0.08775252427299068,-0.06261869981530484,-0.14292836154854627
BMP4,0.02358662126017712,-0.02705161531087951,0.05478929147485308,-0.01983043253506968,0.0036546683365616677,-0.00016405462355291624,-0.03326035661138472,0.43337021457310665,0.00027545808139971907,-0.015950467723134895,0.039634438513609975,-0.029140333925622104,-0.04822972335317876,0.023318452227678414,0.026608688215903103,0.0493493173777077,0.09427177632527942,0.13795411737401125,0.1375554930687573,0.1587818163454557,0.07761471151788377,0.06733608192194987
SCGB3A1,,,0.007819817873501647,,-0.030029716047786984,,-0.056609707025308674,0.03438782675915775,,,-0.038730601595518874,-0.03215952648757973,-0.0053698234321868914,-0.04428208292635264,0.048634961136816576,,0.08605609980608137,0.09945590364591383,,0.06865340733230633,0.03586452317217495,0.0604059249972007
IGFBP4,0.1450400848368431,-0.049191112517107616,0.22522726787123928,-0.07783752366992332,0.1089961014325696,0.10213243698935881,-0.03118659284139703,0.4379258880035521,0.1481956788531532,-0.022676923617079965,0.10679887700871106,-0.030548586909160104,0.0547199011392963,0.19967741765519192,-0.021455802660671902,0.10268121528152056,0.13510155006450433,-0.052222607272583564,0.23371877043994,0.15028741044826155,0.2872690955075261,0.22375038270308276
RSPO4,,0.19109382377358355,,-0.008652290051683841,,-0.012114787282181797,-0.031749216587920806,,,-0.0191495793360695,0.08868468287681223,,,,-0.014231280755449466,,,,,0.030559477982811088,0.04747207195623889,0.11895652575532248
LEFTY2,0.007156877507369422,-0.025920890752843363,0.09400661781610914,-0.018936670141852328,0.14720451567036794,0.06512636811220388,0.036558126903553916,0.2567598470269167,0.16519252990791283,-0.040634601137900996,-0.020133241887127663,0.09102023998993591,-0.020086611722391456,0.13862538165711363,,-0.02578531493305074,0.016648644762575625,-0.01241759628267621,0.18057632164855036,0.0038540658416634154,0.12725679579870186,0.016693821594438413
PF4,,,-0.00968016537220664,0.07881581698856398,,0.08713358582179323,,,,,,,,,,,,-0.02088957010262653,,,-0.007794332865774957,-0.00080619410836547
