,UKF251,UKF260,UKF296,UKF304
BMP1,0.05662481115398115,-0.011227122391634863,-0.018715815946763432,0.04535096897086783
NDP,-0.015175111972574807,-0.001402782065888568,-0.03467497502159808,0.08849069630665765
TNFSF18,0.023496761873649383,,,
RTN4,-0.00035759846147243816,0.001164660796166641,-0.015064356736083367,-0.0417627655106864
HEBP1,-0.020155871751788977,-0.0049964078800345075,-0.031636656767996964,0.07303082511811754
WNT7B,-0.016807141748401443,-0.00517874151324074,-0.011083478463294733,
PTMA,0.055713931257115934,-0.05443363624720284,0.04555434485610465,0.11329114568806424
CEACAM1,-0.012898470410391391,0.03716396746571644,,
PDAP1,-0.0030492068627061405,-0.028332700745939386,-0.007091530800157886,0.060608644436614234
QDPR,0.037992674875192735,0.0744319359061354,0.008019382268992984,0.10904962835637932
POMC,-0.00856758726981066,0.02198160269226984,0.020074732765328368,0.055497463114186504
CCL18,,,,0.12074853604236185
CCL17,,,-0.013718239328673639,
VEGFD,-0.018474471050943363,-0.01351137487029241,-0.010062494448088016,-0.025978658609044174
WNT5A,-0.01522484184896806,-0.010951600829684707,-0.036796160936655296,-0.04822789242594755
CXCL8,0.038291059117522876,0.06380193614764568,-0.009370632361864029,0.08414288143387984
GRN,0.015029060426005637,0.02057719261936906,-0.047557341616751805,0.14528924634949067
MIA,-0.016429902580786183,-0.018883579968598622,-0.011443968293101256,
COL4A4,-0.004277224382182442,-0.042921875003680554,-0.019224956623802705,
TAC1,-0.028697312354697548,0.03947695055267752,-0.020186950875942,-0.07239138918889786
RARRES2,-0.010649347228833796,-0.039848134550882264,-0.0054183555576606075,-0.04743778045411457
FGF7,-0.020851856657228867,0.10614729544876386,-0.010934375210255401,0.0011931364430922767
HBEGF,-0.017716991240901127,-0.011997786286220617,-0.014646914592169444,0.08386328162417676
CSF3,,0.05918274811050651,,
PI3,,0.030734137541134143,,
PCSK1N,-0.01705484910580388,-0.04782165021757244,-0.03352836794502699,-0.11617961438603294
NTS,,0.012009087102493574,-0.0027830982252734825,-0.023389137797229974
SFRP1,-0.047547448550258366,-0.015414138869962698,-0.013718239466827575,0.07452476919497829
CXCL13,-0.031189608053573695,-0.015275608467678529,,
