,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
COL14A1,0.07930230745362271,0.020538999385290118,0.03805599329351799,-0.038720849938157775,0.04781241975315029,-0.005756311734356088,0.026829400413584604,-0.029910439483587077,0.02153739744216264,-0.0005079346577675632,0.047168014828119824,-0.04895687249235889,0.149420862741751,0.06405178717022925,0.004798499503353147,-0.005365284662512093,0.03747638510511459,0.035656505449319933,0.04598563908843091,
HLA-A,0.0015007594344467463,0.0887346151715305,0.045217623965879944,-0.04058939430351457,-0.059855107500888655,0.05694075399904007,0.10570240761966401,-0.03259010171982727,-0.02460835335990902,0.03312380564591632,0.026125238770784973,-0.03976607744756946,-0.050478009188333735,-0.005196455459503487,-0.06192953052068734,-0.0039196510080882485,0.014714242594984418,0.010962679331932176,-0.053496537464657316,-0.031505628586575164
CD5L,-0.02016591922753241,,0.02600277421901067,,,,,,,,,,,0.030891978951197167,,,,,,
FGF18,,,0.05292072114134069,0.00942073554052677,-0.02627727225663369,-0.02028272746727085,,0.005846542370509473,,,,,,,-0.009670097954772344,,0.014183735614255939,-0.00027883453734184923,0.02139327371575484,
ADM,0.05621751866400051,-0.032463939234174795,-0.03970891824299031,0.05106277269912535,-0.017959059810231,0.04175754067519398,-0.004413255162955734,0.050424847705827225,-0.03667543117550164,0.02587396916458635,0.03345779459462295,-0.053641321000972755,-0.07780414941805071,-0.022665036018942975,-0.05948928332870972,0.05235925245575449,0.03900900705858164,-0.026294838174522373,0.03873822075260929,0.05817463125068422
CCL15,,,0.06366805917439108,,,,,,0.011285969127528838,,-0.023691396669418673,,,,,,,-0.0019986168112683974,,
GNAI2,0.015291447748353506,0.12082713192169876,0.06873989291677751,0.020025539999168125,0.012210127999815811,0.06895540322448905,0.09899041722652231,0.024249698442732327,0.008412757283275318,0.037278700496804935,0.04183527854154724,-0.01808851319754092,0.04383376757423664,0.05702927108159221,0.01697335011395369,-0.017523140082765024,0.014734787019618858,0.015240554742281571,0.029691231547612933,0.013977819178832222
HDC,,,,,,,0.07578009123475922,,0.08600505870751309,,,,-0.020198838429034235,,,,,-0.0019236670348456348,-0.029711882227053097,
COL11A1,-0.022747212658700597,,0.01320631919033064,-0.010466485795278375,-0.03559073602511935,0.030345747038044296,-0.032647342616753505,-0.017774368880396376,-0.029425987011856048,0.02453483620668313,-0.018152370853739608,0.038829579526955336,,-0.008647413931696551,-0.0032410897205703893,0.02920801634697334,0.041434474526284584,0.04512618651121515,0.02334775519785104,-0.0479304577453818
NUCB2,-0.018856385910146965,0.0382369744295682,-0.017003934585990123,0.033039157489474585,-0.0006286609063486398,-0.04643650208523919,0.09032853793772658,-0.05904958059936423,-0.019895732432824647,0.004993632010339821,0.07905855628857077,-0.0197808460014897,-0.03007282807621523,-0.06453233882089533,-0.06360249951996219,-0.035074363434139194,0.00967270036481989,0.011864082051196639,0.052237095449088944,0.041836120700548346
FGF16,,,,,,,,,,,,,,,,,,,-0.0292771974142129,
CXCL1,,0.05655850970485109,0.06600184527752369,-0.031720963457314455,0.039624619027764284,,-0.03005172460276783,-0.011869178007923429,-0.01420129006462045,-0.025086985246650463,-0.02537281639409754,-0.04878173698065103,-0.00814840801669129,,0.030060602251181713,-0.0018960692323730783,0.04619900786927773,0.023156283947586384,-0.012984637767035656,-0.03216190588486549
VCAN,-0.047713832970318414,0.012448875155033772,0.014827592300168339,0.003936787646816683,-0.07739973572342253,0.036807736794742515,0.09065260211769201,-0.015813278622850955,-0.0139869330361308,0.053149332722082825,0.006476321277936184,-0.03487952011911357,-0.05871106931146513,-0.005798233783215043,0.051136233517729716,-0.047035877538504446,-0.0208705826827655,-0.05358634869779086,0.05284728599799248,-0.039598150889375044
MMP7,,-0.09517313995460075,0.0243312306215543,-0.03968206773222837,,-0.01796939333418061,-0.016858086939297943,-0.028219205555346797,0.07888333915938504,-0.0038800667121581174,-0.048581032712493824,-0.0652851266665412,,,-0.021987606229440876,,0.03643148206766144,-0.01818877812156869,0.05666673166480252,
PTPN6,0.011294790075345349,-0.043065903987121644,0.04387127755685916,0.06334104570661485,0.04513139238835173,0.0346430220703119,0.11167791964666939,-0.01168393750338136,-0.03962042609704043,0.03376375222571915,0.0034087841651162486,0.0975408740043887,0.03144033177258314,-0.040189421069783446,0.06275591120205795,0.05021590205312275,-0.011583941110263155,0.028284278267348414,-0.01199986241953131,0.08995173694415048
PTGS2,0.08510757965167365,-0.043770715696230734,-0.0058870143804508,-0.012486890843123911,0.0462938924845741,-0.024265153853004828,-0.10202671719098277,-0.021260772552147672,-0.0006645534755132592,-0.007352423532916124,-0.03289986370576479,-0.07728869768583815,-0.046841519239335334,-0.012961892549418375,-0.04638589147156709,0.046441142864151165,0.050302100785750196,0.062315733400299965,0.030737328938647588,0.10206035005110507
XCL1,0.036238418148611916,,-0.023702706010337603,0.004716641723197082,-0.020152400963356444,,,-0.019868281690783085,,,,,,,,,,,0.024762460642179008,
CD58,-0.01148232644036711,0.03537210188019455,0.03802154343926602,0.022781167519766617,-0.0234546697511394,0.002209062899830155,0.09362402991360068,0.07803811932225739,0.0074640422087410155,0.048941243039568,0.0054563970539379955,0.1019434050036,0.056880677783512947,0.16054649392737508,0.06137364560299469,-0.0157317776831129,0.006985901075157461,0.0389626855780486,0.012554300976096588,0.0485329154853029
TNFSF14,-0.028853367647452437,-0.07049532570590394,-0.00956967584976725,0.001038793038005819,0.022637849790471665,,0.08852190446720078,0.01235482387433725,0.00692351005515159,,0.07335203204595431,-0.06297811220826376,,0.025639542792133405,-0.027561025977509743,0.012135009893688244,-0.027245365704843587,0.04427974890232921,0.08347007656981537,-0.03492440097926181
CNTN4,,0.009355105489901717,0.0007743691553779346,-0.007964875482222264,0.07543632854750978,-0.036884295843602734,-0.035890988632249016,0.02280871286668722,0.0005673577740664666,0.06809065157279137,-0.028173948553144368,,,0.014091224899449136,0.02472446048020395,-0.0031249627716858387,0.003642652179626909,0.007043961668878546,0.06111034940330765,0.15042381406519983
NTF4,,,,-0.016604509880893337,,,,,,,,,,,,,,,,
INSL3,,,0.01139187646754827,0.010794771980015853,,,,-0.03253971197943981,,,,,,,-0.002298227602321074,,0.08390684594324331,-0.016328288396230996,,
BTLA,,,,0.007138471760207807,0.1584632238836736,,,,-0.01771364373203698,,,,,0.05125595299467842,,,,-0.022690647279194304,,
MFNG,0.01682565357577544,-0.010853612405566392,0.07937989544801645,0.012057448000196935,-0.012356477850260107,0.021207726257625622,0.04098303064698696,-0.002246266626217556,-0.03469735237639357,0.010738780745832965,0.025214831081218792,0.05904425112535723,0.0684101168608605,0.03525755124469244,0.013822898118072734,0.033309482389074364,-0.011515185981839983,0.033162428425885626,-0.05704931014484446,0.0873721400541929
ICAM1,-0.03664409532130293,-0.06730873675565585,-0.012973030745208317,-0.03854935853396828,0.008906547920007182,0.020989738488991768,0.017961847218329333,0.013162652021967758,-0.028320068159015714,0.10476350432737913,-0.007997462210513569,0.03895221998505061,0.017286521797301828,-0.00451813595627957,0.011747727549984243,0.08410044195556302,-0.018195412738858486,0.09969491203068243,0.03463787130511508,-0.050373607988380885
PROS1,-0.014221652785333383,-0.017560731931017513,0.05103844110252531,0.03349666807322346,0.05077701204915947,-0.03499776938309906,0.1200312543174642,0.022373348354266766,-0.011967362437677292,0.0010856586942146068,0.05072307553519044,-0.003140200667608177,0.06425303032516826,0.08546886848412125,0.04584673560960478,0.03910202978333114,0.015690073016328306,0.0649665729892633,0.0442248204421802,0.10475613441782701
CLCF1,-0.03958711485035061,0.04081862797309588,0.05841541775063183,-0.04217196961031956,-0.027714132098965113,-0.016704345535185128,-0.01689464394568126,-0.05534836768882892,0.020199115985903782,0.002491124826736422,0.16800273251520378,-0.1474556324985427,-0.06577209126942814,0.11834628156373525,0.00775720874217704,0.06992831422624787,0.02194513437845202,0.08781167359334635,0.06253702443791553,
PSAP,-0.04537365166985069,-0.08683533261684465,0.050352666149669045,0.02132223167563922,-0.008707998966065158,-0.011285029704614815,-0.07674898836236267,-0.04223420964513034,-0.019339690917768305,0.018525430459482285,-0.032389692816265775,-0.15612118390737612,0.0066731218040293,-0.005989011024620239,-0.009315332111258741,0.02613771960573436,0.01858561187237085,-0.001175113393251219,-0.030243175332136284,-0.0247843017272282
EFEMP1,-0.0971949756653895,-0.03643490468076855,0.04124823367929124,0.008742223106629228,-0.007345928774992415,0.021334839911732302,0.04318163476743502,-0.053033531785928,0.04044340106052352,0.023961229145256432,0.11139035057723715,-0.0029866106489841926,-0.02436467467573064,0.10528292309206491,0.0857020406872705,0.0011737329697289536,0.012846271580158731,-0.024805000909313087,0.06099131259590857,-0.06653953954778075
C1QTNF1,0.02523444751528887,-0.048829642066890236,-0.010429994888692373,-0.002064919796847596,-0.01595737993353267,0.020286331432616756,0.013156489547889732,0.05472687529060216,-0.0217529195831806,0.02576898192855808,0.033175384971142335,-0.012079649056149675,0.010771339687366373,-0.020571550757389118,-0.031529263852862005,0.02388613995094571,-0.003419890842045727,0.07820125047315227,0.011904311506541592,0.06147981954429368
ALB,-0.02655400123940264,-0.03722441650853016,0.018902843014445767,-0.0013854747659934365,0.03355260267429507,-0.01718879119264645,-0.028277319835207485,0.013505460888893667,0.03717351442736194,0.02777243189389075,0.10356681735454197,-0.03719896046753345,-0.05852766509771011,0.07189682560669579,0.1204164216161937,-0.014056048367230097,-0.045608061859056394,0.0058981387230882905,-0.00603121209223909,-0.035526708882466666
CCL13,,,,,,,,,,,,,,,-0.020459403792580957,,0.05930679202550628,,,
EFNA3,0.026111244790347814,-0.03994481048589433,0.016236760892013754,-0.003039504457042311,0.009621617165789069,-0.05430852192669169,-0.08988557794547165,-0.010091668783253583,0.022109859181443037,0.0021481444782835654,0.23634452972354975,-0.07382493306765245,-0.10963780698727593,-0.021106926330707473,-0.02572636612986123,0.1060061393356059,-0.08523983461244843,0.1301326132996672,0.07093108302048201,0.17373774694227334
DRAXIN,0.021041343318706288,0.05286816811766959,0.023054160379015896,0.019739497384787502,-0.038113374624801195,-0.012241420989802139,0.06414103906096588,0.052051599198709296,-0.012650041784650937,0.08767370175648707,0.06654748025075709,-0.08144716141487035,0.009557227503654847,0.06137785165837283,-0.07180651134287426,0.014987894017160826,-0.06797694083362787,0.13418809988313715,0.01629057134351274,0.20795656979804653
RAET1L,,,-0.016540907993699488,,,,,,-0.015151271945779237,,,,,,,,0.025939610374228796,,,
NPTX2,-0.04615343716589061,-0.007534033982562377,0.03632912849927355,0.011437588715512984,0.023528749041938163,-0.03240803926038978,-0.11622982778624366,0.003577471613707477,-0.018752440536679595,0.01452865493042396,-0.03505075195534314,0.012329027382930454,,0.13204809817213886,0.023526274785406125,-0.003619377661739948,0.07956277085102664,0.12341260781712633,0.03295529936383786,0.08511119310257995
FGF11,0.009753050306432948,0.0362034263589718,-0.05178155948132456,-0.02072906401135279,0.00778529989615385,0.008773013660094546,0.06696492552718845,-0.005017315108190289,-0.008681205945518126,0.010286568501729907,0.056780702429796166,-0.021843465031080263,0.021718803859653735,-0.034695208264847184,-0.03536931568053481,0.10627363597438694,-0.05722402277377968,0.10309558090038107,0.036856835552203655,-0.05244879918146201
CD59,-0.042439348273553223,0.07036041708036508,0.08016031418497033,-0.032801002605904,0.06284821275929509,-0.011475874940559601,-0.050926972519421077,-0.011657541138197313,-0.0006614901807351807,0.019133821105858723,0.028455127959137825,0.037384356620216136,0.060313066294568916,0.0011544017494210443,0.04962043726807473,0.055208699495085056,-0.025679345222340867,-0.04040101961669865,0.009518831680180166,0.04920109010829567
COL9A2,0.08413492111623784,0.03963229541446083,0.04701687915078187,0.02292494520875077,-0.033055366922633354,-0.00626601793383967,0.007771041516843177,0.021164538306051847,-0.004906658769010381,0.06175540680912532,0.12347278888083214,0.12797236498226006,-0.027904995441254812,0.03204883587474433,0.02934357289561483,0.015766616607354293,-0.03663153899976196,0.04743268228900752,0.013749660287493167,0.1080814527301724
DLL3,-0.07662805494222669,-0.0015149594898035542,0.0342419375988689,0.029316099688557955,-0.04146220363975519,0.02399449102043573,0.03534014103556127,-0.05730246779755822,0.016300291876353824,-0.04819760771717279,0.01614527855886508,-0.022453057189660963,0.04457719802949646,0.07056456630236793,0.07326220176164415,-0.011276414965761289,-0.04095578250240944,-0.0266881594773608,-0.03788764264392557,-0.057230248194370906
FGF5,,,,,,,-0.02251707059890664,,,,,,,,,,,-0.02348716265799793,0.06639943454311159,
LIN7C,0.06945768187485096,0.031950254169025444,-0.03552513730978672,-0.030639867839324618,-0.00022397711689857078,-0.04782144657595643,0.026558517636239225,0.05576795806558289,0.012456159852522195,0.0024255282670931806,0.06804229849524313,0.16124326453432644,0.03792191369212693,0.0704056329217663,0.017251530083191715,0.06272636843848099,0.007730974566351634,0.093060259932268,0.01882814333110825,-0.018744790377081502
GDF7,-0.018269800422820608,-0.0262997454916396,-0.004367839568010646,0.06516182482731528,,-0.02455303620424551,0.24402348483593675,-0.027964438068370068,-0.013870922962319338,,,,,-0.025355127180877512,,-0.020932915913204984,-0.022148889880211464,0.0864091187188879,0.011278937304836189,
PSPN,0.043359682704451896,0.019321035164409753,0.035657439087783016,0.031520829280183765,0.0089309500375542,-0.04129084605748773,0.016206523149966325,-0.02629284645387358,-0.05558048312741962,-0.0025690011460869086,0.04792653340574312,0.036644796107347964,0.03362954071558004,0.02546408389520835,0.016980113866495658,-0.03584494629072419,-0.04299360355240973,0.09968733637014193,-0.030533491164694143,0.09385063772841672
ANGPT1,0.007378615091289031,0.016388759513114904,0.06445200268127273,0.07890743679578721,0.03973179327291565,0.03740878517339157,0.09979724021973078,-0.016376222553537094,-0.001744762919263173,0.0172918143633155,-0.06341274571136393,-0.09702169279873651,0.03732275003188622,0.027994464002957513,-0.020565921067697494,0.05124104789934751,0.023128314074380908,0.09287574155072172,0.035173715886163956,-0.06997258762567449
PNOC,-0.025800756434697855,0.021015479639418917,0.034129894272925634,0.058165017308654414,0.024159524722983466,-0.03022504784205826,-0.06545048386144549,-0.019793710205621817,0.008315103810604092,-0.01666602392450056,,,,,,,-0.026258413584770914,0.06452425688341694,0.030890152506317888,0.07996066659918268
L1CAM,-0.027434921590329522,-0.04789423783171063,-0.03974680589002989,-0.011921681509831365,0.0036631739195287076,0.005530615471864502,-0.08286892907371746,-0.024649429888633542,-0.07358994069488281,-0.007384857594384517,-0.03688540705333591,-0.03463355468060387,-0.043485050216737556,0.017480639841198596,-0.026970169428185763,-0.030804692698379637,-0.00935017623940937,0.0490985047122867,0.01620984883575175,0.032124284802480724
APOA1,-0.03847968318150482,0.026220521835839578,0.019748295237561365,-0.03108457622603686,0.11529359166333351,-0.030347867837033988,-0.022244539640176985,0.02856847858315304,-0.022448757063703934,-0.021451190041051768,0.030399218833292222,0.007252967533867974,0.021817310225102672,0.034341207262397366,-0.021624258026842584,0.08618059451293361,0.0374235354263098,0.12432937346291255,-0.017433340316090524,0.011362991772335171
PSEN1,-0.05693073201633111,-0.00909050569622106,-0.05156773242029515,0.04210446984783048,0.022899050870028168,0.028726016718926564,0.049202715244332514,-0.011709610365048861,-0.04909781153675966,0.01587825586255689,0.11323537194571705,0.03739614243293071,0.07164927338520824,0.043523632557975256,0.032580741644865394,-0.006022576593692469,0.01167812284201652,-0.021413089059484542,0.017662646952440453,0.019852973355723516
CALM2,0.02401691622162437,-0.02949224065597009,0.0589574784905953,-0.003070167768528165,0.0029481350005980842,-0.013852512474848004,-0.10442409503059114,0.0029115089868563854,-0.058519440111170294,-0.03395353204806014,-0.018839241927126566,0.10999839544426353,-0.029815407989599876,0.04753038149853605,0.06731992471550807,-0.038369340545643234,0.01348205141560421,0.08478772534157211,0.007695380208282021,-0.030302559467230643
CLEC2B,0.0412899294324403,-0.007547002470647734,0.015033166224869483,0.03246237791780608,0.030656196453111545,-0.014113820511059352,0.05555793182201096,-0.045456862480846856,0.018156078351841423,0.01773337163085644,0.07380552482461074,-0.02203395196075796,-0.025223501295998915,0.011072576375185739,-0.010695141111625272,0.00938953187601305,0.05350195376934439,0.07005812976389036,-0.028753743172650212,-0.0102608072484361
NTNG1,0.02419294950045846,0.08063382597364993,0.009769308004873344,-0.01400924566281351,0.09032487727451866,0.021670573390825863,0.024791708235895056,-0.02813896280410203,0.03182983514384238,-0.006433775081918738,-0.057368841842254395,0.004372147645050149,0.007774110165678572,-0.0402572391844032,0.0047972432419398974,-0.030657756046961988,0.01860824041034322,0.03938869135739125,0.045867788022530775,-0.02938521160875324
LRIG1,0.008761275658557971,0.0545091051748451,0.06415570528464137,-0.0018773652520570603,-0.0782734442119489,-0.010711047458330685,0.029759242493680286,0.04710753612078652,-0.0006362268788256704,0.046148913635217385,0.14482949066535983,0.01922349912467511,0.1907550680003993,0.05786233462029254,0.07773479158224493,0.04187879399734964,-0.01586512699932116,0.06515732354314295,0.03001321304665649,0.0018466571528573388
CPAMD8,-0.01607585644737781,,0.02870614950447143,-0.023609250626360434,-0.011126323885380967,-0.0341974818889915,-0.02036972062703096,0.01088315668811308,-0.0026336107201357754,0.016353462930972736,-0.025372813063494197,,-0.055077716937605645,-0.003276300361410884,,0.02241988493527598,,0.01091029515262673,0.0315468856517119,-0.03769772919112371
GHRL,-0.007435116466277016,,0.01599126315876417,0.014636686614339625,0.023353011528515214,0.06513816572830966,-0.034343744347229775,-0.03982337577227009,-0.012650041784650937,-0.023601136152226358,-0.03418529191373384,0.061963090917423976,-0.048872818708094776,0.05124826105319259,,-0.04314626275423284,-0.02395832464098451,0.027440448241573576,-0.028389194414268612,
NPY,-0.023583908819298702,-0.014289213467678358,0.01695953377708356,-0.06159877230983571,-0.025266321851947448,0.01646132163175446,-0.09904838989849372,0.013944039858060921,0.019929685598184456,0.055723911647826675,-0.02962995114409947,-0.05627615287420016,,-0.04670762807656764,-0.01467169932413755,-0.011769390452119303,0.032259789906846616,-0.017785968910467055,0.02472699643571698,-0.023566423307145132
MMP2,0.04410844112808318,0.09295540113338295,0.06273948348021977,-0.005769263060623843,0.006258673548624054,-0.00884619232332895,0.08679651551395533,0.03748200806676005,0.01944580847288595,0.046139979169159975,0.10896093680439546,-0.01607681539815169,-0.03658495896732637,0.09873502480247488,0.013982240961601135,0.05029938545610999,0.04681802065272274,0.001201277053334252,0.04101517787701043,0.106379777111353
LHB,,,,-0.020561874318760713,,,,,,,,,,,,,,,,
PPY,,,-0.002977399924233829,-0.010366188004476884,,,,-0.026378881045820018,,,,,,,0.015438211334192075,,-0.048575866268372424,-0.008649565773340522,0.04888174507335429,
ALKAL2,0.013956667227751166,0.016895110684685955,0.026090059056678133,0.00863214060113744,,0.03080761861260138,-0.023095875220145272,0.006725546509118988,0.027058540575625928,0.05262981904042741,-0.000860662253770993,-0.02972906849910332,,-0.0015333459586540175,-0.013049509848132544,0.02001555663525389,-0.022511455513541258,0.04683946929690607,0.08209480241031548,-0.053117142153042404
CSF1,-0.07473712922535884,-0.04186461025490247,0.10379585825673815,0.04071336022253235,-0.043039904921502704,-0.021563234545541595,0.013573101644078177,0.014233693443895717,0.029880439444433016,0.032762739816314945,-0.001295288105704563,-0.06157271132854664,0.14905299221921217,-0.026938940496440387,0.058260060241009104,0.02038017649817916,0.015226510829592026,0.06931810733541566,0.0666828424030414,-0.12012353920356743
SEMA4C,-0.011379235654812582,-0.052525806049221406,-0.03264448381568102,0.048364251720270465,0.039249259629959656,0.028673840007887738,0.007150236299881305,0.04530210001389907,-0.0035173098480154818,0.019429955907182585,0.097023475631564,-0.015907520677706885,-0.013988059216881687,0.005770988927986002,0.06828991710493527,0.08363062047791767,-0.08157544708951399,0.04214664799655035,0.01680819243318716,0.0814029584443814
BMP8A,,,,,,,,,,,,,,,,,,-0.0455958940964132,,
ICAM2,0.0662364779273937,-0.04627548195762985,0.024740023852895664,-0.005664339230384693,0.0838372141083805,0.02165941142827016,0.08644768425041101,0.004012642550213371,0.04728112599128944,0.004751949105926048,0.08519411787847592,0.02542718172080759,-0.10072700969275496,0.01825084181423755,0.059251205727287336,0.06874736157844066,-0.008449860821347436,0.009543842908379535,0.003641619272973159,0.029252303846168698
SYTL3,0.004704196447877611,-0.008072746800067965,-0.022937211115335723,-0.015979372276837683,-0.008462953423144518,-0.02360886725359711,0.04620793154060119,0.010066315108230932,-0.028498298797235467,-0.014175886230463789,0.0929100326949585,-0.07590226085644114,-0.10285598429691241,0.06670118655314489,-0.02267788409839135,-0.012789639971201909,-0.014374139881948057,0.04673192801948312,0.13243949260145907,
IL1A,-0.01867988682524462,0.02930464141681941,0.006207687428691681,-0.017324726801334907,-0.07193915782864767,0.005804469345864716,0.026782817580666328,0.017106659568670864,0.013153165139090928,0.08780378568510476,0.006052950963010417,-0.06077728588836802,0.060269711152472864,-0.0012052752572975344,-0.03381523649893788,0.042043106613407544,0.0423916360639515,0.028667425810001236,0.0976238413399363,0.013423029005103263
HLA-G,,-0.012216225846619373,-0.025452507731669065,-0.021717318246241107,,0.09813269801229464,,,,,,-0.05808919637986642,0.02210779303944113,,0.04464721837161583,,0.0368995723795868,,,
PGF,0.0134529442447902,-0.008629992689727023,-0.004207532736940551,0.012345641339245261,0.023842975692425772,0.07712130873280237,0.051409696613033656,-0.02781439745861165,-0.010177731620676953,0.01259192757356667,0.08168190790483512,0.03712340294710228,-0.1515587657750819,0.02233703467319738,0.048423877981717524,0.013858532333918226,0.058172456238338076,-0.000437954584671021,0.04594159371975067,-0.05037162851298852
LGALS8,0.019730414920550724,0.0093503920149104,-0.016145827964721846,0.0008691285209423455,-0.0006170256720157408,0.004159983149822675,0.047967145908409996,0.05107231556344703,-0.019476960729693002,0.03945756021493445,0.08729698045252117,-0.01333302769363802,0.03396393319090964,0.0025606505420326287,-0.02740280363116032,-0.06013865118401008,-0.03985908784618313,0.0530977005267421,-0.0031366391499928307,0.06011345148312973
DKK3,-0.053255021184053584,0.0225880446962637,0.047374741478180084,-0.04212411022843499,0.06073283238679422,-0.0460133821506652,-0.11533232843681897,0.019437955720217625,-0.01828700423904411,-0.03278585623981207,0.007067271870224871,0.07192761932691111,0.04805589890700569,0.05616226785204215,0.023952923687267407,-0.0063054785636702994,0.042817806252514155,0.007047520956988273,-0.04746565922260048,0.026266067764285535
COL16A1,-0.005632293419462401,0.08373121879261139,0.09404086888874576,0.05690836228322807,-0.0026502175616127787,-0.03177844030234121,0.02726204946981786,0.021964069482495283,0.005546321233685086,0.03777318132088776,0.09137080999995789,0.03279143672997961,-0.07834127036086984,-0.0015958658064214608,0.04015495650055696,0.020729907000353247,-0.015713219571845512,0.08199577003030176,0.0008249707027648718,0.004901266830047732
TPH1,-0.014322557979048923,0.04959455575772469,-0.0006868344617414813,0.03111167703938229,0.0054907066827625875,-0.014052353795736232,-0.008729522842320881,0.07424442928949716,,0.02345893760575803,,-0.0096792178415559,0.04651814906255881,,0.10475456796305,0.056775025515265164,-0.012447942101184736,0.04996584897452304,0.051344953628658874,0.14429565521197774
TNC,0.07786572917420637,-0.017741038644797973,0.049088586514260124,-0.022465512885095133,0.005683461983832229,0.010844524101660516,0.10614449126420147,0.030193504998467104,0.006489379054820216,0.029626547383321836,0.02545091282297068,-0.1648909648554228,-0.026053685819084176,0.09212688360420879,-0.020527019699620487,0.04531372695239998,0.024133055542545526,0.03741682014887566,0.07592797768330367,-0.13295768642017136
TNFSF9,-0.016075848817514785,-0.049362390497301165,-0.03323239104756309,0.08169511534308377,0.026117116447789544,0.03566523481286373,-0.009630693427623835,0.017769245014661646,-0.021129390077352497,-0.0377576671281718,,,0.08776440442312328,0.0016753229637160023,0.05351762301685813,0.09031002971349418,-0.011154646004900824,-0.0477926082762071,0.01834027196936428,0.021722265061631933
C4A,,,,0.02355596608601574,,,,-0.004276770546121681,,0.12050922821644756,,-0.00289849144844597,,,-0.022777778356541364,-0.036645633641243666,-0.02238248638524728,0.02694879549839423,,
CNTN2,-0.030564000092237944,0.04052434524738261,0.12928413215337353,0.02730854395504255,0.013730170710425755,0.033995203941918295,0.03510453549756289,-0.029829027192575512,0.013484741907215648,-0.007064564233625773,-0.07414057334796026,0.03523933894030119,-0.04148586403058215,-0.0436494620696717,0.05196986477843587,-0.030099382068570022,-0.11728782843425918,0.14134515733585412,0.010675993842145102,0.027542119773254367
F7,,,-0.018232142440205983,,,-0.012204509370973948,-0.020369708787467935,,,,,,,,-0.02869868562547927,,-0.0055172063774400265,,0.06777388299884186,
LUM,-0.010637558337541682,0.026777751131852597,0.05700963736802725,-0.018880562576253482,-0.014793710626603665,-0.002762618911279265,0.05514414152749012,0.08750910361048193,0.016000012043416036,-0.00552373779545882,0.03060320100321989,0.06160685060088591,0.07109544091420228,0.11867916016792264,0.05861528296942265,0.08326343866344281,0.003976216164416505,-0.05045418860093175,0.016765070116932387,
IZUMO1,-0.015360982807153702,,,,,,,,,,,,,,,,,,,
BTC,,,-0.016540901103879693,-0.004978154218954794,0.01360246287372431,,,,0.07763013594672645,,,,0.11578952575440793,,0.06475700260444353,-0.03144333666134135,0.013066909581697676,0.01609189684165284,-0.022168745293982026,
APOC1,-0.0332692270018059,-0.009330844049462234,0.0866102459491904,0.07216541553956776,0.06536084559902079,0.06583626012504533,0.10405534635090727,-0.045915276432119914,0.029605320532811803,-0.03364368812454226,-0.007762178471628995,-0.16455919875479996,0.05844033723182168,0.05332964626175477,0.04283613925823257,0.061781712894279736,-0.001705622496418697,-0.03530678889610317,-0.12828994460677356,-0.07055262040358841
PKM,-0.01432963644653498,-0.030630482548058592,0.028155506809494153,-0.003750978962826507,-0.018428778980042217,-0.04719352234776918,-0.004245891143526612,0.05765980289449061,0.023940598829975988,0.05728811783139834,0.04461680033926826,-0.06525616049608257,-0.12636510107602233,-0.0007868627840463067,-0.056338093238504465,0.06179943108950422,0.024500943438168398,0.040716392578861775,0.043188440072625726,0.10138098638004514
TNF,,0.03468111512517793,0.0385753077339389,0.014082392403759282,-0.026288183501558655,-0.02998305828418132,-0.01715144821714708,-0.00980575945744458,0.04525364334068546,0.009743709586961928,-0.044878370917851525,0.07470040292652565,0.09079810611135644,0.06704131318585711,-0.020152045865979584,,,0.07370087235871092,0.0037584047028127233,0.047094419491871105
GNAS,0.02399192815903675,0.1073190587855873,-0.048077889527356726,0.0415308406595169,-0.007669229030779284,-0.02336012936259379,-0.09457972599982653,0.0551580290983115,0.016044449093407527,0.024221005695389902,0.1276220796841899,-0.11126982353533146,0.030061913215254553,-0.012118717639894158,-0.0671627919941915,0.016422204775361774,-0.0035512514735718276,0.04286710888263269,-0.05352498171267023,0.09445947434908819
BMP8B,-0.03723554526293009,0.04468317829931127,0.03817680625588622,-0.013373925345095256,-0.020241269821233712,0.021954711351337027,-0.026070419588403768,0.014213936819714074,-0.012279880031706642,-0.00498752678207768,0.06872556398662592,0.09752785416492502,0.05684212517816921,0.0738557015077605,0.03693261029294373,0.015541658521153233,-0.01855319031203224,-0.02632943015707908,0.029847259155144582,0.005168606685448924
LIPH,,-0.03598275978272292,-0.018688600159284016,-0.030882833859632225,,,,0.02021316728091265,,,,-0.019634685395232963,,,0.06354741682009761,,-0.035173420176172865,0.03220682658945834,0.024741195250409045,
CCL28,,0.04385186839666488,0.039910536613893904,,,-0.02624543269003221,,0.06029826125631241,-0.014524505088760149,0.058663801619210774,,-0.009040100363506247,,,,0.07899022295715137,,0.022741388915367998,0.03350655064896102,
