,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.000778335678852863,0.0010922410643144835,,-0.003842335828245096,-0.018348266506255748,-0.030267233824950904,0.02787184791431975,-0.006543476684659279,0.005583025629885301,-0.02540431887632377,-0.039907063543577447,0.022333304563870213,0.07788447987089896,-0.014697480097711102,0.04799647487607244,0.13018751128857486,-0.02000557476591419,0.08998155521303423,0.10229116676486029,0.01085440765005993,-0.035547678132102335
EFNA2,,,,,,,,,,,,,,,,,,-0.021744802818703994,,,
HBEGF,-0.016510610874746284,0.030609665076338024,0.04617721062068414,0.04923500080114006,-0.001767530830722183,-0.008124105618784239,0.020980548388457164,0.09366214876982239,0.06847891510532347,-0.016184626325071144,0.02196617892295215,0.1315186576604921,0.08698189991804701,0.024626732751866463,-0.03566617510880681,0.07367787924961766,-0.027668564286112637,0.03891695526277115,-0.03336728721492474,-0.03358575481145651,0.007954233953722316
CSF3,,0.15038682539774412,,,0.09304063735628781,0.008311577225376494,0.024192274553581614,,-0.03456863572686614,,,0.057096637349636235,,,,,-0.07320934377275679,-0.07041355439377057,-0.04097014678195286,0.004258859468001818,-0.0036922764441817838
PI3,,0.16339295450489202,-0.0432222261486683,,-0.003034882281186196,0.042264411230455316,-0.0005712416383334753,,-0.019101137460363748,,,,,-0.015352177641667339,,,-0.03380948731094519,-0.08781418097442589,-0.06635805293050548,0.03379943550300221,0.09755773405193442
PCSK1N,0.03160636291083626,-0.04550681702449208,0.013430383390149314,0.04299004144432177,0.08636649747834044,-0.005858955292108913,0.023974083337520262,-0.11104741881360936,-0.07439995776988241,0.023671549680372602,0.017208801153718097,-0.0074704778943893305,-0.11546004801399298,-0.014969777348096526,0.09769128704795717,0.08937515488863224,-0.002552712377593468,-0.03895897941910216,0.02389694360963226,0.05945393590921312,0.0793419440810461
NTS,,,,,,,0.024710906011236818,-0.021741867769815078,0.01534332080503603,0.052402933677183794,-0.028792458836391695,,,,,,-0.031943938422663326,-0.01098119918798865,0.04116059513982825,0.0939177643318832,
SFRP1,-0.02933489948209681,0.07595470422633677,0.05092342429204772,-0.02178214178287194,,0.0021415972002202925,-0.01852685943747334,0.014667949988317766,0.03617022711937429,-0.052301699913971995,-0.01371824093739082,0.05587298214653458,0.05459964958136387,-0.039597549176182495,-0.10119343219164413,-0.028499912709625853,0.04009525445168335,0.041059151819051974,0.04396111907639606,-0.030798512841641167,0.041041118558767416
CXCL13,,,,-0.042252990449781196,0.006011815148664352,,-0.030051328824678144,,,,,0.00760113024627595,,,,,-0.030756895326680533,-0.05586859723333289,-0.06100149030940865,,-0.038548358337703044
MICA,-0.026030350166392758,-0.05135331625653067,0.0912980767349374,0.06400874460071315,0.028130952560860366,0.08239481521179756,0.01308125876912583,-0.04614782748724963,0.08969394152944267,-0.0030838445265217117,-0.02603793774184794,0.06201673081931701,0.015253945550932587,-0.06289285052010457,0.04276371166637885,0.03589001795291963,0.024041438856131244,0.022711109130053718,0.04711848588145029,0.020074420552073802,0.005143279809390377
TG,0.0783228428070354,-0.041264126936844725,-0.009482778905753433,-0.010913694123431917,,-0.020948793797802175,0.03603431560058333,-0.025095846851331306,-0.013167665475894107,0.05143618497888081,-0.00992783129328538,0.02510518648997507,0.03838258298191267,0.10867815480527604,-0.08021130966618728,0.1144599088426585,-0.018194342770115016,0.06752908397773877,-0.011662027903165922,0.12089090098971321,-0.004635082676162226
ADA,0.0693170911560791,0.002968002246013024,0.014424536002177846,0.031996257393659217,-0.01424213480704441,0.008074134459977171,0.007128760545062827,-0.01791052517689892,0.12041671830066683,0.02618201104431129,-0.01612359641701946,0.05676039998560766,0.0018566604218082342,-0.007800793906776938,-0.011148596089810612,-0.009642800814477742,0.007529080046238331,-0.02167649906397317,0.03923389785282507,-0.013067685588374487,0.019300675641193463
LAMC3,0.005842909422634163,-0.04119645026623273,0.04077516381385349,0.06979798751350044,0.09879791796689015,-0.0726131002839117,0.04125030843427056,0.08563878079152382,0.13479188075289486,0.004134489966405946,-0.05133465933197367,0.06247997444662007,0.05476584837875206,0.03575343938079012,0.03208565072255585,0.055262986715543944,0.029600713173180117,0.05933151478413112,0.0006737825746227079,-0.07859655119065179,0.009305577652455026
CCL7,,,0.03980308474218081,,,0.021079069024180518,0.06252593123586082,,,,,,,,,,-0.020522390441497868,,,-0.011999789060461143,0.005112964968331778
NGF,,-0.010294656407874076,-0.016080666933254436,,,0.03934911555790365,0.04648080399548428,0.025499123983619244,,,,-0.0012944719489398177,,,-0.04933173129695554,-0.03489911097984416,-0.023701718018353368,-0.021452516085680037,0.02873123031238024,-0.045067871942907976,-0.0343566554227292
TNFSF15,,0.12755186313104408,,,,0.013918366503627174,0.019615201201653054,-0.02907832743215855,,,,-0.003923964101252622,,,-0.07168725400937234,0.10906086144775644,-0.02000702621476752,,-0.02544175778095823,-0.02991842040990422,0.007975641950139728
HMGB1,-0.014568200206700637,-0.05819859228768811,-0.015579585374344269,0.049433126436122445,0.03586980652266007,0.03965803574962231,-0.042217964383299764,0.12531889955135922,0.1549087094692372,-0.01824773475794806,-0.023455211262923256,0.051221961219469876,0.021560355839601388,-0.06837872803686873,-0.036826863872222906,-0.0830856309358017,0.07424726162647262,-0.06973821049031251,0.003471051476584837,-0.04261221951968068,0.028996925351787887
ITGB3BP,0.030672260854781874,0.010191119578163894,0.016117567639172346,0.044875692716525174,0.02427886294605583,0.02168861574424783,0.031678997757286644,0.1405152325358662,0.10813943244585196,-0.011363078551391877,-0.02159131132928481,-0.0017972670946457164,0.04369348539460784,0.09014064252023597,0.01744319249523129,0.08789801479780424,-0.02964502130630199,-0.002991764207857707,0.03151685025172712,0.03638884318971829,0.03585517777193028
AANAT,,-0.011421368931344239,-0.02336825914519481,,,-0.03375762816521826,-0.026580599255573076,,-0.005637998254976408,0.017949051336621155,-0.011443970156410745,,0.01859785070388615,-0.07543829447726148,,-0.024459853778318188,-0.01800392711599921,-0.015465769023937601,,-0.02590617077651432,0.005185965883036059
RELN,0.05250072009561114,0.004918045191532446,-0.006651881198503495,-0.012254440016423025,-0.054044604979510705,-0.03175031484656287,0.011210384595147428,-0.018719163724043326,-0.08296442459164388,0.01940538391324838,-0.023185995594996334,,-0.009797639247809381,,0.026162538867227563,,,,-0.030730886216879305,,0.021380814632682515
IL15,0.021038170030352944,-0.05244472137325974,0.14563030264846424,-0.02289929925064501,,-0.00416385045644904,0.0005112891733283961,-0.002951261761161993,-0.0010403876321841644,-0.004257655150335851,-0.02459684227938584,0.04482516508235527,0.044016575576590763,0.17202545419549264,-0.02481910225755106,0.045616353565296246,0.049564579498891856,0.0028455108964317412,0.009043160326131172,0.03363738168227921,0.015813015259057723
UTS2,,,,,,,,,0.10154877067170001,,,,,-0.07432346066754045,,,-0.015331661603278885,,,,
BSG,0.09054781001105318,-0.03763614112736407,-0.03495057918772316,0.009635969326494286,0.06703335703860708,0.0017639643500454861,0.0556530359214619,-0.02903297865528153,-0.00511374214352202,0.010605228706668407,0.01860631118051311,0.06187661124981349,0.038766460836997564,0.08679670812791285,-0.047894463288055314,0.07374731868055862,0.028981069444863467,0.005518135188856352,-0.08031587457353792,0.04047433794310703,0.06260047498012665
ADAMTS3,0.06435597998672303,0.0039413590125042825,-0.0027386453066355456,-0.011689317940125867,,0.02952096155054145,-0.00764398059159922,0.02285891420916443,0.135376883314117,0.02900908893874091,-0.045453635678050795,0.03257667731871784,0.03214706090308659,-0.023906617944872487,,0.018142030696866727,-0.02151626011727877,-0.030871073674503008,0.07495557438732658,0.007866523748017704,-0.026791138128303284
CD34,0.10118130164818723,-0.015235720391995307,0.02383418808906026,0.01687130026530612,0.07196340887169349,-0.08867027291395686,0.06390283244923894,0.03787573317124571,0.13740165074423605,0.04442294596102014,-0.02141135743490823,0.004092490843867115,0.06920930362695639,0.02446467290419408,-0.06017815019713334,-8.562830616328498e-05,0.10050567766845112,0.04793929786369455,0.010739816641098777,-0.07086919718264167,-0.025460489531960156
CCL23,,,,,,,,,-0.012471314715743363,,,,,,,,,,,,
PLAT,0.07596749902853207,0.08193892455449629,0.016176674816900258,0.0416600968079849,0.10315046646375331,-0.05454373540982984,-0.026460411590826134,0.06500088236619947,0.10638912644587108,-0.030102218400784555,-0.021760102395587573,0.06641790866400397,-0.010403700136398755,0.04626155031602053,-0.031014464921778954,0.06837528236402547,0.020081389817784057,0.058300885042364727,0.05377423975882689,-0.026864920248965828,0.07451672761510102
NTF3,,,,,,,,,,,-0.01847329784328526,0.05980777507597785,,,,,-0.003406473795881096,0.09623023570376887,0.11658036290840312,,
LTA,,,,-0.032029469422795366,,0.013111636992009944,,,,0.009953589155141806,,,0.031031063419345122,,,,,,,-0.0038891229258729795,
CKLF,-0.01273510904658814,-0.009537581809828357,-0.026226963252892803,0.03596551468754727,0.04733388771598929,-0.017283215880817934,0.02998315148377521,0.17871020341156646,0.13614876740437754,-0.0003961602064954996,-0.025842128036266006,0.051899964004730036,0.08802662033403781,-0.06692453032880834,0.07299829111319359,0.007907239248622305,0.009475029299324967,0.039277501116333005,0.0005178941343933851,0.03952368972831534,-0.03869656997134916
APELA,,,,,,,,,,,,0.050851114047896065,,,,,,,,,
CD24,-0.03540780320555027,0.0038628019595497295,-0.022224616126510395,0.09014291968537473,-0.008053810601005533,-0.052214718270245146,0.018283831841305186,0.12751916651113537,0.023362953914029993,-0.021907313805166202,-0.00893136080032903,0.059375429235025805,0.07580325210564735,0.017095883193391503,-0.06039507129946381,0.0352532868482731,0.007090295565828294,-0.014262645711977294,0.08356642453946503,0.08413862135071809,0.15010114564187974
HSP90AA1,-0.038792496031291375,-0.033922405862039276,-0.06250839792755525,0.0013223245976769404,-0.10029070175621231,0.07765560700557003,-0.021090690219060404,-0.16066598454268166,-0.16657110614868864,-0.017416389159884027,-0.03881565225905072,-0.011940576179669739,-0.07205656741257317,0.044798291119253014,-0.062240644535965825,-0.13597418560391453,-0.09639856881293267,-0.15357507125503012,-0.08808161998113598,-0.039317292301991845,0.08059525316749445
BMP4,0.0738541251262764,0.012837079355904528,0.048577723051920214,-0.033953115155843004,0.06662509935164848,-0.009013719959280289,0.007859268575141198,0.06656079213711806,-0.009401781153939378,-0.031686363189178966,-0.04208318967493542,-0.03227229909019166,-0.007225651803268568,0.045676567212010404,0.003261211564503315,0.009466726394295546,0.03958014350844692,0.01390841455243044,-0.00904022750622989,0.03915668038383805,0.03529831459393385
SCGB3A1,,,0.03574992551117567,,0.0014364969468012166,,0.014331724401629043,0.04616374056815668,,,-0.009653100756850823,0.04337244880959803,0.04296226318861689,0.01170403829081735,-0.06661786005251871,,0.08173917289893365,-0.001312071008599101,0.07340543000399516,0.025230047019156952,0.026739697835616288
IGFBP4,0.01941040231050965,-0.03584736509853907,0.03234737320944073,0.03304510819906853,0.06142712791411368,-0.029223434352739327,0.01729880903431333,0.028427793242326676,0.0943364987021509,0.001975946223840583,0.01175492319884024,0.013985289484176771,0.0020604819846991836,0.0830211270788208,0.04597691056575075,0.0452627045785858,0.0708877417216266,-0.039673505411582925,-0.09329593026609864,-0.03962035845908915,0.03189460823011938
RSPO4,,-0.03643146193813609,,-0.032996140909372224,,-0.022632991728146375,-0.036534106606368924,,,0.0016712094173654095,-0.009653099344866469,,0.020725045739056966,,-0.043992079585649824,,,,-0.035581789201328845,-0.026528231411667588,-0.036590611295985516
LEFTY2,0.016051186838151644,-0.028772398459756807,0.08510565837346667,0.043366053950866804,0.03299570174494258,-0.030109302866550138,0.03276193864484839,-0.013403792018235767,0.13495401320773734,-0.03995977019762123,-0.010584741491645046,-0.03431408664984563,0.030565594035626826,-0.11494267521351378,,0.014149899817852358,-0.017421185507638267,0.15638294592601953,-0.0483888825727075,0.05013202175053474,0.07552413206400192
PF4,,,0.039874713144373276,-0.02913515570023729,,-0.009466233626631976,,,,,,,,,,,,0.021240383275522277,,0.0037789677624031643,-0.010966594982289175
ANGPTL2,0.0155289243261915,0.04065670916725646,0.03209659784280925,0.0753771787001288,0.0032580621069158936,0.05086170423794891,0.02248950280373379,0.14569817910323518,0.08540330560939385,0.020774585493299427,-0.05904153869946086,-0.035835116624595514,0.06826196262206696,0.006119257741479939,0.1235275633795489,0.07022345575321917,0.09871941053974385,0.09572805996199166,0.08599026932315389,0.005289128786521413,0.03631818839834461
LRIG2,-0.010163958707118233,0.047887897294843794,0.046992057979987824,-0.020633821899749143,0.12138094605996703,0.002762769237385419,0.013557253388153018,0.027234319806911305,0.08936365115399787,-0.0417293225047127,-0.05443940849282285,0.005371909242308798,0.014793108271777704,-0.08825217491256818,0.0755525456245118,0.07433297832063245,-0.07758447222020853,0.0265170588792339,-0.06602587146876009,0.04449835815028326,0.09140291354917186
ICOSLG,-0.01913737668508673,0.043770123624753965,0.015161667301253167,0.0795287219675709,0.04603166044599618,0.04561305462741101,0.0698147583002242,0.010402450933311972,0.06632261819655591,0.0373264661802138,-0.0183197799184245,0.04477452091576004,0.03528212989564126,-0.07602408421094753,0.14859020285693877,-0.027723526880892062,-0.013230102112943612,0.04060478660697029,-0.0044203486534874934,0.051143163733120334,0.03480966157824378
WIF1,,0.012339763152848886,-0.019689626314738647,,-0.08452184554254555,,0.07770420150891685,-0.10186069472617988,-0.13360735616560782,0.004603657079482946,-0.01816513433854937,,-0.026760236305217688,,,,,,-0.03307671958255882,,0.06889142319237822
NPPC,0.011035721440932652,0.06895362332217919,-0.029692192370897087,,0.01880005114688835,0.06898373162258004,0.03650829330268451,-0.021620031751860058,-0.020606109466162596,-0.015104179396327879,-0.01341544577093764,,0.10944789985798313,-0.049334304946078024,0.04208225548786615,-0.029288128533488722,0.07295530304149779,0.004984188823765383,-0.0009046722195897241,,0.042639026566685355
LYZ,-0.04294678757464794,-0.013476598838409964,0.02222178885977529,0.01626450508335452,0.04314230038036154,0.018020089807810575,0.019969255345568922,0.05489776620736808,0.1188338550972877,0.043154137527266274,-0.028766293484945835,0.08070880033566169,0.08095435535598824,0.07074349675405353,-0.05106709738744469,0.04542529846053213,0.03699233523421319,-0.01361945601649466,-0.021219342714050887,0.0033783904660487454,-0.03386402706078408
EREG,,,,,0.040811672038600776,,-0.0046439012538900684,,,,,0.01922322912888546,,,,,-0.041656772713323534,-0.04951284850825112,-0.009284777637854107,-0.026589679302424427,-0.001235739746704272
SPTAN1,0.03912861289028246,0.016504764759110897,-0.0004439756168810952,0.05052368365672657,0.09823972664616339,-0.03225554030245936,0.023834882854755015,-0.08837804278721086,-0.055637504448454694,0.014718202937661544,0.0014535304095889107,0.03694087831864327,-0.07044166111336035,-0.03672951538265475,-0.019247564211855663,0.09943827213785139,-0.024386844562900044,0.05058107341343006,0.05827293105242237,0.04876196587738147,0.0075264638557732124
PTH2,,,,,,,,,,,,,,,,,,,0.007162698724747039,,
LIPC,0.14900051285026225,0.022612863624349545,-0.015686601907360945,0.001787392344999939,,-0.016086140869371036,0.029319771119766753,-0.032086371434635545,0.07918895430061985,0.010106791742280418,,-0.0045932247366985805,0.028271063682281477,0.1768550027033573,0.013851027044998965,-0.010529300365737026,,,,-0.022976019607811798,-0.044699006707157596
COL8A1,-0.03983049961663906,0.05095516562236559,0.03956861263378342,0.0041988776026701796,-0.03929851118773431,0.026187724757448957,-0.00624644938473458,0.1150886363070588,0.04943635271271492,0.004770417474130142,-0.04641644295928704,-0.041255731136414696,0.040813138683342735,0.078281712291869,0.023952851482807676,-0.04669228905876925,0.01713230908381605,-0.0025685650299050867,-0.0862462078052022,-0.05357491370693044,0.09292212004482422
GSTM2,0.04440814989414227,0.01632327800669206,-0.02891124651439855,-0.037134212366391924,0.032923418446873146,-0.03189954268547823,-0.011796015519368703,-0.01749699163405363,0.0553052539611601,0.04790500907762032,-0.028531430637362007,0.016012792247425436,0.0023358525716195857,-0.02142302268009275,0.0695732823154275,0.06741566799159233,-0.02095595046356503,0.02425594587427445,0.03607464311518458,0.04588249855849437,0.03574634405407473
IL4,,,,,,,,,,,,,,-0.05373052238291496,,,,,,,
SPX,-0.051875190246639884,-0.022270333108008234,-0.0035409303025182963,0.00425707548969665,,0.006170008301863046,-0.012536858694604318,-0.019016200405004773,-0.07146534560639815,-0.026910436156016022,-0.03322158106995881,,-0.048623718477223875,,,0.016084318441882683,-0.020691619394809395,0.0915896220971323,-0.07203102601838715,0.131416565098034,-0.038548285709806784
MFGE8,-0.05263603321391111,0.03877562715289631,0.0064998664428466794,0.033110084869518455,0.015315949672598079,-0.06407982495973952,-0.00941106171058054,0.02013588142420249,0.03814858370733278,-0.02637572013252473,-0.0017469327950033894,0.04641659652793963,0.12071205792937412,0.006493349757536202,-0.004140681940176144,0.01401030612273746,-0.0513213082570361,0.014893116128127385,-0.042330723055885706,0.05151264934278738,0.061084653835177846
TGFA,-0.010245064381866608,0.005452203876851982,0.058088897528559565,0.040720409638431515,0.09313321262114274,0.05064906682053215,0.06341127362125014,0.01615933637842843,0.05957024833353972,-0.020744808059213766,0.05827849546550855,0.03631495671342315,0.08431970135036619,0.0383744543286482,-0.025835533134555142,0.03411297200354975,0.01733852867284122,0.08775870745612849,0.011593598097454694,0.116955077206729,0.043056087686437865
SLIT2,-0.024029516810614306,-0.01913178816234764,0.06618014157824789,0.045730184920949275,-0.024896297029293992,0.019948883169887997,-0.06137167529209309,-0.042847348831145785,-0.05809759969536103,-0.0051201753292960325,0.00959073694605101,-0.010973569427067079,-0.017087712537110188,0.11686952310275305,-0.04482805974736238,-0.03312228320753371,0.058698680512349666,0.0014876205535037236,0.01888117196593127,0.01367535039026942,0.09432505126124213
PLTP,0.05641618958826966,0.0014309102229244958,-0.011312042920990379,0.05952517917438417,0.09422797863714048,-0.011821631159675224,-0.015757223077806026,0.0619809949827343,0.14561530404448114,0.03207113491201321,-0.036889360576261084,0.02195516709980614,-0.015604156781610657,-0.028650220091323973,-0.02053472812016495,0.006627216478932774,0.09820685856455888,-0.03849192132361757,-0.13046720113946114,-0.0375554261291805,-0.002517134247291565
APOD,-0.0787719520140084,-0.07110532283632491,-0.002811269935127536,-0.038828157473012985,0.10757672697785456,0.05363561848308575,-0.006948492462555402,-0.08318425080777786,0.0899592204277058,0.008833835678033962,-0.040809835905369185,0.09040550446159075,-0.04691638407958551,-0.06671253143605024,-0.011009347727548646,-0.036215977629378095,0.0739669964825106,0.0946824657485982,-0.004149672517516067,-0.06807582768414072,0.005348568931618763
B2M,0.02589740909744258,0.0079698264971602,0.11637970268745049,-0.06271643433734088,0.06653616094299208,0.0006587273212464551,-0.026689760684860224,0.05354912116448806,0.16009326940380125,0.035889424058793896,0.020235578192783245,0.11662727114437729,0.08481230548981926,0.11040523722366179,0.02105428085705851,0.054745421469310655,0.12795474290423656,0.0218301278008474,-0.10195547805948572,-0.09634776697208468,0.0003499332519022547
OMG,-0.06893037925901578,0.04400978648977464,-0.018667478530957106,-0.06920433393235678,0.08735411699672922,-0.007489860763187939,-0.018737317164679853,-0.0444529499271717,-0.0906842084425916,-0.019244901444034932,0.01897483034840687,-0.009244514870912632,-0.09351365793133763,-0.06687945613216051,-0.01520187468302985,-0.03485189046558058,0.05258723867850684,0.15155999321202704,0.059099347095261476,0.1022145619111551,0.05098180692141208
