,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.020487340279937934,0.021424304318515393,-0.03318258082941936,-0.081861834473575,0.046534511936486236
NDP,-0.04199299186265545,-0.008042099769863408,0.07094266229931513,-0.010906173175801505,-0.025811485623730764
TNFSF18,,,,,-0.02430872834009309
IL36G,-0.0129346805774542,,,,
RTN4,0.03839830917846821,-0.040739651513979167,-0.08362975488263416,0.020002946165336048,0.03334626057782589
HEBP1,0.07174667105672311,0.015684667493952472,0.021088437840506263,-0.003430830095333602,-0.02726795528441186
WNT7B,-0.014216704565313803,0.02597365716132173,-0.03085403214720198,0.11532257907765069,0.04100978506367933
PTMA,-0.006805041448368289,-0.03315243689992336,-0.03881872609622173,0.03787366362613892,0.04242848874945137
CEACAM1,,-0.019823717880956427,-0.014947342127376901,-0.014464089308812206,
PDAP1,0.06451062791699118,-0.009185028424798888,-0.04147164329087002,0.06105417375120825,0.06582820920589556
QDPR,-0.06456017805292674,0.03662410586323569,0.0755803925315444,0.007200540127658399,-0.050069681774073824
POMC,0.02401793729562858,0.07813952067143723,0.08867627013858174,-0.023661350024990226,-0.0234776373839344
CCL18,,0.0025221453597673873,0.05463900680008359,0.06979270039769232,
CCL17,-0.011816197922961501,-0.014063968341622421,-0.021577426746545517,,
VEGFD,0.09441586292583128,,0.03856902029411043,,
TNFSF13,,0.05312739808366952,0.011938202631167882,-0.016242202873860526,-0.026444429044639093
WNT5A,0.0019384554070484396,-0.009843258665622944,-0.03617723296538924,0.06983628118765318,0.02113001576754659
CXCL8,-0.038075156779846665,-0.010531493430093058,-0.10567688996920073,-0.007970257921167586,0.09865055586759945
GRN,-0.015346894893541163,0.021273812655813212,-0.016056347998326878,-0.013138298375142772,-0.012472582187555613
MIA,-0.01734363432026135,0.12196494451816169,0.10446967311880247,-0.03558330910034284,-0.006877535278679887
COL4A4,-0.016823968723849902,0.02152025155425801,0.0818884077528361,-0.016572573131981416,-0.012559941501369916
TAC1,0.007457241082527839,,,-0.009931128969995274,0.008061212370316033
