,UKF243,UKF248,UKF251,UKF260,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk
CXCL13,,,0.0031469723249784145,-0.03563981609834446,,,,,-0.043988817429384895
MICA,0.03400741193014676,-0.0004481468521010848,0.10909051463887952,-0.0016605816254866037,0.017161960885242498,-0.010876621803328,0.05870967611281412,0.05494998595523172,0.06435122079057412
TG,-0.026124241610656306,-0.030605100809313314,-0.008225248548031574,-0.05517618302122545,0.09181217060323135,,,0.06286561518512275,0.038201826979723456
ADA,-0.02254710105267452,0.0730667633613695,0.019911143946793518,0.01753766167673348,0.014238386833677761,0.073477234073528,-0.028736737742683618,0.07578841333377474,-0.016817666339939828
LAMC3,-0.02752943733421732,0.05410494719485096,0.054861815276297646,-0.00103660912744778,-0.004228572884133973,0.08340101722138676,0.038791434809529055,0.059701131763277966,-0.001625135107604533
CCL7,,-0.012362176908202538,,0.1063355125791189,,,,-0.029757031256166324,0.08412602588692082
NGF,-0.01888068335395334,0.06362539077559028,,0.05598989493583189,,-0.03324707498151707,,0.0225135043595345,0.035793565923377194
TNFSF15,-0.02335776168243647,,,0.05150603341207765,,,,0.00872527406828323,-0.051151609379682134
HMGB1,-0.019906530101917144,-0.012142800130054926,-0.005955504330706307,-0.06541449829272898,0.017374034390683454,0.11317181305435682,0.026311884425010704,-0.03309012111171336,-0.0025449693893659707
ITGB3BP,0.026149965658570785,0.040466660013358226,-0.003932008667587931,0.019283751221835586,0.012463107479143622,0.14478126996435245,-0.07825113641393014,-0.04049158739872143,0.013728484487474445
AANAT,0.037786740166558114,-0.017935637919896844,,-0.031523653239402545,-0.012733418181522257,0.1174655777683937,-0.024611223872899976,0.011190998752634811,-0.03311346442204843
RELN,-0.01465491508285718,-0.029222351756481305,-0.01106261877452941,0.030886785597241617,-0.04212141415529243,-0.08744167073386318,0.041743120293690206,,0.06752791532654466
IL15,-0.015227076962212958,0.006808490574208068,0.07245612530666817,0.037283469782339214,-0.027368288662734407,0.054051857966819404,0.03691242849502182,0.1113268894148975,-0.005359860771766851
BSG,0.015116142652570117,-0.015344943075238811,0.009719869960486401,0.004733405952710454,0.0214371347206336,-0.04527854567692728,-0.026525713400762534,0.03617833273491395,-0.053094557384410546
ADAMTS3,-0.030508688361196322,0.048953020292886465,-0.039440792351043724,0.03177566237182956,-0.0061655003260671325,-0.03898045930865205,0.003226732989926249,-0.009472428069297118,0.02182847121236207
CD34,-0.01727769718702613,0.03543931776925617,0.013722512565361548,-0.054446803280431756,-0.010941037444969945,0.06876192307745845,0.011588153487370153,0.0758929112675678,0.017410405432301535
PLAT,0.01104412872144645,-2.5194071388434775e-05,-0.018084250235045497,0.06603172797054081,0.02092082479301491,0.11424767879411285,-0.07135311286047565,-0.02010520315506451,0.04133469277240451
NTF3,,,,,-0.020554774559473406,,,,
LTA,,,-0.016507504750323386,,,,,0.0075147442109656775,
CKLF,-0.018829460454976243,-0.009545316563216047,-0.022960325384085767,-0.021214660612925713,0.0316738615609378,0.05527312158285897,0.06266478143558829,0.01123917317890114,0.004068103265004331
CD24,0.00035336528501207873,-0.002308408275599864,0.060392240864556856,-0.10333824217984879,0.02886142279299001,0.005158784283678989,-0.05271817978053357,0.027059461947995845,0.0062292683346201385
HSP90AA1,-0.07503758782562521,-0.0545089215293501,-0.03294285942282314,0.051408417265519944,-0.02572710427246975,-0.12624937058445454,0.0013430318090622616,-0.08984915835667938,0.07241486356954698
BMP4,-0.02676037175416529,0.06939259647171409,-0.017498922705365235,0.03600147959198397,-0.03159985549102842,-0.04985581655035716,-0.04352851444336272,0.04885719197277657,0.07695122947911155
SCGB3A1,,-0.012362175672001366,,0.03072568496091097,-0.010740762777723099,0.047586223167992714,,0.0727837110223566,-0.05047616216393784
IGFBP4,0.062088922916242725,0.04836195232462271,-0.029520360739878595,0.014355264978619975,0.059413439749847086,0.10605777041369546,0.005443195837193473,0.07920986561374475,0.059307804254675765
RSPO4,-0.023064690435785865,,-0.0015841118449010081,0.0024062205244780414,-0.01074076120664357,,,0.02178095854827324,-0.04175476698198101
LEFTY2,-0.02368025131945349,0.05859906693063766,0.0031786108659674944,-0.009707277609377825,-0.011777376025480483,-0.0015889511159997767,-0.06915813535591335,0.08711346467955916,0.022439815459045883
PF4,,-0.012823772840240057,-0.015015819174974764,,,,,0.0003532163305364932,-0.032708871657487495
ANGPTL2,0.038910414920293304,0.06669038302174288,-0.019523053089066954,-0.01021151493146103,-0.04174982594715209,0.06224313920787191,-0.0787964827248458,0.11216887282749342,-0.02810143999661939
LRIG2,-0.0012834605959140468,0.0003743025710758468,-0.014960674232935999,-0.026253421051884596,0.014578420979418303,-0.016054394714902314,0.05167806886819332,0.06371815478377464,0.048072172819318505
ICOSLG,0.04961994200928658,0.03005236510631514,-0.013417078298061593,0.06823206933298293,0.03454006792467536,0.04678657593625282,0.02590359514041808,0.05943385199820684,0.005782953232219856
WIF1,-0.05367522092665568,0.05481190917153483,,-0.03699664297529491,0.03802252985276539,-0.07615961859925152,,,-0.015008791181816134
NPPC,0.0073906597857235565,-0.02805279300247771,,-0.005367153391553776,-0.014927029584849962,0.04771090042199133,-0.023348873872951353,,-0.0020065795717440337
LYZ,0.024702508843441287,0.03430062074270982,0.021017385618556532,0.13840906051815965,0.029173843967216243,0.11596367725045797,0.030317992557425576,0.055045941405006404,0.0645999259675663
EREG,,,,0.14910760410077625,,-0.0034791534478964487,,0.02674031418283515,0.015207466740831864
SPTAN1,-0.0032300029154968993,-0.0004880856229351932,-0.018530124334158533,-0.012247284276404528,0.011409740225318198,-0.11411403137652192,0.04542070600176634,0.006845941671775785,-0.005375300680788095
LIPC,0.0698816504331794,-0.015699668618356737,0.005309950314849948,-0.0045191122704041995,,-0.06125430627404705,-0.028659564873216387,0.07599381940480321,-0.05100752743062645
COL8A1,0.05537316649110913,0.022382782820957153,0.04405543871819241,0.003422495510279088,0.06122735624608275,0.07357686767257496,-0.06231558167686965,0.0331487203200081,0.005442478186258203
GSTM2,-0.01324587410495457,-0.021249152569662543,0.018588800210764974,-0.016258736821144204,-0.012804744845372286,-0.010312102237097113,0.010977273900315611,-0.022656287562617686,0.03294529380545589
SPX,-0.056192190398376855,-0.02539173361849476,0.01568276431346086,0.020291038510211884,-0.011964971676726574,-0.11549229711329453,0.008653439520078968,-0.022573442038693117,-0.05704003112466902
MFGE8,0.1443013116388056,0.046395990833815855,0.050206943742064324,0.03459283080429412,0.03851933445759704,0.07316047942240449,-0.017438391244881127,0.03975270411844111,0.058605624645760857
TGFA,0.03479937225285421,-0.03629784022312283,0.0387860869742662,-0.028900188622435374,-0.03584212253596548,-0.01902234696123488,0.01715652311330468,0.038687412291344425,-0.015360170004769772
SLIT2,-0.04674215320115471,0.011255802822479271,0.0207128958895701,0.021403193152102686,-0.015043617053677641,-0.04464651573953609,-0.034714041958365735,0.08138556884650715,-0.014869524664066203
PLTP,-0.0689894619531904,0.04203416538442331,-0.038412997155855944,0.1160649380271642,-0.0059020493616980165,0.195494216641129,-0.04844989760578189,-0.028982952396260375,0.043819756640590055
APOD,-0.07597029656123858,-0.021066312558094227,0.006801881977616471,-0.10780699705830935,0.08487023802351684,0.07497744154258781,-0.04426871473697874,0.0056085772482569836,0.0776602362198878
B2M,0.06546758407415404,-0.011543276176197749,0.031760516790060665,0.12348341978204817,0.08719491497793369,0.18186010609897546,-0.0033206557355121603,0.033329166585090504,0.044291833086991264
OMG,-0.03855286273395204,0.007690519294562028,-0.04748616040006147,-0.10944293931325788,-0.028448599559012654,-0.03380642105111116,-0.05186153674870845,-0.020490709565284954,0.023290792586751773
CXCL3,0.023230323286679844,-0.03166792094699421,0.01237178859265084,0.01794417921971245,-0.011490344144579464,-0.011980231929898564,-0.017331235703477093,-0.0634557516597155,0.0661309854479601
CXCL10,0.03668879684107785,0.0002737115834033779,0.0544853903637558,0.0030966055822282345,0.03151961758584592,0.0008442956976717111,-0.02334887133414572,-0.023464441858769173,0.0018270800187598273
RSPO3,,-0.01679244491170265,,-0.02358473808050271,0.01266391685160067,-0.029906496469709585,,0.02874808475643825,-0.015011322082399239
CORT,0.0634032160906271,0.042394631749806296,-0.01429638993256309,-0.050911161508912964,-0.03775165184245246,-0.03719751510355454,,,
NCAN,-0.016291074711255165,-0.027695827194847283,-0.016600671426320757,-0.03938421556921171,-0.039558203417434525,-0.01946998763580303,-0.059135953331074846,0.015681009685543066,0.004593693409961199
PRG4,-0.035292257457750456,-0.018591237710583786,,-0.01816640982266143,,,,0.10368880164033228,0.08231663926985018
ZG16B,,0.02265407067187315,-0.018069097876570572,,,,,0.04997961623856444,-0.02790402213955455
TGM2,0.0622670143872813,0.06120321374953609,0.010250658318533454,0.09285967604768527,0.0876143750962034,0.12826332259712853,0.04218701409554685,0.057149454596930334,0.053115479967465684
VEGFC,-0.025322899359356527,-0.023605274859574265,-0.023201417505887008,0.04044268611119495,-0.04862705172556873,0.034395339664623596,-0.02286018547957583,0.046224552626751673,-0.031577678759670415
WNT6,-0.03211618262688895,-0.019946099150782225,0.0025894119654832947,0.058546279330304804,,,,-0.007336378036729586,-0.02883322668090086
NRG4,0.07282879431631067,-0.011385998938017523,,-0.042781166254699375,0.015063600535252195,-0.043055683522124306,-0.01835639874774817,-0.015251081076546182,-0.007543673485168549
PMCH,,-0.01312297652415215,,,,,,-0.030551384069373393,-0.019187472099788695
COL9A1,-0.02166310984796453,-0.024597118434719265,-0.032974599204456806,-0.04496417918332685,-0.022752299013599007,0.087778492075297,-0.005775892439608593,-0.0018664298498526776,-0.0005272567948009318
GDF11,-0.09024632142386049,0.005766729791678938,-0.018350885282542962,-0.036213245519348035,-0.0028614387968120877,-0.0066531617623722455,0.04567002918298822,0.02386809445928992,0.024544962416176385
RAET1E,,,,,,,,0.020168188090593647,
IL24,,,,,,,,,0.04901465996860617
SORBS1,-0.001850015945366501,0.015315388256568332,-0.061579573413332124,0.006173271115964883,0.010760854685467591,0.10244957797225791,0.04834801085350794,-0.008011784157425088,0.029054122933328937
DLL1,-0.00908028716656328,-0.011488544318664718,0.01134545646433416,-0.048534647605745516,-0.02525805855471376,0.019563554049446843,-0.06866628056696181,0.05379260563967526,0.029010344479987446
TLN1,-0.018950776548974493,0.023934335046745955,0.08618171901830332,0.01778630696306413,0.009617919431118768,0.1253022530312538,0.0750389987239697,0.014128508540607333,-0.006119787207604565
COL2A1,-0.02449814646218141,-0.06770190958409715,,0.06778905914001708,,,,0.05474542346705899,0.15943150510838133
SHH,,,,-0.02422753412613397,-0.012332311202409296,,-0.011885183172229473,-0.06942925450442061,-0.06379526591202746
PON2,-0.015123491073921297,-0.05488792168557341,0.0023826802940117176,-0.09204086462386361,0.0036881505787007348,0.10139280449491223,-0.022160534545860963,0.025135678738763014,-0.07346283485000767
ICAM5,-0.057085496502982,0.04952451104318849,-0.021509834898894884,0.007898674730026239,-0.03833953133342137,-0.0496322939609885,,0.036975311162608465,0.00742527764179942
HPX,-0.03901171334967965,0.07995689378334367,,0.0007677810241418075,-0.0107407616827282,,-0.02461121379421105,0.038814795817501184,-0.04452221410367398
SFRP2,-0.01309113992880057,-0.016435545500382648,,,-0.023065571672431374,0.19500844054799066,0.016466865765270584,-0.004384637583657425,-0.023634580820794775
CFC1,,,,,,-0.03513195262193911,,,0.015397910283582797
CD70,,0.014886966183747187,,,,,,0.11859340612792493,-0.03122431093420583
HP,-0.04846090112716593,0.011630908420940339,,0.0880207619771384,-0.038711241594992826,0.10593636833310037,-0.023509820494308834,0.02442433739131445,0.11441498124372484
CXCL2,0.044759740322441434,-0.053826507419378174,-0.017986404269117625,0.015511952005233257,-0.014927028416614538,0.16845006968320433,-0.0008095066478707589,0.05267694520669417,0.047670036235048646
NPPB,,-0.015948403085250397,,,,,,-0.01582694911382622,
CCK,-0.08689238844086948,-0.01244069955854436,-0.01059807223535187,-0.07100407086964947,-0.027791838986064844,-0.16231780144516142,-0.011429870625622073,-0.0397380680799451,0.026616818154371776
SEMA6A,-0.0024337549590015815,-0.011399386516651101,-0.02953822387044342,-0.06524779029525256,-0.029049802797355105,0.04791166245649309,-0.0176279921298922,-0.04408648164767672,-0.04457444531661884
IRAK4,0.11136134181026583,0.07625104123891223,-0.0651699126615356,-0.0941308110612152,-0.031805280815382794,-0.04165363630891168,-0.01322517845046618,0.03335798623128772,-0.02047087864429868
GSTP1,-0.03831085021957961,-0.02164420009960821,-0.04042391032569959,0.03713558930502365,-0.008998416089334526,0.10217920389974486,-0.01671594370930853,0.01893208901029971,-0.030704603670468796
VCAM1,0.04316093802250859,-0.022858402209921302,0.06442784162851951,0.09758243683467391,0.023038506402434773,0.12004316770454707,0.02191401315275795,0.003436256874901284,0.061799504506361645
NXPH3,0.058730731651668,0.028305723627846013,0.06262400500286151,0.0021974599377206816,-2.864361552798921e-05,-0.015027250345254392,0.022075642482793183,-0.041851902297821084,-0.04445294751699032
MTMR4,0.01728773239589777,-0.06632636704200395,0.041151777236068006,0.02169582430737848,-0.026516014675943816,-0.009920873418372871,-0.03030209953593549,0.0029722402617277962,-0.030518545291215005
LAMC2,-0.021856558770374682,-0.01251782880642755,,,,,-0.017747800074486463,0.05143576382865935,-0.041754789967867884
IL10,0.03354377393084733,-0.02644879634264102,-0.02393444267575263,0.00577865782811623,,0.22249744023636792,-0.017119457577564598,0.09255699972369273,-0.010140600019646553
SEMA4D,0.06275015445783648,-0.04080591921455824,0.0650046076996438,0.034514248869535094,0.0039840044468366816,-0.043127504524943704,-0.10540890411736327,0.0075710621768075624,0.021338799701787283
TRH,0.04349318632713993,0.023013991342228642,,-0.026398778159475136,,-0.011442637542307645,0.07208683669580222,-0.03430997608280418,-0.052190138468610654
SEMA6D,-0.006646800849176534,-0.029538299313575028,0.03343936153170482,0.004487458776606582,0.015641599145812934,0.007726100210637224,-0.011588155021906701,-0.03128874741161196,-0.019627469244785662
CEL,,,,-0.0006302817910897165,,,-0.00268753124882651,-0.0037406531521269105,-0.03322795129997973
PDCD1LG2,0.017991981133203137,-0.012440170863104437,0.01210770430134474,0.06120716259684917,-0.02592190831808524,0.1714966832324369,-0.03177892146145955,0.018423134418208937,-0.02510865126903771
SPINT1,0.01738887020779173,0.015606652356228712,0.021701818737212743,0.06645097639440947,-0.01755276761344692,0.021502310363297746,-0.020487933086769952,-0.01629869738167207,-0.08401468329642815
CTHRC1,-0.02012082586900876,0.07219355189362382,-0.025067249401930693,-0.004148836453287821,-0.017727658526563023,0.08954785194580774,0.019840490078061223,0.06348610494115926,-0.018075529430917413
PODXL,-0.026350079427149512,0.037857090318700604,0.025874847257869156,0.06656195062995642,0.08632131886696276,-0.0024022331482597193,-0.02866567460105525,0.0514053850166182,-0.030688801826553154
JAM3,0.011151752783329222,-0.04384066701919845,-0.010565950168460469,0.02072923752967544,-0.03892101597067349,0.08006104583704954,0.029286851828059467,-0.00863881122139778,-0.01136796918917055
TGFB2,-0.02097635562267003,0.029762284901096933,0.051753392131290946,0.04145000266953659,-0.009498348108718848,0.05627485776654709,0.012743555798449146,0.04181086980587689,0.049078552262644036
COL18A1,0.03814229942495001,0.05645817667810141,0.014549473524479604,0.004851471752104037,0.038341205582851375,0.184708584338366,-0.05237673596353409,0.04721680078682117,-0.032929261875622014
NODAL,,0.09740863025571384,-0.01609476513696023,-0.01854897215111433,,,-0.026698388415694847,0.07336406440557502,0.019986853328159086
INHBB,-0.003687277741102335,-0.024806809111629302,0.002400747886573274,0.05703721595600709,-0.017129970906547252,0.08553452879160821,-0.025209553573276994,-0.028085169644662,-0.004494343272069665
LCN1,,0.06932251029472654,,,,,,-0.009586627951496514,-0.0292874227289408
ARF4,0.008198821207701237,-0.016602630079821653,0.03467265915647236,0.03422220180191218,0.008549033192105749,0.07849917730932973,0.0374417530582739,0.05263300350121473,-0.03098090308870628
CXCL14,0.018254334472480573,0.0173567423576809,-0.011506762481956048,0.09307164257407456,-0.043156204355143724,0.008553396147347023,-0.010536485148396064,0.03141031238234003,-0.027327868854319405
LIF,0.07348428438964309,0.024040485873615118,-0.00427144444077441,0.08881125640537228,-0.012733418181522257,0.03291782093059166,-0.00984787259601309,-0.01112996041338469,-0.008986773981492476
IL17B,0.06462972950833919,,,,,,,0.00900107454069348,0.015264944783663659
MMP1,,0.04165907480173608,,-0.026398772400657824,,,,0.05488563271718907,0.07113265808492666
MATN1,0.18229010992830083,0.024039588494487667,,,,,-0.01795275746375267,0.08541906931764237,0.02113229002743002
ADAM28,0.0012139808163461733,0.04164642473477546,0.07478472106058583,0.0634358324432439,-0.013426969899379212,0.08971021959620988,0.06619672253743594,0.011730867301389043,-0.04042872267606649
TCN2,0.031970242763600415,0.07537418659787844,-0.02044140641458293,0.011072655470553862,0.02315753565298835,0.07016442590441434,-0.05042812661740185,0.06602720443022121,-0.015038221165108858
THPO,,-0.021416199224600602,,,-0.013250330817446136,0.01550928626434827,,-0.017343959392879662,-0.03353742850874447
CUBN,0.06631593009381433,0.10668598831355822,0.014020039363275455,-0.05492998505394236,-0.03801955265653542,0.11706520655174342,-0.04198653812026453,0.056276060437056644,-0.005123747107116264
TIMP3,0.10402284502019013,0.016159172473155133,-0.001961296751272141,-0.020123538215076908,0.08173298076803223,0.04521223562488687,-0.043638435306265114,0.03549164962581579,0.037380252803751166
PIGF,-0.11006073595599976,-0.006302502585548855,-0.002123307130674086,-0.03800741641294018,0.05032443099300235,0.00932679749701096,0.001024340386270707,0.010636955366213173,-0.01745058182288734
CRH,,0.07648303392010297,0.07603442761451633,-0.013147185431114134,-0.011760644822875971,-0.04070426567850753,0.04239188180952496,0.07141950937458552,0.016595258905819157
BDNF,0.028330725775638613,0.00806990931730957,-0.01806909443244616,0.04187788497233543,0.06007727589565182,-0.0470963165907019,-0.02330090316309218,0.0509979223170016,-0.061539060515191105
CCL5,0.015295558637347297,0.044410684136212054,0.08277819073957804,0.10933832717646025,0.1664326185369366,0.07532909408605167,-0.025463539396687575,0.04824746606620768,0.0618622308272018
GAD1,-0.016424132191648337,-0.008765970574131941,0.0008972932589544496,0.016468838463177475,-0.03221877395099759,-0.10510348076176354,-0.060092722065400166,-0.03526105528708719,0.06153985417876933
COL14A1,0.05177516356829358,0.019568809483625823,-0.025205663041684333,0.03775031034967687,-0.01735607906582222,0.09919324481184096,0.02086806614329345,0.05794044747073129,0.04252413861722429
HLA-A,0.07826078381139978,0.06177369906409733,0.012310930472742251,0.1091994715263226,0.06319349196482772,0.20249040130402818,-0.021554059229819657,0.02886399543156693,0.03879485532476738
CD5L,,-0.014666128403923158,0.054566862924411166,,,0.05237339215779784,,,
FGF18,,0.08922458310733504,,-0.036601618643367397,,,,-0.03430997883546664,-0.01659607447588707
ADM,0.05643371239352696,-0.012417494145282364,-0.004363200710760044,0.1199343576365256,-0.021189140794496315,-0.03411314192387509,0.058861208678000515,-0.02878113933209316,-0.014846361541961338
CCL15,,0.10474905590786314,,,-0.0378053269833375,,,0.04007995591884665,
GNAI2,-0.043016818861067875,-0.009038072625199912,-0.021621556287790448,0.047369972543512426,-0.033281552795425794,0.16058341263972115,0.0025817266072214276,0.04324801899924792,-0.007993966391995132
HDC,,,,,-0.01613057348285453,,,0.02329275659502492,0.03686900404992513
COL11A1,,-0.017256928120549693,-0.00939672478706998,-0.016758714851335815,0.011448762829200772,-0.019102886719199456,0.016983359108372367,0.007818249147250936,-0.05518289866080966
NUCB2,0.08735250152808743,0.03507761930759625,0.04715737602501268,0.01509887683131383,-0.010467095228428341,-0.06645397068119836,-0.09074071231915376,-0.007298819010027865,0.042379258154572275
FGF16,,,,,,,,,0.03831424619969463
CXCL1,0.04164267118613122,0.027589240047638255,-0.021668576087082593,0.008795044315796717,-0.01205788014920246,0.025705432148320162,-0.02698561606398148,-0.0009934778282907153,0.047520983069664166
VCAN,0.07307781259587796,-0.04228475869926683,-0.03582889282301269,-0.11309621020303168,0.026809031944886517,0.13356647920509493,0.034501778503860187,-0.05383692438763387,0.09296986026424137
MMP7,0.07869745855799935,-0.0168078604727061,,,-0.011176548571139939,0.08032897970494485,,0.03979242785465233,0.0647534947290619
PTPN6,-0.003082985377303693,0.0062468593641383735,-0.028488454955480164,0.03266303857098208,0.05546500409868229,-0.03160006958850105,0.08428598603322657,0.03053704885696542,-0.003540553692538158
PTGS2,0.0036025928148773717,0.011645585397366669,-0.019338067507046454,0.09341076666312029,-0.025715781742954115,0.10090818757020026,-0.022194180576032806,0.011198131241843762,-0.015793809259300285
XCL1,,-0.016071453544926395,,0.06334301241868687,,0.08384788633774118,,,0.10582560870606549
CD58,-0.0004676708071186448,-0.009979835690379232,-0.018633547492137425,0.026286441595782976,0.047235445568192654,0.00980940860391447,-0.049535240198685125,0.06306305845683284,-0.04352408451447612
TNFSF14,-0.04328116394473979,0.005282363495574936,-0.008394198996147791,0.08655494543543858,-0.011777376025480483,0.051528173642782414,-0.03735488320484667,-0.035361482125595374,-0.06285741589209623
CNTN4,0.001159672707633713,0.008325416732781168,0.0004469334429837613,0.01760027301134404,-0.04033068819539824,-0.12618810143649575,-0.022529321966299823,-0.005272268890092649,-0.026923399376732833
INSL3,,-0.01439705624444855,,,,,,0.014595765897187994,
BTLA,,,,-0.029264205519813114,-0.015040112000717856,,,0.07007684081199413,
MFNG,-0.054138579094298284,0.04945100513069188,0.06777635428546058,-0.03508990595256866,0.005700591587263084,0.021472495126259962,-0.018876106261816107,0.06815579152328244,0.00016787207999598608
ICAM1,-0.008942494818688036,-0.005419417674556906,0.03366443684495158,0.1127690100943519,0.0339210546122754,0.10062367480405775,-0.04135476306330657,0.011309006993498865,-0.02369524292481084
PROS1,0.03962167537486286,0.0031856446996934968,0.020164730097045266,0.11502850558082706,0.03303143647159991,0.03955341192983806,-0.029788281877833583,0.06714342170726662,-0.016555305946133428
CLCF1,0.009131171166038392,0.015630913953427503,0.06620095286694186,0.13718929136517355,0.008276132866853142,-0.004462337131760074,-0.017116326773650735,0.040474858073036774,0.00650899214264183
PSAP,-0.033573176083166886,-0.0038476132989886253,0.009765354932178295,0.11491184464693528,0.03315562067677254,0.11177884307287492,0.0647095855172349,0.04721213549061935,0.04444613835952059
EFEMP1,0.045097299372768004,0.036775019009280395,0.005577805154562769,0.11813224931922908,0.021948485723884022,0.19786773708004113,0.0076537817236724745,0.033166168377796734,-0.002945557193487744
C1QTNF1,-0.007688864901160033,0.002057177567622872,0.08486174071575923,0.034954614217072494,0.06773729194979866,0.060362187167342346,-0.03402327517698771,-0.04870249130335904,0.009415450218527095
ALB,-0.029133683002742206,0.041083643105208574,0.01505058274050844,-0.010621302718989785,-0.013376611696925956,0.08465379521400339,0.035459190892375064,0.020090745896290826,-0.03070486162724298
EFNA3,0.005664683666917479,0.05492372485684778,0.05058376838119605,0.0818022321313526,-0.0004746918253079895,-0.06543517262601993,-0.06630964044488291,-0.054220454087604356,0.03741122410563905
DRAXIN,-0.025420082181503812,0.04042393652609417,0.008525017227202739,-0.01097747945425924,-0.010740762777723099,0.05507855349595188,0.004624729244121469,0.022147017697411894,0.11551570836914596
RAET1L,,-0.011215446637008538,,,-0.01286448064921363,,,,
