,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.02240495382074907,,,,,,,-0.01950571420969351,,-0.028724601922242115,,
BMP1,0.013777708157364447,-0.025219360624567817,-0.014418393140844395,-0.03687233263951449,0.013111407992726516,0.12130080475859198,0.0046163084493903665,-0.03002654975827042,0.090354067814418,-0.0036855006578388723,-0.0055502414844455705,0.0038655344046497403,0.0018277481970649845,0.03776551559841546,-0.033308788222341984,0.04255768103131122,-0.09763713161980694
NDP,0.017228015939614236,-0.042615759442693836,-0.03322398301342979,-0.020907900231561454,-0.025328644955633778,0.023782883053490078,0.029925427701589652,0.019974506259091394,0.03070315417394721,0.041814642087573725,0.030490193846522053,0.05502506500957481,0.030967454059219225,-0.0012097259766208443,0.05613989296108607,0.021750590660588744,-0.04013705841124504
TNFSF18,0.036731753799835544,-0.024921960621583014,,,,0.014042491967977955,-0.01768454175273767,,,,,,-0.020115898768382313,,-0.011849370871902182,-0.0014704269789248832,
IL36G,,,,,,,,,-0.018065404362757193,,,,,,,,
RTN4,0.018655798328769645,-0.007256631234295541,0.05235540588856149,-0.04464006682685988,-0.025071547562587098,-0.12174151359448573,-0.021188313420765426,0.003977788135893578,-0.09620435274005351,-0.10192378055046962,0.034170342308987196,-0.031112847416306624,-0.04376983171845451,0.05388907418473109,0.014801510658862095,-0.05694161863677129,-0.049637538429009025
HEBP1,-0.0008546297052374437,-0.024826264542335153,-0.028768650744722613,0.030015214392059723,-0.0031498091122813994,0.07097580250869759,-0.02982047619334258,-0.012542562127025361,-0.009417339613256009,0.009813511601398348,0.03706011969095148,0.02481669423961646,0.032774801403740284,0.043717400595811154,0.018662809781335023,0.020543960099581024,0.06602266595597005
WNT7B,0.03958950715743223,-0.015480749388338698,-0.031103842426901843,0.03520823851314605,0.06625769311951761,-0.05466556454090731,-0.027553687873813654,0.07917042682736715,-0.03266794999876318,-0.058204715364758554,-0.036369748674799876,-0.034870372054643294,0.004591270274047288,-0.029617316599413676,-0.04688276189405988,0.006237927872838808,0.009805593461482128
PTMA,0.018017699911010487,-0.016985033366383392,0.06517564740285199,0.06883845754416806,0.0429414268385754,-0.08456035669249182,-0.06755938825520379,0.00202469341544055,0.10728090492327484,-0.0358888080591723,0.026521888700285226,0.02657380561840866,-0.07083820369001244,-0.02061413353474198,-0.025827564326004814,0.06046168205000236,0.06281029766408805
FASLG,,,,,,,,,,,,,,,0.07713032956372332,,
CEACAM1,0.047516708497277765,-0.011880544051171763,,-0.007518078037252936,-0.015811713372291144,0.10827995328142591,0.032288372055675425,,,-0.04382961026017076,-0.029731869280683446,-0.016893071826819338,0.0052886843999937205,-0.019657443772411527,-0.034662554278567875,,
PDAP1,0.025243909896163288,-0.013355515355993738,0.024911201232387548,-0.022024844468638758,-0.018924233211911425,0.09254862056329821,0.044575470188970026,0.02543366924035717,0.034070688713000646,-0.00706921182548479,-0.009088814764678401,-0.0415298768789578,0.04102409841360289,0.020846829266235937,0.06262679800248529,-0.010865495758703462,-0.004479342351763413
QDPR,0.006340814203137596,0.08629056843052471,0.03629919700780962,-0.050744394551351164,-0.063002761599898,-0.12012484609195123,0.015206151655259724,-0.06592765014226024,-0.03503837587148238,-0.10691232576558603,-0.03951674828918891,0.017420232881808304,0.006365039109667915,0.03466895988117307,0.045301982726785775,-0.04807467569111184,0.04567531260277412
POMC,-0.025407267669846745,-0.0211098313260737,,-0.035575024465066475,-0.006095527240237159,-0.011285554261759796,0.02040572296289908,-0.033566237494441646,0.05522048747961236,-0.06169094589565485,0.028211656101734428,-0.009073482505556174,0.030896811425164282,-0.020609490763998338,-0.008962002501533185,-0.025916304022220664,0.014180272038642612
