,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
PDAP1,0.03810034691040101,0.056072142958051505,0.05785054245074014,-0.024004240117567424,-0.026838000227773915,-0.014688371855573982,0.18153433704043728,0.034560800737915474,0.02226237822942035,-0.039645378719909745,-0.00261855723483064,0.027861641977695712,0.018590965338873895
QDPR,-0.08923989254178148,-0.07564034683225046,0.02174457074006324,-0.02399954563576073,-0.027229937743592947,-0.018542649030319547,-0.20738003124909632,-0.13228136044682262,0.0024044729197546964,0.04933342255878732,0.04572464634098984,0.05082373972703067,-0.046848126791806326
POMC,-0.0593804135758731,0.11551070774179847,0.008256783682619876,-0.023346533621375443,0.05216850502137783,-0.030704730668124496,0.060217964578779794,0.06968247249271692,-0.012723607035386787,-0.014095010785320614,-0.04011629964750744,-0.010653596517870099,-0.008225330072511949
CCL18,,-0.03296157496700453,0.006086944160614891,,,,,,,,-0.10915280858789872,,
CCL17,,,,,0.01259455532583858,,,0.009021981069626206,0.0020220022184977713,,,0.08781743334372426,
VEGFD,,0.04431111794851646,-0.015111378554182424,0.046751031339793914,0.013218040211453319,,0.03196568899565893,-0.03296719584026881,0.016966756597080846,,-0.11133467469866229,,
TNFSF13,,,-0.026208734179332508,,0.10874608115173488,-0.011286924532022787,,,,,,-0.028517848358008538,0.0019448310497706895
WNT5A,0.039745023940492834,0.04873497644630875,-0.020031647049794793,-0.015748309412486124,0.024410595072380983,-0.019177403663230543,0.11504657190819363,0.024693344946610164,-0.0026986899592155032,0.10151281784530683,-0.06104508879622142,-0.005158797665627369,0.06856354895221389
CXCL8,,0.026346860491054398,-0.03509707362936752,0.0018833627586415606,-0.04621185633476729,-0.01605491808640802,0.0894166342700005,0.04569593462992481,-0.015711797428302293,,-0.10607345883300283,-0.04556755766967619,0.08839527132323234
GRN,-0.07831589208288854,0.04595483091087737,0.03735933727884724,-0.026824513425355908,0.04063132701146259,-0.027897516816134265,0.17335914851159168,0.0028937622703997176,0.003482927346057971,0.03753974443909421,-0.11442298783943954,-0.047402614701920774,-0.009101985269917692
MIA,0.021893370361334267,-0.02679804815494686,-0.03140432099790206,-0.023680899159857948,0.02469672704520046,-0.020408936363849137,0.09894927503549687,0.0602517719118784,-0.019188172649786246,0.030528544411210088,-0.06043048158819167,0.05456702909530945,0.022713980090541423
COL4A4,-0.03842679016535364,-0.03738593958749699,0.03697849174920225,-0.031001520606205632,-0.002279362047049835,-0.010739010031200123,-0.028041725354849972,0.038192472815714446,0.05770204859700302,,,-0.03165436018271929,0.01567766820735432
TAC1,-0.005050909025871944,-0.046822974689406535,0.015349039211119714,0.029407957780498872,0.009162028453630821,-0.008197495207455744,-0.1689926695307413,-0.11995494399965635,0.009815787836047172,,,0.0830620048980719,-0.06158254442411935
RARRES2,0.05393441264787058,-0.021727411518344387,0.007277021568311101,-0.06546225154394834,0.03478860589308334,-0.010961710397918864,0.17528841651708404,-0.1732575527170482,-0.017621656448896753,0.026448780335841814,-0.07613906687391017,0.023611534464054743,0.07305577788570419
FGF7,0.005807174225873926,0.03758469041222893,,-0.030054390911185863,0.032448557230243716,0.0440060318027359,0.051853579101156386,-0.010839399314308539,0.0006806092138538962,0.15203759698637212,0.09474947242846218,0.11173052923449014,0.09354504978273295
HBEGF,-0.0451911726404625,0.07179779952058982,0.02594174739052515,0.011370433978392071,-0.019216318919380602,-0.0021393033389560698,0.036034358443258946,0.1422475187057566,0.0726486260189969,0.08796168460990988,-0.0038946203511939846,0.05755980206605618,0.13640400581515255
CSF3,,0.05744597331221,,,-0.017392679000012835,,-0.01473245647085263,,,,,0.002885982947748494,0.08200518980400945
PI3,,0.022801117260239347,-0.036537916926015004,,-0.0015923220370499243,,0.006024276445483132,,,,0.041526587946322774,-0.05661520406772862,0.02983833750426052
PCSK1N,0.02505975932599814,-0.004677013559323567,0.00016456955534880014,0.015671192588507243,-0.017557105019326554,0.03372373412107084,-0.051797953979434694,0.09181032154559383,-0.00712645577366331,0.036648358857152855,0.022595412367376333,0.10285234490848363,-0.1458106921834258
NTS,,,,,,-0.013109891257195227,-0.0031206799810825116,-0.038606413522565344,0.04054640973859341,,,0.09838187065350827,
SFRP1,-0.048278097814202524,-0.008333651432540211,-0.0402030446637171,0.0068007912476516115,-0.037935979425327275,-0.039899375680436305,0.055442747336919715,0.012660058248467153,0.05149054121350705,0.038122741187479665,-0.026693013306023864,-0.033470483451021084,0.047009381216971666
CXCL13,,,,0.016317057359416492,,,,,,,,,0.19532384948047288
MICA,0.012697979070651219,0.06068328853401945,0.0561280791372674,-0.025905247038879104,-0.0004774523142135146,-0.027826174205400078,0.09070133971023009,0.014333114221834425,0.054931994718381824,0.05632430894160324,0.015998635900516096,0.12829814986200558,0.09008146225823938
TG,-0.03842678150572853,-0.029802537492891815,-0.027642015062696455,0.026579198565321583,-0.003742083502824189,0.08546195643315128,0.015428689594260631,-0.011563643711000616,-0.016646054549759832,0.009762484276973312,-0.05488349963863471,0.09622833051542526,-0.045690112310161096
ADA,0.004797824280353835,-0.044073084227549714,0.01565897155501742,-0.04591327014547665,-0.02894772174966961,-0.029562376748926623,0.17098697666194582,0.058318983205375166,0.015922038039792308,0.01646889048196704,-0.00530878651448944,0.05598938776926391,0.10425243965292699
LAMC3,0.0951724483246662,0.021927387158813344,0.0869842018947738,0.04965220572093525,0.04884918692808783,0.0046223131590573145,0.19265246903895422,0.03379277980137783,-0.04960140021177746,0.021254191630958225,0.09199491874220272,-0.0420499257895288,0.05737951247518585
CCL7,,,-0.022091511777209024,,0.03070272078448172,,,,,,,-0.03637857439914474,-0.0012763951685932802
NGF,,-0.02153908549513972,-0.010852580548125481,,-0.03985516673286428,-0.014440244743914286,,,,,,-0.017777491159109066,0.08078462918984684
TNFSF15,,0.01855927798542572,,,-0.03295969201731074,-0.017533622898119477,,,,0.09532364329070654,,0.027671917770553545,0.13808229750962872
HMGB1,0.009407990900778424,0.11165229089918012,0.05754026082522532,0.01909754654029607,-0.003437771306183536,-0.04212935300193515,0.15766550962891718,-0.03908357509458065,0.01280556877218599,-0.05423420143070553,-0.037340419410795155,0.0036182386027829466,-0.05066904542852542
ITGB3BP,0.054551356539295534,0.08437596169182354,0.050436315488723266,-0.04057199616159993,0.007605705298521886,-0.009148264220479008,0.14105964989520198,0.007303031450629176,0.03768347511873559,0.14472040722432825,0.029020577351479872,0.04881721973353614,0.004564669983804028
AANAT,,0.03709053314514745,-0.03205142259987032,,-0.029989952032976105,,-0.007904230336272158,-0.009790988003227762,-0.0191881737170814,,-0.03218043886457749,-0.014716599246964645,-0.031210514289374644
RELN,-0.03185682064493336,-0.004421772793846358,0.020835630461618435,0.0017548238329840587,5.1518913375155665e-08,0.01938285891252977,-0.03392751392989684,-0.03118215894012453,0.017122800361120145,,,,0.025402497455915565
IL15,0.11425292320254789,-0.021925947933926767,-0.03769680123727081,0.04121349609179138,0.09865696389056562,-0.012476215053848733,-0.03273149466206139,0.031802564901173544,0.002417426185449637,0.09466454275746901,0.1386155893783889,0.04501722711472891,0.06021741367050357
UTS2,,,,,,,0.1320930958381456,,,0.0211130106900464,0.02094783732966263,,
BSG,0.08329627662056344,-0.02701086296759184,0.035051305775093966,-0.026347516204012045,-0.03069257763313486,0.043146190644892675,0.015484524577119647,0.24065747132026405,0.04300995365745395,0.04227903335188663,-0.05613183584334084,0.05072215588527405,0.12930324614442495
ADAMTS3,0.018025911794600797,-0.031776628992613395,0.015053958098085374,0.09216948806238928,0.030979240054719394,0.017348501611758476,0.16910872823194092,0.03610812195095206,0.008685826837590055,0.046091185888749546,0.096266735720292,0.09376549879342234,0.006356774705078217
CD34,0.04761867271468824,-0.011943927668975726,0.058984019224167225,-0.028006909836676794,-0.005476575316684108,-0.020776401931878373,0.13233295830353098,-0.03615370303181543,-0.019346137849392434,-0.026397753203396008,0.16930998718594584,-0.007163509053094802,0.13053397482404136
CCL23,,,,,,,0.014593252151151126,,,0.1749724955253113,,,
PLAT,0.06376330143593663,0.08026370478072054,0.022024792769536256,-0.051766686330534946,0.01938756487086647,-0.007215287506339175,0.16964839668637127,0.22287742605313896,-0.012071333884528572,0.07918762022898133,0.039247648835157,0.05743393763538077,0.05397621004748217
NTF3,,,,,,,,,0.007255973974138487,,,,
LTA,,,,-0.0014535358811233186,0.0010665407158331399,,,0.00332374280436309,,,,0.016020476826428515,
CKLF,-0.020183064623613092,0.03310065120500065,0.06852100391225883,0.027150969812359947,0.06861111494286859,-0.047062799548712744,0.18054408484834666,-0.036423934139375835,-0.0425072892763159,0.06790328270679202,0.04048079065435491,0.05145098308175819,0.11516524957644189
CD24,0.0006018667741776056,-0.04925274799206792,0.01392877481859263,-0.016995083737967372,0.013555283029611277,0.010043141075756023,-0.026644128155546502,-0.19782028930556364,-0.025102447760054814,0.05555133644410002,0.08266728387980239,-0.0026039899086831614,-0.021932818257434664
HSP90AA1,-0.07806871057956066,0.020331897619042198,-0.0042041138498081524,0.023622121399980434,-0.0335192314555096,-0.006106189352627193,-0.19269379498481287,-0.05002066147848967,-0.03156523993211434,-0.08684048589288325,-0.12968700925936966,-0.09110529696826614,-0.17366108934550173
BMP4,-0.039546736792202025,-0.04661584974960845,-0.01930498471948484,-0.01970749106350127,-0.002749755059720801,0.0011169558719179792,0.009716839229309625,-0.06523928740767469,-0.022668294841262406,0.026870746359640745,0.008006074231431255,0.04123843436122979,0.03572457930832361
SCGB3A1,,,-0.02209150956808736,,,-0.015926109174489916,,,-0.016185412203926712,0.08985526641133003,0.14909041598341258,-0.023353173389853,0.058472707094362475
IGFBP4,0.13483437996772488,0.012857826869849895,0.03747738715348306,0.014805295682477683,0.009113943833885578,-0.04152861602593819,0.19087689893630155,0.09150198188902926,0.04353707321374332,0.03595863952654059,0.061256477886822154,-0.038346104222873434,0.04365742852148743
RSPO4,,-0.026312201200667986,,0.04521589708356822,-0.025856711017988688,,,0.030094697163185052,-0.016185409836444037,,,0.0564400382112851,0.07965294721010216
LEFTY2,-0.013965045770581512,-0.03056049492413897,0.02043839661178167,-0.018819269672158703,0.08858710601682224,0.05690499381936279,0.17437330233255982,0.02455976814527699,0.046505474025920965,0.04425392678087871,0.15853439542939884,0.05124573033480842,-0.06218207036048679
PF4,,,0.03568374018981162,-0.016910990875526,-0.025824354636233657,,,,,,,-0.04364876926807108,-0.030829172485365198
ANGPTL2,0.052061420033245875,0.05783293695058125,0.016711441791456193,0.010202421380731989,0.04557500334409882,-0.01852564789989143,0.1615183050791707,-0.11073155211240261,-0.03492587375732175,0.1500458691491667,0.018116322010590713,0.01697755188575609,0.03008837912417016
LRIG2,0.043504675186623494,-0.026703351253581063,-0.00333442950359106,0.00830529004030236,-0.08130307195696329,0.029662763996466463,0.1274178205058188,0.043632762195764375,0.01691435835293151,-0.012785971117568073,0.05397721218966083,0.11069768173363631,-0.049950062358821164
ICOSLG,-0.025461847799760202,-0.031461393033255534,0.005660128416812043,-0.042364705635821544,-0.02286874294653101,-0.002371509000330043,0.09080029844134817,0.029722976531024167,-0.020688120329009935,0.10409981529672988,-0.03506354653315213,0.1094813545019134,-0.03499598608798461
WIF1,,-0.023496623968395303,-0.032913362203697435,,,-0.013052585556265558,-0.12817661705136224,-0.030925441678380305,0.008140844141256478,,,,-0.03822171041979669
NPPC,0.07592579768872186,-0.04146706023154011,0.01374951554634849,,-0.03240652969117188,0.03097265420488388,-0.03441241443568334,-0.048803811828112005,0.06510380728799475,-0.05816713257533804,-0.07265183419229577,,0.09077720709238224
LYZ,-0.0474062296946589,0.008468364721489116,-0.051617138887983506,0.017364301658318475,0.04215556840785329,0.030627961832479008,0.09854859170419983,0.03890241133880866,-0.05520570926511035,0.1070057091133027,-0.12202990172517965,-0.022316647553887455,-0.016191956180120683
EREG,,,,,,,,,,,,0.025988481108004818,-0.020026774809182142
SPTAN1,0.05355505387403504,-0.08836736491969452,0.07785746063206285,0.006383904339707817,0.018722831188631245,0.009437030290722471,-0.07772081357154474,-0.13587408234215265,-0.03876577024262592,0.03754688942983635,0.1006503606211893,0.04511818625896553,-0.045608673826597605
LIPC,0.015520741681573429,0.11072164133941906,0.009208945091167786,0.001528740572760051,-0.00770992021989961,-0.01934741048007142,0.07114875013055567,-0.05143964040952383,,0.12639561561793067,-0.05189599125465714,-0.012750277840651804,0.013875439368293245
COL8A1,0.005004286210373483,0.10886384325756143,0.02465337290268384,-0.0018710195864273195,0.021621069242463067,0.01159152135235516,0.09748168654335174,0.11803601277703614,-0.017922189599830465,0.06034069968897576,0.0961432602323305,0.02376551348084268,0.11046379871395887
GSTM2,0.08753232995606812,-0.0009391798601522457,-0.01983328967701961,0.01560510584322478,0.003024359001430124,-0.010550319782965395,-0.0016457934332946057,-0.010973831634432989,0.02068134139585649,-0.023778078717758777,0.048621559737407755,0.005391322641685961,0.10094377113788186
IL4,,,,,,,,,,,0.017526435382947323,,
SPX,-0.05179654567601598,-0.05389346843065212,-0.013314825207382766,-0.023659560375258272,-0.03183849530997358,0.012739568757720433,-0.062426821851010963,-0.10372197238266903,-0.05232136326957528,0.029472145313818157,,0.09245374876805626,-0.0004907684589178702
MFGE8,-0.051061782402300054,0.11177225560603794,0.003929670959762693,-0.008123253616772231,0.005074072120612257,-0.011793335984722155,0.08156238966855324,0.05619838629219719,-0.00971584750610433,0.05725589494111571,0.0022150316306849397,-0.008920495343900199,0.10053743075017658
TGFA,-0.06083022275298434,0.03541759959084534,0.0429051478048689,-0.000577068496309245,0.04464481079957242,-0.03323272110519857,0.06366782883919281,0.2018868474517941,0.014708427642052681,-0.012385517996633344,-0.11763651125929535,0.10966357521200214,0.06269735432273282
SLIT2,-0.03954673046413109,0.032480116803874734,-0.03309572470930814,-0.04409488199639546,0.04678837603457347,-0.0037798133622897073,-0.07242680118682872,-0.04523135690022507,0.01567873206836078,0.05138908730779289,0.02556261573124179,0.034613310873547194,0.07914509578529157
PLTP,0.04744634867900023,-0.03253520993462661,-0.025790045634853334,-0.012910926278171198,0.02516803352275567,-0.012216993615144849,0.2089538898633526,-0.10628303483960608,-0.00507592613002612,0.07943215716682502,-0.05543534100744094,-0.025754172089483194,0.01778451620645823
APOD,-0.06224109208349502,0.049972085689658934,0.07416117946156606,0.016761954177677504,0.037544649057867106,0.04636319307942784,0.06991783198764069,-0.1366262374456743,-0.06290768314359309,-0.07855585099118902,0.027239843007263228,-0.12811156954227057,0.022146662956244206
B2M,0.009517833390855275,0.021439730944987544,0.036716948505531276,-0.017939291401552263,0.07122693030329712,0.002996035229437807,0.2286660449015567,-0.23115568691551516,-0.038908640421536966,0.14587370593952048,-0.045139278929477056,-0.06373975986354667,-0.05218299852663818
OMG,-0.03768165123595656,-0.09394278937137693,0.07476606271555528,-0.01459597550418386,0.016244958720899906,-0.0450754926907838,-0.09864911390823448,-0.18612527115137217,-0.013586255281155589,0.11974397674039812,0.022006245868674053,0.10464438220239865,-0.08764881943739548
CXCL3,-0.03094520902247304,-0.0545291598842224,-0.025701198547970816,0.011618665454371247,-0.06236939411794727,,0.03582451170337046,0.1306074782469622,0.10015189254074988,-0.05994706327470223,-0.017029152961029713,-0.023463134732381964,0.05563456059353498
CXCL10,0.08233570861525637,0.03456151029061919,-0.04643432045860629,-0.006548102423152061,-0.003068029136453805,-0.01705357257338928,0.21858040687993802,-0.12821518291039427,-0.026302702650740067,0.06611870956988192,0.04456625006010696,0.025759545772983165,-0.022266045596766388
RSPO3,,,-0.030008508799843084,,0.06950854891050394,-0.011057695825987408,-0.03930287335949208,-0.03029704738157078,0.0832323976817933,,,0.08847974513181515,-0.03302761060031379
CORT,-0.0384267895468088,-0.029500613451643044,-0.02949297072764922,-0.030201958822079836,-0.004712574334894011,0.013080040373148728,-0.05976248069463778,-0.016208269064385168,-0.01848626535973536,,,,
NCAN,-0.020310462159413505,0.03195046021154208,0.0551138290480354,0.029902619868390642,0.05102813552959246,0.015960451886872274,0.06236391268779724,0.18163122684685304,-0.03857599626307976,0.04287000817008319,0.10058660827786217,0.07149719279358895,-0.09762828716191892
PRG4,,0.01673933508721907,0.03793328103595434,,-0.02959878715352857,,0.09982427196042802,0.06594717080892488,,,,-0.017187929157214097,0.016940364090530163
ZG16B,,,0.05130361400074906,0.044537345403325504,0.034512748312974344,,0.014747548859452767,0.009909342606973315,,,,-0.0370016791017144,0.011842442465227126
TGM2,0.03946535227686139,0.05919162571822208,-0.012073283624785703,0.04424250390029669,-0.01170655939151682,-0.038809502350911906,0.12675559694772276,0.027612705787374184,-0.018122662112048424,0.02943340321168812,-0.07090939582830787,-0.05416242608362395,0.049533001125640304
VEGFC,-0.038426792020988365,-0.028888366170909462,0.010505126577134889,-0.026129707288645727,0.030104773273338797,-0.00963443603317723,0.07695070656939797,-0.03165745446392529,0.0329115159152684,0.08593111079908959,0.03461541430879127,-0.06143050254048317,0.06958432564935516
WNT6,,0.012440879549026902,-0.01612180366134255,-0.018819270166061088,-0.010690630114387326,-0.012796752450614306,0.05378336340317766,0.08753648701151204,,,-0.07955482220538848,-0.015321128628423079,-0.027176251384130046
NRG4,,0.05548631075970637,-0.020347057925340476,,0.014072639301813005,-0.01566559062721149,0.061712069990260895,0.04029889627124951,0.006289803244678828,,,0.05204797229242062,-0.014474505783358847
PMCH,,,0.09777512810948727,,0.0021300023445635615,,,-0.05348286396213934,,,,-0.001676339613214237,-0.0015176334089692714
COL9A1,0.10140125916373317,0.05791726866079261,0.08572036775859262,-0.0043619594350729285,-0.022544297641945522,-0.007350283707428338,0.07382517601856511,-0.03580696009531436,-0.034285771480390186,0.008091830047463342,0.08340816521387562,0.10540873162444818,0.09660902217953349
GDF11,0.04680723698423756,-0.013229441644844025,0.09113158466249664,0.003955902389831388,0.022927251253329704,0.014539226723932503,0.1650442449909509,0.0877929631542659,-0.040166474850921945,-0.002425114047160467,0.005723696327420387,0.045932632893507366,0.0039822258822889735
RAET1E,,,,,,,,,,,,-0.04049784430210324,
IL24,,,,,,,,,,,,,0.03235466558483725
SORBS1,-0.0031746099431820573,0.07939256800901902,0.010408295205643438,-0.008669767190175573,0.08317378402749424,0.0362397802809061,-0.011293532568547605,0.0013177208241830717,0.0013436405972259576,-0.04299724314617463,0.10299631760427366,0.028835476517302207,-0.00539955953608388
DLL1,0.010260898519348756,0.019140396057877644,0.06670960950238097,-0.014239948596325762,0.06409531201327912,-0.020447854001943037,0.08227220804729735,-0.03449319948768959,-0.05085769247866443,0.15255978778891338,0.11026295261156938,0.0270652477688519,-0.016765815012366625
TLN1,0.002781556018364294,-0.011515108508614893,0.0010603362188584889,0.033011155013012564,0.007621717131514892,-0.0072356659952639325,0.16897794602361224,0.034740176117905065,-0.026794008595530498,-0.00946590102813903,0.12587481001867482,-0.03091203395797606,0.0932351307728179
COL2A1,0.06063271485912049,-0.027947487981725725,0.10901737753158665,,,-0.01386368868927677,0.11471307351644915,,,,,0.10311987744461999,-0.007107101523804215
SHH,,,,,-0.030757999560935646,-0.015132272069866098,0.08741154029890914,0.10458494268915604,0.043923197095424645,0.1956997734904375,0.08420213025603206,0.09436279410058777,0.07691597610729327
PON2,0.0910463997345693,0.026942835050300283,0.05339849814039071,-0.016460655911764707,0.05808681165758586,0.017983777142089794,0.1854718484873521,0.08440974612153763,-0.029844286892898763,0.10998916507409201,0.11449332358753728,0.06398788641813064,0.07760201847272612
ICAM5,,0.004935874816193824,-0.059541216838339635,-0.024224627206187264,0.01180161183137507,0.06511580129561607,-0.09755524608241925,-0.04486868516127408,-0.03662198023839521,,,0.06166703068626625,0.013546312433951064
HPX,-0.0409969189604231,-0.04450456656669113,-0.006852327164788958,,0.0144572708885468,-0.012796753313845574,0.1304043546759029,-0.02306948073497819,-0.01618541055386292,-0.0214134164130718,0.036583650640202366,0.09739474595615853,0.00698418349304529
SFRP2,,0.028704109623648517,-0.029370720843320364,,0.0012897070682884961,-0.017161816317849618,-0.029055733594272024,0.03128852624527578,-0.04697340142084792,0.0452214057873812,0.020536643651296895,0.05903347876617515,0.1317707580042224
CFC1,,,,,,-0.021623381408861653,,-0.025864745584592824,,,,,-0.03616255831000113
CD70,,,-0.03302406017022177,,-0.053950808820966006,,,0.052421416240677886,,,,-0.008976841836109348,0.061309405184348735
HP,-0.05021851651032977,0.07970922919590002,-0.04805802331530584,,0.02248281119152344,,0.056345807611316655,-0.062135496689631156,0.032194233925501616,0.06024950174066091,0.13561978799621152,-0.03990921291297066,0.031081521730411513
CXCL2,-0.004157297926547115,-0.0530422565465794,-0.03465585186230175,-0.009316116106647274,0.0288820520197,-0.019777936225639944,0.03028494106483085,-0.029275350214949588,-0.022493756998685877,-0.03908592289132396,0.06347126272359851,0.06670335945576969,0.0745095417745486
NPPB,,,-0.028500185461001772,,-0.05309745617736791,,,-0.014609998165606089,,,,-0.03744833078232007,
CCK,0.06102223217036053,0.02448696993660635,0.04999445601046051,0.04521629187913568,0.014488126556689207,0.020749461092494398,-0.1939836299739278,-0.1818305488953082,0.022887374979706568,0.05157938045745567,,-0.010652120017142417,-0.17187790311998502
SEMA6A,0.054087190247727505,0.03677279095060285,-0.016199502206284296,-0.005170878092917205,0.02310729628085655,-0.0070613392545722095,0.08726309049840417,0.031332960157715514,-0.019187202096657027,0.04004271709703351,0.037967702795642135,0.11697035078365318,0.09263480813250391
IRAK4,-0.03321400223413055,-0.013284208792758552,0.005821098368871671,0.009623907439226455,0.013784323227322965,-0.015388836959319483,0.11398795800822786,-0.01801844112638006,0.05106329279542448,-0.04823991810245266,0.03425486479719402,0.04624317246275374,0.008386750314152782
GSTP1,-0.003249753565746047,0.05115152794177768,0.05850961288395868,-0.0002239020951654906,0.017386392144711566,-0.03810559114259199,0.1872061044536099,-0.030869232283805625,0.017958734507486983,0.04288337696954629,-0.09766907054535136,0.061374319861299695,0.09654592652261115
VCAM1,0.0006793331639085271,-0.03292846739361365,0.04637026124886205,0.027989021820319104,0.019046642782431466,0.04509637332026601,0.20268532118267196,-0.14573495984617102,-0.013112114910153676,0.0832430601178397,0.14794916835900784,0.10585893329979235,0.07658475972957032
NXPH3,-0.05935177607887355,0.06802287235605148,0.004588942477728327,0.040983300886634266,0.02286869215647948,0.046673136022866275,0.11712331739337672,-0.04203262484112547,-0.00998111112857501,0.025410444902306886,0.05604973306752255,0.057431825269345635,0.03471260700730705
MTMR4,0.08303200812226953,0.03936970622603851,0.03884684612269683,0.010589647621348158,0.007881112558589106,-0.021937374595349553,0.03458827781413232,0.004855983276551251,-0.049945800884230916,-0.013369262630492141,-0.05791265355279326,0.11782670000159491,0.05690210297926261
LAMC2,,-0.024933964473593792,0.009125430450585227,,-0.03134993157884317,-0.017533621174854765,,0.012068627822559385,,,,0.06227177984417729,-0.039355243907196136
IL10,0.04883642694175599,-0.024821893704836243,0.02673831999614163,0.058836828767521866,0.09975739894719819,,-0.011231704855024699,-0.03518071710291451,,0.14412485924092824,0.053732000497224555,0.046188483632903586,0.038921600316754894
SEMA4D,-0.02399356279572943,0.008813454435724946,-0.011456845320977802,0.029964252642522154,0.04206441369265399,0.021327542031159583,-0.0576080214972035,-0.050618916956378594,0.014668549495263236,-0.0050539766813819005,0.09552883765344397,0.05922587677290183,0.011624280243070302
TRH,-0.02150182811952357,0.012541050942470188,-0.07216092510527741,,-0.008483840943313038,0.03836911816726728,-0.02577163959813573,0.030485451060190023,,0.11528287380129418,-0.11169286279930557,0.0524611707438845,-0.0029621339580324976
SEMA6D,0.025497967564697736,-0.028271597953097905,0.030801456582251505,0.04246333024124465,0.07210144580565163,-0.0021280716303547823,0.10147541598245886,0.10324493385390497,0.03599832989074013,0.030771414315231838,0.00432582647698567,0.09870223148633307,0.07526756872319122
CEL,,,,,,,,,,,0.06513587324031715,0.00441129875636866,-0.030437893077767703
PDCD1LG2,0.055000980800058434,0.07090513056865516,0.025907217264735712,-0.040935812000072465,0.08410644052801303,-0.012312997176650565,0.08348355754796194,-0.055321414508851065,-0.002520764864822521,0.039144431747450914,0.023435701429233177,0.08245619015229892,0.08887470051743881
SPINT1,0.014233238266312785,-0.03860538184721001,-0.025481268684989417,0.06461397473240899,0.019831971578617935,0.007821035631884693,0.0813640838946958,-0.016642762838697048,-0.026450521720171396,-0.011459176540678923,-0.07590987901522814,0.006085098132744963,0.0766480188000241
CTHRC1,0.04808546141257405,0.027061896386918634,0.04146905630438741,0.07809060826778566,0.028084909085757424,-0.020149288187342813,0.08635827994522834,0.023085694096708246,-0.013824958209390082,0.1121588663490834,0.09343495413022752,-0.0032580755809258916,0.028412730297505913
PODXL,0.07002729858265935,0.11525932509975641,0.053013183330843976,-0.01115545807921446,0.017395763762731924,-0.0006454394724833573,0.2429396860337894,0.12344624477639275,-0.004094558177823805,0.08544077564550914,0.0033137124405450474,0.04736688150317002,0.06341385379956038
JAM3,-0.02929226827589628,-0.0550232165133044,0.07922321205503041,-0.030063634238170406,-0.007840678492225034,0.01877049027820199,0.14278583448947263,0.14722396374629051,-0.0034397110131012933,0.1078251471066043,-0.054545292308274124,-0.03143092089811784,0.013047151360886066
TGFB2,0.006411526835726133,0.042018923208453726,-0.015251654551697212,-0.021279779632817214,0.016994433579187396,0.022626557669756103,0.2210081782844065,0.04396438312898682,0.047881035111743554,0.08297286516579559,0.004628706608388861,0.037025109018851685,0.09271095945080134
COL18A1,0.03483011920160028,0.005188006468823638,0.06907262539228645,-0.008729456373759272,-0.006306401775155977,-0.023680915981811754,0.1534907659063844,0.19745120450825351,-0.00025439333922621835,0.060743110554528315,0.08685312480487127,-0.06328841600875519,0.026477188582285444
