,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf
IGFL3,,,,0.09236170618739943,,,,
BMP1,0.03130008187104848,0.0028602852419833532,0.022461920803212528,0.10663048175167039,-0.039026565671999296,0.04201109268100886,-0.006850029669474152,0.030898115431562023
NDP,0.0013605225962517373,-0.007885669151163378,0.008350373990209966,0.027731150806819833,-0.044263132584944326,0.06863948976789165,0.02756613106363004,0.08263873006315339
TNFSF18,0.04901035279499801,,,-0.021025143160852234,-0.010647508906761256,,-0.0550423682677069,
IL36G,,,,,,-0.0174564409161633,,
RTN4,-0.08332088977305105,0.01136413021874058,0.012361031929599007,-0.10544698861140288,-0.029007953851500266,-0.07337931860047424,0.08301571115621367,0.024512582058151024
HEBP1,0.0437655784944498,0.03293189106207825,-0.004750953286525249,0.05673105774653858,-0.026048587070834135,0.015797076805781705,0.18183202569390935,-0.013974546775766884
WNT7B,0.01646368214516749,-0.03276154452631374,0.0524003590127296,-0.05860213971090426,0.006249709619031288,0.015852222960089788,,-0.04037096756805823
PTMA,0.06826447812236083,-0.015606197275214666,0.004421864053737004,0.0052346691156285935,-0.026975526455144,0.028171544358177508,0.03576828100123858,-0.11970887655985026
CEACAM1,-0.02272367873038138,0.07616258491500999,-0.021335362152902774,0.0012527859658182817,0.11528809899551873,,0.06345269597696525,0.002741909310185036
PDAP1,0.056565785511020227,0.017036692040326967,-0.02396556817496566,0.09689117648945896,0.06450173125153742,0.022672261059912175,0.03614551382296972,0.08680071525707164
QDPR,-0.04207918010906989,0.019169613605480855,0.01335729998506317,-0.0532718752183197,0.03204513499747697,0.0076600416868516435,-0.03297922739780261,-0.1280596470372672
POMC,0.026003251343340316,0.01090137412831221,0.04033039907065264,-0.0025216872262522334,-0.012354527350234958,-0.037400611763342646,0.047925420010192295,0.03443039443502277
CCL18,,,,,,,,-0.025670174491507526
CCL17,,0.005831776618801735,,,-0.013279516613040892,-0.015946954365104755,,
VEGFD,0.008165087594570892,0.06742510112043647,-0.020412466538980493,0.042501516676377554,-0.014148201754226626,-0.017090844923470617,-0.030615405939821462,
TNFSF13,,-0.007830924255530412,,,,,,
WNT5A,-0.017737199649704757,0.04090563063568642,-0.011444453953746042,0.1365417676467301,0.02580625422164797,0.0355264600504508,0.053416633126916704,0.039622589087562124
CXCL8,0.05627958211538078,-0.07269066801970551,0.029792104621972088,0.10377498479534639,-0.012490042603458037,0.05505546385754793,-0.03630238510476693,-0.04519638378756837
GRN,0.021511202711447564,-0.018898636839551664,-0.03244065526604733,0.08281041897863681,0.018650912654896757,-0.07154811976576497,-0.01943367771762148,0.0608209863585095
MIA,0.09484448691499406,-0.02780781846178264,0.008005630390227213,0.032877639632767616,-0.026101065563165965,-0.023406695354418493,0.025454169593388355,0.027971128395350077
COL4A4,0.06606360640670925,0.08467030602237763,0.005411899877198301,-0.013952280706531733,-0.01386422619461683,0.15738192346571062,-0.0025717606401625135,0.1144968450493584
TAC1,0.008524677588777533,-0.038157787981597656,-0.01921347636596093,-0.06575800680300507,0.012144300533604603,-0.040238654819363506,,
RARRES2,-0.005518529392458274,0.030416963830735076,-0.02212230115125604,0.0824570297445315,0.056319142790138735,0.10257642209078983,0.006735769926932207,-0.05169650291198891
FGF7,0.02665801350441638,0.018386004527123835,0.01981637487869135,0.020331382487577487,0.06565990123958272,0.021092295458869467,0.008851020607777307,0.055489139600626285
HBEGF,0.07121618708683251,0.016977893697928563,0.06020636165798067,0.0044012436630556,0.014754504412873523,0.0029447115886286016,-0.0086825262014785,0.024407719864692055
CSF3,,-0.036984475088998825,0.07695192101461529,-0.014761244439454516,,,,
PI3,,-0.027230495107637132,0.028150898604572108,-0.01662135606616416,,,,
PCSK1N,0.01979898655106334,-0.006708506116764458,0.020903835108646546,-0.009319659778553126,0.05111339772346223,-0.019971761082140133,-0.06447504968670492,0.026908050171788128
NTS,,,0.00040509913971589566,0.19268605399061187,-0.015838266814300537,,,
SFRP1,0.03018949483760961,-0.027074450336799956,0.054167016035788745,0.03224651999356412,-0.008957155180605282,-0.01109548076285597,-0.05620682223235746,0.004818316079308182
CXCL13,0.01763139462589448,,-0.023077802940294472,,,,,
MICA,-0.0007018891290277012,-0.0349690654438207,0.013789208600778249,0.0604350862528664,0.03735249989675723,0.1091514212023399,0.047695396492865826,-0.01721439637271165
TG,-0.019970986786818655,-0.02921762143346591,-0.04939102287642187,0.12954410085445245,-0.013378610444340208,-0.02395457561851302,-0.009098477196457951,0.1344404659049062
ADA,-0.0034056736331545137,0.023211767539380087,-0.007494709696419252,0.01836768251339692,-0.011169061234330556,0.05400064736862678,-0.04938822182332734,-0.020761585623263
LAMC3,0.030589347661351015,-0.03012716784902368,-0.025565197844607656,0.039972283073493084,-0.03205575758805898,-0.004949298044855332,-0.03513636846096763,0.025980767389426812
CCL7,,-0.02112429361454584,0.0797440906327447,,,,,
NGF,,-0.022372542636981983,0.02316085734615358,,,,0.05045535804969392,-0.038147499984929265
TNFSF15,,-0.02352293411576267,-0.02265384530815026,,,,0.05924807493340406,0.12560684933265398
HMGB1,0.054485874386940025,-0.007564713811136301,0.036723316006368925,0.1213158189594962,0.029911562042194677,-0.02912645161581901,0.12971317688295828,-0.06372459808059885
ITGB3BP,0.02817168868218634,-0.030546974866038325,0.008561237276985944,0.08394186193001676,0.004498842537223768,0.07539479594560199,0.008570005449371866,0.034082643088654316
AANAT,,-0.021403466556546392,-0.0016907023259485794,-0.013315041952012437,-0.012031462557437948,-0.021391313938127408,,-0.026736562778881753
RELN,-0.03844197976954109,0.011831426383226885,-0.010181048025775104,-0.019334904070718927,-0.01566155999860225,-0.009203237709881037,-0.010100154740254599,
IL15,0.056117550493676074,-0.04019904435592912,-0.03786773303684088,0.10762988032819423,0.09222234330279162,0.032189663918786304,0.038364541918102665,0.08464196128533959
UTS2,,,,0.0340415669553727,,,,
BSG,0.019112851746617726,-0.010117256400403047,0.007010170757373681,0.03110464327340716,0.010420696099951178,0.03774837240378725,-0.03771092486220698,0.0756479654198784
ADAMTS3,0.06978610184365601,0.03132180642660146,0.02990200271098404,0.08115403999863048,-0.027642801278419508,0.06910308582967245,,0.0562188710632114
CD34,0.020536384071540584,-0.003093956600007004,0.022245256000107193,-0.00568584469677592,0.03315168074608014,-0.031134477686069476,-0.07543062126441226,0.13421555271600213
CCL23,,,,-0.015150404117597185,,,,
PLAT,-0.006623596790556357,0.0647932011580372,0.029843756242901934,0.10352067359880915,0.021531549624058798,0.03146558577420248,0.001832958057321353,0.07536515188546093
LTA,-0.022723681062237842,0.017361842649456782,,,0.08405432180939013,-0.019839457436157674,,
CKLF,0.03398510933978139,-0.009503978336553854,0.04071708124784565,0.08129233756406291,-0.006466254891219535,0.04118689381769091,0.0463088251555577,0.04567196852889623
CD24,0.07847038516295383,-0.0191012809461011,-0.010445379322067502,0.02482301203598206,0.05205556656281725,0.06112401783091539,-0.07904102966255801,0.057819743976426176
HSP90AA1,0.07453775287985533,-0.0019432251997098821,0.002311063167092197,-0.05770113881923795,0.03173113469274093,-0.021226591854251294,-0.03461222790288062,-0.1032067729812321
BMP4,0.08672112233948412,-0.012225476700960915,-0.03961369437203829,-0.04078442770265193,-0.014946275812803507,-0.01690526684256927,0.008250288174333561,0.07016242937189349
SCGB3A1,,,-0.009306252720188129,,,-0.013843711033099077,-0.051547617258918835,
IGFBP4,0.02126129415846978,-0.028648792493549187,0.038813830959694255,0.011227644399386878,-0.006667816861624164,0.00551100819166368,-0.06720287535188722,0.05955306476605397
RSPO4,0.03791158054192993,0.09269475291705576,0.11639464481962157,,-0.013477028777257672,0.024526740996331436,-0.01643906529259945,
LEFTY2,-0.023002762439157318,0.03798676848926212,-0.034550080001974896,0.014054103626292964,-0.01527703298588899,0.017775068318790957,,-0.0341670613121823
PF4,-0.02067027639738692,0.02832455359629779,,,,,,
ANGPTL2,0.04798226254013525,0.007276525402537489,-0.052494281690579986,0.0623226836302535,-0.014628445500400433,0.1012025758570071,-0.041209121592919465,0.011341910672607512
LRIG2,-0.025352842477264773,-0.03370445549731487,-0.0035859867966948258,0.08634150689395803,-0.019053076260323362,0.06691370294774769,0.07543530058528353,0.053596930814964625
ICOSLG,0.029380857612940056,0.03730304749056556,0.021075484861477548,-0.005079505648762088,0.0254542537211735,-0.0012589915241529477,0.05254010065570499,0.013533446359865075
WIF1,,,0.004427557105075175,-0.027710048519265652,-0.0103999038947841,-0.022737241297984,,
NPPC,,0.04238905974828386,0.03157584950181493,0.029328863735842047,-0.020286908067015743,0.013078087556876596,-0.09625779551322103,-0.03201425054738905
LYZ,0.05265183015983475,0.022959605047825418,0.027389965258359895,0.08479579227992569,0.022203394566094915,-0.005372689244014569,0.032968787145809725,0.014124543952227763
EREG,,,0.1193398346628364,,,,,
SPTAN1,-0.05251772783267981,0.01708353447482557,-0.0199008027109406,-0.039286676881547695,0.036982995292310035,0.027671268196994375,0.04221084448559687,0.10793646079788788
LIPC,0.07653937466821888,-0.016064381150698016,-0.027163045839441978,0.06911192828786046,-0.025196677768718055,-0.031165932352711413,-0.03803993416455127,0.05101414033940972
COL8A1,-0.048892857475492366,-0.027549991810193783,-0.04584581995188796,-0.008478783948977399,-0.04476925309654207,-0.006108875974210437,0.139062866593512,0.0339588106443426
GSTM2,0.029006106824461707,-0.0187532867008882,0.0389769889016628,0.11106525424027923,0.05006076573167199,0.10625527053314873,-0.03568666660332917,0.00804299127778609
