,UKF243,UKF255,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.02372830810540062,
BMP1,-0.03352931622659397,-0.049171958807120365,-0.008647805500223081,0.021605031172777234,0.04199069267597153,-0.016319250950000634,-0.0057794643210918525,-0.05877999311964085,-0.03264420760371704,0.08955071727940796,0.10762613272604492,0.023354618760344063
NDP,0.08138326322661962,-0.022664417034736834,-0.007160596705668801,0.0001335449440047912,-0.004216549512393208,-0.021245298321472525,0.09035924564557206,-0.046797776675939796,0.07201482487080854,-0.04276193438148398,0.017949543442121806,-0.06562612342216943
TNFSF18,-0.023606118723376153,,,-0.010336035947064708,,,,0.00901979112716014,-0.020520464162845933,,0.04398024192162682,-0.028558130200920396
IL36G,,,,,,,-0.022883383557195058,,,,,
RTN4,-0.041080187617149704,-0.057925295908380504,-0.024871881482974482,0.053484271433961034,0.00175313130834502,0.013074087118398648,-0.02906141681377719,-0.043418671721428166,-0.0174405004575059,-0.024810069690689725,0.018881669062202882,0.06676738660893809
HEBP1,-0.048514290240442334,-0.019976815522012168,-0.04266182484416045,-0.02565126435828723,0.03258421906449872,-0.06382081636842016,-0.01313639661376264,0.025384515450145206,-0.08240773580599214,0.040631254125986296,-0.01028744766018057,-0.012738660559125686
WNT7B,0.06911472896615764,-0.03394590122253589,-0.049534635134604994,0.04164164449232091,-0.0166680218693043,-0.008129475596394745,-0.025151475642503456,-0.026131480994098198,,0.029079469177308845,0.15284391158355878,0.046413200603784455
PTMA,-0.008903588228947091,-0.09260311731699994,0.038075407732031386,-0.006870684393125422,0.02011466642934315,-0.026482228182520724,0.05170326310364972,-0.029692949645579836,-0.0637633518388113,-0.06130272163034817,0.042184172560503184,0.00628376504132491
FASLG,,,,,,,,,,,-0.020579553524784674,
CEACAM1,,,0.04576159340416706,-0.0162561221491582,,,,,-0.0475496640934101,-0.029764582224752843,0.030039963136838977,
PDAP1,0.052369251544657255,0.062052440462752885,0.05027894138709887,-0.0047861386919984695,-0.003412864867360263,0.0411439265288809,0.013773433487027522,0.005976140413640206,-0.05834361428654482,-0.058210160511871535,0.04087567773862383,0.005472739436583043
QDPR,0.03134172505540239,-0.04956021375134536,-0.008611345617460301,0.052550957611012986,0.042022175237265424,-0.014333936536730967,0.023480243542129863,0.08691647246167176,-0.00965112967153676,-0.17861202568719275,0.003901351982107313,-0.0195265576684742
POMC,-0.01901122724987308,,-0.01092269539187775,-0.011993118758504541,-0.018135977435004138,-0.03358552856518928,0.09171551721540087,-0.04122370544882869,-0.020199068642191793,0.03602714501376627,0.07188160379736361,0.020340970963818338
CCL18,0.09939212490348678,,,,,-0.0036799301842597265,,,,-0.021103578174025573,,
CCL17,,,,-0.012891049190376725,-0.007073712501587729,,-0.020904620538536606,,,,-0.01865305378260782,
VEGFD,0.013944677318637261,,-0.02084459026633083,-0.013734322572404619,0.022041510032787447,-0.005934711462110012,-0.02240412931700147,,-0.0009047676848184999,,,
TNFSF13,,,,,,,,,,,-0.00274632072964584,-0.031067172135871266
WNT5A,0.015201020241294749,-0.06077393467882693,-0.009237972815907701,0.05274707858184783,-0.03363268249732494,-0.0007176766139242498,0.004735215366486512,0.005019512311450718,-0.013710931236741495,0.03675209734532544,0.05922587096815509,-0.009005369721169524
CXCL8,-0.028298822618476095,0.15348976034984996,0.014086154550204196,-0.06306787314355226,-0.014092137739430445,0.03598220582548409,0.018800114979342333,,-0.013955428956357117,0.12025752983481018,3.755875114038232e-05,0.04712680288968422
GRN,-0.017209885380480676,-0.08652201435380809,0.0639757966373931,0.08171318747653047,0.01775413287881744,0.02727585480894137,-0.013629397884187683,0.025772915489410582,-0.0693420265130931,0.020730406724700515,0.052900618228211925,-0.007397381039554722
MIA,0.05126368636199716,-0.0007885045194944393,-0.0019024228201924523,0.03383575490373077,-0.017210148818598767,-0.030774077083182336,0.014021681705379969,0.030637626394833254,-0.06058311621621001,-0.043813970563772356,0.025466156575721342,0.0004042326283083015
COL4A4,0.013878537845150352,-0.003667648005989993,0.041691557130754606,-0.013458654186689458,-0.0289116813375134,,0.015163075790030777,,0.06760967409896185,-0.026681516694008745,0.020566388158138754,-0.034722268986162354
TAC1,-0.007429531620984209,-0.04777858246680555,0.021540260345541743,0.06066769882234582,0.015921967083856778,,-0.02457525038391872,,,,0.09944279203565987,0.07991447596718955
RARRES2,-0.0517215784908221,0.04469609172945431,-0.006983373412501098,0.03948186366421074,0.08421716897878664,0.0552280706059706,0.07779032520342723,0.04455456224632353,0.11484334859035453,-0.0013010752070939414,-0.008625230922193023,0.028250776074351662
FGF7,-0.003946440972498534,0.011887310556592102,-0.039911328170086045,-0.03068072296719188,-0.0075468056631723575,-0.018026010109410098,0.03438385153436249,0.06141361263286741,-0.0021264952726888255,0.09841310006933007,0.04641547909111324,-0.013237031959329203
HBEGF,0.03283889707147852,0.05695137538987732,0.05794482990682672,-0.04854042339776143,0.030530907771769082,0.05763085044831372,-0.0425369150725803,-0.03977830429441231,-0.04724809963695151,0.1447896377271319,0.11399294710682868,-0.013747915163594627
CSF3,-0.019782348048598606,0.23371079584556742,-0.069448681946923,,,-0.034090397530398,,,,,-0.01963878805990358,0.049880455834105025
PI3,-0.042537281440764844,0.15645425817350075,-0.019422935704696973,,,,,,,,-0.04266856210644653,0.06621725194780631
PCSK1N,-0.035633061826816304,-0.07889047244275867,-0.015899415727350038,-0.03214655856554358,0.008837849391282201,-0.05245731504366178,0.017957087872539083,0.12333671281616251,0.07419438752799708,0.018650535545860082,-0.05506951813064334,-0.008919336492190778
NTS,,,-0.010536640834908897,-0.01537494793996917,0.005976198643314868,,,,,,0.00011237459493312545,
SFRP1,0.027789872085737046,,-0.008689623498292378,0.015208507916184635,0.04899903973546395,-0.04317332495739864,-0.003630637804000271,-0.0489385374250339,0.01967537909749223,0.022391718537533918,0.1494794167754155,0.05157943225870951
CXCL13,,-0.017496110663469178,0.007407906857710604,,,0.05067769805146376,,,,,,-0.02962580711257299
MICA,-0.021997811716175215,0.028412082425090558,0.0552467207041516,0.0006009389116631949,-0.019457868169968147,0.048538555037971234,0.012508059290942635,0.0942417042986478,-0.0872164495532817,0.04604197063381603,0.07885772839294825,0.07604404873211788
TG,0.03473921131976401,,-0.006299535702020944,-0.012987244216970378,-0.01493008642733216,-0.048434012461785046,0.033229192704013075,-0.006395832957267665,-0.10324178477205391,0.047709748502649287,0.01604094602289787,-7.72911760175212e-05
ADA,0.028621924144575362,-0.022727141542511695,0.0004089599025319613,0.026046061281170495,0.03604522268528733,-0.010918915113798914,0.022183253441854806,0.0495467361258502,-0.05150632570563675,0.1581091941217628,0.061828150881854005,-0.060081638525418715
LAMC3,-0.016062850440861382,-0.04497757617432873,-0.03104793800140617,0.04573629822327533,-0.033077966589876516,-0.011660060940389422,-0.008312269658931806,-0.05630196838835207,-0.13425512505299744,0.018196747455687168,0.0301671557973562,0.023473119341751277
CCL7,,,0.08937656428332325,,,,,,,,-0.020579546206941083,0.003898002186881055
NGF,-0.020687084968795174,,-0.03335039068526855,,,0.04222046813352863,,,0.01187437559308687,0.05554543172799461,0.024818337252100496,0.03189077806013393
TNFSF15,-0.02559250592507053,,-0.023133418124824907,,,-0.021709435216124746,,-0.028038921696762007,0.01637660484177204,-0.031672210493542685,0.11208931434400725,0.062385843736431676
HMGB1,-0.014627003547734706,-0.06775965150094407,-0.00045626926166630405,0.0369095353053274,0.011113510176618647,0.00954245906330702,0.015455711252203795,0.0308544424662372,-0.07743654732851037,0.04521998539965919,-0.013203582607235264,-0.04121993875468502
ITGB3BP,0.056939494105242155,-0.007427757594771791,0.044309380329366516,0.0029104266528628664,-0.017334483603961507,0.06982711940285839,-0.02507774995401079,0.06404351263273703,-0.06687908430656768,0.06655656069958506,-0.03797343977805896,0.05698953757160565
AANAT,0.21420232252817017,,-0.02084459324201356,-0.011679504622012908,0.06525830305226216,,0.023032830712091442,,,-0.021980261290999028,-0.02177401809884679,-0.022301420386476
RELN,0.028236141067347363,-0.027135100801690903,-0.03270942063573761,-0.002032780912303849,-0.020146705184791083,,-0.0095557646309179,,-0.006341904266243898,,,0.023898765268583175
IL15,-0.03637930540963886,,0.0824495260382964,-0.014985986332422806,-0.005740089190278199,-0.027420169343823755,-0.012329146881902987,-0.030855695624967455,0.01055353756907362,0.039593833747045504,0.07148680245453146,0.06134022369813225
UTS2,,,,,,,,0.02404581021978942,,,,
BSG,0.05985258533782847,0.012880466947067001,0.0005103869700743544,-0.03804999562018703,-0.007306827163647177,0.02079112479320273,0.029501735421854903,-0.03842803845799257,0.043259775486617316,0.11759054935057449,0.04421869781074343,0.06179455815355689
ADAMTS3,-0.04993308403872814,,-0.036348386276748655,-0.02598559264656106,-0.03184589703853581,0.015713502811020526,0.050191565063590536,-0.028991159050399087,,-0.02631912521261576,0.06402372332249316,0.006661966013709118
CD34,-0.052710048668251505,-0.0002804277516226209,0.0188095305857539,-0.006580680834434404,0.03282105267207651,-0.02903085662310492,0.009776426467827334,-0.02555950767310281,-0.044205371123406896,0.06949110275006543,0.056323602437411156,0.006620718944869126
CCL23,,,,,,,,0.028621967604915158,,,,
PLAT,-0.0029093278984355835,-0.05211067147747691,-0.02111297778060599,-0.09369772255740678,-0.0034781545884059167,-0.0010177001837494383,0.06657717125565923,-0.051617539848298394,-0.10827203544122055,0.02790532898984085,0.05805930728693184,0.0035013720739859064
NTF3,,,,,0.0038848899563773665,-0.00025888089181571314,,,,,,
LTA,,,,-0.011248580145739621,,,-0.00011365943247719547,,,,0.027879235475071516,
CKLF,-0.04992605012062031,-0.001003138664244753,0.01615596248436723,-0.011732390532123268,0.06574003805326889,0.02568761866699463,0.016226949991582768,0.10708096801853828,-0.11211647116080929,-0.011217286615877708,0.008553398441376753,-0.042226750191532963
APELA,,,,,,0.11242334010910715,,,,,,
CD24,0.020375988547649215,-0.0607779439309595,-0.0009764365303888889,0.015145119459637469,-0.0032394912816926177,0.008559002247101495,0.0040868218508323265,0.037966876295609846,0.19183156335631388,0.12066211776561682,-0.040925863984874015,0.08039383943736665
HSP90AA1,-0.061951448817593895,0.05322116300623261,-0.03450346415622473,-0.045247820480320416,0.015053135599111542,-0.006100681931457559,-0.010754858503606097,-0.06153248296663546,0.026790170748468036,-0.09923300647730898,-0.06820186345302282,0.05071147825510732
BMP4,0.0345139632106272,0.09506767864237838,0.02651756557069119,-0.03226419441971183,-0.031748227492938104,0.015666123031477634,-0.02216085782623948,-0.014084036895329532,-0.007969880597614179,-0.009105612309268485,0.1031514676899315,-0.003029197616811988
SCGB3A1,,0.05660250358898587,0.04986129720400279,,-0.014516929663077969,-0.009866403991865788,-0.018147510763895494,-0.0326510424147901,-0.04036651141672762,,0.04534362708167083,-0.04481483355889521
IGFBP4,-0.008087744811034494,0.04974669498157023,0.012604277290428581,-0.05380994643608808,0.015453730527425519,0.035639648298606504,0.00229273553922647,-0.10562276097500986,0.013857411514691251,0.13586010120847464,0.0916688145737602,0.061078839666716976
RSPO4,-0.02527139520742787,,-0.02865016639948217,0.008246437375361109,0.00537611624285987,,-0.016585888593597015,,-0.06341975047814767,,-0.027633729909985444,-0.028121207727950015
LEFTY2,-0.02766679278628439,-0.076768655469813,-0.04446948700072196,-0.003170853264928784,-0.015917988593149492,0.007603568221212078,-0.03210565198159223,0.041838268313880635,,0.020398854988315025,0.022377806833863603,0.021868365333987196
PF4,,,,,,,,,,,0.04265777686810297,-0.022028933243095374
ANGPTL2,0.007878357592659608,-0.059568599792536404,0.03531349019328554,0.021627681768636126,-0.006780997720011742,-0.04689836560140804,0.04420666433053432,-0.011806985532946986,-0.11836110149630016,0.09487273025754527,0.09122076263580584,0.01685635608848
LRIG2,-0.0332391129192434,0.013738460030021007,0.04046384662247399,0.04448640293075511,0.007126053815015062,0.005816550594759364,0.07860357017513168,-0.05631220521361945,-0.05741896879255091,0.0024840585016090945,0.07139167939529417,-0.0046983265784338
ICOSLG,-0.07042751891173733,-0.034171444008601004,0.03819368563422967,0.013174322677276753,-0.017310305527554217,0.002434287537563438,-0.01468456431138807,-0.020652058017078236,-0.054458454518943565,0.03710998468280995,0.04370495114136613,0.02492249527304494
WIF1,-0.049202510527947226,0.07908416028035271,0.036046810482400354,-0.010095674156632758,-0.027317851968543253,,-0.04333460773284395,,,,,-0.040422621838054396
NPPC,-0.004257889824252391,0.04718955464437115,-0.012656539401390037,0.050155372250097266,-0.020174976679625284,,0.050506074594408215,-0.023376368399841203,0.21200418392722095,-0.02631907466515976,,0.1849560052562059
LYZ,-0.0060517859088567655,-0.08231817978990055,0.00020725562460014056,-0.028112015700373975,-0.012526115690719474,-0.015465139198129705,0.01661130391156691,-0.009789088956441514,-0.025510732230126742,0.056569395406201435,0.017754457582401448,-0.0020097275810684687
EREG,,0.1431446011869589,-0.040317581934544613,,,-0.02870346223167035,,,,,0.06905682460213274,-0.025361827855158146
SPTAN1,0.06738822301360507,-0.07757399388110245,-0.02639294754633722,0.04578783179738744,-0.030742343807725805,0.026570532355174346,-0.03819776227248875,-0.004020805696868473,-0.026320827609223194,-0.010844859739026,-0.03034812358996869,-0.03893158783995355
LIPC,-0.029343565000935618,,0.02462903692261773,-0.002400752920784603,,-0.035889992291646154,0.0015939119060547327,-0.02478824578663098,0.04151574593811384,0.04227937496526002,0.010109830771660444,-0.03435280276344873
COL8A1,0.009236730527996893,-0.030083545324474267,-0.054195497530768896,-0.04219374460646168,-0.015227331440469933,0.03330456776208194,0.061295425513735985,0.0016726696721316848,-0.059440868072286095,0.06258053128932238,0.0511682975322915,-0.01542833909486322
GSTM2,0.0031088947532858977,0.013645961838412518,-0.03550405750662774,0.018082197821742137,-0.013928259151105063,0.12940982076203483,-0.007946124934272462,0.0711975157716065,0.15504544868809694,0.03491346086466675,-0.02392797036746574,0.07379395140702086
SPX,0.027634088391844627,,0.03716668999734143,0.011890876204678283,0.0069910486560469795,,-0.02290147219278318,-0.030989860540438032,,-0.03926763871350526,-0.01362258109188641,-0.024472345151848422
MFGE8,-0.03607993850044269,0.03246330019764035,0.046711915751320436,-6.914249561698937e-05,-0.003685301501275727,0.058500052136823924,0.043502840172947775,0.0030955709548285896,-0.04322447866179286,0.12910772150476268,0.09610695016315539,0.06125873725624825
TGFA,0.02817385966317153,0.10905881336513677,-0.01058587568187237,-0.03627362642581962,0.05361923287669094,0.0016594778148211614,0.007380734812787748,0.029636804326578323,0.009000541605680958,-0.04495364107918121,0.06953083214986554,0.05513210322306617
SLIT2,0.02656794444885884,-0.019143368553771037,0.021860218411428187,-0.000724901561563414,0.012880491549852753,-0.021283240029476676,-0.05850028570158511,-0.018447265315660155,-0.013546874114927195,0.06244534889012575,0.0737149824707587,-0.02093282798077768
PLTP,0.0603231239261029,-0.0661232699826368,0.03752051712740989,0.062224310096076936,-0.057052042373690784,-0.012792781566421324,0.026075237284958974,0.03370741166625415,0.09613935187407568,0.1463984682833293,-0.047511782930336144,-0.020286219920510724
APOD,0.01773044057279236,-0.07981783605492118,0.00012173646614979911,0.10351637436677334,0.04503996160200652,0.0236019393612887,0.0008032389084991826,-0.03659049090863348,-0.10525881613568536,-0.1996510342712277,-0.12470011503835902,0.02844083660056007
B2M,-0.06701985105648174,-0.09126455726402208,0.03132579707344293,0.05192454422598205,-0.023235670248585836,0.026744121935539166,0.0559858511954856,0.04059460043907477,-0.214878912091761,0.03721907984597957,-0.005678903264343565,-0.0010048186300867302
OMG,-0.03316589039716533,-0.031027847318578,-0.019810719149841373,0.05730693107620244,0.040364180463688455,-0.01817806033935083,-0.06109550642793034,-0.04475364829133771,-0.060076110487964254,-0.0899276177698159,-0.016293191829739786,0.0072374552411971944
CXCL3,-0.06455691350188947,0.0021571454877927477,-0.0420650205275254,-0.043083588984712345,0.0031166464419254748,0.040575567902649316,-0.018729925064635496,-0.024091691880857444,,,0.03484975840891878,0.021410311408252895
CXCL10,0.03448355754755146,,0.02704638089803396,-0.011029678865253904,-0.023591273395991225,-0.02476946939774514,-0.005819271592394124,0.09051560309009937,-0.04831721125699127,0.04710834118902591,-0.06796099141301166,-0.00853845276161334
RSPO3,,-0.02409539968900962,0.06434004712711128,0.0529780362533075,0.017501016935749708,,-0.01957241070859929,,,,-0.02088421526614096,0.03005214893699349
CORT,-0.028333686555236118,-0.03197787818719136,-0.01115993244308089,-0.029478755449784653,-0.018892282189273347,,-0.05192499780763354,,,,,
NCAN,-0.005086542122946545,-0.04221268906180004,-0.039023451678744284,-0.04966110345515701,-0.034533048010532835,,0.051173370341501434,-0.04055891380638468,-0.17361337619623146,-0.04507007777352183,-0.0460964663149447,-0.04485034463217091
PRG4,-0.038668829675394555,-0.026941769589576472,0.05438352515113732,-0.01671927795344063,,,-0.022883383557195058,,,,-0.0025974423686706254,-0.030661273912799217
ZG16B,,,,-0.008938018054821811,,-0.008736007205644748,,,,-0.024434691754491252,0.06904709901883431,-0.01879293933960545
TGM2,-0.0315642326925427,0.13480383568117466,0.0030807588707426016,-0.011711471008598559,-0.00917394771582194,-0.041303000833522265,-0.03379319430327643,-0.010918193919032572,-0.033052766138990185,0.08323796373941271,0.03493129088687709,2.0797731890260976e-05
VEGFC,0.01331431505772829,0.10221705366997884,0.08378484250920806,-0.024067877457277714,-0.003319174475431642,0.02096118707697916,-0.023353405048658626,-0.03987504516052582,-0.08173079640949447,0.2876990973204192,0.013740064821132943,-0.013969921077622396
WNT6,0.08182747536312454,0.10275743289585544,-0.027365651675629543,-0.01989124038308213,,-0.015145289585522357,0.04585682419679035,,,-0.023237394727244204,0.020788867424621667,-0.019418744626466006
NRG4,-0.026224005520740636,0.010396180328592079,-0.015580912329788177,-0.0005517422020795439,0.001093788227262405,,-0.027244470911863168,,0.127766635270574,,-0.020884217606763233,0.037781140787954956
PMCH,,,,-0.013082782874238391,,,,,,,0.02898470379778022,0.06227007186280969
COL9A1,0.06131981748451721,-0.04047383189690816,-0.03151174036064515,0.025615645135657252,-0.03075140297659129,,-0.009252259953499568,-0.04751400971962139,-0.05026533325311354,0.02008712494810604,0.00273502979969765,-0.053269254041790635
GDF11,0.05686847586521061,-0.07233630313014848,-0.011756320559307728,-0.026861094692178743,0.003102758582806837,0.04791121846171787,0.03124922933741623,-0.01935818505185212,-0.018629079314054824,0.02603020869819761,-0.005118138788699655,-0.06009129632445981
RAET1E,,,,,,,,,,,-0.02290983832825052,
IL24,,,,,,-0.020419646617508915,,,,,,0.09271077999748001
SORBS1,-0.06935603782925397,-0.032908246487109105,-0.01939984339605878,0.012625232104410586,-0.006126705025286289,0.02572147524782786,0.03813829014393308,0.074314803769751,0.04201072325776386,0.01777311931753901,-0.02595687265434433,-0.06588860710518465
DLL1,-0.03220912397489502,-0.052215172645859696,-0.05796623592753525,0.010759692241830477,0.0032046242716366044,-0.034578508920329605,0.08189600823733374,-0.009028664571857952,-0.0037498579090125203,0.014758354729921253,0.12816270108479866,0.023291036355149175
TLN1,-0.01631765250406592,0.13065070901399092,0.021570127713462398,-0.03411194456830596,0.014483082208781825,0.02760527109541142,0.04506825382844979,-0.03299743269637797,-0.031696099333969066,0.0337479565614956,0.04860864173496953,0.04403030542569992
COL2A1,-0.02684199654961218,,0.06733444538917073,,,,-0.019014719250716912,,,,0.10868363571609817,0.0498640978835006
SHH,,,-0.028040630150308877,-0.01829498390457613,-0.01666802423752214,,-0.01814750917769008,0.06472167983370172,,,0.019895649926856843,0.04405399543466253
PON2,-0.0058550124592122695,-0.10974253912829747,-0.06843434305879968,0.020669051948023532,7.87217535950097e-05,0.03586326641629092,0.0484234978657253,-0.005356382234470693,0.004627159712117926,0.00876643454833089,-0.04532898886449867,-0.07535326297006648
ICAM5,0.007399045514455553,0.016311754768577852,0.013048667910394673,-0.029042002206985044,-0.04034495144931649,-0.019329704459411803,-0.02545976832997669,,,,0.1170448691234008,0.06887719957751672
HPX,-0.04274414298008561,-0.02409540602360947,-0.0272579109938363,-0.0014930439777642204,0.12704371728081154,0.031987363466421975,0.021654564103127858,0.09689517974860454,-0.005781098047594657,0.06672988357132396,0.05949225087099261,0.044887839655320276
SFRP2,0.03117980991373016,,,-0.014618698437076786,-0.01186220442043694,0.05603051233891259,-0.016560372180604323,-0.03126492921049257,,-0.013495933700505246,0.06148472220444227,0.013946678534328833
CFC1,,,,0.08529829407096769,,,,,,,,-0.02583989509574805
CD70,,,,-0.020982541730452216,,-0.00951654930434017,,,-0.054933567865176045,,-0.019047008351754838,-0.028786229906087656
HP,0.0019190261730190896,-0.07274763611163476,-0.007358096555142283,-0.043476938849877786,-0.015073079301973647,,0.033171519094611496,0.010423399848710957,-0.004012186129608839,0.032627111659303855,0.03447164642538696,0.11176289994792668
CXCL2,-0.030028552607668915,0.133566609672773,-0.02819437267375272,-0.050479890945017036,0.008079194218385035,-0.015640511190598,-0.03591828231650902,-0.009278090721540613,0.07448721671612087,,0.05837616582813963,0.008190677118205637
NPPB,,0.15299224825222799,,-0.009849714835874433,,,-0.023353406747218745,,,,-0.0211847128821433,
CCK,-0.04874155236079834,-0.07516643823472964,0.011954610047496768,0.06928428818530645,0.00552367110856529,,-0.04730986773867092,0.18530276833595638,,-0.0076351949007883585,-0.027482291535931902,-0.025673727133326472
SEMA6A,0.004656277595992981,-0.0769566242121508,0.017746975140784296,-0.046943871695574166,-0.017500040510734796,-0.045317554097118184,0.0896635544442695,-0.058017912085125786,-0.04053011927744543,-0.031783964049289556,-0.04408926604850355,0.02237010165646862
IRAK4,0.03860497445498131,-0.024858362817530278,-0.004427816709197407,0.018057805769246267,0.011603152690071714,0.010343823326085185,-0.007764456003021259,-0.007113867169296,-0.050597776728267416,0.09177284127866413,0.033706531666445286,0.007579780829858697
