,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02828801539163951,,,,,,,,,,,,,0.06492622832811072,
BMP1,0.014860923486867194,0.09958332344231739,0.019978186962743893,0.06465124307828682,0.021576830757388046,0.0356977452244498,0.00796223293742877,0.0036055884420867117,-0.01885432808193589,0.02153525096111449,-0.019930733334846018,0.06743051437324132,-0.07456181330580856,0.060309609679971246,-0.12326424379005976,0.09079553333738788,0.09298328366517712,0.06273078070447481,0.01531863199909449,0.09050482587339047,-0.031454257757290216,0.10220778656998537
NDP,-0.031739835480478436,0.0661847195766716,0.050430067400539264,0.06997144774933511,0.07455206729718929,0.057424023849811386,0.019210511259795962,-0.051656385206254735,0.06350330357304595,0.08171181526077312,-0.06384785770442129,-0.009222918133483717,-0.01316814223713902,-0.011760060192065996,-0.18399083192747884,0.013708645957776388,0.013605811070864062,0.026203414933269824,0.05783099862996477,-0.012811552297366845,0.1770750041697871,0.008545356109057536
TNFSF18,0.05977304434005617,-0.05054034145599474,0.007786373127438813,,,,-0.023599497093327138,-0.0034267562797675078,-0.022239109699983783,,,,,-0.024124897679807984,,0.01648138035971366,,,,,-0.04263560765118278,0.06445394773684925
IL36G,,,,,,,,,,,,,-0.015827444258075946,,,,,,,,,
RTN4,0.058177978177237286,0.08309627794641229,-0.01306470056948033,0.060966966402083045,-0.011764929585323125,0.025821108496343538,0.09530044526333575,0.06516264744150797,0.004128397201536174,0.0045535324063921264,0.22914928442338778,0.03187378483234861,0.12490438088710422,-0.0605546918117916,0.014902297981258994,-0.0673464987569605,-0.03634914017479373,-0.0547706889055539,-0.030006310964303715,-0.1750611720425967,0.10081470827213519,-0.11962737043032481
HEBP1,-0.05400603219334132,0.05608271886581682,0.0004429340469228398,0.06014670128109846,0.014654038117252839,-0.013416088576290277,0.05390442389488265,-0.05090069192428938,0.06724275201315583,-0.006290117870200034,-0.07371572723716305,0.01703938237363491,-0.06754113265708783,0.08060551980123941,0.05283810869807968,-0.020976123033629508,0.004490451558208247,0.05810261319868143,0.04095149008924215,-0.003984220347266419,0.08904375893715848,0.013245505215641261
WNT7B,0.06754013538855728,0.035540376291893466,0.0012449945543070845,0.032675596271694154,0.00645665675106123,-0.0038418526879056016,-0.06928466322040017,0.03057500052624795,-0.011789618310212613,-0.0038358359945945535,,0.05657117831853023,0.02714643063445178,-0.026559157624942632,0.09585889215947817,,0.06608838295185325,-0.001631196645649333,0.03220717789063101,-0.05032624632872151,0.01011770051874527,-0.02720939390487908
PTMA,-0.018879298620391286,-0.028301812743460605,0.03364072280971886,-0.009852020290230029,-0.02150712699446037,-0.06291698120461296,-0.09578196448842302,-0.08188617013902781,0.01416015350330878,-0.01501327779921191,-0.3200566932633275,0.019198363971424614,-0.10739503077151537,0.05139236939422522,-0.05778612361040722,0.06644238834929604,-0.13836378558076973,-0.06778408749434928,0.0001712604231617665,0.017920715743904952,-0.2057703756186886,0.06246438977093627
FASLG,,,,,,,,,,,,,,,,,,,,,0.025453692533734067,
CEACAM1,,0.05396913735371609,-0.03184792793247182,,-0.026330108489383525,-0.003053188564135282,,-0.03247856712379663,-0.002701028817932336,,,,,,-0.044538860823359644,0.15417859636652906,0.08336331263354584,0.008821502435624518,-0.025355107924633885,-0.009296913773241315,0.0024242393375010353,
PDAP1,-0.01663265478629293,-0.04240726549929502,0.010821233438631526,0.016511149568956284,0.017812672425738033,0.04976810666549237,-0.024634387151980824,-0.0191799809720295,0.040326995631463615,0.007088164515889238,0.03828620868370539,-0.020324796357322636,-0.0911306578227494,-0.00332305087470413,-0.05940524132933661,0.00046960157205353957,0.10529465670050175,-0.03484915363313576,-0.010054699402193633,-0.013564959550715908,0.0036691961388803014,0.011585773488745784
QDPR,0.02287993969658412,-0.010181420758897886,0.02683879539753399,-0.008813709197701679,-0.07657171042611466,0.040360925785874815,0.13588874740204146,0.0008151133523785527,0.06497296103138511,0.025076685229630098,-0.30249576187152305,0.019769406336913976,0.044951620596083604,-0.06448264844983806,-0.08480510979253551,0.014752231153992114,-0.11019486992036352,0.0035428170953800474,-0.03435474044908062,-0.001988663849833239,0.13751832551469767,-0.11836484665557839
POMC,0.014778569473620733,0.0033490423499760538,0.06920416551901656,,-0.029853859736481674,0.041932122799988286,-0.002012165332781698,0.013021609742125894,0.03352019248906695,0.0057883729430795545,-0.09314743300433852,-0.0012445641620828277,0.0011968371562204529,-0.014927944767867764,0.05912490417939335,0.029990317899950304,-0.014853963147282972,0.008507144946152316,0.002347977487341134,0.03868181058063613,-0.016961045941839562,0.014376461305115816
CCL18,-0.04263769388042992,-0.040142053400895134,,,,,,,,,-0.037534268826245186,-0.002009843152853017,,,-0.04375579463839045,,-0.03204211859517337,0.02204316281971201,0.027405763828249347,0.01578802787135457,,
CCL17,,,,,0.011158270355313676,,,,0.010087619277475151,-0.006624355043279662,,,-0.011118131107134699,,,,,-0.027224385017643828,-0.00961307940581301,,0.08393605461091662,
VEGFD,0.02485146349432055,0.10030953381365006,-0.03430762669393579,,0.010071721212560418,0.07584889108337385,,-0.013383512469613456,-0.016985964550127946,-0.03046512041905601,0.012084611224434553,-0.005696430966843302,0.022554960949920096,,-0.023976393972024022,-0.05677108687013727,,,0.035678833519302754,,,
TNFSF13,,-0.018717641152665568,,,-0.023306548955554944,,0.01102743978807664,,,,,,,,,,,0.014594711366948492,0.002995204214839436,0.033453152796514375,-0.0051315556595423325,-0.0008361744498797645
WNT5A,-0.003914318545866677,0.01876847092691183,0.04363287631430219,0.01973935580919136,-0.07679724012345807,-0.02563972755781425,-0.0699403879860609,0.017032144167110536,0.04017284262122558,0.038506833965700024,0.04638365886449617,-0.07823580183449422,-0.0707578384498333,0.002804256922350286,0.04402467025777032,-0.04648611826986235,0.12290853649516036,0.07271529012175887,-0.018685965614179643,0.027989343390900433,0.005900403722524805,0.024111070265209783
CXCL8,-0.010049952974339351,-0.01616561568892649,0.010479694063215483,-0.04942305214882485,0.015675121927285908,0.019960224718809517,-0.029697186347438176,-0.010994881959043681,-0.0016688615936112949,-0.028370444801699708,-0.08514658436024482,-0.019281023082065165,-0.0004934104868286607,,0.08926137742068933,-0.03359463560946471,-0.05641519460155369,0.009186121543248892,-0.03882940503018534,0.041200423793541795,-0.0171054623347914,0.0664138285784059
GRN,-0.08230697221222194,0.13280727531761796,0.010270642249646968,0.02304032593651194,-0.006697771123636172,0.030677384600964135,-0.05439738011715398,-0.0535024052022071,0.030040380478281732,-0.026091001460466067,-0.17571099459378997,-0.0465990597248837,0.08575106768411409,0.026537395997632638,-0.011885724496099667,0.12196905284996444,0.04190860552589038,0.021480663176718127,-0.013542781527429987,0.1980335821864914,-0.04917255140880223,0.03375935047461206
MIA,0.01188572048140313,0.07834908235693558,-0.04530207015752598,-0.01720102284342476,-0.007005671404831996,-0.005917375058939843,-0.04002040297731472,-0.044031017592333486,-0.00726327174748648,-0.00962296978828221,,-0.05680279531512514,-0.018250966650033954,0.09335756762146415,0.03588492619006138,0.11841772942236457,0.11583027502416887,0.1345759004363328,0.08637982809456729,0.36992344699912666,0.12417492105943201,0.048913618170322644
COL4A4,-0.0016499389259766663,0.0189353182252005,-0.06588295946018942,-0.01614512520636438,-0.017333196913632165,-0.0743222574492279,0.039109426269610656,-0.027875739485790477,0.04133963965584437,0.023050360009347803,,,0.010163328968157831,,,-0.03131360667815588,-0.023201489946285247,0.014052522572107887,-0.028777096662587882,0.0022239960612947898,0.03317319626797388,0.057926058470244145
TAC1,0.08092258691857103,0.018774447789333907,-0.025251438586609463,-0.030095162614387296,0.014111700991918432,0.025756415905647232,0.11460477850798559,0.11035949813111172,0.008363970614097991,0.007445510748728871,0.13200026384334354,,0.14630230117132315,,,,,,,-0.048924422707041046,0.0052904429878335175,-0.16945695324371998
RARRES2,0.0045765144966188175,-0.03774445972946575,0.019732249938101045,-0.022102349833283682,0.01844988129546072,-0.0728858867855813,-0.04929367997454457,-0.03471558395697988,0.08343026373720003,-0.006237778835870258,-0.06584921793816689,-0.1135707040975513,-0.046184754603790894,-0.039514221984944024,0.0924714297756051,-0.04348158201109565,-0.0226783791755772,0.07345256201135594,0.014099235917648056,0.05857297553422279,0.10866255220476506,-0.04909435080559806
FGF7,-0.05974341656241415,,0.012441007144590465,-0.0380998639891876,-0.013114756614385615,-0.00909634330006226,0.029206026812926607,0.012944458199641616,0.045521378901452705,-0.004291327967871843,-0.040480587295336906,-0.010833915033559204,-0.02920434533506858,-0.0026496471061071038,0.05247575330415388,0.04373877982175485,0.049701808917314926,0.0021873957599582105,-0.0069751434665405315,-0.0038644522467829786,0.16273913008628982,0.052277043728636466
EFNA2,,,,,,,,,,,,,,,,,,,-0.010706045239949492,,,
