,UKF248,UKF259,UKF260,UKF296,ZH916bulk
BMP1,0.017030423463465578,-0.022988899414383115,-0.007816508693561769,-0.002299985598724281,0.04126282127187457
NDP,-0.014539594779497117,0.02455080840408222,-0.010056240808460841,-0.0023874087873689384,-0.05716800403699542
TNFSF18,0.03562375122379787,,,,0.007251455934374136
RTN4,0.04964402970502504,0.03982941592530141,-0.01990927889401368,-0.021269266070353968,-0.11727041495874373
HEBP1,0.011802426480630445,-0.002582281257030605,0.010249634291851023,-0.023553125145865227,0.048183419734712844
WNT7B,0.006997425206131153,-0.022753995280856167,-0.00289811668221718,0.12583229388796333,0.022918631383497975
PTMA,0.00614879152341921,-0.03297619825579718,0.03744947775577099,-0.020216743586986174,0.07406774359115438
CEACAM1,-0.015103919661308949,0.040992918600841435,0.026652288282436595,,
PDAP1,0.004393911687958836,-0.028339085031345333,0.039468445984534126,-0.031413318737860324,0.03750851295746148
QDPR,0.05033529713184519,0.07339314227025959,-0.0610657283647858,-0.04395113392589513,-0.04705088529047405
POMC,-0.016848704656583058,-0.011725951111769654,-0.033777058021099156,0.06977500970037734,-0.05181833900578177
CCL18,0.05353520178693228,,,,
CCL17,,-0.015228933061595151,,-0.012660652278495419,
VEGFD,0.0517293953420977,0.00037326768946363754,-0.016059731133627145,-0.009286741556932047,
TNFSF13,-0.01422350986494013,-0.01050457719230214,,,-0.03139680403040986
WNT5A,0.00890699469230354,-1.1188204626710091e-05,-0.0012357347995503414,0.011388022276761748,0.04953138644031473
CXCL8,0.021289084873177388,0.027559427007331588,-0.01741807575740261,-0.00864821753876249,-0.01493042630033926
GRN,0.018570817694645858,0.034101468692334255,0.019741653287155436,-0.022702344310732526,-0.06822836133270618
MIA,0.033878307965174645,0.012938493137358462,0.005689358757644056,-0.010561712751449015,0.08362714480849082
COL4A4,-0.022636612716707732,0.0001055686459190625,0.01882449019977335,-0.017742837477282645,0.039729614788105626
TAC1,-0.010772100730461389,0.014390073221820518,-0.021715205684974332,0.026209942755917683,-0.06292288268764461
RARRES2,0.0007605672433014853,-0.015914144943113124,0.014203854769685116,0.00440522408909335,0.03010049719228891
FGF7,,0.005832083098447907,-0.030749714501841673,-0.028779746805434492,0.020190557252467798
HBEGF,-0.00891098077861944,0.013684173928159862,0.05428599663308503,-0.02384924275519497,0.04703880360918921
CSF3,,-0.01815156035249213,-0.028837304983722313,,0.05956970787378838
PI3,-0.019829169096283808,0.03803659768069241,0.020974181346325105,,-0.04566867811660052
