,UKF248,UKF251,UKF259,UKF275,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
NPTX2,0.03587490027724557,-0.027113340470596103,-0.03370688312658952,-0.0964112263611169,-0.004792501289041976,0.08823779825287738,0.037115106036643995,0.11693273038948838,0.011676178298454822
FGF11,-0.0253373716790125,0.011311252004373091,-0.05746977161142988,0.0067712570430633,0.08193270128129312,-0.06487653720028613,-0.0034711671968089206,-0.08439861557162795,0.0020618071332882764
CD59,0.0072408686416812135,-0.06235768608168698,0.022597493623241725,0.01850447424192943,0.05300305370967113,0.08748010442057265,0.1148649588025608,0.10471144626662349,-0.010320529663457655
COL9A2,0.0061900410028764815,-0.01978399424557105,0.041241171116142054,0.05891944127243114,-0.03699289239452087,-0.0017556267627314157,0.007639714081305153,-0.01083569604365419,0.03169923305951276
DLL3,0.03418997275065296,0.014572208895014023,-0.002672246008322558,-0.013137794517006751,-0.07864125118668039,0.0016629545638399146,0.021862542001340978,-0.03531165982487258,-0.08654928982594201
FGF5,,,,,,,,0.026414249559689993,0.007278189235394589
LIN7C,-0.01884061707231657,0.011717296613731895,0.02062564085784764,0.025616098486345853,0.11614756623624505,0.0652118162925109,0.025174453261463593,0.038218385542313583,-0.03249805058356104
GDF7,0.05481754066620566,-0.015204325197467158,-0.017717022278338154,0.0058712238202272456,,0.014577852470343627,-0.042880439257328054,0.0048933503588906874,-0.022319929275904177
PSPN,0.04489625016753118,-0.0273941706065001,0.043463469418045464,-0.002552713938058394,0.03212273969111717,-0.04152518071270253,0.05081608860200845,0.020095383313694308,-0.05102330558903048
ANGPT1,-0.012841333023195197,-0.04030609191287228,0.06620115382412521,-0.009548476152976144,0.01997075552818285,-0.03249209001543017,-0.0032730640961929395,0.05595780968319014,-0.026506226429485955
PNOC,-0.05824244633404185,-0.0318179141003804,0.011250222252758835,-0.03954993355289191,,,,0.06930665212695965,-0.0247001614643322
L1CAM,-0.01503689704148561,-0.02168800274091967,9.880250221713148e-05,-0.05471486916022764,0.05735653580323086,-0.05324344539653937,-0.030087458209575688,0.011393467159593506,-0.02759529908417525
APOA1,-0.018394998020804593,-0.02105594925779613,-0.015463464336423502,-0.023025716438404963,-0.027415605219604858,0.09641842349232078,0.0473307359272186,-0.0488064777840601,-0.027817162090982013
PSEN1,0.06088907863484956,-0.002176460109181693,0.039692512083359936,-0.0010011025243075013,0.005759886317395106,-0.003918959649028123,-0.08060040262133432,0.05327121924314646,0.025173588886812207
CALM2,0.01894424900428577,0.022215519026113115,0.004700086009031252,-0.07816534023001982,-0.024613311516562958,0.0014755476446904612,-0.012893483635692114,-0.08577398354537204,-0.0696223745636301
CLEC2B,-0.012127451940390006,-0.014311674555350177,0.05903005465016463,-0.03368693950079574,0.08823442233914235,0.10868669175732716,0.13823123669156248,0.11037865007538855,-0.0024590997885383524
NTNG1,-0.041219126188083405,0.02630446742257268,0.001812511406621128,-0.02969801673529923,0.10355085810047097,-0.0237113674297429,0.05484127128794836,0.0015396257107479414,-0.007485153382293107
LRIG1,-0.014645739702000041,-0.03515513357871407,0.044056265012373384,0.05839448915968386,0.00709791831939533,-0.01623938223407738,0.06037516105489446,-0.11472717915092469,-0.004810913493513054
CPAMD8,0.018580796561175793,,-0.011744757348971424,0.08148495443556787,-0.030151602181628222,0.05674547866706174,-0.002503955743194413,0.05239491238287461,0.11535850982347333
GHRL,-0.012243498760165136,-0.019285044494835295,0.04500417110079649,0.062221731330734914,-0.004769147215925204,-0.023824083236092357,0.04639151941096098,0.11342569032086558,-0.023226561344369605
NPY,0.04429846177922013,0.08095830759937053,-0.05143317953622052,0.018624376916366772,-0.035210541981383854,-0.02751062302166883,-0.06333137304775997,0.043121707144939146,-0.028767910339334138
MMP2,0.06199896957126963,0.004647693546462946,-0.03565806688524186,-0.02778963107219754,0.048951122000015515,0.10810726961074778,0.06410729142207745,0.11143404403945646,0.001256484963716101
LHB,,,-0.010228796683798854,,,,,,
PPY,0.09011149022025539,,-0.01780535176536027,-0.014334640684842396,,,,0.060966357296025224,0.017302815675250046
ALKAL2,0.06267293265235993,0.013675977189209047,-0.01008018822216723,-0.02595793429930684,-0.048198853694221375,-0.03811430123621905,0.04273317094563179,0.043712620548047885,0.06717605001439304
CSF1,0.05699530812587556,0.04355888383152594,0.052453200785193124,0.049771843247359844,0.007856084108876603,0.025007403992104497,0.027163945807030875,0.016144846009134083,0.046170739551060686
SEMA4C,0.04704787058342939,0.017463681570135035,-0.023973192860029073,0.010352857560945092,-0.01374008873510929,0.028521822342543534,-0.0022245355577623378,0.06889360601796861,-0.006628159874034986
BMP8A,,,,,,,,0.0965835846307268,
ICAM2,0.0030492400646699286,0.03335544137803838,0.006134703965464078,-0.014680581876863935,0.0590521803734766,0.14017218951981728,0.04992683963653489,0.17882481612037812,0.05465797685367354
SYTL3,-0.015124162127549537,0.03495178486062675,-0.019243760939360283,-0.021671223712984546,-0.03597941845586171,-0.02279927336199722,0.021240543269188707,0.06800945273696127,0.121735204203046
IL1A,-0.03477863973216999,0.0031343453120354038,0.05108038883591224,0.02868464467079131,-0.012899257982760037,0.03220538029572456,-0.039419459745133556,0.022455960347696688,0.10642171750462297
HLA-G,-0.02633170392416448,,-0.010803588691108399,,,,,,
PGF,-0.04407907908665861,0.028258333447344432,-0.02090828342373164,0.013380133577695514,0.06665454781975343,-0.02787047902454172,0.07530955029264089,0.07997374330149298,0.00015096409262190742
LGALS8,-0.017442426719961997,0.008563553816536678,0.045715266902633285,-0.10343163404407374,0.04549805687879244,0.07749153033801374,0.02304685245147948,0.02269335867623936,-0.0034269040520079203
DKK3,-0.00610001692058649,-0.0300459438416362,0.015481118627897725,-0.01216008442074221,0.06076512753761045,0.00026583555706701287,-0.00566515872222664,0.06350320701660243,-0.04512007640307653
COL16A1,-0.011523800201590002,0.008674995560973797,-0.007548812562844464,0.024864628471485715,0.023961559177614215,0.04598293533078257,0.046871352802041216,0.0961233251525816,0.09262225249064183
TPH1,-0.01933415805197571,,-0.004853788581517499,0.04484016083993372,,,0.05378763544242128,0.024249292349198096,0.022514601759242497
TNC,0.020726337040459158,0.021840569084046368,-0.0006620814293878832,0.011783454517232565,0.1048788497965564,-0.008938826232733848,0.12551200076611077,-0.04663894586171141,-0.03494892542151028
TNFSF9,-0.013633644476000304,-0.02040780674764459,0.0486323228865379,-0.04506146045038864,,-0.023320493443992604,-0.021894118463820143,0.0376992482533802,0.04493122265155459
C4A,,-0.012026457577647566,-0.012126832022342013,-0.016992997524855533,,,0.07873214057684307,0.003914413829566522,
CNTN2,-0.01627588803992686,0.08567591498108318,0.0071510897817713935,-0.048837509762127064,-0.022060307754241868,0.06308352536884598,-0.12918491244251334,0.03076074696578183,-0.009404268036948564
F7,0.12505155006820934,,,,,,,,-0.032568353371737205
LUM,-0.0022967763586113684,0.09111199794129929,-0.031731630556892945,-0.01630790164351435,0.049874358549112124,0.1976330875603726,0.08977116804129383,0.13176438459433307,0.07013011685634478
BTC,-0.01711226709360021,0.03394559403347252,0.004738478804838585,,,,0.07018155264936879,0.07465776890455218,-0.01941678208969823
APOC1,-0.009470271351229994,0.002089628479543703,0.016268610743197024,0.02330524152815197,0.06069613139891112,0.005367995917120421,0.012058779317920367,-0.05267974786512602,0.030248521298010724
PKM,-0.012925793754616348,-0.04419586136727989,-0.006073652723212052,0.06512149457396896,0.05002119584680662,-0.03717141831506834,0.13182338958427403,-0.053132906041295364,-0.028702728298574145
TNF,-0.010484285502894783,0.02056993326416788,0.08693550994970618,-0.03104196790217868,0.012483585901078365,0.052344861968657244,,0.024333277512996892,0.03456068153595793
GNAS,0.01831349544922293,0.022777498171994048,-0.004388294270069872,0.013776077019409584,0.029479653621091572,-0.052898785507015156,0.10512034611307607,-0.06295199444564736,-0.08999735396539872
BMP8B,0.052794253631419236,-0.03331515081924563,-0.015662420736104785,-0.010856116181472322,0.10064250169672517,0.01337226054605855,0.025139628714825637,0.08409127795779106,0.017128689445826788
LIPH,-0.01933415329205716,,-0.015363104728322086,0.06633290728672755,,,,-0.0010657950578825686,0.12505278877535797
CCL28,0.024201036557994948,,,0.018232083147058556,,,-0.02471177711056946,0.04292767359575125,-0.023764516470239225
PTPN11,0.01892719541479397,-0.0368066504621586,0.025414087631100393,0.005231905870505708,0.03956049029071603,-0.025229841626566833,-0.0030655182827547217,-0.01574193733970323,-0.052547331036465555
ADAM12,-0.010980293602734198,0.1640812758307864,0.03925345606763122,0.08124134547832214,-0.029924762719315712,-0.015530146636430743,0.11944475931377595,0.12424986202028372,0.03458987784119216
EPO,0.05553418826470336,,-0.015662421174669056,-0.014334641310552293,,-0.02776468299832163,,-0.02649056073980951,
EDN3,0.008511872827827994,0.04062475565171141,-0.01949753735064926,0.0029159240665780576,,0.2149284123767576,-0.02681448919880009,-0.009460822961202047,0.0918242016022469
CCL22,,-0.015204324829288367,,-0.028863110714812013,,,0.05191851423857984,0.07276594210714052,
CCL2,0.024410508914390124,0.0165025557999431,0.03871958782264693,0.032924384510444646,0.11207841932334492,-0.0105096339058019,0.016796305253169663,-0.05162145752962435,0.007008812630425122
DSCAM,-0.009082848203709868,-0.0010167958889590685,0.013454946466852006,0.008523389204505773,0.013249120109025412,0.0135122578175683,-0.0348557729431812,0.023263384057091427,-0.03863437017597274
GPHA2,-0.005896882399583164,,,,,,,,
ANG,0.042039173020932095,-0.01426484526805655,-0.032020249839730223,0.018444427360885807,0.10177106722783089,0.0010638599741135417,-0.017716724491256722,-0.007839164879996927,0.013585565345685568
FBLN2,0.008751530950220063,0.008309118067126246,-0.023748741279616,-0.010521218959006975,0.020963449716945495,0.22470020754145126,0.10728535135072242,0.046550193822483474,0.12198448002528649
VTN,-0.03654828762044547,,0.00843285103064959,0.022558078659780895,-0.02557167708194985,,,0.019627290332109238,-0.0037972913832615843
VEGFA,-0.028879184239816363,0.030988487766865278,-0.03546234306529406,0.04305772091113318,0.09315229041548735,-0.05001840448083904,0.0014905418615012505,-0.12237213553558915,0.05798669933959903
F10,,-0.017354775132151536,,-0.01571762437582803,-0.027738371948281926,,-0.026539525298246013,-0.002135143321282118,0.07043255165144613
SERPINA1,0.05406090597978256,-0.0007141323672869477,0.0430868660763284,0.004136293164825845,0.02558071335312012,0.06346043839091431,0.04618608649946983,0.04775903195677361,-0.03497615841257498
VWF,-0.007396661645041873,0.009568346359705852,0.020697202619307544,0.03722253085158588,0.03692533809474801,0.10362718282099097,0.14016162853288022,0.13011164353904067,0.027599653659561726
GDNF,-0.03027868455792428,,-0.012739520714985781,,,-0.02371136080887992,,,
VASP,0.00017966900789550695,0.019553379417164316,0.02598264057199959,0.08178626831701197,0.03571436108556298,-0.01893441512592165,0.08654005852588909,0.12186501277370868,0.006333496662790432
ADAM15,-0.01585365256678627,0.02056602367818122,0.026396100694027987,0.04492749177287883,0.024083280429926197,0.03589388925845835,0.007016262883864008,0.06891660558954131,0.08275546639474848
WNT2,-0.0338203790100375,,,,,,,0.030775858831463672,-0.05514750767961193
CALCB,,-0.007325959242263647,,,,,,,0.06493104000721203
OLFM2,0.021496391577936185,-0.00027164525117699705,0.041732049333833426,0.05762610801319872,0.04821700947471679,-0.015127962131927351,0.027025715644883527,-0.06188782314118145,0.003938003501875872
MFAP2,-0.01042999192233809,-0.023208457250670902,0.009004560596835095,0.05814203375872069,0.057507988699842805,0.04990746154863478,0.14787386709041714,0.156340240702859,0.10592160898376188
HLA-C,0.07630101129989715,0.016863766681409778,0.04290681385196587,-0.007564646171667931,0.00666811863788115,0.14231321060313698,0.14107294865861747,0.10009437059555476,-0.023725076449864466
THBS1,0.024376034691326882,0.10579554752769227,-0.017383940558471585,0.029453168266578313,0.09520312859513452,0.1829021679394195,0.03188829217374163,0.1083707330203925,0.0790407610367197
HSPA4,0.01834882016641178,-0.031083804936844598,0.009688030607640237,0.020557943689597825,0.0642180061798618,-0.04183690516856888,-0.001149093491267501,0.036028655601858306,-0.036951342273236515
LMAN1,-0.0016093051951795363,-0.00617829783715332,-0.01977732432146639,0.017926829440372972,0.055647365314751514,-0.01201243209174286,0.09222907103060378,0.044908870001819715,-0.04507705206023267
LYPD3,-0.02949500607264973,0.03125532860903955,0.038301357513905974,-0.02006965083955714,0.10802284134022593,-0.006985298323106182,,0.05250743709732425,-0.007513436934855631
APOE,0.09115496886725645,-0.05065154302637065,-0.026861753196815552,0.04430613150972897,0.04005397271429935,-0.09726686740891578,0.08743977249704783,0.03061262671176578,0.04442618122463357
SOSTDC1,0.023862226931966744,,,-0.010139621457311319,,,,0.04013508860347322,0.001446479506195259
ANXA1,0.013729750134899068,0.023559224448767915,0.033150709574798876,-0.025309743748529637,0.06825731828667941,0.026568445158656813,-0.015987990601894278,-0.03475629950885641,0.05694523432368211
WNT2B,-0.012356010230721172,-0.019740964804719367,0.008930564940466302,0.04463308409288217,-0.039050274323626996,-0.03908726284238227,-0.00830434227849747,0.09188008181934873,0.05656046025807765
AMH,0.07154709066084802,-0.0188192720775781,-0.015956611943213777,0.033838875081523216,,0.012104325958891078,-0.024711773959292596,0.04345818027511088,0.11194608556010444
GDF10,-0.02237724726006646,-0.015767355491109462,,0.03986243032988059,0.03552568488337232,,-0.014270878513674298,-0.01842225692277736,0.058635474682834254
EFNB3,0.02650496471792552,-0.006593997640808887,0.03651524655812667,0.0072789675691538845,0.097932047140745,-0.034456902643714336,0.08394531075005975,0.010267931387216727,-0.06864081305661551
LTB,0.011111497903000162,-0.023002760604936275,-0.015245649619020868,0.07791044458408702,0.14629730328887486,0.1616954645080073,0.11340205101265342,0.16127400379077833,0.10374041981407199
ANGPT2,-0.0025423954210659354,-0.01804855782276121,0.03023180882349165,0.057117732977719285,0.06884986562276516,0.01252204731075557,0.1236651816401319,0.09935014831960602,0.044842176811242515
NRTN,,,,,,0.08795944632212778,0.05287714241406501,,
ADAM17,0.02913408647894935,-0.01029570888640293,-0.01208947985712912,0.0002697276016479152,0.10849667290593508,0.018797866855760154,-0.027260682303386904,0.012614219672532236,-0.011147972204073242
LRPAP1,0.044110357041427975,-0.016030563535082393,0.045319264808959946,-0.059046009064248804,-0.056378911195362355,0.05138018055083192,0.058244354312641765,-0.0362395299400711,-0.03367634584082047
NID1,0.02084600179362429,0.022127926324046403,-0.0382565750474633,0.06451973949706902,0.1120805657924131,0.07197769509376825,0.13157896522645052,0.13000568363209047,0.05992135381689775
MST1,-0.03441236218236838,0.03860148229635667,0.030303225941734624,-0.0072455305785664535,-0.0558082078183996,-0.05355918722574101,0.0015441109435144584,0.009580329866623629,0.06395593619406598
DCN,0.06102297325730711,-0.009968816167350264,0.01397695256259186,0.025483794601912184,0.08156710986775603,0.1395493094660166,0.1486945300214749,0.12997267926101477,0.08172599854184392
IGFL2,,,,-0.016992999322921396,,,,0.05042059053728852,
COL7A1,0.004335625541885129,-0.02240382978219667,-0.049665755533773906,0.08681302364763072,0.0012830270926862796,-0.05411881401521379,0.10639370872765244,0.13212057522514137,0.024832772738950768
CALR,0.053340569904843656,-0.022008238256641513,-0.03282488757608018,0.033237427636098035,0.05562931803192852,0.04112308848379716,0.06944916374176788,0.1085576428158249,0.02327896908809052
PIGA,0.028565075683606306,0.03779691586337999,-0.016166733723618654,0.01673444318463729,0.10184073170251459,0.02703122425763255,0.0016185346698848945,0.033918055716907,0.020982982575438056
CD200,-0.027316487480163538,0.05394158677248911,0.019362636425089653,-0.006201875996628127,0.03878234205114901,-0.007198363120525226,0.04425229764824518,0.07900500067432623,0.015484508590273952
GRP,-0.026227496468235596,-0.013383553039298106,,-0.00576356653592587,-0.04411503604854781,,-0.019618169847768718,-0.01826479124056602,0.06699076545791034
CDH1,-0.017415564360520108,0.017974624541940817,0.007302266623753723,0.022657179192694544,0.10036112000623354,0.021751794858189705,0.06516342522383192,-0.027604494383795145,-0.035607893646047356
LPL,-0.01903181250869051,-0.021828860340352047,-0.02645100568465773,0.05962726857839006,0.04871593423673033,-0.04149518204750084,0.15251485402911721,-0.06062955332583265,-0.018492812410321025
SEMA5A,0.06316632888813063,0.023917938566254886,0.02687324152955948,0.023879132682656082,0.06138738986836038,-0.019312480243606735,0.057485753379491356,0.011195534535538882,-0.039417037557078954
SEMA7A,-0.04102397935189034,0.03823690862589233,0.0036686579511213215,0.0352094261710569,0.07252236285779265,-0.014613695205414407,-0.04124484859814323,0.09330983484094357,0.05152529432181407
SEMA4G,-0.027601489316466964,-0.021790705249528846,-0.026395710783382903,0.05567713573900137,0.043422226166430225,-0.039853120265450154,-0.008827799022482265,0.016643848954451815,0.04887104687786078
SEMA3B,0.03871038300990889,0.028701266341596917,-0.02006210683173446,-0.010232907862269427,-0.05517149616535467,-0.05900239587940371,-0.06449788560123783,0.00025521640523208986,0.024906689566985257
RPH3A,0.006969887971819873,-0.009113030556509987,0.03765347425247083,-0.005563596936496252,7.949353396779157e-05,-0.04668188833139294,-0.03875344366159587,-0.019222093826222676,0.002854836433179846
JAG2,-0.021134851950398978,-0.017778120274822024,0.04326466264663311,0.04114855114040363,-0.04248658755882829,0.06728597030825316,0.022989064352331813,0.0700025422371654,0.02801624525944618
CGN,-0.0062719450242969465,-0.018222038208987632,-3.747626094358729e-05,0.04187298390815667,0.05812391677330245,-0.03752167002421453,0.0031781601652634967,0.04913128154107616,0.04799006828331057
GDF15,0.02376831439112577,0.1217858177133912,-0.04910051926015782,0.0070821504192939136,0.022634588898321775,0.014959450498747726,-0.01381235194870828,0.05162634518866707,0.03492031285371833
SEMA4F,0.010866165429333913,0.0028907958000450465,0.029035184420250347,-0.01407757327145015,-0.021772060331795247,0.03484261177279706,0.012129010783901453,0.023889597112887625,0.054402205084688196
NXPH1,0.05339902856905937,0.04669520686124002,0.014606573645173256,-0.002132084202546432,-0.014511383067517558,-0.07327077522631378,0.0950277542819537,0.018636399847800977,-0.0735592413770066
ARF1,0.012167838416139904,-0.06223246740604527,-0.037094762845574746,-0.05800494934136186,0.07238287877896663,0.015692089929535007,0.07586310666085981,0.05590081692609153,0.007602722750209688
DSC3,-0.016307778428572096,,,,,,,-0.026490568780741637,
EBI3,-0.0027404332855612847,0.03427352466444945,0.011457575521514881,0.018530086983248043,0.01942715811423656,0.11876298852369342,0.05915682988884465,-0.007056782395588662,-0.014840614893738164
TIMP1,0.009646226644164497,-0.06471385944091136,-0.020420428253866422,0.06304336918898047,0.06746592465004736,0.17374169822992708,0.16064705760633766,0.12682228068099485,0.01076843728546674
SEMA3C,0.017786532950585725,0.10176268900870135,-0.023955027094545906,-0.0068061008384702314,0.008098968856995679,0.013327945981095424,-0.027211123230246173,0.1318533591913806,0.10709135907114901
GNRH2,,,,,,,,-0.028706141627541565,
GAS6,0.012200685984091651,-0.016893254979209453,-0.0015688676031640968,-0.020132125127122376,0.06330598700171192,0.11294781310268748,0.05435953158277294,8.211883686459869e-05,0.020262609708469152
MEPE,-0.0048645722389425985,,0.004754872757032235,0.011455755452298039,0.07004829972389677,,,0.06961335402059067,-0.07950783541669676
SERPINE1,-0.011900516045124156,0.045478518996170586,-0.007586762107691687,0.022997367853970763,0.10284858508962845,0.08213432684663864,0.10805268507076758,-0.02664272749375233,0.062379320748549974
RSPO2,-0.01064836943671292,-0.02094914862582425,0.03049413444529226,0.015631196714259485,,,0.04218310736027798,0.08517875544623953,0.05651961051078375
SHBG,0.10544907471172048,0.012537445391934845,-0.02076455546513487,-0.019279835492496792,0.02465442472865032,-0.008589720767969001,0.057532324406910744,0.07319890300179994,0.05689879022504323
LGALS3BP,0.09527549391685396,-0.003770560386922593,0.015756855568215825,0.08249252365171529,0.061287744637843346,-0.0035738540185213784,0.06980057603394675,0.03206794283957704,0.07281618768143969
LAMB1,-0.007297972441707877,0.045305071347383576,0.02012744590310608,0.03309805974170965,0.053578721466009824,0.10175105145391154,0.106816605234478,0.10785449959338884,0.011170142629843402
SPTBN2,-0.03922949327004353,-0.024613444226003863,0.07071317056326744,-0.01382753177658819,0.008950498428070195,0.03120022857905923,0.040152908195568625,0.005432547753578882,0.025166361924602358
COL1A2,0.041334392686399025,0.044353769517218374,-0.02791028698156019,0.06275251405243602,0.07781892979093023,0.11690229413813619,0.11200206527863253,0.1287739909605162,0.075991122277609
DEFB1,,-0.011846405701336256,,-0.01513976161558988,,,,0.049199642748258596,0.09889206661887674
SCT,,,,-0.013915306623963297,,,,,
WNT11,-0.02337434263017203,,-0.0013207513249109619,,,,,0.03646775102187038,-0.028252158597969746
LGALS1,-0.003984262731096382,-0.022306794046610786,-0.038772143211430146,0.03623741519322348,0.06746079681395746,0.016385166737523146,-0.025679226748377252,0.0854101058661234,-0.01103896193449983
BCAN,0.045370039520897874,0.007206408728067442,0.05568320106261603,0.01655897241944909,-0.09231212550257564,-0.12397841697363313,0.1067890298293047,-0.07798252675216678,-0.030659602521977584
ANOS1,-0.0373956594073675,-0.02827283590575274,0.062423160647149555,0.048750537834748975,0.05300138216150928,-0.06718812298813306,0.005054721932675664,-0.051585837489685565,0.004066766008951481
EDA,-0.01711227295679991,-0.024445271027703573,-0.024091762658917465,-0.021803915531802772,-0.03909633392705937,0.033196914189998844,-0.023374253702701166,0.04032203291898965,0.032017055406126316
FGF22,0.07794542556994695,0.06276908989528143,,,,0.09927968624436247,-0.0018867482330353178,-0.03300696613946221,-0.03928059705065786
SHANK1,-0.023374341129568134,-0.013221175945066142,-0.021147165709572344,-0.02036815432957245,,-0.030673595707594283,,-0.0472273429503454,0.07462175338465915
RAET1G,,,,,,,,0.15747251797517908,-0.026018901750213125
TGFB1,-0.022980299921744655,-0.024632214581212213,0.015609259053234851,0.009004247087950567,0.13848387432595172,0.09183454085019334,0.04782903848420096,0.15426313059331828,0.016736708486854848
MSTN,-0.016564099539357675,0.015151430955462633,0.06537824218809225,0.0026336061707723946,-0.027317592499714584,-0.1034393873273145,-0.012823546124057523,-0.05724577056179748,0.009913189639030196
WNT4,0.02767503542465019,-0.015488225779131183,,0.017875736969144157,-0.033480316699794774,0.0952655366340115,0.12358413212588913,0.07474872282108311,0.13255183957062455
TNFSF4,-0.02607880904056156,-0.019399919247499047,-0.0002064361302237045,-0.021090462329647428,-0.03878494853770393,0.09584000089075592,-0.037089842416665256,0.10928828101251784,0.02002952814354216
NTN1,0.016876426997285723,-0.029270298784657624,0.0529170310602474,0.04626522030623236,0.02664036349782436,0.0855795795283583,0.1563039613588536,-0.05122610939580793,0.025004972349268777
CXCL12,-0.0075008634308430374,-0.029977003802629312,0.03351377747291425,0.037952373667223004,0.022562904274078338,0.1462524451852983,-0.010108171689937401,0.11586857540459111,0.05429354673936898
GNRH1,-0.045592726521274274,-0.021373541364508808,-0.02878820400180681,0.018895177293887178,0.028317596498719858,0.12636733338020303,-0.02439492286546845,0.030642612159890618,0.07919209353770122
RIMS1,0.020900459725940474,0.008513202651218738,-0.029202618095911327,-0.015206562356173051,-0.01672419978730826,-0.03470323027121054,0.03588913039400197,-0.018572228670947565,0.050627703233495386
FGF14,0.030062401179850397,0.00022829473110432365,0.03576813348102422,0.00010755038026688832,0.05797671166508403,0.013930422048559243,-0.011035868283801877,0.08597261519182556,-0.04972884399362337
IGF1,0.08754893721289593,0.009744138100392073,0.027151159187313305,0.00999754420339879,0.0030860775195131938,-0.03359320877095489,-0.04064072909626607,0.09021791077023193,0.014121943556744648
TNFSF10,-0.00045689856529966864,0.01704619376578667,-0.017892688506667472,0.04712348422107866,0.12717173397050147,0.1274182742546365,0.0791300892813629,0.1352064277800937,0.006439712853135036
GDF5,-0.02414464138210665,,,,,-0.0237113475671706,0.05927590708302576,-0.020998394439071016,0.020356561016403863
CHAD,,,,,,,-0.02712366745867593,,
RGMA,-0.014870440971571305,0.01112919139852981,0.037880444758770594,0.04295299008632345,-0.014761827736152812,-0.09238548473773502,0.06801203304896405,-0.04476690664244702,0.004402659434478682
WNT16,-0.05031925593740041,-0.012026454643143109,0.039373833197702636,0.023533772486051593,,,0.13229466626732378,0.05486650434215001,-0.014176731549426386
CX3CL1,0.02526659440312507,0.04309264778226874,-0.024629120468115405,0.05775509424119081,0.03043168942717248,0.04865359208329038,0.07300383526648661,0.06983730887568966,-0.09550882712935509
FGF1,-0.04985704257715876,0.011183984249124783,0.03344074083766929,0.052197551503230445,0.13092111352591165,-0.06793013314266164,-0.052202188563938934,0.01684687813363289,-0.019348274419657262
ALOX5AP,-0.01202995969111051,0.004329601086608538,0.018610711333427864,-0.06067723466651021,0.08093409547723758,0.03857206672879807,-0.07715778681284485,-1.1422266335617562e-05,0.03522420298164171
IL1RN,-0.03257412651475214,-0.0009141762968507883,-0.025816546598805466,0.03843504780711673,,-0.032492053723727085,,-0.02752398837749095,0.07699482090543501
NPW,,,-0.01453746067340888,-0.019304674757524905,0.04956295522828802,-0.016627544420511346,-0.025024897266869794,-0.0007408593540602013,0.010680858315560728
CXCL9,0.0067012998284979195,-0.019053434254989475,0.03228428281758136,0.017822400371803736,-0.04326310123774484,0.058987596641387474,-0.029354642759180816,0.09293732462681034,0.024265493171958388
ANGPTL4,-0.025234290593184865,-0.03201519743078062,-0.06026157261453189,-0.019526937456748304,-0.00012162283522661256,0.013262111410702604,-0.0005116820070947958,0.04045836215732833,0.030442387930468322
UCN2,,,-0.010080188980511998,-0.021803916876509868,,,,,
OBP2A,,,,,0.011707205732294043,,,0.08389835383437418,
COL4A3,0.057980841110074614,-0.029306614560354848,0.0552375660384739,-0.028205679176074708,,,0.006778768449708926,0.10186185967936386,0.05216919687692113
NRG3,0.032148508828073526,0.019010600136807356,-0.010812502997482912,-0.04459010572866913,-0.05142413187476552,-0.03712266104563787,-0.03999218648838884,0.02084133959842482,0.022996206897379152
IL23A,-0.025800731984681573,-0.01604198312250716,-0.015859101904102606,,0.06553128713544702,,,-0.004455792821640646,-0.01920402054918672
COLQ,-0.0308549129054617,-0.006784518664863587,0.008773219142042703,-0.01029374184252026,0.10580790635732307,0.014458680655821064,0.04839890145301162,0.0075669466675615605,-0.0013191813432256113
SCGB1A1,,-0.012203961563341309,,,,,,,
TNFSF12,0.0483630854047927,0.03999081403678734,0.05026174733207446,0.005714597689681228,-0.020782750393602712,0.05027309432600187,0.05533289403475573,0.09289592609331324,0.019332271289867267
DKK2,0.0641591135935145,0.031212747645352215,-0.010228797525017097,0.002304990644375053,,0.15311959408381878,,0.023370614537974795,0.0060948546869558605
FYN,-0.01343803223749279,-0.06199961921668719,0.020227395824729755,0.07277639788484878,-0.02984223492293917,0.06940153861772372,0.0938384053182159,-0.04840990869497051,0.010435760019290589
ACE,0.015941454334878254,-0.028652792313252018,0.025234773232366812,0.004801639637589864,0.10925288706861674,-0.04063214588787567,0.14759481354716958,0.10110210994527695,-0.03970544973888204
IL18,0.05937168545120013,0.030118028860496943,-0.02374414062242628,0.02785062975391876,0.06812103446695977,0.02194988006266762,-0.01569832625769892,0.0676610255909207,0.0503426865834893
PPBP,,,,,,,-0.028811473245238455,,0.05696075313364515
CCL27,-0.017112273071764668,,-0.023748744811739143,-0.012246162798384006,-0.03015160613952705,0.04247644086226698,-0.030932900182612567,-0.06509153444371986,0.009782164335535835
SERPING1,0.045239788989767264,-0.04185140285715918,0.038271452504894415,0.03317633063749525,0.12357214212457829,0.08004017456043068,0.08520402050602983,0.007101261014474592,0.002886405455546006
AZGP1,0.027470453631630625,-0.008457912891604823,-0.03450707522229543,-0.024798487461362935,-0.04181152445609171,-0.006629288282609733,0.11706775722187544,0.025848079615553275,-0.03922036184098111
INHA,-0.032821201456104086,-0.01870120154147192,-0.013127767496194627,-0.018430293850672786,,-0.030205061376515716,0.05530823445121809,-0.01634533540118366,0.03040385750599563
SEMA3G,0.008279565646252327,-0.019746242000012855,-0.01900374318788771,0.045643073915385995,-0.05172155928840114,0.1251037014927611,-0.02308738861946555,0.04689848856754899,0.043120552798148006
