,UKF243,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,0.07114378744879456,
BMP1,0.05782088670398278,0.012477931110529838,-0.053425313690690104,-0.056186226241799885,-0.010240595465741253,-0.011766294082176642,0.030486307937595374,0.08281388389189676,0.10313575784633598,-0.00419230715088946,0.10049673280373347,-0.006364412298144035,0.03850033841040334,0.13838081551834322,0.05963793330048294
NDP,0.048661423434050596,-0.051922135664505854,-0.00035125233249068194,-0.07604113047521203,-0.011581606416151996,-0.042575074102816,0.09314305966218879,0.10247051276767927,-0.014674098190055752,0.06088897692771826,0.06594820121586484,0.09992614256963575,-0.022570063358667257,0.02835077195611038,0.002343893592879915
TNFSF18,0.04516790722538449,-0.03784130197749877,,,,-0.01386899286228334,,0.19190136364513663,,,,,,0.053192313260178745,-0.008289997894246767
RTN4,0.12962978995185467,0.018220283042199633,0.011871788163764715,-0.057841065063865243,-0.006805474305018305,-0.006011410416622979,-0.053575328053071566,0.05111070354189494,-0.08569941759721002,-0.04683959049218589,-0.03923332244618623,-0.04213248618138643,-0.03368896834005561,0.005717953365354281,-0.12691754263065516
HEBP1,0.03133538897483605,-0.017881701764444875,-0.06766027699186287,-0.00036770722092459177,0.009154615802752881,0.016363004314121247,0.041850135452700145,-0.008496374122242155,0.039158112715083064,0.04721254948562379,0.06396786247395696,0.056471128552136714,0.025637832939093226,0.06701016596288377,-0.04132326837166263
WNT7B,-0.004854068651526109,0.04936011292367366,-0.02958760980486661,0.1116356784639052,0.023226545554887457,0.010646672900332122,0.056504326937146174,0.10909387434233332,0.05799438323389839,0.13573835376700671,-0.05533897415953129,0.014404885944949678,-0.044845337871737556,0.07081728252606222,-0.027618062250830116
PTMA,-0.13999998745789213,-0.01564994691010161,-0.07058050441501329,0.04087554291521297,0.020633595832523603,-0.007666874316793082,0.06858919113313142,0.02212975504044961,-0.07460642949152438,-0.03504905307903623,-0.08841912238118223,0.006588655614297467,0.03167020011817651,0.03781634164074152,0.06569104759072544
FASLG,,,,,,,,,,,,,,0.022986389481370016,
CEACAM1,,-0.032526768193579955,,0.06998705891285215,-0.014777318353850414,-0.021812621706207166,,,-0.012394539813169897,-0.03347700711166906,0.01076574805414254,-0.04299803535953888,-0.02976450296263267,-0.018404409269325777,
PDAP1,-0.07608310311867403,-0.020746215794700963,0.011208608667484129,0.06176368493727194,0.05940524774693229,-0.035903471804132815,0.034776066815136265,0.051699536841422505,0.0032412217895732495,-0.02367003162061868,0.03990169415441482,-0.030909038607660644,0.05413772131478558,-0.017979921970165475,-0.008652319744591932
QDPR,-0.011217550592786835,-0.04945736670346893,-0.021609315149955923,-0.010613524573018972,-0.03358706568034839,-0.018791014675880152,0.07599732895232131,-0.04140021711442478,0.09818639958021382,-0.05552021169763208,-0.015302926503219991,0.038444317187227635,-0.035997663772365684,0.046102720938419245,-0.04858430090207737
POMC,-0.05782621070667487,0.05774948710358826,,0.002354187109174875,-0.02973545895196324,-0.016092482583272366,-0.03715042524057834,0.09491278528467845,-0.04619012918196075,0.08227648225702454,-0.037151379698682284,-0.012358032855770282,0.03817014275461519,0.00373385273261421,0.012615839036348223
CCL18,0.11183685450014692,0.08283290169861277,,,,,0.0727589423496009,,0.0059151379331624275,-0.02373574845696947,-0.005802874523089862,0.08976213519404175,0.025013114229328344,,
CCL17,,,,-0.018054781028885948,,0.015489963281654721,,,,,0.18932892511015284,0.053557991500222224,,0.002000944651769143,
VEGFD,0.002818976309412743,0.05358068890455449,,0.05174471675077828,-0.014138101536410722,-0.018428846677828233,-0.025100329041003462,,-0.029943220855637796,,,0.02361520047961684,,,
TNFSF13,,0.04987578439326302,,-0.012453783875794319,,,,,,,-0.01669077910954836,0.05064154859834122,0.025372223887369084,-0.02000850979682056,0.05252663887872935
WNT5A,0.09258635220889984,0.05102373855442993,0.004162986498701601,-0.04262768927579412,-0.004715694933535552,-0.020095801296356942,0.022470936738648483,0.13032995359859725,0.011681786842366971,0.039475529878173016,0.0835047331427674,0.047979881682456184,0.016075838559450658,0.04407298060284186,0.10653490488110044
CXCL8,0.07203421430244716,0.08717211613358497,0.009109060385524797,0.13946396696211916,0.09447211601068667,0.04662007285583663,-0.004683503289626751,,-0.05604886249629735,0.19792222900377984,0.1582195218015097,0.027515118931573743,0.011815528882368035,0.02577805793059642,0.031924451943524626
GRN,0.04306029496349211,0.06617759899699958,0.028689188387140394,-0.020361343065178557,0.05953636110865428,-0.072236032212547,-0.05538551259098526,0.08457788983608047,0.08380338733202224,-0.01003208360631369,0.07747980950347788,0.0010532679425221156,0.11299298758709203,0.13153005308462615,0.030438752062810066
MIA,0.04983808113149684,-0.012726380361985087,0.08491412589047799,0.06969420166592753,0.010094501435100375,-0.025736828667776046,-0.0340405555269878,0.10281583716815135,0.0006467985945689199,0.018025770828631774,-0.06519702309568448,0.08466835520610883,0.050950447114807756,0.02940613682469355,0.04508471380170018
COL4A4,0.08806657690087921,0.01057951328094881,-0.030004210596275074,-0.010046215723421223,-0.02951490152949768,-0.0180589521753883,,,,0.017567265614626078,-0.05673771030852497,-0.0301675662245343,0.02321613077985567,-0.02602685327012434,-0.008903532258848629
TAC1,-0.058343275781501495,-0.06112363518933322,0.051285400558148446,-0.045144586478787684,-0.06307968278541949,-0.07147130569138796,,,,,,,-0.03662546911121316,-0.03485828667029996,-0.04196680078109548
RARRES2,-0.04921748710163665,0.03622699920147325,-0.09155472821436468,-0.03979811570548867,0.01586784551597218,-0.04968038161225164,-0.054743409827590656,-0.010002424778047681,0.04685622552557379,0.07217261490519716,0.18121418406880146,0.042020133598976994,0.10301030630335938,-0.04430622800109748,-0.06747568516396547
FGF7,0.05979544848980096,,0.041459794205702116,-0.004873303707542948,-0.013420322055772767,0.03212879361512085,-0.019005427357981674,0.0739003898636351,0.12478099124690269,0.10379704839928253,-0.05495807818956536,0.05306435703648843,0.005172399337869366,0.05126796750473359,0.0562694480322832
EFNA2,,,,,,,,,,,,0.01768988338150719,,,
HBEGF,0.11708939581618465,0.1261030690490881,0.04049615370559315,0.03338149523422928,0.04962853403236868,0.06928426658371119,0.033115135506468406,0.11711765974814314,0.008823623657971232,0.043004264148068294,0.11100680091955516,0.08844954734286159,0.00656215652513401,0.1290813119353892,0.15335066386260351
CSF3,0.04693707313696691,,0.17947364389781398,0.0772067317255375,0.06366338647728653,,-0.015830523271684282,,,,0.2015877064989033,0.01718673164124489,0.005738377849131715,-0.036048780280348164,0.03814066743277108
PI3,0.0683088737118529,0.026084561700156595,0.0013535875971263192,0.19632872637647777,0.11852661964556557,,,,-0.01237521405049281,,0.14955072662125665,-0.019319248650931542,0.038078346223093223,-0.02197344640192493,-0.09872275554111397
PCSK1N,-0.00018426320422029483,-0.0188543071569157,-0.08166374741414101,-0.1293153093127782,-0.03913373166438324,0.02793113970150335,0.06033767196925827,0.01716053464210881,-0.02274766267324461,0.02228522705636263,-0.062790839501946,-0.06896303925080659,0.014149309016515996,-0.0004806578506243284,-0.05699325577351072
NTS,,,,,0.01227378788105953,0.035327320493211384,,,,,0.00156031174126603,-0.02878177051965011,-0.05282477890601229,0.0011938187959022613,
SFRP1,0.01917557844805954,-0.04290054279459846,,-0.015753494329815248,-0.016129125461467674,-0.03100581076909413,0.01599590391992174,0.057444423925902544,0.030094483175605823,-0.023820281559492163,0.07096306947617224,0.07037858305268574,-0.09043711284564307,-0.008081070909474854,-0.01174038469723086
