,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
IGFL3,,,-0.011604197459511523,,,,,
BMP1,-0.021074618331462503,-0.008741767591860489,-0.0437984405091742,0.010383713583452005,-0.0018455086279955866,-0.09035791065817558,-0.019397965498836052,0.005061784592590817
NDP,0.08496572584185531,0.08873754153053244,-0.06412002380453125,0.02212817016817402,-0.03594054780470269,-0.05892078429265047,-0.03620407386795145,0.009322741628559655
TNFSF18,-0.003778555679155264,-0.02303649860640732,-0.01723188485982055,-0.014795352369360294,,,,-0.023592446670637285
IL36G,,,,,,,-0.013552784265794891,
RTN4,0.10598752344217059,0.02503869341360457,0.13347452383948988,0.06311273803976174,-0.023274068087043284,0.19735419523375394,0.11431078225025147,0.06915720504066791
HEBP1,0.03732029317691665,-0.020675521329312153,-0.07046207878914126,0.030835161634797135,0.004517733125859273,-0.08495298746170604,0.02021858838827447,-0.04981749205908805
WNT7B,0.042073976942880044,-0.015890604332264042,0.0811833739510166,-0.016185652040111322,0.07125431125384799,,-0.014896071749934297,-0.004206142802395486
PTMA,0.016179517251570668,-0.026882873010314032,-0.020375759962216734,0.004213966205219786,-0.03210577236101036,-0.19560623765120191,-0.0795156349533628,-0.029419022980960736
CEACAM1,-0.017949798896227047,,-0.02267617902074825,-0.011353450791661326,,,,
PDAP1,0.04930088933879395,-0.07019864440941598,-0.07221288010845475,-0.0665651011798268,-0.044306495558465074,-0.00586186210608443,-0.00529285128601118,-0.0990457282173573
QDPR,0.03420653778150125,0.11935120979378305,0.022968305055701965,-0.0011261394256650552,0.01105603205791823,-0.18661059030442206,-0.008338309715166553,0.11495221854683897
POMC,-0.042543028408300765,0.032453373992484054,-0.029230851919313555,0.0150958986731578,-0.004050363389767238,-0.023311627303568255,-0.016093781994311857,0.07334585988591867
CCL18,-0.02239965305320478,,,,,-0.025232133825540324,,
CCL17,,,,-0.01845268497121901,-0.016331473147624776,,-0.012380853190218482,
VEGFD,-0.022399660166143757,,-0.01944014349829417,0.0375471420034814,-0.011979333057237291,-0.02760482173013078,-0.013268943840292391,
TNFSF13,-0.016903502362250453,-0.022340597963517075,,,,,,0.015063037930860263
WNT5A,0.02230990383509388,-0.03649401559607191,-0.06966629195029206,-0.027019784068370346,-0.008905181312973989,0.003650663896265143,-0.031214909617954544,-0.052636150749483454
CXCL8,-0.0530659564567014,-0.008987932505631924,-0.03865449681222989,0.036207121839009565,-0.01115567582161745,-0.06290215849129406,-0.039894636951687545,-0.07774532754362179
GRN,0.0027344212332911307,-0.0422996437395233,-0.08441462514494488,-0.051120090596320646,-0.061807281799329705,-0.10949134765985895,0.005387252507797653,0.043651984948497966
MIA,0.03526087249055094,-0.011586635137219324,-0.03314846103331889,-0.027717769342893193,-0.013623968528556265,,-0.018172426672603745,-0.047014791769388956
COL4A4,0.013997322433534482,-0.021256091945377992,-0.01143507527285275,0.14123543364625984,0.05437304902267393,,-0.01762792805307106,-0.028684765899455032
TAC1,0.10150188525113968,0.14267802938458093,0.10000892114152872,0.02672035480805549,0.015457854661670808,0.10706992730844106,0.0858933017595813,-0.004781201210436479
RARRES2,-0.02019479544978671,-0.08217038852624914,-0.08049833163333195,0.0642957469836618,-0.008848284336515213,-0.09631939003596461,-0.04015231404037805,-0.07124072506868712
FGF7,,-0.01620875579683533,0.008477503067621574,-0.0008304603023182789,0.04583856921756646,0.04631816957090147,-0.030466794484754048,0.028080153260216494
HBEGF,0.004422282541269805,-0.018248561875345733,-0.08735954787065085,-0.04804136617206888,0.008556543730260364,-0.06107111981981827,0.01270651488286772,0.03557730268355893
CSF3,,,-0.012098089540810344,,,,,-0.03017309173333391
PI3,-0.02356537942063767,,-0.013622608500450802,,,,,-0.06529523456671639
PCSK1N,-0.0011475528807195748,-0.015863091250836826,-0.01606253683652953,-0.0398786365259801,0.017584091369402803,0.18105881456839226,0.09684208437074306,0.05777216517705307
NTS,,0.029896112028745946,-0.014870007341358201,0.028034737187994447,-0.038891601835953735,-0.024853206973866636,,
SFRP1,-0.015271686007343386,0.04026493356784065,-0.0009823337901798625,0.026487960944673584,-0.016331473312096122,-0.0657291739341624,0.007846424330458299,-0.02284393833513148
CXCL13,,,,,,,,-0.003647533310314793
MICA,0.01148397246787511,0.015771972537779327,-0.05011187191163472,-0.059114558832159894,0.012376263035775301,-0.0713267672775371,-0.0414745945021231,-0.03650676563545091
TG,-0.02516134162130187,-0.016962066121289403,-0.014601311684181023,-0.018590381794442352,-0.011819016195535697,,-0.018597788466478037,0.10237465714903293
ADA,0.005763961804555686,-0.033487795160216514,-0.07504723884218419,0.0461780501285662,-0.019195032787465045,-0.10676011054119622,-0.017223847823680728,-0.03984858964851263
LAMC3,0.027134548622620543,0.05936138499702854,-0.07797506397826746,-0.022722784021993042,0.0014356555468277774,-0.04235662965430826,-0.053893935614151345,0.020408945910742778
CCL7,-0.01424807161446997,,,,,,,-0.05109287529404189
NGF,-0.024463231415827964,-0.0285820731239322,,,,0.06018986358990207,,-0.03419537378283598
TNFSF15,,-0.034704902907736875,,,,,,-0.03339394496610759
HMGB1,0.02256848541383898,0.00025697357540571035,-0.06720228810795781,0.03518118944621151,0.023954303346730228,-0.07118510691369011,0.03637269089739833,-0.02714957758070031
ITGB3BP,-0.002902064916844889,-0.07019176220712685,-0.015148832642326174,-0.051066490974612855,-0.022412069140739167,-0.031728040226503475,-0.05974804971154279,-0.07007849287573875
AANAT,-0.020671784219843378,,-0.010912804163349074,0.05069189749634955,-0.013623969286356181,-0.023365685006799405,-0.01660773031327917,0.09222749832240247
RELN,0.0006544824781955933,0.07132017190172249,-0.00796427478964491,0.01177321775165108,0.0679648530411351,-0.026107055261038493,0.1303861255681837,-0.0530600569196268
IL15,-0.04505200248935099,0.06940705539799795,0.0175049562579665,-0.03417095700980093,0.05794464527415741,-0.02447111209177928,0.02908182162309681,-0.04997550205864694
UTS2,,,-0.0359974590862631,,,,,
BSG,-0.010492714824039545,0.010466487017368716,0.0706230001489039,-0.0177408783058788,0.03300796303417043,0.08543078188748722,-0.050888274762864324,-0.08009684325647876
ADAMTS3,0.03587621754866537,0.058807802647120495,-0.09570346123635162,-0.03407870621779795,0.013202838356160512,0.023593331979942105,0.002732861618342176,-0.03320891003875508
CD34,0.01237829553383687,0.014431484421896278,-0.07754878494667314,0.01727287771104542,0.018588042794199667,-0.03182910673711952,-0.025093454271262004,0.05348951583910504
CCL23,,,-0.0124170388442484,,,,,
PLAT,0.02672668601230152,-0.05126900966134542,-0.037357881763977516,-0.09921487391423026,-0.015778166117363556,0.02272708625955195,-0.03988766291970625,-0.06814691396188588
NTF3,,,,,-0.0219923364876691,,,
LTA,,,,0.05178326572245354,,,-0.01540290417009938,
CKLF,-0.017235089852115956,-0.07792996715152546,-0.10988197751274487,-0.018072598942936818,-0.04956990862054365,-0.0990767013079715,-0.039558481332916735,-0.07101826738642365
CD24,-0.00160071586387613,0.03700142603932051,0.015848180831222244,0.037911851485388115,-0.04914180199365956,-0.03194011307386723,-0.010360944774698871,-0.012876015636380762
HSP90AA1,0.024995411859738723,0.07206424730678616,0.08875864209138755,-0.025750264176735666,-0.05014397997403206,0.19385629531078583,0.08893347955889341,0.04327190075987573
BMP4,-0.029086549677547657,0.013850512032853807,0.019073781934579676,0.005143515466703478,0.011838340963822871,0.049949573347098604,-0.013124865233032456,0.02896269915341498
SCGB3A1,-0.014248070189681846,0.01473058369721343,,,-0.011491951344854324,-0.04113014445217609,0.020496551326720684,0.1291916178241649
IGFBP4,0.02092802518894266,-0.07283916631059263,-0.03897072244271112,-0.05173512900193188,0.01884133598551366,-0.09310372526189888,0.026578447222764045,0.05832681057847395
RSPO4,,,,-0.01872713997214101,-0.011491949663896474,,-0.02136625299130343,-0.023231496213788942
LEFTY2,0.03784371979273428,0.04507064402639134,-0.06866816499683921,0.041931530897843544,-0.012601063356094983,-0.024853223338054443,-0.0007167450416855882,0.0010574566274279367
PF4,-0.014780085671982341,,,,,,,0.09155953153469282
ANGPTL2,0.014603006851780547,-0.08302836259637839,-0.08141012604010031,0.07072191060280156,0.015700388207361818,-0.14218720689325498,-0.059701342929024674,0.01310645615303776
LRIG2,0.012138662694399872,0.021615862545358418,-0.04516794694320148,0.0015972245727276918,-0.005293639136572478,0.0385049410757152,0.017102680883841634,-0.010029148407548186
ICOSLG,0.005630202377133243,0.0374254582946245,-0.04922812178434888,0.01623333409357129,-0.021809574433537347,-0.09579086511079593,-0.028959678224155485,-0.0043852053925651
WIF1,0.06545800912752385,0.0072576957919851855,0.06768994661729347,-0.014451290351408337,0.09598695132497301,-0.02651735867838159,0.10509273521371831,0.03275287256163015
NPPC,-0.044201330097304994,0.0051480010742217955,-0.0001342076797526529,0.07346934795028659,0.0551730413069985,0.030046714768504956,-0.042296069599793505,0.04525316819842382
LYZ,-0.02368749805998102,-0.008404453943116392,-0.03153616362698448,0.015097544456063414,-0.030880127100798196,-0.13836520534993357,0.0065040025015767056,0.05707391375815875
EREG,,,,,,-0.025566703749563335,,0.07354525288813095
SPTAN1,0.02832399328464758,0.07794245182995069,0.033551399055487485,0.03244798826390017,0.0354563298159664,0.1622594185879629,0.08481815520612686,0.07511025656126388
LIPC,0.05929229614050501,-0.03829499505769707,0.04693512605159248,0.008039732306354795,,0.016343609208694213,-0.024196522054364445,-0.02837954240986915
COL8A1,0.0030257977053253357,-0.04709236772508832,-0.03827221790641833,0.002908088650346572,0.007264835564067684,-0.060231906468675184,-0.06668640836671519,-0.08591968520354124
GSTM2,0.06321834830494995,-0.020882610846652796,-0.039976729699481774,-0.03021014704063652,0.0013154131140941912,-0.04066415729770356,-0.04280254304987807,0.022975793807399215
SPX,0.03089591041903056,0.02530951761277294,0.06465669236239965,0.006805467812243812,0.010391682216778492,0.039965475871390405,0.1512218624914721,0.05835686123626728
MFGE8,-0.02060959839655856,-0.006900812269476557,0.0070068445148089116,-0.010792367797099942,-0.06682644452730749,0.040320392884537884,-0.023541885342307375,0.008947053022487966
TGFA,0.0733366592060412,-0.06768191498839447,-0.07697292394177976,-0.07411176637813585,-0.030596096374296004,-0.10237373322420079,-0.06526450427533233,-0.0011913839005482612
SLIT2,0.046391240085138244,0.040319640944955173,0.08514428184397457,0.04094172242558273,0.03285294415033466,0.15854783856509433,0.09486769435314171,-0.006268098068729012
PLTP,0.006949687700285618,-0.061071200205059684,-0.11711041656890366,-0.002921998937960318,-0.039812309051361086,-0.18234674048857052,-0.005182112867893244,0.020054805082932923
APOD,-0.02250836086090077,0.023886891277111178,-0.04647780758842276,-0.041841661636186814,-0.03144959328561277,-0.15875818494962426,0.07808899289695895,0.04387413295235827
B2M,-0.010925607633944429,-0.057305716898095,-0.1309412048939303,-0.019944917489683946,-0.01942242315340901,-0.1838073169010335,-0.07879286464079284,0.08181486276130119
OMG,0.016549239475990258,0.02207871626669249,-0.05517923056667533,0.10401499958078696,-0.02502356010093211,-0.030632111108587576,0.07335871728541464,0.11900742395759906
CXCL3,0.03866438850114206,,-0.014327990206256193,-0.011615954014390844,-0.012293957010112004,-0.005065819045907288,-0.01109288025877167,-0.06701311486368983
CXCL10,0.0306623906055712,0.03090188573756132,-0.0965553087680752,-0.055703618631091634,-0.0186754205139825,-0.012880535274137813,-0.01762792916672205,0.050385481015868115
