,UKF248,UKF255,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.015200532016939525,,,,,,,,,,0.015562214771322098,
BMP1,0.06200667032177933,-0.04802563230513067,-0.018772726625607018,-0.03198863910613874,-0.054863530023594176,-0.010512185725893668,-0.05348802388827412,-0.05780369359308359,0.024194490910283882,-0.01315624475591298,0.1140732515186346,0.0481132416878426,0.06622895684993148,0.1713572055294937,0.05715651506969586
NDP,-0.02360921882377506,0.03383287162181357,0.029161170041583626,-0.05431485541673369,0.02202362128774486,-0.02510716194168869,0.12205038976528636,-0.01481418825764473,0.11421770249550624,0.12846818284505598,0.054337594604810704,0.06773423687581905,0.02139974673287629,-0.05513677369674251,0.01956019633511461
TNFSF18,0.030976269777132602,,-0.01724038539255588,0.06333998565699765,-0.01262208878819351,,,,0.08184575711089213,,,,,0.061651999458305864,0.04266940597198349
IL36G,,,,,,,,-0.01664519489334395,,,,,,,
RTN4,0.032480731444413775,0.02357838074935589,0.02060741338855974,0.04351656098880959,0.016453684133954177,0.12813625924796954,-0.022541417719319452,0.11626929208502473,0.0072144743970586475,-0.0476588568354563,-0.03779886261803856,-0.04407651060397671,-0.05770707553621937,-0.027114884307286844,-0.06452506074394089
HEBP1,0.04067874200904273,0.03604895452126401,0.03227099866635839,0.011360598279896106,-0.018480314238193535,-0.04964996796350433,-0.034353556966916596,0.061395023255812656,0.03798614532950566,0.049120626020989586,0.0601306797236808,0.07667408842011157,-0.001972781403303311,0.021205329396902724,-0.018428405035171975
WNT7B,0.019414448919077006,0.09206535129747634,0.024200113817134255,0.07981763186589448,-0.004885198771354811,,-0.03254658053816527,0.05589185718904132,-0.03510956400963356,-0.021966448451698598,0.028143463869958474,-0.043875988904042235,-0.02746402967268033,0.16456590577717728,-0.02135341324801604
PTMA,0.05218126500092215,0.045930348702792785,0.03099173003569345,-0.0035833458254015916,0.05125575218541413,-0.09984523716935863,-0.07192404627585025,-0.09397043410006259,0.06999335263420804,0.004414928072099469,-0.11000550866820556,-0.008047795052315832,0.027649302240484324,0.13203780740086205,0.07744488726431124
FASLG,,,,,,,,,,,,,,0.014883721199157249,
CEACAM1,0.08498231852303016,,,0.06320928460650449,-0.006090811182253551,,,,,0.033916096048293515,-0.006222970322615225,-0.03168996985675527,-0.018228275922378565,0.07339747011485148,
PDAP1,-0.029807194862931673,0.021720683504968818,0.03500546733437904,-0.026085509110859963,0.02591984360640406,0.0397281727157498,0.07827909314760233,-0.02997904828411662,-0.014165692124251034,-0.0073142791749591166,0.040845580943844086,-0.02693752186412195,-0.04233446885963318,0.007021856375720307,0.03697389855811647
QDPR,-0.0020579099158935374,-0.012570956973963331,0.0042969106391939306,-0.026213980013908515,0.06987349995545016,-0.12372527725899801,-0.006008564707323852,0.005527775993875974,-0.08874748380137056,0.009579829909534798,-0.003814176999837034,0.02135562679412502,-0.02714320382688125,-0.07647248875822962,-0.04581720632003211
POMC,0.07379516181011654,,-0.0015208695028456883,-0.01592317455655061,-0.01464567369855005,-0.016566092311055818,-0.01602478572617899,-0.01610086806846584,0.004636320817064135,-0.03110796068929665,0.015287663379193033,0.07271374219708113,0.03430998685794029,0.06660604127158098,0.023828897040863745
CCL18,-0.04103460489000304,,,,,-0.03879207190891379,-0.0008066277531657424,,,-0.0510694503512368,0.0039936808441241155,0.024367232907025343,-0.0424912929863308,,
CCL17,,,,,-0.01574220216408139,,,-0.0152058580919925,,,0.08282744490142571,0.022280691669645757,,0.010369489993166616,
VEGFD,-0.023909002726629627,,,-0.025464968576306726,-0.016771984912050553,-1.7168075522043825e-05,-0.005139551862349646,-0.016296589093351774,,0.14663530283557635,,0.03334998749843726,,,
TNFSF13,-0.008451773659663925,,0.005530341986235012,,,,,,,,-0.043804962230822656,0.017192070769407264,0.015158775734796112,0.05668124549494105,0.030280489597551054
WNT5A,0.033589310270521595,-0.05327725377739818,0.04520308402757199,-0.031654824848324506,0.05039262369391991,-0.008943745244963896,-0.03355543330827447,0.02848491640515161,0.10667770743525054,0.035299579700987335,0.04601415247618082,0.028295853262696336,-0.03762416705807872,0.07646479859737101,0.0776681465302478
CXCL8,-0.019594452976530292,0.01519288470584236,-0.023782514268121432,0.0200919879427788,-0.03515568146841041,-0.04789369533768092,-0.026331360343900375,-0.019410617195317517,,0.004633863698627467,0.06867805407129518,-0.00848808634825486,0.02086384185633318,-0.0024971454034043166,0.0981728032998453
GRN,0.05164779772033194,-0.06738086338465173,0.046140741211348604,-0.02580889182399517,-0.0031774791518348507,-0.012254588962829438,0.032806256002625794,-0.0027547892317871074,-0.06248814649471298,0.12684531238159213,0.1136441717704259,0.09207667618081908,0.07476685144434356,0.1237353188760389,0.09839074118148604
MIA,0.023801392798152816,0.03970927561605087,-0.0047880215309399985,-0.005387788060074429,0.006013468625626117,,-0.031368695063981725,0.08238263703090741,-0.007783730270230817,0.03035729296318463,-0.010077423510940932,0.006009783884655762,0.06892419778939891,0.0743140290319371,0.033789914777719546
COL4A4,-0.007187382648383835,-0.03442385994429399,0.007824134387658338,0.0369612030589584,0.017247473185452573,,,0.087222379348971,,,-0.0002813007951790988,-0.05074059674989465,-0.016672178340868926,0.011304834908631075,0.0747377017294079
TAC1,0.04915809914758936,0.01152144239468773,-0.05533724889322508,0.015362771195290717,0.08178240465412392,0.018587981693216005,,0.11122415316366796,,,,,0.016266225421761087,-0.041476336224212984,-0.006462233476169691
RARRES2,0.00018426347656786242,-0.04284732357573758,0.029906711319388525,-0.01452417984810221,0.039526838656605695,-0.08471154407933565,0.14879868704833327,-0.007838122759142164,-0.08324189600779387,0.05011502759156537,0.09231869745250207,0.009551093783521028,0.004674837813351215,0.0021825050684756934,0.012173694775303301
FGF7,,-0.04093601142985465,0.006915752023310711,0.04531522817121895,0.03015284735273781,-0.012314090790449697,0.027093886524757572,-0.004588096914500628,0.0007076407638581288,0.02934212746113185,-0.017815966967373125,0.01521244972042403,0.022008116707965687,-0.008259367872596709,0.024260092921749018
EFNA2,,,,,,,,,,,,-0.030119195558547404,,,
HBEGF,0.02084664975210479,-0.012758887093394228,0.015492364778117933,-0.015187617633706643,-0.034780442886083604,-0.02862448045801913,0.00847848571058866,-0.021763524190458794,0.004451101280106576,-0.10121233621226638,0.06999041744461848,-0.007486388215778105,0.08961245992363018,0.07780788419769022,0.13529352313022885
CSF3,,-0.002969283852191741,,-0.01584748950115073,,,-0.03682536669836967,,,,0.09952571753917781,0.0227014349114384,0.0031866618298605036,0.006012814078121167,0.003184474100628545
PI3,-0.011932663630161959,0.05470009012431738,,-0.017844482342517082,,,,,,-0.02582080972351554,0.08502287594443472,0.023022198135290977,0.026907453735871216,0.009524036338440033,0.018055531019294368
PCSK1N,-0.045515582764286786,0.06448218588113214,0.058617602277568334,0.08795863218748315,-0.027781433012432796,0.07778778534870026,0.02499092745833497,0.10929789524333994,-0.04538232320469144,-0.02003092783037092,-0.0632187770013799,-0.03886876731897672,0.05230250975121832,-0.06662850555232788,-0.032131165610171625
NTS,,,-0.019419979236251713,-0.019478470913054935,-0.01877547243508332,0.008268348589917332,,,,,-0.07772783367280475,-0.03669452426641788,-0.00870540390145923,-0.04919104089469727,
SFRP1,0.04632212939776898,,0.007609480678246448,-0.008969267781583143,0.014431410686228191,-0.06061069791911675,0.01016560410371573,0.021321693076309278,-0.02477255573240992,0.023143851279139895,0.02886840939115895,-0.023962195057654047,-0.009250140012058415,-0.011068759059621238,0.01433485817392561
CXCL13,,0.07336271861630285,,,,,-0.0034340459427400615,,,,0.028675660577082845,0.027059947507596667,0.07727204572388989,,0.03710737870266046
MICA,0.056504311513103256,-0.023391619271470435,-0.030949963435626608,0.05396186018482342,0.07084119858195002,-0.03212483134463969,0.06006710492299459,-0.030601414573463912,-0.03237915989159578,0.025161430527462784,0.03144939626881784,0.05061079092407768,-0.03306608792213368,0.09319562082345258,-0.03362029992163013
TG,0.04763190566434986,,-0.022415775402958964,-0.01912650198508857,-0.01585967294038926,,-0.002179211435388286,-0.008070636646389203,0.03336608546866503,0.0860438985788071,0.032329929762820356,0.03826321406772897,0.01309929911431838,-0.03788703808770135,-0.01993153600243176
ADA,0.019146123332277037,0.009077730929590607,-0.04379141911824146,-0.0031207433345460402,-0.017494184287788542,-0.06912552089148959,0.017973226483137754,-0.02109589537947347,0.007364075664232722,0.00999200786849604,0.05320827106379177,0.029293961802980745,0.047929313546468164,0.1806878383729531,-0.0005502670428332996
