,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
WNT5A,-0.017270553837451106,0.05942023035260297,-0.01172963772140554,-0.009330368360815824,0.055630442264391906,-0.0253639949533305,-0.039836286212097755,-0.016622672766721032,0.04455953467838464,-0.006054451894399627,-0.029218846066647184
CXCL8,-0.014233287350928634,0.04242219219540694,0.030036388308857603,-0.009667492391725653,0.049018153525683436,0.013044224680420845,0.007484411570061871,0.07113307962493001,-0.06439296409967248,-0.042436344096896964,0.04565707831255831
GRN,0.002210349828927139,-0.028121132351528747,-0.013240083983310818,-0.030453276733265484,0.050720236394810644,1.322770987203238e-05,-0.06993137776096756,0.03074312010641057,0.027861067708648126,-0.04912669818538406,-0.007047051665458378
MIA,0.0072854110361131215,-0.019489338306343255,-0.0016696158582621568,-0.04068246051125614,-0.03992918422581832,-0.016607208033301638,-0.023192938114971657,-0.04184525269323039,0.04671687757436589,-0.02813299923166144,0.07332915719030167
COL4A4,-0.023685743805620017,-0.012510323225646719,0.09367585223975712,-0.03325806743655214,-0.013774190806230683,-0.014258682931019577,0.007472888476799103,-0.03209428877465049,0.00902236263082921,-0.016098743944589478,0.03983102196559783
TAC1,-0.024412074886638345,-0.017870440371770574,0.014850871964129979,-0.019117173916822546,-0.0751900060875771,0.005144412919471486,0.021970753720036377,,,-0.0249546731386305,-0.024860555199766106
RARRES2,-0.03856942659512152,0.0056860468264280485,-0.01184483377132331,0.006693110431304884,0.06730208246234143,-0.00535443954885309,-0.0026890972166162485,0.0054365287947211035,-0.010759736160672898,-0.06410314391855236,-0.005278034530362569
FGF7,,-0.024734710793925058,0.025368242547283582,0.01836920159135781,-0.018527008031418286,0.04132380217599766,-0.026928796376654643,-0.007151846480488159,0.020777381641095546,0.018347454276417687,0.02209649008140812
EFNA2,,,,,,,,,-0.014636428277760063,,
HBEGF,-0.03915880830558963,0.023865835196680955,0.05473639397949417,-0.004433120546698076,0.020036374490194513,0.006651783633029437,0.026078221207564634,-0.0021509632162811476,0.0696028082986296,0.01627781211070169,-0.07666707573464486
CSF3,,,-0.02207805551693967,-0.023028333984903122,-0.014572828752740935,,,,-0.056763804216298466,-0.02073624656561223,0.021799245226752677
PI3,-0.020748184587981264,,0.03178409813613711,-0.02333512777781342,-0.016409197516106776,,,,-0.05712062262191001,0.008287073306343247,-0.043258823541296676
PCSK1N,0.05113291462161576,0.01850262749660357,0.003724130554740519,0.02555078251847229,-0.05606431588981768,0.0030735215855612554,0.04081636017223017,0.06754698059792326,-0.0018579837867617982,0.025670937302448425,0.08226437308115771
NTS,,,,,-0.017911759522578216,0.033968543141896235,,,-0.017831710397708037,0.09807224451045432,0.11618986919476995
SFRP1,-0.007800338693743942,0.01246027140258171,,0.017867846195099683,0.03870786462639549,0.03470359186369057,-0.009438320156142604,0.06887150159893743,0.09078720551380737,0.01970382763166665,-0.02879953276813121
CXCL13,,0.04237354363668346,-0.016031280642474242,,,,,,0.005418095959208964,-0.03382513327577046,
MICA,0.016333010675141365,-0.033210212177282275,-0.0016468346688473545,-0.009901489903138548,0.048207400332632176,0.004419379586713137,-0.00934256531232447,-0.07663222084901147,0.005338418358287337,0.0791020741409465,0.040937459546382934
TG,0.01710647095358363,-0.020805343024337092,,0.013107400207428824,-0.017588100503074383,-0.013759250729589391,-0.023735814965682663,-0.00958791451246307,-0.02196170065362916,-0.0170662495687076,-0.03882920245483924
ADA,-0.024048569459044523,0.02694626556567866,0.015624303890748061,-0.0037267458358868923,0.10530305384674345,-0.04455359052182461,-0.010462994943695481,0.05446702346394638,-0.0019521186287041255,-0.04197286225455829,-0.007176826958008656
LAMC3,-0.06801182707348186,0.034527447330490575,-0.041211910471876,0.0421142842982576,0.055401374145721834,0.00681916532368725,0.008368328447759232,0.05153698139500106,0.034832233394006616,-0.04273159298821044,0.04477033458951391
CCL7,-0.012544742632953531,,,-0.01315301318675783,,,,,,,-0.02086423619584602
NGF,-0.021538700140325016,,,-0.020093490691631605,,,,0.03993659382646788,0.04185976062830433,-0.03559960388468177,-0.028318714067285568
TNFSF15,,,,-0.01464652348908917,,,,0.03766394971550337,,-0.012876853119816591,0.01500662177690591
HMGB1,-0.0011025028016414043,0.03364950480121773,0.022800694921529117,0.03335240387922093,0.09527300527496152,-0.02279340833989957,0.04018217791892434,0.0032946279848948064,0.011314359248416391,0.008651905168618728,-0.03280900811290338
ITGB3BP,-0.0011779164365074708,0.04054819659397209,0.029489529925813628,-0.014560662666682472,0.04757334723311524,0.011556361459303222,-0.0119845798335717,-0.004237955595628325,0.010766798270396574,0.013055931889122825,-0.03946059836121667
AANAT,0.020014875809067415,,,-0.013326839845983528,-0.013145085903706439,0.031178025824795556,-0.021195961790106584,,0.06385888717222539,,-0.022075231979300863
RELN,0.027103168246599103,0.052042407322772474,-0.024863263875097116,0.0025292090383532712,-0.018958815926035603,-0.005727185596885617,-0.02346575920014311,-0.061229250409170946,,-0.015553843074188986,
IL15,0.018316784003825876,-0.02650568870981237,,0.016637785747124708,-0.034287740604259195,-0.027118766671320342,-0.019658274898906182,-0.04681884673124564,0.048423097891458274,0.06441154180263803,0.06235525103277831
UTS2,,,,,0.12985596285516662,,,,,,
BSG,0.012994788371037075,0.00727427176005126,0.05574925896664595,-0.04910063425017983,-0.01649543126557784,0.030178685090962984,-0.05468284974908111,0.084084095233769,-0.03817817624239568,0.01200433156011449,0.06359070322316861
ADAMTS3,-0.03674064804010918,0.03930868130593883,,-0.021018586215251798,0.08628003548623729,-0.04413089813658813,-0.032665708324288695,,0.025095921339584687,0.013174828234946184,0.05972618033245623
CD34,-0.044403516683838254,0.0190923072712854,0.005464802409534224,0.06320025756314329,0.0735544702820268,-0.008759332482531627,-0.03784311639204099,0.03932818426621282,0.01196586999905376,-0.062477243340844923,-0.025588423118323243
CCL23,,,,,0.08831514214963133,,,,,,
PLAT,-0.028633972746342988,0.007830592764449803,0.048032592981148335,0.08591922204584308,0.09465253216396778,0.026653712250529184,0.01645242052319291,-0.04264253404981847,0.053176937950546635,-0.041475866155197987,0.0015911172328069035
NTF3,,,,,,,,,-0.0048627836348851166,0.06788043865760149,
LTA,,-0.015300314656327689,,-0.016857869528925887,,-0.01191723447957286,-0.019658277325532807,,,,0.040717846594301665
CKLF,-0.051333652539153556,-0.00018084508084910286,0.034365467102730266,0.004812838944609136,0.0885220868934767,0.019292076252857938,-0.007311851153068613,0.06996570704043045,0.05196669704361031,0.031949115709270365,0.09604606734387122
CD24,-0.03275204190640463,0.14418876253470084,0.053209009437011144,0.03230402403569461,0.04250993941916946,0.011031420074648668,-0.03895222343537021,0.00021689464194699602,0.056504033772623086,0.021686126818323905,0.04696067604017578
HSP90AA1,0.03604177954973526,0.04005229319736202,-0.0020160028608724166,0.024775258756416722,-0.07907367852928757,0.071578849620319,0.03532759002278235,-0.018289360623014242,-0.09117791956965188,0.0022114869528417668,-0.08851631931392306
BMP4,-0.0015724130547144688,-0.01621923044023961,0.00472170629165829,0.007866302271248307,-0.030660645881988195,0.026741318649779203,-0.016750882675233256,0.09113438194449969,0.07611537649972176,-0.0446213475850974,0.0651948784933731
SCGB3A1,0.014758532184268548,,0.022854626800891235,,,,-0.013717285947911806,0.0219402365672928,0.030917818490391026,-0.026741160715783283,0.033018516393969126
IGFBP4,-0.01290980911998138,0.02315897614709313,-0.024598870535072724,0.01795041919151413,0.059057906567536046,0.0034558116702100524,-0.017922216404380662,0.010388706259137691,0.0008315277183640121,-0.03733549156034384,0.00698850951193629
RSPO4,,0.030778156586104038,,-0.025803922819543208,,-0.013860469202511773,-0.02726912548906858,-0.04021239452428301,,0.06257032879908886,0.04072084433326483
LEFTY2,-0.03965912794448161,-0.015488225799328414,0.03994600511202103,-0.005451063728925809,0.12576723207156765,0.02866657236357266,0.03405140257724524,,-0.016829262834002028,-0.024491096051042556,-0.0005440048979005533
PF4,-0.013013155454645703,-0.013917715710191264,,-0.011475744875635106,,,,,-0.013415299843703097,,0.08666050022817472
ANGPTL2,0.04021414055556119,0.03033357736059429,-0.000588212332784015,-0.01301702715253748,0.07919426920713417,0.054624234138276474,-0.0547434411547144,0.038492410071247644,0.026352073917077244,-0.014942339812820268,0.022461861226611465
LRIG2,0.019696014651963138,0.05120362030599721,0.03655553146985227,0.0038889315950845402,0.049123010311881286,-0.011096147829509344,0.06215438905366615,0.03209280565943959,0.03821506131653641,0.03072494038243653,-0.0020368009579114165
ICOSLG,0.007034923058945665,0.03127699660573071,0.12587454100961157,0.07009151782244048,0.04134189928203599,-0.025510326757292486,-0.042087557031800775,0.0894787347597732,0.029628858034355998,-0.01672569927154684,0.06083228878355909
WIF1,0.06624402429387376,,0.016540381391180775,,-0.06387012722758623,-0.010695795788904495,0.001609443613014294,,,-0.016741141214258078,
NPPC,0.022916102134432972,,0.0061304792309444245,0.04693789647400233,-0.0019945349118858854,-0.020864099136714585,-0.035181143479592496,0.04375734686928172,0.007781274190551645,0.046378219967548956,
LYZ,0.031558179466362114,-0.06257092618356191,-0.022430701513335087,0.04029780645955759,0.05192285145477138,0.006947698222553014,-0.02837279208965236,-0.029910266826917508,-0.04745753203706172,-0.034868867630997655,0.017824682161284508
EREG,,,-0.029759592984614017,,,,,,-0.04262769083500833,-0.022430555107968916,-0.02684687317954991
SPTAN1,0.023408876287117436,0.024028186617390593,-0.04899878531666911,0.039869481850386634,-0.05062447996969757,-0.0198708025951536,-0.015951519747309278,0.010647849446846375,-0.012576685969554122,0.08990710176081045,0.04712108501390696
PTH2,,,,,,,,,,-0.0026146578735019837,
LIPC,-0.01593152271662311,0.05892141307878414,,-0.020622768224614913,0.14260300094850267,-0.025913558692422203,-0.030881315341910496,0.1080243068934217,,,0.05366291532805217
COL8A1,0.007750348236291823,-0.015420715726528485,-0.027564855246612476,0.02749951119905397,0.010605434326828627,0.06912999469258826,0.03285326523849853,-0.03342043530895314,0.04240030275885639,-0.03597029894105721,-0.01783994541247565
GSTM2,0.024071212807359393,0.011879824471361398,-0.008964910542653474,0.023655829884736235,-0.0404176741882795,-0.014950518040601806,0.029536850676740528,-0.06335260219865237,-0.04147038125509173,0.048646772849976684,0.0100801602498844
SPX,0.07288834670868809,-0.005384038473302811,,-0.033792724192370074,-0.028458072881329045,0.04409028453588723,0.005314896941580668,,-0.016656809480628813,-0.027561440742691526,0.06410344721066075
MFGE8,-0.04593764091058621,-0.010866895569449623,0.018553576525524394,-0.02993483316539345,0.011090291657791818,-0.03536089675596252,-0.03623046610505897,0.02019208941000925,0.04282466185668385,-0.067071331350841,0.05774744420447383
TGFA,0.0016465640813074854,-0.0016776926151486785,0.0009009004501753651,-0.014063312513685228,0.019858798958917553,0.02354118446245608,-0.026699832139308658,-0.025960704091912916,0.04296809448112516,-0.002198653662372546,0.020073904926104228
SLIT2,0.013680083894714359,-0.0268310969666833,0.011805473855232961,-0.00907778214274833,-0.026483626691343663,-0.01221629298742423,0.07623333329271616,-0.033487123027084106,-0.0036917897702807272,-0.010378531048772342,0.01860007796854135
PLTP,-0.03153136290959868,-0.005075973066956153,-0.024821809735692403,-0.01952033465848782,0.09246679904450233,0.02857892826521399,-0.06596616699028006,0.00045372744207896254,0.04239337005973294,-0.09963594085283753,0.04871566616297747
APOD,-0.021155468535972013,-0.059074707473076686,0.006933084136147488,0.04228003550313272,0.07266320065137868,-0.012223634541694279,0.011022635896263623,0.08871993722783002,0.07652350623792632,-0.021416837063117658,0.002155039308738766
B2M,-0.032646931066750394,-0.04000480053232018,-0.010734264943779737,-0.03725894752953888,0.09572050653908834,0.04496271049885224,0.0025296598797954948,0.012538311667651254,0.07532554955711518,-0.10447931096508087,-0.056125067319833515
OMG,-0.021689369867756735,0.008494507737960497,0.02295061242984872,0.0027417742762322955,0.0318885322931466,0.010642442207623228,0.05299995699272216,-0.00892716294273251,0.09161129514231557,-0.04827798012669824,0.12757768328082159
CXCL3,0.022907417531645283,0.018103923764074884,0.04490276127815639,-0.03410122049963296,-0.017258869422513395,3.311013505446265e-05,-0.014157519520843364,,-0.01880706791543595,0.015414953797895911,0.06254391973316667
CXCL10,-0.03913306786484301,-0.039904516714784385,,-0.002079274789700468,0.08787834968149741,0.0301175312592664,-0.022498011829936274,0.025927371080873715,0.00417957395753886,-0.024607687314498722,0.07318463709579483
RSPO3,-0.017040437227167086,,-0.02207805620557884,-0.01332683886128095,-0.021584928063863074,-0.02093414352685573,-0.014794335039820982,,-0.04433001450390308,0.0549061277671035,0.05733556103591803
CORT,0.07078826689751021,-0.02485615892472273,0.005835648560091873,0.03884048903205321,-0.03735755399080908,-0.002206198624782356,0.028978164902022624,,-0.014038429439010945,0.1423702358380138,
NCAN,-0.03156882616688784,0.05447525539054276,0.056977665740751963,-0.010575293911747097,0.022726161102123086,-0.012522220176952882,0.03247937914011461,-0.02845710108491183,0.0553022276904296,-0.0006053337069297305,0.10655033291219233
PRG4,-0.018865794757603443,,-0.02468611896683888,-0.013153015236459686,-0.01869841204511502,-0.017713129401115545,-0.01729702325534851,,0.07718496663575038,-0.04294469970947883,0.006524179475751795
ZG16B,-0.01739577004732238,-0.016747708829954827,,-0.015265682792269223,-0.020187940623408385,-0.009469324622477808,,,,,-0.026400601912124157
TGM2,-0.008236053384627915,-0.030897346996782177,0.05826503522079793,0.009937571711465396,0.06599792785335426,-0.017871073699347186,0.029209597531194283,0.05323171356764212,-0.0035204338596986785,0.009487934733862991,0.008733657463514276
VEGFC,-0.023953879651811553,0.008052142505477033,-0.03282819608794236,0.0015612423899317982,0.03615473958612628,0.009096728794517363,-0.01765230168906609,-0.03242944683603103,0.09158628365815402,0.021598394959193058,-0.05065589637782043
WNT6,-0.020240664911688102,0.005268408558597376,-0.026849841268724188,-0.018192313691937266,0.02305765950675011,-0.021073644198954314,-0.015406037527237747,,0.03989751641656787,-0.0239009267775351,0.06190837240090421
NRG4,-0.011554148379945825,,-0.016548689941578952,0.03867321264515331,-0.02329005839694503,-0.01819210581995255,-0.020593468870734027,-0.03209425337181174,,0.05360055903370799,-0.021173122309470063
PMCH,-0.013316777805092599,,,-0.022180395864911093,,-0.013860468533594432,,,-0.019696667550681283,-0.013692346088102266,0.012820671819846235
COL9A1,-0.013084253766572441,-0.01199808701636916,0.028738188620558828,0.10439178489416907,0.16086743668161102,0.051464739969581126,-0.02346576820075349,0.08455745819512933,0.049599328594183624,-0.06292236662155973,0.0677244628919561
GDF11,-0.0235249416283601,0.07257903280986565,-0.0008188024624903989,-0.05250056673733233,0.0980824607673216,0.017166595516779796,-0.04775775250769693,0.08087323427368905,0.023549270380873073,0.045495322910647555,0.07275182791046388
RAET1E,,,,,,,,,,,-0.02322676473439662
IL24,,,,,,,,,-0.013201399708284472,,
SORBS1,-0.012106816547405534,0.021365514217067644,-0.01916639428558701,0.03468151517493282,-0.03818343776470231,0.018616198046668628,-0.018837667514920893,0.043003564327811425,0.0030823717006954027,-0.0054516679531404775,0.05943276812604291
DLL1,0.07369397981468004,0.03768027194136546,-0.0055802914924358805,-0.0322975020603693,0.09964478991363405,-0.0508520082006106,-0.011852680082846605,-0.0015332432536695735,0.05683476360923552,-0.022700816832464745,0.08316846152432746
TLN1,0.008920032997343815,-0.0046545334162569904,-0.03963763294356535,0.006554065334800585,0.05408024819169575,0.031879412213414955,-0.02793874136597454,0.008936833808092398,-0.033693270617370645,-0.020641427795725215,-0.010986453381455135
COL2A1,-0.03808711278628365,,,,-0.017258875295897938,,-0.014372788895117757,,-0.03440688604685183,0.055026642536217175,0.025256592779687143
SHH,,,,-0.013668142372508596,0.04172129804720621,-0.019211170013382566,0.011054631566464834,,-0.024095525640050613,-0.019818993055480152,0.05004406666325681
PON2,0.003948547701181332,0.01819655770980516,0.015192473155438962,0.025396231115239226,0.07895093645698133,-0.01707760919517526,-0.010932252685060161,0.035333629657371024,0.04245431023032545,-0.06910923839197051,0.06305123005974754
ICAM5,0.09857464358213083,-0.0199368255309636,-0.023599259710030143,0.060500830475429174,-0.03372552891504793,-0.030768358812645176,0.11548130255135425,,-0.011626298469761804,0.0020959924520268366,0.06498497344478568
HPX,-0.009618999434389382,,-0.022078062009825847,0.0665046036446016,-0.025132518120792684,0.010408907791639664,-0.014132897022483038,0.005191526929253521,0.011548847480646461,0.07685443427451433,0.12928955763131292
SFRP2,-0.01667826709369396,,,-0.015566532947607674,0.04180044431251616,-0.015487684205796652,-0.02690980223880279,,0.05824904527659651,-0.036926170795343924,0.0034824957571092247
CFC1,,,,,,-0.0119172351997929,,,,,
CD70,-0.019036536569136377,,,-0.02645867689771976,,0.06591799516895731,,-0.034831583015800194,-0.03620897470185924,0.031069843451213826,-0.032303423775116934
HP,-0.00308667269807737,,0.03197140280409315,0.048117005654557704,-0.021562046500743663,0.09523238565342575,-0.016499046950961795,-0.0057841799151220705,-0.009677454947072995,-0.04220909739347049,0.021560159485160754
CXCL2,-0.04681302467414252,0.0031397386999828724,-0.02684339841091292,-0.04252861695225941,0.05128768802374638,-0.024596105519481087,-0.027149803391967587,0.0888263590059906,0.03313762020568811,0.008621712843473985,0.04168760454983669
NPPB,0.06802868632531449,,-0.04376156169162421,-0.029026449983947267,,-0.010435215799258104,-0.017652302972968614,,-0.0384854777803084,-0.020464626396397925,-0.021477774527658956
CCK,0.030116918356514488,-0.039732795115454876,0.06803796049541298,0.0025985218378753307,-0.09064561007620223,0.018743537848988138,0.008899459943271341,,-0.004915566822647143,0.014125768736488197,0.047772422735797467
SEMA6A,0.01701648844775864,0.04360923665463358,0.03316948262158813,0.02058029873442698,0.03681056289680053,-0.008130876510582516,-0.034866512105204084,0.02944176323400434,0.029923412668252575,0.013337804940056524,0.03296703384588498
IRAK4,0.00605307550455862,-0.0016863279410028534,0.028421823584949463,0.03441090216396892,0.009015818082009066,0.03150645233878537,-0.017713587855845172,0.055395683159567326,0.061726095102141776,-0.057419013520746964,0.07944741848441404
GSTP1,-0.019324741961072697,-0.027693436481420676,-0.00973373193098248,0.00015454120152276173,0.0812806017477436,0.056461434624632864,-0.03764469271383369,-0.0524773734447382,0.05960413252181549,0.04184143148542375,0.013053939742475554
VCAM1,-0.029604098075080378,0.036753232145940895,0.10346146178669649,-0.020833220738222222,0.10835601529295821,0.008971632490900048,-0.03130665224069716,-0.02822366572896784,-0.0011389673325652439,-0.0450867902341921,0.06391275492082273
NXPH3,-0.020195222884583763,0.04697155696159624,-0.062357172105871016,-0.01492158102575675,0.024352951841664517,0.0002720287160503235,-0.020952784109138062,-0.03315280956912055,-0.013998695165008164,0.006977786266861627,0.0595638184706722
MTMR4,0.033049834572147045,0.014299801876364465,0.01154447222242212,0.011402159845071548,0.001042829726312196,-0.039859702400488056,0.014052496896335477,-0.0663253507697625,0.06895127477082486,0.05475822620606775,-0.0004329082082587162
LAMC2,-0.01270269321221339,,,-0.02076395200931226,,-0.013136772494917565,,-0.032094272612470436,-0.017337142058654328,-0.013290557580721821,0.030152680859928758
IL10,-0.026839394512279065,0.03869265713655335,0.04425799941286991,0.0985552169326383,-0.02264749787764112,0.09367712208126903,-0.015801320800281054,-0.05589563093151134,0.11480225671502521,-0.0330962073654347,-0.018377140708102976
SEMA4D,-0.007102023273278841,-0.0033823320565200413,0.08879183129163166,-0.017850240237441806,-0.012398548494495898,-0.00853864997901854,-0.012711926144301883,0.051400103707109866,0.07068089174152412,0.01828331419025032,0.05628479727703446
TRH,-0.002355819721769579,,-0.017051383318450696,-0.032400206941418055,0.00883910175586043,0.0022920296120970897,-0.01011215195712239,,0.06837105760383644,0.007734080169473966,-0.024056547802197636
SEMA6D,0.029957945896652054,-0.0003538561612403515,0.0748834697334046,-0.018716830444774523,0.05480831644832309,-0.012845029115342084,-0.020190202855549646,-0.00014128318372638883,0.033170420642180905,0.06729367357579862,0.03549389331324119
CEL,,,0.008440698726062356,,,,,0.015646150279842744,0.09353908212877514,-0.011843817273840063,0.11656577530866509
PDCD1LG2,-0.03543159765547503,-0.006842699666707021,0.08981013985622867,0.03128192601222326,0.06020342602871013,-0.027590203230701365,-0.027030036104402747,0.03659303742430978,0.06253697056984629,0.02394008562966405,0.026176138823222773
SPINT1,0.04534851266909815,0.03379325327299595,0.0016319004158651981,0.0007800950734209695,0.13582135995457056,0.06404254915100277,-0.02319293720258298,-0.0028621203646526025,-0.03089506577482611,0.025495054577735442,0.0247249066451038
CTHRC1,0.03864010014576078,-0.02323408711487229,-0.02003411314236253,0.05162096462108119,0.06135048629878121,-0.02306451940434397,0.025137294533113284,0.05610059253459198,0.020328532854651648,-0.08270058398559098,-0.02016583434497337
PODXL,-0.022701170418054157,0.01497608202359944,-0.0027656728687825123,0.03673639048542476,0.015821447989508346,-0.03394841391833736,0.017601762256837093,0.0149154991787287,0.01303032659752096,-0.02734405438085853,-0.0027487081363072726
JAM3,-0.011925448724215009,-0.0042035552502989295,0.0167844469184009,0.06167885706276708,-0.0016022103046274593,0.008633523916964828,-0.0462409030744291,0.0116415545525908,0.052855336349770056,0.015369654382179423,-0.0373282625285399
TGFB2,0.03196013103668921,-0.020503479632946273,-0.010768672652030417,-0.05181319925765168,0.07396716555086104,-0.009965760426089489,0.055163129238509204,0.009187072577142892,0.07497313735397108,-0.03066458939265149,-0.022403877384642733
COL18A1,-0.0026827331980144617,0.0505044624142495,0.027694899638934924,0.019037061885288326,0.04135400563765924,0.010167043191266675,-0.00701577292500855,-0.010781392170456313,-0.02197438133146315,-0.010794453332159497,-0.020032566497113248
NODAL,0.02951465336838841,-0.014917758597668149,,0.016980279150419886,0.1308111658137493,,-0.024267921107283687,-0.039876677832417086,-0.01630683839614227,-0.015198749403796985,-0.03292357335743347
INHBB,0.01258922296651365,-0.02821220465507713,-0.006842884723269636,0.03369243826564064,0.003203983498711475,-0.04296551715471642,-0.03096248996024581,0.05809205487081074,0.023142149289950804,0.035267398711639086,0.010925312850153478
LCN1,-0.012702696070371085,,,,0.16374256566610376,,,,0.0385985232959792,,-0.007478689678011622
ARF4,-0.011108043910047464,0.009120173907936964,-0.04214453914940498,0.00984937060554099,0.03757595222225204,-0.013588970226717609,-0.04920019319693881,0.02007601733745687,0.04743959626358601,0.03543617639610318,-0.06880235107351398
CXCL14,0.0960017170217436,-0.04192239806277909,-0.04180751847558172,0.018469640650702977,-0.05940578421289636,-0.04383753116030974,0.009989749977609435,0.02831875011242798,-0.0002568384645395355,-0.0315802116424077,-0.01685456393593312
LIF,0.004309266128079381,-0.0013258713983143697,-0.0168174875906925,0.02326204691453744,0.005420438879342433,0.013695606025241,0.05052698783784261,-0.05164822985426034,0.016091799593846667,0.019977384585985438,-0.03465826217172032
IL17B,,,0.04296574544647293,,0.03778195197337511,,,-0.030646049746950454,0.010238523277678113,-0.018908656556880593,0.10303270961907508
MMP1,-0.01751276415130216,,0.0026856355771589483,,,,,,-0.02538264502047173,0.06751323177677358,-0.005169857478260078
MATN1,-0.016678269366508198,,-0.02723953779394884,,-0.015879199209842078,-0.010566273926902046,-0.014372787106492951,-0.033487189034298516,-0.027237879643845202,-0.0007754332144413789,-0.029257902706661745
ADAM28,0.011041738429844622,0.04099808540850596,-0.031157056527047533,0.04620704626858668,0.06568386712054025,-0.002712184444539174,0.01917694417237273,-0.04996952277870511,0.013999744648983613,-0.0536044584096105,-0.0011330961534548312
TCN2,-0.046603415960494506,0.04317186579118928,0.10416226161094184,0.029853606227095687,0.11131357985134638,-0.03282936317042179,-0.03229900247640202,0.01319986090468933,0.03947163908891827,-0.04455841027774788,-0.012543364798111613
THPO,0.03946914475638735,,,-0.02772916088330903,0.07941666641908263,-0.021692102211512458,-0.01437278875753121,0.08827114973930722,,-0.016904417338613982,0.022292553859449015
CUBN,-0.011058746803570826,0.05609464914030194,-0.026745366861420674,0.01955505691157456,0.06163855869207189,-0.0009626000813780793,-0.025460674504639222,0.003870451834027892,0.07214455682836203,-0.019164113219373627,0.09480897393761854
TIMP3,0.002041989126777783,0.01758069200630022,0.01448547303580523,0.027011084698810375,0.07179915026551777,-0.022035537195501255,0.06617506583545202,-0.07549352213995882,-0.019367506950216877,-0.04748029194208272,0.01703587136675686
PIGF,-0.01951979445536606,-0.03300656035773744,0.022327302290277486,0.005135893798891513,0.05887377823358343,0.01633733071078204,-0.018775859439319635,0.014862147677964609,0.055604235125075153,0.0038755519375396797,0.023083827028322772
CRH,-0.01488272081047483,0.01542560826940401,,0.022873641416111007,-0.02329004874030367,-0.01663378161002738,-0.019658273087481255,,0.044455743101896074,0.06782493293320009,0.04309113600235062
BDNF,-0.03496396134849735,-0.016747705637698455,-0.0015734525600104839,-0.041346957104237,-0.05505758243483366,-0.04825260678775659,-0.0161874516050703,,0.022938998530660937,0.005843171192858403,0.004257401592893255
