,UKF248,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,-0.01776086366148777
BMP1,0.05906508300786031,0.01351039171954579,0.1310141504104243,0.0028490110488937135,0.05217825074227094,0.04810408562818157,0.06989443314921569,0.043450884748530864
NDP,0.031931961410455754,0.03176262257317248,0.008736529793455043,0.008915930610788336,0.08824174308331716,0.04365975620312207,-0.05005373711331044,-0.01568747457119604
TNFSF18,0.003924210789750911,,,0.11481606724796944,,,,-0.015433495967181972
RTN4,0.03627835214723693,-0.03603489145859865,-0.007160264579615206,0.08927570381849977,-0.02388862437957645,-0.047367373619549395,-0.04140075064441147,0.008026080105831489
HEBP1,0.03467830041449214,-0.003946408890711841,-0.005663843299053107,-0.06363995087697583,0.029219279138269313,0.07121238017245032,0.0012065992556835666,-0.041089443422988564
WNT7B,0.011439028475498686,-0.022753995280856167,0.017547077791232827,,-0.02065273990142372,-0.00433803650756556,-0.021233128635041478,-0.016025296602966373
PTMA,-0.01447391792980557,0.0002400457527979606,-0.07502070006377855,-0.04777127993465277,-0.0267692631028474,-0.017800025245067415,-0.02096153550421546,0.03296741505177979
FASLG,,,,,,,,-0.015403990994402145
CEACAM1,-0.015803933433607528,0.007655498247530953,0.12243298711546233,0.09396491760551452,-0.027123731876535242,-0.02758097258927668,-0.014092736283339454,-0.02143239103424656
PDAP1,0.017137184848074534,-0.003096348640512581,-0.01248457010972636,0.07635270524862685,-0.004842266326051122,-0.023855261315604732,0.02827063089551538,0.020001293889554603
QDPR,0.006459862933636315,0.03795294506597005,0.10702345125197195,-0.05898781131509396,-0.007893041744071362,0.10434220896879429,-0.057352859944106764,0.05332774563742303
POMC,-0.018227359402176072,-0.024467732455495543,0.021971291599743467,0.043005093429446466,0.09017931443396474,0.0012208874758802399,0.04029762189517309,0.010256277257811797
CCL18,-0.01972181570586629,,-0.04787008323911987,,-0.021928188602430124,0.019947326293394504,0.016031107282569915,
CCL17,,-0.015228933061595151,,,-0.019242974940876335,-0.03981486545046625,,-0.013961987666027178
VEGFD,0.015364258965531882,0.018494598481305198,-0.013202431538674023,-0.018297784916097487,,0.019391596350907564,,
TNFSF13,0.007678228234211833,-0.01050457719230214,,,-0.01275488758481153,-0.04327739751771466,0.031108133817953198,-0.022749893542031736
WNT5A,0.04403119320107451,0.052005646230341686,0.07339427363303046,0.0013220036984130333,0.03205543854407867,-0.017844248177098298,0.08072973830474563,0.04941358020219111
CXCL8,-0.04261849933614182,0.007355722435847475,0.01847898567635962,-0.07774536558664957,-0.00224306381313322,-0.13343866340576777,0.0504003106882574,-0.0016008713089068717
GRN,0.025947372801097393,-0.034154118675810384,-0.034602746990066005,0.03740827612855398,0.0700312055850809,-0.0031617982848738744,0.026692217507196577,0.024031767567417317
MIA,-0.03929267367739114,-0.013634860179967699,0.12730011085724896,-0.06937930189057687,0.1330355806444302,0.11915888590301593,0.0041491242297669465,-0.03683186127266334
COL4A4,-0.023685740427607602,0.012247248490784842,,-0.032577669213718616,0.02358298774280676,-0.034025960908510205,-0.015561473639476735,-0.04100196863922925
TAC1,0.015763861229400426,-0.017053147436780568,,,,,-0.024313984862597327,0.07308122165367
RARRES2,0.00840436136222124,0.06759567330912016,0.02420335137917485,0.07532630650145906,0.05925651992425865,-0.06259972774464533,0.05802744010363987,0.027864754116154383
FGF7,,-0.026994696835559745,0.0014749281770313847,-0.017196679235461195,-0.011205596692144134,0.030288207575876847,0.006098778000077691,0.05388378159955929
EFNA2,,,,,,-0.02621386864255026,,
HBEGF,0.03332845569784528,0.014836091344216113,0.08461986069285425,-0.10398779569661579,-0.02378052516594433,0.0176159228040686,0.05537292951207271,0.07301708031337369
CSF3,,-0.01815156035249213,,,0.05038708454187126,-0.07045577582602834,0.05657608737450322,-0.014699819121508003
PI3,-0.02074818162891755,-0.012117214629143074,0.0763990100334446,,0.010957718885104707,-0.0895314701734609,0.06433113917417523,-0.031937823414887136
PCSK1N,0.005740489112695592,0.006850147346726163,0.04698838323925297,0.0005503045151179534,-0.013475589169599768,0.01871686078767979,-0.025033006922914422,0.007536978613162811
NTS,,,,,-0.044891857417196465,-0.03193662450748211,-0.04671413134378575,-0.021768427633721117
SFRP1,0.031241374464391007,-0.013287832749183917,0.010703173467971384,-0.02447424105219026,0.008335093344413312,0.011499045728383537,-0.04285753698335174,-0.021262584524559622
CXCL13,,,,,0.07200774408987054,-0.03454589656009521,-0.032956704096007025,
MICA,0.05448619760271152,-0.013582685840078322,-0.05465782818947657,-0.002034828135217471,-0.021084374936936965,-0.015283368195453423,-0.00719673791127197,0.03978659554820225
TG,0.08082142205425176,-0.01433967678409954,0.1087740474974568,-0.06644819110804898,-0.007971325659067231,0.11860392320217493,-0.016628089310956086,0.047093873346223
ADA,-0.01882734412336006,-0.03700659166423376,0.005196975711761185,-0.10487957701043521,0.026866301671196944,0.0027488210375837597,0.025995629304077124,0.008783714178002324
LAMC3,0.04297958831252954,-0.051545403541840736,0.07266967411881468,-0.017601807487222818,0.05801293110675689,0.03306574331523424,0.019146396447836556,0.056455934906406796
CCL7,-0.012544740843847954,-0.01036756340398213,,,-0.02884078391868329,,,-0.015403985516926814
NGF,0.05875481025152152,-0.02375473575854388,,-0.06601183280625894,0.005652311787444017,0.07292566469997805,-0.009927098004666561,0.03527071841171672
TNFSF15,,-0.011544788921364697,,0.1262427402226066,0.01842990210902257,,-0.012546251761897125,0.024103396265290396
HMGB1,0.005430691251189331,0.007557960211968576,-0.11439190285830791,-0.08745990625500574,0.004061501615149588,-0.01577277739180884,0.027850878047603837,0.017067638916827426
ITGB3BP,0.045676785416401564,0.019059650298934895,-0.10690319577682281,0.07871698192971928,0.09037802114545389,-0.002390038204979153,-0.006481042929967114,0.01872627218259115
AANAT,-0.018200510415354733,0.09748531296639254,0.11258474910188239,,-0.007191587477983246,0.011544783996724576,,0.008955685137790622
RELN,-0.020367956394531775,-0.0182335955038965,,-0.06215144009078103,,,0.03316736235209294,
IL15,0.10486977311698767,0.01637630238647556,-0.060852860014036406,-0.02737607272463198,-0.00740424433507529,0.0017148519020278813,-0.0306041694185251,-0.047591642731151546
UTS2,,,0.06696863702593035,,0.1008434181409367,,,
BSG,0.02790157642269177,0.026913477931957197,0.08195678244488722,-0.05624657634826457,0.17324507520395813,0.005665589208199775,0.05141048863429142,0.01491638712254027
ADAMTS3,0.008001841275354775,-0.0046064989955378706,0.032304294711120334,,0.06155096126618111,0.008938449651213461,-0.028905991559906176,0.048252994677407866
CD34,0.010065173141409168,-0.027218326671176116,0.06939596407977336,0.0989536782842009,0.010499572430141582,0.11248713652773996,0.04393484624569673,0.01204812771139257
PLAT,0.08660388645025194,-0.024796583573875864,0.04446774920112517,0.0042718034440638415,0.06302995028590981,0.08092794905212047,0.037181434918749916,0.0001598780823839335
NTF3,,,,,-0.014837385919832774,0.10169173647679182,0.012871277987940863,
LTA,,-0.013287832127558213,,,,,,-0.02193473131381276
CKLF,-0.009445978467730936,0.049806357151328286,0.015653010692116404,-0.07396149498989434,0.04237686563756629,0.07630970081316944,0.07992500514146313,-0.011807192300034281
CD24,0.052412827497899744,-0.016733442112754092,0.07579803338168992,0.08256945248350725,0.0021885209546609625,0.05347241739657297,-0.06523431267100774,0.01164485746396488
HSP90AA1,-0.01813777187360774,0.02809642476452827,-0.05288135919038947,-0.053769000336448505,-0.09224978388261428,-0.16572003355273032,-0.04979859397099183,-0.022324907850664506
BMP4,0.021065561822820714,-0.020968720353926176,-0.0039316511374293435,-0.009862273110486661,-0.02429701946604119,0.06727902647436883,0.038246106977826606,0.06630365540584346
SCGB3A1,-0.01254473958939063,,-0.05393094732636718,0.046249044991134435,-0.024283206454936857,-0.0062172799130933345,-0.026054606014668035,0.019977263197711616
IGFBP4,0.029533245668683046,0.0015062739868287438,0.07484481407722102,-0.0205447535111727,0.001586622332599695,-0.07010070190339616,0.053137339399999664,0.06805782649075195
RSPO4,,-0.020339355104761304,,0.004947450480033853,,,0.04699963295027626,0.02884440959914005
LEFTY2,-0.014598773341617502,-0.02969050525186518,0.03840139607875084,,0.011666135035981844,0.023218463166494736,-0.02386230969027011,0.012284316900026095
PF4,-0.013013153598736048,-0.009045494816796198,,,,0.04549870752475703,,-0.02193472623795323
ANGPTL2,0.007819815463283624,-0.024980143872298563,0.11139062027180395,-0.018636703900225125,0.08025191462065273,0.061572715998949715,0.05020783542473988,0.050519952987573384
LRIG2,-0.025386182884578213,0.05698949453168542,0.013349140952015615,0.002433892477309248,-0.009573047580189493,0.07379787146383267,-0.03285250536796461,0.04440037156231185
ICOSLG,0.06702567438592724,0.052378225560199214,-0.031208414078607517,0.02742624855869086,0.054737273973267296,0.04158431533477184,0.014772124880910861,0.06265402711101542
WIF1,-0.02341505769287755,,,,,,-0.016311327814426888,
NPPC,0.0479388094629367,-0.014031793137994459,0.06268847310480291,-0.02692219943233436,-0.03246647488529767,0.03864513978106882,-0.011599085966476836,
LYZ,0.03291489710006231,-0.017195062186541987,0.04255447166391186,-0.029537907408826943,0.08404688511183302,0.015430759362420955,-0.02749394943242754,0.046484103196406716
EREG,,,,,0.160103243385104,0.025093162659161495,-0.02185467124033593,0.032867496854714094
SPTAN1,-0.013737979038370984,0.011597694280392493,-0.015335533502161854,0.02144596721397498,0.028240748292055074,0.015624852584694336,-0.01954618353222732,-0.007686476127863597
PTH2,,,,,,,0.038036332053162765,
LIPC,-0.015931520444501877,0.054484583785213085,0.06264528631116083,-0.0500243066570009,,,,0.03391562696241324
COL8A1,0.05999972131455147,0.030801519014540504,-0.009847702489708494,-0.08506221227663299,0.08248035939858349,0.07393423030989169,-0.03242775810738117,0.035663367706539176
GSTM2,-0.024086165910026804,0.0034344674903961734,0.03169048208156298,-0.021918542432928796,0.04098466533788481,0.048077918299321,-0.03725227345498531,-0.04832357590308597
IL4,,,0.12711019882615487,,,,,
SPX,0.04129127510129603,0.018359917952028466,,,-0.029078606880348305,0.10604751600809044,-0.043181395238132275,-0.04116070415890111
MFGE8,0.04014815946480279,-0.05882709320743657,0.08170777209165549,0.0478385798051301,0.04271552830588671,0.02221815737442203,0.032407636964127344,0.04127089892533268
TGFA,0.02827157504990616,0.016516171372142632,-0.08709432674982932,0.007610420284805793,0.06660610639980534,0.022882640911545894,-0.0011861435916064116,0.049473630926939786
SLIT2,-0.025701161482061308,0.0177114144579413,-0.0649899869136333,-0.03399148130545622,0.002894312905055541,0.04499921682117003,-0.06565310850077559,0.04496658491210538
PLTP,-0.005104959859662954,-0.050481977433692725,0.0968586622066365,-0.024283170859233635,0.09899290070141348,0.0011318429693847269,0.02077376428558448,-0.04903691765325802
APOD,0.04620219877010671,-0.015078322340399103,-0.0029651550796939478,0.003317705517432934,0.08821013924807047,0.1428569793852001,-0.004878968404217409,0.024280037829887254
B2M,0.10689855534608206,-0.04343267085965799,0.1308590333814165,0.038575814347660504,0.14710233837774447,0.05534253770205542,0.029800118470378893,0.013695231775729977
OMG,-0.039944604230273704,-0.0387951380547357,-0.04106124191234621,-0.09519716277270164,-0.007885240936264606,0.15622663442153364,0.012133703881581762,0.042515098906990484
CXCL3,0.021386981935058967,0.029435318973353126,-0.014701360547020753,,0.09926938015230899,-0.04171342331152718,-0.023380374014498797,0.008057381016759601
CXCL10,0.013462840118118727,-0.01496634761500636,0.01430648785391911,-0.016488264271667854,0.07050466774349927,0.10625772294965811,-0.023975907580294005,0.012477197539296034
RSPO3,-0.017040434796894727,-0.010504577537266264,,,0.020991228712519395,0.13118810157034755,0.017887992530949096,0.17451293521361225
CORT,0.011207677809421293,0.06673117181048852,,,-0.03288612601319704,-0.008784001465160021,-0.029182462731467927,
NCAN,0.05154737088043258,-0.0007789284553596672,-0.014365164758971706,0.0007012284549420013,0.07550530409497568,0.11157720663463849,-0.015059668088605729,-0.00718204922261213
