,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk
COL14A1,0.12322048805264861,-0.018408406382441764,-0.0055909000679242905,0.022159973716380153,0.027630931330662245,-0.028377708995898178,0.06422693670314253,-0.04132959909752923,-0.022564175579572056,-0.01654216383005925,0.04101028945816389
HLA-A,0.04541487254656498,0.009453744972703803,-0.033564178874230584,0.04154663648304548,0.025699023407510665,0.023000652779072372,-0.016909152566312927,0.018404252850952624,-0.05589981300931253,-0.06640589528523351,-0.013762159316128378
CD5L,-0.014446435096783321,-0.0008724911586217996,,,,,,-0.0025276574160004953,,,
FGF18,-0.01307141265578313,,-0.01191087527470013,0.031928009352181666,,0.07314731634103985,,,,,-0.02340150571288649
ADM,-0.04472786989490251,0.06463055581539145,-0.03224178787132013,0.007510186991830154,-0.014886708733453383,0.006230564710084927,0.04412931199519125,0.02547878490501007,0.03170819281032624,-0.0449216755087062,-0.05246714924604077
CCL15,0.005689979963009666,,,,,,0.04025063259405297,,,,
GNAI2,0.05773382617413042,0.023232729199778205,0.022580796980930205,0.02017484735183196,0.018663018305916948,0.01786321107461272,-0.018296016570296607,-0.0012239059993142188,0.0039020612191282907,0.04584058994581551,0.022325944178507053
HDC,,,,,0.04350362083324718,,0.02083187204340648,,,,-0.01704630175888883
COL11A1,0.03225014749888351,0.017588644030284047,-0.04386492795010277,-0.08426631153993663,0.0052134607338130455,0.004823078472637692,0.0046274007824182945,-0.029683110356880735,-0.0038935888207182806,-0.0036258406105220712,-0.028572970732827118
NUCB2,0.004655665778442777,0.01569692680185127,0.016581351976750872,0.01808999179011787,0.016159816065030117,-0.00898329251883025,0.005516632625633802,0.1106371192798703,-0.043220884678684776,-0.004231523377235384,0.04777920091609134
FGF16,,,,,,,,,,,-0.016796914378006806
CXCL1,0.02618530741771463,-0.015825172052812673,0.00919684558222741,0.07961157098388214,0.005687672873618382,0.0318538124915054,-0.029134387301035056,0.014693504663566698,-0.013342365422749906,0.005025659299877298,-0.0539308539425737
VCAN,-0.01094542663473853,0.034283711449497246,-0.004537018881049733,-0.05630389450169424,0.03170534943566448,0.012449409498551023,0.0010617537088540283,-0.017533227492401132,0.07227669797891056,0.07008519889026785,-0.022598075419103924
MMP7,0.06568718806367736,,-0.023679630257742293,,-0.015434687344512256,-0.01666961426999018,0.054955950859322755,-0.014390820533119181,-0.01520099783115691,,-0.006559260284270313
PTPN6,0.00078320796975643,0.07264867843892196,0.030185956343655913,0.07087520520694252,0.036469071347111894,-0.027829556919094812,-0.013481702680964505,-0.018584668288485116,-0.043429335454716285,0.029630860575419242,0.048518225274369484
PTGS2,0.04154440471768079,0.009022036790380212,0.01432222659646654,0.0905702950572384,-0.02790960313667141,-0.0002789299908526253,0.013173775244188916,0.015297245416897755,-0.022701584399819705,-0.03534282525518749,-0.009422740347207186
XCL1,-0.01583070897467671,,0.030632651300047435,0.018418588331065782,,-0.027379217720288746,,-0.018876661897850273,,,0.07420254666122542
CD58,0.012573619847230688,0.05191073721931949,-0.018486798169610245,0.05542767281884375,-0.012057373308164704,-0.003916281784914669,0.011661290276964428,0.054420192472240905,-0.020452239697603618,0.04613081383055221,-0.017683695654082926
TNFSF14,-0.015951071288448426,-0.016505132729481942,0.024779368940062198,0.09711586064635286,0.029519364162442857,-0.04415022675226615,0.010081952606606936,-0.04099024655982745,,0.01264484660280022,-0.011631541738727326
CNTN4,-0.028043900509803828,-0.012920165248928823,-0.010767608883414123,0.019601081106449796,-0.038530705376024224,-0.009448781936952063,-0.007580820164379422,-0.06231667050518007,0.019192273370797062,0.02366748960876099,0.10001652822628695
NTF4,,,-0.016393147564600925,,,,,,,,
INSL3,0.03273028442138394,,-0.011910872938451464,,,0.052942337449012195,,,,,
BTLA,,,-0.018906175120709315,-0.02038566812601646,,,-0.020579392191718202,,,,
MFNG,0.001896533393099481,-0.005573618513102213,-0.009285323228527336,-0.010496252715467414,-0.004871001663374151,0.011471006010656142,0.024285415626311146,0.0016096867423256228,-0.0026572219980561113,-0.015977359971679646,0.0032049279195067353
ICAM1,-0.059736831032209746,0.022534306789776914,0.011130569736446879,0.07547349684249487,0.052739209637164254,-0.03445533063006505,0.04764124956816193,-0.032506741538195986,-0.04492164498868557,-0.07317608288853188,-0.0056842052596320376
PROS1,0.008828416505575063,-0.010904364732367531,-0.04800278940655824,0.05628376174858403,0.01831246353357356,0.04052107561374748,0.00592093448821324,-0.014422381668973793,-0.02983035705661543,-0.06569657948201285,-0.0054524978904911085
CLCF1,0.015363030294643143,-0.023600280151659728,0.039804754625759026,0.09329779677634464,0.020923910224939477,0.038633511249303275,0.0017093370574988275,0.08780017877965209,-0.029289178482179646,-0.031585827970625084,-0.060870990199085095
PSAP,0.06140376859309558,-0.0695681335144405,-0.06144130848960653,0.05869087562318375,0.04320356938794742,0.028516472210469913,0.06808490311381755,-0.003774672076956827,-0.0641701995306268,0.018153682471874353,0.03201644133323213
EFEMP1,0.037457418245666924,0.07223640651277378,0.001061803618166051,0.03883673477350516,0.058801049988056284,0.0027060273946092755,-0.05277384953510486,0.06473845573825854,-0.008391287704442153,-0.016740362111087734,-0.07136250105932686
C1QTNF1,0.002745470399983474,0.010490947835218978,-0.048702547194392674,0.02786064323033749,0.020786063925597214,0.023613393099326096,0.02677949564369602,-0.023961890771470245,0.014485574375842443,-0.08317297751546866,-0.07356422046717791
ALB,-0.021924804476918896,0.05310040556107755,0.034163904484458704,-0.04008292460830953,-0.025889746100418345,-0.020985184211472486,-0.004734357657659367,0.016565055912319927,0.07891772295370167,-0.006189873739527862,-0.024134503049973822
EFNA3,-0.04905300306611405,0.036107232307555755,0.01794314927228307,0.0026933296513660795,-0.044534777552081614,0.056030601384695476,-0.015031570185090404,0.01784044381081862,-0.006052437422704568,0.035395448860276756,-0.03978271024587531
DRAXIN,-0.03105037484005856,-0.007457985299485873,-0.04327620968238235,0.02590445994444645,0.036456238089834794,-0.015303333507455984,-0.03288935549699932,-0.019700758385703714,0.01244531503117354,-0.043625305994693095,0.002036925360341831
RAET1L,-0.011047443296598968,,,,,,-0.0030933046158508593,,,,
NPTX2,-0.006227785664316875,-0.012055016597486798,-0.02457405564814001,0.009417008156507247,0.004675795526454571,-0.03838612824053578,-0.03837284632182893,-0.030636866097519543,0.004379392906649718,-0.029319114245424646,-0.011138906811547281
FGF11,-0.04000711482887657,0.016385828204759267,-0.008445454748374515,-0.0019311109706174167,-0.0036813249409390772,0.05135091521595478,-0.002650511188458575,0.050777729976349335,-0.019207253580850375,0.002809909011930007,0.016651828915134385
CD59,0.07269612187418929,-0.03589933455251768,0.023408137417618838,0.09454182499114641,-0.027041100557027815,0.057788375036464744,0.024821504877958304,-0.02566114516510348,-0.06837628723812082,0.059394511652025944,-0.00907923324949921
COL9A2,0.03464488752865007,0.017594491976153846,-0.005413372239458676,-0.07669779338487687,0.053623179215490764,0.023443181542883433,-0.018306484457596542,-0.0016978376405402294,0.016174970176739658,0.007784250838158076,0.022979214304496693
DLL3,-0.06884185450835525,-0.05051958455332101,0.026072210167517634,-0.04868678940432075,0.00531310431919181,-0.022318066520709372,-0.018362713696628726,-0.05951142588415699,0.00822962235335571,-0.010995356439502998,0.05249303597340359
FGF5,,,,,-0.001008706975353059,,,-0.01384040674696695,,,-0.010426092275021337
LIN7C,0.037933776590235856,-0.03414199871404205,0.04436805764036348,0.0006140017938140553,-0.011763796245503192,-0.019302718482845534,0.05899081281846684,-0.05038719195494864,-0.09379335077553859,-0.03176321368997737,-0.02463262698267089
GDF7,0.027187262330121562,-0.01386425669590087,-0.021252474710888668,,0.07951220214361406,-0.03842904513604333,-0.0029932583327966036,-0.004781234309886351,,0.010647457500391484,0.05192278213348931
PSPN,0.02879925271858351,-0.024979721778319332,0.03859457063960439,-0.012029625980322704,0.02596865343213902,0.07190777404398555,0.004842393086926054,-0.0389151188335881,0.08413461510965857,0.0619727763980436,0.026567349861607623
ANGPT1,0.04624154441458381,0.0046545569689877605,-0.02970131805747291,0.05906463637403673,0.043907682372840075,-0.0014328884034156442,0.02466477651619439,-0.006572553520703963,-0.015586686947644039,-0.019029770475646725,0.04090864148949542
PNOC,-0.05177628037245015,0.017277457072016795,0.020135519938576867,0.034984934886604806,0.010871931750830153,-0.03033392239150166,-0.002321619773969458,-0.01827472533074202,-0.019460175257115842,,0.07245508826019732
L1CAM,-0.07820408832968717,0.03080083883368511,0.013446935880851302,0.057807945828872366,0.016764476944472313,-0.009259302790044244,0.03982442091355593,0.048232092591344,0.022706615588507555,-0.02074241257151621,0.061350128518141575
APOA1,0.05337802774948882,0.013983291075037162,-0.01854921665670532,-0.006268669077078036,0.18044853335913544,0.021163394885809306,0.038373286046799925,-0.006124507613151083,-0.030427062934530853,-0.026203205769844903,0.004743731191206377
PSEN1,-0.016876136615942505,0.03960857065914643,-0.04453044538272198,0.006086100469943313,0.016676049770910643,-0.019896179487698,-0.011142993230144366,-0.019552192787393455,-0.02816940651980097,0.09598950702130235,-0.02560283557329868
CALM2,-0.11024838039160631,0.04739685308183191,0.0244887887156286,0.014448620278960902,-0.0038952104024303036,-0.030293137998336994,0.0064400980995215,-0.04716560384557647,-0.012879022817823533,0.004002109055545303,0.00031397220282920144
CLEC2B,0.02502492350515819,-0.053062761904462595,-0.02309656671177811,0.09768791683118778,-0.01986163736166199,0.01699116617451155,-0.015348964317161562,0.08896760607230399,-0.0265012896527575,0.04807727532738435,-0.07663406195795189
NTNG1,-0.01604958116128225,-0.01873175394750669,0.03870433360893692,0.01562014874044646,-0.019909905060704523,0.07293476660048352,0.010590264819510116,-0.0230672476438554,-0.02974775780004357,-0.04730140088051817,-0.0416038198583366
LRIG1,-0.045354657169882164,0.025360727480134557,-0.032924884717018314,-0.08383641450787387,-0.03165592323976501,-0.052149566359679184,0.0032049386045644454,0.04728771552499114,-0.01704762359753892,-0.07407197365371089,0.05211902179717466
CPAMD8,0.04012240747342662,,0.026169631585449677,-0.024826957183118583,0.0838362220118805,0.04420789531742163,0.10901956015846857,-0.013765793404596487,-0.0181651167112774,0.07883366127873426,-0.018476752155313598
GHRL,-0.005792526983004447,-0.017585312323680585,0.0221690707492777,0.022033951005241532,0.029691764248885803,-0.02269849472331178,-0.022672402747723995,-0.015436010918288468,-0.012552125328694945,-0.0027238673332268637,0.10550678152088548
NPY,-0.008789220252471985,-0.029060895951460167,0.0034550929407737557,-0.01891938539031728,-0.04217364734777488,-0.05480758093879017,-0.007370239208734982,-0.06106584711204034,-0.05347028525751668,-0.007692364920681036,0.035243546585602525
MMP2,0.046380992030597465,-0.03579223413842872,0.017512256970158777,-0.01904910011075933,-0.025264466654285535,-0.08683007922759536,-0.0057185142953384595,0.03438738496811335,0.006552004076380687,-0.008399233310802593,0.00050443357692065
LHB,,,-0.012269964976622912,,,,,,,,
PPY,0.055254960064933085,,0.08971608228149243,,,0.05391901457764275,,,,,-0.016253636239601597
ALKAL2,-0.020717744561716118,-0.011128337521760026,-0.01209170152337255,,-0.021145792773189714,-1.9262009938643437e-05,0.03100828010661879,0.036819801601215486,-0.03230145833260549,-0.03990926425864658,-0.0440625632953342
CSF1,0.05639575101341361,0.04884855121637885,-0.016319258875797438,0.014911880006113683,-0.013379843540503212,-0.01195519304134483,-0.02659445704325351,-0.022271063992416042,-0.05578537048111247,-0.009428529727152545,-0.019060103471467294
SEMA4C,0.06496686928238389,-0.058398397543189366,0.005187538942267804,0.03735229729236891,-0.004019603492192816,0.011828298040520404,0.07146178248180914,-0.03918772196939908,0.004405879898654124,-0.017517361420336008,-0.02787119703137029
ICAM2,0.09940059385188908,-0.0016712087814367456,0.008398573622659533,-0.06344310863878766,-0.016599268019360493,0.06048831069520167,0.00023585255837148484,0.04364011611975891,0.014027643433046124,-0.009571722979556706,0.08423901829305869
SYTL3,0.003755279811805391,0.015997553147750067,0.02453888689141084,0.02798996317580362,0.1003054350308913,0.07407798905343618,-0.0073348803082899814,0.17552283945799577,-0.017690077452940333,-0.043577519406593455,0.009922068143403474
IL1A,0.04515963346946565,-0.022205087438887265,-0.022325278985628142,0.07542179204385595,-0.010100726336274091,0.013272690959044786,0.018398970989246498,0.045320633914376136,-0.01890285057459861,0.004947516162638955,0.006423879689663871
HLA-G,-0.01699937730316653,,0.009706851668871211,,,,,,,,
PGF,0.10365577649830897,0.001317849067590006,-0.0010029274116932266,-0.05870474431923238,-0.0040948554636506705,0.03453859403877083,0.009579063380915397,-0.030248976567002324,-0.052254453885999044,-0.058710014870589244,0.15038709651566376
LGALS8,0.028597842650772455,0.056550628603457644,-0.007340916452230332,-0.0036106639564677774,0.0019657178447251194,-0.04215128505074262,0.007367370830643866,-0.04080486490087192,0.010522770742371727,0.03493148611229237,0.01990583948707164
DKK3,0.012697326195214057,-0.022775282256825898,-0.009360200397976592,-0.009439098653892523,-0.014296670884989472,-0.02168702232931806,-0.01134873538453778,-0.011745076331915771,-0.024606042266187695,0.0066635546256809145,0.061312232952608826
COL16A1,0.05381115755691376,-0.030246516091940668,0.017028002421197463,-0.08020005966677178,-0.04351813900507177,0.01975255676556287,-0.013727723778039125,-0.03548096448916359,0.04633600586552523,-0.039786573468686026,-0.03501878248713137
TPH1,-0.012481860213496194,,-0.023582865712464658,-0.024370876877238795,-0.0221699295102139,-0.012206604872451626,,,-0.011835994560696039,0.036296924258905204,-0.03846890004597765
TNC,-0.030932231758038147,0.06236144450588868,0.006439376964673023,0.05098875181412553,-0.00028353566420979005,0.01426825843315744,0.10465691804019388,0.04335507015670545,-0.023415187158494683,-0.03096255622082623,-0.024641321005636124
TNFSF9,-0.02219545358986334,-0.018609117318591446,-0.0212524761404542,-0.006113176773379802,-0.05004650447940034,-0.031964392894629295,0.020360657544173485,-0.031485489812033515,-0.0020487060816575258,-0.04868060837558586,0.026250146731548213
C4A,,-0.010966477816894128,-0.014546755477816838,,,-0.018472272208324647,,-0.016655925266233596,-0.010404288843530096,-0.011429704001793986,
CNTN2,-0.06536697594177468,0.031243176818050878,0.02379993221840827,0.015217777472403814,0.0012311529030063922,0.03275001917660289,-0.006642526580206048,0.048054051883500926,0.052343480979474125,0.061726200211725174,0.1127939848828535
F7,-0.012176995353605287,,,,-0.01864980810488243,,,,,,0.06612363328430969
LUM,0.09261234581757194,-0.0161684050173447,-0.032769747032329724,0.055092114986954495,0.01674220784392117,0.009183522680365635,0.04335743446530083,0.05825433614558259,-0.033426396523848816,-0.08786472951495249,-0.02644112571053367
BTC,0.019731326524733493,-0.017160590034592846,0.005619401857135485,0.04796001487721946,,,0.032184666739145655,0.03165752221369257,,0.027398344724530694,-0.021567639698247845
APOC1,-0.058267433514296495,0.013509374583851659,0.046321723444094826,-0.04783691148041507,0.03254009493762528,-0.019467480887352364,-0.027359305667158836,-0.02983720375958572,0.018032470266816824,-0.02770106051968251,-0.03952432354236236
PKM,0.017775665618312834,-0.10468609489732673,-0.00034351543115185876,0.023859370723510354,-0.033752468986032104,0.02620050523873676,0.038424985011954134,-0.017118991759414285,0.004219204457738321,-0.04683863036836792,-0.07357768342961582
TNF,0.07284438399220365,-0.024350141294852055,0.02937534357008139,0.024045682661211973,-0.027370907533194135,-0.02792585827916611,0.017631067382064006,0.034528289285923226,-0.02471488678583761,,-0.01777486714098451
GNAS,-0.07491946187038188,0.041085767539392505,-0.05229376851504888,-0.025581224379896045,-0.036306900272670826,-0.026398141527354896,0.019584255382424774,-0.009897972990272662,-0.012184951614041897,0.006887404061839058,0.08656296812530263
BMP8B,0.015149320253106132,0.035527708141621345,-0.018787875037688768,0.03079619645957524,-0.046183691869302705,0.0497495948609326,0.10340341269379523,-0.00800471125614646,-0.004120895684057997,0.0234788212420234,-0.030227948157866717
LIPH,-0.0124818571405598,,0.0918192005620035,,,0.003492995847422979,,,,,-0.02834329968708147
CCL28,-0.0175572847221908,,,,,0.0395727560583771,0.02498493559275265,-0.020689245222307456,-0.009386457843977918,0.04761085069238796,-0.02689258969449061
PTPN11,0.019533605636229516,-0.05980402829303256,-0.016950558218441207,-0.012021127703327026,-0.022438699649492452,0.016437855061222893,-0.017968852116584184,-0.01711718621655381,0.03986589577271359,0.022095849411503984,-0.007950535997407549
ADAM12,0.12710683476915707,0.15774753022133922,0.002901590115073922,0.04406573840967907,0.04868353629319881,0.022101934644094216,-0.00010771584628441746,0.12522143860646942,-0.013725801852943332,-0.02738334231503459,0.013167176609913029
EPO,-0.01677155769729876,,-0.003242940290337795,-0.026151187828511516,,-0.015582500727720706,,,-0.011835996298851927,,
EDN3,0.00884172576568172,-0.040063863922450656,-0.02338829363983553,0.12587073693226164,0.013970487103137696,0.05665807238112161,0.016396512456916933,-0.024786607311536434,-0.01195812616601969,-0.029267728383463025,-0.028343291710733916
CCL22,,0.14773564912126533,,,,-0.022338701713970573,,,,-0.033416595460915986,
CCL2,0.06257305831517539,0.02443914661736347,-0.03591881064623092,0.08496731972033356,-0.03938412390355656,-0.021648827012802185,0.0349847551985696,-0.019479216569284176,-0.03928752495714527,-0.003690267116801754,-0.07604605847446419
DSCAM,-0.02136606620981402,0.00789030537156172,-0.02048136071917777,0.0012135522066592816,0.057703340728441646,0.015635497824563114,0.022018775167819946,-0.04144235499289497,-0.01646444591055761,-0.021833882792549025,-0.03437830645132087
GPHA2,-0.013911664019117446,,,,,,,,,,
ANG,-0.014210221892667862,-0.00728585257947908,-0.04703831323077392,-0.00929685957993871,0.01853457376974946,0.03137714958674385,0.06057732582447324,0.059366590931660745,-0.04851348114396641,-0.018910387037347924,-0.0383286069884112
FBLN2,0.05504538747305918,0.0257814716073291,-0.017713956810776758,0.020941862828851417,-0.018834148686350045,-0.008537179305874696,0.034867656810886896,0.05798508366287629,-0.0013596558663335426,-0.022298897738570383,-0.06449423577437995
VTN,0.08401488485772747,,-0.02415846485566535,-0.02636596131959474,-0.031437491913023675,0.10681952859182815,-0.019811576739897953,,-0.00983500032070356,,0.044330174382140305
VEGFA,-0.06219042755700576,-0.0140745749909821,-0.03439222802509595,0.0030678755910601855,0.011596091124584222,0.02372628131288108,0.005942305813738651,0.014820027180933785,0.03603529189227252,-0.02021403853107108,-0.06735637907297891
F10,,-0.015825171732834844,,-0.024599888085317517,-0.004185840500084231,-0.01708587525619395,0.038998529646735676,-0.022729014599070865,,0.041412674601887155,-0.023401514136552046
SERPINA1,-0.0377127997715827,-0.05241474980059756,0.0051775237534073554,0.04699062969629195,-0.011986014757207238,0.03718920934489035,0.03693663780054842,0.05150020520971243,-0.020636501738093466,0.042910430255138236,0.006265933710354154
VWF,0.08477950706324218,-0.051996129265812964,-0.005847373987424362,0.06300374215858,0.059475871303387454,-0.02709527181599837,0.029563954081644552,0.06544596225591608,-0.042403587578575444,-0.04162843483549032,0.05135671378872822
GDNF,-0.0195474924268521,,-0.015281706912741631,,,,,,-0.011835995377102499,,
VASP,0.07742375096918927,0.008658245816786621,0.026180431178778985,0.0006674586555187834,0.05578511606841027,-0.04097288393440078,0.03636155776742999,-0.028494177217062197,-0.013725839780516662,-0.077525585672729,-0.03225975422231705
ADAM15,0.06086917983072613,-0.023944518067379475,0.019841432369600655,0.031644762316714134,0.03652095920457271,0.008965309394934893,0.014980741582917444,0.09824333060317038,-0.055002252423449076,-0.028414239590226875,0.033494658369880956
WNT2,-0.021833960498094277,,,-0.021186427100489638,0.019554514106271608,,-0.03528261449914107,-0.02343209860060612,-0.011076736840827635,,-0.03303140181058096
CALCB,,0.011831814107333768,,0.025430676668631715,-0.0011160572313157556,,,-0.01568707785249726,,,-0.027383286130301724
OLFM2,-0.047415721889325364,0.02455663847186032,0.03808656030825922,-0.01120128610951634,-0.009210834137954794,-0.023592299323082544,0.027226551362502665,0.02098843516025012,0.01073337812354108,0.003108886556826112,0.02170548029968187
MFAP2,0.11182850368157848,0.03549256245159696,-0.035731506398278094,-0.02555896243312553,0.048345377276337496,0.02333628608883733,0.044184173975949065,0.01072433239781801,-0.027704222750059047,-0.08049668554192359,-0.0473418285514518
HLA-C,0.024931884734527888,-0.08870798924636725,-0.010379035683495793,0.1041143505242565,0.008999383129769365,0.07468044386051678,-0.021926386415039238,0.023359609961752348,-0.05773174133953028,-0.03576247589762593,0.04845607507645736
THBS1,0.10851164243537646,-0.008626552053595886,0.0034892437820252297,0.091369674953196,-0.006584564903943196,0.0552557245244285,-0.045983701729489894,0.033140013991450355,-0.026550099767072437,-0.04805634240646594,-0.11955259286135556
HSPA4,0.01488458359596096,0.004486662535892612,0.020357717532769735,-0.033214196075791395,0.013586033169680673,-0.03771866489516599,0.04313827127519714,-0.09318317006421657,0.0181556942572374,-0.039032692442889684,0.024132026079180552
LMAN1,-0.0032606079713691986,0.021321134494360766,-0.011760957054569974,0.054065661306517104,0.0078063055329796825,0.002378666108839245,0.00015841738991623946,0.11079325437908857,-0.029776500645362577,0.014192905621130542,-0.055848183879571786
LYPD3,-0.019041560630948435,-0.012779959079517855,-0.013774870183374992,-0.0263659635881645,-0.03198104240750062,0.003932200267454355,0.027899724771459255,-0.018876654065204865,,,-0.006043573251279984
APOE,-0.049555371740565464,-0.026215826336127714,0.007818490562842912,-0.0867509805575568,0.05937955970804434,-0.03595122116203303,0.010998929974081357,0.017100542428443645,0.035016659814576724,-0.03881358792218559,0.041370531436640795
SOSTDC1,0.021344664102470972,,,0.022806405094634077,-0.008785181847917564,-0.03768890433189265,0.06124026978529885,-0.031381693777488284,-0.017997670890059367,,0.05348064074576033
ANXA1,0.0663955601245808,0.026992102576825917,0.015128167220840571,0.07531213811830079,0.02237428233897105,0.05533366687221841,0.04230062614774283,0.010605411604520044,-0.0731081634843714,0.134080257560111,-0.02568697068062378
WNT2B,-0.031809995903325027,-0.018001049038530673,-0.002341582612974973,-0.028342566559644736,0.017425604147553623,-0.055683439288641265,-0.04069951935111915,-0.04718113907226642,0.07309926537887237,0.015850462124639975,-0.018219148654065084
AMH,-0.0232516855774034,-0.017160591839814603,-0.019140772442852283,-0.03273997612621405,-0.04229573498857072,0.08876770690487482,-0.04247422729048837,,-0.03442534796598842,-0.026920531107791145,0.04384784075092507
GDF10,-0.01444643575955708,-0.01437766300741055,,-0.015830204561746344,-0.020631181973434182,-0.020985183625473067,0.03986829369686929,0.03227094005244997,-0.022770897058005474,0.011607034966291006,-0.01016685051324411
EFNB3,-0.07142586320532834,0.025525355351308624,0.007414205770670856,0.05066058067791995,-0.06024592474752188,0.03953475422313344,0.005441955798321981,0.011275228200272054,-0.036868994439743466,-0.004634174922125611,0.04206872722396733
LTB,-0.024601641561089276,-0.020975358892897117,-0.032638429570672485,-0.037554682521853525,-0.03373795220226814,0.01647976668479898,0.044918345812838434,0.07794014183985619,-0.005763494579960204,-0.04775393509874934,0.023738264852812774
ANGPT2,0.07460633358106417,-0.03273263372486097,-0.017452347239447837,-0.0014237307040508482,0.022976790899962494,-0.003784689943024754,0.045419548055641176,-0.03846485365346159,0.008429022131246532,-0.03296071210441027,0.043433928862158376
NRTN,,,,,,,,,,-0.03397674576230143,
ADAM17,0.0528606524228731,0.02905962121776113,0.003111981989641977,0.003817788348012238,-0.02675058653643949,-0.0031619936702174238,0.07129623354750804,-0.019737817792770354,0.008677809516844893,0.02275995615500048,-0.00941479977165041
LRPAP1,0.03987381615916844,-0.009367272856354,-0.015213808162839512,-0.025464498888783996,-0.010755718123682801,0.052060037320382446,0.03968685310236872,0.009069495751088397,-0.023546481272674086,-0.06367385724325426,0.07973961497296936
NID1,0.07297018613440194,-0.020211039210169347,0.0408264372315475,0.028632011614596716,0.027857297787365533,-0.03676660438758218,0.06500175344843906,0.03250580599804365,-0.05673322202316267,-0.14119472241576794,0.01988024132239994
MST1,0.05597916754288916,-0.024066830664179837,0.04523696771961626,-0.021712928573201264,-0.028172324970266317,-0.006460029858826119,-0.029348724288620787,0.021108605311642485,0.0055961463652994025,-0.017669651554878207,0.018171753157755967
IL13,,,,,-0.0028421695724143107,,,,-0.013881375582753971,,
DCN,0.06299837844816643,0.0008569551461281329,0.023215025551118745,0.09979889768581841,0.058619113247903795,0.0005012511527019635,0.0121110445781457,0.014227969622146756,-0.06156008214036917,-0.10072125683941777,0.013942484474131786
IGFL2,,,,,,-0.018472274162915765,,,,,
COL7A1,0.09602490877071218,0.004970727332372721,0.055062494947653626,-0.027617335739528272,-0.009870435473374621,0.03165038964923843,-0.003144975161571827,-0.036397662146946834,-0.03746160424094061,-0.030672807508413048,-0.005759358772052482
CALR,0.04450503706042599,-0.0318964089758764,0.010677614056103672,0.03855508083398052,0.06157321931344073,-0.0022197394514055905,-0.0033438305681266385,0.010494278864983084,-0.02306526234635082,-0.0761551667007787,-0.08803667330637745
PIGA,0.0011567038747844055,-0.009522768163379759,-0.0022049626454231667,0.0313341666867159,-0.07579218253832012,0.049051389860358376,-0.020807018352307666,-0.01650106093226133,-0.029800406919942655,-0.05240224339842994,0.006657711324768388
CD200,-0.03917929078168549,0.0006649691696789961,0.006564210768291479,0.004524423733212818,-0.014710460204569177,0.003144019671264483,0.07536982465692556,0.02492723034435825,-0.011176151158113141,0.016796331170794074,0.012795061899042356
GRP,-0.02316519034621703,-0.01220396251922735,,,,-0.02868044085827377,0.05618056968436253,-0.017349559169625123,-0.011958127965806876,-0.023340547212339136,-0.02656123391087702
CDH1,-0.023243732713796636,-0.005837212771321349,-0.024198277504268704,,0.07188508857849513,-0.04247653242805713,,-0.02881676356338686,-0.019460180661342585,-0.041307901074763835,-0.03846889337330762
LPL,0.07045550666436687,0.046703957357521864,-0.007369191001343787,-0.01929423083152653,0.004044750177854752,-0.015857770981557055,0.007745200624864216,-0.06540558749338808,0.015846451920722055,-0.04019701974886639,-0.07842825967646362
SEMA5A,-0.004570564762006418,0.030839873259258948,0.022575975911805993,-0.002447385702100652,0.0028308758273756797,-0.00320399326330541,-0.013651661195956632,-0.0700713395145915,-0.06161123736902458,0.04803897816246141,0.005184721796953271
SEMA7A,0.044990422583156456,-0.04338239829095634,0.0033036717999647856,0.0063447599094468,0.02130956160270368,0.016924635191724536,0.011613046306481727,0.019827008274715556,-0.04542684776244132,0.07412528654354744,0.029745966888452772
SEMA4G,-0.03017348879734007,-0.019870130850299785,0.013613377321450513,-0.011706006336414833,0.030532292910565598,-0.008622106494231244,0.006372603728018915,-0.0037311119152031113,-0.03104126411328188,-0.04373630905036384,0.03749860555557937
SEMA3B,0.05813291309366166,-0.02320486082740781,-0.07463681741541382,-0.02602135275186262,-0.012977337298206541,0.0034954136108420347,0.059548047945362934,-0.049249417151655685,-0.016873076770139904,0.042286939718011396,0.054373186617035184
RPH3A,-0.0772820389626464,-0.0191176384117312,-0.03452819062675857,0.04517017184794363,-0.0029808078376113534,0.03976913548817388,0.013234058402024445,0.03253739713809905,0.030641822286436998,0.0813340719333834,0.049817597092224296
JAG2,0.07958715664376907,0.03965525463242872,-0.014131399860137336,-0.007871210448934825,0.07549450145536006,0.01903858588034524,-0.04789318511119514,0.04023526159026089,-0.0028316186133425783,-0.01574928352600007,-0.00801092578205884
CGN,-0.029014624849553017,0.02156680002855702,-0.012457172631356003,-0.04326127213916705,-0.013015948966409825,-0.030346781107226408,-0.03978992557870279,0.054035407424280084,0.02065922563282856,0.02210514982268901,0.004969190761462914
GDF15,0.06036852364529723,-0.019102749206578656,0.00040454086776952437,0.0014572896067392245,0.06600773230804079,0.05625107112721293,,-0.006116213364246758,-0.051712027121068996,0.005158871583747272,-0.016924209408488846
SEMA4F,0.03182461215105918,0.03363679661180001,-0.02678987609973267,0.01591413523638419,0.0036204427090808563,0.053838071139510044,0.01884628434413065,0.031801672218907936,-0.02858401445481081,0.014017492582075904,0.04264551931043499
