,UKF248,UKF251,UKF259,UKF260,UKF275,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,-0.00890894489459273,-0.02231172533871793,-0.031128552853231562,0.012090324618426256,-0.02396895762270842,0.03403105697554291,-0.01688667128389665,0.07676538282650078,0.03827104364838452
COL4A4,-0.023341041467297128,-0.01867468744515031,-0.01624393519524819,-0.026319551809714386,-0.02040494829759681,-0.032577732492458815,-0.02429776911500489,-0.0330865238951506,0.12687612859292033
TAC1,0.003162577383380451,-0.049723430865148875,0.10222238968629117,-0.05690718481549008,-0.07377072718112543,,,-0.01964552558256585,0.0015419503530737931
RARRES2,0.015831611063778058,-0.03416389481056344,-0.000682087893927751,0.03550421160459558,0.013700038609790502,-0.026544243176231237,0.011261584455995854,0.033228036996303556,0.034317286922955034
FGF7,,0.029254503659583778,0.009497819770995855,0.03207990064765421,-0.022482857315085182,0.04502137697373732,0.013399848623757905,0.06554796619850682,0.011049002102471693
EFNA2,,,,,,,-0.014422953344804427,,
HBEGF,0.003655455298198797,0.024935241548908832,-0.031808041051543647,0.07252350051363782,0.03944109493995299,-0.03634083445136849,-0.020687404250053453,-0.05304908043019506,0.025364338628829513
CSF3,,,-0.01762033816446742,0.09694139885470983,,,-0.03447162615922367,-0.015733821130575493,-0.0365238302854864
PI3,-0.020446233008916435,,-0.030407383926233687,0.10928349808619242,,,-0.027836830622066645,-0.03418436626709934,-0.009787404020616494
PCSK1N,0.07582364307968789,-0.04194410733156907,0.024288919237587196,-0.10685155071610807,0.02400474236680463,-0.026982169651006808,-0.016246840048643903,0.07463047068202572,-0.041597876846950134
NTS,,,,-0.0272028628879618,0.15683311408976433,,-0.017571631701635775,-0.023299643611377235,
SFRP1,0.05875576267490567,0.015896871029771036,-0.012898952044161843,-0.015414143788651573,0.011256565664408977,0.03407542315530324,-0.03380611825246691,-0.022758218922141693,0.0330047512777515
CXCL13,,-0.0339431297611789,,0.08276487003091856,,,-0.03705667869487058,,0.04018096304736965
MICA,-0.0026002711234447994,0.03865755717037878,-0.025774670361450296,0.08373650581951711,0.07566072333641444,0.04129232752958423,0.018296492046418047,0.004517272264721189,0.06718093852018603
TG,0.10321344857847611,0.03057879454732159,-0.013920012891360392,0.014151640136862213,0.07946847031348736,-0.00381276309952249,-0.02164138530854261,-0.00292561984996318,0.07218446921807437
ADA,0.0098769222694577,-0.0014514594512468704,-0.02601518944536612,-0.03904061559608638,0.0186368606413572,0.09912501571148798,0.04502092958477181,-0.03387912501748634,0.048858461873562284
LAMC3,0.028401603512443127,-0.03418753613464511,-0.022304840787047097,-0.04491563479557145,0.04452408192909552,0.07929392730016649,0.05331700366899213,0.010891147582332858,0.018556115870099005
CCL7,-0.012362177029157215,,-0.010064147080041027,0.051307852968316865,,,,-0.01648751939176506,0.013583626143814444
NGF,-0.021225244064647805,,0.0033651496993035105,0.11741249528484382,,-0.041486951797641725,0.04340127978299261,0.02583808951363426,0.06193791292863556
TNFSF15,,,-0.01120692000475397,-0.014994988150983794,,0.041389361524183425,,-0.04356288076928488,-0.04042259869437055
HMGB1,0.009629176237817018,-0.048856540539218105,0.003276476423976814,-0.010238887115345922,-0.008866037718754865,0.033604967934313404,-0.025169244504420145,0.028218552664738362,-0.09008842321281985
ITGB3BP,-0.013926860788391612,-0.058925835263536154,-0.045311567044538904,0.04265248505073647,-0.0007331563752672232,-0.035038883267499245,-0.02350774022221741,-0.0050652733233345106,0.01680758638368285
AANAT,0.020820975926044018,,-0.010197152121550515,-0.013511381110630227,0.030239875638737822,,0.0019309079744014353,-0.01744448308195912,-0.022301405787791367
RELN,0.005727147877797695,-0.04321374243538137,-0.017699972481355214,-0.018341653542049394,-0.010735807885661348,-0.011737497247774708,,,-0.010239225195601364
IL15,0.00030079085929055516,0.025559671572004644,0.038837387481422854,-0.05121229627052359,0.003443301829012588,-0.02840616482101659,-0.023326731033421172,-0.044989580569813954,-0.017013693187455377
BSG,0.03575247547556592,-0.02916747338779061,-0.055514510796814104,0.0065093609759153005,-0.04286219052586134,-0.016684757734923793,0.005344493566147575,-0.021431652981446427,0.06529283893333267
ADAMTS3,-0.008536306237147143,-0.025673030516532958,-0.02024080502812214,-0.008234008816080246,-0.021021687650028906,,0.04988626741427359,0.02961223241617082,0.029540767010249165
CD34,0.04249696511072028,0.00754126451667373,-0.03124659097832289,-0.019120178452279205,-0.016629495759888275,0.0863013810360854,0.05018669924177566,-0.04559352625236977,0.08683474147415919
PLAT,0.034419925983720304,-0.08196906947636629,0.017198897151982286,0.033215054328059185,0.019698738370464697,0.03985509380206978,0.045878198314433655,0.055199668301490985,0.023779034430622542
NTF3,,,,,,,-0.012276211757026178,,
LTA,,0.019003747402609718,-0.012898951440728591,,-0.017054208623785854,,,-0.023477645281621592,
CKLF,0.10655612529072081,0.02733891687715817,-0.015177924955176319,0.03331201233018115,0.0948574118999307,0.05451992361784662,0.058650895219114235,-0.02103692624326388,0.027481838804058203
CD24,0.004023399229463301,-0.06649069782844506,-0.06828930441278364,-0.039839643804666335,-0.004399188224331487,0.01668030914994444,0.037042575769557,0.01533574320832551,-0.03003102544045812
HSP90AA1,-0.005360894355960774,0.005691825132314631,-0.009357626660884447,-0.025797280368461618,0.07647959606227436,-0.04145138609396984,-0.01088806578717344,0.016359718418511554,-0.06316330436187027
BMP4,0.007482569978488548,0.05094794911221874,-0.030094802166361814,-0.011960884296545817,-0.023896880187402235,0.035232560030152765,0.046739245372464704,0.061896734552419314,0.13353954755473152
SCGB3A1,-0.012362175792956029,,,0.006391908051055119,,0.0217619752664775,-0.012363124932264897,0.05179576551447494,0.05159504005278283
IGFBP4,0.049401041894637926,-0.005206471721835488,0.014233412035498555,0.07786644036413931,0.05611092053801957,0.05848721569213493,0.05105101264834147,-0.05739236477769683,0.016507897397302764
RSPO4,,-0.017051630840081183,-0.019744105081515816,-0.0185709220905374,0.03449642150783076,0.005071666553397703,,-0.03096455655839845,0.11318022763532497
LEFTY2,0.05152942934458129,-0.017731183818908165,0.01417149527967011,-0.028824941781542313,0.0073897858682287175,,-0.016583805015536825,-0.0216069656953062,-0.036951755523004476
PF4,0.09267412091426526,0.06467052107530981,-0.008780770051815599,,,,-0.013219635288091133,-0.02347763984872033,-0.02202891882278296
ANGPTL2,-0.004778449059159972,-0.02202473278184489,-0.0014216740749366048,-0.0379651941776407,0.022852616326356583,-0.00873745797711184,-0.008545418429703423,0.05763663078376537,-0.03161999088270816
LRIG2,0.07038193106516225,0.05250830451490773,0.007864382398674895,0.009257995456783057,-0.043867828523269654,0.015544193563472645,-0.0013612020930849793,0.022166907129225664,0.0051194197829847144
ICOSLG,0.026129960061748798,-0.04040049540747963,-0.013540656922441717,0.08697695807979844,-0.011322186986212785,0.049385827880711164,0.03609736844376129,-0.02542708107920944,0.026162786572693438
WIF1,-0.023074297982746766,,,-0.018342689663574434,-0.015306263638099145,,,,0.04705932545326585
NPPC,0.019932982104385037,,-0.013621139744681522,0.042891367661787055,-0.029857656995403374,-0.0711332770815482,0.007736226317350601,,-0.05294058032893159
LYZ,-0.03898606734046243,0.0756674427276784,-0.07478327282784553,0.010881634193341636,0.04460633106986538,0.1350771599716351,0.05181763496512913,-0.03460772062987016,-0.009477150887582525
EREG,,,,0.07655163434526228,,,-0.0019868295751650916,0.02935776150154007,-0.025361811253106787
SPTAN1,0.03529506438552604,-0.04738830098178022,0.04996005691283846,-0.01944465614290882,-0.005056721160730619,0.0024063495766707887,0.06872359032739207,-0.002035755440008219,0.0023100462999680097
LIPC,-0.01569966877196628,0.043047645550193844,-0.015779697751620785,-0.017979709182552015,-0.029612584118175564,0.013620964032955108,,-0.029684623002009688,-0.002257190786527633
COL8A1,-0.04864238108426496,0.09983470765037787,0.01194564067229322,-0.007177598005615833,-0.0036316902171030277,-0.003403736349148032,0.03651307235401107,-0.03553534232652291,-0.005464052123900408
GSTM2,-0.017090654850278386,0.010940243623096759,-0.013156318650169335,0.04498838614565487,-0.019766309568199372,-0.007220958378112796,-0.04086552830257685,-0.025979847899256447,0.05777592108118566
SPX,0.0270758884525287,0.012665294789972142,-0.025856808753881074,-0.036060000246272705,-0.0493485433585548,,-0.016413866925269523,0.07265935535064189,0.11268316954504928
MFGE8,0.017797775929228446,0.066178149796745,0.014760893955277883,0.0359110272904297,0.01920607931542775,0.018118970093661917,0.02315606855125905,-0.06052544811218879,0.08528050501636698
TGFA,-0.029678160537543023,0.06686388838603934,-0.005835424580529955,0.06420682395637586,0.026929515235501175,0.058973106752356313,0.022165437512832706,0.021537087588538402,0.009617219224620213
SLIT2,0.031112814474913097,-0.010698841327295313,0.08661949047161505,0.003411425127862067,-0.04473928649844406,0.07442668647392751,-0.031887754047305594,-0.016526365982330055,-0.011902642249922109
PLTP,-0.06329842705263736,0.02128882563920971,0.022563855953820103,0.006971357985964386,-0.020258776567171313,-0.0546032408565652,0.06173897594973359,0.0711624311017603,0.0779913315509015
APOD,-0.008294619439501884,-0.03693720000713798,0.04223723283165813,-0.0514911129336496,0.06730090346103901,-0.0670243450343053,-0.01956194485952431,-0.028502534987781467,0.11062234711597754
B2M,0.0033623337437722074,0.042770456435274926,-0.023261721775896766,0.023598958007578972,0.0518338272432001,0.015404222093283303,0.06471650012249798,-0.05374870476645642,-0.09165530573841792
OMG,0.03848183372855167,-0.06237816694108782,0.005850531139314043,-0.1068238301224867,-0.025619665071543427,-0.0653412833611877,0.02946165107526588,0.04200086254144733,0.021915699774946115
CXCL3,-0.03166792125684118,-0.022105548219106225,0.05987809728988073,0.11374077063852096,0.0001400101414326377,,0.026332442968614294,0.014234386435411573,0.04572729792280055
CXCL10,-0.027549413742109424,0.0032560953370407617,-0.03289912404669948,0.019052703185023948,0.09230112145853443,-0.05294235339164894,-0.017731363247179912,-0.019362793132099414,-0.04103940106182758
RSPO3,-0.016792445076004192,,0.0176692410304631,-0.01797969809717931,0.026460720435876075,,0.005388596821724127,-0.01673160820553757,0.0079822683756196
CORT,0.015936317054535763,-0.02845575268830106,0.0964091932699016,-0.021821078309285723,0.03191580808481286,,0.015067722473990427,,
NCAN,0.017126942765330624,-0.02542340317560639,-0.0036498470895627976,-0.05285518658851654,0.01675913837519217,-0.014921552316241399,0.04832634572665995,0.08858052039095768,0.08330786878033003
PRG4,0.07551325832293934,,-0.010064148648388952,-0.012873399287148651,0.020118305626527687,,0.09906806525021605,-0.016028322211104284,0.03497663771891563
ZG16B,0.06083480481341423,0.01575804006600301,-0.011680675349229204,,0.007045231467372315,,,-0.02086251477861812,0.08814404806385452
TGM2,-0.02299262821390744,0.025640356187681082,0.02629554384762814,0.10108693322124612,0.02045120715674539,0.00019757928411408653,0.03259932231575933,-0.03768679519278215,0.08190619803219155
VEGFC,-0.023605275090534266,0.0025042362409704636,-0.01793700766521259,-0.019816427335090838,-0.036489814533933615,-0.052603450629128,-0.012895301032527449,0.047150421618634905,-0.014476536496833392
WNT6,0.10397429534248742,0.05396292295448462,0.007142315421042566,0.06483439687073002,-0.010417948691860987,,0.07257649375239268,0.007924496233405258,-0.019418731914803523
NRG4,-0.011385999049421025,,-0.012248529298356372,0.1040788267780506,-0.02603388969909567,0.11610016969353368,,-0.016731610080751663,-0.02920279437556246
PMCH,0.037836510164219704,,-0.016971530637765873,,-0.005716296913636479,,0.023749347329412866,0.036540883552150745,-0.010865080741232809
COL9A1,0.020324346184683588,-0.015111871739408101,-0.012792694884323198,-0.04489358043996716,-0.0064840019515917625,0.09699961136903679,-0.006803763795344149,0.12217221222865568,0.0385957432776707
GDF11,0.04315798897150092,0.012566235774444583,-0.022549656796999697,-0.00462736112224947,-0.02383499497419803,-0.03672802066840462,-0.04127591152738783,0.03446522916289181,0.01680289590932174
RAET1E,,,,,,,,0.07151727365167895,
IL24,,,,,,,-0.013008854924532225,,-0.03264775263103821
SORBS1,0.001937935787738384,-0.021070308326285123,0.05251180436315546,-0.044028991650417786,0.0003095259333751577,-0.10673245732375165,-0.007653787350483223,0.05540660557212923,0.015684730530561013
DLL1,-0.0361598355085414,0.010233674644498422,-0.007006821666818545,-0.053444389456607545,-0.025770250540956535,-0.06781835866952689,-0.008009967032276466,0.0007233264666204308,0.002422365789614766
TLN1,-0.0029678683766256294,-0.0056183879803372,0.037339862175760644,0.07533409421078267,-0.018547356118385747,-0.09869451245001981,0.039944250621792625,-0.019416948710015047,-0.0011386682456584602
COL2A1,0.013183483769344702,,,0.05243835634251305,,,0.039881388368988115,0.06008091725047275,-0.026310150287457243
SHH,,,-0.01045830283864978,0.06647757999045706,-0.018141711489035563,,0.06222828881190873,0.05776260768528094,-0.01513956273946075
PON2,0.02255868542443818,-0.06767027783805271,0.057345168544817735,-0.05188243854016308,-0.04707151065338786,-0.011989494274216781,0.00836248628979752,0.10856551978846865,0.07603093967660839
ICAM5,0.05934887926606446,-0.022824016309882646,-0.016300007264418888,0.02106143976731753,0.012940859298228873,,-0.00017108604226993376,-0.0006563599406239794,-0.025817043411387623
HPX,0.013422787037363805,,-0.025446473580216296,-0.01979561858018777,0.08789219793910302,-0.042380526518550496,-0.02043826549465854,-0.027680348061263536,0.01869883363173833
SFRP2,0.025155222774693863,,-0.011910873568404392,,-0.02216371575114265,,-0.00494076825363307,-0.0488784545760064,-0.029799582583376803
CFC1,,,,,-0.000356580016007032,,,,-0.025839878180750127
CD70,0.016204222187849164,,-0.020245096090227014,,0.041349019571065335,-0.03535625923182552,0.0019749319407624936,0.05655302965030927,-0.007974901320655748
HP,0.014276326160895185,,-0.031126078668447476,0.07540813475860074,-0.0014083583517913814,0.026029631344552894,0.050564557336588045,-0.025028658672862667,-0.015070489098146008
CXCL2,0.018021605533299245,0.023709542323144667,0.008557851774673777,0.0538812768721562,0.03818313647677645,-0.0022654774196746354,0.03990789430649857,0.014554627243913763,0.004297935731429348
NPPB,-0.01594840324129362,,-0.037254914703737464,,-0.014933359545775472,,-0.02650155384496311,-0.01697235502382002,
CCK,0.05816448391360551,-0.02771027786357922,0.11649331063049355,-0.08105809401186385,-0.06534194499143191,,0.007143172417249653,-0.022017726244905785,-0.03299284305255339
SEMA6A,-0.004398963056342484,-0.018367602126348487,0.014927109668956707,-0.04215660507553817,-0.017321554717075898,-0.05113057734006904,0.03509300556864504,0.05325023425268266,0.023646187091160887
IRAK4,0.0003201155578214149,0.03941905711198848,0.032406946340471095,0.04435386273433912,0.02749337484232343,0.0966117581413588,0.00399417859200209,0.044954180283586186,-0.05193184518652759
GSTP1,0.057032917837751766,0.036037134474636634,0.0051207031179236135,-0.026047192553536068,0.0027418391008777157,0.04810704852710937,0.020669480199110465,0.04373372160387754,0.05785692725252951
VCAM1,-0.04100343378516394,0.024584074495489404,-0.012160390627555534,0.08756495356695333,0.013472494193615193,0.05436805101773343,-0.00872838633963983,0.02510285735842295,0.04478443306302955
NXPH3,0.05483508568169745,-0.03266639661241491,-0.01947941925412273,-0.04176679345224349,-0.00825610390572944,-0.005618069658682536,0.014768864695031414,0.06121627580731105,0.0253747232304119
MTMR4,0.018285053065707456,-0.014015470537558859,0.04752636730772504,0.053653774134054304,0.020971207108101304,-0.07194957762340719,0.023966275366015498,0.05937276178072502,0.05960651479303386
LAMC2,0.014880209798916086,,-0.023376142968324267,,-0.018799433640040785,0.07951164108550693,-0.01708427673055804,0.03317982662552041,-0.02812120480022601
IL10,-0.02644879660142276,-0.025396759787653957,0.020750212846892723,0.04986574886675358,0.1278496911439467,-0.005454059830731459,0.05665667768856381,0.024805286377732372,0.009676201091682695
SEMA4D,0.015018167008705823,0.05686243896461561,-0.030933151941978147,-0.02040705354975964,-0.002829497472861929,0.0405496878154428,-0.016277175094298192,0.05079267682358137,-0.02514063378173927
TRH,0.0089996227744305,,-0.02479131157645978,-0.01131480383503959,-0.015542696013035422,,0.02092840251403614,0.024184009259716754,-0.06582591890625676
SEMA6D,-0.0004250357216429425,-0.0004259692004758,-0.0015553494415739577,0.0072064314036227786,-0.02009998325509949,0.0021088262468849867,0.005260794120990989,0.07920865052051629,-0.03508436936871942
CEL,,,,0.04469248975061078,,-0.05766273244117978,-0.02123868068082205,-0.012288422733607494,-0.03004367076864772
PDCD1LG2,-0.014285854202904291,-0.045774644516392286,-0.0458844700261131,-0.009630586185959826,0.028571769517338214,-0.04078162266452098,0.051877582920241666,0.053411999828551986,0.007368871882543005
SPINT1,-0.021186233396152374,0.059334605812846046,0.07731228743743378,0.023845966308668216,0.0031000558339022394,0.11156111801628042,0.04216459567723402,0.06934388748825171,0.08995127968443616
CTHRC1,-0.0022495476020816148,0.04939246321543518,-0.04101135039387553,0.01186190050100099,-0.01826767142058804,0.058138008855726966,0.04837349785446855,-0.020642014133479977,0.06543277742688218
PODXL,0.03675553955337443,0.0062745113520129335,0.015697404256362298,0.026039374594240702,0.03542521887452465,0.055353130476221785,0.05888001813034662,0.04885737429223697,0.0033349526135892866
JAM3,-0.0468425499028506,0.031371606496800916,-0.03999262068885518,0.011642568304809938,-0.02702622727079349,0.042985986410822706,0.03458531593042162,0.009468407883571867,0.05348813516839129
TGFB2,0.00433633292863029,-0.05054307756493295,0.0027641599516448952,-0.04728687236550106,0.014271508284743375,-0.0735045182369078,0.028461527132171136,0.0014364073412868516,-0.04549722248912732
COL18A1,0.006476499181677035,-0.05789587306018443,0.017205397416546867,-0.04001713824611848,-0.008349665470848658,0.0020084826453685696,0.011479741306338507,-0.02802015600892667,0.021712753305604782
NODAL,-0.012647223817491737,0.06059798465439686,-0.020596667540864783,-0.02725164652137732,,-0.004343638222990064,-0.01606900023185294,-0.02601715438233768,0.0026329619936442603
INHBB,-0.033557724523477855,-0.013376659005008153,-0.04696280155471532,-0.006006953339650131,-0.003004792090160779,0.16337267775788158,-0.006699028939047608,0.04761500298479905,0.02360400660976611
LCN1,0.09427629183292789,,,,,,-0.01517513825539513,-0.019224124489359954,0.05557122700781669
ARF4,-0.003977820057144116,-0.04323236941642022,-0.062091302078185244,0.08600197028410585,0.02225091607106158,-0.007372855353303327,-0.009001210695962615,-0.029887458780013833,-0.05128424438694822
CXCL14,0.04799356741364044,0.041770061309081556,0.014608220204203137,0.012358045282060635,-0.011777551275509713,0.08173688353193788,0.07472594313779754,0.0974189426510849,0.055053018415682387
LIF,-0.018392697745840004,-0.021611360018618648,-0.0008285572074610598,0.1714316031603001,0.052833255041990636,-0.030612900387861294,-0.006058293100099383,-0.04003861941941851,-0.0014327164731059389
IL17B,,,,,,-0.03110767830428763,-0.0075449959974457186,-0.032472236147052164,0.07152639871987235
MMP1,0.1247266504358542,,,0.020565411617256217,,,-0.025012434587902237,-0.009888397007953485,0.02512490690571742
MATN1,-0.01643554790092981,,,,-0.015120910831647518,-0.006687381198820167,0.09522548300612599,-0.023120436027967452,-0.02032349095354637
ADAM28,-0.035944689072861885,0.1202500334242976,0.03754937981806163,0.048153618612083976,-0.008698068507934073,0.035019909989324895,0.009883361755931245,-0.026095208216150228,0.013834708650613401
TCN2,0.003964937195178838,-0.0118674902370511,0.03788108612183773,-0.018875163334510465,-0.02195619153283941,0.06451411694938876,0.02343636672982344,0.0175049866405557,-0.01034938714712407
THPO,0.011111867085530993,,-0.021217218410204623,,-0.011877983347974819,0.027906576887909006,,0.1777804386011899,0.03392729811042871
CUBN,0.015770242090983832,0.020092225091532582,-0.029569548252276995,0.025077192245832516,-0.03601313481506919,-0.0011863618448050219,-0.0005652158198863133,0.009965468325790426,0.015847343412387676
TIMP3,-0.047320841506339556,0.013932061921498167,0.028731215568685065,-0.04066300796378715,-0.01109787038354152,-0.012917607744983723,0.044576323683306815,-0.07165552700853149,0.06806512685146969
PIGF,0.0069822489610844715,-0.02848576945429674,0.02590122655941192,-0.056714419938671386,-0.013633937627091109,-0.02333814735921624,-0.004276936542043279,0.1045829615027845,-0.013840566383165973
CRH,0.030694702076652806,0.008541531995813319,-0.011796303691845044,-0.011497900590873708,0.00010226855302642693,,-0.013340363761208233,-0.028506916173424372,0.026764348081241868
BDNF,-0.0044833696903365805,-0.01917305771845554,0.059881570317174476,-0.025067241033080886,0.02552516813310604,,-0.003062770456819412,-0.0018359774877007868,0.05253910365114252
CCL5,-0.013704446703300822,0.006821022866449699,-0.022327589125876016,0.1392571188502422,0.010270029352725828,-0.05161834562611831,0.06401094744206748,-0.027890966094074238,0.017484239231907856
GAD1,0.014789089061823158,0.03264713837734577,0.054662084372270735,-0.06344025499353156,-0.03813102101523043,-0.03580120682785703,0.048167434710451186,0.023968368809831685,0.004629812933076341
COL14A1,-0.006116834785845435,-0.02674564761045035,0.03213964063611987,0.029136927160735793,0.002290529602185359,0.07690981316294718,-0.0015767708870872592,0.006542563874081359,-0.002863165751849761
HLA-A,-0.0746826157921918,0.06961668880987625,-0.06019681190508774,0.07783532560642657,0.03126042279995158,0.06880556505202635,0.00843796167478434,-0.05618623859584093,-0.053134192390781806
CD5L,-0.014666128547420281,0.00788327832000915,,,,,,,
FGF18,-0.013270195520331355,,-0.009372075067698674,-0.01568785238819795,-0.016202651673444465,,0.045305288345822696,-0.019010177342996273,0.04449787794108392
ADM,-0.05344179474867987,0.024223949756280217,-0.0058906964098819695,0.10124229790578737,0.004583118785331938,-0.03049927357229975,-0.057738798271568866,-0.013767133597401173,-0.002913589857452664
CCL15,0.0476210264182145,,,,,,,-0.016487525333758867,
GNAI2,-0.035294843616129105,0.055109089367563854,0.04674310931513675,-0.011224252186120566,-0.05870846213295758,0.006980357235013747,-0.02282151332280433,0.0035708477347597073,-0.042542455110905875
HDC,,,,,,0.010119229558691,,-0.024711104211147333,0.028478385784126672
COL11A1,0.014786820619807208,0.005623706624256495,-0.025727646849376777,-0.04501833322968423,0.0065414607952074865,,0.0007684024295392753,-0.031056572563089524,0.032711708985796895
NUCB2,-0.00824746429593746,0.0038854551503453147,0.04854210106687588,0.015368775094419146,0.035511429817526516,-0.06351605335990303,0.04248341435056892,-0.008995678142767872,-0.0004300439049053736
FGF16,,,,,,,,,-0.02002614922775174
CXCL1,-0.0010955747208877828,-0.008517458555886906,0.011226469942431313,0.017656953507015714,0.03396412921853025,0.05641963965619765,-0.03799012120663226,0.011211256447923167,0.11775685542422665
VCAN,0.010959078119685448,-0.0031816619669924984,-0.053608714435652974,-0.01834411399592004,0.04001511810236838,-0.004144543088098867,-0.07184366343505622,-0.07695065501631619,-0.02971504673237725
MMP7,-0.0114200833517577,,-0.01863232274980706,,-0.01493335946418516,,0.07845358076549547,-0.0808656205166499,-0.055436910617867444
PTPN6,-0.012113535614620384,0.036594085486709754,0.00023877728405244324,-0.011789753915431982,0.07984925653134253,0.04949007767166637,0.02453701786873459,0.05309733921715589,0.009099854920090938
PTGS2,-0.01078354915902423,0.01213851777373153,-0.002904105682926242,0.1400935842440009,-0.03780126673932186,-0.01272301202405297,-0.05991027037137541,-0.06573806061332343,-0.019144379826287094
XCL1,-0.016071453702173576,,-0.010197153084297651,-0.012031229440152514,0.020154213550928328,,,,-0.036169318342230444
CD58,0.0294338158629353,0.04150422672012248,0.01746284947229882,0.010060629280653084,0.01328286133185115,0.011495534574095898,-0.013916037603231082,0.02963701187103163,0.021734260155509864
TNFSF14,0.025275186681159367,0.03112035586933206,0.01422309399314763,0.0334546392678586,0.02336092438145457,,0.03645492455200942,-0.017491416179490064,0.04512600251960459
CNTN4,-0.0037325892357430897,-0.018771760012112497,0.04802883280412178,-0.028335264728004943,-0.013692633094155996,,0.010973167714626584,0.017474638627591108,-0.017692196854037376
NTF4,,,-0.01289895209444795,,,,,,
INSL3,-0.014397056385313004,,-0.00937207322942085,,0.014518402858426474,,-0.014990408915853085,-0.022575161976512097,
BTLA,,,0.004722103724149854,-0.012542957209787452,,,,-0.02182905285830875,
MFNG,-0.008283239675956173,-0.03375592141655407,0.020183227024384097,-0.08106770870145978,0.01623542487065103,-0.05223508368736688,-0.014769092058750414,-0.03464993885122694,0.02808666695776967
ICAM1,-0.042383255499015705,0.0464066161582869,-0.01132915347710799,0.09632258532293894,0.06318291018604329,0.16059278494238843,0.08661685047524723,0.023156571433097926,-0.02023409162004551
PROS1,-0.0302224856397254,0.019479222781368554,-0.05340500715728863,0.05283695566041957,-0.022913734697612632,0.014035235213012824,0.02313913064402813,0.02085531934632885,-0.016937988870523835
CLCF1,0.00801676327020233,-0.0028945417663913007,0.014313550722879959,0.11176721222057386,0.03750433920102799,-0.0258251072274769,0.038746441359785645,-0.06574414321449307,0.023426070935500847
PSAP,0.044032849154207646,0.04498502417531654,-0.04583498114930564,-0.02171411069633428,-0.005379286324505414,-0.04159782847531081,0.03825635637030005,0.01812964310561182,-0.10377358167861238
