,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.009520557833539995,,,,,,,,,,-0.027836192383325013,,,-0.019232345079829304,
BMP1,0.09436781575357484,0.0636153838890001,-0.028712604869794822,-0.0019949108507606077,0.05925415982049182,0.05005396501607988,0.13014566151126708,0.18484692879851386,0.06271923541128238,0.03119787944338721,-0.01161690761396618,0.05281696955898892,0.09285654418338254,-0.07158496658652647,0.10524046293963384,0.005441420005693339,-0.0012088893897552828,0.19616370165006908,-0.014528883583183843,0.02823461843242366,0.08555793621818092,0.104129902125709
NDP,0.04072500154692399,0.07776238964292807,0.05150264481252719,0.02654940373687617,0.08252839787023288,0.04537281189096521,-0.04428187359250569,0.006236044149916943,-0.017066256053175154,0.00496766318295673,0.05767917354351496,0.10052817362209322,0.10442725037857119,-0.027504402268784704,0.08499210097942264,0.05073317477417679,0.1487750206913823,0.14454793967775165,0.022486595336587686,-0.023636333722735544,0.11149112627553058,0.04099714667329561
TNFSF18,0.08044303953650284,0.03690755919964199,0.04117336385572399,0.010941797597211957,,,,0.016757414714069663,-0.0194223765080974,,,-0.03161369050413467,,-0.004167742990103863,,,,0.04236913882476301,,-0.05492046744764374,-0.014757975873881042,0.03364745192149118
IL36G,,,,,,,,,,,-0.013752911436744552,,,,,,,,,,,
RTN4,0.0032837197081563795,-0.02672807041526659,0.038786273306276216,-0.045380351734422876,0.03748268345675716,0.009585111983878526,-0.016837527991856283,-0.22914577156262372,-0.035140089372052014,-0.05171270572811248,-0.02377206021250478,0.07657147105463796,-0.008736023772244252,-0.013504508837345858,-0.0940553073929588,0.021793743163422002,-0.006453860658643624,-0.23778698585420577,0.049848795604828314,-0.10359019883895738,0.050290149754207154,-0.1104670840248788
HEBP1,0.03309273249109426,0.10176624180916359,0.005651019391504516,0.0460796663983575,0.09487978504465452,-0.015528622088777304,0.06051963887438296,0.0741901755657538,-0.030440493679485457,0.0369213899465967,0.02341111661970472,0.010903381856826367,0.009416459600044,0.004688409819696881,0.09359382479368968,0.12244736086692405,0.09216133106284413,0.06940370743485515,0.027856084740341087,0.05634257275019745,0.048975700788864165,0.08750790232475722
WNT7B,-0.02274567746896929,-0.04397520515753449,0.04842828119663685,-0.03463059341569512,0.09848423937204119,0.007285633287349929,0.038609057666101475,-0.09582241779577211,-0.021646069192547968,-0.02705902577983697,-0.015116034573743229,-0.023340634006372134,-0.020454262969854628,,0.001911836139759812,-0.05382554791203574,0.028448421919300748,0.01120287636332196,-0.04093203832848441,-0.05492041049924462,0.050546593104375724,0.05387254555633348
PTMA,0.0009965939687151322,-0.1638145159163282,0.03199847681107719,0.026422542373425104,0.06582979101776247,-0.016437104303053077,-0.020690876957764677,-0.12840204448242828,-0.08982693624896662,0.02427206560193403,0.049376238863275745,0.059084633014928105,-0.14936776552821923,-0.0727903354805324,-0.1444022622859118,-0.0807689048333953,-0.03587933933168239,-0.2806636815070811,-0.0040635419046289555,-0.11710263808410391,-0.1828371172893716,-0.03058385327557986
FASLG,0.03779618310677638,,,,,,,,,,,,,,,,,,,,0.06369330585687334,
CEACAM1,-0.03158258115703066,,-0.005615236518406802,-0.010303106614516645,,0.016989930771104687,0.033970046473134174,0.09196106332705106,-0.011658697609734842,,,,0.13449079482424486,0.012006260967130528,-0.055289990577715484,-0.015483425509850135,0.035216257782407515,0.03562767014429626,-0.014246554979458275,,0.00413130550926513,
