,UKF248,UKF313,ZH1019T1,ZH1019inf,ZH916T1
MICA,0.0500130654677062,-0.0075769505447802,0.060798085914694905,0.053288148032557825,0.06926329133454966
TG,-0.03105707413984612,0.056440541859088506,-0.005735864035792172,-0.031051397210935933,-0.03265894222552997
ADA,0.06843895755761101,0.09244838245693228,-0.03539285035133254,0.041869260481235834,0.1337976564600255
LAMC3,0.08408144268361359,-0.0010038901725903649,0.06021883230369023,0.09930794892862856,0.1465163826819409
CCL7,-0.012544740406511153,,,,-0.022900172774864433
NGF,0.026040185505899035,0.09720145990258076,-0.017201897334084726,0.06876117907113698,0.09218887920362492
TNFSF15,,0.040842103316326636,0.043417680063957624,-0.02862112227658073,0.0142211681069084
HMGB1,0.020692533874664593,0.12411037917214046,-0.04061910524315171,0.00269470875259345,-0.020121692621207676
ITGB3BP,0.040957964317299526,0.017207585333622467,-0.09007982203570364,0.011109148213185174,0.02568591985562486
AANAT,-0.01820050978084557,,,-0.019862830420666024,-0.024229337782892355
RELN,-0.039292661817018834,,-0.014720131860032218,,
IL15,0.03660846331532777,-0.04986407347268976,0.052872799152803844,-0.03357688348036189,0.08179391629036974
BSG,0.022646918184929893,-0.014355271191184774,0.07225134477800023,0.053496979610917664,0.05500086723378836
ADAMTS3,0.02065239115195517,0.052696052588072924,,-0.023783717308790094,0.09251597859376877
CD34,0.1094832262889218,0.160893098172514,0.04288199162318313,0.034187838657791174,0.10671201203166927
PLAT,0.0502049201316584,0.07251651391523627,-0.011657855764571944,0.05346333122548736,0.07317838453198264
NTF3,,-0.04394326004510845,,,
LTA,,,,,-0.03260903720693415
CKLF,0.043121534059914465,0.07434658876650771,0.03545643735214319,0.09611706997374973,0.02325754543582719
APELA,,-0.04452171384397796,,,
CD24,0.007000320439685237,0.10541257103817436,0.135326870113696,0.0453484907671649,-0.054342472858068556
HSP90AA1,-0.020822502862925522,-0.021946393891809378,0.09670104767070785,-0.029477057381103452,-0.06732560518850686
BMP4,-0.007873724826334806,0.05126994787605977,-0.02728900159595637,-0.043322830944534756,0.11536349004696632
SCGB3A1,0.01472237294446206,0.01098595896408197,-0.05315922762429208,,-0.0015555103190543758
IGFBP4,0.10843078141118191,0.0983573666438856,-0.03159167099574104,0.05310114019446157,0.1706235257646883
RSPO4,,,-0.00960719380646223,,-0.04300790666172338
LEFTY2,-0.012233180943744024,-0.02730768318389802,,0.030104837222133387,0.086059365733673
PF4,-0.013013153145069364,,,,-0.03260902966096107
ANGPTL2,0.02970538166739277,-0.005942224431987396,-0.006759544354274694,0.013920430929331411,0.03659507949604428
LRIG2,0.0123976465407952,0.05228565204639261,0.00959555159745371,0.012103542271762796,0.02162690969632652
ICOSLG,0.008538927279568571,0.016366128679507416,-0.016894482841762554,-0.009305210180091361,0.08160417791281058
WIF1,-0.02341505687657799,,,,
NPPC,0.028884236906959043,,0.0671761340534323,0.1273798055906144,
LYZ,-0.008919704973620837,0.024091875597418582,-0.03366313198337295,0.04665694701086415,0.042680047482096
EREG,,-0.007486198265156329,,,0.04481658879088498
SPTAN1,0.011335211365210877,0.01564287900065339,0.01800107199505278,0.018730374910420875,0.04040975419974163
LIPC,0.047831001888600636,-0.030210533963811674,-0.07710452169312972,-0.04886770475080682,-0.030581975886640723
COL8A1,-0.019440938916471768,-0.12381852087886894,0.10543749259869188,-0.017907327129801892,-0.03277846792276136
GSTM2,0.038284657617086694,0.008805508377290671,0.027812068862044112,0.017304070901153115,-0.06617881546461507
SPX,0.09625977813518012,,,0.10178614951496222,-0.00983825847699693
MFGE8,0.0663369343485168,-0.07802351994616602,0.007515288078637699,0.0459508397684766,0.14903560330023585
TGFA,-0.0038196508016944486,-0.006431614617651761,-0.0601032301935031,-0.02341901163399695,0.05664429401710087
SLIT2,0.0410166078243144,-0.023536066305541996,0.004448822876172278,0.133625260640495,-0.041188201801465395
PLTP,0.032616925725797705,0.02143413201917304,0.12407199603784892,-0.0037133536883847745,0.06273695902335616
APOD,0.028412699864867167,0.04297787942909669,-0.041599578011894324,-0.03436449860613128,0.002831396510520673
B2M,0.10082142564823991,0.10209403048146384,-0.009203430944853066,-0.049287380305347045,0.09630447538396414
OMG,-0.003790285663672599,0.017161747224208677,0.07607894216326479,-0.026139941527191065,0.030497566695241732
CXCL3,-0.03213558990814682,0.05819816757851853,,,0.04569128304559156
CXCL10,0.08751863394639521,0.013865337698811979,-0.0056593576904515885,-0.03208131411072922,0.03990264058536925
RSPO3,-0.01704043420282831,,,,-0.023239197456199703
CORT,0.06474177579758124,,,,
NCAN,0.05829830951707581,,-0.09245201150417173,-0.044400822848486676,0.022216673789965263
PRG4,-0.0188657914093,,,,-0.0114296443608894
ZG16B,-0.017395766959919092,0.016695836797356874,,-0.02208081752419636,0.042079383736775125
TGM2,0.024880206306145746,0.04996088572749094,0.009078196147706897,-0.02871433649736881,0.07764819939663418
VEGFC,0.10276242441533098,-0.013690368303199736,0.034870406462780654,0.07019364319354024,0.038123298327379
WNT6,0.046911565255547204,0.0358333928162322,,-0.020998860057880236,0.0635634775431495
NRG4,-0.01155414632931423,,-0.038793617690535555,,-0.02323920006075929
PMCH,0.08888707532969461,,,,0.05240071031443928
COL9A1,0.024121960149461136,,0.07928324521030922,0.021858377831382732,0.04663886755985861
GDF11,0.03733775713484617,0.04203021528293958,0.04581735339618219,0.055565723109478084,0.08310305869666158
RAET1E,,,,,0.0405834494865772
IL24,,-0.022716480941686774,,,
SORBS1,-0.050109527882433565,0.036795514628206835,0.07018060981855603,-0.03419433204396705,-0.05740932742916165
DLL1,0.029227974028234877,0.05560644512204918,-0.07060663666129836,-0.07454382601488631,0.11818453336949289
TLN1,0.0749794797870975,0.07176897642032305,0.02016871569660023,-0.025845491106146187,0.04792212163622426
COL2A1,0.030928427416262873,,,,0.07677726697345529
SHH,,,,,-0.05798938967307622
PON2,0.03812657688031268,0.11932677295213688,0.10217701829050399,0.0984409081573383,-0.05131980427683288
ICAM5,0.06936672768450959,-0.021503940356350504,,,0.04613028979978179
HPX,-0.00962908104419267,0.052359086485823714,-0.03065103951124285,-0.015367409026842218,0.017424720496676413
SFRP2,0.08606125626535095,-0.02241916013033119,,0.012383531643965244,0.1047538139277367
CD70,0.03565758859060546,0.046306263523938865,-0.04210233836621653,,-0.02359572939951058
HP,0.03882391633454842,,0.028962194389431036,-0.056760184284110574,-0.021893715339633118
CXCL2,0.004649240644710685,0.0617884063027046,-0.038217944108069744,,0.005510534113639843
NPPB,-0.016183927643853607,,,,-0.02357358030680733
CCK,-0.02041493223217222,,,-0.002135333074185089,0.06860801346989581
SEMA6A,-0.04363793895312443,0.03539246707283022,0.013242763785536803,0.004358434753090377,-0.02065841643879026
IRAK4,0.05846398713867024,0.0469072214247019,0.06251781047226564,0.02507882961735261,0.05132729274044565
GSTP1,-0.0003625644301296599,0.02011618155767584,-0.10327114991085719,-0.03946333860712005,-0.008977009346415635
VCAM1,0.010196886486140106,0.01030399932074601,0.040718877457618805,0.06393057790726517,0.03865036255003431
NXPH3,0.008171678347601309,0.029019330675609495,0.07343940646008489,0.04155233443008368,0.003294900289760455
MTMR4,0.01855951475362153,0.0695057172796244,-0.10669591602357165,0.020613738751392965,0.011998119795721327
LAMC2,-0.012702690957737926,0.037957317539251016,0.012644691130991169,,-0.004192021820479778
IL10,0.04948613527133815,0.04387182785079758,-0.03791400220385574,0.01909626013928424,0.03653705558822459
SEMA4D,-0.029523694699848075,0.008585411587049003,0.023747508620016785,0.0225634462914959,0.021715101608048546
TRH,0.0032386832693876108,,,,-0.010189277006911782
SEMA6D,-0.010694176405653746,0.018513585156506973,0.0783754736029084,0.030259088212689238,-0.03491861610222757
CEL,,,-0.026810443369135704,-0.03052558388647487,0.0716929024272618
PDCD1LG2,0.03064039763839045,0.047823260697330644,-0.009008021551700584,-0.009031625226527744,0.0659189061135344
SPINT1,-0.03213559840218326,-0.011486811450288403,0.016717898138561355,0.0004535839926770841,0.0063588865262657985
CTHRC1,0.08003268906021642,-0.016870376662674297,0.028203630061948332,-0.05109299549929763,0.16515065178145977
PODXL,0.11655860079570975,0.09357763265430129,-0.049453722259723096,0.01928590274996067,0.16005604786854424
JAM3,-0.00028384920192656355,0.04719055636536409,0.004641099437731693,0.02685084130610068,-0.0010781252342755027
TGFB2,0.005476751678210516,0.04257775444186853,0.03392109243620812,0.06545343830480321,-0.100656681979858
COL18A1,0.08434868631295897,0.14099848193081158,0.09185090278128463,0.016988645541635556,0.1463696015165597
NODAL,-0.012089948933954188,,0.08831203463923458,0.10361121959763937,0.012380824080824537
INHBB,-0.02283301125785082,0.1084798442688544,0.07839153998825613,-0.0125326977104454,-0.014338674823964602
LCN1,-0.012702693815895113,,,,0.09749583045515736
ARF4,0.05492861069077043,0.09371693491775977,0.06977970194181007,-0.017081390522247976,0.03780541551428105
CXCL14,0.010297140938350739,0.013652486936702252,0.024936457846896205,0.033030765713029875,-0.03198399735464112
LIF,0.05505476809555781,0.054024721899985244,0.04960632270048097,-0.05597645180922324,-0.0796030529081357
IL17B,,0.03228815424763201,-0.01073116038508185,,0.061488739148908705
MMP1,0.06093256527725271,-0.07919852000610174,,,0.15709017076613985
MATN1,0.08564010062872991,0.046330680624348725,-0.04047731517157697,,0.008201207090161741
ADAM28,-0.02659249915911297,0.005516244269329833,-0.03134033710351136,-0.004652992252044816,0.02761998212149903
TCN2,0.08358742596076328,-0.013017331197191949,-0.03244218311256403,0.0315894935999714,0.040996984125782635
THPO,0.08610430626624653,,0.011345983320576673,0.10388375416096314,0.025366239782527025
CUBN,0.08691137950803345,0.028074233169635962,0.010099653721379593,0.020216664885871226,0.09190847665027366
TIMP3,0.011786281076748667,-0.10895975031778134,0.041563544700662605,-0.06224782267639071,0.1362871223593073
PIGF,0.0277500441927908,0.06750049891197746,0.024326507183225658,0.10897786320552907,0.0309025421905421
CRH,0.030631275025765122,,,,0.035813474269260424
BDNF,-0.0037847554435293893,0.03138294432906543,,,-0.003000375215016532
CCL5,0.020839863581804556,0.04553406782469144,-0.02871096335542198,-0.041471412534215935,0.13961684329336274
GAD1,0.012097187904228963,-0.010885474480796452,0.1444390896727894,0.00475839899740182,0.02714841343682801
COL14A1,0.04100357502453423,-0.027968126651083634,0.05029539151299005,0.001182443816917647,0.15071397709729742
HLA-A,0.07130830454558705,-0.10183993525557537,0.060790563148662366,0.006168884470771223,0.10422421912971608
CD5L,-0.014882716447270681,,,-0.025998047524383717,
FGF18,-0.01346616842272749,-0.023587231948765747,,,0.022798411417590324
ADM,-0.0994995896847163,-0.08329533302490091,-0.05032158153184081,-0.01261984156188616,-0.06083336555376737
CCL15,0.11606415332297954,,,,-0.003950227550985299
GNAI2,0.03029274939870262,-0.030460059057703007,0.062144093905204985,0.07290657748127982,0.09432518665629781
HDC,,,-0.04619560597250418,,0.047879154434241546
COL11A1,0.0735313872154318,-0.03455502858715584,,0.03254270181759939,0.051207914891502816
NUCB2,-0.040932221644650706,0.09305535812131675,0.02377339889229712,0.05750245155390568,-0.000278791236327819
CXCL1,0.01897182131228368,0.11044524721086346,-0.005380929720202061,,0.01225437514357147
VCAN,-0.05313590407151661,0.05981903235140591,0.12443044002037423,0.0292580484335825,0.0732386995562896
MMP7,0.007262644899012638,-0.014170906556659889,,,0.06902706118927705
PTPN6,0.02849732173694942,0.04105127377208267,-0.03329442246915736,0.09364740677812235,0.028405299123469247
PTGS2,0.03475953953421988,-0.010006133895743879,-0.006518089468322193,-0.04016696233352431,-0.031949761793667646
XCL1,-0.016308795301467616,0.06787306953442616,,,
CD58,0.02448930718820637,0.042837798069320525,0.03402394955082163,-0.032398174339750375,0.05709714284627242
TNFSF14,-0.01643279254887163,,,-0.031051404356079528,0.04512458450963877
CNTN4,0.02154313372395006,,,-0.040379290483793545,0.08379682089193964
INSL3,-0.014609670654746177,,,,0.08709744821867377
BTLA,,,,0.0724162095134245,0.09265272284316813
MFNG,0.08122263135461,0.05933158124288916,0.08474505476979236,-0.061787653613722744,0.04117420410579268
ICAM1,-0.007236527271379692,0.037269820773441445,0.00507925787961237,0.04963241318105626,-0.004630489299203737
PROS1,0.06691567431732078,0.10484973919014282,0.014616099879376577,-0.009076594376195922,-0.04906664054608151
CLCF1,0.030695558825110502,-0.03255788993275141,-0.014286710293819714,0.044744115818672776,0.007430276624112838
PSAP,0.032112804034055635,0.011852078536388417,0.12282934564993904,-0.024592128746325537,0.017592693976784934
EFEMP1,-0.029576168642254614,0.026880644800309928,0.11835361228458897,0.015921151214934107,-0.07073701709448955
C1QTNF1,-0.008402002082917628,-0.042517541122178676,0.0628544285429944,-0.04710351129911928,-0.043474511855179934
ALB,0.1148926930730144,0.049745181677868774,0.08125904928149154,-0.04184296945425494,0.02566951829980127
CCL13,,0.11226725763968147,,,
EFNA3,0.003523669880052553,0.0012995129381865342,0.004839565902635593,0.06815303903727249,0.06512316539322198
DRAXIN,0.013485010332371122,0.0753362731763373,-0.10104517921782206,0.03872474428083538,0.07895451896572658
RAET1L,-0.011381075327517512,,,,
NPTX2,-0.025240145525307064,0.03168806631983013,,-0.055976438802135244,0.1008553029951649
FGF11,-0.024006627818110655,-0.039720967595871425,0.025787164704383952,0.059665528128954225,-0.016263339254507864
CD59,0.04647028637192159,-0.04698248629180944,0.004012354138240042,-0.021908508775791233,0.12218784944918842
COL9A2,0.038235427809308296,0.026819002865763317,-0.03495445923237318,0.04757142773397578,0.048419085374457244
DLL3,0.03434947273585193,0.001151358245203627,-0.026432809720894145,0.058494744518416845,0.05828331036449502
FGF5,,0.028650616637296105,,,0.009553904184260635
LIN7C,-0.01574409812835724,0.0510544523948584,0.015262516787537312,0.06909227159480333,-0.01030579181525664
GDF7,-0.026839395151048842,,,0.12493616308771383,0.022705435879766356
PSPN,0.034092442814615175,0.006057075878559,0.03046032794104481,0.00997289195374759,0.02808609282653751
ANGPT1,-0.02346291425552121,-0.00043004306938376573,0.11727467308664508,0.007055016699228455,0.09082818154039421
PNOC,-0.03296328145337739,-0.021503947426011444,,,-0.03236183038411524
L1CAM,0.022439348491013457,-0.02070271289212804,0.0013752531239584562,-0.0427283465229563,0.016788768540813914
APOA1,0.011228983609870461,0.044190471430496175,-0.0007057527975936886,-0.042458924858287825,0.03747124865655131
PSEN1,0.004132619597649501,0.00027314729285799844,0.06399190756874489,-0.134580860723866,0.023682343559410603
CALM2,-0.016095518094452428,0.042758476839829064,0.08412447664402403,-0.04819575011949428,-0.04197134689782763
CLEC2B,0.025865488479199703,0.025900895152918848,-0.02941435426367486,-0.024896613383980453,0.10399258906433731
NTNG1,-0.033377076863916624,0.02131882189081692,-0.03583420225886317,0.029824571762353043,0.011228841848741549
LRIG1,-0.0035844358201266016,-0.06371206330713368,-0.04569883625774395,0.0398041716536611,-0.06889575904512427
CPAMD8,0.03729430093838723,,-0.046195561091245854,0.017427581488776513,0.067634833643719
GHRL,0.027632750275951523,,0.03252679669055574,-0.04426972020610593,-0.006714187128629469
NPY,0.03978792640298957,,,-0.029450146160412343,0.012980971523542805
MMP2,0.09321924206039527,-0.07315956956284646,-0.031120641435794773,0.023182409755985647,0.12653597349768717
PPY,-0.019190742088729177,-0.019890192458160996,,,-0.025374880180759216
ALKAL2,-0.02134341902852283,-0.050710472334320675,,-0.040801393022779506,0.04067233997787465
CSF1,-0.023772948705529047,0.057474435103145406,0.013125996096285831,0.030835610800358695,-0.006295446424853023
SEMA4C,0.07939771748805421,0.0324440281245232,0.020142243262367326,0.0320365246801159,0.08525788522402614
BMP8A,,,,,0.19438576811061253
ICAM2,0.10132091524738,0.06319065234866743,0.05049362009601836,0.040540126203112814,0.15523820959383725
SYTL3,-0.04563429805792347,-0.0027830763832506792,0.0311511158195099,-0.0024568087717633225,0.011167798318044488
IL1A,-0.028967503620895157,,-0.04581383558288123,-0.0456988130889514,-0.04434325194319228
HLA-G,-0.0175127573334358,,-0.040477282002233335,,
PGF,0.10414286033522371,0.11523214998538571,0.07914733675516278,0.15312412785549784,0.14698888173208977
LGALS8,-0.022903482097023736,0.031834233047998685,-0.054546112920812864,-0.023557906892193094,0.03443087831309838
DKK3,0.028919179467390713,-0.06475968561024661,0.07669834631900467,-0.0006831225542790986,0.08671093206709138
COL16A1,0.039815132549582466,0.08340835990100003,-0.038626922026479375,0.02876701786744005,0.12519104614775328
TPH1,-0.012858811537061903,,-0.03879358513086222,,0.06773296803823907
TNC,0.0002136217041148286,-0.02535393304788235,0.12888935967634038,-0.008165484166312548,-0.0647959404577848
TNFSF9,-0.00725749628511125,0.03771205081605783,0.008857282347386712,0.022680735041286645,0.06475463754005839
C4A,,-0.02358724474889006,,,-0.004554470216500861
CNTN2,-0.032430132773027455,0.005292570714072045,-0.0215668624356526,-0.010307508500125713,0.11252000464168398
F7,-0.012544739779282466,0.10481895587676184,,,
LUM,0.07784268816017084,-0.03970175421164093,-0.04827538629930125,-0.0060885505049802216,0.1328135613503779
BTC,0.10711985927218166,,0.06796269010073944,,0.00841094301302362
APOC1,-0.020904192048818795,0.039187801550117994,-0.08856647064413885,0.0681350186274421,-0.05607862087062072
PKM,-0.02810904804765514,-0.06414927918365174,0.0016362926173717062,0.01340565378678135,-0.06527053516661434
TNF,-0.005667186064378459,0.08564183973919917,-0.09869373950914122,-0.016411410020419334,0.005562312111913816
GNAS,-0.010025243912347877,-0.11952552613330099,0.004796548982509752,-0.027626450714945162,0.0007141926557953047
BMP8B,0.04632311465134363,0.023201276697588768,0.0980168431497566,0.036981329990644865,0.1066892214730993
LIPH,-0.012858808371323038,,,,-0.020657235149069773
CCL28,-0.01808751351830356,,,,-0.02185332316973961
PTPN11,-0.026969644930631025,0.03113043102498553,0.017437861161930062,0.06561629917527857,-0.00991614095691799
ADAM12,0.08376550115055294,0.03899009056768073,0.0012590197774565504,0.07773826074850168,0.08558677335539626
EPO,-0.017278057591074175,0.0006893798611110041,-0.003701050043151309,-0.02972211758905075,-0.023239193006745765
EDN3,-0.022399434693006124,,,-0.022775835595328704,0.029602887838879592
CCL22,,,,,0.01212566359870941
CCL2,0.029280381493886284,-0.018856075708169214,-0.005239991533176791,-0.0120300712258663,-0.09593617937202993
DSCAM,0.0071998567220881654,-0.01513451315330646,-0.024125681964984828,-0.049903843320944,-0.055377764306826484
GPHA2,-0.014331795319685738,,,,
ANG,-0.00563909884248943,-0.0738367176154703,0.09039091103204602,0.07546412850940043,-0.01835440103826972
FBLN2,0.027153974997199227,0.12024120055570905,,0.0283462440017827,0.10925355661128418
VTN,0.004085940130970612,,0.014293724381725603,,0.017647771026771907
VEGFA,-0.13354169298312563,-0.11032400822614546,0.030414350115252696,0.09165685942215575,-0.10395849147669611
F10,,-0.018343986221026308,0.14812390750000187,,0.021172040025470153
SERPINA1,0.03461921478648008,0.014108230417980675,-0.03406388088451412,0.06768718092487887,-0.0005356110173402341
VWF,0.09818016854744187,0.1315486558028848,0.03688314157360028,0.06494799915902223,0.14705091175450832
GDNF,0.04649216611299069,-0.06496884144751931,-0.01774312826162147,0.03093610659985956,
VASP,0.06603937119130285,-0.05017759819449292,0.08303911072051405,0.08351147353658805,0.07548019226368054
ADAM15,0.05298380075189102,0.05335635261287471,-0.06165742861441434,-0.015523651978476818,0.11368595002597849
WNT2,-0.022493344609730043,,,,0.09958597319816972
OLFM2,0.035345214680463456,0.08610375580375944,0.05694418476553654,-0.05859563418046677,-0.0013015917222807235
MFAP2,0.11372096841486919,0.10857428783909161,-0.004823267246830646,0.02753458825125187,0.1408619982402042
HLA-C,0.032706658411361535,0.03695671429720292,0.07261236609678619,-0.06008677844023896,0.08010669831811451
THBS1,0.04616825841875325,0.014838318597736688,-0.01459535116386463,-0.011551392399598478,0.040447275693449906
HSPA4,0.03242342899451802,0.014523684531231254,-0.038857252780154825,-0.01584581442690647,0.003389527640844583
LMAN1,-0.036464097894436755,0.018204575927204085,0.03884533816827619,0.031102321751678822,0.02652725473459421
LYPD3,0.06775990058359105,0.05144467208991838,-0.01704535793823606,0.011941353549280838,0.16683571137980577
APOE,-0.04618301573788379,0.007207612096518652,0.010304654159041882,0.04954188323021271,-0.020804030189745103
SOSTDC1,-0.004637812599566057,,,,0.07934801421758164
ANXA1,0.02280774867787363,-0.05694414870591736,0.13886978962453167,-0.001100583664273164,-0.07062095553599644
WNT2B,-0.009949629891630925,0.012306839880080606,0.06675895291819453,0.09659499040402436,0.07951960084736669
AMH,-0.0239538848893344,-0.039933128086793425,-0.13688875313288434,0.05889610663551605,0.007967030931509467
GDF10,-0.01488271713006016,,0.0773115173512527,,0.09369926941462374
EFNB3,0.007243529069013818,0.06375345558053687,0.05426721199167917,-0.060193675097888116,0.007350866798414391
LTB,-0.025344609451269182,0.05374947176656241,0.1315105651685072,-0.043068490009703184,0.06296628857832648
ANGPT2,0.06074275528399211,0.12813305165557437,0.01713283180370762,0.0672197434925042,0.0731501950081318
NRTN,,,,-0.025998067230688027,
ADAM17,-0.03564599899089052,0.020873624435456147,0.06161793520958154,0.030288270019178533,-0.015818623088085154
LRPAP1,0.02085580210044538,0.032669810414480714,0.010030590597836373,0.05162319662915355,-0.00875439533032393
NID1,0.07542157459273775,0.05637109064766335,0.11397093848246442,0.04661108957569395,0.11838032779353376
MST1,-0.02711732336719197,-0.0226316498517608,-0.03797428899804748,-0.03019195999584907,-0.006761272411671528
CCL14,,0.09890713529104717,,,
DCN,0.08612523471900692,-0.048573461775708676,0.03075431852167158,0.08797820668663002,0.10675527645721002
IGFL2,,,,,0.014960936516899642
COL7A1,0.05050268219475499,0.04064372635928736,0.004933797647292436,-0.016058824501431507,0.11716114981062926
CALR,-0.016365380652599664,-0.007102995618236154,-0.05236514429198117,0.10700323788802045,0.056245449098182174
PIGA,0.0026752115073467595,0.03618277089125079,-0.0071706470956660485,0.06305694813854683,0.05590450160022987
CD200,0.05573115720380012,0.17815292207600902,0.06343995153417746,-0.05321733730611538,0.13039253010990826
GRP,0.13413325763221481,,,,-0.027574801720001218
CDH1,0.016375698456719052,,0.010342792427178227,0.032875634224099386,0.017428256438057996
LPL,0.03131751718730559,-0.002588500619308674,0.023397828566422665,0.04219488038468588,-0.01188724796949444
SEMA5A,0.01490569510878882,0.05965507631030668,0.05938049424608922,0.08700392562588805,0.029902754135645023
SEMA7A,0.04414012123240171,0.058103606391241895,0.09313850401625949,-0.005030728272148965,0.10251814435354073
SEMA4G,-0.022743372492584766,-0.043551424496244016,0.0003500190919011037,-0.04266280032413463,0.040144570082325935
SEMA3B,0.01728220822192778,-0.07360168147260479,-0.007396638280241693,-0.05503642729746616,0.009945684105612862
RPH3A,0.03927426856043273,,,0.05949183596820794,0.009590838812509862
JAG2,0.06229735547838427,0.09127159950864899,0.05674992183499546,-0.0331119051874453,0.11080597219160093
CGN,0.06214935155568995,,0.0037251084494465837,-0.0003782412397105882,0.013582080531034293
GDF15,0.036928721951822986,0.01739942505842462,0.0026396492315212123,0.0889927851208696,0.05280716805918954
SEMA4F,0.012531923837749986,0.06391032344337469,-0.03544396867525147,0.029207091715574632,0.05228414754946681
NXPH1,-0.043723016477402364,,0.058885921607456364,0.010830728960873373,0.01294050896974656
ARF1,0.03370023742457875,0.07393796723710959,0.010391940088604118,-0.04895102333349408,0.09192477001037677
DSC3,-0.010846019197600568,0.028749192342815436,,,0.047726433215764696
EBI3,-0.013018225796378216,0.10278956665910924,0.11057956096474594,-0.017581429144742623,0.044974600499410815
TIMP1,0.08165264261744884,0.024148660377213454,-0.02110418790463376,0.05804015673385834,0.14321686151518012
SEMA3C,0.06866506756970722,-0.0776184096045802,-0.04832480481923887,-0.07432203674496074,0.07240548674658104
GNRH2,,,,,0.007814705017323932
GAS6,0.0066603276519401,-0.08786145269734282,0.04269135093402124,0.025065446089095025,0.04754818279029215
MEPE,0.02004280612497166,,,,0.09791185623420492
SERPINE1,0.007627879543363697,-0.10698417606185635,-0.024313138965679923,0.011801120159761843,0.013882246099200841
RSPO2,-0.029272717753281278,,,,-0.03278494808807755
SHBG,0.009947189011059485,,0.06128171964647811,0.11456231347557469,-0.014072847886102007
LGALS3BP,0.05601987902847593,0.03831272870441666,0.041975283323034546,0.0931847951808005,-0.027221964996999918
LAMB1,0.06472728264798168,-0.0017490991701043684,-0.02884817772949738,0.03348946415585687,0.11492501714804296
SPTBN2,-0.04309186407095076,0.031165948092491486,0.014328008739822595,0.0778499127630767,0.05808096609821226
COL1A2,0.07499568502200446,-0.0443153773300874,0.08027866585760342,0.06691941332140446,0.12216279250519835
DEFB1,,,,,0.032499475260913555
WNT11,0.04930332324562539,-0.013250420535003266,,,0.010346391120666426
LGALS1,0.003187536263349038,-0.04433619120059926,0.07349961354938692,-0.03638293116368776,0.08302109476330533
BCAN,0.017986085942228797,-0.014009090570408817,0.029908352232786803,0.04946351990133946,-0.023452688212511633
ANOS1,0.0317542000102684,-0.017565182312616383,-0.011221639793877605,0.04994227483042518,0.04987820152110388
EDA,-0.011381074486445786,0.06327339048055386,-0.007121087173989085,0.061731089012238234,-0.03949231250582902
FGF22,-0.016183932398285108,,,-0.031311557191797464,-0.02447787038079573
