,UKF269,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
F7,-0.014844312768497608,,-0.02060259725559599,,,-0.02318901209450964,
LUM,0.052116600208120686,0.0011417450898645505,0.04761292755220955,0.0638450256074333,-0.03570384655322636,0.01303296419047747,0.006701447706613451
BTC,,,-0.01490525480343394,0.01942952020822897,-0.022407034747039374,0.01194598047517139,0.008015204312468138
APOC1,0.06313892948469445,0.14984674700130068,0.020956953684587613,0.056653212289201754,-0.05629991584201755,0.05776088762405487,0.08428300465796759
PKM,0.0474973540199381,-0.042487598809751156,-0.048304534335289286,-0.11898128042989976,-0.0566804445536708,-0.026046049976961635,0.04700387355236757
TNF,-0.003999435934962784,0.015040028107858896,-0.01446702090371924,-0.028364038285356778,,,-0.007159824479779761
GNAS,-0.06045260257350503,0.09147122506404474,-0.06988263534646658,-0.030140107691784927,-0.02789335079994967,-0.005965301478517956,-0.09991404808132172
BMP8B,-0.03838204703226467,0.10433174632332569,0.061433723460186336,0.01228893729855632,-0.016561105362377912,-0.010131408940784145,-0.017534874613743288
LIPH,,,-0.01468767653517809,0.07375259574695543,,0.0027621836622747464,0.014434718882904417
CCL28,,,,,-0.018051191967304626,,-0.012805199050244635
PTPN11,0.048887659757098904,-0.03645823257821156,-0.0277738834089717,-0.00464499860749714,-0.040169200544356506,0.04272498909085882,0.04152586809250472
ADAM12,0.03976618175608711,0.015229098735893823,0.012825727118350682,-0.022101325889189716,-0.08048761228817258,0.009882478881992464,0.006459040276608775
EPO,,,-0.015951191821788977,0.03367485849265743,,0.04433008035462495,-0.013617264976454307
EDN3,-0.02630202754816766,,0.027369156043412085,0.05056460565068873,0.041973500032206304,-0.05256141093384416,-0.008234668032465343
CCL22,,,-0.018053313536073843,-0.030034764990001083,-0.02240703573868795,0.019634685076429924,-0.02104224280443526
CCL2,-0.0028148494047185446,-0.03390046033041242,-0.052760349793380595,-0.06140367813094197,-0.022526588924571274,0.039674722591759824,0.07990610546172569
DSCAM,0.06869749245855278,0.0803679270646004,0.04421915229629655,0.1009176994815677,-0.02087759705281592,0.08660979994998841,0.004082010220961409
ANG,-0.034947744364771445,0.01453982090344833,0.03212305909353054,-0.012341641925945513,0.016773477619168486,-0.03614965111513055,0.06086143676539705
FBLN2,-0.01583919296438728,-0.0047009261971216005,0.02548519820196412,0.06372923861499197,0.019638971676359442,0.003753248846426441,0.03421846573910451
VTN,-0.025022668329325384,-0.023284818737069068,-0.018233303845663296,-0.004727083591307864,,0.024811920117130418,0.015283542087059537
VEGFA,0.09207618665534159,-0.01826267891796411,-0.07839070293258198,-0.15607089868582444,-0.03398901205056971,-0.06731736802158803,-0.044071491511930794
F10,0.009055182048812461,0.03627012540942271,,-0.0283867686568677,-0.019386305717158384,-0.01902929620516801,0.061637131127632534
SERPINA1,0.04892500892083352,0.14111108812492665,-0.017657571678827845,-0.12527866688057027,-0.04966061320253742,0.026257392038020605,0.08381664524636748
VWF,0.04567357903964649,-0.09695202330012355,0.06774117258857106,0.02178062611617241,-0.13693761527127327,-0.0179997652342004,-0.004801143163912173
GDNF,,,-0.01855313129043988,-0.035622667486962536,,-0.005773504145651605,
VASP,0.01588926229102602,-0.006042750008439301,0.05112897028308708,0.0320992674580609,-0.03414092295299424,0.01968087273793582,0.011153737584713668
ADAM15,0.00956220780142175,0.013708878708622948,-0.0019976047691518733,-0.030360865109728682,-0.004599504055041567,0.02016677118353765,0.02659500567129592
WNT2,-0.03810308311425427,,-0.01978586992597687,0.07889604662569429,,-0.026638858600975833,-0.00794267927759835
CALCB,-0.01640919064948757,,0.08302264908025701,0.01218522632547222,,0.020232767059898744,
OLFM2,0.017202602128528987,-0.04082808299284009,0.02882585165513351,0.030343145752805892,-0.003945796796102312,-0.05496718695811713,-0.024363277930493425
MFAP2,0.046887139797444896,-0.03754740430924163,-0.010673850528866118,0.0693023700122965,-0.053975938748559944,0.015255136241837547,0.018168552853134495
HLA-C,0.029846046675265945,0.10520636759197577,-0.022372349883961015,-0.07395654041516578,-0.06194894478977717,0.01934210570659213,0.03188191672579121
THBS1,-0.046854745928319445,0.03606514443279429,-0.005534491354756238,-0.041926893241491035,-0.013604013940708209,0.043168423839069096,0.01897828278207735
HSPA4,0.01609549842623126,0.055187926359847504,0.07425831189315656,-0.03631967154898889,-0.03746107967138692,0.0003763907439586505,-0.011403085055436225
LMAN1,0.12802610359554625,-0.012220147560233733,-0.045072756232129835,-0.15593241476793465,0.06322172287691848,-0.018949929649739843,-0.05769424070234901
LYPD3,0.05305988377581858,-0.037805504351468684,-0.019368397125538953,0.09351588605909794,,0.08248797122896133,-0.028239211467305972
APOE,0.048927001357788484,0.004643131379281224,0.013038259671190508,0.0008504902242025271,-0.08671971761070545,0.04321024342436697,0.04997414792403886
SOSTDC1,0.08105814025160846,,0.020008921721115156,0.08236576371003984,,0.15572210950566642,0.013483072756574682
ANXA1,0.07137329357156007,0.03608532093489975,-0.021682309066018427,-0.003545487669685378,0.03522027142371384,0.046966568813836644,0.05854292849871706
WNT2B,0.0393234315258741,0.12916539532584564,0.020749086062012416,0.020142247114261012,-0.00758653771791336,-0.015159910435369305,0.03948914757646689
AMH,0.049577717670556416,,0.0009912960680184886,0.1312046716799353,-0.018051189665393947,-0.012423856242357003,-0.011316254593026482
GDF10,-0.02644087057038949,0.030548444707582556,0.11680902470189639,0.06808361826689358,-0.022782628599955203,0.0027299172939109634,0.010468570068815325
EFNB3,-0.031829508799892554,0.09031113950812057,0.0015744036244165315,0.025398819724095998,-0.03721816792918517,-0.030375787786528982,-0.08874411273864061
LTB,-0.026853719450763654,0.05468627240391584,-0.04593148862635002,0.12355781390736788,-0.03110072285251208,-0.014142963554728586,0.09069229525154121
ANGPT2,0.10126207133370332,0.03110940864306905,0.005247180771212797,0.01493655209029073,-0.08823582102556773,-0.014794875909706738,0.012503103264720646
NRTN,,,,,-0.022782636773115907,-0.01975474865434452,
ADAM17,0.08780675799464005,0.05487528440293649,-0.035908065128587296,-0.07540021260312181,-0.023929409390736196,-0.015224451880199611,0.0018825311070143176
LRPAP1,0.07829243240949682,-0.029901032756959028,0.013377778080551314,0.060399389003620796,-0.07915966096668922,0.013494742751451239,0.013993444274086553
NID1,0.05287143797082947,-0.01633158132055198,-0.0015571377788339204,-0.03776935981904323,-0.05973059774531653,0.0020749146038724756,-0.0016228356209031514
MST1,0.13228699537240382,0.13087981739302315,0.0464844740610938,0.1222592496053764,-0.058989514875680236,0.05491306103565739,0.015028186670309314
IL13,-0.01662135695942122,,,,,,
DCN,0.045926153305259294,-0.09154665900260539,0.01864436629482731,0.023274690392161193,-0.0727804822114649,-0.007471466229984029,0.0023347710874874264
IGFL2,,,,-0.007508097438142897,,,0.05166044494505032
COL7A1,0.12105533321624941,0.1550305393715128,0.001141423174324047,0.042657044168722055,-0.035200460772138065,0.06790437252563894,0.026398083067335702
CALR,0.0769160922067377,-0.05507800698525611,0.005474134035705387,-0.12607267321127363,-0.04681432297314095,-0.01818306584922998,0.023579593440014954
PIGA,0.03910605547133177,0.06494086440363284,0.05933064742635772,0.008831605004508178,0.09556324290394304,-0.008193076757552651,0.004918574013697807
CD200,-0.029902052313221007,0.04570459571510094,0.059344358788213925,0.05448804580609238,0.028043220603762794,0.10774640097270193,0.0404386093752405
GRP,,0.05650218832961467,,0.026130689944383882,0.06125682276245958,-0.021667730352938685,0.009893550656739377
CDH1,0.03650160572337794,-0.035599985338929815,0.037098284262974034,0.030191919653216697,0.02639922682915101,-0.0016726009927984997,-0.02739872346462662
LPL,0.08942189733034528,0.019937430904065353,0.13992996272322245,0.18238146695082974,-0.07047346293736115,0.010265220499965488,-0.056783850979154026
SEMA5A,0.09161633994046939,-0.06663717178734678,0.04979967789587246,0.0833249121952927,-0.048180059579098,-0.007303570659433168,-0.054268645901770086
SEMA7A,0.01749656640798368,0.02353597622147419,0.016216347787917525,0.01455929296708719,-0.012594948322212094,-0.015376130605864624,0.033982004314846014
SEMA4G,0.038106993172834065,0.09841637547584663,0.10482170575808285,0.07269236208859019,0.0345260562994584,0.053485575612721846,-0.007937383224118934
SEMA3B,-0.022661746835999648,0.018270340012711103,0.0375638895059662,-0.022898051080252314,-0.01656437791336448,-0.008692863198019554,0.08149103232092617
RPH3A,-0.03489916617451164,0.0827698804960881,0.02343411152729032,0.09140199959065445,-0.05366076621872766,0.004189832716751956,-0.032745187084620445
JAG2,-0.031626434226262296,0.0017380622062367055,0.003190513444916757,0.022570820580427278,-0.013372685792375898,0.010391219327605424,0.02572249598292552
CGN,-0.014655342390109285,0.030340730258973776,0.03665308099293991,0.03486090907663165,0.06388814248387516,0.00808353271168482,-0.03836471127162491
GDF15,0.033769525351660785,0.11466890434373446,0.008087765331141203,-0.04487666912735182,-0.0015209540847318116,0.06877638626110848,0.08020803637941858
SEMA4F,-0.0684059240817222,-0.008553193197779483,0.05079022277544386,0.08043042407867858,0.03401898175539832,0.01042483674304617,0.06437000007128578
NXPH1,0.009982623332995327,0.11480832865659478,0.01804060803289187,0.10228788442170911,-0.013970519571825437,-0.006677336524351346,-0.042149370323868215
ARF1,-0.060906848984091315,0.07712300064676134,0.015925587233969373,-0.016797568109271705,0.018054400589469194,0.03451359294534075,-0.016556052320108466
DSC3,,,,,,,-0.013617269109832403
EBI3,0.05800214622104033,0.06298474084689377,0.055516431807581604,0.08636997053535232,-0.032549465985813854,0.02041377021432082,0.08056450093589371
TIMP1,0.057243743493699845,0.08562121128012935,-0.0691142652415153,-0.15727595766193922,-0.11280098981243149,-0.006713893368317066,-0.01158082969861217
SEMA3C,-0.025865130904320587,0.02323468942784073,-0.018389794713845806,-0.019884093038569535,-0.042783754878900536,0.022514234043550393,0.026926692331346848
GNRH2,,,,,,,0.0412990012417884
GAS6,0.006107996239494529,-0.0077618654941707995,-0.013013295430985455,0.008593318448792324,0.006196896616972376,0.03439603876273264,0.01963439446668918
MEPE,-0.02616253858739491,-0.027455174223679293,-0.02760534484689816,0.03720823550901437,,-0.02225859917538905,0.02491793635367403
SERPINE1,-0.010325883036006156,0.09140952981675085,-0.07014499142017479,-0.13222572170248736,-0.09840968327205325,0.02385189433223417,-0.07220426633097585
RSPO2,0.09445921177879854,,-0.003084380010730863,0.050565923818485695,-0.04152858386420491,-0.002713203022938536,0.06760078175306519
SHBG,0.12316408163237985,0.003076290433208035,0.01171334008763472,0.03253037404727234,0.13146173943108963,-0.03144150952347169,0.000567590517671464
LGALS3BP,0.08640514878996178,0.026996625440420297,-0.047477690231513305,-0.04806499566313532,0.024201643810257724,0.031934212929140275,0.08367238567489865
LAMB1,0.07627266820994523,-0.005351272452468131,0.016186018524255406,-0.043775371338900665,-0.03510632440684679,0.013128118691058753,0.01631389805865756
SPTBN2,-0.057939627793467424,0.08042621359791811,0.0429704405456779,0.0612191478105477,-0.018594357609430304,0.013359193221816612,-0.029585063598038124
COL1A2,0.029737468569122266,-0.02230234710300308,0.02662662058773012,-0.05856430432271182,-0.08670953889269452,0.009992904636889692,-0.015061800958320846
DEFB1,,,,,,,0.028783365828020307
WNT11,-0.016194422882547417,,0.011680288334427708,0.018604503394155817,,0.10655158659502811,-0.01807182082834586
LGALS1,-0.02801735527299965,0.008770727587131506,-0.06186195700457566,-0.14578941206033738,0.0649657482062725,-0.06793978053567958,-0.015305965729506607
BCAN,0.16155172709545793,-0.06296284990581169,0.07942072867659045,0.16894788192158933,-0.09086549002405389,-0.004825148693360047,-0.029084349937455418
ANOS1,0.10581137049726365,0.030718769237122797,0.04353683952424893,0.11413803600589278,-0.04753285952847997,0.0292611977335364,0.053540399217690465
EDA,-0.019363078063300187,0.0660791004830413,0.02310890365899238,0.06101329702475146,0.11328336740447775,-0.010033851717746362,0.0210331267915968
FGF22,-0.01484431943559968,,-0.024320576332684994,-0.030997011131379933,-0.024409794072685932,0.011479699574068174,-0.026098018012806413
SHANK1,-0.014123427144473658,,0.031095242235150596,0.12167267885567049,,-0.021431233389876073,-0.024276845228205585
NPVF,,,0.02966254612595267,-0.028018759334358212,,,
RAET1G,,,,,,,-0.016979264236203693
TGFB1,0.016570504837726773,0.024918944400879064,-0.03323929274228016,-0.014688595879472929,-0.009384399619664295,-0.022941248437698753,0.024405206498557597
MSTN,0.06311610934654419,0.2455929216832159,0.06434114025800139,0.0314986994703618,-0.04851097511019618,-0.021764455594991045,-0.007947946868358024
WNT4,-0.01683099550323261,-0.030486193890062387,0.03739774330082259,0.05269193799734503,-0.01758548214049716,-0.008411270801861166,0.1061666421718859
TNFSF4,-0.011722099823670281,0.047616180392751346,0.004400533822556845,0.009484314212312125,-0.007356705146199842,0.0011101504197250133,-0.009566088254053964
NTN1,0.0859646789944302,0.022869576233216643,0.02449187625447263,0.08544828677091872,-0.02734677078819088,-0.00719237683615211,0.03166988287630264
CXCL12,-0.04603070229742234,-0.01588453763813204,0.009592344907235368,-0.04307034345307644,-0.062141153898270886,0.000772771017227097,0.04986867732727843
GNRH1,-0.021581150868852813,-0.038340834876446836,-0.02631921962619751,0.059734828449007564,0.03918837451669614,-0.019261075953690126,-0.009477026897881985
FGF8,,,-0.027228613134890972,0.005338075635727987,,0.010076661633128833,
RIMS1,-0.04745131784426369,-0.012950161360175209,0.03448166499163786,0.03495705872135864,-0.016357896777608665,-0.002263810144482989,0.02607255548384351
FGF14,0.041313088444924054,0.014531724066892154,0.04454717882497619,0.07956757968109199,0.02879574086859547,-0.037427050633948536,-0.0068912949357974795
IGF1,-0.010329783534806852,0.012651132389423655,-0.0030087338616066783,0.0075934775468714764,0.004955924243641357,0.05081439672991616,0.01661128859039327
TNFSF10,0.031353376967602715,-0.0013657385476838718,-0.017280130884934238,0.049964934455635164,-0.057929794000656676,0.021721147814186843,0.006487557172658175
GDF5,-0.01082858206761478,,0.08493340416529938,0.025077199784569622,-0.05246064544224663,-0.04948604862450368,-0.03927625292362056
CHAD,,,0.07423504920002659,-0.0038550787845321316,-0.019813003571664625,-0.030877753841385476,
RGMA,0.07528672985215841,0.013893476012296416,0.032947548844659315,0.0850821420364075,-0.10366181882006169,-0.030812216228383222,-0.02767890242079346
WNT16,-0.004072413586370473,,,,-0.016367650827322524,-0.0011058970187294522,-0.031901123510217615
CX3CL1,-0.01554788612832533,0.04771948944866224,0.04153438258217385,0.030653790896569652,0.013180572262646158,0.029123629401685606,-0.016157880626784686
FGF1,0.02659489257658186,-0.05619662768017311,0.025189432431147293,0.10115049752284658,0.06133584829311021,0.03237361394210275,0.07529070610252984
ALOX5AP,0.03996443310550116,0.10550383268188816,-0.030094096268323847,-0.09708714234661157,0.01092519360944337,-0.023438087987007535,0.0242664156177338
IL1RN,-0.015077305388047559,,0.02307390371393315,-0.04554508082095109,,-0.055042470726315844,0.00997351733157655
PCSK9,,,0.011602545634231673,-0.01521513076607734,,-0.01917506701744682,
NPW,,-0.03175195787669954,-0.039478141054168976,-0.007891305276593019,-0.018279916596250563,-0.03364707169916722,-0.021145949693755106
CXCL9,0.06729616429649998,-0.03939411040957602,,,-0.021442662306588395,,-0.05184808157141293
ANGPTL4,0.015557395693908918,0.05603176674016019,-0.034114018977318736,-0.11646670284724961,-0.008337532764513395,-0.03421736082418679,0.02533105226853603
UCN2,0.03182840396946157,,0.005206215517297115,0.022348698244997106,,-0.0036328769002933084,
OBP2A,,-0.029835970203191762,,,,,-0.015295752656139769
COL4A3,,,,-0.023508250648981276,-0.014090358694669443,-0.030304778624487463,-0.02474247284578087
NRG3,-0.0611864158150375,-0.044668628426701995,0.022526073730399103,0.12198983931789072,0.05590136243876494,-0.0027007531479752798,0.0014290285936394774
IL23A,-0.01954521180281829,-0.02745516845736144,-0.015747215189135026,0.10529882092685765,,,-0.02208063956280847
COLQ,0.05984487100295266,0.10140401423193544,0.015527850608199662,0.13135412657114726,0.04099211007566779,-0.041594590577211696,-0.03316354999964949
SCGB1A1,,,,0.08555541912845531,,-0.022185671455693157,
TNFSF12,0.02123415998798897,0.06545694294734537,0.02499051552112109,-0.02142579636493184,0.01705689443930112,0.029596542246521206,0.02021325215829038
DKK2,-0.028453909089645416,,-0.018588494230882224,,,-0.02553668280543012,-0.034208654899286255
FYN,0.11246200021844113,0.056866294395106445,0.07793771297847352,0.14975473967129604,-0.050854165008598566,0.04554655116305826,0.08347153912698581
ACE,0.04305793028041089,-0.05599197436884387,0.03195032387264027,0.062070190650478314,-0.016768976875169775,-0.019442021321975683,-0.004349943595610417
IL18,0.07898935036773273,0.0639288352546507,0.019848895381191778,0.13698299627857632,-0.025688228277364795,0.02302602887028113,0.0750209597354465
PPBP,,,-0.019280950612901308,0.01433397353547841,-0.021045893708235855,,
CCL27,-0.007429110002098617,0.080875079818302,0.05099328750021305,0.04293357507142687,-0.022595530738377743,0.04714032093746627,-0.006776677963754314
SERPING1,0.05573900019877857,0.0265874549890563,-0.04262402581166092,-0.05202374500537352,-0.0420073495008141,0.0302778854181565,0.09596064746429715
AZGP1,0.03223793952209652,0.1665000577066837,0.017755945072721917,0.020406831791958326,-0.1237876743572369,0.023737983965396187,0.034026347582161956
INHA,0.026414238074367637,,-0.014520900208853087,0.013306820884766032,-0.018279916487901168,-0.01685524661526481,0.05652649212928743
SEMA3G,-0.005827015187558403,-0.02745835467490527,,,-0.016864626211584223,0.004289123508536349,0.032668620667847176
OXT,,,,,,0.04246984797788082,
COL6A1,0.105602292572427,0.023902261656760248,-0.0006581615735656857,-0.1421620896287392,-0.10963104446858361,-0.004555030872069638,-0.028591937217426616
FGF17,-0.023530612882077948,,0.09620831787208609,-0.013397792775072099,,-0.014650374310506725,-0.014572160973103824
TNFSF8,-0.015077305516851639,-0.03357391590139217,-0.02092128275005655,-0.00710253882974495,-0.01636765719057101,-0.01975474865434452,0.04283001374621306
FGF20,-0.02428671588747314,-0.023691396624860424,0.09156620960538889,0.006468905320614277,0.025862555509813742,-0.010194089318663278,0.0746458533390164
ICAM3,0.0322235325162999,0.01283505864070535,0.06348527662042426,0.06670815995750096,-0.03679472045280724,0.0006011659858204073,0.05598831547817885
LAMA4,0.0742693280203786,-0.06400381481606277,0.03233497760604576,0.00510258268041527,-0.09410982399443128,0.0051759795100755936,-0.003488767509356508
DLL4,0.09573346770035866,-0.009049853779069764,-0.01580910959271272,0.08987801908907829,-0.07084271563798333,0.03778784833331799,0.042559366357903174
SEMA3A,0.04560026743168972,0.014308225468796402,0.032757515861040705,0.04388534902037806,-0.00891584268484606,0.015570617480535127,0.04585899868495259
RLN2,0.020737364012961147,,-0.014467016206972296,,-0.02725324455480489,-0.021667727963614297,-0.016817908643762154
C5,0.10405086840594749,0.033067176270722816,-0.007231772357321387,0.045177346109464965,0.06887725773227393,-0.007777060408501336,0.0034682949633634
COMP,,,,,0.08156367384686188,,-0.02077561040219005
EDN2,-0.020606944877188876,,,,,,
C1QA,0.002905690322095835,-0.014903359799112196,-0.026072923284363312,-0.03967964702840152,-0.004956922709367406,0.013718464267150253,0.09241881974787937
UTS2B,,,,,,,0.098698779296822
COL9A3,0.10456510310413035,-0.014401994670084756,0.03149034386178178,0.129888400255091,0.0803284238869148,0.0008173895217445693,-0.015950191863543618
DLK1,,0.13781414742787282,,,,,
HGF,-0.0016404973867288632,-0.002003711887086704,0.040286094472867476,-0.03609635079435646,0.06739666382121166,-0.009795089831523211,0.05831929897059572
P4HB,0.0833683293858244,-0.02555852309748427,-0.0639948315304653,-0.15615190445509514,-0.06987964359169128,-0.0365570124697653,-0.017947107508323252
ADCYAP1,-0.04693603871788545,-0.05200287853744663,-0.008871149619215677,0.037956461079428065,-0.03300152010763885,-0.004604860434972424,0.006814796981336743
GREM1,0.03981435343122707,0.03737481056654136,-0.01607811053344995,0.022764021392498713,0.054593835238218404,-0.017260365512356955,-0.056344895314437954
EGF,-0.00123044924955887,-0.024874583117650582,0.030216277772463353,-0.02836404462482604,0.05618816675668412,-0.027280624516843967,-0.02866052191128754
VEGFB,0.03365783198987409,-0.01247997196245078,0.0020666519321722522,-0.062384089092835125,-0.02276902619179677,-0.02072473979222481,0.009940315444216013
FARP2,0.08806767070888546,0.025051373733368423,0.029204790310189042,0.04915827300612198,0.06706835345256869,0.023347565700289733,-0.0021522244953110998
IHH,,,-0.018937608024648465,0.06376726914363658,,-0.021404338781898735,
LAMA2,0.02117990916543766,0.06993248366650916,0.008753728666341866,0.09318535128103325,-0.02313406382168027,0.02482833992817745,0.004868038826432472
SERPINC1,,,,0.047364063132063726,,-0.02113786189088895,
NRG1,-0.03320838479991787,-0.024485971824610646,-0.0014755628304265241,0.04837387897943059,,0.029964198740776188,0.021054091837739066
SPINK1,,,-0.03993033045797107,-0.0232756918555677,,-0.02598268592251878,-0.023443479286189808
EFEMP2,0.05732569871593904,0.041605155831827535,-0.04019678340492863,-0.03693916807825809,-0.08783527244221932,-0.02986909219975524,0.03046950674431372
SELPLG,0.06359180485986632,-0.05540560346857911,0.07532033696206047,0.07997414512690601,-0.006079149521728201,0.008940614012471664,0.0859905466884871
GDF6,-0.0193630776557492,,0.12928807701651832,0.0777332388965685,,0.08043211299170015,
HLA-E,0.07436397044286466,0.03991822808961504,-0.04113638900289549,-0.13655508016432288,-0.01462443802697604,0.018608502988718086,0.03951546577861208
PTN,0.15506685496690098,0.14784977288536427,0.03286080568999412,-0.03261049475311833,-0.05223634921108543,-0.024574559178885663,-0.06118249257980692
CD274,-0.006240347543016265,0.03788218138958141,0.02035325901711339,0.005300529865088342,-0.04461037511887232,0.0028685618079679408,0.11162339746947611
CD14,0.029744406583193505,0.03740350903876274,-0.03385100638751386,-0.04856699725439289,-0.015709185368246007,-0.019101137600827524,0.07801342312497246
SFTPD,,-0.031439634052271,0.04931274126727928,0.06766229440284713,0.05614822494761382,0.010397618341133385,-0.040337021155684626
SLIT1,0.03904824183476383,0.08262725007337601,0.07230360700168251,-0.013504946513995853,-0.026841134466973265,0.011038271386807248,-0.03515959139920634
CNTF,-0.02025869679199076,,,,-0.016864632866472495,-0.021667730352938685,
BST1,0.052243353546095654,0.018393211630712492,0.05772907795913667,0.08175979283103083,-0.03998698702476995,-0.058441826782217626,0.020166346726395765
AGTRAP,0.01851857253897534,-0.00864761175528946,-0.004407033303662608,0.02377620590317664,0.05175379052679098,0.055248740443498916,0.060049361685804256
LAMC1,0.07011803424381981,-0.016353586868095626,0.025217549293358635,-0.047978394953399645,-0.03240406534321431,0.036214621261873414,-0.0023650585544266033
COL6A3,-0.025753542817524858,0.0466575922034398,0.037008519106354075,-0.04271198647903839,0.015621147063131115,0.010064884283456404,0.009400024748978681
FN1,0.0666390576093648,-0.023613439819652252,-0.028943373459600408,-0.1175575020897717,-0.11623552344722554,-0.021525440124834413,-0.043752735664577776
MIF,0.007447433220732429,-0.06141456280474064,0.02059218561178332,0.007334461604994522,0.10416338669694084,0.011534685722873651,0.025861359705120247
JAG1,0.1751577942662587,0.06453497427111322,-0.02207772291825151,-0.06370564984731221,-0.07977041773572849,0.005864438929026609,-0.0500428798202322
NID2,0.08234478625590652,0.04273636633441463,0.015891595788895856,0.04255844080458186,-0.07033983202341317,0.05648358725181174,0.027948439544802244
EFNB1,0.10668547313095565,0.010130124005344299,0.01388620787004221,0.03210733914464873,-0.02812813947776984,0.011578160247745028,-0.03439400445686812
COL4A2,0.07896750090755801,-0.03859892818860883,0.0537768947406513,-0.04752347767609075,-0.10538442377768252,0.00907823827215939,-0.01383880454172197
SPP1,0.03974646684899517,0.11833881099606883,-0.045627166707323294,-0.16682845834949175,0.08965011207542152,-0.012206060148580227,-0.0032697309318009435
PODXL2,0.04485182915787266,0.08536714119307465,0.017913225138394624,0.05684719320229904,-0.06728078515538197,0.019536081640929754,0.008202516423571525
FGF9,-0.04702596958624608,,0.024260231876969615,0.12012449771915563,,0.05196227956257433,-0.02380363131137193
ITIH2,-0.01972580682348249,,0.003730794998864563,0.1395703715608069,-0.04925627740405999,-0.028528693030648956,0.013128552048045528
ADAM10,0.0706230584314893,0.003451141755491313,0.009481399801357699,-0.005654871288427414,-0.009271701102268862,-0.05923045303468737,-0.012157368008250341
CFH,0.006805489834169501,-3.6744208672115644e-05,0.008348742599440826,0.0718006716063128,-0.08509422920994768,0.05119773329065088,0.026867916072657348
COL4A5,0.05263120074198154,0.059574030844418924,0.031230945914193526,0.10265234079856361,0.018369920432492116,0.055664876548712515,0.03033350175470606
LTBP3,0.08441594110041785,-0.035519008369520336,-0.057046741646238415,-0.017027360913772716,-0.042302645760233196,-0.036774224365696724,0.044381642046050246
GNB3,0.0901541699626477,-0.008023050342307901,0.011593856847060711,0.05128433704875673,-0.028814873578895308,0.020061077386313415,-0.008811172153698749
COL6A2,0.06697392048245776,0.041592666107157686,0.03152540855221981,-0.09326188452430963,-0.05425561889116125,-0.016982271991244694,-0.013518061356714321
GDF9,0.026991009344468107,0.014257022160775141,0.01467859759326372,0.07137848371308667,-0.003781247128002265,-0.009418406411171929,0.0585872681342708
NCAM1,0.033104851222571556,-0.07178009604449873,0.017159790320271654,0.009002127759645899,0.004632292768976505,0.013460786937733579,-0.06512863144205294
APOC2,0.09656359406502925,0.06561781686821994,0.03797945043742088,-0.001832183863041909,0.043520077606668685,0.03259777974805485,0.08793092748491582
BST2,0.09157830929964494,0.0861754943606467,0.014398976163586938,0.00025838822468563654,-0.06699749729765564,0.023907389594758886,0.03465069771582135
COL5A1,-0.0003210545867225804,0.031244805326763533,-0.010280653136633724,-0.10962853838509652,-0.043305720645564205,0.004429216118571559,0.00760424401182424
CALM3,-0.08504884867639668,-0.07955002267717123,0.10300706881413006,0.15176242917812585,-0.009939548831166439,0.0179423001607826,-0.02462479529096871
THBS2,0.062018142646877945,-0.029324718817152075,-0.03321092338680647,-0.004484567107473448,-0.014056109705226047,0.04423585466256523,-0.018868818654724315
SERPINE2,0.05287110512656079,-0.09223492765838907,-0.027970546550017926,-0.040319146984397175,-0.006293616498642638,-0.01790016864754102,-0.012027865794434343
EFNB2,0.011936752944346294,0.01917783314708496,-0.026754006877805082,-0.049250423959228275,-0.0038639912544761942,0.08348285437068598,0.020716967646934644
PROK1,,,-0.014467019416415544,0.02443362843327591,0.0133610501480419,-0.020318686946767698,
MMP9,0.09340888693032297,-0.015615323338042978,-0.03710731225036907,-0.010709782821529531,-0.03345621232555839,0.009405112614765794,-0.033770278854385494
DMP1,,0.08131412371842574,,,,,
NPPA,0.0752844613467891,-0.04995242090484243,0.07949044665839458,0.12912585554040074,-0.011440768155144046,0.048645285449083406,-0.01822302498972158
APOB,-0.015533296253381738,,,,0.2840483319887849,,0.04597148337228566
C4B,,-0.02674067492510825,,,-0.018729657116054163,0.004439154742323398,-0.015295756933015693
NTNG2,0.04537864983470501,0.0010803713433330277,0.01368494738691089,0.07697596819320449,-0.007083562006257973,-0.03914122328868326,0.01431533412127686
LAMA1,0.08526418965706364,0.04509422360848609,0.056464613786184815,0.1672063751317804,0.10953853147550591,-0.04915538779876941,0.0972538885000063
UCN,0.06664179492179022,0.01578915975512102,0.046907409318858916,0.055488836041860154,-0.021147362094129405,0.1158515731432239,0.05217439380098934
ARTN,0.026577611342357328,,-0.027228617007250724,0.0705585624590592,-0.023336024425421854,-0.0196057737768706,-0.023311577044479073
PDGFD,-0.02131989354251683,0.0484247708689403,0.07961987911540856,0.043438386267249975,-0.0384063733738679,0.06438010391766623,0.04517860762742266
EDN1,0.06179714380016416,0.03700710004869599,-0.04361222197872268,0.051643360114483935,-0.03763740266853729,0.023671362011602044,-0.02409936599273913
ARPC5,-0.025529043974040874,0.009573714024453507,0.001791114244010127,-0.08802560856085508,-0.06801970810163917,-0.0012341530334096756,0.04267027983692941
GSTO1,-0.0921007845474675,0.013535478716241077,0.017515124210278985,-0.016474778039849508,0.014621070405336207,-0.016791245689910098,0.019421503034304594
