,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.08049695142989932,0.04155777404776777,-0.03539461028835816,-0.026191973814961526,0.010197468120660412,0.06564633891059303,0.04232766588629751,-0.03882096524020227,0.044856372549265784,-0.0466932617706305,0.036477496537331074,-0.043954206347456296,0.01651515123364388,-0.021981195177239482,0.03035957189354486,0.05992767825863502,0.01846742477477944,0.04058004712573593,0.04729646277294872,0.04118383187035292,0.0005516201658079,-0.0469326247403623,0.023898716580196346
RARRES2,-0.021942701062312192,-0.028157259334368884,0.016439291001175388,0.07707466791165436,0.03611186915584508,0.016340933299775467,-0.047971145115734144,-0.05282429897256724,-0.012101663666914774,0.02721975151323511,0.03823368628495022,-0.02299554764764927,-0.0462729887404886,0.03189667521622169,0.05223723847744963,-0.007757190518946099,0.005285074781495585,0.03923691030740798,0.012673732908938255,-0.12097275438622217,0.01190478779044604,0.02370462656914599,0.0636482515203219
SEMA4A,-0.0044443631938817,0.010174428024978565,0.04157103062844746,0.04373110300245017,-0.034882663392566904,-0.018876963455529704,0.010902282084515862,0.06617534973279712,-0.04891404978561941,-0.03883694117545704,-0.03593618202865808,0.009708268080487662,0.0666458362119486,0.15134132555278737,-0.0005759657025646623,0.025404991831306515,-0.01996232757510066,0.05721429534002143,0.06951855287325553,-0.051629416104591805,0.09744901355815003,0.01693264873688322,0.1123745532298977
GDF11,0.02758082830736249,-0.02702511212196391,-0.0179129329384525,-0.03853934438392704,0.09345136107567929,0.06392522203513432,0.03919043193749708,0.0028327746407146716,-0.013838076769556494,0.020759991939191515,0.015151313116900345,0.038477627873913865,0.009663040110319113,-0.06281231417168207,-0.08144645509810179,-0.04376988932641289,0.019416221561882146,-0.027216088546038106,0.03307253684219765,0.018540467107805342,0.1243795573752959,0.022114705786977433,0.04533535466357422
GPC3,0.16856473138948638,-0.010353989925739469,-0.028141460059415264,-0.01893667077437679,-0.034728951476061753,0.036629523559691096,0.06674500848444753,0.028834457517754677,0.006079917408507194,-0.0276397151594308,-0.024715161929693162,,-0.016326243754494485,,0.03969805859785585,0.07524040499086396,0.008203855442483787,-0.05895282102168146,0.04670814851360209,,0.003639227284687176,0.010728861774577025,
OSTN,,,,,-0.02044077453455181,0.0398190624338615,0.0006194538909205092,-0.013274507408727574,-0.032080701698029054,-0.02505450434927324,,,,,,,,-0.04000650323020106,,,,0.0745937917462538,
GRN,0.0404801024611724,0.07295778449722173,-0.03258476298329003,0.0545994428712258,0.05602693342535774,0.048274939123196484,-0.015565818993686548,-0.036289669694749116,-0.023357982362989697,-0.013978566137216215,0.03840258190227011,-0.008539678129816904,0.07688905302973573,0.05418869513652687,-0.011473082886872066,-0.019143136659807457,0.0002716493281550739,-0.05364998049755251,0.04127708146612497,-0.014115430862327003,0.04909628675258206,0.027175201452236248,0.014091413575606794
CALM1,0.04913182910955595,0.026951874675461437,-0.009482301520516302,0.03378143499207581,-0.052196645956995386,0.06721431080413182,0.05422460844814447,0.04263720532037831,-0.068907692985231,0.002380742901545901,-0.018028508394817264,0.05212755997308607,-0.003674542450103223,-0.08916316525048672,0.0071989855275367476,0.07620690066289404,0.04901808788722959,0.021289547176050347,0.007185402497394325,0.04520989744636982,0.022837204477650124,-0.029093520207389048,-0.0024817613482461367
ANGPTL4,-0.02025510705906813,0.016876186195765735,-0.026947036265140827,0.0218636294540832,-0.07249878860081091,-0.061994115409431026,-0.03510072642155046,0.028682764418842807,0.034609350185638446,0.028864825915597546,0.02327646205811634,-0.02782545163538488,-0.03205403887259408,0.08193168168935465,-0.015241034555767852,-0.04810076715369814,-0.01447905143595375,0.001110992335031825,0.0027686549964206593,-0.0016814698483652453,-0.010616706421657122,0.04894040502066857,0.0036107825253214017
BMP8B,0.009535858786993178,-0.029731113771749525,0.0038843325461955965,-0.023664958167118198,0.00671348886150597,0.04082902916871777,-0.01322551604970378,0.06145038229762894,0.0490876059534334,-0.013513121000591736,0.07364792268071095,0.015994743709967826,-0.02666301443199107,0.04339256612876309,-0.0016560730559541227,0.027606732175934973,0.06091322058403124,-0.041668621363715665,0.09673204325991984,0.013373588840861974,0.05553319083032506,0.007858003998593878,0.0968271716643074
TNFSF4,-0.03458490902124572,0.05422120161510702,-0.03176042055293942,0.013995125239311035,-0.03307948702558687,0.0180353077184675,0.020190425193486308,-0.020328861761075935,0.0006256557711356019,0.06006570510352828,-0.008802976053587454,-0.03610033630231222,0.04857426582459627,0.052167328741297245,0.06550301021040036,0.09988664144910192,0.058614811683758705,-0.06622180474550261,0.03929628077208927,,0.020553070870236032,0.010192497930442199,-0.04871506586911223
RBP4,,-0.05776419921736049,0.0473089648814154,-0.033827823525087924,-0.02215609291706323,-0.035058462439722375,0.011298879815192784,0.043917906818828345,-0.022245667348864673,0.06018413250820757,-0.02478291610699796,0.024419473389114797,-0.060383917671561094,0.040365438036252595,,0.0708618152178535,0.01081920710493644,0.010206845975789448,0.06517336763519628,0.049027523506632455,0.015298887484533195,-0.07613953886766503,0.13222409143570582
DKK3,-0.07215420512375216,-0.03140703002355157,0.008262984159945785,-0.05452348721217031,0.05365291222671776,-0.02242153055844862,0.05116234998198726,0.08152352663668785,0.006458262321001668,0.020613270976192727,-0.04438945809025317,-0.011626326158853215,-0.024620557354689303,-0.05514672543149321,-0.026979744026550262,0.0461761986596267,0.05997024243284634,-0.03542081078042738,-0.0665233739640737,-0.049598802064684144,0.026682681857231275,-0.015914535660288297,0.12438912972718856
COL11A1,-0.011171465817551863,,-0.04856900753584552,0.007123630319992796,0.033599178746313504,-0.0218975153675294,-0.006042215168379316,0.09314788405563514,0.03786037730833464,0.03308419624527023,0.07076832235128533,0.021922007685724835,0.056619515691469065,-0.006862161780420844,,0.1184571138928131,-0.0049303496838784665,0.008137424743324188,0.02613732511741457,,0.0060576632479065985,0.0569680479790727,0.03483093137284253
COL5A1,-0.0032367397068475846,0.022063724594603647,-0.047581568861303464,-0.006919344920442936,-0.04172120016854019,-0.0025413158502234534,-0.01633746116571893,-0.05684645956452592,0.03458004265908905,-0.018769347169195427,0.08476572402720674,-0.04342670485135332,0.06074913035740805,0.04839751974435154,-0.07108388064588572,-0.019245326065261758,0.03402918425586329,-0.013477825212408033,0.07384698731876035,-0.006807016454394098,-0.014828896874009049,0.04510100966421038,-0.03788737504207469
KISS1,,,,-0.030581732107031693,,0.015073593739753727,,,,,,-0.021384574785206813,,-0.06665465881716894,,-0.03212907937635075,0.04309177679027916,,0.033824293625810416,,,,
MEGF10,0.057115032458806794,0.000969550058207907,0.08928846969659371,-0.003919874894735466,-0.044608475274669136,-0.0037918255840182977,-0.0040755606131459305,-0.054672571303822234,0.0029940025350539915,0.035222570034336646,0.03351204042344146,0.019555993943101074,0.011732709853339096,-0.07430393671889148,-0.03791813510288487,0.037010318336228004,0.053829881941165586,0.05068167833184923,-0.0438667495644481,0.04262133134911765,0.04945316776939458,0.10370952790433328,-0.02459249621395242
