,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,-0.014513717955567974,,,,,-0.017544616049215016
BMP1,0.02778268165042105,-0.002863010507499358,0.023187829891042466,0.007495851871707258,-0.040039563455135985,0.03330425226021638,-0.012389977964441364,0.023154389336842905,0.01243541218193107,-0.026842946817300373,0.06570123704280208
NDP,0.0167745686585898,0.04612215578435027,0.0010139184326439237,0.03530468475155451,0.03428800037505323,0.061956629130908956,-0.006641481547889522,0.06931750737111063,0.052923650449286784,0.010141115242619032,-0.02390514583855438
TNFSF18,0.0035937417800917127,-0.024921962379962255,,,-0.014453489645266462,-0.02155243545026554,,,,,-0.029594630619646567
RTN4,0.0010996492628314745,0.04588401237040631,0.006991229375281007,0.06490509714129612,0.04249987239331553,-0.0578771314661991,-0.05232829094327738,0.022922682766119085,0.0095447188994291,0.008348696743657602,0.004291321512563539
HEBP1,-0.0028209608609564784,-0.015413129022435393,-0.006570375043981508,0.01010033544177084,0.01669859392332882,0.02747506916852283,0.014471479699850269,-0.03660709072341172,0.028108174436755732,0.05089329792928809,-0.031216926897023357
WNT7B,0.05155671309451063,0.12858962993758563,-0.01940339353972016,-0.018373538530939298,0.02086520063543288,-0.02735172106822394,-0.011083479878930713,0.012983915920579264,0.011600826796726742,0.12486906595826154,0.013744944070116871
PTMA,0.03194170397027537,-0.014710181515668934,-0.03991294418037817,-0.06549732928745862,-0.024876357948620077,-0.03871535176208552,-0.010664951696849615,-0.029681572705057557,-0.022809615536850625,0.004119995414573433,0.019514136087286266
FASLG,,,,,,,,,,,-0.015216439514051928
CEACAM1,-0.0007422469123924022,-0.011880544889408462,-0.03422918909180043,-0.01806680473584432,,0.07362829748104321,,-0.026137293116034042,0.016258695189712766,-0.015355405833544389,-0.021171440695637662
PDAP1,0.04004899705342746,0.09221528483682295,0.013178025228732397,-0.05714329866031215,0.014013913183835052,0.05765477863536726,-0.003569700419650879,0.05298734605403202,-0.025874182338899817,-0.00631777821163909,-0.004531747033486128
QDPR,0.019493265353456156,-0.03610307335410565,-0.007632541353519137,0.06435137297439945,-0.05924592134644086,-0.02935051254867989,0.05902400796069292,0.013725749457734556,0.05274694106465395,0.04268544142543413,0.052329769667814566
POMC,0.008786657033893051,0.03979472303273263,-0.0051853713143893325,-0.015993021338514386,-0.027790351659665688,-0.025006962624899293,-0.029810163171851187,0.06971237363140445,-0.023571897044699874,-0.025119426771093915,0.015011260561382092
