,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
POMC,0.03860152834215558,-0.004155250856413004,0.02630073887296239,-0.024240018719319224,0.13555540637992053,0.04172469009889011,0.015886372014154184,-0.018183019235035815,-0.030665707974752227,-0.002983246287366527,-0.0229296450180465,0.05420684698327654,0.014679798490054366,-0.020421278220089455,-0.0640542398831925,-0.01567532202605672,0.020814086607613084,0.029230712890847214
CCL18,-0.005629596113183378,-0.03783522516927674,,,,,,,,-0.037718868283343476,0.09401125514156736,,,-0.04194786855658047,-0.01907060051670958,-0.03172711468499661,0.020228398011337967,
CCL17,,,,-0.03056878021178303,,,,-0.019544390421565434,-0.02446657591073633,,,-0.012563673289430357,,,,-0.016443618904697425,-0.03923950327143293,-0.020398998466458627
VEGFD,-0.030890948010850523,0.045209954421820825,0.1702169251398229,0.0010708671753293202,-0.01811342975249931,,-0.01789538958100728,0.0704397346277175,-0.01794652931523917,-0.02348395561458486,-0.015492195069619966,-0.013464877803166256,,-0.002377915891083201,,,0.03504581159760103,
TNFSF13,,0.0682023505391848,,-0.006734787009045524,,0.1472385720394987,,,,,,,,,,0.026077058038906465,-0.004334255548278315,0.016490758622158104
WNT5A,0.052629172406588084,-0.0008658799669267692,0.06214353597020076,0.0432953646401718,-0.02965394639540796,0.052014856584021135,0.1464119806237143,0.024139482295583683,0.049260315107181124,0.00576576364517571,0.0190593902731539,0.0019682072951444944,0.019249810129000972,0.0098453406931266,0.06819984132571652,0.03888824479090128,0.030275325857055422,-0.059416143713564004
CXCL8,-0.0229913270529831,-0.025850529090403276,0.0009975440927701934,-0.03332256310719801,-0.003712170460651141,0.055970248693005584,0.0639056618348599,0.018451925463334542,-0.016712588439387995,-0.010873757391785312,0.012080589303653034,-0.040483735406654404,,0.01951676192702647,-0.033576794746672085,-0.03972337396136761,-0.04988177046310387,-0.04429508271209444
GRN,-0.008766321152842383,0.09020025704225923,-0.007144253949349282,0.03950109933638769,0.01715382081087653,-0.0021375348869797535,0.1573156862657204,0.0009279717397559056,0.05786496543970249,0.0031153549170722305,0.013872960217048076,-0.008656540471671642,0.04210566135733332,-0.04767759793378564,0.08898898993688224,-0.07225762251741265,-0.003370084605003446,-0.05616441678071088
MIA,0.041882139265252284,-0.017656724735904752,-0.02382863897689727,-0.036636240083483575,-0.028801777753011924,0.05198771239822395,0.009533948078391042,0.005921706397974492,-0.020410397592202752,,-0.0023735660781515253,-0.0002891367159496045,0.09523337630809407,-0.01862626466938833,-0.02284265863038011,0.046996228132926046,0.01271157409149586,0.0991839732067932
COL4A4,0.04380740614890886,0.06718038151240555,0.08109501530877535,-0.024588404284281534,-0.03967606967649868,0.015041985377939897,-0.015263373598564705,0.03360657450722977,-0.016772759085821463,,,0.0574934160133305,,,0.005810692400936083,0.0056408082510202755,-0.022669880706447598,-0.032650354852144556
TAC1,0.02370531946230279,-0.002396137708839613,0.030736122058235386,-0.003278821356518646,0.03191075656392587,-0.05545319146659831,-0.09099337538974114,-0.08208220308442914,0.04520910398186668,-0.018271779216207203,,-0.03170168429545917,,,,,,-0.02681655774162961
RARRES2,0.004216851516883564,-0.02850826926323082,-0.02008170074942801,0.043007585275450434,-0.07058979779719592,-0.028111081859825138,0.1550510027151644,0.011484659099807289,0.012760892287968008,0.003987525055190312,0.024499703203453963,0.02008965266213294,-0.06927672187951185,0.05830093955188935,-0.04595199156319775,-0.023032896935123157,1.766228862677229e-05,0.04309263397757321
FGF7,-0.06699199166752628,,0.014678024912046249,-0.008016706438658884,0.020944803315505866,0.15525260789594775,-0.004941315101280756,-0.023048971099229456,-0.05279027479023749,0.04379029889500967,-0.02192803537492253,0.0259125470917909,-0.009762896183385304,0.07096596527763507,0.0064483411455541345,-0.050962800564126144,-0.018888701398568516,0.09718600411861496
EFNA2,,,,,,,,,,,,,,,,,-0.025835053634325877,
HBEGF,0.013303382637084346,0.09443509522602232,-0.004805768942702867,-0.0005267889076527694,-0.017292125348565016,0.10065379653607505,0.051055609710964935,0.00945991947103544,-0.0015973914258986222,0.01917545972576901,0.06486776404228319,-0.04156092763671888,0.03715675764481393,-0.02447612255442563,0.0029502521227464723,0.012773823764364995,-0.007105405536288386,-0.056451120359439326
CSF3,-0.03109710567124836,,,0.0307540428625106,-0.022521309765350925,,-0.0312855980391121,,,,0.010512008162297653,,,,,-0.021453022625980686,-0.051858981466192805,-0.0020935643120715687
PI3,-0.03683915889856981,-0.002882506816303354,,0.020365790491993784,-0.047967870265010655,,-0.03522799631723907,,,,,,,0.09440130907820024,,-0.04299932553835238,-0.022778775789517435,-0.04666238263822293
PCSK1N,0.09480083778641224,0.08494155481148667,-0.008133931587619112,0.015998124017394654,-0.05136681154875358,-0.031556353103978106,-0.07223483926890112,0.010222087280495618,-0.012620542963103743,0.023336467738204268,-0.025976568265722772,-0.026015580715259723,-0.010613598313420595,-0.020696479856086674,0.018003007729784026,0.07335984893728521,-0.0034761121748946382,0.0702453668362913
NTS,,,,,0.06732773245538799,-0.015917127464801208,-0.017260534402567345,-0.02331028148386261,-0.044801752665646996,0.030204433908593835,,,,,,-0.038361251187015055,0.02351917854687928,0.062098669459776844
SFRP1,-0.007743189050878982,0.034848457588947876,0.011591727463860692,-0.005072140780125274,0.015577320289556232,0.02070760725484397,0.05440300133694868,0.054689969028253,-2.2173250470816785e-05,-0.025683664907509215,-0.05036288467149083,-0.03587485153444433,0.039476607743198326,0.014585004712338716,0.08359633088987534,0.007889356259957231,0.0009505179403234861,-0.017530045719839876
CXCL13,,,0.03632289618514718,,0.051065565177742404,,,,,,0.0627834562404401,,,,,0.023733637727336315,0.0016511108561513667,
MICA,-0.01941911391392352,6.502966440941045e-05,-0.0042126129944100215,0.03258637262244738,0.005967233404913468,-0.023087455903386143,0.1141842102882777,-0.03620232691409209,0.015123240926704659,0.040449594716148445,-0.03466507343622707,0.015773958537278403,0.10400049176850937,-0.06382464370909632,-0.01878700583894198,-0.02146239019633577,0.023255042494380002,0.02965958596605445
TG,-0.024789356684431222,0.010344042589782849,0.0006123078214976344,0.04223014169842083,-0.01724807716707359,-0.0183725610604782,0.024674816244459413,0.06525463500494666,-0.017706354737530388,,0.017895654777973155,-0.01887241005194754,-0.0477350641772547,0.03955081803497743,-0.008002103970790715,0.055676368028098173,0.0029564765338753354,0.0015384616967716398
ADA,0.027523917567086463,0.017216292068337188,0.006226780204529133,-0.0025943068377057,0.0315009727709275,0.05641275705484712,0.09447824226897095,-0.01839619865968069,-0.019018815910437928,-0.028938085620660976,-0.009414086447852917,0.047062657656429474,0.06466782253356708,-0.023766172683015153,-0.01430484705301648,-0.01843758944526902,-0.019665613659702645,0.05943960913545391
LAMC3,-0.044593456453589635,0.08754026783420703,0.04208501213236663,-0.04324939308802734,0.04976298445026487,0.10348565319240835,0.16089479671818635,-0.04263869664964556,-0.02532466144306406,-0.034901289496801435,0.008132218889000052,0.019292984380765477,0.09635634230184509,-0.0920695821781018,0.031561565379079545,0.005026768338219449,0.04186637235064946,-0.006870924994708821
CCL7,,0.03119562560733755,,0.03374830137684401,-0.014030821041226658,,,,,,,,,,,-0.02464519447375826,,-0.02250581252852178
NGF,-0.01791592655903301,0.03799329396127542,,-0.009204091230894653,-0.0023604310304986774,0.026308259633874304,,,,-0.021143117657346673,0.04021717818561346,,,,-0.0033612304656571246,-0.02846322662019605,0.0062475157244562905,-0.016246427078307216
TNFSF15,0.08244771587933465,,,-0.02317365988157148,-0.02010236415229712,-0.021288117888540993,,,,,0.01083740754436623,,-0.010852294036551156,,0.06661002384757447,-0.0240262971952568,,-0.02282777777653298
HMGB1,0.0369029201656485,0.04733515932721111,-0.018440255854102996,-0.08015769460867407,-0.021874556905247432,0.07133751792044941,0.10628032650460655,-0.03874698609623442,-0.008516164998704877,-0.07498523847719307,-0.036914150221860634,-0.0031317542954502,0.021390288941699625,-0.03264154455909925,-0.09986598604338606,-0.045533740671830636,0.029303788977911367,0.08402512210554083
ITGB3BP,-0.010490443190415697,0.026621835231050647,0.020139989108270594,0.041720551051347,-0.01093853675856656,0.1176462911292598,0.13034563502843552,-0.009417252269510288,-0.052682056550538106,0.05175574282216926,0.023606364628672587,0.033829458808575366,0.05026861057223743,0.008911965631888246,0.04080790554811816,-0.005947619534250015,0.037522016118933646,0.08434416485296915
AANAT,-0.03211146549729566,-0.025258316428040942,,-0.007115538456641072,-0.018113432338293486,,0.027155765882403256,0.04362002050591918,-0.020410398727481183,-0.019877640035802852,,0.04376996620317712,,-0.05712723140836286,-0.019862829842261686,-0.021620789562991335,0.07059442646515579,0.09580601373480242
RELN,0.04256569721002086,-0.003648185911071977,0.0008877669057422295,0.0825420884370289,0.007990000034158024,-0.006456022717027765,-0.047403687777362556,-0.010012424504193918,-0.06818462500325477,0.023797614563374956,,-0.01865768798946417,,,,,,
IL15,0.0050444033834619794,-0.023741610002308153,0.10537356197613792,-0.016043897543165132,-0.030180947239104316,0.03338408370209368,0.08173860098977714,0.02168648547840623,-0.0014091266269205321,0.012529536378570853,-0.03485117299231275,-0.015630347023789026,0.02923641895759993,-0.01350257673748371,-0.01208593953236358,-0.039610172319557164,-0.02949698093532339,0.0007845394886137081
UTS2,,,,,,,0.07783937360889152,,,,,,0.004118652238563481,0.0878832482094011,,-0.01841168468633239,,
BSG,0.011482837622869098,0.024800326983490172,0.015590142213574965,0.03247307791547021,-0.02381701188491102,0.05388210041897302,0.029990262059255292,0.016280268079270528,0.04463737805617706,0.019052742625226143,-0.02575234005261046,0.04318594577152367,-0.0008603340408336583,0.01588483856618832,0.028774861930225503,-0.008850241518887194,-0.09132615171813126,0.015494149973935074
ADAMTS3,-0.05876420871393166,0.0029144824885609113,0.03810343850746895,-0.002000028559092376,0.020591471022792584,0.06623099442201281,0.10730455881006577,0.009254269347560583,0.03470990327068777,-0.0319188191650899,-0.029079211524153967,0.07937396073861568,0.022047189045446714,0.034666040632272965,-0.02378371661620978,0.010909379496732994,0.011614437478577247,0.11314457354026171
CD34,-0.032682620377897056,0.10006288773279616,-0.022569892630495844,-0.017215720755103768,0.05546736177038438,0.08286736867207058,0.10351844884176632,-0.008250309789864579,0.018131455105510917,0.01727360065057815,0.0041600193863839344,0.04036574090381118,0.08429103811540946,-0.024897774244503918,0.033310145787067334,0.05934110190634585,-0.016416893562000944,-0.022558142500674706
CCL23,,,,,,,0.004799360149939646,,,,,,0.10371999925037331,,,,,
PLAT,-0.015456702066629024,0.09368810590007604,0.004472891224489558,0.028265632453685942,0.004348467653458123,0.02422035840607613,0.14310175855603166,0.014725141628193359,0.008848175170808143,0.02513411115462882,0.010840133506707378,-0.012595888162209584,0.04237900207982473,-0.03142671516785443,-0.003450127877459279,0.04196196993856173,-0.00020880124739188022,0.041086269808348945
NTF3,,,,,,,,,-0.032947252539080936,,0.016016875719522154,,,,,0.12393197249698322,-0.003706403149080266,
LTA,,,-0.018706929319396118,0.05966616303705813,,,,-0.01705420860706372,,,,0.0063884481519380565,,,,,,-0.005037989241200958
CKLF,0.034799144892438315,-0.0051399865445524474,0.020509617729530936,-0.0297494504070708,0.0270141592770904,0.11212712676527796,0.1562686313444121,-0.01243425535908835,0.015202691913024976,-0.05443896717115693,0.051574578153748066,0.019634989968049986,0.09136631822120811,-0.002265459821252914,0.0576797878248666,0.04243557668405778,0.08662621972022017,0.09970346378965009
APELA,,,,,,,,,,,-0.012977536932979561,,,,,,,
CD24,-0.06741248809473374,0.06788993261454769,0.04976688981835597,0.011355545893951794,0.012334239269214484,0.09013255211393112,0.04961209601537381,0.005626585075209921,0.015720818236485315,0.13557923288203114,-0.021547810515517015,0.059257590401068386,0.05015434816443757,-0.09775525846920755,0.053595043935706306,0.055431619571703804,-0.044130614169966165,-0.0208238493113481
HSP90AA1,0.054772257183088785,0.029582931132252865,-0.0008725277893086644,0.0006935150358439259,0.004002342924577731,-0.09846092572456179,-0.15971014956367044,0.0682704087400998,-0.013974088159563938,-0.040753710666967646,0.04822544499130847,-0.013407784022030113,-0.021007371894191763,-0.0521411667019727,-0.09212372138995782,-0.05667272521555587,-0.06899663402082504,-0.08026027731639009
BMP4,0.06934020648156335,0.03907794370016516,-0.01983044167886309,-0.031858567237845116,0.01784744298963275,0.14466763440163483,-0.004691435775024281,-0.02629087374593025,-0.011650638106106054,-0.01472325403180194,-0.02776753866875791,-0.013318671679743346,0.06592629972781555,-0.04317561920431334,0.05891933117808453,0.0646859445764386,0.03473983770681719,0.02741887204423945
SCGB3A1,,0.04613841334404373,,,0.04895172172808439,-0.0002307227578363116,,,-0.017216370954402208,-0.034990209180814406,-0.03103016246667401,-0.010906650796827354,0.024109593370711502,-0.047258916979061205,,-0.014311338473518738,-0.008255465798320297,0.06236897311420416
IGFBP4,0.0017748513242215054,0.10773223976678978,0.046961262560691566,-0.09443864854750757,0.04086072955632442,0.05455635945822514,0.13255707968622324,-0.023403254337197105,0.11028172240620174,0.005868770824997093,0.032427638371444883,0.014991467617989711,-0.005681628659495524,-0.009293034876677864,0.03300138350025852,-0.005366606702753644,0.03964773994555243,-0.019959013869150263
RSPO4,0.03202970813629365,,-0.03024188777194478,0.07528260335108684,0.03353536889276356,,,-0.019835082843808433,-0.017216368436118498,,,0.025285676996302603,,,,,,0.13991084537525433
LEFTY2,-0.02095399763109087,0.042860676276935177,0.06587243975623623,-0.00802550472163967,-0.038642876574951544,0.069107382009975,0.14521672804603086,-0.0488468801232078,0.07201926491782362,-0.021143117657346673,-0.016758578056654674,0.01613782965378588,-0.011640482576227365,-0.013352351276766306,0.16882446012643823,0.0633954568575768,-0.0026670540851943454,0.08458824797859389
PF4,,-0.024965023703375864,0.0016252285005004961,-0.018156869023134483,,,,,,,,,,,,,-0.023679615299947613,-0.0320474747287552
ANGPTL2,-0.018232588712120076,0.00732744720893107,0.039318542505944444,0.011553345655158578,0.02962912855601261,0.08697523682595862,0.12026060246695773,0.0027313790448953742,-0.016929607548047388,0.04386370355042499,-0.018673055144921933,0.018205252173098513,-0.0021150617128806314,0.020090739500691637,0.00943761905005175,0.016919147348013152,0.02656357354019665,0.001017565484205644
LRIG2,-0.003527844669973308,0.018530354857279007,0.04709375642591572,0.011237329109085302,0.017413788861858983,0.049272949098819664,0.08780469344696346,0.0011057136282020714,-0.05078956726393285,0.02147967724277407,0.06289848422079275,0.07523976335081872,0.05257656240216841,0.05674894614968397,0.07485782576056282,0.02918032513543499,0.07626861182925077,0.02110446501475254
ICOSLG,0.018306091117750913,-0.03204745287939688,0.12524818845792432,0.019954108906525124,0.007120754334087052,0.048644326793775325,0.07745654747429555,0.00817910066745773,-0.03267345227436525,0.026458508182333293,0.0005340404010685791,0.037274583404680775,0.023356394804000598,0.1117145131938337,0.03562360801690862,0.09235098179925429,0.06331012166770786,0.11183548283052679
WIF1,0.04440819426692967,0.003987490256092394,,,-0.0417561729605878,-0.07976192140491349,-0.09887160278120659,0.021430631848034443,-0.01394827684102938,0.04903043689857536,,-0.024799301209185904,,,,,,
NPPC,0.007216111949120577,-0.003120266234279234,,0.024960401906491122,0.03200414605568728,-0.037096787010742656,-0.04319608386521447,-0.010030052517305241,0.026354709464404248,0.031281044421324886,,0.00011146795424325345,-0.036683005543397304,-0.0590396738044206,-0.023783670938157815,0.05941302344736496,-0.02639501352616091,
LYZ,0.006965031997034463,0.046802525704700414,0.023641084608577518,-0.002101681617180899,0.06759078602083435,0.06241678547521761,0.09616046620106346,-0.012474651848903274,0.00581781932352999,0.01364631369033821,0.027114254684940064,-0.016859473419529567,0.10768720983483676,-0.028632325670010696,0.009645568720908545,-0.03428141419418358,0.07319168594242101,-0.07005749455356439
EREG,,,,,0.06928970708743513,,,,,-0.021750089239324394,-0.01959654136404676,,,,,0.028045359074734173,-0.04755689433472843,-0.013168446248489056
SPTAN1,0.029689898770696874,0.07374732171131052,0.0015780395847018434,0.02616879720933594,0.02784362168850802,0.007488477017108992,0.0025096502724746643,-0.03357289814679873,0.012224382976786486,-0.02632275294047355,-0.019911869414762473,0.06066045439953866,0.004224969112555805,0.038229693250528524,0.11016282955853444,0.006810482081366422,-0.008926422564446614,0.09225125186541357
LIPC,-0.04590253584176576,0.0031101526209437852,-0.013170476995622371,-0.015206925040990171,-0.008623941094753609,-0.023490293907366278,0.0794408677573435,0.027903849901510822,,-0.03895401340693307,0.006675985461041722,-0.024553816539211102,-0.038898572355159144,0.09544741062246244,-0.04886770332778241,,,-0.04052013795336346
COL8A1,-0.018583353121089347,0.01578917826726618,-0.006501321646339776,-0.04029231821023444,-0.02494580241514762,0.05758694752342398,0.06412574790334327,-0.018929579303315958,0.024542285620785097,-0.030599591244958448,-0.06296270698431039,-0.015466096211387729,0.08708219192796235,0.0011837005004302415,-0.04053693105429543,0.0036143542097044424,-0.006151789961761225,-0.11223304511320976
GSTM2,-0.01548196464904687,0.03211647815106066,0.05566902650095132,0.02074227865708506,-0.0177302683601935,-0.012809471984575535,0.03827623134418156,-0.0037179751441264812,0.01144658689172533,-0.034593784898144436,0.04334199450654656,0.01975054661998579,0.027886015581701475,0.016618808376597394,-0.04727340799524371,0.030073132942209736,0.003175743188362809,0.0020378765953031315
IL4,,,,,,,,,,,,,,-0.040688565497543155,,,,
SPX,0.0029642021759013295,-0.01973981459993891,0.023622875695612614,-0.006180815868679237,-0.015853513656430576,0.02460414916734834,-0.04085733024490166,-0.014476481441707248,-0.016712219609416507,0.03291098639432276,,-0.010450274355793352,-0.04863036065096065,,0.008756134524110601,0.029280270764133712,-0.001505286493863531,0.18613426506973313
MFGE8,-0.03262321239309962,0.1076939685880548,0.010780718658994973,-0.013157655159232192,0.021059879370927893,0.03332451951919482,0.04200990190999568,-0.009764898744192382,-0.04092677445946455,0.043940121435475855,-0.060065965700475635,0.010960599843712008,0.06530699554062301,0.06302322543360091,-0.026857333886426284,-0.07041688387280425,-0.02591810997525594,0.04802729503996632
TGFA,-0.00023549036705933167,0.013022444075275067,0.062331584992025846,0.019619618093001327,-0.052688177248994494,0.04461016134321831,0.02385383198044409,0.045724372387129925,-0.014210660215210372,-0.003414998856324424,-0.026410095197955803,0.005452731019935726,0.027444409854680586,-0.05082737078466534,0.02153408943864101,-0.015195228241200672,0.049191483944890015,0.028885860967969502
SLIT2,0.15930464720437637,-0.02782280762958171,0.0014807760189763002,0.01742262803267122,0.03655182077945924,0.044717510397078886,-0.08083609370380164,-0.038838972007086435,0.04801188469207374,0.08326006087921338,0.07095120018748131,0.004262779375984364,0.11495886119338002,-0.04192676981978641,0.10598444397421035,0.01769240873922466,0.043321787626014824,-0.07940575912477894
PLTP,-0.054602370432058435,0.05307382603009921,0.020019335339930253,-0.010946160808381586,0.011323380241884489,0.020672593013614775,0.10956303247321014,-0.019147114014992014,0.02762498183970062,-0.019517188758021862,-0.018519817858953368,0.01767894775594774,0.04542215287205695,-0.1024269008584712,0.13312233933916265,-0.058904841417104226,0.039746835533833576,0.04022017696638839
APOD,0.08939195069735165,0.04913477587981357,0.04028591957605766,-0.023040153676803985,-0.006615032266816276,-0.06529020834090153,0.06278116578676547,0.017807026764006032,0.0015014303096447077,0.026014774535054314,-0.050699878780694325,-0.01060171597307721,-0.10197093275509708,-0.010757169098509906,-0.09983329862873645,-0.011874851836845083,0.014668010007400992,-0.08116332671476582
B2M,0.004743454653960155,-0.012737308168960916,-0.0424357439523834,-0.04582665474690256,0.05441542389081964,0.060088895226088124,0.1775265381718246,0.07772912516106764,0.05455351781825418,0.004470684762384537,0.02322960863876883,-0.031288804482725724,0.05959809823873304,-0.0427155818795418,-0.020296534309335014,-0.02087501222045664,0.08799504615046287,-0.04311672430887809
OMG,-0.012516272602492474,0.020712723372773207,-0.043739342245488186,0.008322915680567934,0.009660766830254523,-0.023711057140344976,-0.04916089839306502,-0.028407473129471797,-0.06480842741450173,0.01995892161682645,-0.01241059731690411,-0.017430529075552852,-0.009073243213516609,-0.0854758212040292,-0.03108167183906443,0.05259189525421222,0.032746811605180684,0.11863182545850977
CXCL3,0.00848803525821846,-0.03731924350982376,0.03128664241583385,0.03541549751880724,0.031047889011461202,,-0.015740902889692147,0.05464251597548102,-0.018417875087709465,0.040818908762764575,0.0291164561354785,-0.011256681689763218,-0.03780551588249768,-0.035392907023147846,,-0.05460756346025139,0.004194059612381268,0.028905737876231373
CXCL10,0.08053486820712248,-0.028110173023612177,-0.008678063795305675,-0.02018925745333423,-0.04935961970733875,0.19185405049433385,0.14367954722619533,0.0316156756862787,-0.01751888850003161,-0.008990460517824893,-0.01691071020285612,-0.01788822946345008,0.008484836009316793,-0.06154795259598046,-0.03208131317652342,-0.025449324966832877,0.12617353742830456,0.06395566013636661
RSPO3,,0.041280980855246736,,-0.021085661133025603,-0.02410368283446419,0.015191892721078995,-0.046339485254855324,0.007876340603859725,-0.031398257590321194,-0.03455433421429137,,-0.011763015414514839,,,,0.07428337619415358,0.05074277562045238,0.04921899704021127
CORT,0.11730789905824462,0.03416719462861975,-0.030390382067349463,-0.015519017459595443,0.06049006514201712,-0.034850387891306324,-0.07077852195708528,0.00906075492869595,-0.028005643654836494,-0.03132172898676048,,-0.031206914605643607,,,,-0.012996274617565423,-0.024779513868806502,
NCAN,0.038837415774458865,0.11043955065763673,0.05198120649566283,-0.0010191595655799344,0.01855713226186656,0.06712375687102261,0.12171894481096276,0.02901426056456221,-0.04133182295134522,0.004184108963129793,,0.04684295628405233,-0.06343935202624328,0.048688993017652935,0.07346741119196727,-0.004034754206173613,0.041004901240906534,0.14479006655764576
PRG4,-0.03348890931869524,0.004328148438168167,,-0.006655760334673272,-0.01725815037281012,,0.020079842336357682,-0.025348448451554307,,,,-0.013752909517746612,,,,-0.026993307967310497,0.09047125387843566,-0.03349293314619079
ZG16B,,0.0390567626616176,-0.020476585768399332,-0.02415329078955411,,,-0.0078331153019856,-0.013551116893483305,,,-0.022107608082493388,,,,0.10919627765358778,,,-0.013054415607616367
TGM2,-0.011098490902939639,-0.02681122716884717,0.02265275544925978,-0.006501940428183468,0.04726026455471501,0.04339957984938722,0.08129150680770751,-0.03890025035584677,-0.0031133591594951567,0.055009328312048744,-0.0445646104112793,-0.01726561478396441,-0.012931225640942378,0.013411540601670578,-0.05765985110971474,-0.015927374672974573,-0.024970466058483187,-0.014152472026572148
VEGFC,-0.024028961064537998,0.008651295618372233,-0.026292724670209492,-0.02173885785053645,0.0002523824703237713,0.1622574508677477,0.08314806882122887,-0.036489814498154326,0.012116098603318788,-0.02457750613769716,0.05257036322640691,-0.014035392351954156,0.021415684203303982,0.04615717664502573,-0.028621123995471103,0.025014178040493985,-0.008607362823590784,0.09919330782070757
WNT6,0.04876201374898384,-0.02986075927626212,-0.018936679370516487,-0.028783792295138517,-0.023780069693120142,0.03104743861214235,0.012568523202923388,0.016515166860236713,,,0.007184249950699107,-0.012249381700611031,,-0.051595867612163046,-0.020998859446394787,-0.01287424240938073,-0.04605383407613231,0.01507048753235958
NRG4,0.028386902714305554,-0.022165998798907197,,0.009041990594502312,-0.009773492693686206,0.1173990285726107,0.10420100216419927,0.016726585344729532,0.011889642665743267,-0.008404854383979123,,-0.016373922255562695,,,,,,0.01435308603914172
PMCH,,-0.0121499444249757,,-1.965366104509715e-05,,,,-0.019835081886551448,,,,,,,,-0.025050143718299844,-0.03476698364740751,0.059361067997108656
COL9A1,-0.035381127886931284,0.03451536775997492,0.033405316310493545,-0.026452723860995685,0.013397040448672187,0.16375374916096633,0.09896062033813777,-0.036318763136331464,-0.012400288575314198,-0.021448572706601585,,-0.018657695145873586,0.07447616268968682,-0.004642451292794505,0.035686198098576934,-0.007988599459154205,0.05632970124755427,0.14503310380400067
GDF11,0.06971760962194426,0.08126060743609798,0.08143783810938236,-0.015107640555541878,0.030645434624371873,0.089050998999075,0.11688943528225042,-0.016348731593957815,-0.0012442350889831056,-0.032668953168375904,0.04011647658909157,0.05462737119918085,-0.023592983218718423,-0.017775601618682364,0.061989287279944995,0.06461358867453092,-0.006507764267890124,0.022721852538444477
RAET1E,,,,,,,,,,,,,,,,,,0.008879561355269135
