,UKF255,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,-0.022198089362645206
BMP1,0.07615603472869403,0.00843967797780026,-0.0013516584017144821,-0.04191984862583632,0.0093246772619455,-0.024962375219223936
NDP,0.0459995667049689,0.020416929907359587,-0.08608809256651027,0.03155553691075201,-0.0014485923746632478,0.01374514672615323
TNFSF18,,-0.014925471606336201,,,,0.006969483692269558
RTN4,0.05110371794568136,-0.04393670711870073,0.029266955485687463,-0.013178276505923826,0.040515530932904345,0.030907980773398167
HEBP1,-0.032688519265726954,0.0007399733788055142,0.0679060585314316,-0.0177037884937969,-0.021896690081161702,0.043537737190649614
WNT7B,0.011216495719014131,0.048741672523999205,0.033188984575625254,0.07075591146926827,-0.03943321068587924,0.023338592681204477
PTMA,0.02741385727595025,0.08018647235533535,-0.056042263412978174,0.043748646421753946,0.01498172168225307,-0.07784615134949814
FASLG,,,,,,-0.01925239533123457
CEACAM1,,,0.020285898652223442,0.020181053177583154,-0.01217753016975545,-0.026786880441235728
PDAP1,0.035812275971428734,-0.01550227276121399,-0.04237812105781855,-0.006168406396595646,0.053416878671062866,0.010806458372897686
QDPR,0.07796529741951347,0.07129352226526837,0.030155660379132154,0.07552752510735575,-0.017079277705713596,0.01711919621292516
POMC,,0.009142118120836705,-0.041946141394586925,0.0861488911771405,-0.016906921010726987,0.04378727580738922
CCL18,,,-0.015340954599201621,0.0029621842520872643,-0.036312106355493,
CCL17,,,-0.01495409321672283,-0.02950038269315818,,0.006750288336568481
VEGFD,,,,-0.0009751471325246371,,
TNFSF13,,-0.014474593829129186,-0.013761143021125353,-0.006720730741636232,-0.012341829537043342,0.0315682875241999
WNT5A,0.04930433824027264,0.10220555333542249,0.06767807363358253,-0.01207122495408388,0.035901394093007716,0.06968735186662156
CXCL8,-0.04271914094971667,-0.020589170912002946,-0.05917240978319373,-0.08610475660553582,0.007497239620819883,-0.0335575240442956
GRN,0.017002822042354062,0.020583821432169615,0.047493829818128955,-0.02656139415296217,-0.028225073100526764,0.030310629651708533
MIA,0.04006726602668214,0.06051760738656619,0.053887144972349345,0.05659707269088608,0.016580620351825507,0.010606565557938947
COL4A4,-0.04159231783077938,-0.013771936534841702,0.003135374473480308,0.0690974461811053,0.04075955762649925,0.05006385425774283
TAC1,0.08944038473848544,-0.027397637710430234,,,0.007967996543884468,0.013899288849930006
RARRES2,-0.06681771722808502,-0.003273275885713153,-0.03181825518923886,-0.08477600010089752,-0.006727509729902272,0.04909459069325507
FGF7,0.004060131181234172,0.07682126758531506,-0.018534163337290643,0.0681606508477404,0.027093303150437155,0.06515825295476005
EFNA2,,,,-0.01942287505116649,,
HBEGF,0.03939812850350861,0.04048841780954191,0.0465076661159112,0.04686214374582337,0.013464594382280766,0.032270409540611125
CSF3,-0.029113041450754173,,-0.005895104981021861,-0.09178600264679299,-0.034014690532356895,0.027894760907685404
PI3,-0.03563991252108194,,-0.020165543470343713,-0.1125443207189445,0.020327607566203054,0.03307840702207022
PCSK1N,0.019340205184192657,-0.05758888794749814,0.07096108741928472,-0.0008734516660372319,0.08360886236999662,0.07597745422961158
NTS,,-0.016812405412437427,0.020267664720336982,-0.006214241444350299,0.047510707109976895,-0.02720686961554769
SFRP1,,0.06949110483818513,0.08995866578546607,-0.01504443829213151,0.03513721629399746,-0.026574650892705214
CXCL13,-0.021139512829602646,,-0.033589959383457595,-0.04990290288645832,0.04945773113404145,
MICA,0.06303659567335922,0.009514913065060701,0.053990686462346046,0.001266390532797563,0.010030322401537832,0.0443377960489316
TG,,-0.0194059478192021,0.02442504703834263,0.09655470783758156,-0.025429677953742433,0.043641329861353544
ADA,0.03926224063005633,0.06304018182069317,-0.0041498920805891565,0.05653598566996709,-0.01883968637248663,-0.012346888026981237
LAMC3,0.0485271582316067,0.02441666867423546,-0.029499351006989787,0.048487149681671934,0.016944356823183588,-0.00019078065618991717
CCL7,,,-0.003357512964337652,,,0.0028729655101882028
NGF,,0.022457873297863456,0.00859593413227913,0.0026416615513461254,-0.0013149796557349674,0.06633318463054819
TNFSF15,,-0.022485493642076738,-0.021849903600473137,,-0.021840813263787923,0.01639976508860667
HMGB1,0.07635634362044905,0.07830516811694742,-0.058241958521464986,-0.027912777536112033,0.05681243552326022,-0.04815798687885649
ITGB3BP,0.07629740977942494,0.03291840944181041,-0.016973816108938826,-0.032419266352901016,-0.0194087083302412,0.03804865703726828
AANAT,,,-0.019662296019993402,0.004932228806797304,,-0.02036982988399604
RELN,-0.03278573293021035,0.02816405586956053,,,0.002785217175552404,
IL15,,-0.01599976547348841,0.04219774982654359,-0.027693336099872453,0.05706873128523213,0.11678121678417966
UTS2,,,0.00878649897749127,,,
BSG,0.06562547281818612,0.00639858483385593,0.012686329252554161,-0.06583235597666776,0.008307335367851774,0.025912727330131113
ADAMTS3,,0.0025537947390083388,0.12665322580654034,0.059856597596577,0.04080796457192233,0.007447906801881218
CD34,0.01707756807202546,-0.009134886863940908,-0.010468523207503248,0.040695319110933,0.0242698178864951,0.01373468016640259
PLAT,0.009102519109063626,0.0524961686226825,0.06323538278475886,0.10893703794268667,0.0028594335520298274,0.03323051464813582
NTF3,,,0.033725441427615535,0.07098473723714939,0.0005714195456398869,
LTA,,,,,,0.09591440930254069
CKLF,0.055190129288378596,0.031128159294806727,0.011795825723990037,0.0367647482234115,0.029270078667596802,0.01781492175894858
CD24,0.06563310778317917,0.04875643990854711,0.03315473314670262,0.057538897833180704,0.054197488460656765,0.11813746665036502
HSP90AA1,-0.006344780328864971,-0.055216152119240455,-0.04059791200246602,-0.13328093350514297,0.023098652560828305,-0.038052125449650614
BMP4,-0.005689278815483553,0.041595880940579234,0.005273807972578796,0.10238916968223029,-0.04353630054416246,0.01815806994249561
