,UKF248,UKF266,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
COL9A2,-0.007800476243137313,0.03615567954567221,0.016350455449611265,-0.05121219044718788,5.320259176783382e-05,0.028954123235141384,0.004072310414031266,0.014267788249521256,0.03776274930497675
DLL3,0.0474331560672951,0.04328289937315107,0.0502761035922747,0.1574991678493623,0.0076068241839088255,0.02836548056670587,0.03812958171456811,0.036285404316674215,0.027419941363356425
FGF5,,,,-0.015726142159000086,,,,,
LIN7C,0.024996440714092162,0.008315433352544255,0.06273561055400717,-0.031231374419090737,-0.017553417518234495,0.024261548339218026,0.042800904639121874,0.054203284918995044,0.02482561285745227
GDF7,0.057485768913829734,0.0055638381051837105,0.06561430711020264,0.00799649100361113,,,0.06798353381838673,0.10615012938283971,
PSPN,-0.05492479286150368,-0.0213704198654316,-0.025754004169369345,0.009704095012455765,0.018381829936519347,-0.0038378935027690245,0.03585741687432736,0.07409606334424326,0.22215026757420858
ANGPT1,-0.030996752002728428,0.06439947037382204,0.09539360640027023,-0.051501877794376566,-0.0020326781932002817,0.04402667279377888,0.004688794386124742,0.022176566870785324,-0.029820920374367118
PNOC,0.029117936625237335,-0.012892471335614991,0.047039989011591475,0.039891458139032956,-0.04171960370711847,,,-0.02497116503674988,0.10337970415233769
L1CAM,-0.0028912020847423614,0.08459571129093837,0.047096834807781936,0.023613537936369073,0.07666702396561165,0.07582054964904947,0.024953116719584025,0.028892341826722776,0.13485603253518028
APOA1,0.005700765753740493,0.011145740323019897,-0.01768367805717461,-0.001189091087629361,-0.022099024463609472,0.04383635005921548,0.0989860199667559,-0.0028668606629555344,0.09204464520044048
PSEN1,-0.0038474268425434948,0.02342602139262037,-0.0449813346896437,0.002595613674604155,0.02436493761418033,0.0014116434595832753,-0.06155775911751792,-0.0037757520738310674,-0.08008434431310286
CALM2,0.02199230416058784,-0.05875412203874309,0.051440739708681495,0.12076579038838998,0.05122359424658277,0.06902475203261306,-0.0031683356271015564,0.03965170411560107,0.04093967826615168
CLEC2B,-0.012633108607716076,0.0261020243753848,-0.017424304780320855,-0.06900697758264301,-0.05602079133796378,-0.022478515911950714,-0.0079380183185125,-0.018313921266147948,0.09121580256830736
NTNG1,-0.014306710892665588,0.01864901671628264,0.019539240890281827,-0.009922936714817395,0.03281042404815045,0.04477579794664754,0.03245367500181539,0.047507153435295386,0.052432692205604065
LRIG1,0.0335113825997854,0.01067088886928926,0.0340063191280103,-0.06300351016751869,0.015789419310582718,0.03474816007695536,0.082674623190986,-0.020864735151810126,-0.1008648655902247
CPAMD8,0.000361982275450248,-0.022116755214244797,-0.015063488067643974,-0.01913461489132094,0.07509479906118192,,0.05191419895541541,,-0.011865646278849472
GHRL,-0.03558743760755258,-0.018039933583608034,-0.015090214165181581,-0.017539145092110752,0.025120455372724247,,0.04339490332004131,0.010423747338126618,
NPY,0.016528105978902995,-0.0027457449911423783,0.07347706338820696,-0.024786887041091513,0.021384411340276705,-0.014495676775912366,-0.034753789741679246,0.010290581563522827,-0.056829020971476296
MMP2,-0.033260621716008264,0.0044879874009204805,0.004288985500887776,-0.013809216912673795,-0.015648289760480102,0.015336013216641332,0.0771492242565941,0.03076471316363491,-0.06832079414436362
PPY,-0.007394409433352595,,-0.011008959118128946,,,-0.032236903416878286,,-0.006911366430953234,
ALKAL2,-0.025048956751449723,0.04969344947575434,0.04734482010097006,-0.026311805169603044,0.0005060518721018898,0.007805455003428237,-0.044214288997258565,0.03847404556535142,0.12180059809231916
CSF1,-0.06823887706113567,0.003032753029000286,-0.023806476519105293,-0.018780611513501987,0.0008490433763951868,0.015448856397612008,0.0897743015772995,0.02866021109639243,-0.03198200146753352
SEMA4C,0.04239151995030718,0.08949733709908518,0.020170592423966755,0.00964635464287783,0.010934671725463772,0.0656410608610669,0.0754150512529732,-0.04616796096372504,0.07462635152910402
ICAM2,0.02919833815811961,-0.006517491130183531,-0.011320386154665232,-0.028295868395462862,-0.03231188073051599,0.04850964140911069,0.005728301291082921,0.010764398759100702,-0.012280535284058713
SYTL3,-0.020779691263667136,0.056381087760098,-0.00581095695766285,-0.04474813518811572,-0.028067001459019848,0.020736052074877994,-0.02245911613522015,0.053464717477501804,
IL1A,0.01694485935925524,0.08322910605517753,0.018571641146895745,-0.03879114028130885,0.026772346265047937,0.0780865128375284,0.038201303629513746,-0.011246989189260025,0.004134975143863232
HLA-G,-0.003975475588895635,-0.013092263430423043,,,,-0.02579784565450547,,0.09382020085149576,
PGF,-0.08761039936695707,0.035902079183697595,-0.013610561832324791,0.10849701581248006,-0.04234701468086499,0.01736262164997486,0.03141420128026876,0.007414196512135389,-0.002106758860727814
LGALS8,-0.00485343289922405,-0.04364931828866814,0.04752270385844819,0.02194848546541723,0.019369251645595394,0.01852590475458266,0.07499053237028074,-0.010113325972048184,0.0760635933840904
DKK3,0.03678822246933508,-0.08811527926096592,0.004626075432757054,0.09879220446587735,0.029723152465043343,-0.0004688896040745306,-0.0003680164676986038,-0.026527676679442877,0.12348207925823836
COL16A1,-0.0077821667147924415,-0.015741140426802722,-0.003379058736461162,0.0012842100048828138,-0.043625564622021544,0.005459930217477864,0.050879695066188786,0.03994935521832096,0.026812810098354248
TPH1,-0.01509129411911278,-0.013873078828327758,-0.02546141233110455,,-0.025374540363981936,-0.018739168215813378,0.01571963637146805,-0.03166098057806433,-0.028448180401834146
TNC,-0.07036736497054853,0.04436645218184402,-0.011505970226375598,-0.04537570265445884,-0.0671882391819424,0.007425844664616566,0.08960545017233737,-0.021226299521868417,-0.15684096965218303
TNFSF9,0.05285308051013859,0.05806993531565883,-0.008781673766642666,0.05373088569823561,0.025345198021752453,0.03522818753699071,-0.015032999250621255,-0.020220858040746928,0.07165583865798757
C4A,,,-0.013050568839400093,-0.01892527100649496,-0.007491025600581927,-0.01899704166156134,-0.04166481287789736,-0.0212852448094188,
CNTN2,0.049289960687208194,0.09285272975115488,0.053820779850250224,-0.08053184938531283,0.06796577094652537,0.024326218707399205,-0.07332813851294655,-0.02607781886103184,-0.11540247479780381
F7,-0.014722694792690174,-0.012048808550205995,,,,-0.023935175675406137,,-0.021063101785484973,
LUM,-0.08579191904601,0.1129287946482151,0.01950336251530119,-0.03024270806603854,-0.03150305606559891,-0.004748029063728798,0.03500804698142018,-0.0255410912678279,
BTC,-0.013356995171969564,,,-0.023064730155640093,,-0.01731625812905608,-0.007274655846465051,-0.02038317013480491,
APOC1,-0.008653040287027064,0.04964272906296227,0.04215955622056877,-0.11388324318650377,-0.050494529073284715,0.0613528278139725,-0.005642316143073943,-0.004805436104282699,-0.13543416246330867
PKM,0.05304131870287902,-0.0035123196107490003,-0.009458897833155773,0.11005391415763888,-0.05246259870156107,0.005507186358929884,0.06158959329333963,-0.040119632795733724,0.08484077325921763
TNF,-0.023917813179201827,-0.029600545014530084,-0.01001556710340328,0.021304921576603297,-0.02411782185553322,-0.016807137592142186,,,-0.08006790511791144
GNAS,0.09877208806980756,-0.03615122815146745,-0.004618909743733682,0.10112169405626331,-0.05921488216553552,-0.002507287877574264,0.12155307029667763,0.05117531328875369,0.17216427416086758
BMP8B,0.04172940850293479,0.02939895995869682,0.0373543490356173,-0.02867863781249942,0.04654054994441616,0.06282764869160808,0.05778618793514543,-0.010987669296691586,-0.07528107012204961
LIPH,-0.015091290403754157,,-0.01052232607285828,,,0.007881637791290209,,-0.021776671330577535,
CCL28,-0.021227777201758148,0.017012771939612422,-0.016202651121498057,-0.023508124976147952,0.014416175189654462,,-0.02880032065062839,,
PTPN11,1.8027483741728032e-05,0.04526534712399709,0.0217704367764688,-0.08163929871053548,-0.036958731570755646,-0.04726293057355593,-0.031559797548970606,0.009318455329600961,-0.037751583123330504
ADAM12,-0.07466600097182152,-0.02121101867371967,0.028233990448553892,-0.040372797848157296,-0.042843482754253516,-0.04792597529601461,0.005084635675345077,-0.0497217043735719,
EPO,-0.020277787582649934,,-0.011008959598672185,,-0.025374544090319126,-0.018531380958918632,,-0.020151745014354343,
EDN3,0.025034286076719068,-0.017281547610052034,-0.017063344417845874,-0.028163746727021224,0.0015361496180185117,0.0009454752075292783,-0.020634882707664125,-0.04926907733898079,-0.04672365699134843
CCL22,,,-0.022166778565812974,,,-0.02097353191194121,0.09644857756386728,-0.01768227899048305,
CCL2,-0.07389854805030227,-0.045129629097146615,-0.009224410341681057,-0.058972809686752524,0.040494940820408026,0.01193782940859316,-0.055468676886324036,0.01689557214004072,-0.13185360567701634
DSCAM,0.04109344477641023,0.06753220089569495,0.06072504369791076,0.0025142692091072766,-0.0024048857028465018,0.06249311186985387,-0.021764926930024953,0.018904184302335085,0.1908132943203106
GPHA2,-0.016820009983109233,,,,,,,,
ANG,-0.03543924410381792,-0.014242211426703469,-0.008594605884625219,-0.02660634083654056,0.003892547352989371,0.0475407473416361,0.021642629013500433,-0.003714706339469643,
FBLN2,0.008481505930302577,0.0009370891254224376,0.05432466139921393,0.058461215319991704,0.008329149148100881,0.011060829215093377,0.10538174896957382,0.05923193153894431,0.0538577701562829
VTN,-0.003942784048569267,0.09111966721721203,-0.018086484291556335,,0.043993788099583986,-0.0007978915859340062,,-0.026093789912868,
VEGFA,0.010047285940302401,0.06611396620070098,0.00032931276753711905,0.011048111027175818,-0.06130365600287765,0.0019375382946977505,-0.0054371389247833,-0.06948113971233928,0.02133097655782362
F10,,0.007319612447528117,-0.012071086258239216,-0.025825809981871218,,,-0.030930468297969176,0.0207480760047714,
SERPINA1,0.04162248442968196,0.03838681548679616,-0.006078441748289506,-0.05763095318677785,-0.023841478025663325,-0.03313101377664351,-0.012047876181415139,-0.034698082520762,0.02192679403089282
VWF,-0.03068300663144061,-0.007004883852854316,0.008103355453747376,-0.04717387207582547,-0.0038565609063406503,-0.03879255581737098,0.04086255919485554,-0.009534360532371288,0.0022329847477100474
GDNF,-0.02363405393578954,0.031035939971931558,,,0.12637824099500022,0.011928449615445735,,0.039343269321390005,-0.04025485103502669
VASP,-0.027337996618560203,0.0594628390914472,0.03230808850069177,-0.015383177785972613,0.009439485203073455,0.04487665515243013,0.04267509811846015,0.09093679116340753,0.028414136968115126
ADAM15,0.004237575401376343,0.02187350490054039,0.008721660341986813,-0.04694497308272741,0.018374365179509057,-0.017842069465893954,0.041676243993709276,-0.009448755561194769,-0.0940077670601018
WNT2,-0.02639852666396241,0.008818698676160001,,-0.026624688162260317,0.07524778249081554,0.016306962423499802,,0.006974478480007976,
CALCB,,-0.014061844907096626,,-0.01782441953317131,,-0.02011725042108091,,0.02741172567288987,
OLFM2,0.0006557051762218797,-0.011079145165695567,-0.003409521474820629,0.05288915795713432,0.020722054234587527,0.01178303931447482,0.051966457499239116,0.002371354599591168,0.035860278647963914
MFAP2,-0.06921105573314547,-0.012273985279949317,0.021400575858562972,-0.02072120465819021,-0.03424060512024203,-0.05032698621639481,0.06482676397795058,-0.015797006894209424,
HLA-C,-0.049041992837450935,0.08160141626761831,-0.051784344473252385,-0.07634937784773158,-0.027226885223181653,0.0256145622077719,0.060320252759799145,0.0034434255505818735,-0.07931983364414733
THBS1,-0.0645196183387447,0.03565909448336018,-0.02539474548368368,-0.0014683520564411643,-0.02456343987487783,-0.04741482354224704,0.005236722093921572,-0.028097577766743508,0.014464678822438033
HSPA4,-0.02592194425147584,-0.010519297400757065,0.035253751333545406,0.06949024929778577,0.022072874036028374,-0.0536091064937198,0.008484297253945613,0.006646713410668731,0.030450462667526153
LMAN1,0.027526553454808846,0.03832971082278173,-0.024709370139421212,-0.08277223595734323,-0.01813429465067625,-0.054435790365590576,0.050452845857827444,-0.045781201285274194,0.037830344543802276
LYPD3,0.03717107731880473,0.003907967897670812,-0.015413428942201357,0.08055515845799442,,0.02229988255700825,,-0.007740087919989275,
APOE,0.0019459130564666292,0.040014269386757374,0.0611801063149396,-0.08617340149956751,0.018434214787441425,-0.004361177705798222,0.08499015991578998,-0.01698293262298109,-0.15191466334114737
SOSTDC1,0.029535427692436368,-4.00563368882572e-05,0.005664895980391897,0.043358365315090346,0.015240283229244552,0.035447553284959014,,0.028472517412353505,-0.03037800843035547
ANXA1,-0.08898680826274344,0.03462230310876873,0.016890334113163978,-0.054958442998981255,-0.02705693473055901,0.02431133708546661,-0.015550494096473152,-0.029546084612020226,0.07026643115604125
WNT2B,0.01598158337653233,0.004028748325630834,0.047608299765040954,0.05764769781171813,-0.024944225382032,0.03823533306680695,-0.018081079420510668,0.07290912003136371,0.17474478913592975
AMH,-0.028112638646146167,0.00443697458241315,0.01960296310011778,,0.02018646472073581,0.0022066684506407246,0.04190264594889322,-0.025707358132794768,
GDF10,-0.017466580084322038,-0.029110558169629777,-0.014825928311529929,-0.015816874548539098,0.011196280271671237,0.16157809368273862,-0.02202519381065564,-0.008833616577373164,0.09335461316192731
EFNB3,0.07125777164220384,0.0013524928080037258,0.02412833206701446,0.1363295516924321,0.0782612679051416,0.06726289928131668,0.029620069396805195,0.09785723325545527,0.11509044681053408
LTB,-0.006421006580477807,0.0901356139627699,-0.01915473910446459,-0.02318659654968285,-0.01740355455654133,0.01074148690153808,-0.02306169342653874,0.018980276419082804,-0.03560992275890281
ANGPT2,-0.04358108380026675,0.09158622334940078,-0.02986211772204939,-0.007316018423176909,0.005798708737862027,-0.004281849052199452,0.014055231307555285,0.03618378201876566,0.026964795850272356
NRTN,,,,,,,0.10109520471502462,-0.017943682980425375,-0.04218274787183273
ADAM17,-0.01869433506689344,0.021044509476270686,-0.01915954301027057,0.005657597467203558,-0.0041452322477049915,-0.054653813121326424,-0.022948935085875855,0.029360032496655857,-0.02768056035541314
LRPAP1,0.03823488074871854,-0.015203311652838612,0.011997551084900413,0.023602054313263576,0.005779298952100554,0.023567482387366306,0.029218691680559735,-0.009308985509415831,0.08809415390897306
NID1,-0.06397164722894258,0.04223991616658099,0.002297936774755444,-0.0065539221003527715,-0.022632302731564274,-0.011559404595268469,0.013201665997739894,0.019943467331962395,-0.013853269797401731
MST1,-0.00021275463175229748,0.06515598680137617,-0.035594744797844594,0.020030237875019917,0.029602074247928833,0.04396260588206899,0.03957901998210436,-0.033405205936245526,-0.046723599488995446
IL13,,,,,0.015283328868565744,,,,
DCN,-0.04198637513079021,-0.053157984984852455,-0.022712093361141467,0.021717516151560517,0.019911726262467264,-0.026241227951681073,0.01644107215401058,0.027550159308391987,0.02811572977714542
IGFL2,,,0.029144195676530343,,,,,,-0.0024870629952841393
COL7A1,-0.03158924487638393,0.01776451754692664,-0.03327309083389061,0.05669221723299416,-0.021442468496443167,0.013143705613878029,-0.004523662526363708,0.019760680527430644,0.12243288427534152
CALR,-0.05153920615598905,0.018539572121589378,0.018118491885054072,-0.05356052293415284,-0.028165461832699946,-0.013385333147087385,0.11676193918080792,-0.0332538462157727,-0.04261150137509832
PIGA,-0.04112817324037488,-0.02105592814036316,0.004005392780117825,-0.02508422283226487,-0.024014524891954738,-0.01228997246425825,-0.007459832233429267,-0.004667293583089465,0.06487439213164976
CD200,0.058963115169662544,-0.051088410853220176,0.003733803499456221,0.06546960490872152,0.022237889298757037,0.05170956843349555,0.023798350957439,0.020034410659920607,0.09164567646436618
GRP,-0.028008060886789206,-0.018770276958580516,-0.020262589439136034,-0.019713411526529015,-0.025636375480742348,,-0.027433879608979497,-0.019681287327994755,
CDH1,-0.009068689393880773,-0.021720281316735243,0.006117540973192452,-0.03274300594232369,-0.008593746753107043,0.00358486639533446,0.07694610143444842,-0.02444252731599333,0.08849252964489031
LPL,0.03720931701308849,0.024311788085135604,-0.008760560833865923,-0.03572492361025587,-0.040815932873126896,0.060632251718344535,0.07393575447303434,-0.013924094614868847,0.083798470196276
SEMA5A,0.025521459847465587,0.0992266732921501,0.02064844135678624,0.01856604250602131,-0.02502923397378743,-0.01308165305706188,0.04701638525557794,0.004317951512785865,-0.029042096784204177
SEMA7A,-0.03650476078710241,0.050223285422018496,-0.03841998217280083,-0.023402714372409088,0.03614907755983929,0.026670168494261598,-0.019981545492624243,-0.061064442636681704,-0.003411884714287217
SEMA4G,-0.00025562201759141666,0.028756127894559405,-0.0035154256299861813,-0.024375306420224185,0.07993041020231513,0.03514477897382669,0.041741722387498056,0.02658920020893443,-0.03615074007821235
SEMA3B,-0.007649274108061105,0.004005954495612545,0.0019035173943493565,-0.08924935606247417,0.03586743035420967,-0.0050406463732083325,-0.1135499548075237,-0.042728453660918354,-0.02703505574172706
RPH3A,0.07613901363422042,-0.045648366746482046,-0.031075923205452532,0.11514621115000435,-0.01462459248830478,0.04517211885071663,-0.034561370147715396,-0.043846449169801724,0.11679301511808919
JAG2,-0.06342555986575256,0.07343489431426738,0.0007762145788618879,0.04367837712203127,-0.006709937803987962,0.059394237980365305,0.06115429028852613,0.018690076426050865,0.10774575009571839
CGN,0.01902343546863574,0.04084243453821722,-0.0057137288091405,-0.0060987631517543,0.009943749880528797,0.01171030091814497,-0.02771161509473109,-0.018391941173478733,-0.03220452614235067
GDF15,-0.03653278286937502,0.044763782541568486,0.01715196067802757,-0.04177355647933656,0.0018832777409724772,0.04681547551117733,0.024431763771529943,-0.07198999103793596,
SEMA4F,0.0019791369930459895,0.023991704554107738,-0.008049262382764382,0.002920661129053037,0.0034343610854223926,0.0823574621214552,0.025879706486474238,-0.018281780428907525,0.20423444627732876
NXPH1,0.04760056843473041,0.07728241014158081,0.0004236510182489848,0.1580267033256454,-0.0007786146066414805,-0.016463837904210847,0.03170988717715162,-0.006869519822122596,0.1342916245183615
ARF1,0.021824190503251975,0.023402623838579176,-0.028111609884798258,0.10601937897663184,0.01214314610557765,0.004297818716164481,-0.02009119661841458,0.016094963009034118,0.09019316653238418
DSC3,-0.01272905083496798,,,,,,,,
EBI3,-0.008093013044728209,-0.03463484686640076,-0.000961275579777967,-0.020110484555589767,-0.02581387825615855,0.06949781623758056,-0.028534595702183405,0.03042310854112696,0.011642559954392943
TIMP1,-0.07473240755586504,0.027166542006990115,-0.03409428262219163,-0.06363659638384568,-0.034637415327908094,-0.0322504950526721,0.08137231537409098,-0.009595850133083573,-0.0018263789865792365
SEMA3C,-0.058037340863925785,-0.031759199815406994,-0.004709797022740066,-0.045705774977944355,0.022873044275150984,0.04646633397022968,0.029088181956791765,0.0018577590440580372,-0.03055425628873923
GAS6,0.009716871766878304,0.01919147818933978,0.020660662828440465,-0.00762086141886861,-0.03643557362494389,-0.025950730266797593,-0.017313994469971228,0.04159079227158435,0.05251901231179475
MEPE,0.031867240305320926,0.015729382854271598,0.13325491059727765,0.08315935936035543,0.02460754738575041,-0.03207065450503858,,0.021519170175139737,0.11528213609505095
SERPINE1,-0.08988128857330932,0.05358233308064384,-0.040229785593730444,-0.005177234517839735,0.03223329727315644,-0.04585118037024802,0.0675226388334205,-0.04032180988545834,-0.022171720846996458
RSPO2,0.06210787235821908,0.03201540723541467,0.016614103296800912,0.12198935303797256,0.10259889776563343,-0.025913289095586434,0.01828928296180031,-0.040912303321755175,0.07120871964868218
SHBG,-0.016487883480486416,-0.015493812315988507,-0.022166778649924997,-0.018105472715208328,0.012951788993856296,-0.02776720298779818,0.0635509679116889,-0.028559031004989587,
LGALS3BP,-0.05155803489537851,0.05231359170070126,-0.031369295357046884,-0.06454339540281649,0.04469064589019702,-0.03879333404311865,0.042797566465071976,0.0040394137718601985,-0.04993453397960643
LAMB1,-0.059180645324372935,0.028819074080735817,0.030809702936326937,0.06351532768802919,-0.002944457838903714,0.020975574860406805,0.02189102084417472,-0.01542805571245026,0.07346341841872663
SPTBN2,0.03560132128245715,0.0038073247607580984,-0.021089651503067016,0.08744280235478209,0.06607366397349414,0.05758019843606141,-0.0331150932658716,0.050108377408158156,0.187841980349461
COL1A2,-0.07485317283076792,0.0642656634384343,0.037831900163121726,-0.044789039121065376,-0.014086652340897432,-0.06518714602838158,0.06405861195199036,0.005889547777497149,-0.07067985536043724
DEFB1,,,-0.011627289469521808,,,,,,
CEACAM16,,,,,-0.02732551305548152,,,,
SCT,,,0.11581966766812424,,,,,,
WNT11,-0.018244863754840142,,,,,-0.029336076245383123,,-0.03302682348910742,
LGALS1,-0.0827166926683538,-0.03992080030817587,0.006913047928625451,-0.10099214940356614,-0.014200984043639656,-3.880422466720699e-05,-0.052489360885366564,0.017320457334158268,-0.19250920631858018
BCAN,0.04010642787897659,0.09416125701637372,0.02834360250119774,0.11340573009489624,-0.006897837811309951,-0.00725403183116025,0.0925786597696749,-0.0029570728476339854,-0.13773664188099513
ANOS1,0.02051778257612213,0.0478416833552236,0.014707438253301099,0.045701686081182635,-0.012103089372764416,0.056908994802818164,-0.06758964347493986,-0.018753518790324303,-0.03861285780056581
EDA,-0.013356999748495258,0.03138752619626324,-0.016745338790289506,-0.022154210735441323,0.018162243841956152,0.011447795175047099,0.0252263041028938,0.021960969121085458,0.017051808599831283
FGF22,-0.018993705843064573,-0.022708525317599988,,-0.03820435644267554,0.02560424365171278,0.03571010674050577,0.014499341265144428,0.019963182197696796,-0.027365148589404288
SHANK1,-0.018244862583542444,0.10866290003247113,0.054123018566056835,0.12002529049599546,-0.016879703655687337,0.021130211053282326,,0.033497262942491675,
NPVF,,,,,,0.1892698967928775,,,
TGFB1,-0.01793729337125358,,-0.0025521676073351767,0.009632169203843207,-0.037868331754020906,-0.012097570163655999,0.037151254470154826,-0.06517557162154451,-0.03457495283923708
MSTN,0.0642654538248819,-0.031314836122921824,-0.01754201984321809,,-0.07057492699214385,-0.02374813184061527,0.003972810779473743,0.055228173461088215,0.03152255446993255
WNT4,-0.012293348451326885,0.11144629768935857,-0.016421704509819737,-0.0279753164554412,-0.028367671883744578,0.06842156785407558,-0.02805728980997823,0.06109636823938074,-0.03279323184179019
TNFSF4,-0.028112637546267187,-0.01497192556360274,0.0648782960127531,-0.03017090471896571,-0.03452341297575404,0.04622639442193225,0.014684617977862163,-0.0037899779700872422,-0.038248457202615035
NTN1,0.0461655864094026,0.05230749210740066,-0.003577062586395054,-0.0644878381794345,0.03928269225682878,0.03099144119515094,0.04567595333667978,0.05566576083039637,-0.033051351636100894
CXCL12,-0.050373654045154204,0.04135535874090906,-0.029781662052894384,0.03373632849507616,0.030428272549438376,-0.008837010367021902,0.07663249616583737,0.021929463924442474,0.011892378806962743
GNRH1,-0.02514028343536083,-0.012476214725339756,-0.02478628257014799,-0.020721204526996755,-0.03895153321035426,0.1436375606455245,0.026938486493670002,-0.028389245294200945,
FGF8,,-0.017435644921515597,,,,0.024379982797153612,,0.02890908798478547,
RIMS1,-0.026844743322005624,-0.02532487233638473,-0.032122995267492425,0.01931641529831202,-0.00041476660599898174,0.061631387683935925,0.04599397006942892,0.03923350041315184,0.10947688614484846
FGF14,-0.026486089030277358,-0.02154235867263097,0.04411322983822502,0.04253212774683119,0.021438566739900418,-0.007292434047726294,0.06691474527411838,0.041713248023014786,0.23238469923288804
IGF1,-0.030340955736952512,0.09281384692888282,0.003347150339342704,-0.05380494471831528,-0.007382610053921332,-0.010984216976329043,0.11083762330699365,0.012392153397797336,-0.02239442582250718
TNFSF10,-0.008295984017240599,-0.04184225680196027,0.024646656424091164,-0.004209685429532167,0.033968948465227085,0.014814628474480018,0.08096694415753676,0.046460852127604674,-0.037154563062057916
GDF5,-0.018846121125023006,-0.014432373212053656,,0.07636902626793068,-0.020768921800171928,0.04611587408544676,-0.02110850468982905,0.01262886312634058,
CHAD,,0.0518772631451805,,,,0.011541036904403,-0.031611256306482614,-0.0017217153998966208,0.013008744493140253
RGMA,-0.009177220181509283,0.023853181828806976,0.07989049338935159,0.05548744381566391,-0.03775591729545672,-0.014254299641339214,0.14952872961652008,0.02955117794129055,-0.053788959839849305
WNT16,-0.02065782496386338,-0.016811479021561878,0.0734527891328297,-0.008367012328099548,,,0.05068057579866767,-0.017943680612042396,
CX3CL1,-0.03530306551956577,-0.04002017826128102,0.027706286483496864,0.1093005109800601,0.0390013225542463,-0.011140724592869156,0.03979453283822714,0.004070556798132585,0.13236270500348904
FGF1,0.015272279086999605,0.002117138073297764,0.02799535106026421,-0.0726095428744176,0.017930170546247338,0.013872229998811192,-0.10447090533446636,-0.02634480835498581,-0.1317555430556332
ALOX5AP,-0.08544547096201643,0.0028994129016373135,-0.0001804633380570366,-0.09855514354188498,-0.04161649564606614,0.047491767324372346,-0.12235826238267866,0.009567838214308016,-0.044103827909533655
IL1RN,-0.04150492139878264,-0.01712617642476225,0.060829157414304696,-0.036859151314263885,-0.02230517999571279,0.0478319673175226,,-0.04999631544059891,
PCSK9,,,,,,-0.01829441641542882,,-0.017417145098113276,
FGF23,,,,,,,,,0.12035170595646068
NPW,,-0.017740148708167147,-0.014825929708799266,,-0.010657310709603558,0.06487301942050645,0.004940659540987883,-0.007824638745158166,-0.028448182110171468
CXCL9,-0.026445292798387404,,0.011792221249103861,-0.01865574607384719,,,-0.018526861795650246,,
ANGPTL4,0.0044017221656831,-0.03836693854624028,-0.0074986179664039,-0.06488187897731121,-0.04305038755099635,0.009792640109761547,-0.0348918182175235,0.009163807010562429,-0.11272557848803713
UCN2,,,0.048777149586333154,,,-0.03163298978411634,,0.055481565695635754,
COL4A3,0.06076211151407816,,-0.008617629114030863,,-0.02812954957812514,,0.08973298819766072,-0.013809046206543914,
NRG3,-0.031098968397482805,0.02211114537600064,0.0396062566464287,-0.01617873212286677,0.031060321911685687,0.04245926677945866,-0.04671475427688299,0.05185851072514829,0.04035177463267202
IL23A,-0.0201387841054419,,,,-0.034224420231539196,-0.01829441003356969,,,
COLQ,0.029243428691668537,0.08739780613154444,-0.0028098917823730107,-0.026543750977131242,0.024701781313380217,0.1118392430118776,0.002489434712794679,-0.026157421080659795,-0.04074380088825967
SCGB1A1,,,,,,,,-0.020151744893057943,
TNFSF12,-0.025502714351582086,0.0018811478506471414,-0.0032688392873514655,-0.045272886882598666,0.046530365689685396,0.03465678085372077,0.061525798710373794,-0.0022270840173513693,-0.013115063638307415
DKK2,-0.021094412630403417,0.039114197902715815,-0.0171681486885945,-0.01646845665595106,,0.10020240843894344,,-0.02319554394996285,
FYN,0.05961901861264925,0.057116168420056894,0.04217008383838491,-0.05895698026130443,0.03053129495039587,0.041051968383544774,0.11001538261968791,0.017479322721307436,-0.0999918770990293
ACE,-0.06500510714029012,0.015793013851326407,0.03839946607507584,0.0055314473896558945,0.03400750254987258,-0.0037811661425136405,0.09872216076647865,0.034738783952255145,-0.037733313561684155
IL18,-0.026901100560598565,0.011670056125959762,-0.00871513097854732,-0.06714800782678748,-0.056293842908865396,-0.004732752211820422,-0.015629460813574803,0.019026875981069506,-0.07436814125158633
PPBP,,,,,,-0.02239974573998303,0.02834450224715311,,
CCL27,0.13875820527353624,,0.023982212981493015,-0.022840154846380887,0.02719957998537627,-0.020272324655284068,0.07545010906413568,-0.02301435434294753,
SERPING1,-0.02463792569324219,-0.03344745450339212,0.01899519792030447,-0.06378662959604316,0.012665874592136799,-0.02049097625338092,0.07402319237209776,-0.015452623270305317,0.08843908702825606
AZGP1,0.02951660630234641,0.0244719764293177,-0.03995811877344106,-0.02764700476422099,-0.010419068194876634,0.03264118777881568,0.11738868596486943,-0.07124106659904807,0.02561950007608731
INHA,-0.02561861774302111,0.04317212907259512,-0.030489081383018972,0.07564818068078856,-0.05803981080731886,0.12660933289047732,0.004515226156467436,0.013741378251700166,-0.025673502095561525
SEMA3G,-0.04871004145612019,0.05965617210207716,0.003989133252839191,0.014958351773104372,-0.03174244595619355,,-0.008477493273553096,-0.0021479418032189575,
OXT,,,,,,,,0.05059356590650878,
COL6A1,-0.09582456729639217,0.05026787004448155,-0.001521896289722349,0.019629068804480013,-0.026825013190704575,-0.036367393724888945,0.08916194629728598,0.001870254486982962,0.0125566359568898
FGF17,-2.9872678656081662e-06,-0.007498541544690207,0.04840097222069813,0.06573081988556975,0.054043542806105634,0.03437829028579705,,-0.02994545522692448,-0.02777822042453388
