,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.013927036438666078,,,,,,,,,,,0.016306401267256306,
BMP1,0.07974042962384242,0.04506498093149332,0.007578460860181745,0.05841132207391503,0.04575983324414235,-0.03585393232626467,0.03606381819172345,0.183044309431749,0.16550363984614352,0.04064109743287093,0.05971719014285389,0.0139203781697243,0.06229498981898769,0.074841051054107,-0.08454166578729577,0.06173930818074697,0.030879658182571827,0.07083697549108955,0.009033983220966449,0.08345792606965377,0.1948620385475584
NDP,0.021757884590486318,0.14771168804910179,0.011616677465012194,0.021985495050628974,0.1016491794512823,0.02726345859723849,-0.039241427216960716,0.026238459386043723,0.007353731224022073,-0.000851297085894412,0.00818833138141599,-0.0201000356817773,0.0495277210811403,0.0004489009964575884,0.03579435020569529,0.03585610069847047,0.14884737716107843,0.14095100812122974,0.001984008662717679,0.07365253437962567,-0.026570496676572245
TNFSF18,0.03046037979154928,0.006751964393963145,-0.005670241600987207,-0.020071241245646472,,,,0.006610945975718691,0.12014103110279437,-0.037616984493546314,,,0.034358624092586325,,-0.039569785933875064,,,,,0.0018690030460736034,0.09745765413892683
RTN4,-0.15293335696994845,-0.11998995820370119,-0.017155532033971476,0.06278301584952088,-0.003122113236266146,-0.04706302735186305,-0.0014158224121765962,-0.3017216758685778,-0.14202245783936102,-0.073345967021757,-0.03837908004086247,-0.008021028786364192,0.02658646033885889,-0.030281654245012297,0.05456561916691758,-0.06642452428428425,0.025144014413196445,-0.052815703253305805,0.12943480855774125,0.06803280274455371,-0.15043177924342457
HEBP1,-0.028895343826308154,0.08011108290284893,-0.004525831384265314,-0.0131895994930647,0.02224228903594709,0.0009851098660004372,0.03816090795975596,0.1490275692230834,0.06157548776233544,0.016910359952726595,0.034838755006041264,-0.04609084958815152,0.00025877496034985403,-0.006139595274396378,-0.07810402040794562,-0.03806542004852646,-0.037658032606577053,0.202301005354635,0.0606992532289901,0.047126292078596824,-0.03907471697421502
WNT7B,0.03751750176761508,-0.040292791972733485,-0.00014217264676532387,0.03340525982072786,0.05957873917214536,0.006947351759623391,0.005904586674538685,0.00870573103857817,-0.10696024370198384,-0.013245927217408816,-0.037414680831386125,-0.020401995079103695,-0.02698066557158869,-0.06577080165601827,,-0.0002476853540776544,0.01492004269165457,0.014780275176956728,-0.02532609594598067,0.054972452975884156,0.09741316095833501
PTMA,-0.010312857429846257,-0.1588163366324249,0.025511261917937556,0.07044622085742615,0.06335962987288508,-0.04639555661454133,-0.01695319028686629,0.44194996961341954,-0.1319356434104286,-0.09818770783581825,0.09316873646428458,0.002464829858695954,-0.004581110589074599,-0.0559301135988198,-0.06511791183636279,-0.23396111272401024,-0.11181029742563317,-0.0326034431807818,0.046248423682206795,-0.016035240300456218,0.05497704025901633
FASLG,-0.04974453860063491,,,,,,,,,,,,,,,,,,,0.08887639910784181,
CEACAM1,0.03027962530289836,,0.0007833799113674277,-0.017880852866636456,,0.025545805956132036,0.020776809436543895,,-0.026039349925089602,0.03116381028623231,,,,-0.0034537290096317754,-0.05058512102462512,0.02343493907743966,0.028121107185344586,0.025002694414745355,0.02419490200648645,0.04137456870962505,
