,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.01755368270689671,,,,,,,0.08005586570272266,,,-0.024999344151684068,,
BMP1,0.06231036475255785,-0.016909241344993966,-0.026342316625994913,0.01605544191551118,0.045428310117769224,0.05386021025535729,-0.04408941083391421,-0.05152612770092902,-0.004756416261553033,0.12016258317912727,0.08013256391141665,-0.032825293485694566,-0.025941256348023738,0.049604251701016885,-0.037338149969998145,0.17275585020196943,-0.00809306316807621,-0.05749424692605525
NDP,-0.03249421664401648,-0.03589108099206234,-0.07357035907557283,-0.008279331010771622,-0.01811396359829147,-0.037650482630979476,0.10396396054855074,0.016790487324739936,-0.015850612603198012,0.04545200593980122,0.0881633663692454,0.007151988966248588,-0.015674466900227595,-0.004756970027966863,-0.04179562875926586,0.011069319281200462,0.009966118833781857,0.09847752302019168
TNFSF18,0.08376023283110083,0.0711901698246425,,,,-0.010871614452352811,-0.01897880454178136,,,,,,-0.02116367574157015,,-0.030607505846722,0.07148493585848731,-0.03858435786393875,
RTN4,0.01654076243391537,0.016465324054673807,0.02431904246172249,-0.04431599638469169,0.012397528141105734,0.06579105351280733,-0.0034767207276647887,0.04600088843469449,0.015226033597841063,-0.028074011127782853,-0.030384500024032736,-0.07306835622746086,0.05767302013386534,-0.04502519118845471,0.03643314272429301,-0.03879518131407881,-0.03180706550317927,0.06169128894723643
HEBP1,0.03353416150930938,0.008321294376202788,0.08026842724949235,0.02239336553165438,-0.07416663076818478,0.01160490396178571,-0.02512965186751022,-0.014683038879054613,-0.017560852959425916,0.021530829575520626,-0.057356657261026574,-0.018179628489141834,-0.04605774801993017,-0.012490689340238722,0.05771776644488035,0.018067751929695678,0.07280482983110283,0.012889751538873798
WNT7B,-0.05392410324419422,-0.021845160917667118,-0.03824826234958092,-0.02472882477031827,-0.01336362660556957,0.028819961942534306,0.02573619467823212,-0.011246855396774986,,0.057772742624919084,0.017003325023667738,-0.0475452693979095,0.015808502168415266,-0.020069971707720864,0.03374745467439436,0.04315150392903115,-0.0434511498106901,0.05255042478212882
PTMA,-0.03384913788710616,0.00556250369772748,0.03891115669305191,-0.007469403832432515,0.031255006466587174,-0.03708366541271323,0.002978601911780989,0.006481237280371463,-0.06749751667767875,0.15061544070996138,-0.05000405948442074,0.036182656725320235,0.10359896700600045,-0.05307499861382238,-0.00907379332254117,0.09694261210445958,0.07338717372799164,0.015270122202151156
FASLG,,,,,,,,,,,,,,,,0.12985266390282585,,
CEACAM1,-0.02586736855272396,0.05998657305522249,,-0.01497501992169928,0.04239963364932925,0.06054626034704971,0.03519997061233145,,,,0.05074074892012628,-0.023033469493980045,-0.030409992522983167,-0.013320732114070834,,0.09662950799011123,,
PDAP1,-0.000769248354382999,-0.07436507619005983,-0.030138641592306132,0.005013775518057863,0.05533003636937785,0.04042850765736472,0.011845272240254213,-0.010975019519269975,0.004220803753710479,0.0942332113236552,0.054785573989663224,0.018787006172576972,0.028777199606254144,-0.005238891270213519,0.03478975295771925,-0.06499558701650834,0.011071870720564923,0.01431583870012354
QDPR,-0.011927284520935357,0.01474040646031884,0.01781879399530585,0.004276515278833343,-0.07725744636215538,-0.01595887765516544,0.021152635080642947,0.028048686805352125,-0.08068964409286897,0.11867504636324447,-0.05169713205320173,0.06247207277225879,-0.0069089764905772445,0.08212801042094224,-0.027294588105996803,-0.023218319584932586,-0.08697571623449202,0.038989637249528475
POMC,0.005878309041975635,-0.018935728096277537,,0.02375608907628906,0.026878746833877507,0.08144081925304049,0.028390572115272694,-0.03024957849072425,0.013179593698257486,0.03346851232894097,-0.04740816321937368,-0.0017046556187927248,-0.06577060378149022,-0.021790967852233296,,-0.005901111208617265,0.025958807692956953,0.024318540632624116
CCL18,0.03578563123420909,,,,,,,,-0.05481381581032846,0.17649579089239636,0.03552865849475564,0.005454937249390479,,-0.045873214069204415,,,,
CCL17,,,,0.008564062465866917,,,0.0009385494666191203,0.0069728033057759094,,,0.11769492530402872,-0.033250259242735614,-0.027056687213906676,,,0.10948303090679407,,
VEGFD,-0.03228004215106843,0.03183901026403639,,-0.01610863618284623,-0.030296998599313247,0.026215868682324835,0.007084711342229279,-0.010210821482018302,-0.03063004803834833,0.06854737898813151,,0.030435456254654415,-0.028536453982593895,,,,,
TNFSF13,0.004122990191634915,,,-0.020601143080812886,,,,,,,-0.03124714102770719,-0.03614189500665721,-0.011115738005773281,-0.014958289374863855,,0.14932034998019908,-0.04197427769526767,
WNT5A,0.011048493534424443,0.02985553846064104,-0.009314931553308708,0.006247536532933458,0.023122397067884503,-0.009335779078847715,-0.002135330289462417,-0.03910656778269148,-0.038870689476016955,0.05046492657652643,0.02691488066092642,0.000637426193841793,0.021631492779455294,-0.02426452751376757,0.07851559415931747,0.10233107730816782,0.05796124723615931,-0.015339555640911056
CXCL8,0.017445766196642672,-0.022483675700575294,0.011977175706193471,0.009166517489587234,0.13739869222722734,-0.005053505436341791,0.018792456671010135,-0.00950876094533376,-0.044613446599956995,-0.027748962312105333,0.0525312637335262,-0.0020252098376560192,0.12056213920070505,-0.04492630799159406,0.06877791293098239,-0.03778717676420921,0.11092537467474912,-0.06876706661582745
GRN,0.0660672753575939,-0.042079310137802965,-0.011498325858835838,-0.008382493805732173,0.04601302342793527,0.015521916385507619,0.03369807453686653,0.042034255572006456,-0.01611908461221364,0.02498639565783452,0.10014153524981005,-0.029521230494173753,-0.03302810558222431,0.11929359296872491,0.03605351861120569,0.16250972735817906,-0.021149338075043305,0.015953995663538115
MIA,0.0022535791176518977,0.08215863956401455,-0.00666864089799106,0.02455876627001574,0.05616470601550995,0.05426648963172439,-0.020817355799310384,-0.011612659056814467,,-0.04188253373039373,0.0002843159183514087,0.12577911736227682,0.019237890534474736,0.10842346716990044,,0.006559485600817832,-0.04031298387969843,
COL4A4,-0.029052221196577206,-0.026892395021461738,-0.03878680724962259,-0.04003469880031234,-0.053117191806822055,-0.01729785138261402,-0.024712488280107525,-0.019508343691309497,,,0.011167284906842222,-0.025890046288571063,-0.04167863952501141,-0.012222164816316577,,0.031218249371268696,0.11787974863856739,
TAC1,0.07381690587566928,0.01912799829795792,-0.0383232613305528,-0.022877896046402446,-0.03632570362992216,-0.001468450141576232,0.018528134749540705,0.07521142963233086,0.12143249532897951,,,,,-0.022982057740137098,-0.05715890499558825,-0.03752110352338194,-0.013892436127943558,0.1040286719165645
RARRES2,-0.0026218409168284103,0.0014918654354520889,0.07051342882141451,-0.013203687852662344,0.09620823288435089,-0.0019912995943324467,0.050392565331458236,-0.02814346064319625,0.035430656335381595,-0.1443350924474917,0.1136500179996384,-0.015358334782877271,-0.044994469021238576,-0.03809337005230282,-0.10133657906191548,-0.020896804188984056,0.016061807061151845,0.042607265815467484
FGF7,,-0.027102297994994747,0.10032894207263296,0.002052162529930803,-0.010820415480305101,-0.03225084083549311,0.0007830314614273613,0.02148408768510171,-0.03463018735899617,0.030343824261463963,0.02197158988496095,0.10484365823458104,-0.026839032899246926,-0.024854304882656712,0.08885792442405914,-0.0009806141029029057,-0.05696929308954876,-0.07544480897259118
EFNA2,,,,,,,,,,,,-0.021891771283371424,,,,,,
HBEGF,0.07669355538862155,0.03572842139329113,0.05211892117018628,0.05659629038445497,0.1538080843645744,0.05047926461940552,0.028790913851910144,-0.003258978545804572,-0.01814543637630146,0.07562082967744554,0.0475414278082718,-0.011388131521060134,-0.024126190710176892,0.043366985434106706,0.09988733127477302,0.07592477981024007,0.03199367809222245,0.07478208020921417
CSF3,,,-0.027149290688604926,0.04735967169970561,0.14410564472452003,0.0025041423988788817,,,,-0.029727236391863116,0.05756880467237999,-0.040136293003403864,,-0.01909708907975596,-0.027509161740948463,0.021221831500403965,0.07418486102006361,
PI3,-0.012518516355682293,,0.005813976696763006,0.0889172966415982,0.0800061999172266,0.016150944014984864,,,,,0.07849905748668497,-0.08403550239912572,-0.022989068634203465,0.0003497100568024329,,-0.06263741085521188,0.04750249598204737,
PCSK1N,-0.03490761778090502,0.006319478580375007,-0.025384365633476257,-0.08474817051551554,-0.02677791001206075,0.00935136280198403,-0.01451725439642604,-0.01190982859776091,0.07217250534867939,0.06838976918989235,0.0004928966419474269,-0.07236653035358587,0.0636947604940152,0.021245192030131158,0.07305967786399081,-0.027044984097706174,-0.03256879933791317,0.10759955893376881
NTS,,,,,0.02259980796157506,0.012298301975553368,-0.01818945497355649,0.006113004961103445,-0.02757688243592734,,-0.037989595328242254,-0.026670969051315687,,0.02735472081641371,,-0.03217863949589381,,
SFRP1,0.06312949047810763,0.01758156689162101,,-0.026059548965040865,-0.02427114773161447,0.04421939105037368,0.046621491589924846,-0.013920454313390451,0.022940920313397554,0.02533855566309591,0.038340347125695444,-0.004353884121494681,0.008615396511270931,-0.02343529449797744,-0.050967778884760985,0.1263707928299422,0.01019054464632905,0.023796045253099474
CXCL13,,-0.01489279978503123,-0.019713597419808843,,-0.034252997403431386,,,,,0.036630661662971825,0.06454591566936431,-0.005295686850801432,,0.13213434303023094,,,-0.04002687625545937,
MICA,0.08341868092669383,0.03841080102696568,0.0685574211352119,0.029701404982995446,0.07525956686227803,0.01887908496562514,0.03292987487235243,-0.015067172082362818,0.08662975178136333,-0.004706917146549268,0.11905308686091726,0.0014466394251174764,0.08863836799394048,-0.03724278687196258,0.14268341778823443,0.05286572325034571,-0.01573972882153614,-0.007974543162064104
TG,-0.028635558607720518,0.063728302602137,,0.014730342975820357,0.043784484526857625,-0.02208742080638522,-0.0238468955402829,-0.010074172233886458,,0.011591211826192082,-0.021637773963701843,0.01804533713422494,,-0.015717197769601905,,0.017870855001085196,-0.031777684480801524,
ADA,0.04941006283963981,0.05949328326678708,5.82934538939442e-05,0.06647206627918292,-0.015139648970980201,-0.03867769910580947,-0.0587737063411362,-0.016361265873301892,-0.05565161814288299,0.09767145457201283,0.05448096288022547,0.04630575758648564,-0.05818826134470908,-0.01791028655346148,0.008662043778815551,0.13961645721486593,-0.06982763402224623,0.0031484322047946106
LAMC3,0.10263753323777519,0.055160589473601966,-0.05067811050548597,0.033157433865965605,0.008974360269741764,0.013952267864997573,0.05688758393708989,0.03157323183021554,0.09322328716390511,0.04931116751069136,-0.023055494713628825,0.049251163055769,-0.03857084546762437,0.05051983069630509,-0.0346462098975969,0.12242128099792723,-0.03390392930134253,-0.06723669169849429
CCL7,0.013876149530205975,,,0.1057853065624733,0.00483143758282159,,,,,,-0.006503028389206282,,,,,0.0045666178319094365,0.0899313116478532,
NGF,0.06360311015000616,,,-0.028069439740564188,3.0223133455034453e-05,,,,-0.02757690059347473,0.047914582749347484,0.0038760403784540705,-0.021597509046924725,,0.10054697833863853,,0.05417914605540654,-0.026996043563405445,
TNFSF15,,,,-0.009091176041527963,-0.033623742542794495,,,,,0.03621675715048184,-0.005721209431740983,,,-0.011858964461961705,,0.0481948618100953,-0.000953747757269727,
HMGB1,-0.08161878308565808,0.06499485639279183,0.043755228761789985,0.005654266387439355,-0.027561976794838,-0.06042326084427455,-0.056918171055953155,0.07482390590044125,-0.014567542979154925,0.09949427463366167,-0.014861946531167626,-0.03881685044342327,-0.019852798733829488,-0.04410719385562354,0.06282091208855403,-0.05126367638136897,-0.035802455820283546,0.0017656810795934749
ITGB3BP,0.025989684831207643,0.04001719831941555,-0.006728536397135129,-0.013950550573996594,-0.042112075657552234,-0.03893086487185275,0.04567228513402011,-0.037060268219122665,-0.050651206289291296,0.08727612582652938,0.0456939186693084,-0.013679612161614159,-0.03748539392188923,0.0024462165079145756,-0.08086603331324552,0.058443665540092685,-0.04540435678616851,0.06500644592170793
AANAT,0.004714846354939046,,,0.08073370797489642,0.0218010513916379,0.05509045694169911,0.06891553373163804,-0.011612659702740214,0.05719394108821295,,-0.021411320558103936,0.05416768151172868,0.027726242882584934,,,-0.03171047646010901,-0.030131033755080947,
RELN,-0.04129315110160131,0.04266088610203271,0.040305014119711206,-0.0017110994452085378,0.010565289377657465,0.011179171328113406,-0.0035893054034260327,0.004474580901285372,0.07987245837753805,,,,-0.04185411536374254,-0.014324343886463746,-0.006297735193331625,,0.010252027195328847,0.09553353139585387
IL15,0.022543029754614096,0.006108961116936176,,-0.010780636832022171,0.04844700962183752,-0.014422304627938845,0.03124576510293472,0.01971059701481936,-0.05312886619904736,-0.02173995941938879,-0.004340228200266914,-0.0045362628905076955,0.0842706715640661,-0.015368855597134265,-0.029095119159029483,0.07245967837277303,-0.0065006268565393505,
UTS2,,,,,,-0.032359237108961714,,,,,-0.018233306498139475,,,,,,,
BSG,-0.004624378701849394,-0.0797652334360565,-0.05605478706302259,-0.052001926368183675,0.08231608501370889,0.04734685964770346,-0.08015356823907145,-0.0011482847459341739,0.037262413940099076,-0.1079832096898723,0.06699477970826406,0.016711782917402794,0.016615730264879152,0.06454134987480285,-0.011214848421416245,0.034201173838124474,-0.017256878353725903,0.0545196741755327
ADAMTS3,0.00485625425452034,0.04557585157661294,,-0.039038618797615984,0.028208546771967557,0.0005849887149058389,-0.027546554371485742,-0.0314442715640599,-0.04163161353221371,0.00962855445387239,0.024281277554172594,0.09147597886106813,-0.05185685706524614,-0.020592525196353746,-0.03345087626129763,0.02642085133191775,-0.014391111702444564,
CD34,0.10744955371854424,0.0020420730339360304,-0.045016511503140004,0.06073660109868028,-0.02459253921955489,0.054990806572399825,-0.004502741890264853,0.03395539560532047,0.07899026053741516,0.07689990812679405,0.030702861173897155,-0.025109884803308693,-0.04884608154125502,0.03626565732432172,0.010244044817594156,0.11503521363605036,-0.02277129956549596,-0.032743051266120746
CCL23,,,,,,-0.01878326879490407,,,,,,,,,,,,
PLAT,0.04101173110335764,0.04033835119950807,-0.0013346534427323177,0.016401206656946606,0.043600049979917004,-0.025005672474834872,-0.025668209639199926,-0.018957876279785273,0.031074914929941754,0.007338484243526852,-0.011157641278488995,-0.012141220509387207,0.10741941987876576,-0.02402473005531364,0.026942673294196577,0.06619407933448176,-0.07853164412899603,-0.01101682626948752
NTF3,,,,,,,,0.012087164822598783,,0.03408814344700162,0.010885782470261316,-0.013726561740581318,,-0.02319000287156833,,,,
LTA,,-0.016764848826727505,,-0.026059547745934206,,,-0.020654398364315044,,,,,,,,,0.024205746661174914,,
CKLF,0.000517302639546653,-0.020318324332657248,0.020769004018726667,-0.04033986084943813,0.029235445173316426,-0.039907239705675036,0.07436053976543228,0.021935830773523124,-0.007902572714347229,0.03058149166466952,0.0074999867060635906,0.00995296630162356,0.021140760403310258,0.020573408326463056,-0.08585926863552397,-0.022958815266132818,-0.10166546270874646,0.15434518609745987
APELA,,,,,,,,,,-0.0544661842360753,,,,,,,,
CD24,0.04145542965382328,-0.02407844516633088,0.041924793969288957,-0.025219112535812317,-0.06407310073497907,-0.027513758463008048,0.06821145958136775,0.030325897566441492,0.037756541157334886,0.1759496237134905,-0.017706972863232213,-0.009536678698193203,-0.05437501487047837,-0.016736736051592257,0.1285426945159053,-0.06777708015274847,0.01701222740870708,0.05014392894702628
HSP90AA1,0.008979153755769435,-0.0017454177476392354,0.04575444448926003,-0.03212203189133103,0.00913732853465137,-0.017948354733386823,0.11150219512545603,-0.020281389179859274,0.040163899201246585,0.020019573324848813,-0.009098643247709584,-0.09521258858293362,0.0415686438097364,0.02586474738862237,0.078034544626933,-0.1009834549872331,0.05736670506966099,0.051351665535973964
BMP4,0.07754969293358722,-0.01777172251186482,-0.007605633133097709,-0.0073241375126148955,0.0024998020455457392,0.09502011470002082,0.001873679710172839,-0.03471743221785684,-0.01552037940485484,0.03850547114745622,0.01463667278763688,0.05585111027057196,-0.02396757977570883,-0.04109412216888343,,0.058890321486445074,0.0036485153904374087,
