,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
POMC,-0.02029313311430451,-0.0288672856182064,-0.016796188931681437,-0.05541688974124642,-0.019383488602947602,0.033453053032257325,0.004653147857920771,0.03546419702060855,0.03048174915890822,-0.01815939986398748,-0.025440870766564844,0.007992248848001595
CCL18,0.09449764996080975,,,,,,-0.004601317823862427,,,0.008562103333120191,,
CCL17,,,-0.020961936942100027,,0.032023940515237985,-0.018289683822642896,,-0.014899818053609046,,-0.02438621165947677,-0.014296317066835101,
VEGFD,-0.02338958007358354,0.032412998678047505,0.10861386692298511,-0.026348663905256142,-0.02219765270502555,-0.013415704268838079,0.1379956636992768,-0.015968596505135057,-0.0164239887126585,0.10255094575354526,,
TNFSF13,0.0013719815187107577,,-0.0066101636892100454,,,,,,,-0.011015728456280377,-0.023294655395307014,0.07493597129400499
WNT5A,0.0942653942788037,-0.01597993686065063,0.07698111262420926,0.03246772820972333,0.018699463784402,0.06567963295326346,0.04879641731084906,0.03615623255914735,-0.014868407900867063,-0.010388110140151986,0.03461657663961477,0.035353366675297274
CXCL8,0.028789660515822556,-0.02178839452201822,0.029853222003885845,0.020077105918524196,0.029330077493782438,0.03261947216485862,0.07244970911210365,0.04333011659793596,0.013123874341376235,-0.06564907736617705,0.0729562488432974,0.09613042789036032
GRN,-0.008284849964282399,0.0005031391581107311,-0.016113524920923963,-0.004558375866846291,0.004837932386585027,0.04368483232894338,-0.020637488337882984,0.023578786423474985,-0.14809993899121526,-0.011440842219892843,-0.03539403834690933,0.008662427151052464
MIA,0.00832464337364922,-0.020694469205727654,0.040914373092044855,0.034918937450933614,0.013224195082323555,0.0032331450174915596,0.07677813949298418,-0.021869724715600933,-0.027009795049281415,0.1306438618757364,0.057618059112675764,0.08604731528064896
COL4A4,-0.002255184778294448,-0.03480193342809741,-0.025253918108799202,0.02624056650233529,0.029980042278910796,-0.02563145092668188,,-0.021214444321202272,-0.0026650007899976075,0.07844811799947982,0.011175319541931497,0.08242580408943773
TAC1,-0.02605077396448391,-0.01510020737178146,-0.020310676190077353,-0.015807733812313533,0.0116903368755408,-0.029439043827711196,,-0.0008325561253934032,,,0.002701419198216803,0.015008122464479969
RARRES2,0.00902906840196247,0.012493902719181983,0.05226848312053539,0.06935565463316869,0.0667245401989121,-0.008087453980974152,0.004887290911994171,0.003529200956947454,0.1594088113886535,-0.02265392828655863,0.05540189117871649,0.03771911776285675
FGF7,,-0.02626419136409885,0.01549546487554821,0.011566313055238994,-0.036513890249176215,-0.053205624918229555,0.028410596524068223,-0.0027830317813538796,0.021027899926028354,0.057125793178584294,0.08584313085456778,-0.00021884997440851993
EFNA2,,,,,,,,,,0.009272715248377352,,
HBEGF,0.028337317050383698,0.03883376779099593,0.012170890345420807,0.02146041906004624,0.03587460176107865,0.01970031727381649,0.05492661442401179,-0.03247132940867562,-0.08598692895332831,0.005065748467872151,-0.017162630856632586,0.04469306026688013
CSF3,,,0.029434255748826785,-0.021707682345032717,,,0.05073879267874359,,,-0.07587402886272067,0.012569088279766228,0.040685449465318504
PI3,-0.010424014582582249,,0.06883663806440016,-0.019285520486674826,,,,,,-0.07345311709051977,0.017855038547771703,0.03933232521268689
PCSK1N,-0.04539151344752709,-0.012877727348776557,-0.02082479991765533,0.020775971449579697,-0.01238182396840874,-0.04808514538723975,-0.0025080253303784105,0.018903891178158428,0.14252523782117676,-0.014425098904480802,0.06631880363711787,-0.08020871161894215
NTS,,,,-0.011042163881754616,0.02018210213635831,0.037582701104843984,,,,-0.019560866930408562,-0.0033346987060755085,
SFRP1,0.047198664184275686,0.0574799148737099,-0.004373462940446062,-0.030059262537862085,-0.00011915833163493952,-0.01828968400683503,0.024008528383103394,-0.00475929383679458,-0.06029453956982026,-0.03712616697916222,-0.021771731740111246,0.00395607900933596
CXCL13,,-0.03928522279603868,,-0.029789113049339573,,,0.024169172536363002,,,-0.002173173628952713,,0.045357922973741006
MICA,0.03470128868814145,-0.016177942157246168,-0.02423746083048216,0.012931059108822881,-0.017267873039306533,0.052050860677633835,0.017472766847178172,0.05079164016087255,-0.045694019369129195,-0.026893630788225535,0.017939967077156668,-0.005636751675451761
TG,-0.036832902605596685,-0.022091849593046997,0.03268526384464519,0.0008351633276630516,0.12889525088318732,-0.01323616475727926,0.03381273606948208,-0.022381629124635597,-0.01963182892538749,0.14829022843826928,-0.0002627270096874708,-0.014298065233457715
ADA,0.018066244926179652,-0.03818068426101763,-0.014629729499305586,-0.0055100352577685885,0.0043078136130114235,-0.02149659601889978,-0.0041014973964455,0.050752752501027634,-0.03656372493874439,0.017858939150890294,0.027729217658220597,0.010159371454069218
LAMC3,0.0061796889393143884,0.1435857751759651,-0.04796142648914507,-0.027325544081224902,-0.010846632723189921,0.024590130504842135,0.02463291968055457,-0.015983904188893942,-0.09513776749908101,-0.028310436445361978,-0.008528489496922802,0.053004400665046886
CCL7,0.14585548445063992,,-0.020731590559495406,0.02703773840147473,,,,,,,0.11578812686959486,0.08546076302647192
NGF,-0.025544347807738094,,-0.035243322574057316,0.0750270782775681,,,0.010683076357632883,,-0.010272745670521707,-0.015839919415089613,0.02474381932890938,-0.025777148859582384
TNFSF15,,,-0.023085640057103625,0.024955369013087026,,,-0.01625745926180309,,0.03648769376909723,,0.0784458552629905,-0.02376808626500986
HMGB1,0.00033969864002734144,0.02741830125230215,-0.013659238801513608,-0.08983797462280962,0.015574768733896694,0.014390174818626103,0.06332717006457077,-0.01810081020990662,-0.07882727658808789,-0.03432673124996035,0.004495917364294565,-0.12194493523163581
ITGB3BP,-0.0035198602137533137,0.04463373718875968,-0.007304433036445163,0.003852360418926672,0.019272399462360812,0.04664398393371974,0.06199982910749909,0.04993440243254463,0.010182747668704962,-0.04128790827936512,0.069583412782739,0.04011537112438852
AANAT,0.04346259539554423,,-0.02100557364430066,-0.026348667666676408,-0.018876619942441917,0.0038154520539450607,,-0.01998668073592596,,0.12706586623731933,0.05961694558341413,-0.020830454688541843
RELN,0.009932212216028262,-0.045489147031484614,0.010804885359485985,-0.029186014969633807,0.07981478840734889,0.02269180109997345,,0.00812739282133056,-0.060294554848278566,,,-0.05578304784618472
IL15,0.12688021728806048,0.03039496020959375,-0.012993769495292915,0.06020136663762492,-0.016331774401909832,-0.0053657488516297815,0.014161702100151448,0.057159860508917935,-0.024131487314065312,-0.03917269423475769,0.011046205782532107,0.03324750737438585
BSG,-0.0509887778187542,-0.0580247207005848,0.05110576980251656,0.005603070131645663,-0.0205873328243194,0.02532186389613393,-0.027167194485020908,0.0158891043247503,0.07569562507097709,-0.03799014559864715,0.029454707305154048,0.04695324872849012
ADAMTS3,-0.04838188939089793,-0.03881698142954931,0.016141443494560443,-0.035573192009055205,-0.01290176196978829,0.01610186279607475,0.027949414509275364,-0.018905718478093494,,-0.04597557440347668,0.1709909876966788,0.0022900297231544845
CD34,0.016655330012057046,0.01677802227914625,0.02640598879766991,-0.03713797475058662,-0.0019126016515483527,0.012471871480531182,0.0010229487560415966,0.015822770435007946,-0.034775065462774576,0.07126218650365582,-0.055194829366572405,-0.05995991768697293
PLAT,0.01260391474930071,0.06183060161414051,-0.005343099621406551,-0.019563038812007195,-0.013003439376275547,0.01935365736352804,-0.002283715604484452,0.06975642675291749,-0.010931591084090048,0.005503987636836111,0.012549627853978876,0.03664399560562173
NTF3,,,,,,0.03424842884075945,0.0007175132138562096,,,0.030576063180322438,,
LTA,,-0.01624641563075857,-0.0265711319388735,,0.012272625817011574,,,-0.018536724901396465,,,-0.022459973546684355,
CKLF,-0.04013303601065978,0.038151772899803156,-0.02575180072979786,-0.08178551269803178,0.01871592697464416,0.006379243789077143,-0.02024113785964611,0.013506590197757986,-0.17296169645236703,0.023654540896225616,0.029121820601028216,0.06937542619924633
APELA,,,,,,,0.060589753447862195,,,,,
CD24,-0.0010932224677574775,0.05657273177342272,0.02550730225395977,-0.06596634987298003,0.016952768495798368,0.06260803555155059,-0.036131864044755914,-0.006903492537857207,0.15819290770588545,0.048102370558522886,0.07628493171367066,0.006037256678881421
HSP90AA1,0.018756797957632288,0.014534880337083243,0.04813115373068007,-0.0006447572967836358,0.041510597892206486,-0.08492801571195865,-0.00551702125965124,-0.01515023627439725,-0.05348272493149388,-0.08428778888543766,0.021038552075275507,-0.05688145226767865
BMP4,-0.031011881650552915,-0.017222152933580853,0.0113716147869714,0.010401901177588005,-0.02848206455373584,-0.023024864153132145,-0.011817897476536856,-0.01579520417097133,-0.1278068602406456,0.010927005970776855,0.00889795561717041,0.06831346251026515
SCGB3A1,-0.014877742614118164,,,-0.03137801045846544,,-0.01286988348832146,-0.023000401065952393,-0.01293468149825996,-0.043307668924431796,0.049228887191672406,-0.019521956999055075,-0.04185891946098694
IGFBP4,0.014713851929873956,0.006591793979102389,-0.027024742682875084,-0.013581491491307982,0.005849603349333515,0.024425919531107773,0.03641835214988123,0.00038182316771530653,-0.008170671921271683,-0.049290305636871465,-0.006342845548648617,0.05714252870924191
RSPO4,,-0.02626418637784379,0.019936495593454465,-0.03621532472667301,-0.021144623853263222,-0.012869881605809862,,0.028728426433681162,-0.03959853192750899,,-0.029622354066779114,0.12748910044202869
LEFTY2,0.010999786356994981,-0.01644594633319273,-0.008686953552211621,-0.01866935361013209,-0.012156627569363242,0.026182851498667527,-0.01838214434407518,-0.02288337987940843,,0.02483250589627628,0.03259645637945556,0.018397795377440487
PF4,0.0722237557213859,-0.014778323135007739,-0.01808790432647157,,,,,,,-0.014716193187386893,-0.022459968349279883,-0.020575940357389987
ANGPTL2,0.020801130719902434,-0.013163495431945555,0.0477448994376279,-0.04888732753463334,0.016742118128316406,0.04792194881560071,-0.038687306090930476,0.04960988236467781,-0.046942885672060154,0.0009728750326672192,-0.01365107201707335,-0.07874531149608653
LRIG2,-0.05208081344074207,-0.023315564311360393,0.038892632428818984,0.006576899748897526,0.0035682932592618166,0.050870019285356206,-0.03840456447173855,0.009393089191259021,-0.05136617572470373,0.025897186618670156,0.024529882289702706,-0.011716046273712715
ICOSLG,0.008045573918878276,-0.02013817568665661,-0.0018464584982291106,0.07818799225686873,-0.01381844306968373,0.02182393310776352,0.01712837237048293,-0.020867886669757044,0.016368100368717997,0.004384227567184609,0.007758373690449914,0.023752923947985845
WIF1,-0.002833211030958213,,,0.0434392211355516,-0.016316805402714518,-0.02421845253411671,,-0.011791078383880965,,,,-0.0377564109369586
NPPC,0.006337918094700727,,0.034727606403163476,0.03229486097445639,-0.004990665610931617,-0.017885985898710172,,-0.010758219820723863,0.11727486623350249,0.0012689587867635223,,-0.005204159531868403
LYZ,0.02351458806737605,0.09975848460398169,-0.01670755701900206,0.011145302924290525,-0.009729330104572286,0.006376355545560444,5.7722426940067705e-05,0.05373029843620665,-0.09066296786524296,0.015037818320215574,0.010955090680655732,0.03771096374157786
EREG,,,,-0.020660575113390554,,,0.10347205239866099,,,-0.0018015179037669392,0.031728791872018096,0.06049191045368824
SPTAN1,-0.05144150707967535,-0.029450250835365396,0.015347979217443238,0.037589793942805975,-0.0029672511056646478,0.027326497102379717,-0.0018471130315504487,-0.00928090323475263,-0.028837785760325696,-0.006776355755402549,-0.0012855469581060691,-0.031499515639320755
LIPC,-0.018894378710365402,-0.022242166139362595,0.030131765828423876,-0.02391662295265205,-0.02448754819843558,,0.0036954034397029567,-0.02911946136515061,0.01779001386764677,,0.048019882203948455,-0.032086947332842425
COL8A1,0.012167609344284309,0.02473715741272754,-0.03394154472946732,-0.059291929946687964,-0.040446324143608534,-0.027592526567658492,-0.0025794112926959202,0.0486334106095554,-0.07301225632046025,0.0223451470184632,-0.020217194471791308,0.028036894923004513
GSTM2,0.00955571048025173,-0.03238312294020606,0.020960738819264475,0.025749834617715114,-0.0114630378033936,0.001046868297429172,0.0009065770902281718,-0.0002470027830273288,-0.0178087973761478,0.015177074845388315,0.0048231690678434535,-0.03715245310456295
SPX,0.06035143925978632,0.0481698603529406,0.04503391386685152,0.006449466300336525,-0.002032743007216104,0.05247189369276801,,0.008554246654174669,,-0.0182720348451614,-0.017857339761125298,0.03273198558110488
MFGE8,0.007646267572041659,-0.020267833389107766,0.024696100927420004,0.03248764013850865,0.0274376181830321,0.08454638282522346,0.0739116051539408,0.014990630443649702,-0.017604888862395154,0.0017821380904016763,-0.021537692149896464,0.0249409254877072
TGFA,-0.013431161022479153,0.0311871805000479,-0.00560406952721625,-0.03371183478906232,0.011321323847646326,0.008136601888125356,0.17352215884455816,-0.00941437844029916,0.011288286343329651,0.10255530337184483,0.022804319847319374,0.07129521216369399
SLIT2,0.026331988409166094,-0.038534017287292666,-0.04109211367847828,0.028153531994721665,-0.015659208628992616,0.04693102400023007,0.05052579133891238,-0.01670321419608558,-0.0035823117957616345,0.03837734418558727,0.014365239664117823,0.0537887848277309
PLTP,-0.02309204544883938,0.022699027073226113,-0.04744390056706512,0.0894115441669027,0.017302941376284468,0.04490868454999199,0.05679130809395017,0.08783005871885792,0.010730363128931237,-0.02760835552893942,0.014851393475298309,0.02434713014882381
APOD,0.018953488502006607,-0.014424251061015322,0.008663544038188678,-0.04499578975826187,-0.004073476628169008,0.023092115044604157,0.004457126227903307,-0.016713746777474975,-0.12256769304184621,0.0573912621817776,0.03608406410832404,0.0741569611151684
B2M,0.05846187514742877,0.01631638984037904,-0.004970389396314221,0.014223154895825992,0.04090397615605877,0.10930719329073925,0.018550665254721974,0.026588449600237655,-0.07544502481359959,-0.013772765764588956,-0.03477510983537035,-0.05302239499814548
OMG,-0.03294161804050242,-0.030988426669071964,-0.005667539273048999,-0.03383423340674596,0.02709031071839733,-0.07006840563231075,-0.013612932463857448,-0.008845728184166467,-0.06965063074756661,0.07410249509503336,0.05770435484938203,-0.04689931446342357
CXCL3,0.10291774889907536,-0.008469165024212666,0.00999884777363602,0.019149798185050654,-0.020436017987971605,-0.01376805292526933,0.043473762588586054,-0.013349798677586356,,-0.051649175450374285,0.025313049926008344,0.05064827275242748
CXCL10,0.030706730848525963,-0.019322006454701827,0.05956324059685514,0.03465542912695819,0.016297754125029377,0.03334501359797991,0.0023737295511572815,-0.02121444566143278,-0.007474504381067569,-0.01973868123701542,-0.008215566043095989,0.11409015333349316
RSPO3,-0.020209522974496255,,0.03418927412722395,0.009374590380474113,0.004454932693921198,0.027833014905454374,,0.03449416353694979,,0.0024701765913665566,-0.01600635298736846,-0.006291634451382569
CORT,-0.044117826463479635,0.011029046934216228,0.03272372678181238,-0.023748014392176903,0.05952239642624393,-0.015261454553787659,,0.019942284296902254,,0.11662284562505222,,
NCAN,0.01171815795111087,0.03426540608776412,-0.04546576328518204,-0.05266438286237848,-0.04665005876738753,-0.003926483423636244,,-0.02291716776037969,-0.15478452753536193,0.0637030319339467,0.04960214141440367,0.0027610218758815923
PRG4,0.08592379654795632,,0.008023426065623581,0.03254575996801117,-0.02702198987483719,,,-0.016310186105727972,,-0.02272327084765531,0.06105726449742292,0.043838097047132304
ZG16B,0.04639769038645746,-0.01778330999237615,0.0005431943431187845,,-0.014445781334044054,,0.0400912209213594,,,,0.0009139890550736723,0.09468537116697069
TGM2,0.027933664730229023,-0.015408888774628557,-0.008956955447039765,0.01848294306665385,-0.00016138954250072724,0.006740188096877924,0.04550379719922559,-0.00774987851630583,-0.06577473760201279,-0.07497173846525927,-0.012088098626551396,0.04104737007390483
VEGFC,-0.028408688973063596,-0.008599165737824398,0.0034768272944768926,0.050224518535881224,0.022013093381311022,0.06691749826923898,0.07731039040876661,0.044600147271403726,-0.051031729495644516,-0.030855482834322233,-0.036477234647365596,-0.026648657595249925
WNT6,-0.010086669676965759,0.003101867379133949,-0.01837275465772724,-0.023962122220507486,-0.03214857111212668,,-0.02711577134846597,-0.01452708570206602,,-0.014652283106488783,0.148629957081007,0.09209035285036295
NRG4,0.011673969497789025,,-0.025231298027539626,0.005588545924316074,-0.027752684922956936,0.0352241404397885,,-0.01941856149961105,-0.03160431831697568,,0.0853650502286868,-0.02727664304247443
PMCH,0.0057650322512402255,,0.06843581855812646,,-0.021144622832806742,,,,,-0.021606670607486684,-0.009828182808687734,0.021035450877570992
COL9A1,0.012384167566625241,-0.03216417115466531,-0.015479800830605298,-0.028409929690726612,-0.0015513528214389609,-0.027262443408934908,,-0.02212698918294027,-0.04055459311663914,0.05778368817690715,0.10961386537742758,0.08280068134877337
GDF11,0.03484998625312509,0.009087877492299105,0.015443784835260647,0.010526744855498977,-0.013612261488730877,0.02237032186102043,0.045284930328753026,0.0044005004130649155,0.009770975673180707,-0.00963335894341153,0.05381394441929749,0.04563724509339385
RAET1E,,,,,,,,,,,-0.017558857466866237,
IL24,,,,,,,-0.0152915803529515,,,-0.014481550969001727,,0.15675894894790723
SORBS1,0.013981543727671707,0.046519654915331575,0.008918155706579178,0.11825040376460345,-0.0003869705505215869,0.03227949184031931,0.007954614086174691,-0.038385127407889595,0.01190528353719712,0.026771403659542663,0.026949636717299073,-0.04106484707157736
DLL1,0.020182267844241805,0.011306553705012504,0.02336782515021934,0.023632734889618576,0.010596899608066328,0.03973433741817533,0.04285059257233973,0.02652589963380553,0.07109226320846136,0.08321375829272819,0.03212587731178761,0.05419480287875631
TLN1,0.013152391527650544,-0.03691607704474584,0.01172410151687392,0.0821615383966656,-0.04863487193021761,-0.0003472167502391386,0.025533264470524286,0.008625253567422244,0.007399059443677224,-0.05730607264757655,-0.029002892906244648,0.028079085643824962
COL2A1,0.013604049366470559,,,-0.022422156807331645,,,,-0.0135527864116864,,-0.037743351840141263,-0.02329465359454972,-0.024574791321524177
SHH,,,0.04448429098454973,0.033398266930875074,0.0029724528611793652,-0.014776921490707645,,-0.012934680367688276,,-0.0345005697797872,0.041052937429136786,0.006408603515706129
PON2,0.0300801416036982,-0.06548579754974333,-0.028628761677034372,-0.029193224681212184,0.004531091362351113,-0.028562247653889775,0.0016300535220574969,-0.007414906572494346,-0.10164778652937646,0.05760818127285594,0.010971664011730007,0.0025193197102937204
ICAM5,-0.02107034774111576,0.0095892539027526,0.0124280638020186,-0.04578224630635879,0.042655531480982306,-0.03264673352508583,-0.01447535966104588,0.001969030150662262,,-0.01827253924573781,0.019073526933458786,-0.03382303351401384
HPX,0.05655646972629092,,-0.04086609091548884,0.06034843126562593,-0.028348950549300495,-0.012869882176267833,-0.02874243177994327,0.02080915674885367,0.008261643832178344,0.045662092155327315,0.06991515334155658,0.014379643627153193
SFRP2,-0.01977999845376198,,0.01110973142116464,,-0.023626996467792757,-0.02515376508943057,-0.015091439094755766,0.05612994700478638,,0.026159526368348857,0.01999325423314179,0.011312049263991986
CFC1,,,,,0.044279099857405656,,,,,,,-0.003589887530280962
CD70,-0.015971909969333533,,0.05942276034679879,,0.0073676868159934135,,0.0661954525367312,,0.04867349498466383,-0.06982535441272854,0.009944519783135835,-0.027085053191874542
HP,0.015130913946240259,,-0.036672013619281414,0.0044078735899367,0.015232162432841713,0.010396769424630725,,-0.028641023858382273,-0.05896452087284869,0.011123419212740803,0.0815300477228639,-0.045954308011229225
CXCL2,0.06205666341628171,0.06382622512824607,0.022958171179329242,0.02983276500776619,-0.0026993777046219703,-0.017885984498897695,0.05084947685280739,-0.02560084122682725,0.12663424224677852,-0.058917899590804,-0.0241434650177239,0.04869171678818095
NPPB,-0.019193727908750045,,-0.008625882841457657,,-0.01591928164040482,,,-0.01664519625333719,,-0.0031268452289868473,-0.01623666429436759,
CCK,0.029102717865529308,-0.037262358058047576,0.05293617839953652,-0.07899791943116936,-0.0017922898776316478,-0.08669482476413365,,-0.03808751417693332,,0.0400998840863697,0.05712376008251103,-0.09565110541025315
SEMA6A,-0.0015127073251112665,0.04683972674804671,-0.03207668201632376,0.04212576968151604,-0.031676214359734285,-0.0265947148531664,-0.009472828211142198,-0.018852405419309416,-0.038880280252468195,0.02673732119864646,0.08657312496618097,0.01351075127138964
IRAK4,0.0038551345268052926,0.035013701258403244,0.00966110786637361,-0.005635703934242658,0.019779771673211998,0.047369915169470145,-0.024586293840643845,0.03818291244589233,-0.10116760905645997,0.05407777367986794,0.0662249918654774,-0.023725704614918915
GSTP1,0.023086945261889855,0.05352248144206405,0.009864627266851642,-0.03215001969086892,0.039542140889338495,0.013055983385018273,0.02355980803542679,0.029645198391024485,-0.10960226732540905,0.04319707715722493,0.047775377876520135,0.05091912977791789
VCAM1,-0.0025599078146597595,0.030100959098601457,0.00212635351792826,-0.014810661935089595,0.05772806272966368,0.04073463047570886,-0.04610620465376911,0.0032992187441966605,-0.07057597921261798,-0.04198900230742818,0.044936466204123664,0.04161604192066792
NXPH3,-0.01311496622505426,-0.040646007775755943,0.01779549131320779,0.006191777941738254,-0.00627853574143158,0.02397650749295691,-0.0288557406639671,0.011160855687964625,0.022705648039050102,0.09027763534331473,0.03849917831202644,-0.04103510663782394
MTMR4,0.02588370220882465,0.04546841907873248,0.028556133535764333,0.07496314947940932,0.028867574667858862,-0.029890347107995117,-0.048699218700570916,0.0560145786215647,-0.019124211472698095,-0.011551671761724341,0.04966067847011343,-0.009642660026731729
LAMC2,-0.015065069451441666,,0.03320513250662282,,-0.006206489254590558,,-0.02221171663256315,,0.03185388642062846,0.002914688956924469,0.06336804487107942,-0.026266392708704935
IL10,-0.009261193149487394,0.0323539901434863,0.021323243309545502,0.019366822612735233,0.030321080629155277,,0.029102674269793023,0.029850325601824407,-0.0550423557769761,0.004074735758129979,0.03235971279825728,0.08163217949249234
SEMA4D,0.011018539966126895,0.03388427356385242,-0.02324648587756406,0.034185412328303355,0.007801031422919346,-0.014281834244826765,0.11359563878703013,-0.05206093313637054,-0.00018680437186354806,0.04894246664127227,0.0018019254304969246,0.04947705736543835
TRH,-0.0014305763872716967,,0.0012243780089124191,-0.02206510226615818,-0.005925734016717717,,,0.0739909913768848,,0.03190913940606554,0.09632468291201911,-0.08076647549233598
SEMA6D,0.008746557874474465,0.015533307606834988,-0.005179982504006587,0.005279227721893935,-0.0505405574991587,-0.033270752714394294,-0.02060588674256812,0.05719955938354775,0.029245218635767137,-0.00283990851992545,0.052716737530147016,0.046241438535522233
CEL,,,,-0.008654750773875529,,,,,0.010811456691236562,-0.023643052257709487,-0.03465203800989702,0.0789233376087819
PDCD1LG2,0.03486178521131662,0.05314628165714577,0.02063810455331866,0.054969080458174564,0.04212678733554303,-0.03503967129792583,0.08142258538383894,-0.025487906953644914,-0.03343077953584024,-0.0016761743390099704,-0.08855584954686388,-0.016232979583806678
SPINT1,0.010141568683889542,-0.03278547505960857,-0.011365228078235243,-0.031292744307560384,-0.0348161624089073,0.03310433257157598,0.001968636415443891,-0.02186972385526624,-0.0507201638451534,0.008525363993413724,-0.016616137805669763,-0.024342630442145352
CTHRC1,-0.0187224310603455,0.0018743021864853753,0.03451005983647844,-0.04099009400827729,0.020751559052388496,0.021033336351059723,0.005867049633732405,0.03673611164067055,0.06755358054530161,-0.025640140640810213,-0.004774060529199515,0.034943220616094894
PODXL,-0.01992892199780101,0.04427765136375561,0.0055621384190070525,0.06013378331443736,-0.08296461770978508,-0.0036567298307771524,0.011585111099215369,-0.02915514527220397,-0.09313340503268981,-0.06410333908855705,-0.015925442342306823,0.02515979265128835
JAM3,0.02610418386662565,0.020597367679552857,-0.014297196140430906,0.047373342831263605,0.0018614178716376724,0.002425208408586226,0.05795525947732616,0.01707066407653545,-0.05691568082270078,-0.028461175088125016,-0.03384133803218601,0.06117263602278582
TGFB2,0.059176906949367405,0.016323673493239543,0.03056811206528178,0.022762975575488644,-0.005085951939747226,-0.013306584113147793,0.030182776079687796,0.03463061367016063,0.056673577941396984,0.03438415877266163,-0.031153841911397667,-0.02721238244752292
COL18A1,0.007575809014222336,-0.013368851655862064,-0.04623815650001405,-0.0323829470015707,-0.04033050015955208,0.060652088615512904,0.04595466607074756,-0.010001499441573436,0.015252302693418391,-0.07487718095099845,-0.07407996843520595,-0.010669799912323297
NODAL,-0.030954498951626105,-0.015840204067751443,-0.04242800457418565,-0.01402424005580719,,,,0.007665645555402523,-0.03510506194436925,-0.017888126758923522,0.043339073965135096,-0.05471714016709624
INHBB,-0.031079355254228728,0.02888260396426228,0.0317463077896534,0.000209374425424747,0.044889501422906646,0.002009089584982274,0.025997705710669075,0.048106143183619915,0.052858193027842004,-0.01846213535121462,0.09759419397854709,-0.028248895592123374
LCN1,0.007118439229171936,,,,,,,,,-0.016893073170700663,-0.018390827628151685,-0.01842363349010258
ARF4,0.05634181981760194,0.01265028514775861,-0.051871821925252866,-0.03834784841988925,-0.058652479427854655,-0.006301592323285712,-0.014534327519707253,-0.01658103015625157,0.11307016957507413,0.03448940028173449,0.028220614582469213,-0.042750541097848295
CXCL14,0.030387806801457157,-0.01658853913120105,0.04487939347928497,-0.03334716497782896,0.0038525443098944862,-0.010430941601571693,0.0007853472396413992,0.015508213708535721,-0.00062145033766129,-0.035385218055367824,0.06923471727666722,0.0006280440304164602
LIF,-0.012606211141379218,-0.020044869574613374,0.04855134019789175,-0.00768922784488188,-0.04313757209123071,-0.015257539133454864,0.04178921446473903,-0.027566441285494923,0.004076380886311592,-0.07390113482789094,0.025236911342612647,0.0633080953024563
IL17B,,,,,,,0.005175890993229817,,-0.030178222254927604,-0.02704845312599747,0.01112819807757068,-0.02083045050521653
