,MGH258,UKF248,UKF266,UKF269,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,0.018441194407526323,0.20076718060043733,0.058387622299086804,0.061708717478923474,0.1472468795429828,0.12217024715028138,0.09346496269865133,0.09468372215763639,0.01986520643444118,0.10663165898365223,-0.009324705650734042,0.03114848502908757,0.04401771353487269,0.0656144033101112,0.2062735808101271,0.08653070390974117
LAMC3,0.03156115324684798,0.240205760302333,0.12628690476274296,0.1491041285723775,0.10087143172847456,0.10523545922049682,0.1928855367798129,0.12526405709921426,0.1297690136012455,0.10509052134919504,0.11070053812624374,0.19011939698043542,0.0640541297668944,0.08846161295982312,0.19083714420404654,0.10500022922786166
CCL7,,-0.02376387894008781,,,,,,,,,0.014902419605062132,,,,-0.030175889837808174,-0.054894107118462446
NGF,,0.011392633431354507,-0.0236420683199884,,0.10185083031218142,,,,0.02713791855740532,-0.049534120533265814,0.038653588679892145,-0.01695380832765752,,0.018261570563225294,0.05219226565344818,0.05495781828458813
TNFSF15,,,0.11480176957405147,,-0.008374507587067804,,0.04896404847437097,,0.004641946727291689,0.07522932767794868,-0.0022540270523707167,,,-0.01427536359396378,0.03752693811197825,0.04261333033662748
HMGB1,0.01358870134466594,0.007546483881354912,0.025721917490465755,0.04301002655092017,0.12367674129953894,0.010672013726702827,-0.05279100157576534,0.06527657522250073,0.09250749008142824,0.009042475241973906,-0.07307321163674459,-0.01240166720978923,-0.11746336473645853,0.06475094043976991,-0.03501358040043702,0.05243723829216566
ITGB3BP,0.023588770049861492,0.030704066012321896,0.10789565055724464,0.0984253545148626,0.02867857849248525,-0.0010530136627506213,0.0999059849422972,-0.0386083316111407,-0.018055913554306902,0.03224804931262412,0.003017359500012655,-0.011455442787733371,0.04677429448765999,0.028172837942959692,0.04387678705964776,0.06181911838682972
AANAT,,-0.03447777292030756,,-0.014452123149793125,,-0.01685296834100163,,-0.06519265014641737,,-0.02665630841882998,0.08876112148438638,-0.02312608766932728,0.050590888549896046,,0.02287994465360507,0.07973742871502695
RELN,-0.015827610392941782,-0.041937372471026156,0.008644670406349595,-0.04240706382032015,,-0.018657690592845277,,,0.018799685575321076,,,,-0.0020304926048058717,-0.017243092167123025,,0.005462169521000584
IL15,0.01292051220835974,-0.029488477869695603,0.016726475399345405,0.028803783732509733,-0.037943448291588334,-0.015630349204753258,-0.018114235497664295,-0.003145094380572355,-0.01328269955658615,0.09695769334872761,-0.012978746324558626,0.06166214034586071,-0.016903254066266755,0.010040738379311454,0.10615929469780995,-0.03937889578627733
UTS2,,,,0.04874862652306839,,,0.029047585644328796,0.011869028541058013,,,0.0076415447394151195,,,,,
BSG,0.059042977821048725,0.05114431560405334,0.021265482982758654,0.013570913922849747,-0.026809227295348678,-0.053599756909992434,0.11000304272384077,-0.044883121880326914,-0.06404048692021903,0.03638321978729863,0.035399095127202136,-0.005775222452649948,0.10078989307826695,0.0009339602032811534,-0.002477435933251051,0.03763019674922027
ADAMTS3,-0.04005743928954009,0.04330209936485162,0.0247365421808391,0.06771867608482082,-0.03743162991867102,0.09419689546293984,0.08126549650781874,0.12988816955122034,,0.012969683924710443,-0.03815326742830184,0.08158626379073271,0.14187762066237528,0.059448627519727015,0.07255071627176693,0.05221856965865927
CD34,-0.011707685003723631,0.18692982604008404,0.10391760273053184,0.09251342165923505,0.15771186824816863,0.04994506556143827,0.12738395483507628,0.12840643161020213,0.2098338404875197,0.1310836488751427,0.04755837968725067,0.10999256220730726,0.05946012801034044,0.0781378368552334,0.18861179005359152,0.08866148240180247
CCL23,,,,0.029274396739466486,,,0.03583244966459183,,,,,,,,,
PLAT,0.028501654642874904,0.12637005781225377,0.1068445948682541,0.10182458907233384,0.04126834092929059,0.11488317426054603,0.04417678641204821,0.18687056913848454,0.11174745202595085,0.1034445916216686,-0.022150333140826966,0.05909405656531505,0.06475356949941354,-0.006842826086923275,0.13206043137733628,0.08351934096757835
NTF3,,,,,-0.0038588283223763018,,,,,,-0.031227506743894753,0.09765001706714718,,-0.03388248663848946,,
LTA,,,,,,-0.01563035113417086,,,,,,,,,0.018674767320600895,
CKLF,-0.040758521322155586,0.104355254259388,0.09255554067165277,0.13275370433419365,0.0638476080304688,0.054567907098373045,-0.025974446698272854,0.12000009576161175,0.06855266895133133,0.10370301775263678,0.0790331977240972,0.07788181261415054,0.009488656837941822,0.008921526441276266,0.02891137350252324,-0.10642297861840175
APELA,,,,,-0.03813058057545985,,,,,,,,,,,
CD24,-0.044115334663341,0.0005597726978988164,0.01554008003779367,-0.012460799452527212,0.149342310912974,-0.03462762885944268,0.018288500135071994,0.07158377698110707,-0.07083921708545579,0.09504080024396176,-0.0063445321846645735,0.018635738747459628,-0.007797523179359685,-0.002787744165551307,-0.10067749248973759,-0.0014416294735749824
HSP90AA1,-0.010577560154494878,-0.11185938948217415,-0.0703962388943656,-0.07214673382820244,-0.04491077326045822,-0.06250738667705431,0.02041474672306568,-0.1268086921734137,0.06364568241995548,-0.17319140897367144,-0.13053261583243625,-0.09486912639411975,-0.09723912885499938,-0.03441448417821433,-0.11940700865724439,0.05543061771087638
BMP4,-0.01964823637724629,0.04360708070673398,0.06985165658083017,-0.0007625818978898282,0.026425095850265045,0.08707326725182275,0.06812445731023085,0.13221107678422495,0.038203299056834575,-0.014009642499138546,0.05044801337977891,0.11424765114774525,0.2115084176293581,-0.019531277698942643,0.09454694991156029,-0.03448707343392508
SCGB3A1,,-0.023763876563731665,-0.02607477697589359,,0.13065175225360823,0.01982075363528962,0.02204348921805441,0.17992504990885594,-0.05647475765433272,,0.0421843039568861,0.018078482841298517,,-0.01596201972856211,0.12493004074286619,-0.039776849519039564
IGFBP4,0.025299417369730615,0.2105860803188037,0.16852301668681618,0.14820309661691103,0.08790347650861743,0.10313795536040357,0.13905635688146792,0.1487488061750242,0.16393057684343365,0.15779759655560605,0.04734783231334646,0.10907403664228439,0.11346346303144075,0.08062089992831825,0.21968886460598652,0.14121530539181198
RSPO4,,,,,,-0.021681757737862125,,,0.025141351581881705,,,,,0.05496755488276395,-0.025091352371774615,-0.024959884021845187
LEFTY2,-0.018903036481374362,0.09657039590602874,0.1283735875557738,0.15657218297126402,-0.0366848692683847,-0.019295493921087897,0.046251170351464754,0.07432436023347004,,-0.003771344545850894,0.002651635290162473,0.0006442040407774534,0.09248125725888308,-0.027150989274334646,0.10900353151189095,0.06222598673482881
PF4,,-0.02465120727470323,,,,,,,,,,-0.015751059842770372,,,-0.022575050659121933,0.006539046922719478
ANGPTL2,0.053337977833865825,0.12873740082998775,0.09630841612579305,0.14206509682482218,-0.032659985038040885,0.04479864227942236,0.0906280460133744,0.08144584152489175,0.03677647893811047,0.02705788794467814,0.11250734533886407,0.09873832517911733,0.026097133417764873,0.007224774261953074,0.1818828707776609,0.10683438063405772
LRIG2,0.01222876457455385,-0.010030698366186926,0.0501928735649639,0.0659633764642082,0.04905084387593038,-0.041079810593537415,0.0713571176867996,-0.09259070437947144,-0.036589583766996954,0.03507809285536483,0.07462464177279657,-0.0004531115548359052,-0.014364333849184263,0.0114734692726453,0.003019816665237924,0.01309475807466458
ICOSLG,0.029139016692598704,0.06990008619996366,0.06128732372954699,-0.02666371861974924,0.04564862933326556,0.0478517623024605,0.0753600832172941,-0.03863856655867477,0.021344811099996096,-0.011811957714391474,0.04072687411351865,0.032663117600614806,-0.01847866214200014,0.008874603752921503,0.015294037760433424,0.010640657671363064
WIF1,,-0.04435584627175404,-0.06856383669656645,-0.07608360276904212,,-0.05219697628287857,,,,,,,,-0.018559338651121485,,-0.035878400483274495
NPPC,-0.03651334465657168,-0.00863071920142022,0.04722879638504214,0.030705173663046027,,-0.05339211574664045,0.022309204214321175,0.0005723586083159082,-0.0633673965648002,-0.037251318408661915,-0.021083096410092223,0.026067740673363624,0.11918098475878096,0.08056886529091838,,-0.01173091459548681
LYZ,-0.04336826212826463,0.11915066281976172,0.030626789289670133,0.12247989338607745,0.08945959730345195,0.12752797658784298,0.046699011339819976,0.03972769424557307,0.1305889889111519,0.12852286874845406,-0.0019011907865407096,0.019847979537624134,0.035180247737272935,-0.006870878069863679,0.0012151733189630354,0.03141530662752302
EREG,,,,,0.013813513928453921,,,,,,-0.009552459434505226,-0.0500496684475143,,-0.024866660107190738,-0.018404733038675295,-0.0005227656243090808
SPTAN1,0.026095328159870906,0.011278363911304566,0.024823156412408384,-0.06912744176615337,0.037491295555681925,-0.08825258484758679,0.09626306698270015,0.0601249333341644,0.01481905468068579,0.05657290444572943,0.03910346175313504,0.03710305550968421,0.008955649760987552,-0.017664029768662368,0.04877469784068787,0.0674261961497487
PTH2,,,,,,,,,,,,,,0.02766979621533045,,
LIPC,0.015573290600542309,-0.007635465739642112,0.014983185101757977,-0.02730835113245247,-0.009462080280164962,0.019537157945698817,-0.007414166686326615,-0.048575055265285785,0.06027755416182765,0.05910620715334404,,,-0.030127672657147636,,-0.037962105597412636,-0.03049093698592401
COL8A1,0.05565305231078378,0.14611022466646717,0.056949239139026754,0.04105068312345989,-0.12316307586326541,0.06269007591539152,0.007917015202738928,0.07017786946305439,0.017267936432362747,0.033651867006570926,0.049236332672409455,-0.020843034091608103,0.09733135571954242,0.09089611518640982,-0.0601025737902241,-0.05857706935374265
GSTM2,-0.0034884800886729335,-0.02531500349027937,0.07027193484440097,0.00026501590090957866,0.03539862556503967,0.02514781715806284,0.03576793674918126,-0.0304363797407852,0.013782917584101068,0.03959380559584215,-0.046286407715343314,0.06775179055273034,0.026323434190292594,-0.03330012367592175,0.046645842868538505,-0.020782157353168622
IL4,,,,,,,,0.07088019962151583,,,,,,,,
SPX,-0.008052132856681344,0.052592677573518,-0.06635412673315066,-0.0053850996138436,,0.013379328325490897,0.05136351602225091,,,-0.02648078937157939,-0.023115192820198777,-0.0195569540730137,-0.051280327468313944,-0.007405917265500219,-0.027068727793080723,-0.07092030252013103
MFGE8,-0.01707993845504839,0.1202263936596554,0.05821055092443907,0.11010645634580672,-0.0369773422030881,0.04900460539363733,0.14388154588246319,0.11194983155255414,0.16202416856220708,0.13209156424383306,0.0688686854121877,0.07027446037924455,0.04658150741421955,0.06966196559234776,0.24639977107661742,0.07151089102007172
TGFA,-0.001392844052772226,-0.019557462886930277,0.10154333017063971,0.020314821421352686,0.026666242042537043,0.03656044794974728,0.12521436588444748,0.02371035494182744,-0.05131871390441176,-0.045393016978982646,0.04990703239960801,0.0038097512663741763,-0.05647171940086397,0.06335632271437455,-0.019770922469857292,0.049917745598805664
SLIT2,-0.019648233233233815,0.14642827769753103,0.041949362939926405,-0.03228745862816643,0.018031162312400394,-0.03515866638634324,0.08929323180995362,0.002087247348987046,0.0909404760451851,0.0176804458994788,0.011777397558790549,0.052041632775035394,-0.036492294888451945,0.03597206434991061,-0.009337376510609216,0.04189568520906077
PLTP,-0.0018378569622204766,0.06553624587245456,0.0063279126041977125,0.044997447294284725,0.053942504353475945,0.04087477672349804,0.03607878210341753,0.09636861211519059,0.06493602806579028,0.029850688199600354,0.02120924553064941,0.058063074981921585,0.09365251824880813,0.10424580506139274,0.022768244286746626,0.05415294202137577
APOD,-0.05647346041413636,0.02677788508731791,-0.04821107830951704,0.006957111958261002,0.04467357186438336,-0.055134133442589515,-0.1409359230216506,-0.009362129936621917,-0.038505987680603426,-0.11915275797459231,0.07381875847481956,0.09920361303866743,-0.1336368499771653,0.06475697140321264,-0.12123731104726802,0.005453186803616573
B2M,-0.03952976439872696,0.16533173316537322,0.14334481877931549,0.1400348593874335,0.08092711578047686,0.1462262203254702,0.16212253845084698,0.10745317936979064,0.15645819481929277,0.14978732744239942,0.05681193143737185,0.0952805878747363,0.12373586642349177,0.08812164244862788,0.1338671368465093,0.097055330738407
OMG,-0.014121013914912111,-0.03692936077550488,-0.03435866607988982,-0.021873099777604012,-0.02716705072316116,0.003845259293548103,0.011819676910600293,0.017571495819275047,0.0306857255599864,-0.06484241452909581,0.07535452356106226,0.10582792727013299,-0.11203650698474175,0.009895478746181852,0.026628510955771543,0.013363880367821488
CXCL3,-0.015374689062505307,-0.04873515399555073,,0.02121628193461329,0.09616701142248739,-0.011256683260452602,0.031064676489018637,0.005134221086570495,,,-0.0023649958740591427,-0.04338798945679749,0.09040049148541462,-0.03396072058372849,-0.016395826102161927,-0.059399552499496584
CXCL10,0.014781256193303815,-0.03480861990695077,0.02388550523277143,0.09191538758566338,0.037629310569696955,0.0769899878880978,0.019571537545593178,0.016812460108947384,-0.04208779489141187,0.04831789847276111,0.013385170007594765,-0.02112673742609416,-0.024544934843948114,-0.027280243111606043,0.1268207173203613,0.005683197786268167
RSPO3,,-0.010884437293008928,0.015214815792940315,-0.023731152526771753,,0.18585566948250856,,,,,-0.0064572916079462025,0.05227204868335825,,0.025889863854351432,-0.030622627578036056,-0.017534499763332802
CORT,0.07977892639496253,0.012598891777226586,0.05152715176885958,-0.02274973224199823,,-0.020702450866879232,,,,,-0.026141869417346003,0.0855129209658957,,-0.010705807000882315,,
NCAN,0.015472447463833715,0.013330844142088048,0.001145546245266581,-0.005561116389573266,,-0.043334980481769536,-0.12635987293552572,0.13357253254302978,-0.006481205456186392,-0.04861843926912482,0.10245495962691463,0.10279661984008162,0.02580257914524881,-0.0689833717532739,-0.0031101616431985953,0.03724858441084531
PRG4,,-0.005592927920737032,,0.054770731055072415,,-0.013752911436744552,,,,,0.04337916370915922,-0.024321208235541795,,0.03520685356381511,-0.004704899318269236,0.009318077852853612
ZG16B,,0.03086599399727113,,0.09806395591306256,0.0713467876682371,,,,,0.026041332834585134,,,,,0.1042183361072559,-0.01668027884449322
TGM2,0.003423419978880408,0.12193598544670439,0.10718231545886646,0.11338066684607173,0.10869883293484597,0.054919539508638385,0.11480284889098644,-0.06314408851269207,0.1791843874094747,0.2014652859064219,0.055139479279907484,0.015503121569021486,0.05364133385673551,0.038328748144271264,0.10010888899842134,0.0705469623403427
VEGFC,-0.01909180767088065,0.07378846776452909,-0.014274846345129684,-0.012993234835801604,0.011704018501175542,0.2530520293672869,0.04890371069102952,0.17221656689340897,0.04931563802917037,0.12189131745419086,0.030315461825606266,0.1504658354628105,-0.024031215688622785,0.081093041542058,0.09145371535305509,0.0020813624165860085
WNT6,,0.027913651788049717,-0.020951285873385628,-0.02021573280518431,0.012561374247537933,-0.01224938340981578,,-0.05888034941158035,,0.027026623600732373,0.04605014977074628,0.02437254258844604,,-0.02649672375752612,-0.010494807229998111,-0.017235732491129176
NRG4,,-0.005761993943743789,0.0026166935191369116,0.03395054188802558,,-0.016373924540280926,,,-0.04121316760077748,,,,-0.01929671909126113,-0.026364211442557108,-0.030622631010102007,-0.025919898068469675
PMCH,,0.3920032240605323,,,,,,,,,0.1857262388458161,0.06637250815830813,,0.15384758776048907,0.07134156030241023,0.07283541583257047
COL9A1,0.0876117490187167,0.1770272152592313,0.10948759632073922,0.05519927085930722,,-0.01865769774925569,0.04385095101815859,0.040298295201830925,0.14637276523858786,0.16127158548486897,0.06848410505978936,0.12327397950438446,0.09894441146581262,0.012412077809921386,-0.017003613780275897,-0.057209580967031895
GDF11,0.06639083960781816,0.0674706380817733,0.04693235601855274,0.11311817345213755,0.019075941002546826,-0.06676610624271492,0.05047361812320653,0.09106139773855068,0.13084606762140644,-0.0041584623653914896,0.05494232162445619,0.007214337596844872,0.02023090681249352,0.0576448885509627,0.09303117415618836,0.08995414820003489
RAET1E,,,,,,,,,,,,,,,0.0674295936806765,
IL24,,,,,-0.016563938804347433,,,,,,-0.01737404014511335,-0.01549991720171067,,,,-0.028977583770862143
SORBS1,0.016209244664591886,-0.014976547145205191,-0.011723849058955387,-0.025159047271184835,-0.004342350803211379,-0.02496054072069764,-0.08701876173179124,-0.018164576656547228,0.013770018655283345,0.0350191378941744,-0.005425552111748209,0.010050100553051807,-0.011989372047727037,0.041196184682536136,-0.09181168163286468,0.008264510890672564
DLL1,0.041259085909759595,0.0339637095179937,0.06309803042480414,0.04227460595560386,0.05034769017916529,-0.020377148816151477,-0.00864718776268738,0.044642495050387906,0.13039282598558904,-0.002659681995071133,0.13763805061690057,0.07714992150896602,0.019334307515586454,0.03995263182560293,0.1818127401384224,0.09058683091651377
TLN1,0.009683635330867085,0.1348211003427015,0.11918780677642676,0.1007961869597148,0.0349659369984413,0.013560853015609919,0.1738827056208937,0.09584841450008472,0.044146781064586166,0.07569318113013927,-0.0016775318042028993,0.025349976224074127,0.031743471836202145,0.015503195820039806,0.09904950536297603,0.01496687808186005
COL2A1,0.03551437056877559,0.057431047630408766,-0.02269811079878449,-0.018974953304254156,,-0.01142784454038692,,,,,0.03438554744613843,0.0010510928153432872,,0.014702827178908718,-0.0070831892641232035,0.06226350666240404
SHH,,,0.004486526268829437,-0.014916618874540547,,-0.010906651365366232,0.047800216825342086,-0.11050362476061086,,,-0.015109749307363318,-0.044021464570599224,0.02755131980749146,-0.031161207288105883,0.03930496834164821,-0.004678904238891788
PON2,-0.04629820473705725,0.05407161538924784,0.038266909162475944,0.08909884098209592,0.12630035970345196,0.04055646267984508,0.1632689548392331,0.1420401007954361,0.04684296987059072,0.0074467927980524,0.08678218609587678,0.10505395911770463,0.0315557281869889,-0.014844364407301797,-0.08143365382374672,-0.04820783690452374
ICAM5,,-0.00820412140060618,0.033099393197490466,-0.03707891304344773,-0.028888179030618633,-0.021300100972264126,,,,,-0.031164609009684457,0.01698668108158008,,-0.011501525852557221,0.007663178695668086,0.06410500264580113
HPX,-0.02036873885968862,-0.022397840183416957,-0.0036492831040352645,0.02953682047618367,0.020799206379056474,0.0629880668689619,-0.036899157838939114,0.018499367969884266,-0.053614464098087365,0.02783538601307748,0.07752718834699479,0.04936328198119762,0.08980484794627722,-0.04201733851282195,0.03569519691632953,-0.027531566566289863
SFRP2,,-0.02084820684014618,0.002154328890283253,-0.015143776515486398,-0.030117676148122895,0.12574707180782105,-0.06949427828975163,-0.0464331442522623,,0.05909589144855475,0.03978535539227078,-0.0026100967222238048,-0.003763119268871779,0.062092172701752026,0.07178476025004692,0.013526178972610645
CFC1,,,-0.035402548200779205,,,,,,,,,,,,,-0.02293503148819185
CD70,,0.10936086640612645,,,0.10318174716105127,,,,0.0475117189676586,,-0.02391892412236986,-0.0103015909373011,,-0.02851951562233647,-0.006261372593495824,-0.045533927674555094
HP,0.02108949260060207,0.043524894832575205,,0.0967055891451732,,-0.020738342910569557,-0.045024567384590944,-0.017937753971487034,0.013353679550406143,0.09370960519413264,0.020073164058737675,0.0826028093849031,-0.02471412874599401,0.01797763274307514,-0.04580810666264526,-0.04282065495032312
CXCL2,0.07997955841736895,-0.0026010949400144135,0.12836469733781922,0.0073274160715642,0.08099464249994125,-0.02158688440563317,-0.07063741821599383,-0.06574330151212834,-0.04060158937606111,,-0.003980553912069192,-0.0481070163210369,0.0710766625695972,-0.04592787932391391,-0.03604432524296322,-0.027581950519788716
