,MGH258,UKF248,UKF251,UKF259,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HBEGF,-0.006804561403324184,0.0953438121326129,0.08118790928472033,0.0031479200493109223,0.1181853247629962,0.04193010115854832,0.0033705144185721798,-0.004817254007841203,0.059520001239417426
CSF3,,,,-0.0014136631978214661,,0.023707415826434076,-0.053985813179180296,0.0386836053997963,0.04726192792080261
PI3,,-0.018872287976693134,,-0.029895003956742015,,0.06480718694469838,-0.05786194200848952,-0.03423913173010128,-0.04160007745412397
PCSK1N,-0.07824702860081667,0.0042423662988952315,-0.0452833552716708,0.000689888677006202,0.06590613239200575,0.02683418010757956,0.03779414550431988,0.012876353303998925,-0.07577877606068242
NTS,,,,,0.07578693071585457,-0.03280977714781187,-0.017571636291734593,-0.00602231440781131,
SFRP1,-0.0027081259300070454,0.00243943420819936,-0.04763764360803022,0.04351101396124623,-0.03236622563086685,0.003518361396162348,0.002089149714634935,-0.017076142846837575,0.06630094553988888
CXCL13,,,0.061782323201145885,,,-0.00306686000604158,0.06327588375120337,,0.10577354085439285
MICA,0.0622582460521866,0.06276500354532097,0.038189529471276525,0.00535845972066998,0.0599266465920743,0.03047720433163917,-0.05131686286636155,0.061731002229354605,-0.04794458873017612
TG,0.04989333942739494,-0.05522411608797045,-0.024314350803564262,0.11292788288295043,-0.01506400361216592,-0.018687499447934536,0.07416404167777077,-0.010594415443744804,-0.05254409443271331
ADA,-0.03463217741863584,0.024704591750533442,0.026085091186915304,0.08961259678318137,0.07944263322835177,-0.03183108080787104,-0.03728728242369398,0.06552176880991978,0.0877836684584672
LAMC3,-0.030659188182779157,0.0632727559276711,0.03763314831637247,0.009431656912213449,-0.004170012460801741,0.06807734424201682,-0.01687038073896583,0.0893581135291261,0.13890924941292337
CCL7,,-0.02230642195665821,,-0.014409356062305262,,-0.021078648725675518,,-0.027922863289965662,-0.01713787332310434
NGF,,0.024949353409769396,,-0.02402104527666431,,0.04812154305524635,0.01388038386476116,0.04453568399791785,0.030038435319542964
TNFSF15,,,,-0.016045522727954155,,0.000983040811433287,,0.07700120203805916,-0.010438050840136418
HMGB1,-0.025364057843091342,-0.08385001496361046,0.01806957754570425,0.07199710424555912,-0.12054703162651288,0.02015002968059904,-0.012703843480018526,-0.06897953668799897,-0.06282707200093193
ITGB3BP,0.03541116652953231,0.0496751968493899,0.0068238085842178805,0.0017094189804615356,0.014655548109600064,0.0434351650438246,-0.017328754015522828,0.014663810423002315,0.021134014275722403
AANAT,,-0.010101625785003442,,0.06455919178259868,-0.02339371233191599,0.07483113223193902,-0.019409393878321773,-0.0009015426182217165,-0.021988824121342995
RELN,0.00036385195282028935,0.031222010628322472,-0.025632930040735802,-0.025341959308469525,0.007272833830388829,,,,-0.006409664372513323
IL15,-0.04376718588535508,0.009023615693672448,-0.030976110935858264,0.011196385803634858,0.047686855618005355,0.020457927643292143,-0.023211011754351824,0.035211409117284785,-0.009914233886493352
UTS2,,,,,,-0.01574722546273004,,,
BSG,-0.1473591404345191,-0.04474330418291871,0.013651573921450283,-0.044969011576702904,0.09509788084923357,0.029745505281498358,-0.09050008118914053,-0.0010499604661529003,0.029373290989795346
ADAMTS3,-0.06205334814445699,-0.04505766167561602,0.009150760043810855,0.03332923180496301,-0.004562656383591466,-0.021227442512013237,-0.0069231041245246625,0.032781996111710864,0.05843722116783348
CD34,-0.010137409600857128,0.04152443346954729,-0.016338960856840903,0.04880724590123923,-0.034905395490580145,0.059494474858238965,-0.020732858129851497,0.11564875841274035,0.010862785170773392
PLAT,-0.02095113488252492,-0.008609464868276743,-0.011588321965523613,0.027886212799710108,0.09599327938144259,-0.0478736868172132,0.03197593238395401,0.030096851199155315,0.061411070262734326
NTF3,,,,,,-0.015475355511316284,0.01583662764851554,,
LTA,,,0.053306763476581746,0.09173124997866777,-0.010385008819818646,,,0.08071089542893048,
CKLF,0.08214346823122735,-0.00809863805494528,0.003832524887850722,0.05314843435516397,0.012218243232697988,0.005560900567877557,0.02295721975754566,0.036242025462119624,-0.011887371496700327
CD24,0.05613356267194113,-0.039678313512821056,-0.0016785433544691335,0.030264427546766594,-0.03743530819176562,-0.047162467705638866,0.1024673614716659,-0.03277518888691182,-0.029062655053504798
HSP90AA1,0.03602807508239685,-0.058562276414432644,0.029031724860700173,0.062459750124385933,0.030844471481586422,0.020426531314722763,-0.03873417255160245,-0.1489354401992558,-0.07093150661892007
BMP4,-0.026427886399602408,0.011135150385278651,-0.018954749182771485,0.0006038566419248914,-0.036524958218610716,-0.009742168782633136,-0.04776838155963033,-0.0034726044568385976,0.0042633610069454635
SCGB3A1,,-0.02230641972604582,,,,-0.03208259445792236,0.031647826538219063,0.06787918017489002,-0.025000850444854648
IGFBP4,-0.014639495464076988,0.07481162337528892,-0.05185811032080529,-0.014941885183153078,0.03574337973328248,0.11851294567578766,0.03017077333025414,0.07874281920448715,0.112370249697114
RSPO4,,,-0.006275261016730395,0.012810100119505757,-0.005029658490022359,,,0.04004740277291261,-0.022617699278220372
LEFTY2,0.06657908643604453,-0.0010277741413587983,-0.00028289181403572106,0.00366890841498265,-0.05075542084098184,-0.01789338579962882,-0.016583809347593466,0.03544490613094349,0.09637542779383805
PF4,,0.14207267136591492,0.10595659909302076,-0.012571879283119721,,,0.017519944259165397,0.022975221744323725,-0.035453862300819636
ANGPTL2,-0.02275613276076389,0.026692058251473874,-0.022032486660254768,0.025885411049067837,-0.012392173413487476,-0.006123174731341886,0.036665415842158204,0.10538321371385587,0.04369345764017555
LRIG2,-0.05913944793865514,-0.022097682595943458,0.032787331539013476,0.0027882126269052443,0.03844872673694479,0.02157015807049931,0.02492079389944238,0.025612400136221812,0.019886094730789124
ICOSLG,0.09659571429732172,0.03711936060120007,0.0007457301804323744,-0.03555965222158654,0.013361933622303486,0.007678865403055967,0.007122041250972295,0.08825415878073384,-0.006313102485088357
WIF1,,-0.0149083278890405,,,-0.020221345396096223,,,,-0.028638572489407592
NPPC,-0.0318989170220095,-0.041816064289403564,,-0.019502085074330388,-0.03944541980313101,0.02570874791449377,0.039532532537149556,,0.07656931307045495
LYZ,0.03498452859783548,0.056213911456237615,-0.08331537671859157,-0.004117613641632959,0.012145907325161746,-0.00299260992905561,0.00016556621953440378,0.06761478779550302,0.046176873126416676
EREG,,,,,,-0.0427858772871765,-0.0420059692874751,-0.06004856460288908,0.03508964830227966
SPTAN1,-0.07405072743206507,-0.022558124786492446,-0.08302746394440869,-0.009535065962140222,-0.00966827824911436,-0.02598448111479585,0.047212627638523026,0.02119989176780999,-0.01076779754639687
LIPC,-0.03287738849942987,0.019292896811282132,-0.024479789610455643,-0.022592603392053642,-0.012305030268231534,,,0.07478238249171468,0.012765829337395807
COL8A1,0.04517394260030114,0.04979753893447007,-0.01912680910232939,0.005060496626314764,0.04265459569175855,-0.015888966448994832,0.028945132905059238,0.06392687047278607,-0.05153160517028733
GSTM2,-0.0015762534602198801,0.01087980121025377,0.0006888787117749842,0.05482052322976044,0.027862997449481862,-0.050714299146211984,0.07024372464804632,0.013717189663547156,-0.039412446360791144
SPX,-0.014634843124628065,-0.00640046134292112,0.021699698766301824,0.012553564145689259,-0.06557512791966089,-0.021252464620623822,-0.016413871212934576,0.00578845257060262,-0.03301907689679402
MFGE8,0.014031418894196936,0.09591061881024539,-0.012277401411627574,-0.03577499058657408,0.061830208684926564,0.015399121236404608,-0.004551292608261045,0.10178486919743057,0.04164585689553715
TGFA,0.06019021492819478,0.019175922691722667,0.03546796412451911,0.0065804614472575055,0.11711631016327222,-0.041666456319031875,0.03092519665432811,0.059746114784377226,0.1028325335353023
SLIT2,0.00784838815984652,-0.006709249910974327,0.022172351555370225,0.014110073134979194,0.006271071350652367,0.05851134990639838,0.010804192262830508,0.00533065616204594,-0.027593876621957045
PLTP,-0.06705880364181792,-0.02359341848588156,0.005052307188938187,0.01256595363311631,-0.036849235826006126,0.11940348057483187,0.01933784487361375,-0.009286374104933371,0.10404916977894323
APOD,0.1321877368605784,-0.05499937964162384,-0.034307951325538114,0.018920584591788414,-0.07210033868705853,-0.011061389728631157,0.04146868265335952,-0.06948035065016797,0.18091621303823696
B2M,0.01822724563361229,-0.0008906477791263975,-0.012529270770716172,0.06630989129471951,-0.012995776842654811,0.10674823782914943,0.02048939022275817,0.038630694324988064,0.14969883157625674
OMG,0.07602833666786654,-0.03006009904384706,0.011268866535487847,0.005977765735344816,-0.07580510516365396,-0.023068415783592165,0.05551740071746506,0.030261659391933607,0.005078306942585298
CXCL3,0.0016823715378767217,-0.011827835047185264,0.004303767105249006,0.021518236151475193,0.017709013356425357,0.06748330417655628,-0.07933443854680586,0.028975285422841352,0.007856471526531829
CXCL10,-0.09602693713142335,0.03326755382543356,0.05838675214912107,0.06794307096083455,0.05495428426722801,-0.021766408938368183,-0.01773136787900414,0.0363339674602184,0.014826267774387695
RSPO3,,0.028149247536026226,,-0.014599785129881632,-0.009747402318977635,-0.008321261491496253,0.017460081305871476,0.03314792717673042,-0.06250604927923714
CORT,-0.02567945957666828,0.000876693244775667,-0.005070651083465673,-0.03274113920028279,-0.03615495793375897,-0.024035237743015123,-0.0138336800400923,,
NCAN,0.034624630665573405,-0.057364820912662554,0.03888676960844462,-0.01054986601362021,0.024627937335784316,0.0036516789264415105,0.02052857215912231,0.004390958542648802,-0.04082615538296918
PRG4,,0.11306717070789361,,-0.014409358307789508,0.00015564821383832805,0.052113263255025584,-0.020412441438005066,-0.015004256363307255,0.14334459802413163
ZG16B,,-0.03093227165276724,-0.019572360194741234,-0.016723822576979804,-0.017902593471120738,,,-0.02333268866234694,0.03994178484016569
TGM2,0.05671039615225881,0.03348504385540635,0.014339346018093857,0.04003126217103187,0.0031456952255525202,0.08026854141276389,0.04303899861893777,0.04228351121995341,0.14418997509709558
VEGFC,-0.025679461230087543,0.11988188622887991,-0.01176054882147915,-0.025681334750454917,0.004944802385950072,0.08574054114775474,-0.027717653000732607,0.02112111372347731,0.010533331972706303
WNT6,,-0.005937230642561808,-0.01810045452519047,-0.005588214859669356,0.011017854085985025,0.010412719929190907,-0.025710512667914565,0.03768751863536397,0.0701366316258115
NRG4,,-0.02054499774557991,,-0.017536848229256555,-0.017648668135497037,,,-0.013781103968922606,-0.011519112820731576
PMCH,,0.006919228375138077,,-0.024299011723196543,-0.004389628565842152,0.1626261431794337,-0.019409393190025555,0.06859868963951078,0.02016944414409733
COL9A1,-0.07280838721452626,0.08847281191157484,-0.030073075407028922,0.012851851990081804,-0.03637986957759278,0.0496718481687695,-0.013158556907419959,0.02397787345256791,0.042365684199231694
GDF11,-0.0037387677519029115,-0.018082442475703526,0.02777665917865398,0.00200608480642179,0.04720853243062639,0.07129507719096018,0.058146996205151735,0.03326183364873443,0.015555554901489849
RAET1E,,,,,,,,-0.03108466421962178,
IL24,,,,,,-0.015973960346057116,-0.013008858322732839,,-0.041533857388779495
SORBS1,-0.00842774433960204,-0.009595612717391528,0.04442076275456731,-0.010065066237450203,-0.025696515593828323,0.018593288262412327,-0.0052242750229223025,0.008773478290924225,-0.046562648201361474
DLL1,-0.02400423074628126,0.006390453603138465,0.015483258800747262,0.00892832748931508,-0.037510097720001905,-0.04149517976521892,0.02985039336134602,0.044433986712304765,0.04393467049866252
TLN1,0.01617985818576871,0.04429186683617178,0.01885334669262496,0.02389081217372821,0.05547702348371723,-0.0020650252428426625,-0.041755010815132214,0.04386781734028393,0.01125619559718891
COL2A1,-0.003969663504311876,-0.05103122376761585,,,,0.08560058390504136,-0.009157925795617241,0.008035593909231578,0.05403644812251286
SHH,,,,0.004344300790679958,0.08646040693458847,-0.022178141262628584,0.026290259907659673,-0.002531181980361408,0.09916456560649188
PON2,-0.06928752786991645,-0.09978289628491661,0.015343181494867235,0.022279531708009632,-0.050841128792578426,-0.019314595223692235,0.03158112005205631,-0.020015936005265866,-0.050868485775602455
ICAM5,,0.002887145005001632,-0.02329935004206693,-0.023337557233932698,-0.02247998043801653,-0.02490900784258034,0.007979486282564471,0.05341260629744228,-0.00544316074758497
HPX,0.03893594563983119,0.030721320833955578,,0.03125942157965674,0.029164483808990595,0.062209288798305125,0.05431776735311965,0.10040257106180629,0.04265314026634809
SFRP2,,-0.029656444471048822,,-0.017053409185623675,0.009980375248373845,0.035510747426545974,0.02523442007262878,0.05518520631216111,0.11072161268572905
CFC1,,,,,0.003268775512425792,,,,0.0360265483886396
CD70,,0.04918432132968432,,-0.02898594344454632,0.005546716208217459,0.05102825735696071,-0.044753034641728785,-0.023001679246421543,-0.05700876047738793
HP,-0.026797868858489757,0.0039051506136915937,,0.05077091369022482,0.021623306097014076,0.1112471236185075,-0.04169620026559688,0.015862553873919938,-0.012069773289333258
CXCL2,-0.02792231036561291,-0.03699213036868248,-0.006494562448014451,0.059814564329205115,0.025079170351958145,0.06511873102916105,-0.041535611650694755,-0.0301356400513585,0.046625812339541974
NPPB,,0.045004141724768236,,0.04545986217324979,-0.0197286959403711,-0.030430119866620822,0.020403291766522298,-0.028743969167101823,
CCK,-0.05518142405409668,-0.04845561966007848,-0.020139090671453315,-0.0002291297455033898,-0.10628959516935686,-0.06217005430134857,0.054696495814412716,0.05666869126334433,0.007324033262017128
SEMA6A,0.008933701405651893,-0.020611594596541164,0.018854248639745816,-0.023969718225470307,0.03500072962113234,0.07929017004493014,0.021056673626275578,-0.04713188094820547,0.04323499941236099
IRAK4,-0.01817016029803306,-0.007368143195156271,-0.025003971792897275,-0.02168770636926383,-0.025141918891297903,0.02304639979282642,-0.023020287880266405,0.08591540754232085,-0.015503834899485654
GSTP1,-0.04400937612561383,0.023164555472102794,0.05305578488676289,-0.017048795260197452,1.4347475000644668e-05,0.05908184568636499,0.021956554695509858,0.036662041228163814,-0.026605074921294845
VCAM1,-0.047854787266574765,0.006667893027713577,0.020523415249236277,0.022012098933874034,-0.002022284682054453,0.019278554492025996,-0.06352031505094557,0.03568308023219564,0.015066339232554753
NXPH3,0.00850667654758437,-0.014756636680101373,0.02888983878994708,0.007295394760815232,0.012678734605354503,0.0708014678289402,-0.009213207827435406,-0.0006272486733988636,0.021960121425671466
MTMR4,-0.03041895883219397,0.0032633486442732148,-0.046075526739239446,0.031914884210965486,0.023229823509487307,0.05021868582908007,0.026170999247478826,0.03621490707795904,0.021328947757714968
LAMC2,,-0.02258728162611159,,-0.005172600416255678,-0.024836227173038895,-0.01963852706049806,-0.01708428119334896,0.017539637417389283,-0.021950471702302996
IL10,-0.026673141031099176,0.008537605922025031,-0.013605100074476484,0.011677337143449127,0.08146776156222384,0.02714132462011038,-0.029464694847063006,-0.009348234031492623,0.05703184928685828
SEMA4D,0.07893444724144216,0.029820073474592968,0.009825753667246173,0.03386051686554427,0.01782282228447736,-0.0493149157503282,-0.010194799807103175,0.1049695951773673,0.10656153230698473
TRH,0.054968828444144524,-0.024371666746106198,,-0.0009079974667845648,-0.004479849822035795,0.06659482381436473,0.006261176841709301,-0.03219517308009705,0.003051972183324115
SEMA6D,-0.0831899598583765,-0.0320273850828742,-0.03522982419150936,0.049166606995739826,-0.030971706994730622,-0.01067759220826558,-0.030503914328601268,-0.023405854959869216,-0.03709734571382358
CEL,,,,,,-0.02419012125419505,0.01642089497569752,-0.012031785410040801,-0.007720998258790632
PDCD1LG2,-0.0110472290920668,-0.0319430181951539,0.018496667155105218,-0.0036853658500153102,0.021666396691277613,-0.00346920252977019,0.051062872542087266,0.017387779125842193,0.09447214571768378
SPINT1,-0.01896418781705798,0.05196909504185618,-0.00366443400021567,-0.03411982506833588,0.03992130199574733,0.08253396168004615,-0.009851606569056197,0.06614198936781256,0.1096098035901575
CTHRC1,-0.030080366037474163,0.05160576120645749,-0.027152724377135184,-0.035392769974238576,-0.030236061099181862,0.06029180009691168,0.016678186835602554,0.07774495171121994,0.1881139343933575
PODXL,0.03554881112917416,0.03010492990073527,-0.013083575681201855,0.0009453569346398956,0.04683234974069013,0.1007847984111115,-0.00799690701269918,0.030046644216642493,0.07389632610120705
JAM3,0.06672609968571427,0.01828649584291618,0.07739912914469343,-0.0042675495564760794,0.06629500438622617,0.05887629038732229,-0.04248950818555295,-0.002391378465912892,0.002438359770041959
TGFB2,0.09219535085716704,0.010334626781816831,0.015734831473952576,-0.015571313044499983,-0.007677177946111646,0.06863306541805589,0.032194320160183754,-0.0012204394335827732,-0.13479718724891354
COL18A1,-0.0456544042907716,0.07900359603994359,0.022870057144625998,0.005135772565483669,0.0966255358187928,0.05451302574605418,0.014832241276526452,0.07432640028474771,0.1071855437548117
NODAL,-0.02405471644925172,0.017756579910448777,-0.017433772436354595,0.030650483142735455,,-0.023879477070091505,-0.016069004429431186,0.06255016094224597,-0.02025020713990408
INHBB,0.022319067338113906,-0.037552648803346404,-0.014654737878004672,-0.00899418957552439,-0.00941859265299945,0.020584953944975278,-0.027971146111751225,-0.048720020702431255,0.01177227694080939
LCN1,,-0.022587286708341925,,,,0.010122446110241415,-0.015175142219476858,-0.019339095157458044,-0.03174527887879831
ARF4,0.006951285355889434,0.0024795084228037643,-0.05070742323575568,0.005186327166538445,-0.03887821101141986,0.017704552453654536,0.032726947420958365,0.014943605552779314,-0.028572091116768058
CXCL14,0.08021679610656256,0.011927478473236061,-0.050909562641421956,-0.024708765057679043,0.08267250001973946,0.08739025337227695,0.03587820068585415,-0.030432400537226238,-0.0790012838615175
LIF,-0.0034101085713392613,0.07419521926290464,-0.022061438930049332,0.015473795372258398,0.1294171290429222,-0.012661955147935286,0.0363505763052196,0.04667499977133424,0.010510857449382143
IL17B,,,,,,0.01813734455164002,0.00993690595781584,0.12479237726494087,-0.022080624183689352
MMP1,,0.0359742538993631,,,,0.0053902524489269025,-0.02501244112170333,0.07093671013960677,-0.03747681437492237
MATN1,,-0.02965644851245125,,,-0.019976472891086918,0.06565414807402793,-0.026840617292730757,-0.0391562101655984,-0.0001761015058095572
ADAM28,-0.032026386628710615,-0.022889478345282863,-0.026863370877910804,-0.015623795872648717,-0.039784259307693665,-0.0018634837579204718,0.052846074282888233,0.0341657506032582,0.1098325774804556
TCN2,-0.012758349112383764,0.03867638499329472,-0.013639010475865274,0.014237161012312548,-0.0525796710006612,0.02163185179401383,-0.04823377116725077,0.07071517217123789,0.06606246842731024
THPO,,-0.019695787353362897,,0.042272005492694116,0.0015972431764365,,,-0.042387942697696225,0.00432537537329478
CUBN,-0.00277037257232604,-0.0042151613168713254,0.034105636663306814,-0.0009414294870242108,0.08463304850975434,0.004742968368754119,0.011844922596955618,0.07207266003093109,-0.05172367526978011
TIMP3,-0.04114690802550433,-0.007817972629751316,-0.010558304149059932,-0.0041130928186008005,0.02364318389019352,-0.03206404458219132,-0.008220200512669062,0.04513753991937641,0.11421547904054859
PIGF,-0.015018543950229911,-0.057016386975408395,0.009454642442191236,-0.007347996869514826,0.046656618714881345,0.02622811891704412,0.019289934073957567,0.03426627171999929,0.011703109827550049
CRH,,-0.02646369558746607,-0.02187933843763827,-0.016889373611398813,-0.03144763137012437,-0.043182876246724226,-0.013573772006093844,0.022119758351148596,-0.008735064495318808
BDNF,,0.007356401260992048,-0.019572356464082178,-0.032153337828893444,0.05378129629697248,0.06902137786266523,0.02924142000520993,0.039189380488112546,0.01169668057205136
CCL5,0.11793717588638201,0.03451160740281945,0.05984071412457181,0.06664967972993298,0.0337553588613874,0.0362897487837042,0.024387607117006237,0.08253896255877718,0.1447219509244012
GAD1,0.0029448499911836267,-0.06202641616707169,0.11043551434224443,0.010486951757911128,-0.09386565540501163,-0.021513249359300338,0.04097974238743502,-0.0073786522958180865,-0.059743728580935615
COL14A1,-0.045709239849458266,0.07781294573922408,0.03248248899043934,-0.007771032255690856,0.003836824906499781,0.072228320533426,-0.01668140857708346,0.07655131628002239,-0.01080461794729411
HLA-A,-0.09904729107223038,0.06388626961731912,-0.011304312847620285,0.013644446416119702,0.11059302466216396,0.08455176677236399,-0.07257938205110974,0.025096263149301096,0.041528098882349526
CD5L,0.060102969452504366,-0.026463692525818067,0.010008886616813588,,,,,,
FGF18,,-0.023944858581599456,,-0.013418481031635851,-0.008739534563555838,-0.026131156715111684,0.010261367178642242,-0.018819619557421452,0.08479622481058745
ADM,0.051468224146352375,-0.007894396265969283,-0.013209245345574746,-0.03384475977110242,0.12098085336615304,0.013011993287738331,-0.03833934142006639,0.038595331958913924,0.007411655535071178
CCL15,,0.04505092822913523,,,,,,0.0772950896160823,
GNAI2,0.02331180468775575,0.033833799800952344,-0.024030141884794354,0.013341850955422237,-0.0022179737901093675,-0.01602807099558821,0.0025892526076314866,0.029434948250698405,0.027889382456246926
HDC,,,,,,,,-0.020336396710873575,0.06041117491900728
COL11A1,0.0663779815871021,0.034767020026154005,0.12686583504967314,-0.006468185145018999,-0.040882290034803925,-0.06538754552290549,0.040428548417031626,-0.014333479765608254,0.06430265553983046
NUCB2,-0.0025636366893890808,0.012958283210000057,-0.002176868003645222,0.019878501592229616,0.040920930344556,0.023563010037549917,-0.05489119833982421,-0.01274369826117979,-0.07945316466844761
FGF16,,,,,,,,,0.09646378068717483
CXCL1,,0.00760233774759357,-0.023471297736089868,0.06407286337618903,0.013119514271486499,0.059172236669652205,-0.0032645060990935198,0.05099079805580759,0.11601066259935958
VCAN,-0.12898991802089488,-0.07517993186679026,0.05337946082236428,0.049095889117345255,0.03573271395600763,-0.03515494795557304,0.026099090587054723,-0.006628911858022623,0.010782542674269436
MMP7,,-0.02088059070561324,,-0.026676853054165235,-0.01972869583258086,0.09830441859050416,-0.02577448287189099,0.10180398171672371,-0.031413503630089636
PTPN6,0.019945070136610583,0.06924976171071826,0.018996643490770505,0.013503572728354778,-0.00990674783918974,0.05828152877563087,0.006959734803198967,0.08246368503035599,-0.0036603827110906592
PTGS2,-0.05110456536709951,0.04091171668229902,-0.02094690201489853,-0.006845332087897834,0.005414110386444238,0.03740623041180142,-0.05865372744467082,0.0008569377044680034,-0.008525920442142893
XCL1,-0.023026098019943122,0.05446420958317363,,-0.014599787587055033,0.12320200903110377,,,,-0.013736709946202736
CD58,0.013982868569625153,-0.00595268515912474,-0.021803687065309513,0.003417372153409726,0.03285952477708655,0.0151363045575665,-0.047061572404432574,0.053991548199122774,0.023632492101068027
TNFSF14,-0.011626029654823082,0.019018564060206012,0.029803581049941123,0.024199497240849237,-0.019447501013942006,0.04170093515116628,-0.025825329163493574,0.025304953255088965,-0.017708218607742722
CNTN4,,0.020421137240831375,-0.019162701318194617,-0.026238444944480827,-0.04861844842171283,-0.03224494050351158,0.01972716213558189,0.14532859687783745,0.04909494167441904
NTF4,,,,0.058936818561176677,,,,,
INSL3,,-0.02597817632825845,,0.03057174641918449,0.01313248451227616,-0.023247355713385646,-0.014990412831679423,0.05154317085649098,
BTLA,,,,0.005509915817706467,,,,0.0333071940095767,
MFNG,0.05515373224133905,0.06308880273811815,0.030511128025061885,0.03404725875378662,-0.024509286653634794,0.0335187026994298,0.05463809094124013,0.04427174318717711,0.0986649414931718
ICAM1,0.058722770420375665,0.055635036134300264,-0.020329029803225904,0.06260925670223473,0.03133347846111133,0.08875979719881828,-0.05216000868643324,0.030506088487907812,-0.034565530742035264
PROS1,0.02650550383351142,0.022239986147974584,0.07909890142902112,-0.03126813643283743,0.04106129864254707,0.033401654371335,-0.033987295060444365,0.0017725137431761184,-0.0047775513681213
CLCF1,0.00875526408308476,0.061234068145683745,0.006564289812489996,0.015894128049001022,0.07290237492863523,0.028286103172722548,-0.0005999541670114791,0.04134676573442784,0.003951460714508648
PSAP,0.09936768463924799,0.078272170252606,-0.05449076466008203,-4.5463366252682665e-06,-0.012955678306967826,0.06087754564833885,-0.0015389236422759353,0.0340066666278873,-0.01099410197279086
