,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.03405811627595083,,,,,,,,,,-0.04713647767541634,,,0.1319909517218429,,
BMP1,0.009163972013296605,0.03882976410032212,0.019901708687771944,-0.0026984716305217048,0.02680933361058641,0.0907349783102255,-0.07100022030383235,0.10768886117851963,-0.05528146072114501,0.0035554883330241875,-0.034062217747362324,0.1260994307626181,0.04005343310841117,0.06178104920966046,0.06740625667583514,-0.04858008390993304,0.013692696449637155,0.1582108626977252,-0.058615031440866425,-0.01578270673384159,-0.0026218340592805535,0.053018909192591335,-0.04128724851781922
NDP,0.09519040146583872,0.012974211077206317,-0.059267209731994314,0.045502098677017835,-0.03629333570280795,0.04245963858831888,-0.03784206380381545,0.07386462573532221,0.057684565657706376,0.022535462289991176,0.0028404706697412407,0.044187236794469745,0.07224692295789381,0.0905109052154491,0.05377733340545025,0.07506718748770937,0.03138810643291658,0.05735768334703124,-0.0028687652853292924,-0.006869938211224605,0.0810546565467955,0.011930815633987015,-0.05207386696233292
TNFSF18,0.07913399462304214,-0.025366095239187633,0.03710662625263097,,,,-0.02593794407087489,0.06934066705992036,0.02587677135282201,,,,,0.020746376085281973,,,,-0.013261703744109942,,-0.044691416138341634,0.025652781665121933,-0.02342853840069043,
IL36G,,,,,,,,,,,,-0.024451478330042725,,,,,,,,,,,
RTN4,0.0066263672251127325,-0.05646093315359598,0.00671228241637187,0.05719867272057422,0.005830959946097354,0.04959916667502607,0.07333431050501112,-0.06740251837780821,0.02677784670670764,-0.008763284899468296,0.09356580691205298,-0.020680672309031884,-0.017346599469009613,-0.003306369245068106,-0.06833915998059996,-0.018228730371702338,0.0613050421530011,-0.13724906891379954,0.09194427561702768,0.007189989106361865,0.05089883409053147,-0.09028454337276877,-0.02613981556523743
HEBP1,0.019693256542393775,-0.02881766870836222,0.04140947355759662,-0.02803527257317305,-0.0075827504288762965,-0.028096337333182248,-0.012959990244922396,0.025081038630890694,0.03520128445169292,-0.016660516796334783,0.026992924475645646,0.007119500992422581,0.005182565076147558,-0.012069564717071511,-0.002458401664187388,-0.004742290743817421,-0.004680471652997318,0.057113136388459385,0.040374935859809405,0.024880419073369155,0.07426655631041307,0.0403849208902778,-0.04847135052231839
WNT7B,0.09609614745852914,-0.023214391218668053,-0.04076043184803042,-0.007940116958695299,-0.04757047264327907,0.0014155926645580137,-0.023719834894659172,0.008703626606427525,0.056714874198147865,-0.019671245422850918,,-0.026874992507299186,-0.06507148318963228,,-0.02873604230960837,0.02601225244566001,0.016928436200132,-0.056379958528883146,0.0016921732065724045,-0.044691369796700305,0.021095282470761346,0.0779850378612073,-0.03860964715566269
PTMA,0.06620296036498953,-0.05021319890998362,0.01775582381957752,-0.03793344249394053,-0.019690849164050235,-0.007523100872835028,-0.05383838533774856,-0.0850030595053738,0.0364940690573081,0.05156738740398471,-0.10274106109289018,0.0785161701196064,0.016814233354351133,-0.030848606378211848,-0.1382821818206498,0.0229071170258524,0.03282501793163806,-0.1512727698272249,0.07797410233037888,0.08140877756156811,-0.05563856190750911,-0.05823038264920479,-0.08463384463936939
FASLG,-0.019736378593722445,,,,,,,,,,,,,,,,,,,,-0.03328505728728702,,
