,UKF248,UKF259,UKF260,UKF313,UKF334,ZH881T1
BMP1,0.023835529796358106,-0.019220873110080566,-0.004342048221384715,0.05113671218702613,-0.007945463297207876,-0.011728050032130172
NDP,0.015125652330456991,0.021769628182367964,-0.04081097631793842,0.028512565037420414,-0.015586611659648511,-0.03185047269823764
TNFSF18,-0.023730667658277187,,,,,
IL36G,,,,,0.08547532031941743,
RTN4,0.003881383595223323,-0.03338158205659035,0.06602202095517633,-0.027236543096953416,-0.04843749691607888,0.009416322100661772
HEBP1,0.013704503959355907,-0.03417610946632543,0.05615185953528194,0.050923655418228866,-0.03946806470721895,0.011621770408766564
WNT7B,0.007108659808012121,0.017927583872826607,-0.062358411072960133,0.03294024568949987,-0.018111753965686327,-0.020366673885378588
PTMA,-0.030375525957946133,0.0012685641881961147,0.06654950903525682,0.07639800794106308,0.07957939623542304,-0.007509817410477149
CEACAM1,0.030192091083601692,0.02907502076328954,-0.014777320781550952,,,-0.01351765766452986
PDAP1,0.030082725733294336,-0.023647102937991778,0.014917151018609654,0.028703879116749324,0.0182736780856686,-0.03287969093875829
QDPR,0.018086664560485827,0.018491444177250925,-0.02792465725714195,-0.01798197818939587,0.03619159404167227,0.06487937288284715
POMC,0.007423631374608353,-0.02900791424697835,0.021351660569074594,0.027582760536515594,-0.035305330627814005,-0.004676582548618738
CCL18,0.05206660979673732,,,0.08248257614318381,,-0.0046539775717788405
CCL17,,-0.018054782359879236,,,-0.01505356382749089,
VEGFD,-0.0006615658363517252,-0.005334958846249739,-0.014138103859097145,-0.01549219767834971,-0.01613337061302386,
TNFSF13,-0.014223509815684768,-0.012453784793883699,,,,-0.015179423569579693
WNT5A,0.04141172585616095,-0.031411210747885665,-0.058631526127620494,0.02079605112755992,0.022213613150372073,0.002140593174368822
CXCL8,-0.0422613164290881,0.014832967417855211,0.011470925359592756,0.030837301173429275,0.013942096132244244,0.030439762809099272
GRN,0.0017819603142750166,-0.04198103742351161,0.0706372792914295,0.0012286033141282906,-0.01836557908591149,0.010689639230960796
MIA,0.026586562298141065,0.0019242349173646447,-0.014253613211997015,-0.02101020327038118,-0.022095390407550004,0.10121670409901176
COL4A4,0.0412973497193804,-0.030212960351648853,0.016497376037880367,,-0.005960968417139061,0.016937159500173916
TAC1,0.0027974953763344273,-0.027150539530923758,-0.023016003656930156,,-0.03798437900977109,-0.02332181041532054
RARRES2,0.02332485778192872,0.035587508532744894,0.0459053290292522,-0.0408617041441939,0.06529890362835214,0.017493546742416453
FGF7,,0.022673021835481554,-0.02707035713408205,0.02433074591533171,-0.01910911141449378,-0.015982853554076352
HBEGF,-0.0342565341870146,0.05350810028022766,0.05147036695768542,0.09730109699015603,-0.028476503365874616,0.001171860879695246
CSF3,,-0.021519726321663338,0.06225423344706433,-0.02327433507577657,,0.05549527575820798
PI3,-0.019829169027616306,-0.028971799673861102,-0.043370005844215784,,,0.040274899769477034
PCSK1N,0.0016737339868593628,0.051368427551300756,0.009759709686402798,0.06322946169645988,0.026834485640425138,0.029388957970027652
NTS,,,-0.02080876151470206,,,-0.044807879953568976
SFRP1,-0.020836617105788796,-0.01575349549115834,-0.016129128111250647,0.09903898816606704,0.03490118168771054,-0.04974391226068629
CXCL13,,,-0.015984171936624603,0.07318057318060527,,-0.03161184845612294
MICA,-0.025340562282624202,-0.01062087109392158,0.028169954307602357,0.0065472706235620865,0.0708424593043676,-0.01518182855968271
TG,0.01923819937556001,-0.017000517528101326,-0.03420926176659747,0.03725054745852477,-0.022612576970986648,-0.01594955120152648
ADA,-0.046690168625168935,-0.005322061748952838,0.13058557344829907,0.09821081777703636,-0.013698628121833551,0.0019514413374446247
LAMC3,-0.03215266801361231,0.002284786504081987,0.029918997651874963,0.10932983598872101,-0.03273614554096853,0.02461501081224544
CCL7,-0.011989088540347461,-0.012291347010592188,-0.02119206087653964,,,
NGF,0.012877339329165885,0.045097795028083004,-0.02262031928789698,0.16618379162916694,,0.015020117106386153
TNFSF15,,-0.013687016058375905,-0.015690529959371858,-0.014821554048332984,,-0.012034280134144542
HMGB1,0.07007254351161539,-0.003609316806136774,-0.017810270360860726,0.06847614853302698,-0.032684856325214104,-0.02979677384074053
ITGB3BP,0.005234268501575606,0.0335593685681123,0.010908679388905442,0.029137238780949346,0.010040938095802596,0.056230495430326294
AANAT,-0.017394343459571335,0.07935807734908962,-0.014138105877391146,,-0.020192915985646334,
RELN,-0.017630526720242623,0.03221474262810648,-0.008095959174223965,,-0.022355300918171485,0.08610549272387481
IL15,0.014864292230205023,0.030196190646970843,0.01473716859923633,-0.013215955352520764,-0.01872799627529224,0.06036842766039558
BSG,-0.004235005564098979,-0.00424280048683204,0.03265099761463827,-0.07374930657456377,0.05441818259287465,0.07154523482998934
ADAMTS3,0.03346096314905453,0.05354315041587744,-0.035503534577049835,-0.02907921642080055,0.04633328319669469,0.06746728334446864
CD34,-0.009162203845228043,0.0058161803968676635,-0.007905342217054027,0.07001399540157302,-0.026722828450448547,0.024776983781396995
PLAT,0.02255926755081109,0.0017112536860663656,0.01889498252005156,-0.01465545771934069,0.027997818443533995,-0.06219267738204528
NTF3,,,,-0.03157078917748314,,-0.0034276371743138627
LTA,,-0.015753494754185058,,,-0.018727998587084838,
CKLF,0.01743116356328383,0.021860286854630772,0.031017457578457704,-0.023721393691472012,0.012543344782244862,0.04086036677302407
APELA,,,,-0.027322740537340826,,
CD24,0.022287834542843984,-0.007756509464743371,0.010082586094685441,0.027482101231189354,0.006258048620722843,0.00034899543626009256
HSP90AA1,-0.025037740061458855,-0.012439964390031333,-0.05478720185955724,0.01772622472240071,-0.05455825564407926,-0.027076102378821392
BMP4,0.0412528883816097,-0.012763637168054436,-0.0010477534874311252,0.028149030785922884,-0.01595818910677056,-0.0417016325188731
SCGB3A1,0.044285032530475964,,0.04856733563869309,0.1877528456890735,-0.013068149746644607,0.0041748274196886015
IGFBP4,0.00986448565904365,0.03729057312166995,0.015917142823411033,0.11443818326914895,0.009654882581889436,0.05889599594270042
RSPO4,,0.0509903135390787,-0.019432333423726002,,-0.025978682423357963,0.07091474210766706
LEFTY2,-0.019744446990800375,-0.009814243148171618,0.07059016482518961,-0.01675858087863057,0.07990924558196243,-0.022888566634103626
PF4,-0.012436753586735044,-0.010723958112766484,,,,
ANGPTL2,0.04069044696842247,0.013982923509595967,0.03563727761826957,-0.012512925132577126,0.01269034243225069,-0.0011328526024564824
LRIG2,0.044982824697928005,-0.00506662242065165,-0.044694527025854615,0.05233306803334726,-0.0035614523522906694,0.010323178033149687
ICOSLG,-0.038487244873933464,0.02017752975082009,0.005116214971936708,0.028529054283187954,0.004497579714262602,-0.01711588503407051
WIF1,0.04256073106681664,,0.01835250202019519,,-0.04590969846736314,-0.015645715708879966
NPPC,0.005133314757337576,-0.016635503629878107,-0.03389820838910807,,0.051080791510558415,-0.007528239750931661
LYZ,-0.03914685220479683,-0.0037160937387893133,0.056910319269370305,0.004511042345221838,0.08929722749573617,0.021171506434916793
EREG,,,-0.02734590382709342,0.01860490316613003,,-0.0031721468973349987
SPTAN1,0.03173814045920768,0.013315066543730249,-0.04102855474286888,0.04880116892215664,0.023593540885059355,0.030268875378618297
PTH2,,,,,,0.017210420518341058
LIPC,0.029589037897280315,0.05588022339549781,-0.01881369713327295,0.0371967401498385,-0.018251572039151752,
COL8A1,-0.0321675565591744,0.01962664890568608,0.05431340435206725,-0.050892116325239274,-0.0003574116100059592,0.07801346258743486
GSTM2,-0.04012711061831703,-0.005928718245855238,0.006869021332480815,-0.0029132317413852033,0.05424566100123425,0.009755438567050571
SPX,0.00486786275306214,0.04430047335120762,0.0039350018392047695,,-0.029596716872299134,-0.0016439320573313767
MFGE8,-0.020315117365471196,-0.050845238599822346,0.039674677209563594,-0.045964027749662656,0.08411249514470394,0.07364127244026701
TGFA,0.00847549415794735,0.06534019587974524,0.01719433812206937,-0.011038911279928076,0.04705203052643788,0.04670606469529864
SLIT2,-0.03741940330199348,0.029343478749431558,-0.05585940684136781,-0.02069047831040545,-0.04212646592229947,-0.01971920414988379
PLTP,0.03164155237967249,-0.007938029264740602,0.07902612041791941,0.013681587517041328,-0.012105503629014216,0.031739037170370646
APOD,-0.016169890363934125,-0.022149272004269315,-0.010686231664906065,0.03700617839764053,-0.038643074840552724,-0.008906270621021542
B2M,-0.045233158774423986,-0.03666502275051073,0.0319671858772094,0.06449613048443077,0.00837494261517631,-0.0057674056322657655
OMG,0.05267786547890833,-0.04525665956211731,-0.02886956263217883,-0.012410599406723804,-0.003220246196372173,-0.027104392170513258
CXCL3,-0.019295742393923683,0.0073732765412775235,-0.007097370600577677,0.12247948865006457,0.011101722939341675,0.008867186283267815
CXCL10,-0.01957018611726093,0.03306579304907623,-0.03852674172717639,-0.016910713050449538,0.009756668071166204,-0.022997528964617913
RSPO3,-0.016285651819278414,0.07935622313721077,-0.018813685533705764,,-0.014094230187848748,0.005760767487988995
CORT,0.018857277575488766,0.03428052738812054,-0.022833247983272582,,-0.018496056768920875,-0.027991621575878072
NCAN,0.031985039747682104,-0.024756336447016934,-0.017233493544949918,,0.024370453808661235,-0.003336470764407038
PRG4,-0.018030157361600494,-0.012291348926016164,-0.0134705312975329,,-0.01647848495179171,0.11011038068030017
ZG16B,-0.016625245605040296,0.06547723417230164,,-0.02210761180519211,,
TGM2,-0.0003173049997876066,-0.03499885572128056,-0.007746169091308217,0.02684450887943077,0.03721234738111568,-0.03842201217123512
VEGFC,-0.022892871733852488,-0.021906474914502268,-0.02073561136949339,-0.047066897368199176,-0.01681695072346147,-0.015644177811308856
WNT6,-0.01934412931711133,0.0002930130779878175,0.0209059592561986,-0.024720829013410883,-0.014676985387114254,-0.022337013991709707
NRG4,-0.011042371453009925,-0.014959133921449975,0.05772549086127306,,-0.0023427982660821486,-0.02222530473057149
PMCH,-0.01272692735504927,-0.020727337419717728,,,,-0.012796412833528368
COL9A1,-0.011387486791295701,-0.015623723577696653,-0.03112051107560101,,-0.022355309492850518,-0.025561382393329984
GDF11,0.018887313943915483,-0.003411423345899447,-0.0012675886733846853,0.006911259703832389,0.03243710477378999,0.04454787422370656
IL24,,,,-0.013940984322082843,,
SORBS1,0.05359209146549107,0.025973375415769388,0.024121873187576165,-0.0011213414572084543,0.0005281585382708597,-0.026441310422387402
DLL1,-0.05388907240887209,-0.04135994575183827,-0.027020960504523375,-0.0030188373121306194,0.034462488017467804,-0.034635676622984196
TLN1,-0.01611634931937889,0.029833437101417313,0.040028796992624335,0.02934797195309473,0.035396528570403304,-0.04448831920739133
COL2A1,-0.03837574341890017,,-0.012031227952464753,,-0.0136926326586421,0.001328500523658977
SHH,,0.009848162346465707,0.04392770903007665,,-0.013068148604406965,-0.005609337667483768
PON2,0.028016719113693165,-0.022647738443304373,0.03695503920101291,0.09611558689334343,-0.0025003355805299715,0.01584983698378943
ICAM5,-0.03231308602480197,0.008940999193914875,-0.03190674812267626,-0.013196854571816739,0.017207644606969018,-0.03061349355238183
HPX,-0.004378619935642423,0.016621414306421382,-0.03413168657624909,-0.026203818151822628,0.04328697514108457,-0.024591108895042704
SFRP2,-0.015939523570662726,0.024754037520166014,,-0.013758520111170194,-0.025636363245952518,0.0008840553003625636
CD70,-0.029121115013635554,-0.0014467550888756404,,-0.005948799247799718,,0.001608689105626899
HP,0.02282272308995292,-0.031588474921745165,-0.019208397668751737,,0.009849251257038897,0.0005589590877741555
CXCL2,-0.010418828323345172,0.01753897026915771,-0.02792144785103629,0.06345681840135918,-0.02586500694564899,0.006282722930966031
NPPB,-0.015467083029636008,0.026062068328052378,,,-0.01681695194660652,0.01900284272869013
CCK,-0.027563253276714588,-0.02307708904105506,-0.03784576886444106,,-0.01969144482220926,-0.021331071309464742
SEMA6A,0.04732624657163359,0.02663848509746678,-0.0364992114160691,0.022336849311502063,0.036350843780057034,0.042609207622028585
IRAK4,0.05693533907920276,0.035327213370979556,-0.01532285502194906,0.06006961412625877,-0.021491149046042365,-0.034260859582540916
GSTP1,-0.002010807938318607,0.018313062607868327,-0.0027444009099134234,-0.008847406885174785,-0.046572775927866183,-0.0011716834534209997
VCAM1,-0.08555397340048454,-0.052155690967247884,0.061601036851746976,-0.0008722303121145787,0.0032321175629716,0.07700084199828196
NXPH3,0.04090858081519194,0.008267589421310183,0.02682820147194295,0.0028897890481977113,0.006304057174646441,0.03742297452569467
MTMR4,-0.025816168675752357,0.00375411951524319,0.0690972462078911,0.02053042980517941,-0.003193660863894023,0.029012048722621617
LAMC2,-0.012140042891118367,-0.018511719468702264,,-0.0015550521757575248,,-0.012420914611446841
IL10,-0.025650576228782283,-0.013418786729754025,-0.02665081214192606,0.14535004727570883,-0.01505356286928449,-0.03093061845991235
SEMA4D,0.03164322824776251,0.03361462181118753,-0.026490137317372143,-0.03886970184772726,0.013535380453987543,-0.010099448636127458
TRH,-0.0177253808165971,-0.0014097538152455997,-0.011839640469903039,,-0.043919620295284734,-0.0021962004932356543
SEMA6D,0.037281004231376,-0.05500277832274247,-0.0023255824532551627,-0.018785916000193546,0.030888352790151178,0.0030042997486402602
CEL,,,0.038999078376504896,,,-0.006953900491943256
PDCD1LG2,-0.03386219820098809,0.02353008928976383,-0.012106921370433862,0.03474002342031148,0.0004156438569657905,-0.044604482476072356
SPINT1,-0.03071219667015603,0.036742110620659525,-0.031579875124891445,0.019003194678755966,-0.006556319015976242,0.05934765966330844
CTHRC1,-0.02524578712600723,-0.02180708773783114,0.02571113214348244,0.025894904112962365,0.032979720128687884,0.009550278616089895
PODXL,0.0067024531516633075,-0.02847993219039184,0.019512795504395882,0.0721472269105665,-0.0008432421818497317,-0.04146321454181072
JAM3,-0.03651888168924957,0.03372210237499746,0.05429574680529152,0.038186741878300005,0.029403570571823794,0.013955330934633801
TGFB2,0.04319396020582953,-0.01711315492024529,0.025923895503004602,0.1083919084334194,-0.006554400303317788,-0.01814401148327401
COL18A1,-0.005184393694254367,-0.008239647624422282,0.02792074362168686,0.10798679581252335,0.028762238643425326,0.048289511600881484
NODAL,-0.0249443884847048,-0.0024401343803401947,-0.028515712842215823,,0.022507885323628903,-0.014204247444002874
INHBB,-0.005395860642415022,0.03621839033402068,0.002464582123023182,0.07063796374616074,0.014660425922682007,0.04796078227336615
LCN1,-0.012140045622677446,,,,,
ARF4,-0.012140278665941934,-0.031141363241479553,0.034808966110698954,0.050840670551100184,-0.017919755549429896,0.08651462201567198
CXCL14,0.02358631307347849,0.0402901994872536,0.025644984194833704,0.01668405439318141,-0.008532696108762011,0.03573904228099097
LIF,-0.025834361069108667,0.022830429597129002,-0.02188284132762711,0.09706829681055934,-0.027850889312535102,0.01642783009826198
IL17B,,,,0.0008638136974398062,,-0.017671403707761723
MMP1,-0.016737057597709448,,-0.01183963788711962,-0.006130610566638228,,-0.012796411820130773
MATN1,0.005678496102038345,,,-0.013940986331512866,0.08622946809291165,-0.01821227863533342
ADAM28,0.04735608810833136,0.05137957874839949,-0.00813506058948925,-0.018827181548697527,0.027434509052885536,0.023722603292713973
TCN2,0.04407517634737642,-0.03814566249456162,-0.020721168454000363,-0.01802827347985994,-0.031354752800110935,-0.037764342424618284
THPO,-0.020769862024146546,-0.004124579859559821,,,-0.013692632527566495,0.00740230991867284
CUBN,-0.0359363096476159,0.013819867648146831,-0.004338126366255478,0.08749189498845332,-0.04005108751575548,-0.008158621641586782
TIMP3,0.03321528500956033,0.025840305047614993,-0.02243753355352992,-0.049908927800929204,-0.044302688321068005,0.00192499220700738
PIGF,-0.02819840284768097,-0.008957208481337119,-0.015906817238254555,0.10564276189887412,-0.00414775434903507,0.013312254768594343
CRH,-0.0142235088226792,-0.014406830600314132,-0.012031230160001629,,0.1115517247254594,0.03768366516358107
BDNF,0.0534587170887759,0.003367727594232938,-0.012206438649645612,0.01346585053652507,0.006814609632643369,0.04043167584533982
CCL5,-0.027514497402765015,0.017422312057271155,0.06399687795676692,0.17236976103211496,-0.018575702639230716,-0.007829959796021215
GAD1,0.02538997036519871,-0.009349260943627325,-0.03147341462546266,-0.020885175403209288,-0.05059183623047567,-0.005696597111132848
COL14A1,-0.0035374916171237586,0.06702175484976237,0.05464308533722706,-0.02750921988523926,0.02966395937830189,0.10028347771457977
HLA-A,-0.03377271586403524,-0.05181475198308795,0.06071030596739684,-0.0410426017217479,0.02426599657475311,0.03336964396971189
CD5L,-0.01422350717712757,,,,,
FGF18,-0.01286970318138384,-0.011446119174356709,-0.016415532671099433,-0.014475359614157655,,-0.022113110189695872
ADM,-0.03383483337790166,0.04766048497930293,0.026987128872396973,-0.04012464032619586,0.009143668747958635,0.03819624212828678
CCL15,-0.023730661822870917,,,,,
GNAI2,-0.017707602641953875,-0.052789880973600004,0.051265100320877166,-0.012503815545291333,0.03825664777930759,-0.05037564703332456
COL11A1,-0.011758858383852332,0.02465931397005843,0.02953798461818199,-0.03839499751852395,0.02482005483782293,0.05976308069264831
NUCB2,-0.01092783117169001,0.023832727826365797,-0.00921780967903487,-0.007446571201491129,0.03285536932272016,0.051190774101860105
CXCL1,0.05353350561249184,-0.0378923211320757,-0.037732644283613365,0.1047954800269787,0.09283768292016183,0.0261646753009462
VCAN,0.009802791246554006,-0.07511455975129484,-0.04081526709008877,-0.021078462554357916,0.026227015642988776,-0.030149486759904334
MMP7,-0.032722810256890174,-0.02275566351622678,,-0.028696176081882258,-0.021163358554323667,0.06958008121197119
PTPN6,-0.002385091784037493,0.035717624946128554,0.04243694100146446,0.06451157980707314,-0.005027793588761127,-0.04625008305659742
PTGS2,-0.008439887599960559,-0.007640137280466561,-0.010973777897387179,-0.036735680771174214,-0.019800869099901267,0.041497771826784144
XCL1,0.027960335980622485,-0.01245378729885592,-0.01258929744245276,-0.025996216621538743,,
CD58,0.06804913364873612,-0.009171433259664252,0.012707002373997573,0.0545339563011106,0.019490873001591743,-0.0053887905043744225
TNFSF14,-0.01570492480907192,0.025362935482767333,0.006606436416553733,,,-0.018477347097953862
CNTN4,0.02671125414535111,0.0689400084531334,-0.003977833813384777,,0.03229451483920809,-0.0017492842673301869
NTF4,,0.03917519611259754,,,,
INSL3,-0.013962555569037971,-0.011446116929267239,,,,-0.018477345312744618
BTLA,,0.15861681406397163,-0.013124761680213612,,,
MFNG,-0.013553324095611139,-0.02200400014245117,0.03143684241909916,-0.004103215707556512,0.016399874051758998,-0.06436878513190884
ICAM1,-0.023815235847175,-0.041477908129568516,0.006187968782840827,0.05340803071728144,0.009900395444749594,-0.011941534921684916
PROS1,0.01642777831688093,-0.03334513993860804,0.0648874559244181,0.05660809806973919,0.05304237275727782,0.037001468495901975
CLCF1,-0.06964108750368303,0.0347999354434531,0.019879762660701756,0.008109398502957636,-0.0325090487627094,-0.017654714923334234
PSAP,-0.011453660250992356,-0.03640763675152776,0.048796159589779106,0.07757338814315519,0.0286838655953507,0.048349778940706065
EFEMP1,-0.030151978733080356,0.017143027096707574,0.05181352918867874,-0.019097758176901375,0.03908493874347186,0.09024408484001847
C1QTNF1,-0.04063589690942179,-0.004076730256839246,-0.03352859010117826,-0.0416991536417298,0.03987981029161374,-0.01888009048370037
ALB,-0.021586475261568948,0.024487261183295188,0.042347212206234115,-0.013196858910430301,-0.029623986691555214,0.005693365409077093
CCL13,,,,-0.02515187297570447,,-0.020726182288467714
EFNA3,0.022803908632796945,0.012552930414136486,-0.01593715935298771,0.06593982579685008,-0.009953380493009997,0.03528639308282621
DRAXIN,-0.0019044398205879736,0.0617756955957148,-0.05395184719164644,0.047156571115359494,0.0349730101018472,0.0467049055367188
RAET1L,-0.010876966391042244,,,,,-0.02244825172596512
NPTX2,0.008722254349740126,-0.02584666437542009,0.014390387264571616,0.02308229654420132,0.06338020902787614,0.029150726095544383
FGF11,-0.02523655867203418,0.00912276554062386,0.02523762446227659,-0.0261439882540295,0.08384518386820189,0.01606168402284117
CD59,-0.010296109088798177,-0.0579154578386946,-0.024153587872370492,0.01878553178216112,-0.011837676309071277,0.0636510898889682
COL9A2,0.028457622748692343,0.015424314321932805,-0.04382148961118233,-0.02396110731492335,0.0019447391022834333,-0.02909658268001321
DLL3,0.019040017215236155,0.03506290468762944,-0.009209525600505263,-0.016910714141817343,0.004855731109520921,-0.003992070192009002
FGF5,,,,-0.004512923540925875,,
LIN7C,0.004498033910488156,0.04434509813953528,0.02950040915532149,0.05170861535544731,0.035308427940205354,0.0714551999644049
GDF7,-0.011675234017473569,0.022192794345459527,,,,-0.015021003226184241
PSPN,0.004179576988983423,-0.034744399927927175,-0.0036175570266706483,-0.008355567186720545,0.002373478198974591,0.04886292888908147
ANGPT1,0.02580474101369099,0.026660205378004637,0.07383817097452673,0.01583456759246945,0.0266154410733679,0.04537079711550213
PNOC,0.018325591486373735,0.00027276549700734203,-0.061247438570994225,-0.013196858910430301,-0.002719419025479924,0.02293560417526165
L1CAM,0.07669963362307691,-0.040042717216093,0.03445233574320423,0.013498236243561534,-0.05916877830439598,0.015415121380595876
APOA1,0.08461042640738851,-0.017825435960579054,0.06316820557981982,0.01566293385546888,-0.04236161663799406,-0.01373815323515106
PSEN1,0.03746928417368909,-0.007255962407296347,-0.012909418584300562,-0.004381229883244095,0.02734869002631575,-0.0340970486276332
CALM2,0.038921897895211485,-0.008650099124272732,-0.02967720478978752,0.0001278959295678695,-0.031387493837782,0.05046382783699442
CLEC2B,-0.03767779810783373,-0.012712978668977824,0.05900314771935601,0.07185366293692318,0.013589472397972133,0.05231004798427622
NTNG1,0.038389548847377566,0.02904450367912543,0.0399210913381936,0.04881261347823426,-0.006201871511269587,0.01041621157965906
LRIG1,0.04054796072276397,0.02834607010608742,-0.0133902156772247,-0.0712131961106882,0.006906080841895174,-0.033977140427894605
CPAMD8,0.0449390991497209,-0.01353871392864424,-0.015984165652998514,,-0.025290108084479734,
GHRL,0.05852957544953499,-0.03611248089648183,-0.02707036055904662,,-0.017475506009578937,-0.0162481313362673
NPY,0.02249655668898939,0.10407720339123186,-0.047832057809644626,,0.006107301872791926,-0.02121027121462438
MMP2,-0.025547599083912992,-0.024459966546242006,0.06529145686027642,-0.01572866984027132,0.05020877714747999,0.007995133544993044
LHB,,-0.011791197384622485,,,,
PPY,-0.018340714801665207,0.00699322374153967,,-0.01220650601359575,,0.02467755573437591
ALKAL2,-0.020398041903990475,-0.011619889677734639,,0.017413108125197002,0.07117647073452985,-0.013436517876285236
CSF1,0.006711662902327134,0.00584324956698222,-0.01716943317558642,0.12826569448780278,0.02259548327068419,0.007040147392149755
SEMA4C,0.022324158959061334,-0.040429798681599,0.004313483702693327,0.061832622487347014,0.03829293206946127,0.07938228669374596
ICAM2,0.023522127039317293,0.027852294178160618,0.030537119390666025,0.03918467659467734,0.005348162733664246,-0.02325909569085519
SYTL3,0.05058669271001219,0.030208156426576434,0.029745466527193606,-0.03135783464817713,-0.03456368028824714,0.028289992485693093
IL1A,-0.001073773387623534,0.0339398084737573,0.04232367732012732,,0.012306633794756416,0.009370756439747132
