,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,-0.031029717994776232,
BMP1,0.02022944723662684,-0.025800298710068132,-0.045023427832222865,-0.02938968815926251,-0.06771238865478556,-0.03201919687062225,0.044642711252745215,-0.015325081953833994,0.039216694243444115,0.0582824277863672,0.08277508746711754,0.02848721312619677,-0.009955142281047913,0.09171552120697672,-0.06235987364101959
NDP,-0.04030085172494092,-0.04704713822022584,-0.0756941161975693,0.01272421276919403,-0.009875732509596157,-0.035118516937111544,0.037942904413256595,0.02539276597198378,0.0392891165302209,0.004969087095925707,0.04056615435863903,-0.009105464816798754,0.020489052056896086,-0.0625513988574325,0.016952639150068026
TNFSF18,-0.009276486619427484,-0.0215448173243541,0.00038822405569152046,-0.002613699001261759,,,,-0.024191750298286192,,,-0.06254482709593054,,,0.1520098578199072,-0.0006823406577586119
RTN4,-0.07917642660981122,-0.037928439170694404,-0.030176219376530696,0.010740297056244524,0.027541631356236333,-0.05022277139989403,-0.05179679529684575,0.018386569709824233,-0.008837850284711426,-0.0845946467413697,-0.06543811910346005,-0.04059522420260927,-0.061760637823929626,-0.013434298101843045,0.03326227989286787
HEBP1,0.011801254828942336,0.014524342371351775,-0.016186690219379716,-0.033731300662775694,0.09254119137396562,-0.005939017716324987,0.06731209033800052,0.022905101376493715,0.012522365752422212,0.008024033150616656,-0.01709907131221583,0.007437044929114833,0.011641658434377266,0.04959128790501498,0.026003666889132613
WNT7B,-0.021752567766014856,0.003707695181752078,-0.03881521400184392,-0.011616264370365278,-0.030199207043853104,0.09475617749233593,0.008128751277643835,-0.03663613976361039,-0.016552613266481223,0.07662595237707014,,-0.02410364515636697,0.012210329160005199,0.1658678843542592,-0.03851146640096217
PTMA,-0.023056643348929394,0.07246030184969579,-0.01308238417758648,0.03831650860726953,-0.1132667166100137,0.0031152215095907295,-0.04295772284565542,0.05694424176210099,0.05897011289010579,0.11083545380685376,-0.03167726739980448,0.01226770922314685,-0.02660941588968549,0.0880058746650667,-0.022046728124621773
FASLG,-0.02241495848560361,,,,,,,,,,,,,-0.026912063830928167,
CEACAM1,0.045385560057410936,,0.0033254539302128897,0.03005992710034198,,0.026701044585024297,-0.0025095381846736106,-0.006586155952334605,,,-0.04397962820450243,-0.02058507278116843,0.007684209940822103,-0.014760343101064695,
PDAP1,0.0251566503478627,-0.014548216457027181,-0.03201447202627041,0.07361816264227687,-0.012579564410528673,-0.007654597480490203,0.0951738978028065,0.006845524752742644,0.0038371488373483537,0.08022272005397194,0.03892667254445629,0.013572583429256553,-0.03759427264744512,-0.02762929723991254,-0.0365740420826509
QDPR,-0.03418344868403879,-0.025060496565636425,-0.04186787629748993,0.029743033580651782,0.0216994411723524,-0.011026172803474144,-0.048571278822888087,0.01423889054111127,0.0029201210604822155,0.08962800674423861,-0.018661504352651306,0.023377734869096743,0.02851281043289617,-0.01295249339981315,0.024726178575149752
POMC,0.012949487983026595,0.019608856464061884,-0.0024895767574252673,-0.03607642853254045,,0.04804051781582969,-0.008867146401463744,0.05203884907615037,-0.0288218341826008,-0.002755992911425592,-0.03043796651349134,-0.04017013578350226,0.11034740398715699,0.02259306695150796,0.012110712294617099
CCL18,,-0.009379755258505464,0.01271226093272474,,,,,,,0.07553193120233495,,-0.037670430680804834,0.06973120366905981,,
CCL17,,,,,,0.022269492529281815,,-0.030171822611073755,0.05607406164812016,,,0.1951129330309211,-0.024089355879475177,-0.02439276310998249,
VEGFD,,0.08845685521172345,0.029369243789102915,-0.01720355537317434,,0.08469162078258877,-0.0040471962122587265,0.003398641203844122,0.027769692977925704,0.013733328602880625,-0.05978934078202126,,0.1777591236835456,,
TNFSF13,,,-0.015720605804241908,,,-0.017359413796706705,,,,,,-0.02802309887781512,-0.026184306252114577,0.0014191945413996787,-0.025267187436472435
WNT5A,0.06575539407220536,-0.010617049337829178,-0.024549859413504682,-0.04434970605678522,-0.014346121018696305,-0.0341460979080037,0.005974246226941217,-0.0013739736610627867,-0.016133677632824237,0.018751698834189586,-0.017530601486270038,-0.03373000892647047,-0.011644883992186177,0.005782596122449358,-0.04629734153054278
CXCL8,,0.049771981970997664,-0.005292020054797429,-0.033246408310757536,0.06185254043886081,0.1117746897592184,0.019181805042740613,0.041906207449111374,-0.02007567650694669,0.02702405002564128,-0.03510216765845793,0.04454712488583931,-0.023016373182310892,0.020468140357892423,0.026538309410990796
GRN,-0.07497900897672864,-0.029011430396752975,-0.021738507739113972,-0.016376184718685655,-0.05552963201089562,-0.01174791670253263,0.015723661337920004,-0.031466835069036116,0.05236139472958298,0.03978030459432357,-0.026214868233917377,0.0157134498717732,0.027170034795677818,0.007800099158741587,0.06239448029905918
MIA,0.0746114608761154,0.06666198313066428,-0.023704454288355183,0.011284800523406779,0.13679971723539425,0.04925191488492816,0.04686548191049094,0.012870495845485061,-0.04523322854501752,-0.028738930064721786,0.08457595716900176,-0.0004075220439950307,0.07012048092818955,0.054435197418284904,-0.04628566230722063
COL4A4,-0.023840791263662002,-0.015591010060297368,-0.025019230038277867,0.0031428614531444146,-0.04423810157677934,-0.02018926122397905,0.061846117488893695,-0.03150031628206924,0.04668466540014501,,-0.04681623133743672,0.05924787020104978,-0.026719188038124685,0.06492932155256839,-0.028239907863386662
TAC1,0.12388285652802508,-0.02561981316698433,-0.03268937430270611,-0.03269850074103979,-0.038358275554641406,0.004107694366509006,-0.048267617812092906,0.038179214489764295,0.05233489965729018,,,,,-0.032066767468623594,-0.05761628149159202
RARRES2,0.10129906952220176,-0.023742203014628222,-0.07684121061323704,-0.043142143884824374,0.05656965692516547,-0.024937061859143596,0.00041728285201931165,0.03606127400230292,0.007879750778501789,-0.0863626088640553,0.051930030623664976,0.003587928777009986,0.014760328039231494,0.014456893893575606,0.01986427909776476
FGF7,0.0037552125814887477,-0.03936075814248918,,-0.04007592340777113,-7.840271653827193e-05,-0.01635850466266831,-0.06540724465617602,0.05502028529559758,0.06313857790647752,0.02232414643641825,-0.049995171257598205,-0.0405705296676417,0.038855046753901556,-0.017502915594908807,-0.016656416725291365
EFNA2,,,,,,,,,,,,,-0.01586028744700463,,
HBEGF,-0.00650819532162419,-0.06062757432560417,-0.024031230289113453,-0.0019359847037747249,0.08762711218887534,0.02066905071895353,0.02210205611373099,-0.014822021549315192,-0.033150988113414916,0.0038644981317230336,-0.003309120009902346,0.017661747349434022,-0.01789693884584055,0.04130876758027972,-0.031138867246448616
