,UKF243,UKF248,UKF251,UKF259,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
BMP4,0.021663607043604052,0.05554379049095536,-0.0004994496041336561,-0.04463260515709819,0.003209206162310124,-0.04630117463640721,-0.010107987108221297,0.045305319915252475,0.004470089671724902,0.11559054092592667,0.03383869877857122,0.028671148647897975,0.028265230549993893
SCGB3A1,,-0.014407908438235454,,,,-0.036811662661234625,-0.0429808843025213,0.01888110072698546,-0.005022153074537227,,-0.017925246402738723,0.012265139133332353,0.08972013880676993
IGFBP4,0.040015421851051634,0.02164780249863055,0.06574379313463091,-0.02765741663205804,-0.04813756198501022,0.035536943325626215,0.05119315997534641,0.03854760175689047,0.019019056099421783,0.07235550523956437,0.0127970535711031,0.03358239061390385,0.039247102599019076
RSPO4,-0.02277528913465846,,0.043702106793592654,0.03619697064154657,-0.013477029757715937,,,,,,0.004100959649328635,-0.024778225849074357,0.04580547049670189
LEFTY2,0.040459875872717856,0.0016456855115788826,-0.017481063767597917,-0.008223191742354016,-0.024198997524154893,-0.019881014892077838,-0.0124501311463488,-0.018580603344125687,0.01053417036921392,0.13068519404686127,0.11116790332382898,0.03464460193358368,0.018670735635945655
PF4,,-0.014945892197064787,-0.01570847939469622,-0.016207208214198875,,,,,-0.018679746496546513,,,-0.0278445536444591,-0.005284564832305664
ANGPTL2,-0.01442590926291024,-0.02042086936333515,0.014844361701234082,0.008158116849752326,0.004012910623800566,0.018102681533155116,0.02674532958764773,-0.027933993514615483,0.05410538038258825,0.02425174552447598,0.03297127239660212,-0.006630814593477301,0.062427648853920416
LRIG2,-0.030227657472275668,0.039073877851703936,-0.009080661253158106,-0.0045421540538202266,-0.02707647970741842,0.07420170416761726,-0.08740919511945676,-0.03044172035489851,0.030444832558440788,0.0820883024213705,0.021209546197427348,0.0232510610069053,0.05791647986867416
ICOSLG,-0.009073853438107064,-0.03154573429182234,-0.033532054245645725,-0.03923189217838843,-0.04398033545112177,0.08890083094973233,0.03261885515930198,-0.009392922508498157,0.03474904731921914,0.08145547761033987,0.046033522986283666,0.0078645719687349,0.07990838578786003
WIF1,0.005437791131757815,-0.02689270709136881,,,-0.01039990465138052,,,,,,-0.023848355225586586,,-0.0460988461075737
NPPC,0.12319874883963712,0.012134515334514767,,0.04339949346087033,-0.02028690954289496,,0.012154997694359137,-0.03267513575002984,-0.03534333266177521,0.0712698167370582,-0.02735503732937226,,0.06071752766269497
LYZ,-0.005673467685364892,0.0014214423692353688,-0.043932943739560124,-0.02179790505301945,0.07115629191151153,-0.044068070882890574,0.17138161774723923,0.04287306633624507,0.038757771724867315,0.04355140510820434,0.044983367381872634,0.03143569081452277,-0.03351542517177347
EREG,,,,,,0.009910450018373625,,0.04595275563948317,0.012198531837390022,,0.014729516063095027,-0.0029852306753414687,0.024276894478890042
SPTAN1,0.06125314150639707,-0.03938228937637993,0.03994500210909713,0.04133363920803967,-0.005875815266344724,-0.02907027093392964,0.09645825910845832,-0.018069146519486438,0.025284157446153654,0.05643841727756096,0.05873324596914894,0.0144161002935581,-0.009721005382922171
PTH2,,,,,,,,,,,-0.002493412767998115,,
LIPC,0.06825048994258352,-0.018297700499130834,0.004440448433415919,0.021628857204472367,-0.02519667960178463,-0.029068317348835204,-0.03871234026155006,,,-0.03153146959388956,,0.01183736480552351,0.012914013550354162
COL8A1,-0.016167574337377578,0.029012121015160156,7.520070432605142e-05,0.02802805454615296,-0.06092766393938473,-0.03509628818159558,0.010369043611550688,-0.0782837461780845,0.0304640127462639,0.06884534748556968,0.006137671496994955,0.031402853127248394,0.06165741670980009
GSTM2,-0.05078307620124442,-0.03993597604690631,0.04244281359015044,0.09840841073589292,-0.03204221673985341,-0.024249599230382966,-0.054320804917150224,-0.05266204433655279,-0.01151057174975082,-0.0022514186099548902,-0.03286206331577233,0.04613341598634881,-0.025919691558139894
IL4,,,,,,,-0.03700530265770391,,,,,,
SPX,0.019612431240062116,-0.01750138311602428,-0.034223147747816776,-0.02943454794434917,0.021190525643255916,,,0.15534001154230162,0.011677890086574225,-0.06302001733118387,-0.02482290089505626,0.058210448894503226,0.015849404255291317
MFGE8,-0.02807125595435726,-0.0124745482392502,0.034289277065162424,0.028004236142889567,-0.0076886105672692015,-0.033009296901374365,0.004543316138792234,0.07152916960513102,0.033456627789189106,0.04403634673040672,0.013815460857337333,0.012328715235998024,0.08954355552989034
TGFA,-0.011923867843214675,0.028570045233816527,-0.007652375469791944,-0.035057477655084504,-0.02125061900421791,-0.03133079036638532,-0.048563211533384804,0.009346388670315259,0.06872061852533919,-0.04021155679114218,-0.00907194605678246,0.04168360706334752,0.0204365818513902
SLIT2,-0.04615566191519655,0.010654679587671181,-0.02374042145652981,-0.04276403229302832,-0.034681348720948,0.013453758979284499,-0.05981931833533234,-0.02880423441142156,0.06615404674126088,-0.03819265098173744,-0.007925846209439655,0.03589202302733486,-0.02058610479654647
PLTP,0.09753776200471886,0.013380124678912548,0.01535572266891962,-0.001270111961685101,0.03533329496727315,0.06531841336010712,0.07094268629346324,0.0077605887896534925,0.007981980216342065,0.09943951850553656,-0.0070148500563548145,-0.007381760639612185,0.03949918657076427
APOD,0.043345760183540666,-0.027059562925356915,0.002849331278570745,0.06805854294685847,-0.03197182682217875,-0.0037984059396206898,-0.03182432232549513,-0.05236964343631952,0.04455086392282204,-0.06613995725572326,0.04643074074534122,0.04662603641570449,-0.00951188573208377
B2M,0.057780991026232645,-0.004464124250737696,-0.035253465135569415,0.022756942202602673,0.05406325943662181,-0.03050583280241951,0.014934925164729709,-0.026991710002182857,0.11524474015206777,0.1380130747939352,-0.0007686207620930443,0.029550798157401966,0.06653247400508323
OMG,0.031153098257936194,-0.05731635582103844,-0.04462696878179626,0.059397500536751274,-0.016402601853139617,-0.014722923940374263,-0.017330911456170047,-0.026434473531485342,0.0651524570737019,-0.06611406885764877,-0.01224314977651005,-0.04815231690035458,-0.029710314443277736
CXCL3,-0.007424140386323285,0.011113663197145688,0.009529053113158471,-0.05787236900409668,0.02037263091421743,0.012067413645053388,-0.07499763272446046,0.07103358823100953,0.016736992262355768,0.2688140030807683,-0.02682077107123755,0.051655992931826974,-0.004225283944981638
CXCL10,0.03279549913127355,0.028806260434470085,-0.006241655945796337,-0.008928107977825051,-0.015111954228983954,-0.02006149210523816,-0.07976113724731036,0.03637203626793566,-0.025054955244784904,-0.02568860447746327,-0.014102928845616846,-0.05032750515325174,0.05049187923549985
RSPO3,,-0.019571312943715457,,-0.00334498795438255,0.008608344873438775,,,-0.029668126940633463,0.057779629899719,,0.038258564880548004,0.021037571425374425,-0.030036690638718038
CORT,-0.025535111862625463,0.049858424495361486,-0.02805434946586761,0.029358248720776525,-0.0040892941856161555,,,0.09940574486295656,0.06374445215369975,,0.021691641575737445,,
NCAN,0.11122745450974365,-0.03396898786219191,0.013336144974903295,0.002683684394157978,-0.042676342603142604,,-0.00999035001830204,-0.060051871753681894,0.059456775623591425,0.05640673636465987,0.04799633691602987,-0.002799922102401803,0.019900278830696342
PRG4,-0.034849432297949075,-0.021667775785958892,,-0.018576019151003882,-0.01722310901263333,,,0.14337711607192813,-0.028843392690058697,,-0.009350211969759511,0.015053355243372804,0.02115620381797806
ZG16B,,-0.01997942041946409,-0.01890260187388912,-0.021559742067072354,-0.009207362886350112,-0.026226669352877555,,,,,,0.024858164216769025,0.16510928743273007
TGM2,-0.00826229292191781,0.012036813608943533,-0.02895634231343059,-0.01465808930825524,-0.022902081793168286,0.013931375176133007,0.02012683155568055,0.06280940399442109,0.04690177724442917,0.064972124759362,0.048760260247034476,0.00968732326632367,0.013230795106112374
VEGFC,-0.001458554770060366,0.02309361365861033,-0.02427166873628676,-0.01501980030643825,-0.001784958159288714,0.0804056153157404,-0.04194810287713155,0.08571632623515364,-0.017673577216372676,0.12455959223866821,0.010501159134278676,0.029938106302845928,-0.0017412648426099698
WNT6,-0.013640756182917775,-0.023246844074163754,-0.017481064226379753,0.04497085979770848,0.03664247153691472,-0.002057468141788907,0.05447968785381501,-0.0326751401584917,-0.013942128912836648,,-0.03404772618045516,-0.029882266462832607,-0.022145563039530355
NRG4,0.024709123857138866,-0.013270190824771226,,-0.022607865082986667,-0.017688834909469545,,,,,-0.020195848455077266,0.011065901662945066,0.0008479271192762855,-0.0033779681597563495
PMCH,,-0.015294609073168708,,-0.02176705952825997,-0.013477029107303687,,,-0.02224784883876992,0.0029971006861651073,,-0.0008124700914883025,-0.04279064495663405,0.07801578564479578
COL9A1,0.029696601086124184,-0.04007975222261487,0.026580868806367616,-0.023612265027720715,0.03543121435997484,,-0.06255946929801944,-0.036865009744508535,0.0404648521093813,0.03557085186683629,-0.07132481344953161,0.08166909600726137,0.08837173972682416
GDF11,-0.005038068191912257,-0.020076709913355927,-0.02635896760152981,0.027418228013343565,0.004598435424007152,0.0021036516417092923,0.09351561956190454,0.043338201542858654,0.029986928435890133,-0.02656180833581481,-0.01652136052130546,0.07072176526044324,0.016883731482236482
RAET1E,,,,,,,,,,,,-0.021768443350778096,
IL24,,,,,,-0.016538447910644384,,0.08727866994313714,-0.01838190743579139,,,,0.059455957855968494
SORBS1,0.008731013070190231,-0.003297996144517316,-0.03748972364021288,0.026442179088361415,-0.0029701886350902555,-0.023974602896518406,-0.04394261248687431,-0.02975943492054298,0.009707521077789051,-0.039638726626748,-0.01049629421765405,0.04258560530941479,0.021848372285456497
DLL1,0.005856205978613492,-0.040725689572829876,-0.05501943606438382,0.04558696363369623,0.04552896558558851,0.045180251895187255,0.02844656512601329,-0.05259953335348332,0.07800476778616977,-0.020691142158028215,-0.019984846333549324,-0.027137038182198314,0.10006179287477583
TLN1,-0.024134527774646298,-0.00871174084033793,0.016993621490302868,0.029232701399925478,-0.027425434244621114,0.021940109717409968,-0.06039966868969222,0.027212335671543932,-0.0004576535960534126,0.012815400273598693,0.0552906952729158,0.017134259645058644,0.013740708981664882
COL2A1,0.047174898487075886,-0.028882632114420787,,,,,,0.014513922147324837,0.02544200810129241,,-0.01226574512095988,-0.028879347537608097,0.1082986711731014
SHH,,,,-0.019303533821398343,-0.04342577842760663,,-0.028556477707221348,-0.034515091740771574,0.002189453002630305,0.01932464148284656,-0.01347822082420566,0.02022979486867218,0.012757598156178749
PON2,0.07086261536738214,-0.03780743965023328,-0.04800296009459313,0.04711477678254306,0.04365051194988998,0.002401285167731741,-0.11412861048871725,-0.07409092366841363,0.06716962213706831,0.13465569630489654,-0.055184678051096156,0.010833556210864542,0.061474879403508015
ICAM5,-0.05636922341839576,-0.029216121730920506,-0.022502055622494927,0.07702991608163992,0.01804386489688022,-0.015655673005428934,,-0.00495003390053149,0.0024607237566983547,,-0.00923605822249597,0.006811098653943476,0.00360099251841759
HPX,0.02346675059453126,-0.026518633944787554,,-0.04696812388867885,-0.018068879011719927,-0.018194958172906277,-0.012287063356456332,0.03781403671974847,-0.02127461072625541,-0.027077443180099116,0.01019804191452752,0.057198805981140736,0.08558677264703723
SFRP2,-0.031494968538619585,-0.0011005128706050922,,0.003860562697191505,-0.015059229083082064,-0.01632198723770929,-0.006673114464243351,0.0253013137351121,0.029498566879384815,-0.006717911466416943,-0.012447595332319816,-0.014304639574728592,0.06280997786357172
CFC1,,,,,-0.011587553860601155,,,,,,,,-0.029468384119837973
CD70,,0.027440734928588836,,-0.03736762103033641,-0.021614845126211788,0.03497765541800394,,-0.04658200373286604,0.025341708576359888,,0.008622115382280427,0.054274444358774813,0.06329063466774812
HP,0.07245562019730997,0.0011304594712809337,,-0.010098086444551943,-0.03285632966510069,,-0.02629960094233849,-0.013137368821131598,0.05155385763821101,-0.02586568195830765,-0.0022799022818555574,0.0693834437213446,0.003556064781291162
CXCL2,0.03544963929924524,-0.05355667316189091,-0.0026374111590304417,-0.02154809424416796,-0.05226381932709624,0.03569308593802076,-0.05239473314349543,0.02020817407647137,0.007129240278574036,0.03619861265868573,-0.03221987136371415,0.07394557520881224,0.0010943452944644056
NPPB,,-8.028043341121453e-05,,-0.06876369111623017,-0.010146533410954308,,,-0.043701765289104785,-0.038435115240914815,,-0.029152593220141628,0.06268885426380663,
CCK,0.08654687053957406,-0.058782412234470074,0.02959314901725263,0.0620818742759071,-0.011373867809785734,,,-0.012581951816595442,0.015684398254098227,0.03741990575123347,0.05125874869461708,0.00512808378399353,-0.07868692367672324
SEMA6A,0.00467199592547973,-0.038414624500410215,0.014947299335773158,0.031123025745673494,0.008577701939562017,-0.014856366535042891,-0.005014840491313377,0.016179930338673015,0.03261579021222972,-0.014320412130325706,-0.0013507099047611088,-0.002839449911906796,0.037031403695545174
IRAK4,0.08282805078828483,-0.006947689687863058,0.026752136658908847,0.031268194945751795,-0.022761554939579032,0.0226692101105518,0.08441736185028495,-0.06676863830337677,0.005316644292306498,0.044484270171978584,-0.031665058630829745,0.08269679237563608,0.051552786795487686
GSTP1,-0.020447980577286987,-0.06939048661189834,-0.04783075057028952,-0.05670448033863408,0.001122347650529367,-0.04713025154683034,0.03056744261100802,-0.05473427852037419,0.07358277190967111,-0.011588097648878916,0.02547405976980462,-0.009491201137131816,0.09133728856611664
VCAM1,0.05363501811995317,-0.021341723488693166,-0.022148763351901544,0.06829112465069312,0.02747422979001256,0.01880338782885086,0.007954575936492184,-0.013680284230031689,0.011041008839739339,0.002297146686294807,0.034341387285458345,0.008191450843648241,0.004210241547708323
NXPH3,-0.041972723827327564,-0.0076266444198586835,-0.0413919094534995,-0.007714161466900925,-0.012035828416513326,0.019059789460340985,0.07848280743392286,-0.028279921920964415,0.0273540434031299,0.05205715651188289,-0.009038629597679213,0.03932848145429545,0.03490825210706919
MTMR4,0.04566492074262329,0.0002857782712492109,0.08920909680692651,0.012070717034969891,0.016375481250175367,-0.019427968660253234,-0.06439634981928563,0.016700172974339914,-0.022719204138179835,0.07111027094884105,0.040455779366408255,0.04015465427507436,0.02769931789926402
LAMC2,-0.021582316349305807,0.00833284232732505,,-0.03616017609401024,0.030708794331901306,-0.024022848525445947,,0.06589081440294735,-0.024140602327445432,-0.019526263601094825,-0.018932875260691324,-0.038352423997844304,0.09535830525174033
IL10,-0.03424109750493626,-0.0073892268892976195,0.014627822900199953,0.015459847552877135,-0.039937896159754765,0.03865938004636972,0.05831989590993578,-0.014667128374014779,0.16861625325656682,-0.018834956443296476,0.018319046819415902,0.055365955774449985,0.05739266657901133
SEMA4D,0.08826791135744415,0.02382843101401155,0.02303238186314997,-0.0020029219646849434,0.004728890300828107,0.04934354347830214,-0.03192032509416019,-0.042747847450187226,-0.009095595821856558,-0.07012410481511876,0.042235098620170324,0.04107995131660805,0.048594128241891583
TRH,0.07541318113865123,0.025591763320762552,,0.021648063803110684,0.043577908696195065,,-0.019450177638615063,0.008805638718968356,0.030755374744466782,0.18724650358192838,0.08350863699094647,-0.022546127454070856,0.09123519322607568
SEMA6D,0.0014119941160678291,-0.05308556183499152,-0.04987884862667826,-0.04142048025835749,-0.03152363721368111,-0.022286080096281424,-0.04739297623199371,0.03431132139880984,-0.02866385906914618,0.052750921308488706,0.04040903989147674,0.004812791451171443,0.05488873535336696
CEL,,,,,,,-0.04739971832720021,-0.025119172687811057,-0.0006812001001912987,0.08215761447554715,0.08727929355814201,0.007664119026711527,0.08411855486474422
PDCD1LG2,0.03361819545237541,0.02819671079789218,-0.04512893712583784,-0.015749001050172202,-0.039639161920482,-0.03517028923031877,-0.08009579785317013,-0.03415832040294512,0.006054423214449154,0.045366373614257736,0.009306357727874586,0.011627547857213217,-0.019504576753619288
SPINT1,-0.0334160083004299,-0.036908440564167234,0.0007609214801031021,0.023806190269725924,-0.009075352559916199,-0.004397487457906557,0.21269985470521488,-0.01392885620967485,0.02131107451475904,-0.012373042746633558,0.010242593687134934,0.041016745151112234,0.05053865191342941
