,ZH1019T1,ZH8811Bbulk
BMP1,0.11701428257198353,-0.004506319615140354
NDP,-0.04118836177571222,0.007850704333040252
TNFSF18,0.05094583862123951,
RTN4,-0.002580867738581733,-0.02199314715810692
HEBP1,-0.01926199810031149,0.021201592115552458
WNT7B,,-0.03178788199468457
PTMA,0.10518938462932945,0.025742610007377355
CEACAM1,-0.030603826927535167,-0.015399748901938029
PDAP1,-0.03511653747962993,-0.03762192098100568
QDPR,-0.02907463969473485,-0.03175349343701444
POMC,0.10662627030199462,0.007920997028935008
CCL18,,0.08139784100190563
CCL17,,-0.022230504327465695
VEGFD,0.0044211444864133646,-0.015399748901938029
TNFSF13,,0.011682017275171905
WNT5A,-0.024477215763858112,0.004198682595178745
CXCL8,0.054069414472234636,0.07059999423428784
GRN,0.05065527937613169,-0.016624601707741465
MIA,0.08261102042440197,-0.0029861492815554604
COL4A4,-0.032577716086824096,0.0999072468039486
RARRES2,0.026381076210790524,0.06908107587577676
FGF7,-0.07120892558242102,0.05823427152108865
EFNA2,,-0.014636430732707817
HBEGF,0.06551874144731772,-0.05526019277027555
CSF3,,0.05005839667567289
PI3,,0.052810425504311025
PCSK1N,0.07055268194583914,-0.0173574270090914
NTS,,-0.01783171338859602
SFRP1,-0.02799148714726723,0.029962900589004186
CXCL13,,-0.002515627150605329
MICA,0.034423319215158114,0.05705723681056625
TG,0.04582937264420677,-0.02196170433723466
ADA,-0.07574538409215965,0.004633437099552
LAMC3,0.10961877069424149,0.03214940422469289
NGF,-0.07138802967339579,-0.01443969247954165
TNFSF15,-0.04681619790804205,
HMGB1,0.03555343839858709,0.03426363897880938
ITGB3BP,0.10393878409978204,-0.0019143630654065028
AANAT,,0.023156002943235776
RELN,-0.04521024848294651,
IL15,-0.04752406594932132,-0.03570988232466428
BSG,-0.11315654627350322,-0.024972117551916806
ADAMTS3,,-0.04870448485609512
CD34,-0.0525323948670252,0.012947223999978762
PLAT,0.058979479824817674,-0.04323371055406009
NTF3,,-0.047683872132819126
CKLF,0.05300774351998344,-0.020864338626991084
CD24,0.0022876563146240663,-0.04283984991137056
HSP90AA1,-0.11293672303573879,0.03957684961566468
BMP4,-0.03989942686490267,0.043313602208085306
SCGB3A1,-0.022878755941622163,0.02950632351667312
IGFBP4,0.029173817523404453,0.029205093320881066
RSPO4,0.08464594167266197,
LEFTY2,,-0.016829265656750872
PF4,,-0.013415302093832678
ANGPTL2,0.10608605812825274,-0.020140846540781892
LRIG2,0.02009381362219134,-0.051670059799301886
ICOSLG,0.02187409277060607,0.06446070047107991
NPPC,-0.043360214217662875,-0.025382650923458542
LYZ,0.05006523759581768,0.093155030943679
EREG,,0.07796954841395608
SPTAN1,-0.036178149410185226,-0.054275200473946524
LIPC,-0.06474999227788002,
COL8A1,-0.05178637237638981,0.0024590768750562537
GSTM2,-0.012480896751772039,-0.04147038821086109
SPX,,0.07885384230513312
MFGE8,0.02466017542219196,0.053089214473081854
TGFA,0.0575344202780475,-0.04135608754383694
SLIT2,-0.033991530212769946,0.01592677816221734
PLTP,-0.07659964156398803,0.022445393629687876
APOD,0.004647428298618225,-0.057367279163960394
B2M,0.04732804186152845,-0.0025088136716091064
OMG,0.09437215732608463,-0.06505598976059328
CXCL3,,0.06017508233854472
CXCL10,-0.08033838089782347,0.0052583412222626325
RSPO3,,-0.008632530266889614
CORT,,-0.014038431793657187
NCAN,-0.004695348360596845,-0.08993617431783953
PRG4,,0.05983944676562852
TGM2,0.006498882071666202,0.03481385349882696
VEGFC,-0.03402806707921127,0.002649412404804863
WNT6,,-0.02609105295354724
NRG4,-0.03257768015072227,
PMCH,,-0.01969667085437593
COL9A1,0.01962140204175394,-0.009071650048033257
GDF11,0.09089968508275335,-0.0891971036091517
IL24,,-0.013201401922536882
SORBS1,0.001085537269680505,-0.018178399748184332
DLL1,0.11517383011093506,-0.03184789874356614
TLN1,0.024029262983356895,0.05915768711677002
COL2A1,,0.055195772032285546
SHH,,-0.04972945850808547
PON2,-0.019638477023313165,-0.029684555415708917
ICAM5,,-0.030943717409808124
HPX,-0.04238050517638258,-0.03029153326076018
SFRP2,,-0.02650839018437584
CD70,0.18409957353423592,0.07647254399894228
HP,-0.08120945502708374,-0.010228452728573489
CXCL2,-0.03209424728322337,0.04693488193740009
NPPB,,-0.028200058405558486
CCK,,-0.01574499448158973
SEMA6A,0.016189831449549913,0.051088750303681596
IRAK4,0.009908473678157016,0.019422285070863424
GSTP1,0.01245324641908734,-0.0014495600099398319
VCAM1,-0.06544619614187958,0.0026354670573902955
NXPH3,-0.07645270859660275,0.005243695664145235
MTMR4,0.04751227168541279,0.025304412716007744
LAMC2,0.02639848203422684,-0.017337144966589047
IL10,-0.05673757121606475,0.06310019590919404
SEMA4D,-0.06339771621074543,-0.010875341012795707
TRH,,0.0038739460291273044
SEMA6D,-0.18863502101676707,-0.007319111632347525
CEL,-0.019114266454020454,0.05671202078761116
PDCD1LG2,0.08107043781377365,-0.038460437371850245
SPINT1,-0.08031706784227276,-0.024213948953763335
CTHRC1,0.06330034574683412,0.015068501858166158
PODXL,-0.013833393928321343,0.06156091919893948
JAM3,-0.011061870037572398,0.025364368026939806
TGFB2,0.10512123339005829,-0.02809467358461449
COL18A1,0.030929251737792516,0.040703126966160665
NODAL,0.10443835463874335,-0.016306841131265588
INHBB,0.07261725316904784,0.07712628025008908
LCN1,,-0.015399748901938029
ARF4,-0.015095628060928776,-0.005130118128568871
CXCL14,0.01269872344392178,0.03567634148438375
LIF,0.0328185066551724,0.01853018283719271
IL17B,-0.0006665927708346241,-0.024657407335963447
MMP1,,0.00757174811262362
MATN1,0.19925809436610215,-0.027237884212416866
ADAM28,0.11227714149191884,-0.032378104495464397
TCN2,0.05252798216549657,0.008124522912176878
THPO,-0.032577716086824096,
CUBN,-0.007738532197336727,0.07109046223460846
TIMP3,0.07138007130988118,0.04766403702656744
PIGF,0.02078956982439459,-0.030646654440995923
CRH,,-0.021034473303880422
BDNF,,-0.004792844865459365
CCL5,0.013377607603589848,0.013156144432323727
GAD1,-0.03580118879893123,-0.010245618515268042
COL14A1,-0.1825823895579412,0.12088031080729474
HLA-A,-0.0075477196171535995,0.0730865416001135
FGF18,,0.11296080054705648
ADM,0.11409059338053168,0.04480792543814976
GNAI2,-0.09851628087306832,0.05852307223359667
HDC,-0.03879364094749527,
COL11A1,,0.0165954957822151
NUCB2,-0.02091088206985483,0.04985335361967121
CXCL1,-0.01221369484267735,0.012469786483111239
VCAN,-0.11748186722623473,-0.07158810511587224
MMP7,,0.029358508498950258
PTPN6,0.10524521119773561,0.005968643872749802
PTGS2,-0.07374216259494872,0.04852271027419365
CD58,0.0009532574934472985,0.0033240189614395428
TNFSF14,,-0.026207568843556354
CNTN4,,-0.03653032454824506
INSL3,,-0.015212285341745624
MFNG,-0.047344852965688855,-0.05032425982951861
ICAM1,0.0165042488170857,-0.002419685952773901
PROS1,-0.01839898919472158,0.04344430959350864
CLCF1,0.16150353463395767,0.04467552464541303
PSAP,-0.026089331845978832,0.05671472895089395
EFEMP1,-0.001963041579497132,0.05903765677481588
C1QTNF1,-0.009458031482710051,0.015159340738317794
ALB,-0.01923732912451342,-0.03487617122246335
EFNA3,-0.004457266973770219,0.044720053647583004
DRAXIN,-0.04185924165751489,0.008541473255592435
RAET1L,,-0.015399738809587444
NPTX2,,0.019380512267429328
FGF11,0.04778544683516832,0.020352384110209717
CD59,-0.03252947335135866,0.06281708613819444
COL9A2,0.06326624930007371,-0.07030556447530067
DLL3,-0.03213900258897693,-0.07043474879919448
LIN7C,-0.029309513004670402,-0.009102436485327088
GDF7,,-0.013201406105008312
PSPN,0.003636716497899577,-0.028161077079744693
ANGPT1,-0.006445688929198849,-0.0029328868732482385
PNOC,,0.10313160420162241
L1CAM,0.005321427135121968,0.05841599988955086
APOA1,-0.03138364493888458,0.06219308024737985
PSEN1,0.0657407514877873,0.01733131465321262
CALM2,0.04672540896132968,-0.0388133206704055
CLEC2B,-0.045567658852963204,0.002840796941691372
NTNG1,-0.03009245461349026,0.036352554043772106
LRIG1,-0.0235364541263022,-0.01068719353332601
CPAMD8,-0.03879360325760281,-0.014830713606577225
GHRL,-0.06185874138287044,
NPY,,0.0764160334556823
MMP2,0.1122165471568439,0.0012265667516127628
PPY,,0.09769840222389882
ALKAL2,,-0.00856336396101375
CSF1,0.006511149677091366,-0.004211632112292874
SEMA4C,0.06948214794903865,0.010988599407392736
ICAM2,0.06690214037226057,-0.03919221997197004
SYTL3,-0.047826482720300746,0.030044434727536116
IL1A,0.09127916244615264,0.023452560240458584
HLA-G,-0.03399156935964382,0.00661667543525888
PGF,0.042260380110348,0.04257376711581317
LGALS8,-0.021174210640802122,0.006068400823334804
DKK3,0.04984914430906999,-0.024937945114722353
COL16A1,0.0687464609319323,0.034127964830757154
TPH1,-0.03257765280811577,0.004948848629839428
TNC,-0.13416859171753745,0.07313698137566806
TNFSF9,0.14232093304251175,-0.00662624246291508
CNTN2,-0.04667506894525289,-0.0429491417309798
LUM,0.11153719445676329,-0.009330794248031371
BTC,-0.021959459771182438,-0.022496517263771804
APOC1,0.06283817340706693,-0.022919932961752314
PKM,-0.019514592234434303,0.10332039172588806
TNF,-0.001085247449308884,0.144463924335009
GNAS,-0.014332478007265318,0.004797503109537994
BMP8B,-0.0020648743974510547,0.037859764848057816
LIPH,,0.0069715264685923095
PTPN11,-0.0554697224753527,0.0021052303574384734
ADAM12,-0.046703686522620115,0.003058542699546293
EPO,-0.046459195077602836,0.029025357668412813
EDN3,,-0.002160758847238274
CCL22,,-0.016306833940730934
CCL2,0.01793057967965275,0.013967360543269833
DSCAM,0.0007456626880986664,-0.04759937183424339
ANG,-0.10005200755275266,0.11075496689719365
FBLN2,,-0.02489729833000568
VTN,0.03639974159119295,-0.012538905284009935
VEGFA,0.051970994867285965,0.055580923426665506
F10,-0.03060385829909601,-0.021415304757946063
SERPINA1,0.11476048849784809,-0.006297784912067157
VWF,0.06414524358211819,0.05961909669042062
GDNF,-0.02244258924952426,0.020138960062881635
VASP,0.027029513601114306,-0.004043833434347244
ADAM15,-0.011840394229005076,0.02726101289068338
WNT2,,0.07178781455823835
CALCB,,-0.021690010947941887
OLFM2,-0.04148552163529978,-0.07471635144439012
MFAP2,0.05051006425690702,0.049875045923121385
HLA-C,-0.020026848542258044,0.01677075368888852
THBS1,-0.07000501317698007,0.04823072206202781
HSPA4,-0.03664428100894272,-0.030917166939527542
LMAN1,-0.03602245625797712,-0.00962745673868992
LYPD3,-0.060678729589064895,-0.0341231422729375
APOE,-0.0693105108892181,-0.012928432970968795
SOSTDC1,,0.01348545271562174
ANXA1,-0.00398047970795561,0.017474781610885115
WNT2B,0.06116716389124607,0.022117982579431615
AMH,0.011604875698058003,-0.011698761346194353
GDF10,-0.029573205987400073,0.030427202662912652
EFNB3,0.0557790829231701,0.002697898091872411
LTB,0.12068385499106972,-0.04685616682122855
ANGPT2,0.05450055735173182,-0.014734079653786975
ADAM17,-0.08141636193059919,-0.014894793441889933
LRPAP1,0.06085459693674751,-0.016292709421094013
NID1,0.034655039094360705,0.015013989513992288
MST1,0.04295926981648909,-0.0039017780642722575
DCN,0.036829616013192866,0.05643862613994554
IGFL2,,-0.017668264616709808
COL7A1,-0.03374007948734118,0.05691617600821485
CALR,-0.03260833855390885,0.03484999814738318
PIGA,0.06515357231625282,0.06453001443197134
CD200,0.12358495789903778,0.021791115057351162
GRP,,0.0073553198102426064
CDH1,0.054404658578656055,-0.04654446186402199
LPL,-0.007892248272085782,-0.03411801488604707
SEMA5A,0.00648884717864739,-0.03150395236357542
SEMA7A,-0.015180452334599104,0.02876694408715788
SEMA4G,-0.015811077852182265,-0.01451883134228761
SEMA3B,-0.07863268735715861,0.07698451350268579
RPH3A,,-0.02158603621908317
JAG2,-0.0312417323149478,-0.05699850857063695
CGN,-0.07780308107245708,0.0593109772954445
GDF15,0.0845493857711966,0.08328025190252411
SEMA4F,0.020441269200482143,-0.007394515658196034
NXPH1,-0.09344115605035098,-0.07002994100588072
ARF1,0.04769318907718493,-0.027358378573454165
EBI3,-0.023970231335092972,-0.015621643114878864
TIMP1,0.07135731884148278,0.08727913514729267
SEMA3C,0.012959635853330593,0.02521639034173144
GAS6,-0.005120627740309628,-0.011548644163119532
MEPE,,-0.02538264800627459
SERPINE1,0.07176800731947013,0.021108888315448243
RSPO2,,-0.023913771797687486
SHBG,-0.007932514010851275,-0.02973916075131157
LGALS3BP,-0.13082711223173338,-0.01083625648705615
LAMB1,0.01761366465303765,0.02671185088443046
SPTBN2,0.052639365296050726,-0.06729622244815485
COL1A2,0.0979111412777335,0.015590230155023591
WNT11,,-0.03715985778278067
LGALS1,0.019349136538559148,0.08546693473785143
BCAN,-0.03466647610346812,-0.09075707313546462
ANOS1,0.006440088837976991,-0.09404186565654929
EDA,0.014443667078485635,0.00468419054841385
FGF22,,-0.01682926812800684
SHANK1,,-0.02141530250940723
NPVF,,-0.015212280030917187
TGFB1,0.019271600800601627,0.011222550203562583
MSTN,-0.03568933978338086,-0.017030323469014633
WNT4,,-0.037198615430368835
TNFSF4,-0.0004778860075612079,-0.03680101659425416
NTN1,0.05969940120572164,-0.04947495650020167
CXCL12,0.051910119703776195,0.019432470344281978
GNRH1,0.003522997511523747,-0.020842952061459506
FGF8,,0.1003721756980356
RIMS1,-0.05680142197532257,-0.03746076807251044
FGF14,0.14546439780937861,-0.0004700525345341471
IGF1,-0.058881099023695704,-0.030293956756896917
TNFSF10,-0.01045136242792448,-0.010168343059722156
GDF5,,-0.0324817059824478
CHAD,,-0.036801020491458614
RGMA,-0.18288852019341031,-0.0627367676748621
CX3CL1,-0.008917821655938707,0.016913704434197898
FGF1,0.055912967477484234,-0.010427555538180821
ALOX5AP,-0.047144431833630436,-0.000597634264706581
IL1RN,0.014928513234551157,0.0998951409748391
PCSK9,,-0.0161292197640792
NPW,-0.03764604041288365,0.05321781036660726
CXCL9,-0.05517278751688154,
ANGPTL4,-0.04120507736021341,0.06811859970907516
UCN2,,0.03277197160947037
COL4A3,,-0.012763380692262375
NRG3,0.13528662297740293,-0.028197218161679066
IL23A,-0.04891635569146762,0.018429592327299082
COLQ,0.024775197906940348,-0.02721023417878244
SCGB1A1,,-0.020283894412295635
TNFSF12,0.02752302047137294,-0.029535125785293128
FYN,0.0459037698193538,-0.030788525795154478
ACE,-6.23085254172888e-05,-0.013404295891164514
IL18,0.12790843634606044,-0.048014391010886934
PPBP,,-0.019093327634110337
CCL27,-0.04430621334187722,-0.03355047276627226
SERPING1,0.06315772387570176,0.009701292580164592
AZGP1,,0.01571566969595711
INHA,0.10824642336942111,0.05891424421449277
SEMA3G,-0.02029388514379879,
COL6A1,-0.03480928712987883,0.05173378172946554
FGF17,,0.04024706711427882
TNFSF8,,-0.01766826271579666
FGF20,-0.03580121471951473,-0.02757434226551994
ICAM3,0.059448513020835085,0.030081888296223106
LAMA4,0.040799788106796846,0.02581292649029564
DLL4,0.02287476923031058,0.0016006549730774055
SEMA3A,,0.039844770068503794
C5,-0.01037461332857274,0.03244957219634406
C1QA,0.05475108105944032,-0.04278633497828144
UTS2B,-0.03399159495574987,
COL9A3,0.03448036871457254,-0.04458281733121212
HGF,0.1423692546857749,0.06644793031187458
P4HB,-0.031152543402053617,0.06224877967829277
ADCYAP1,-0.014024523257986626,-0.05817367595682894
GREM1,-0.047171147534505006,-0.02162044033067013
EGF,-0.035801184478839454,-0.015399746451770164
VEGFB,-0.016479052992090532,0.01399013547971872
FARP2,-0.07421660439001614,-0.09363315866902766
IHH,,-0.018785137742677337
LAMA2,0.034992676204961146,0.0250261483312155
SERPINC1,,-0.01539974767685395
NRG1,-0.02094471720748745,-0.03326148262462041
SPINK1,,0.029555317308860733
EFEMP2,0.059934557922975,0.03489122791393477
SELPLG,-0.050947716267822137,-0.031050425577775924
GDF6,,-0.02539227020632951
HLA-E,-0.054883968174158256,0.027522602496920602
PTN,0.10366713703180405,-0.032492238786433904
CD274,0.018983734113605426,-0.008787795682528507
CD14,-0.0034783329825002784,-0.010236360884353233
SFTPD,-0.044429237412145016,0.05690219706539533
SLIT1,0.06043995664680238,-0.03432553283613424
BST1,-0.07195181430741376,0.03342165502080699
AGTRAP,0.017874384529865707,0.01769871795199632
LAMC1,0.054973191714145574,0.08903997059054444
COL6A3,-0.011381334837370269,0.05274755107330282
FN1,0.033120843055116714,0.0435917826486772
MIF,-0.024888234756380717,0.05662747325763404
JAG1,0.0917905109797205,-0.03970317723139453
NID2,0.041072577411067,0.00848047800335824
EFNB1,-0.027920046409034765,0.002232206028163844
COL4A2,0.04129045749344478,0.003742398388954329
SPP1,0.06128643980632616,0.03425715214217701
PODXL2,-0.06842734176009692,0.02957787410285745
FGF9,,-0.060078527159445456
ITIH2,-0.02187514319881395,-0.008089664287357981
ADAM10,0.06658818844694062,-0.012886569506622212
CFH,-0.018077043662275288,-0.012150132438241704
COL4A5,0.04734702770208699,-0.034105961358971114
LTBP3,-0.07349553356655546,0.06983925329439773
