,ZH1019T1,ZH8811Bbulk
GNB3,0.00879891566105723,-0.0428016115435051
COL6A2,0.039153317304406125,0.0653994817076838
GDF9,0.05927435463106007,0.041147976520315134
NCAM1,-0.12425513653087873,-0.07354510776860027
APOC2,0.0054529866739105055,-0.022852985004815217
BST2,-0.08422763969225823,-0.041657371521880045
COL5A1,-0.09046896996874847,0.06642130142261865
CALM3,0.017947171498977937,-0.02718274976103772
THBS2,-0.02978341508810485,0.044671717519531806
SERPINE2,-0.08040992853210148,-0.018416755175595042
EFNB2,-0.009669585443930899,-0.04029304473527965
PROK1,,-0.01700010912831559
MMP9,0.03953775751040707,0.05722675400016543
NPPA,-0.015070324639442025,0.001956309303849429
NTNG2,-0.06672889743272939,-0.01684682214709854
LAMA1,-0.04845996507309385,0.076050142917824
UCN,-0.06538228353033673,-0.035525800336304446
ARTN,-0.0021764833322135543,0.021647815675456504
PDGFD,-0.011070100830802005,-0.024765352069048775
EDN1,-0.06355453175300846,0.041933268831506346
ARPC5,-0.011502838457319024,-0.10992149333992479
GSTO1,0.007981370485005539,-0.015336966009353626
PROK2,,-0.0173371412551398
SYK,-0.0058217676922313315,-0.013056509929112453
ST6GAL1,0.01251949147941891,0.00314876761912345
WNT3,0.028711866322235564,0.05357953809940983
HSP90B1,-0.031418280559110584,0.05646258642268976
ZP3,-0.04606314788077595,0.045985937975919516
NRG2,-0.10044828449545797,-0.023555734048836798
MELTF,-0.024842569850088606,0.061997807915214524
NLGN1,-0.04411795463014326,-0.09857596771722951
SLIT3,-0.014962566270060642,0.009015609336123137
CCL8,-0.027838180134639248,0.016273725030564172
S100A4,-0.05337663799714013,-0.030956702362119948
TNFSF13B,-0.051057206611082366,-0.016411969844143434
HSPG2,0.06747785718799776,-0.008326105713802993
FAM3C,-0.009084763372144289,0.014997889444756175
FLT3LG,-0.006778202028940287,0.09123492068595102
A2M,0.013255280348291569,0.00649438713534131
VCL,0.023681593782280297,-0.009879396535186666
FGF2,-0.013026623462970198,0.05975763648328493
AGRP,-0.032577716086824096,-0.013201409073216257
CNTN3,0.038752157034782804,-0.06950406803186529
RNASE2,-0.018533156615597474,0.03386139231244351
ADM2,0.0007487643596209618,
GAL,0.07362053277512233,0.0823995422979429
CXCL6,,0.059319900366632254
PDGFC,0.08111130519311237,0.009456114804856697
COL8A2,0.03869748180000757,-0.006680573210820273
SPON2,0.09245304424571212,-0.02172699859435635
LCN2,,-0.012647081321051102
SEMA3D,-0.008034628182583154,
BMP6,,-0.020856376640791423
TIMP2,0.06268682174519169,0.04369609280121192
EFNA1,0.005563899208817612,0.03607995615314181
TFPI,0.045989133100483005,-0.014707102459766122
GPC3,-0.03060381619518123,-0.07039875533743624
NMU,0.046523638071602924,-0.041683086424591675
SCGB3A2,,-0.02391376704035606
LAMB3,-0.06011819047197958,0.013054047986460047
LGALS9,-0.009476200450571294,-0.07165526394615329
VIM,-0.040832565855671805,0.09062491855277578
PLAU,-0.01767021614249667,0.024241370361455464
TGFB3,0.003102728118237529,0.07539264140256985
APLN,0.028139521015552737,0.035880738371655306
SHANK2,,-0.07453000745076709
LTF,-0.06922527469756214,-0.0031162427259800126
PYY,,-0.018939799401701617
CTF1,-0.0725880689892864,0.01048128072641894
COL3A1,0.10653898477849794,0.021806843335056357
S100A10,0.02099076613629505,0.0724306223428475
FGF13,,-0.01130595305572831
SEMA4A,0.05317657205324496,-0.011894866000286754
EFNA4,-0.07228241939469572,-0.004403248266279073
HSPA8,-0.015800416163400385,-0.04601823913177403
NPB,-0.044641479216295826,-0.021712606241306463
ULBP1,-0.032577716086824096,-0.016129220993361018
SEMA3E,0.06848484273337065,-0.0019194877675831196
FGF3,,-0.0003538398435576141
ADAM9,-0.10685841952589555,0.046530662496952445
ASIP,-0.01171931045696676,-0.00903931921843149
IBSP,0.076911404162314,-0.011671254544962949
FAT4,0.08116443127552127,-0.043111305880173895
MDK,0.07565123672795968,-0.0008295971201568292
BMP5,,0.00397430810512001
CAMP,,0.012552267964113207
HSPA1A,-0.06242459661185973,0.011689445639871829
SOST,-0.038378160378963355,
SEMA3F,0.04432309051175956,-0.009351568384382048
ARF6,0.011494563777437376,0.04139885297239666
IL6,0.19679212985724198,0.05629756212770807
CALM1,0.013157061338201593,-0.032995052221799534
NMB,0.040360165223861814,-0.04176063927592581
CCL26,-0.017912594567603767,-0.03831047868953705
FBLN1,-0.021472678222403382,0.03725739037584004
SAA1,-0.048916361861336057,0.050578573286856485
MICB,-0.02340665617787953,0.04028989855039038
MMP13,0.1042843033904019,
F13A1,,0.05755473603275715
CXCL11,0.05229843568183042,
COL5A2,0.03710332918891012,0.022508930623697184
EFNA5,-0.03795892215032462,0.02799122505372762
AREG,,0.009394895013057902
EDIL3,0.04559164099589209,0.01698253112188096
CD86,0.09986557777772426,-0.046078148382853575
AHSG,,0.00912696980948738
HRAS,-0.03141117688761338,0.04758531970466298
C1QTNF5,-0.016557445384744227,-0.033261478534657614
RLN1,,-0.01783171827938469
COL4A1,0.05016479116854115,0.028017722584758806
CCL3,0.13938068828301461,0.01677573648053058
BGN,0.07384474696085444,-0.020521839001510483
RETN,-0.035801189518946674,-0.030053260936294464
S100A9,0.001866850396740054,0.049763574027674624
HCRT,0.07903550107818633,-0.04701161186609687
FADD,0.07570757064734626,0.07372194137468031
ACTR2,0.11965136917509674,0.01637601794339364
BMP2,0.03599386932549853,0.029901637912980897
PDYN,,-0.01847229963046215
CD55,0.05029113026167975,-0.012853176051076927
PDX1,,-0.02701169191509013
CD6,-0.019770765786021965,
IL16,-0.023487065330280475,0.012237363210613885
LAMA5,0.0024694015292574772,0.06965966847802373
RGMB,-0.03431149778957164,-0.02816778416598284
INSL5,-0.038059994301131765,
IL12A,-0.024087661344662215,-0.01742053993827358
S100A8,-0.009147349541589692,-0.030199988315572007
TAC3,,-0.0012157420685582872
TAC4,-0.014026108803863999,
MFAP5,0.013959822734818272,-0.0380388672372901
CXCL16,0.053473193984045146,0.04880557957889104
AGRN,0.10651046042060917,-0.0692011794184922
COL4A6,-0.019185647253073784,0.006559745358389731
FST,-0.04725902079813252,-0.0006341608646112307
MEGF10,-0.04613140843160041,-0.02024597634539708
C1QB,0.021233684369094553,-0.04262602609613046
HLA-B,-0.01990072815043334,0.04943384843419761
PDGFA,0.07308971976039522,0.03148903584847103
LAMA3,-0.05891735963027727,-0.014038430139040936
DKK1,-0.04081806257402897,0.058813413770819646
INHBA,0.05048526336540722,0.06216934336028701
IL7,0.003139452157720363,-0.026783953802421614
FABP5,0.014278679764744891,-0.0021783364810383466
CCL4,0.12130889400742943,0.002061444239555806
FBN1,0.005161766811796279,0.06742990039615944
TCTN1,0.05142397369768881,0.03492641703924678
NCR3LG1,,-0.021137463377924662
BMP7,-0.0781241248552132,0.0363420912870309
NLGN2,-0.04103967161978643,-0.07504136927794255
CCL25,,0.015540096260169818
NPNT,0.026055816919773843,-0.03020386923868743
KITLG,0.052182740616839564,-0.0318736877209271
MADCAM1,0.024149388049526953,-0.016482683759995113
F12,0.05647159799242965,0.04287085428902286
S100B,-0.05663096315129446,-0.054945450196557985
IL27,,-0.019992207463893113
CD99,0.03668282486916004,0.028019579840437375
PDGFB,0.05764183906601178,-0.010373475303147417
CLEC2D,-0.017998139274693785,-0.0013609144844845182
F8,-0.02510830160532618,-0.011643176515382977
C3,-0.008006510207085347,-0.02902041351355886
DLK2,0.11313481709577602,-0.04153096364121204
TSLP,,-0.025700128464222514
OSM,0.12829668687336954,0.0443496912787712
PRND,-0.041994281394349256,
SLPI,0.05586066993123881,0.050322381020549714
AFDN,-0.08746924173400321,-0.06473125822484325
KISS1,,-0.015768409279924993
ULBP2,-0.0036311077798754678,0.019098388642368867
ICAM4,-0.032577716086824096,-0.013833677053539108
ANGPTL1,0.0013667842107309763,-0.026783949937489997
LTBP1,-0.0013802881046189187,0.05644222847852278
NTN4,-0.02685570358980423,-0.03700554419356622
APP,-0.08556775675071078,0.00857130521062942
RIMS2,,-0.002033565315343622
WNT7A,0.011690358098280673,0.10742879693413848
GAST,,-0.015768409565245264
GPI,0.03963909445656043,-0.0005747626906827925
IL1B,0.09780181141816927,0.013507154930400415
SFTPA2,,-0.013626017787704715
HAS2,0.002880061241642273,-0.011028615987397787
IL11,-0.03160437336942563,0.05270454884260504
SEMA4B,0.009616201869205568,0.036232448132675926
FGF12,-0.05906111974767881,-0.0564056071241832
CP,-0.0044045630387157505,0.07213290929822405
NLGN3,0.053859678531877245,-0.04475034479884371
GZMB,,0.0011103203146841864
PROC,0.017091442102121983,-0.016656809074527924
TNFSF11,,-0.016656802674684713
AGT,-0.08326174794752064,0.04266792339260363
PTHLH,0.057125456525300024,0.025664699819179796
COL1A1,0.08924557245513944,0.03904974325187954
LAMB2,-0.07879528661612627,0.016634583051513396
DSC2,-0.07180149827048561,0.006535104832088324
WNT5B,0.01866213243745859,-0.006139652363031477
LEFTY1,0.057039362598310134,0.026097853019669805
FGL1,,0.013894612195867493
CXCL5,,0.051097602490095366
S100A1,-0.016813588111621876,-0.048936086435657146
NPTX1,0.09359679823805482,-0.004519750882286811
TGS1,0.045456676278190736,-0.029491866561114813
SST,,-0.03421791364844857
IL34,0.055512891228108575,0.023901024424774722
DHH,,0.018426837522525726
TF,-0.06667269352763275,-0.09129903815101446
IL33,0.04257092590747472,0.060231359516419385
RBP4,,-0.01496545505469093
CCL20,0.053438542794739835,0.015837520358107395
NAMPT,-0.012890617326768182,0.04730630290483618
