,MGH258,UKF260,UKF266,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
CSF3,,0.02298230975117671,,,-0.022935141148195236,,,,0.052787360509675814,-0.028228199032434065,0.04584433610442306
PI3,,-0.04336999681913272,,,,,,,0.004096608839149398,-0.04970260368438269,-0.09692503021487127
PCSK1N,-0.02244206517280113,-0.08533213370576498,0.03727844581240243,-0.056886109140886126,-0.019152135524116178,0.030529551729996333,-0.00940510782011107,0.01860370035324416,0.04571745567120026,-0.007831983143964258,-0.0793725550932775
NTS,,-0.03802110827807022,-0.015917126701676797,-0.030876803786487137,,,,,0.008801024005093664,-0.02264997193026929,
SFRP1,0.016431182343121534,0.09905004527170697,0.08925268669454636,-0.013920453202745969,0.05037926666462771,0.1458040996003306,-0.01418678412773878,0.010937399275677122,0.10549084852067,-0.023753765885211338,-0.015955829200779155
CXCL13,,0.006995691249257922,,,0.010771234392841738,,,,0.010815627456415655,-0.031066400200075096,0.03061777720671632
MICA,-0.04085535134078714,-0.027515884784709378,-0.009641140676158021,-0.007278071775668761,-0.03354799987902458,0.017160854298524604,-0.023975643576269294,-0.014772592874518748,0.10187771396920853,-0.0015780321105233694,0.058597940730547284
TG,-0.019091805086996358,0.013996622646715877,-0.018372560179631462,-0.010074171430117879,-0.03258515572292649,-0.03554796803838191,0.08539524559486213,-0.03525563198427613,-0.018929556536409018,0.01707204811607715,-0.0289775993101235
ADA,0.009894638499149271,0.0458198878274544,0.020452847741680227,0.01853182920101496,-0.004904230531553516,-0.06244720123429294,-0.022812610896067103,-0.06252805454237605,0.002300409812056801,0.011779048636118457,0.04422917422600331
LAMC3,0.028097352054568692,0.011163147264656639,0.05177615785428303,-0.04038659831682026,0.04493602916438845,0.004856090807011169,0.07337614435105198,0.018105208284693166,-0.03963705385297869,-0.040199995056917445,0.10306174792558317
CCL7,,-0.021192056466576906,,,,,,,0.07937906081879417,,-0.054894105033742605
NGF,,-0.022620314580720752,-0.017532350244778488,,-0.02335054003015974,,-0.008530501977830379,0.011471009207048978,0.010958694321022205,-0.0183414023215797,-0.02325857700944307
TNFSF15,,-0.015690526694250414,-0.02128811686791196,,-0.014605548688173611,-0.0327662278218756,-0.008215061586840803,0.010249462834692111,-0.020815488563836977,,0.06168133964867599
HMGB1,0.02672209611960608,0.05489498062869556,-0.018306403152866902,0.015341316978534835,0.013055277728061627,0.03092016266922345,0.052169853505194486,0.03453053476844272,-0.06655559083243034,-0.031051199951666608,-0.02635095375824488
ITGB3BP,0.012208669220389571,0.00384854856693454,0.011412609632506744,-0.034237394533373315,-0.012115389519200959,0.035691319993620796,-0.06730580262117013,0.056532405150461665,-0.00047808280277256783,0.028924526784037553,-0.01606448367210771
AANAT,,-0.014138102935321452,,0.08643474593497982,,,,0.10066543561315322,0.0730150417847484,0.023515032681887624,-0.01979434349386027
RELN,-0.01582761258196449,-0.005967876645713676,0.06479231388504278,-0.03717545686894432,,,-0.05202708093792404,,,,-0.013146039450617366
IL15,-0.044115338842647206,-0.03825597369075331,-0.015147760715443473,0.023549965122977645,0.05247757126640832,-0.05593156081830423,0.015173062841687167,0.041981762233071304,-0.008940491956558359,0.022098222180122952,0.10600162709576653
UTS2,,,,,,-0.008656044207803092,,,-0.015951197511407795,,
BSG,-0.06189236779246774,-0.025265807886770984,-0.01653774785449705,0.0037333667082618785,0.007286111178869028,0.07036918000581073,0.0317325500755088,-0.0007539389355048745,0.03613007695228697,-0.001017272951614714,0.09797915791589265
ADAMTS3,0.03396419214650233,-0.017328796837508088,0.13026519112825866,-0.007545695295682609,0.08306855644485668,0.09946881884686178,,0.02686681886976807,-0.010751528324077969,0.013501630159467532,0.03093678821809337
CD34,0.05301339929379227,-0.05290648173868626,0.001147633811894274,-0.021726969262328512,-0.016689218476557036,-0.09208835428593037,0.037847439983439306,0.062250886830363256,0.030840418546944418,-0.0016971042538733345,0.023728823013206453
CCL23,,,,,,-0.030918524305010527,,,,,
PLAT,0.05103441366472248,-0.039484223845410865,0.05167834515402364,-0.03553172166181122,-0.0025660793372132094,0.04041628411544442,0.025431454134425602,-0.022494426550714524,0.03265871259762683,0.05000610356443209,0.0516822619850546
NTF3,,,,-0.018745601517095905,-0.031110684949238274,,,,0.07531722129003393,0.008603690221956744,
CKLF,-0.0279328447104219,0.091960141975641,0.034448050281855984,0.06740698019584267,-0.019590997663621285,0.05153892236591667,0.11393911756439098,-0.017793085238089635,-0.021763999726438093,0.05457280556399956,0.07807978436008851
APELA,,,,,-0.02692454623254232,,,,,,
CD24,0.02944570483871532,0.028284711418924944,0.06511402647209472,0.018800667430627464,0.01839081754411224,-0.09335925322909239,-0.12462348236570084,0.056155474162673524,-0.0011928010252010622,0.03558339925670675,-0.08028056218699876
HSP90AA1,0.0036356817135672534,-0.008371711176289712,0.09298805445248415,0.004151476758351156,0.019379293489498257,0.03468302273549073,-0.03583874945787211,-0.04104328387851231,-0.012301887878604433,-0.10661426783818467,-0.15259078094951448
BMP4,-0.019648239094677063,-0.027437272593131157,-0.012737538256737714,-0.04270351243762612,0.021339575260947544,-0.012530856886974112,-0.0017082627567907424,-0.0450144328016597,0.04296859770081612,-0.034591809127251766,-0.027623249951640783
SCGB3A1,,-0.01683673525278236,0.03931572344672718,-0.009795391257553717,0.04730458313474944,-0.03815594286952499,-0.03413057885217939,,0.03904167823167704,-0.03558852706617027,-0.013859443479273361
IGFBP4,-0.016637424221356296,0.0017409951521594647,-0.027811377391157098,-0.029485367538618946,-0.005413863572283531,-0.07479570118682893,0.012711747055526853,-0.07496987745514254,0.016464280918731092,-0.05654880011211717,0.083642068127838
RSPO4,,-0.01943232937995382,,-0.009795389824756159,,,-0.059102911598905565,,,,0.01540176007388305
LEFTY2,-0.01890303909574097,-0.016741265911983168,0.052207685469084594,-0.010740764743094896,-0.01651434580809451,-0.09720155566457589,,-0.028819772290579755,0.028995919708154693,-0.021376655536434943,-0.08334539788954518
PF4,,,,,,,,,,-0.017040214209349015,-0.019552488759037746
ANGPTL2,0.00971355609267141,0.008886215833842942,-0.024410313894387012,-0.009250962788032247,-0.048698609206820245,0.0011818473627030895,0.02941386252039996,-0.029836650660620245,0.052494341068177575,0.02409155818282711,-0.017795322994352568
LRIG2,-0.025244947158181926,-0.0019742979699201085,-0.010375849415612468,-0.004010676299348875,0.049085358133249775,0.008583513186849762,-0.016542891569781643,0.044892513091787725,0.013791167598808276,0.019964494197968783,0.018992413299817868
ICOSLG,-0.006548846708386551,-0.0246887801814941,-0.0029759908658353916,-0.01858982067766028,-0.04130703109455174,-0.00440491517024686,-0.027220470602911197,0.03965161640547782,0.002394454621237381,0.014383480332639868,0.07113044054551225
WIF1,,0.004653954486000288,0.02969082743236305,-0.01843289556113199,,,,,,,0.02051391233129198
NPPC,-0.027008996314883457,-0.033898201335059074,0.08006056140616666,-0.01361319471648185,,-0.027317577363388575,-0.10299796909797414,-0.0017504326852361201,0.02454460117357121,-0.03224122766014388,-0.01381646833057254
LYZ,-0.0660178246834456,-0.04944756775420134,0.005574118624836243,-0.009955112556250503,-0.0019000606673193826,-0.03157517904690319,0.025203969827484705,-0.05165505514458206,0.006782679966893915,0.04043030692858688,-0.02395232530072709
EREG,,-0.027345898136546493,,,-0.019310949869042637,,,,0.022086993783597506,-0.01566170327166603,0.021787829457389742
SPTAN1,-0.017885137446869006,-0.01690943304688009,0.030663428298287207,-0.010040733179456314,0.06542147215423871,0.07556407600002585,0.055659087124575395,0.031994307556309845,0.017731088752864565,0.023092290479409222,-0.012862879116592708
LIPC,0.012836362529481301,-0.018813693218235908,-0.023490292781156996,,0.04110666675218332,-0.028967494454082202,0.03685703097011314,-0.013134685929332363,,,0.12355923636644955
COL8A1,0.02622497099903253,-0.02113464652072252,0.018846910334274845,-0.010368771220738546,-0.01989877043591178,0.01247366435146059,-0.0032660994563273324,-0.07402720040625498,-0.00784087412557525,0.04684985400490512,0.022628168553399317
GSTM2,-0.010861605637506539,-0.004080957556397571,-0.01280947137044332,0.002966367598247141,0.013922236597687234,-0.010851653786410004,0.09737988561089196,0.002066588296337416,-0.014914552182837609,-0.011211367615195134,0.005571012458171864
SPX,-0.006112648702484096,-0.026792450155278476,-0.013568062930235658,0.005153342978264406,,-0.03621468905323162,,0.03693095483408409,0.08009693154502556,0.20738565930870415,-0.007894182635184445
MFGE8,-0.03794915690164706,0.01983751543791156,0.013999231805039368,0.03156518071465001,-0.008543784784751195,-0.042468796916461,0.15930641524105316,-0.07052124399677473,-7.756129241271577e-05,-0.01088657150019337,0.052526657081022034
TGFA,0.0022061821954424293,-0.02921067877219,-0.021104117443094827,-0.0035118773987350377,0.08018446610088241,-0.07961365673993175,-0.022332825672699983,-0.007085518385620049,0.03710014918243626,0.02637792085071215,-0.010747491435518565
SLIT2,0.07441061085674024,-0.012300634735282315,0.06258432315085603,-0.012239980966898146,-0.03198400288461659,0.03876055676204634,-0.009165706664866696,-0.030539006325299184,0.058210225200450744,0.04471364667148259,0.04847204280426387
PLTP,-0.04775039209121215,0.018620602007244583,-0.022965071658330283,0.01825662210721301,-0.0007576667211664152,-0.08122970071513345,-0.05952425787736738,0.0480375264353154,-0.03387655146443698,0.024806845159538248,0.11246750648048441
APOD,0.0015669340670899255,-0.0096594750040693,0.007326520363303539,-0.05451162556931756,-0.049961000735404576,-0.17258513147941987,0.0603185303750945,-0.055347730550955654,0.03065828789575273,0.0056652330457764395,0.09614259553755083
B2M,-0.0749205956971496,-0.004315580266545472,-0.04700822271805008,-0.03023058180798128,-0.03570982019400257,-0.03488731186086492,0.07676234383204841,-0.11785333383545328,-0.008827775690887232,0.07752184880247408,-0.010325327097992078
OMG,0.06255671317922622,0.002887264445597051,-0.007469696493587931,-0.03811796127693491,-0.01222973065396676,-0.050285289159860365,0.05954231633506607,-0.03460835555955149,-0.030764335277069062,0.05693618703172233,-0.07191520419543607
CXCL3,0.10525522914827341,-0.028427239285795415,,0.016564299618349862,0.02495965701528472,-0.028153502952781767,,,0.02433337124654714,0.05985790209666575,-0.03409672993393433
CXCL10,-0.02074431277951326,-0.03852673370995257,-0.02070527283877343,-0.015918362804043223,0.005782639696050658,0.10159181660347848,-0.017823463061154052,-0.036424995505886376,0.1167952005595751,0.06805247194920336,-0.022758544884567616
RSPO3,,-0.018813681618671137,0.011671923806617348,-0.02544618505113341,,,,,0.08278854663356142,0.09291284882163588,-0.043266540415415736
CORT,0.07938861528772027,0.043479947049856506,0.08465287673201041,0.019986519775030652,,,,,-0.024346563487001125,-0.017831718082385054,
NCAN,0.015278603451252735,-0.02210955350611961,0.024342292918097374,0.0007625545985888134,,-0.034719303811669475,0.18261990788925506,0.030392097007591275,0.019472768141316304,0.0508725449806908,0.003093349377443731
PRG4,,-0.013470528494382164,,,,,,,0.013576242992072973,0.035268208387474506,0.08406402450018378
ZG16B,,,,,-0.021785421390160615,,,-0.02507047174904107,,,-0.01668027821102435
TGM2,-0.022588145064438105,0.009610154788888181,-0.00472140192643525,0.050624540943107345,0.022901721962166638,-0.009998333417098153,0.009134741194374265,-0.01881197139960479,0.006709746499358521,0.0067278187113145906,0.002456993144771733
VEGFC,-0.019091810311355078,-0.02073560705451553,0.03027560091370638,-0.029620865894685346,-0.04166436937177586,0.03618616726915338,-0.05070057860114173,-0.010740137676789038,0.004839904986942118,-0.035728264119309516,0.04670049152998713
WNT6,,-0.01856109139622763,0.03206272145951897,,-0.024360554270488045,,,0.03663828016138941,0.05403688735328357,-0.033141045066760355,-0.017235731836565776
NRG4,,-0.019187006265061417,-0.01902008079075957,-0.03291071258179129,,,0.07711848295102612,,,,0.01408374328769144
PMCH,,,,,,,,,-0.021702511038350202,0.04204973197147031,-0.03319415853925439
COL9A1,-0.028259456351492327,0.024092370296252098,0.033093761720213784,-0.020749706092503498,,0.028194185480996004,-0.03144219779236551,-0.08514119846851137,0.007229774082532671,-0.00303629471396931,0.1482076356007977
GDF11,-0.007667789112550264,-0.009028947516138574,-0.020610919391984665,-0.005690319705669859,-0.047961241369449605,0.023360166147695868,0.059545231080776514,-0.0004260048548301212,0.012030561588870245,0.0431526901961699,0.02813695123310314
IL24,,,,,-0.013737812149337138,,,,0.03751715081285872,-0.016768516657344395,0.0389210977220306
SORBS1,0.006947757998219622,0.05799917027253127,-0.01667711980937757,0.0022802491457857227,0.006042025384683141,0.034147096820369836,-0.010540103957490292,0.08656079055216925,-0.012558916994020416,0.03016435638032416,-0.004670369606262103
DLL1,-0.010156500502339098,0.008338426733494247,0.011297017389700504,0.009157055809058814,-0.016527560587264244,0.1485237776325509,0.0718612100090413,-0.031028358710037833,0.010506463152192511,0.08855060598551576,0.032669969977819055
TLN1,-0.036896506579430166,-0.023704514399428087,0.05042635877543258,-0.06438407424133606,0.030182209378831978,0.06646721631830994,0.009452727187253627,0.007123803400773106,-0.0066894916784733,-0.026666377011376252,0.03919876474508124
COL2A1,-0.01793209128522634,-0.012031225448825903,-0.016832335607567257,,,,,,0.03953601602288542,0.004208744074145486,-0.023352436035674332
SHH,,-0.03049997052258238,-0.018372562143725554,0.08982088622596801,,0.016012661460960864,,,-0.018424551164232937,0.03525554859853598,-0.005302016686807182
PON2,0.010179283640264478,-0.006960389595292018,0.01930472366620888,0.007659573539277485,-0.013311783737527194,0.023935065929986954,0.06726501467789713,0.10257961316830187,0.017738855059302113,0.052833803523876774,0.10139753267358331
ICAM5,,-0.020056924616166382,0.04071270676998716,-0.018034888961057236,0.10504275609839382,,,,0.11751727556537928,0.015419935709642316,-0.033891868837358195
HPX,-0.020368741676767808,0.043447704976220115,-0.01553693618585819,-0.009795390258937171,-0.025821930722273914,0.07932771987865965,0.0037209104403103377,-0.04108670334749507,-0.040978947551419696,0.050204221079528974,0.15639898209975206
SFRP2,,,-0.03672926905920867,0.0065282048034006985,-0.013558007122978681,0.053555959908240545,,-0.013049447510378172,-0.027750013373070443,-0.025869913189600524,0.04253773318825442
CFC1,,,0.002781929493706441,,,,,,,,-0.022935030617185517
CD70,,,,,0.021085279188977183,,-0.05119436422990493,,0.03703888416615399,-0.019643096842754264,0.009577483800399033
HP,-0.035581260169825886,0.0904413376249464,,-0.031441703480356936,,0.03431538109449601,0.004278954179436978,-0.041231704329029464,-0.010007321119580043,0.024477933536304525,-0.03542970916939704
CXCL2,0.03222268331840112,-0.04189479295684546,0.05603448748816755,-0.013613193651071198,0.026547378006364242,-0.05052962877843699,0.18569001021135936,,0.02336407113675465,0.025167654942400777,0.011284232493079414
NPPB,,,,,,,,,0.023813653097800477,0.007757435031979385,
CCK,-0.029273645028627455,-0.020254669563069372,0.03901226620228359,0.028886634826925366,,-0.003555883978230026,,0.01344210163460269,-0.025361684993038067,0.016318570915141467,-0.12114098614910683
SEMA6A,0.0808609275120376,0.010164942649761824,-0.0013099165262803328,0.014672310457106048,0.020393854994122898,0.024842946321437877,0.06809011914577445,0.11132104122174794,0.03621071946195742,-0.021855671094051926,0.10415908293026024
IRAK4,0.019449656189259742,-0.023892888988293986,0.008883218950812989,-0.03342996914229365,0.023666508063098994,0.02012542301298789,0.06141752233961545,0.004325570142728834,0.012368218063088557,-0.012916996999725606,0.08808177764448936
GSTP1,0.0320324651938954,-0.04426607309479628,-0.04143478540944487,0.04298768301622307,0.023234403823529527,-0.012603410860203721,-0.04544707602800097,-0.06008563905283688,0.04825118894583609,0.0780647372495409,0.12016689160133426
VCAM1,0.017288748370212097,-0.006147331119558138,-0.029947529520487366,0.033043838136252425,-0.032218858724267316,-0.0285511632783724,0.06201140640889491,0.05758740462017203,0.03159722639574543,-0.012617240828540035,-0.026440956715688732
NXPH3,0.035556987078392874,0.09026584087095788,0.05852234582305289,-0.028227410202763533,0.06504533203996844,-0.07129636780328771,0.02252505960722936,0.03128914620386743,0.06560463342628389,-0.007516348227636276,0.10339075006632541
MTMR4,0.05730386833944755,0.0031103254717264515,0.023683453922974815,-0.0031975099033869727,0.030180655599930543,0.045061329304227064,-0.05175972254289515,-0.010973959632809328,0.05270815309483029,0.02784049042817468,-0.012111138646057298
LAMC2,,,0.051405438407439205,,-0.019954797579411945,,0.036271445811198975,,0.02295609621170139,-0.022021767526579205,-0.024959896814289267
IL10,-0.01983057761262974,-0.037295044106784726,,,-0.0324142141026377,0.0651175636357915,0.021412886498198076,0.04072199461937493,-0.01424268765710298,0.006023988824018956,0.05933366911973768
SEMA4D,-0.0629773765498441,-0.03776643518036129,0.056504062159083226,-0.03606990600666381,-0.017459390368807587,-0.043775945241433314,0.002381091550772599,0.0327029065410502,0.016859906042275486,0.03979857181252013,-0.02848932246493208
TRH,-0.017529945480134534,-0.011839638006132592,-0.029122550518828755,,,0.11173149314494618,,,0.03411587472544425,0.05308701513045609,-0.028242733534136578
SEMA6D,-0.020690635291123638,-0.0036459685513524423,-0.011450511053148057,-0.04047369535620373,-0.018512135090424375,0.04389538152842276,0.07445049823827875,0.009634751170372161,0.059977993963653636,0.0554737638675557,0.046506707092580334
CEL,,-0.023358372490676425,,,,,-0.006227544808999826,-0.034658625642381174,-0.024503453186963738,0.03271350679969046,-0.00812051317476221
PDCD1LG2,0.014921689143331298,0.02872864920250334,-0.014949592814552905,-0.006117008392609229,-0.02921452057015603,-0.07754547375498888,0.0037155109859144547,-0.05091306999671336,-0.04276663042854837,-0.002409176209684542,-0.02612258807595417
SPINT1,-0.011903199836189652,-0.018494891833760654,-0.019336390369548002,-0.016007822720303874,-0.04262678355321255,0.01778670206315527,0.009640123347971543,-0.009194086263695266,0.05794416701009578,0.002358450009642592,0.0722100770868144
CTHRC1,-0.01896586601404754,-0.02073626681336882,-4.873808111142966e-05,-0.013439534980236995,0.003711520299357537,0.06616962262569502,-0.026254120837627088,0.07489052050862319,0.00509908570635764,-0.017553117059192665,0.07482446577544025
PODXL,0.00045941451599426566,0.013137567030481122,0.02422753901568146,-0.037664574779300374,-0.0262350975209678,-0.002916308459548297,0.0598309047761744,-0.0029062581367940168,0.02403186719963047,0.02407902072248207,0.04896175888717758
JAM3,0.020119009742429386,0.03754314999515895,0.030395644818395424,0.028414772586004697,0.03134565730006994,-0.05601679320367938,0.1420963539027561,-0.0067500592058726125,0.08906374676279062,0.013309361676781543,0.04019987227271142
TGFB2,-0.012536352420855343,-0.0018977590859836496,-0.006621437274518657,0.02216482253157021,0.07254627177476052,-0.034940584784359074,0.003233553300036771,0.11625241975356225,0.04264704997639743,0.041863312295983356,0.07656025715367502
COL18A1,-0.03683475366952315,-0.023478020138359545,0.0013842353710175864,-0.0011421563735688053,-0.032243594175630025,-0.08529418972931536,0.014419925099146276,-0.0764808913950408,0.030136009931970128,-0.050646050510255225,0.05576149960231232
NODAL,-0.027733274329367924,-0.02851570690823745,-0.023577305515666842,,,-0.050476412592062064,-0.04422326956346682,-0.03435171037870709,-0.024188785263516942,-0.020713068107674825,-0.03268851546668376
INHBB,-0.04203750859538611,-0.027425212189379152,-0.02163732050953212,-0.010296098528098136,-0.0623344913475861,-0.05056502790230047,0.0683804148839192,-0.019632635269407367,-0.018236385181653336,0.061887599628349645,0.07236558521134595
LCN1,,,,,,-0.015966813612618955,,,-0.02572868294149095,-0.019560872966092168,0.010901948349884668
ARF4,0.014910969150009409,0.030078302798222864,0.03333721713211735,0.04959335231495553,0.06025140280512437,0.07557435056538567,0.0291591849881782,0.00342023262796699,-0.047522026817045135,0.0009777332887980154,-0.050392252986861334
CXCL14,0.017365065208922642,0.010599892779673749,0.013878304652882666,-0.015177473440344513,-0.04274081366246044,0.07105328996609075,-0.06731727234253056,-0.023857492909048757,-0.012618996466701825,-0.05934368527691257,-0.032016556370472786
LIF,0.017561551774947982,-0.04654839826864723,-0.018860114351766207,-0.011612658776223297,0.053647787285081294,0.007209994566012909,-0.018188281903550263,0.009739796071890745,0.01330123558792071,-0.03522275512184218,0.06442205129411949
IL17B,,,,,0.06147927647463907,-0.04439615503945889,-0.04504259919055317,,-0.02238939735760845,0.022781835245233844,-0.019794339518614434
MMP1,,0.11102764331749765,,,-0.005473325410254525,0.03432567525539917,,,0.04042186684965572,0.044865467239735835,-0.03092896556814945
MATN1,,,0.23093723945937683,,0.041669297457600056,,0.03130162718656168,,0.020949287504537308,0.07861824013915708,-0.018038780369132045
ADAM28,0.011138084698968874,-0.03608540182213374,0.024286560371648253,-0.013245754512821412,-0.018611766439244223,-0.08563318428415004,0.01277008580520557,-0.018778150219994325,-0.0004593582605263836,0.06459066209380153,0.0028611926675076718
TCN2,-0.0014884821768226973,0.005338434655350385,-0.025316083597785696,-0.021866122455019114,-0.04803208077239461,-0.037514401892255064,-0.008562354982423626,-0.008501314576781186,0.004864628671971834,-0.013559955038762594,0.04388262804889215
THPO,,,0.0028114267077988244,-0.012084074225910865,,,0.053104781695274,-0.025859649258195696,,,0.04663367843416861
CUBN,-0.0435278093009171,0.06206053590148065,0.018707429575014648,-0.016915939821330616,-0.00902638032795831,0.014222450076857294,0.06099537228796454,-0.0033728021532832184,0.018764827097600762,0.03244483826988867,0.04112475980675314
TIMP3,0.0663067234125568,-0.012590890523675836,-0.008672134617735394,-0.05618960071721112,0.027623167600494325,-0.05939555599595933,-0.037517497874780016,0.06870220981759406,-0.005085685094617195,-0.07227592212434805,0.07835628857595206
PIGF,0.03190972314757365,0.026722827965914422,-0.020492450194311868,0.011490839609645809,-0.0034707633687205866,0.07086664484010936,0.045671829034601395,0.0004220761462036997,0.0177822282426033,0.02766570595863915,0.04908545042087425
CRH,,-0.012031227656362319,-0.01534351042342334,0.04652472120022222,,,,,-0.023045852062626732,0.0023432348461230345,-0.03950777620996008
BDNF,,-0.01194192354513468,-0.00662119171207214,0.01040669468157121,-0.021190552254983962,-0.034181400002970624,,,-0.054810438195804605,0.03463066525073209,0.07928777958628558
CCL5,-0.03177921483657948,0.009710058198045702,0.044078494559219424,-0.030196285061202154,-0.031429125824927184,-0.06324014691968154,0.044022668573493004,-0.07246014465472149,-0.031303406019347356,-0.008930534082692149,0.08084400912961255
GAD1,0.025906739779056193,0.025468416776715522,0.05420557560897219,0.0015869164579177418,-0.020580800448987174,-0.029370724882070567,0.022972164982313657,-0.06205717376467229,-0.03203590070871278,0.10125959666708542,-0.07688706110754219
COL14A1,0.021918475751773907,0.04454540793211212,0.06831583885193875,0.020560852383466464,-0.022640647593912974,-0.006482311696512205,0.04915276725068423,0.048618179092756036,0.0494218592889453,-0.002795423147857806,0.007211076073343339
HLA-A,-0.027884061219018597,-0.028101642056740237,-0.039595223767015165,-0.028433734467173764,-0.02094544026973963,0.04159878339810648,-0.03925949365996816,-0.018132430982508073,0.036754107356388836,-0.04078169171216018,-0.042689743002349095
CD5L,-0.01896720490784083,,,,,,,-0.029518078996670256,,,
FGF18,,-0.01641552925510852,0.10582441941922754,,-0.014264399598986758,,,,0.0059894094685810605,-0.0036353654601819115,-0.0247639890840751
ADM,-0.02427207380645043,0.0037710121177933903,-0.0017995359734147849,0.06518990787383135,-0.024040724219100768,-0.024778143375644043,-0.10853365140558938,0.029566780159989245,0.04256453001091114,-0.044103218359959055,0.042877111503959425
CCL15,,,,0.03700813129320425,,-0.028153502952781767,,,,,
