,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HLA-A,0.04034763940511207,-0.013983239784315307,0.07460796671747358,-0.0025660853635768536,0.039598473058284546,0.004771092568763515,-0.037340926538040664,-0.06783911186115954,0.20144262892100429,-0.02064042516114516,0.058764526346452364,-0.029962042011928397,-0.08453351499908351,0.07516401000450074,0.0009155040366201634,0.01765550705647746,-0.04268288750000619,-0.045183592561563596,-0.07594394644849113,-0.06929477891571173,-7.471601645957927e-05,0.0009508977993426679
CD5L,0.04923246616706636,,0.029068266925252228,0.005470120335443761,,,,,,,,0.002691647942947452,,,,,,,,,,
FGF18,,,-0.023246845684373945,,-0.011081299533392222,0.03783413151631787,-0.017340556515739795,0.04815125314841957,,0.028518337276580413,,,-0.005473305772585112,,,,,-0.01675381506167375,0.0660784362530262,0.07392219425529384,-0.007630253710548807,-0.02111409452424797
ADM,-0.007051481002644316,0.024282153031528784,-0.007113760314621149,-0.016844152027759254,-0.026895645306924055,0.06676126067609617,-0.023871989473647336,-0.00672470951486362,0.08336292328546605,0.08778561367721333,0.03455444153527179,-0.04356119141323249,-0.05212733815819666,0.07765030495343,0.06292627079988625,-0.030433917914895442,-0.09280568511849549,0.003692186305572095,0.002281726394837196,-0.011041146617434699,0.06427658351030513,0.0033935347136376725
CCL15,,,0.0066656851952333245,,,,,,,,0.014621723892985519,,,,-0.036716159255968606,,,,,,-0.021326949865571137,
GNAI2,0.034009716980246595,-0.005071998781491565,0.05884270913747432,0.013136197129316617,0.011171964687211237,-0.04709059501852147,-0.030169342813707874,-0.04295120943615835,0.1501922623265346,0.021177538068715186,0.0184000069861291,-0.03065299842583099,-0.006256142501117246,0.07253457296527872,-0.01210461378531873,-0.030552537198015515,0.03303455650168636,-0.008771469691364957,-0.019352412661963646,-0.10751560044406348,0.06252459388971592,-0.014367093973248937
HDC,,,,,,,,,0.04078046662554218,,0.06569082549633189,,,,,,-0.04907673474862336,,,,-0.02890439904872138,-0.025749490130018583
COL11A1,-0.024345100686831732,,0.06842829611767737,-0.00923743822770457,0.013021859829926496,0.018067294400801022,-0.02714840526693368,0.015519853514018805,-0.05982453122893911,0.0006157891976088108,-0.005230135782991442,-0.014897609382763783,-0.01979385483730625,-0.006039626742464706,0.01149111425604281,0.02597209227560826,,0.017657102768717674,0.03125161672362666,-0.01323162227160346,0.002679457677727735,-0.03712022101486243
NUCB2,-0.029495951456245822,0.015352695571347757,0.0022229194134551675,-0.017593042431297112,-0.03694649445890679,-0.0048939741258003525,0.05785684675566881,-0.010545520013030961,0.0645408624340934,-0.0022787044010041686,-0.004852453540476691,0.05192930662925257,0.03428534003959733,0.009537637085147726,0.07259949617613626,0.030691440932747553,0.08916070340880111,0.003773083514772887,-0.06381647678431766,0.02607122372531255,0.007316231722693767,0.010938037089366566
FGF16,,,,,,,,,,,,,,,,,,,,,,-0.025372775110338468
CXCL1,,-0.04165645569458817,-0.06172863952247426,0.018959051827886094,0.043254630833739864,0.0786810564357244,-0.03985889850776811,,0.049402586673592805,-0.00701071172547143,-0.006724585937711349,0.0651318000658586,0.07671796322708331,0.044601675971689854,0.03876461027000852,0.04418514183876103,0.11815467058449429,0.04102038002105712,-0.04480996051139432,-0.018720973804412747,-0.008241716480665169,-0.025555623872569263
VCAN,0.056585317286507,-0.06331464694545863,0.014610366516451392,-0.049279552546213246,-0.06232326117557978,-0.06312532822593059,-0.03790189788956817,0.010482155372726874,0.13151678590191226,0.03507199247207562,0.009289078206905976,-0.010444908711168481,0.08778503201486633,0.03131618031174986,-0.08257116411934648,-0.04831201788742029,-0.10549546246410113,-0.012067669063589125,0.006959508261516751,-0.04660642261525337,-0.012987127852024119,-0.0769867554043936
MMP7,,-0.07446167262526018,0.013891763603663624,,,0.08391309959226266,,0.0994397963099642,-0.02862018754617703,-0.027922009955638157,0.09080079633517904,-0.023510070730095277,-0.025470392767963146,-0.04871214514325255,0.08409981943441913,0.03995700921601817,,0.013686053221711295,-0.049037191230414605,-0.03605169288492297,0.020518434129279617,-0.020788062355453253
PTPN6,0.05382426229620055,-0.018068053205261857,0.021967512163516032,-0.005484100626851631,0.05800949857974269,0.0022664275907141812,0.06404917019607188,-0.01462883371391625,0.0741367556282812,0.008314177080000078,-0.0313760096218668,-0.0034267646990026423,0.049199544203000926,0.0452636932835992,0.012459493267128533,0.07050038390999538,0.10253386233235195,0.08005369106412362,0.070159869895171,-0.0027999849034841154,0.08292156841764659,0.02115541007679621
PTGS2,-0.011661354019415317,0.09703286513858209,0.0054401177353202625,-0.007519469439504924,0.002167777629570516,0.033017090466758305,0.008901268860963991,-0.010096859576198925,-0.11471854207006983,0.02518060886156083,-0.03741981468695997,-0.004043117172478197,-0.019039399891032566,0.01407587032028811,0.044047428843177756,-0.04992798696705315,-0.015608918290632176,0.0034532833803461015,-0.061325840861838204,0.003197271543049377,-0.032321477488501754,0.01857638438905864
XCL1,-0.02864133020665836,,0.06173910398150704,,,0.030476229129573897,-0.013298710932399463,,,0.0027714234247594384,,-0.030838523442440813,0.02706497684943414,,,,,,,,,0.03400998579791071
CD58,0.10302127847858487,-0.05663102760278103,0.013962737271353654,0.08123244821613526,0.04307036225418653,0.020358698935036768,-0.056516657019520765,0.01130763539846804,0.16515563400479596,0.0777655222051574,-0.019745819289247804,-0.025363703489839132,0.08482809157297719,0.06967170992729615,0.007324279731746434,0.12259748429944299,-0.02047008792309426,0.029398714457800425,0.05833565730985213,-0.02625208993509459,0.015585948483715603,-0.07176073839973778
TNFSF14,-0.016691440450603338,-0.06415417459183931,-0.02836817278344828,-0.025698790176860768,0.03014496659764224,0.04237733215371102,0.06590188770939259,,0.04051748340398595,-0.04487606934361247,-0.020125381855005748,-0.05120552753258963,,,0.10067051701897571,0.022767400565366344,,-0.03647846638612823,-0.05291924681164866,-0.017182394813151543,-0.02329223387772732,-0.022523605281363546
CNTN4,,-0.023411582054557865,0.040026505201285034,0.02019965288001528,-0.0179095619168677,0.006724377203144137,0.078337227275594,-0.024641374828818518,-0.06733503289029368,-0.01976152596469888,0.018804357416309026,0.02133089302512987,,-0.037550245683560336,0.009055895917106083,,,0.0385984287001018,0.012852051541634242,0.07728029937874202,0.043093915030580805,-0.026774925787137017
NTF4,,,,,,-0.027569955308718176,,,,,,,,,,,,,,,,
INSL3,,,-0.0252208904974932,,,-0.020031676851981154,,,,0.02879332051831474,,,,,,,,0.058830267706177386,0.051820138052359424,-0.0338862579674634,-0.011710212987161538,
BTLA,,,,,,0.04286996774471524,-0.013864348859787393,,,,-0.0029984634435540683,,,,,,,,,,0.0051401854443034216,
MFNG,-0.0215817264603388,-0.030928474838661797,0.07082280349082096,0.03263972296659842,0.06483160525177642,0.016840057690037498,-0.03875180878543246,0.017896437038646337,0.07281984867868511,-0.018561262483470783,0.03551102912126839,-0.04927457201882531,0.06257225961913311,-0.010140998199068309,0.024794496889012165,0.025197027388889535,0.07008312400565023,0.07820519041031772,0.033121303457883076,0.003677269866733235,0.075930942133574,-0.00015354687508514607
ICAM1,0.040161467375185375,0.06733982228625628,-0.045267313261364295,0.008944094546595088,0.03866314751146277,0.01925135627725967,-0.01770249763955232,-0.04147677018138506,0.14612269302955969,0.014296807729576371,0.003459881425021851,-0.029722588665760667,-0.0017748737358821139,0.05178590707607252,-0.01891458601278598,-0.05972174998815098,0.10668453196182082,0.023808500290558806,0.007784664141532006,0.05805630884459941,0.05118289325574944,0.11458776076323184
PROS1,-0.00876223316976158,-0.02159993341739986,-0.00370748100988643,0.024264715272703664,0.024747387367026485,0.019195149315684067,0.025769659598061913,0.01671937336058774,0.20441237009070368,0.05135600339399711,0.039162237618110954,-0.01153819580192177,0.07207254935319096,-0.0007980229462182252,0.02657330629338443,-0.11127768251955646,-0.05804373675939802,0.020167091449687487,-0.03281777162520861,-0.016268854661644218,0.00681780391106555,-0.014014789093232326
CLCF1,-0.0009041497576679688,0.015726040945104734,0.0056277009081123494,-0.017071087204669873,0.06412083235987896,0.05330349573409058,0.042422998910758285,-0.01730142135583104,0.04814788712244048,0.01464277344488462,0.003768377688792702,-0.01110374948045421,0.05623975441770028,0.04496303690273612,0.07573202065465157,0.011644112319713627,0.12323651472061078,0.023314686853929522,0.0016553509647101276,0.03239322014535238,-0.004787018465679429,0.029563348778878562
PSAP,-0.008971856322708104,-0.04398806420325038,0.08317070569033642,0.007607709941098826,0.05707735114714123,-0.011898696730441496,0.029313907217988412,-0.014031028638980569,-0.0795218974232048,-0.07022890476530588,0.008657725570481889,0.08074505033469725,0.005390710901624507,-0.07672322792856942,-0.05229171719613132,0.1661878491267718,-0.030629904899892067,0.033780869685569,-0.025139383157737283,0.009431666165320108,0.11091443684468466,-0.05033669034188219
EFEMP1,-0.0017933114466283575,-0.08015461141360541,0.04561603165924803,0.09450041490129696,0.08618453435162989,0.023100881534223947,-0.02467624721349999,0.026841825365794113,0.10764067278227771,-0.03300181350230058,0.04715341505340567,-0.058881513489317035,-0.014574087052952066,0.10634422526356772,0.1998355158643603,-0.08947562904139522,-0.051619793367702324,0.029013519686152088,0.05631503605780856,-0.05468611822256832,0.03034012577123519,-0.020488294740073954
C1QTNF1,0.02112730550907965,0.027877389895308403,0.020763806794630246,0.01300197521540977,-0.052962019067013984,0.01757774145849049,-0.004765607884650581,-2.38847305362656e-05,0.11343585105558708,0.024662606113081405,-0.030646963454675564,0.06835961462361367,0.002544967365136821,-0.0021578706223940006,-0.037165768895046525,0.05682718947801671,-0.0013971167510324811,0.0035466639919687934,-0.07180776125025055,-0.02808868903210407,-0.007977505839546671,0.011384995709192965
ALB,-0.043118852574625964,0.03568228919868565,-0.002453009173378668,-0.02605472963007319,,0.09322260654815806,-0.01044391808155303,-0.030600174557059892,-0.02876158259302958,0.007666608347837393,0.026104669636677916,0.005274643607369582,-0.028888186907939706,0.0009186000876933686,0.05606062429018682,-0.10908044816399798,0.11201270323148642,0.011234352896708382,0.0345741231344635,0.06499313262648351,0.0264094984293487,-0.022248093620700807
CCL13,,,,,,,,,,,,,0.08746614316833559,,,,,-0.027079096189557846,,-0.040288721429193625,,
EFNA3,0.05916830380063196,-0.024772244119144523,-0.02757713745819915,-0.005043705440912556,0.0037365844363369772,0.050473084239915866,-0.010742521353648317,0.008416902827668611,-0.10147970737712858,-0.022730272347595847,-0.0043240118469517,0.06302438522455317,0.037863408225549657,0.012518022889102072,0.06653615350067142,0.009225513600608339,-0.06739013946994243,0.03762947884408427,0.05875298317740842,0.12394714052008736,0.14098122033830746,-0.003163314841300648
DRAXIN,-0.002448088719696159,-0.05104762734862281,-0.0021019613971706313,0.014857284811115277,-0.04526272642653972,-0.012947451790005789,0.07399658314407627,0.021015735158564076,0.11552529663660965,0.05388646531505419,-0.0023029899226949947,-0.032184837690003604,0.13580735098682642,0.03460644936154656,0.08874427221182421,0.003557486668638362,0.039066951759676914,0.026943306048988293,-0.05778305905913713,-0.07076030948897796,0.13579072402779846,-0.008397339020906117
RAET1L,,,-0.019647318639985294,,,,,,,,-0.021983044854101456,,,,,,,,0.24146917485801375,0.08062784963833072,,
NPTX2,-0.062490058708830995,-0.05178595207975528,-0.0013759168051595968,-0.033005589368909384,0.0651351550609794,0.00022575307316398312,0.0495230961163489,-0.008987996946969319,-0.15387423146620804,-0.05151586839968015,0.012083279577306214,0.04862588465836995,0.08092214829515504,0.09715712625011103,-0.04680978392136619,0.016473252337688676,,-0.07389305375087583,0.035356957194933446,-0.004124717054901667,-0.003284585575561989,0.007181853475786274
FGF11,-0.005949524339028018,0.04078990772462458,0.026963626397370266,0.0634520914599251,0.026470950303798674,0.036478923144963225,-0.04829840733610998,0.003460432245894654,0.1329863908415034,0.038171397193288194,0.022424331622630293,0.06997762739689542,-0.021205514226436628,0.020722210947455348,0.10949980286008927,-0.030870151366321867,-0.04064449131943569,0.04746959439986071,-0.005475569708791417,-0.04423210020142665,0.0652484798671902,0.018491919300756506
CD59,-0.05082027776312588,-0.02450498596674077,0.052715173999474216,-0.019844432122596827,0.02941887816659818,-0.038134122476048665,0.05685905779831051,0.01549966767407829,-0.12186642999537652,-0.0024284123949566334,-0.01800643071513887,-0.03509148808099283,-0.02094115393440558,-0.0035039042275361617,0.07632502623169488,0.03497957671590384,0.130975285211477,0.03219613022957036,0.02254365701575702,-0.06228728820323716,0.060708065396463444,0.033552993302159786
COL9A2,-0.011681548500447565,-0.007087434529769792,0.011882242543034674,0.027800871196512564,0.09274400067816367,-0.008070233962268433,0.02893603351105356,-0.0026663543046735747,0.04817658679442968,-0.0090192971132563,0.0076261931865495855,0.010096784842813821,0.04051288760624262,0.011919819549046959,0.06844000820631911,0.017766646987503854,0.00952705365977533,0.06666948682756398,0.06427075046338566,0.01381798683138356,0.08038570103300022,0.008732518764774983
DLL3,-0.046811638510003396,0.05265021625557462,-0.011735520494978656,0.06978446307303411,-0.008856018326366734,-0.059950639795165656,0.04435911913158571,0.04408042724107622,0.07134770704577233,-0.024046882174467904,-0.03400217426205901,0.08488848394413367,0.0646440090870563,-0.04025478372830656,-0.011624635540608833,0.1057009113094199,0.15316775595621435,0.04458684321417144,0.03992480877578007,0.011927041443379194,0.04396595817724089,-0.011629778129548124
FGF5,,,,,,,,,0.03155716951440912,,,0.026929937752858048,0.054737988166819164,,,,,,,,0.009006431432933367,-0.043524348885529335
LIN7C,0.009869992495517782,-0.021768495025804194,0.018235899162424827,0.04030347924319223,0.049618606284293564,-0.014129373358726313,0.07951704053923891,-0.0015116762925334892,0.027836263402148658,0.06204805597875795,-0.01985307519703588,-0.00708731466565159,0.12383807119408047,0.015756252763127043,0.013558502373494943,-0.034785607030769924,-0.012698123342412557,0.05106554661509631,0.037506770122347884,0.08365584780821882,0.0590199358447364,0.01315410904911964
GDF7,0.01840770247256416,-0.023934047358409188,-0.030567633445856696,0.0496541383399784,,0.02977377603588049,,-0.0009112352143282984,0.08962855887259424,-0.002863397339240964,-0.020125381072933376,0.08972809449933584,,,,,,,-0.026656744549714576,-0.04037678075086192,-1.0331181421392566e-05,-0.039361528270701704
PSPN,0.0240886642774969,-0.01814961666218092,0.0009470203854269259,0.024799307775000105,-0.023707529370792593,0.016097001011863784,-0.03377456369529401,0.012335602518247186,0.02744581830416776,-0.01183675907831945,0.006764914988869835,0.041179426361937166,0.09378401164007934,0.020565357034987082,0.04655794941045057,0.06606414477358442,0.013640235655491538,-0.012445451145498658,0.07394274470649065,-0.02354868228464544,0.045639246768604085,-0.054183549757555995
ANGPT1,0.03525641647116107,-0.08197352987109743,0.044003277588027925,-0.06613856563558161,0.056016383633740875,-0.018057225142085614,-0.022980103815184203,-0.03722642129413966,0.11126828133861555,0.019764525365878863,-0.07413840904636834,-0.02431874028097055,0.04983845404343902,0.024840748366579127,0.10618254117372408,0.12342939904184123,-0.01349048912033269,-0.0017464878080962862,-0.010236075423510222,0.04234999634882351,0.04667609076455526,-0.009639917476829239
PNOC,-0.04189572046004002,-0.03199004368324526,0.031883243904981325,-0.02654967728704333,-0.001989279189237662,-0.016253588477756844,0.07386912420327711,0.02517915848455462,-0.11858870836038383,-0.05877653254156448,-0.026650228847174176,0.021004296292932323,-0.015597013790233415,-0.044158551590003405,,,,,-0.028346899408996724,-0.030721566200875093,-0.013076459398692347,-0.0808038029021909
L1CAM,-0.04454930647869674,-0.018360464105132795,-0.03409516378946074,0.042846181059534603,-0.00013340595062681762,-0.01881475993717027,-0.005917321036160357,0.08451809817592758,-0.06741925106979975,-0.023826887475717987,-0.04556904181663799,0.0684927610811766,0.03274528288657642,-0.1104675012508205,0.08720579533098993,-0.08402019848682879,-0.00259763098470054,0.018249515707949967,-0.05538163137107397,0.04568388544376046,-0.029835959853524996,-0.009095177837053877
APOA1,0.053846189902834664,0.09054772244674682,0.01995882824793214,-0.005426861149135803,0.007593825212209904,0.006530682878318694,0.003925344107560223,0.006598144912999951,0.0008875302041888244,-0.014879371447516037,0.09185793675329702,0.023901316139955758,0.08524931607211912,0.024705297477959,0.013026718991440285,0.035617797912737635,-0.03206424296475368,0.003152067539018647,0.019216370751646946,-0.028266740801422226,-0.045318513711611386,0.025264093605976413
PSEN1,-0.040953753240964175,-0.09999824808283986,-0.0031047196792502803,-0.012994850681458343,-0.041990025762639174,0.011413565731207442,0.03838959643903202,0.0368412113822057,0.007999996341956821,0.008721174839584164,0.060500936138672946,-0.0005273054321205977,-0.04185393895256742,0.03423379931916883,0.062107868814858525,0.011491448740893407,0.008057233502524758,-0.02370876015610612,-0.011002865531163938,-0.005228696124859934,-0.03238442265676761,-0.03232698054337262
CALM2,0.04685054615274193,-0.056525761981482646,0.0037769259410613963,0.025974758561344884,-0.0230674974697182,-0.04180688584871753,0.07114940489310254,0.053589715187718844,-0.22966207741437247,-0.03988950034484983,0.014355136281107284,0.10998418228575525,0.05585802680510018,-0.057903319547875164,-0.0717219241386669,0.020991515142798654,0.025038091895093265,0.055466779100001834,0.027696112005976277,0.05833989400972443,0.040005693260565946,0.06909054059071947
CLEC2B,-0.008980730280619312,0.05884101657808103,0.05332730425342108,0.007605458774597362,-0.01576789544083284,-0.039337704280621846,0.007797168333136474,-0.008452312036108378,0.1901171454959103,0.0002565955064691863,-0.00999097661904951,0.01980244013327945,-0.006339036133137173,-0.020385127722847934,0.13883077993842297,0.03852864418509424,-0.10382000839718976,-0.03665932806851504,0.019605200243055614,-0.00040925749849316694,0.061049011177577335,0.04354961289147528
NTNG1,0.005508324285975594,-0.04835436728543816,0.02327406789540116,-0.0055229205182068765,,0.013181616631800432,0.01012175012698585,0.02207729888343102,0.001577583804881101,-0.028623347638146848,0.02268777063907666,-0.021070197582136286,-0.04733939743245307,-0.03616315603805667,-0.001487302180400159,-0.07690795955345224,-0.03806911073389728,0.08746685288182113,0.018103008815343012,-0.03835903013424946,0.08110741088188445,-0.06701859663523385
LRIG1,0.01335000248388377,-0.03716329639209153,-0.03152879385557719,0.07300088963016585,0.0634221311799797,0.011875582603826486,-0.061646086741108046,-0.03788656609867406,0.12983243332861746,0.065864979387205,0.0030950597434749373,-0.017054429455362844,-0.04789808665262673,0.11399177086669454,0.08100356941034773,0.09434724862038547,0.06530070571480312,0.016942586346405174,0.03247612386095187,-0.0002595762856513251,-0.027778124873064157,-0.028116389572124117
CPAMD8,-0.02610425743058102,,0.10360937963208806,,,0.0002145336140633895,-0.016884881740739995,-0.010144827793039492,-0.012506247345971989,0.004216381348139348,0.05343161339440342,0.02343797738455423,,0.05966549462212491,-0.03932196392683304,,-0.010848413289787437,,0.10809291430271517,,-0.03299896852091347,0.04571688698778613
GHRL,0.0034964138446447798,,0.05888343631008667,0.001963433461059175,,-0.05377753401100802,0.023053114886464998,-0.03253042399474592,0.09038676992000183,-0.01340319700727969,-0.002217268645084616,-0.025217582808728604,,0.026009045492682924,0.008127892317836947,0.0649280887058615,0.04649324617314125,,,-0.017163105457928172,0.08147450704360741,0.015710801300656427
NPY,0.012257156335352107,0.06567922267941326,-0.00046497775194400667,-0.0407457416077382,-0.027142683965214295,-0.02907664800594515,0.027735043813113352,0.06741114823253605,-0.07878853795871177,0.005888814626212626,-0.0006383167401017296,0.05975698394423824,,-0.024160470592260078,-0.04591953864660102,0.10316203054819925,,0.08854840811117387,-0.013816708012232065,-0.02816937163969792,-0.03142589568066134,-0.030816530821044897
MMP2,0.01080580485039601,-0.022935498079224736,0.07200332835779547,0.03806356079761025,-0.058012059672136386,-0.033387416080583286,-0.0011049659627523657,0.02832201360166431,0.18019135104098638,0.0002685073412164405,-0.014475321008797233,0.0785200351868303,-0.046148939636722286,0.04203117086388262,0.08183852842895974,0.09601420137775783,0.02348366020323128,0.054357130008774374,-0.050351516891833634,-0.013138816816349033,0.029906055618401876,0.036661105371111745
LHB,,,,,,-0.02063559695976336,,,,,,,,,,,,,,,,
PPY,,,-0.03312926185835923,,,-0.027555464959685222,,,,-0.004573580437651393,,,0.001537385937625579,,,,,0.051330632752739754,-0.04132159553835254,-0.02886678544354742,0.10504142290609043,0.05055312639704541
ALKAL2,-0.027134197065404774,0.06122227594411844,-0.018166073100186326,-0.028454124828796966,,-0.020335793921943887,,0.036550510528301106,0.002467747331673546,-0.02037035058266884,0.04120469537793606,-0.048443084887219254,-0.0047872517426869226,0.0013481698763427084,-0.06285813851158106,0.007310512173035456,,-0.036290146772762794,0.06177287123908096,0.0698003625623811,0.04332774968821252,-0.026477867117663558
CSF1,0.009091382382039692,0.003163154168301216,0.040483776852609975,-0.008228282084234905,0.04181890613457974,-0.012158983309981932,-0.06253778842846636,-0.01521543215807744,0.12281639645294004,-0.021201253226607954,0.010526601962038662,0.03800723822887482,0.05317371146231041,0.08253605502356254,0.09217537571789784,-0.05625535341601415,0.04870830412390226,0.03472697191181202,-0.03958359983195411,-0.07779268226377205,0.06792402848697855,-0.07633276172909544
SEMA4C,0.014805898135102948,-0.04417637812693143,0.07360428526397858,0.023320366639670576,-0.029401040054857944,-0.011540592865627515,0.028044998548275274,-0.016532818792693214,0.061640041305261475,0.03546240855351662,0.043363316604047825,0.03790685150835466,0.025683461091535242,0.035929140877588805,0.0889532763201276,0.09550966623008994,0.06073128911044562,0.017600714100156872,0.04274367640675231,0.007709568557515531,0.06832063882846694,-0.05684542889301909
BMP8A,,,,,,,,,,,,,,,,,,,,,-0.0011532196579868686,
ICAM2,-0.031179973163999085,-0.012420767398889683,0.0813113607047206,0.06977236025505683,0.04559060392434943,0.018615706951079513,0.001961902035938898,0.0059251354882158365,0.07053170701713384,-0.00040623421385969,-0.02709687659560621,0.06117382935481696,0.045714611333015284,-0.001724493373865334,0.1546592619345703,0.018218697789500925,-0.02655343248210073,0.059201059685526525,0.0890501421107921,-0.017648712032566318,0.05070742719284411,0.0155630906263567
SYTL3,-0.05591467369331438,0.1476975564581118,0.016801089535286234,-0.01670034935323228,0.11939214604098215,0.07926650565357064,0.020857314227123894,0.030554580699611516,0.05386477892574109,-0.03747137108601942,-0.03388184287417523,0.037206992422692334,-0.018777817029675122,-0.024180877435662246,-0.02297623169288442,0.009220937067028694,0.12461015690164506,0.0034867983417005504,0.009602074676752581,0.03944543367773806,0.02388864823468061,0.053953742652088715
IL1A,0.09370906519574286,-0.03709194311386334,-0.013498184671326399,0.015991777893963017,-0.0550631930246934,-0.03357674937345981,-0.02674088886208277,-0.03544502418119455,0.017107288086935436,0.08104064450754307,0.06989376512800712,-0.033641321818504794,,0.06536413996605384,0.12366517911894909,0.028511149119348683,0.07666245407750591,0.0339031664252288,0.026971852064875648,-0.0644030338878146,0.0356262065534763,0.0885779308026252
HLA-G,,0.07264322557567618,-0.030232531961442027,,,0.05787979403253233,,-0.02360856144335027,,,,,,,,-0.059134238022639375,0.06905333166737279,0.049905199323476965,0.0088161526341265,0.026565842028468484,,
PGF,-0.027362217750240354,-0.012429603294688462,0.07713407395284322,-0.03006734916657993,-0.04797829535515967,-0.00652186559764155,0.04051674155464374,-0.009337876219213531,0.13140852802885403,0.003571306983525451,0.028034965805196845,-0.0007463463111634038,0.09273004399245502,0.02621474774340643,0.1500264071248059,0.052056594858967714,-0.11847826537225702,-0.004927107702560532,0.03477712800608752,0.05398163242949341,0.03849314453221329,0.029705899510207637
LGALS8,-0.0459361233262904,-0.0463966517112821,-0.009240545760006661,-0.007779223832243228,0.07962936505590625,-0.023586913342754333,0.05731686822701337,0.017059161176643634,0.021706517627209754,-0.012277783830025313,0.01634370739408437,0.03774814318730623,0.06980606082702207,-0.0010830854109303307,0.05484079932861962,0.054190908904284685,0.004712959218554982,-0.019639759338335474,0.04613650929555683,0.018753835171094586,0.0743053638125345,0.01581663205698835
DKK3,0.009302963602157191,-0.029790769865217184,0.011500671816425707,-0.1130557508650111,0.026615145556363625,-0.07145519287265337,0.036090354646127434,0.012664051736537053,-0.14467397034158347,-0.003887069191838459,-0.016281197020611673,0.11271852888866263,-0.022649405550106434,-0.06050486138076551,0.14938415172641206,-0.08269559084524812,0.028628513819101843,0.07620250615724573,0.002420132023440566,-0.003206668636843858,0.05828807609449456,0.012949060407665977
COL16A1,0.01738331901798065,-0.034928154683073934,0.0796361407950221,-0.019438929526956233,0.0036348359261707056,0.03275634738567768,-0.00036665074245003683,-0.015569902934328455,0.06214533490756211,-0.010786802707057749,0.009318795933204284,-0.01096291433611677,0.021981123603272482,0.08439080397812512,0.09194555289500396,0.02308783258510685,-0.020143212246269398,-0.01926016731648152,-0.020292572518126904,-0.08110830139842579,0.061644945533615395,0.030131180292925223
TPH1,0.005229983814574282,-0.0318757713126421,-0.022198356511122532,,0.041951488282747335,-0.0016031162144077525,-0.016574700272577753,-0.025016563076934253,-0.001974137672026421,-0.014563458798394572,,,,-0.037928870943828887,,0.0007471263118030054,0.003155326231961898,-0.022110915276676184,0.0872837882053727,0.029707162698065562,0.0935840501072343,0.039807024900732534
TNC,0.020586301415222687,-0.039221597969447644,-0.004764745974814613,0.03871796672816403,0.061342213859495495,0.09297614768843397,-0.017103888615117892,-0.0008576911009047794,0.20924433986098834,0.03737433618910795,0.012989703935891593,0.006267320135013843,-0.03306985349543613,0.10861497603983765,0.11464105793990458,-0.14286418087100367,-0.08770681457355486,0.018071320766183,-0.062373557868988926,-0.03792817553703003,0.01892121707957373,-0.0257154298485607
TNFSF9,0.04712023406462113,-0.03108981720027,0.031475283875978394,0.0025292218164157344,-0.04488763945775005,0.022610447175340647,0.07612349990709609,0.022520968956002134,-0.053376914839840056,0.04323317918064329,0.005916962778923215,0.04846181826995752,0.06890439872780295,-0.03633712191995624,,,-0.019790856448225376,0.01766750645600381,0.02999910708192808,-0.004578546276729504,0.009830414912371578,-0.03951178178596158
C4A,,,,0.04817664984952205,,0.01253881718514803,,,,-0.013373493695510509,,0.0688770918360154,-0.007078190999223697,-0.011710353817220182,,-0.055275141530706826,,-0.0009604573369121695,,0.019566010674058016,0.014296173614612488,
CNTN2,-0.014942423738315603,-0.016038531702686876,0.020710137645032205,0.03087467580447864,-0.05068912826018046,-0.007800469389791572,0.0382036528709761,-0.015816549824333847,0.017138957900063975,-0.006092728993854373,-0.05063554446422182,-0.013637171763565475,-0.010072571061640815,-0.06659484566625753,-0.020706567254557606,0.04442562628149852,-0.046635680877943626,0.09006709905903709,0.08778579703038925,0.03517299506661201,0.05277983472351152,0.026319448015621135
F7,,,0.009916931992885817,,,,,-0.021726956418834518,-0.03458191239952289,,,,0.04154321600265967,,,,,0.0607158929032947,,-0.04037678465519796,,0.05506583995861515
LUM,-0.00212861571353622,-0.03490081383482985,0.07668791717663291,-0.024624269905255312,0.01730810271705261,-0.037200974301426375,0.04169284117484344,0.026498212450377884,0.17191100474115897,0.03703751538231007,-0.005420162780217041,-0.013107067241501763,-0.01649401844149877,-0.01207615824046027,0.13983993166030023,0.06365911607220186,0.04668604035216587,0.023697128801804933,0.012117823467825401,0.04652356601868824,0.03635580765626708,0.011633499144941788
IZUMO1,0.09079631882436358,,,,,,,,,,,,,,,,,,,,,
BTC,,,-0.0014558169755999435,-0.011382106031438763,,-0.044683898923880166,-0.05479929127673542,,,,-0.012929778109404304,-0.01739780965453446,,,,,-0.06211990869338503,-0.011754119185890978,0.05452394600466844,0.021381939108338226,-0.02292539469492102,0.08629131955033217
APOC1,-0.067493146493131,0.04350783170426072,0.06282972720313193,0.019091993160540187,0.014513178262972467,0.018375793048219163,0.046904963271603047,0.00387855619169081,0.21812200525890585,-0.01988825512194923,-0.028607040240027328,-0.06617629739049832,0.0355416172792726,0.0036420356615842176,-0.04327424478197654,0.019096935736194167,0.02373823154867251,0.023921233064649546,0.005474258277542431,0.019367276942929557,0.061062061434747315,-0.03723344749347024
