,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.02739651573731093,,,,,,,,,,0.0015692377492713637,,,0.11894183372046933,,
BMP1,-0.019040778162135043,0.06086472846932632,0.06929961565750427,0.02521274845360956,0.07880408851382971,-0.02937118451470497,-0.04375810045591394,0.008044035497990857,-0.06249031566426695,0.0571714329347727,-0.032812863960344066,-0.07161523363506882,0.08242934425600816,0.050899512194647945,-0.08623283331377049,0.056537993301217566,0.014690299999923426,-0.04269947926010252,0.07707166995477406,-0.024590825610778123,-0.017275665805582475,0.044215764161564634,0.13734583212443285,-0.08819494894966294
NDP,0.0154040607839559,0.12950329700490154,0.08148119460340053,-0.03853397117660017,0.09696592827517121,-0.03134967688996893,0.10733903932533835,-0.06278469656271712,0.015416821480896358,0.010961047341815485,-0.013576048628542932,-0.04695959463539157,0.008985607807633019,0.07864713450397796,0.07333970685574528,-0.0831598489062811,0.07370815378680726,0.07091155484751903,0.04261229284135309,0.03763828120723502,0.06654839279781498,0.24738945024424336,0.10471973022866556,0.1312156426641136
TNFSF18,0.08392236454823326,-0.03584320738174423,0.07082627072257011,-0.017011626776899495,,,,0.08372299739836599,0.006554898619261087,0.02342519908583544,,,,,-0.04082643936347575,,,,-0.02522050730632811,,0.11109803780207868,0.06553899734154864,0.08341913061554082,
IL36G,,,,,,,,,,,,,,0.08910282815662131,,,,,,,,,,
RTN4,0.029954387181977783,-0.049536210616015854,0.0794053080296912,0.007050170725909572,-0.004948954862681231,-0.025429305132982347,0.002549784609942264,-0.01845103777893268,0.1066058638588996,0.05758803507222077,0.032929222554178,0.1697771978196494,-0.04805284033640237,-0.0205980530953452,0.0924928887795289,0.020861017676453923,-0.09123440765450136,-0.09812035278346269,-0.09930749610598368,-0.048773708873069116,-0.02645004641638388,0.010753153037413095,-0.14045398134062365,0.08162108018799501
HEBP1,0.03267999799274462,0.11019270654994423,0.03329906790500622,0.01998252801792,-0.05468526751887773,0.04145508706134656,0.04838992998981852,0.026652486615252474,-0.0220764847185062,0.0431975266416739,-0.020883506059436407,-0.020976565694694593,0.003568864901260679,0.08391631967903973,-0.010004994841239246,4.510971619119418e-05,0.05375555763738349,0.017102453193854797,0.026516898175191823,0.027550468622153414,-0.08983715361574068,0.13974839461533575,0.07037263723054132,0.04489290117963864
WNT7B,0.10282470059283146,-0.018545428970544522,0.039864576254050696,-0.04539198180037189,0.057532984780865694,0.03667835179856453,0.04006606788446088,0.022352492043671453,0.08667508389475742,0.006841431137650176,-0.02878212218056727,,0.09427514774681431,0.04242389363731662,-0.012128067702968637,0.08871341055934183,0.04058278622131038,0.02443507414456299,0.00018289756714832495,0.0829836062806156,0.03267420899261909,0.017846759843727765,0.1470761306128614,0.18349200654821854
PTMA,-0.001048100642879577,-0.11756178704800052,0.06859128344975497,0.0026164323317996157,0.10237588952368964,-0.07092847636414384,-0.041670569070258026,0.04256495136115793,0.021535402740165924,7.989549904887732e-05,-0.02308667499598224,-0.08455545168779444,0.09762602950193446,0.021717947647182746,0.017521774645715728,0.044020412337436046,-0.1036443572419595,-0.0294970134756473,-0.1088341400494432,-0.018115482177596384,-0.09150732558750752,-0.19880229171634958,-0.06157959587655829,-0.034104669960479325
FASLG,0.019958464740870097,,,,,,,,,,,,,,,,,,,,,0.033207213850484876,,
CEACAM1,-0.015969272793420048,,0.01655396615322379,0.001977348486102581,,0.012990883410668454,0.01241641661850511,,-0.04649747220368619,-0.03504202031513872,,,,,,0.07256202735744813,0.005053714447765661,0.01187936423922782,0.02825142749359032,-0.030767661669139277,,0.0677343453041529,,
