,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,-0.08365956473910449,-0.022111629383316907,0.031035614138218273,0.0050632383564640825,-0.014356163657856769
NTS,,0.05200303920370187,-0.046511430421585134,0.04913782301226318,
SFRP1,-0.05273907424447357,0.07026981515975687,0.06696749173770937,0.03536314336146631,-0.0322094610882276
CXCL13,,0.008462409040597172,-0.0382702777704457,,0.1730997651314131
MICA,-0.01873108364284221,0.08559456777762228,-0.04620201868385977,0.08673552214247962,0.06588099546820714
TG,-0.03004491609892561,-0.01892955594315368,-0.01930901812475747,-0.03639126211573931,0.036750734927192
ADA,0.07078107256315339,-0.009736990550844754,0.046554862129020165,0.056559429428685574,0.021060573032254056
LAMC3,0.03463329261290447,-0.031702190830136305,0.06477812270776848,0.09038216735590283,0.11541622726614252
CCL7,,-0.021351677433914838,,0.0222406786557291,-0.0216614451979007
NGF,-0.02742151788787628,0.027732870916634685,0.04861006859919602,0.015525325164000566,0.05080449976389007
TNFSF15,-0.02769341461884702,-0.020815487911476232,-0.01456907033261013,0.055177871780712755,-0.03911030900597777
HMGB1,0.023314654405480875,-0.06264270230266135,0.03931228924221545,-0.03675758541132302,0.007182497050624408
ITGB3BP,0.04068021577516475,0.008152310351311119,0.05132388342100314,0.0122451241407077,-0.011271279817927816
AANAT,-0.019219008710690814,-0.018731445804052765,,-0.02068921075983543,-0.021577407188066073
RELN,,,-0.017597858077724807,,0.07607203912791825
IL15,-0.03248854279174213,-0.007093129943792915,-0.0135225770810685,-0.006104425490702208,-0.06523882931012667
UTS2,,0.06472199382725786,,,
BSG,0.10097302767237289,0.06897762389039543,0.05576751924830171,0.08052248764622769,0.03699494299701625
ADAMTS3,-0.02301280635486176,0.013026652833647675,0.03295514406291239,0.03380401099418998,0.049982127187043764
CD34,0.0921147898223715,0.0627713830009441,0.07180859341377838,0.05629473479562801,0.097341599287863
PLAT,-0.06042657561185362,0.055462908618428335,0.03968471455108948,0.03321875265024783,0.0828525359744096
NTF3,,0.0688958970037894,-0.022341098458089056,,
LTA,,,,0.04752413679807812,
CKLF,0.02416355773334291,0.038826784838706996,0.017323077719899105,0.060566580981953354,0.0391207766996802
CD24,0.036107001663994644,0.012102738095652738,-0.012612689404179266,0.009936459427478141,-0.009663190582827053
HSP90AA1,0.00924136885394474,-0.06380420533270231,0.01978219483965385,-0.1261110116771829,-0.004289316845860438
BMP4,-0.01462910871514049,0.11244146626146138,-0.026788526866354016,0.07771249947764612,-0.04140981777399862
SCGB3A1,,0.04758588292558089,-0.030255361897723255,-0.019796070096524013,0.13128806781248495
IGFBP4,0.13676306002557428,-0.02534044306037119,0.0663634505077299,0.049139357466355775,0.1393966731326446
RSPO4,,,0.016925613673006126,0.01205472365526305,0.08466309507584442
LEFTY2,-0.024560264324485583,-0.01812515625486439,-0.027709604013517814,0.07807616458972089,0.0997434243972928
PF4,,,,-0.02784455330040854,0.0024373745986074166
ANGPTL2,0.054415068838381535,0.053101282057486696,-0.006337078771814159,0.07378820110631445,0.12801125357017362
LRIG2,0.02887439722041849,-0.03523972382522566,0.03373399156319782,0.051090132499039834,-0.015841276684794965
ICOSLG,0.06888663016806015,0.04770215588590791,-0.004745375430966815,0.035465062030133075,-0.010136127457632326
WIF1,,,-0.01894118551553053,,-0.0391103057963895
NPPC,0.10108637608411089,-0.03187420398301734,-0.009250500466399357,,-0.030529114749271273
LYZ,-0.026988296689864008,-0.024771704452169592,-0.032517254841996544,0.028411006530887444,0.03621760162748318
EREG,,-0.02245638108361133,-0.025378276192696152,0.037864509268833994,-0.02453845885960886
SPTAN1,0.024549612413707407,-0.010941537697321304,-0.004773366470935219,0.04456675825470994,-0.006821135184622951
PTH2,,,-0.03240414883850545,,
LIPC,-0.047283736677329526,,,0.06619987641115722,-0.0332375427408991
COL8A1,-0.01638057303948481,0.061267944621030405,0.017060061521124773,0.022287390358940406,0.03229803689412259
GSTM2,-0.05789775098648028,0.13350438831217312,-0.026058549564358612,0.053245959577643207,0.11419842153696891
SPX,-0.05432736652373994,0.12114739105920158,-0.03562672561587749,0.05255539921776622,-0.014255149736136351
MFGE8,-0.005731919279059848,0.022757086233322343,0.05055799231343185,0.0788108973815661,0.10865252580779729
TGFA,0.010492903839264784,0.051412540280892476,0.03188261192488171,0.018367904082049965,0.018820588234791314
SLIT2,-0.02602539881280223,0.01854497565719116,0.01998385871770026,0.03967811593989773,0.005078525309545123
PLTP,0.06936453501014317,-0.04416712579328351,0.007856380037911247,0.015286423920807786,0.0011352518642509688
APOD,-0.06273389518521358,0.06495685173066633,0.04273264744440532,-0.08428865455629252,0.0581580302580505
B2M,0.009682940341284852,0.025203159708668117,0.06194628060357333,0.027391711210423372,0.0858640923600466
OMG,-0.04663929613059614,0.052456555176370316,-0.04804818658178617,0.09840395191048147,0.0008535194773662433
CXCL3,,0.037785534098603,-0.05038038014592921,0.018546474324676293,0.006290937347332123
CXCL10,-0.03104144989844999,0.05842594428043576,0.12191079717400011,0.02365578639288395,0.034561059116352544
RSPO3,,0.11420951155304611,0.038816503945518326,-0.019843738956837147,0.039697550184076544
CORT,,0.04593500623982573,0.034281524645150316,,
NCAN,-0.06369698549372504,0.04067313111483962,0.016855880748137594,0.007278148554071023,-0.030123233575578657
PRG4,,-0.02338599539987507,0.10043272550834019,-0.02458160909265419,0.040411417592770775
ZG16B,-0.021365103328635997,,,0.09103638210194258,-0.018182828598540604
TGM2,-0.051284922441987686,0.014894443053003473,0.011965575288464486,0.015065157956618034,0.07142907435532413
VEGFC,0.13014691175901952,-0.02747838225601518,0.02313669144994106,-0.038505436893260615,0.0522170458082033
WNT6,-0.020318215773874847,-0.003199778345160321,0.05671662023205212,-0.002728677171563154,-0.0187883171845153
NRG4,,,0.014346209451953643,-0.019843741180846843,-0.010466723674613735
PMCH,,-0.002067218470349745,-0.015491731661442017,0.12098978876514971,0.02206119267561775
COL9A1,0.05826157817894495,0.030664130200856118,0.006185678145454907,0.0020330532181005354,0.11627536168704049
GDF11,-0.004721167001026021,0.03977327912965852,-0.015034182411477562,0.06323580997214737,0.0012021867752996305
RAET1E,,,,-0.021768443081804662,
IL24,,-0.016180868759186923,,,0.0009245569856591496
SORBS1,-0.00668756758302491,0.01333544674700583,0.018956826689391505,-0.017889770712798,-0.06523834124755766
DLL1,-0.01679300002325091,0.06426622639371748,0.0240527214145737,0.0544864056183555,0.13156819932560712
TLN1,-0.04719204084767271,-0.03739232731270099,0.014956690975842984,-0.006126980545277338,0.04392458897753314
COL2A1,,-0.035373500297174953,0.02483503130954156,-0.028879347180771498,0.09477547806322525
SHH,,-0.05353205632072399,-0.02611000695586729,-0.06241612169583548,-0.009275174065982002
PON2,-0.056314216614868816,0.013481313983757364,-0.027172802940228235,0.042502434683937364,-0.04633543549622875
ICAM5,,0.04152374801908603,-0.026890737472610473,0.0471030052731616,0.12487164396962548
HPX,-0.03501416611699071,-0.040978946267132915,0.04430018513490507,0.030726776319979266,-0.020544231813298047
SFRP2,-0.03945177764484368,0.030406311300149178,0.05587589341632504,0.05159824231608605,0.08073663993572659
CFC1,,,,,-0.025001005698990404
CD70,,-0.010881857817212726,-0.0012711875717800326,-0.030275212662514435,-0.03867028212668888
HP,-0.0512170438004653,0.0021420102825420555,0.024191905013535492,-0.02968406641148142,0.1282949539304981
CXCL2,,0.06261344114830956,0.01978761441920158,0.001160432911149587,0.030877359172587732
NPPB,,-0.009906583914801549,-0.006763391387662862,-0.020129265426140013,
CCK,0.025302066518344518,-0.011200402576055077,-0.005603555986023461,0.007015144429269121,-0.033944887687701895
SEMA6A,-0.0035185948014380786,-0.023595713242230552,-0.026778748699979923,-0.011150800214351378,0.016739041303899613
IRAK4,0.07325509832952169,0.012837459832887251,0.06842840375929571,0.04695044822152459,-0.0018929309190168298
GSTP1,-0.044331174190216156,0.016759858397737824,0.004958194112331485,-0.04137877766469136,-0.0008328354434454197
VCAM1,-0.008111462482155161,0.04442190300858805,0.033023923107808675,0.09656431725253176,0.024916605865629292
NXPH3,0.006369854984453891,0.012849290973171236,-0.024674443453494028,0.05774587464355173,0.05137857550714308
MTMR4,-0.02365373847757236,0.040011941558530634,0.0517021477021685,0.06417976337395509,0.07798261726995258
LAMC2,,-0.019892902079733498,-0.01503714194387727,-0.016907154614667606,0.010224158996997301
IL10,-0.036763858509409796,0.04718490408838679,0.04562668592144434,0.00917815170981599,0.11100025338305147
SEMA4D,-0.051327595234758966,0.024242246496925347,-0.05507740792390333,0.014172988435463676,0.031092889285106205
TRH,,0.013247457761426603,0.01593085528432071,0.10557159172916945,0.05956263367254226
SEMA6D,0.060534773223403615,0.016901193756157968,0.014078942456044472,0.021420100015690967,0.02825090422655221
CEL,-0.005497636521623777,-0.024503452419021587,-0.017454389667101663,-0.002173093232453547,0.03842685497190519
PDCD1LG2,-0.009489073300373652,-0.016037360490792116,0.019842655362636047,0.048817006451952215,0.01672416397027745
SPINT1,-0.02072820053048953,0.03608187216632766,-0.021772608125281197,-0.02830436968212532,-0.0006921581745428042
CTHRC1,0.06506009648851968,0.04275324211727661,0.07378662341538572,0.05518147992679252,0.1294013596849706
PODXL,0.006781315974360691,0.005475898852620462,0.09891506094938143,0.03888973616298493,0.1021776522461842
JAM3,-0.06315315962806764,0.03283931554758817,0.03573350112683853,-0.04848654432070441,0.07852000421490697
TGFB2,-0.01525092749348308,-0.009970806408045365,0.002918107183676031,-0.014475808039349102,-0.027236089910898015
COL18A1,0.03433901211648842,0.02040489462380109,0.057078445621824785,0.05396564032470345,0.1393760962720889
NODAL,0.04848947268677443,0.04716014425009918,-0.017196099619313548,0.10621385636949959,0.012010828214800501
INHBB,-0.037062534304983734,-0.001832495317574626,0.08724096349674539,-0.0027887686919418056,0.01881128058868115
LCN1,,-0.0257286821351499,,0.01434715702083208,0.19219569625741165
ARF4,0.0816324387233373,0.10378774321981456,-0.047807201295253274,0.022537325472383025,-0.03282211283581965
CXCL14,0.02948470797434278,-0.027664744074217575,-0.05753739852361667,-0.07526788017226402,-0.0544585387032401
LIF,0.09813937812310854,0.03879895861690064,0.03624060421605297,-0.02417476014923789,0.018711035092455253
IL17B,,-0.02238939665592115,-0.021393545822807895,0.10925363596483736,0.14489315718929807
MMP1,,0.02648262205016158,-0.015491730434591662,0.1349405306194913,0.015662189026798858
MATN1,,-0.005208688911273006,-0.02204834567565324,0.09206935528142073,0.0063803618705800084
ADAM28,-0.013370509865005143,0.009642862662550853,-0.04287085413855066,0.0474160350348889,-0.014385856382749548
TCN2,0.0012300579327486532,0.0362355165477799,0.07358701536418605,0.019036301205864987,0.061418920790393725
THPO,-0.022037641890993487,,-0.019125918642269108,-0.02968407544795492,-0.02946784811407798
CUBN,0.010886399093940246,-0.0186820352766369,0.00803319171328496,0.10274683830015202,0.018329818128940634
TIMP3,-0.0006577696472529123,0.01217934791895458,0.041654456197356214,0.01896564396392192,0.10418657032064726
PIGF,-0.026223974880147063,0.04094665562764653,0.037201825378893945,0.036694201216374046,0.014666571134360384
CRH,,0.04888140079571811,0.013055849516912039,0.04430156205658619,0.08974380373914705
BDNF,,-0.00964720159558541,-0.008239100590138337,0.0374255788079354,0.022322844283063845
CCL5,-0.05876813099291494,0.041707671203122555,0.06518707885667933,0.08937995290598273,0.09712733904679423
GAD1,0.03557749866045102,-0.005057460140659911,0.031664212418225694,-0.036341907173744345,0.004964435585405436
COL14A1,0.011548339969383974,0.004741286918703233,-0.017491595978574703,0.018111313837948048,0.08451135738583677
HLA-A,0.03664958501073838,-0.026084817046340587,0.05858846954571058,0.04323058380470153,0.11489811073636494
CD5L,-0.025155362617012674,,,,
FGF18,,-0.026469629833364077,0.027703038784468722,-0.022546128984346363,-0.02699471574966111
ADM,0.09375849927912781,0.013688454387254655,-0.023144058669118367,-0.025026993162929622,-0.0008812753665365398
CCL15,,,,0.1491553748998483,
GNAI2,0.07745085026911319,-0.06673964214936204,0.006791158055900203,0.02195272592923353,0.06826587883392474
HDC,,,,0.04584346559926395,0.05985979762402157
COL11A1,-0.0396819394961312,0.0013491745099721323,0.03713390265447168,-0.03542054438733859,0.06776461055684849
NUCB2,-0.011987603423741049,0.027122916804846485,-0.033827089976685536,-0.020713356132259983,0.03955524810465198
FGF16,,,,,-0.019376015144871667
CXCL1,,-0.013729057097912015,-0.044190504491841594,0.03608031333515167,0.038657433114565924
VCAN,0.04476339256957304,0.012641510583056383,0.02058861424216643,-0.020466425156960847,0.07009926124823371
MMP7,,0.03429587041823457,0.05699693650533619,0.046910981977056884,0.07084803118695528
PTPN6,0.07538882194912139,-0.02982875156211888,0.02869459001292782,0.06810887293746308,0.039043773293984806
PTGS2,-0.019856153513665098,0.01745469487101927,-0.0590373553672771,0.010463385220498637,-0.025264006717482825
XCL1,,,,,0.19078219149984738
CD58,0.039673542742995414,0.015996095390193185,-0.016689195738369734,0.03158763595880529,0.08401081596248061
TNFSF14,-0.030044923012470862,-0.021174311639687523,-0.02236924572383452,-0.028404548312185612,-0.021167379017060926
CNTN4,-0.018803955642542742,0.03778411494117096,0.0030710171390073244,-0.008169962277543972,0.03220180699764742
INSL3,,-0.023548475371624186,0.02799292853880035,0.09617610960072465,
BTLA,-0.028230398446045305,,,-0.025889324043095546,
MFNG,0.0035025382856613513,0.02390094937368627,0.002439387329530228,0.018463960153307153,0.06854159641675486
ICAM1,0.017692241467475812,0.01352303164982666,0.033385627229849016,-0.013591636670812616,0.07017091567754052
PROS1,0.07581167637320362,-0.010260780093746587,0.02230730402035071,-0.028259698569751614,0.056336009382868896
CLCF1,-0.05333131462065617,0.05956461032217368,-0.017404608607230084,0.0151707630680786,0.027665334918302753
PSAP,0.025458275740409958,0.047710165131599626,0.03398406032341239,0.05072700290199263,0.03349396249227812
EFEMP1,0.07556833302343434,0.04035962497052777,0.04047227380640008,0.02671601990283573,0.04067869396042726
C1QTNF1,0.048710142463656785,0.03841292621893983,0.06067581919639956,-0.07024573137041641,0.05743406636639245
ALB,-0.040486696880108086,0.02873958416784446,0.0024507411614063373,0.04055732539900868,-0.027840261972314425
CCL13,,-0.01571834779372233,0.06265864887199368,,
EFNA3,-0.0014758841420083706,0.06576461449391217,0.028902529993183403,0.07557571526903016,0.052590000183708234
DRAXIN,0.05592695446181457,-0.008577315891004985,0.03702156665812221,0.052755892139942626,0.08027864023413865
RAET1L,,,0.027244414441811242,,
NPTX2,-0.05416205254475585,0.012387282154986254,0.050273449456291114,-0.00011266336552334351,0.07326492989659267
FGF11,0.0008675847732404956,0.0425012920120004,0.019069604388828643,0.024364953363687727,0.023118562142570742
CD59,0.04599912151332794,-0.03382681970337774,0.035743389267362306,-0.004277383442362196,0.13506667648803106
COL9A2,-0.015409694395423964,0.043191807333443896,-0.04692714959503945,0.054538262654745186,0.030384973720081636
DLL3,-0.029151722208105156,0.017225640406956327,-0.020007158368676222,0.021723543886451407,-0.0033243811680684046
FGF5,,,,0.05666685734164313,0.14439362314465906
LIN7C,-0.020136726740438583,-0.017973300250592253,-0.003033455116971863,0.07223768787543157,-0.025830202847025092
GDF7,0.05382341484706727,,-0.01818488933523553,0.1119347832010368,-0.013339650766582964
PSPN,-0.04269283187488452,-0.023609986195106424,0.023458879747721803,0.09955022522553683,0.02254336678672067
ANGPT1,-0.033655382073189445,0.017338028739191037,-0.010938233963807059,0.043554580746657336,0.008141978452901514
PNOC,,,-0.02155892903619174,0.03513007360741164,0.05462460980006793
L1CAM,-0.001372612105076145,0.025649900769460682,0.0841817188522701,0.04137481363843077,0.062162763895442584
APOA1,-0.04108268708013457,0.07456262718962195,0.007258787754728134,-9.951149056913587e-05,0.013830302051810916
PSEN1,-0.024780694600730103,-0.025629730881888167,-0.06622939326665114,0.014057225410709296,0.07368582613218048
CALM2,-0.022662690851093844,0.06320408940548508,0.06356222739490254,-0.04424177053195136,-0.05270365913368999
CLEC2B,-0.0725595989520886,0.015335728848118188,0.010041450065837202,0.04265389500078433,0.05800416753440083
NTNG1,-0.024560289287232924,0.03114150021476728,0.04415331377908815,0.04735180279326248,-9.861540661516864e-05
LRIG1,0.054618721026979705,-0.015455393285276202,-0.010710190165905088,-0.012932483137193133,-0.049304209808979094
CPAMD8,-0.011643519795282152,,,-0.028054230090417333,0.027794596193534426
GHRL,-0.04283478840839169,,-0.01967048843577483,0.004709147958322235,0.08898389276629122
NPY,0.07134501661970909,0.025818558279331924,0.04629222119303546,0.07616285029219078,-0.04323840222633207
MMP2,0.006321880820295271,0.0313519096273572,0.012457820001907066,0.059735014786319984,0.11446915157277873
PPY,,-0.040774776713018775,-0.030293233301273963,-0.019730604032085434,0.03157588567061736
ALKAL2,-0.039478881473873274,0.06226017135681137,0.02744191122357949,0.019481029309312142,-0.03298976328000462
CSF1,0.03182050176517321,0.01835202660556861,0.021757312137786873,-0.011040372002518496,0.010488899142273729
SEMA4C,0.06833188851630924,0.07590547149328652,-0.0036083045294886037,0.02992316229010791,0.05554979773361155
BMP8A,,,,0.0959596206379193,
ICAM2,-0.002624414411425769,0.053404218532988774,-0.01350058638368681,0.0939555335530644,-0.007752692676390917
SYTL3,0.0005861983797958686,0.04088579841495963,0.01516791117303353,0.06220124681804393,0.0645810800964087
IL1A,0.014673322349534218,0.14240265017780757,-0.029005830141085015,-0.017779100211860407,-0.018290593684228394
HLA-G,,0.019891585865267236,0.034675793775079934,,
PGF,0.04630619596547093,-0.0030941862962866754,0.040843699232468056,0.11674165983567385,0.1306649468726275
LGALS8,-0.05280791847866557,-0.0066593722782887195,0.031274552355289045,0.03300193365062948,0.05904791921732739
DKK3,-0.023605539403514935,0.033255538301509256,0.08573212655958712,0.016294492599588557,-0.02418571146057003
COL16A1,0.022052752008802738,0.061519110034386294,0.05684157199400965,0.09134765277318735,0.07675041137337923
TPH1,,-0.026677502863350796,0.07050020709818927,0.07716836685734611,0.006004110888310697
TNC,0.02445057953056776,0.02414153341576637,0.02577695355398937,0.03919707767956915,0.028321796921802363
TNFSF9,-0.04167252311194024,-0.0038359672991716046,-0.028103768778898794,-0.0380312944702538,0.008786229661054901
C4A,,-0.017499485606040373,-0.01837667892903225,-0.019390424697525138,
CNTN2,-0.009287054060283259,0.04584478060976424,-0.014632374026530438,0.0006226042080310907,-0.04645927365223736
F7,,-0.022048341508737437,0.022537812778446274,,0.12421393668816819
LUM,7.044526586480766e-05,-0.034116227720715,0.08747522019440836,0.026854021026999714,0.1053951422830169
BTC,,-0.015951199943570117,0.06779010762253655,0.089344714831035,-0.019990353298243967
APOC1,-0.04197031045214421,-0.03607466140071651,-0.09724254978383759,0.07963431963400211,0.03892378463549649
PKM,0.048799071783508605,0.01841499995855028,-0.020605527706286545,-0.0315377619591641,-0.009738936127602198
TNF,0.04614816393105489,-0.015482213894784881,,0.10487640648876019,-0.02050412874478594
GNAS,0.08174123358248486,-0.058155337823426904,-0.016709164703471665,-0.03219480789710654,0.005796123608565134
BMP8B,-0.028400093718519245,0.05431703803456819,0.07413702430494841,0.06882183717301571,0.18372862091007136
LIPH,,0.03885771315086215,0.024848690591229742,0.033662908536778516,-0.016391796853961728
CCL28,,,,0.02513423015165783,0.002708244231714896
PTPN11,0.09404287100276151,-0.05727956984682824,0.02560464564907957,-0.04563867872519265,-0.005525455721518646
ADAM12,0.09858417618746271,-0.0632968773715537,0.030671429523309243,0.026457171048772692,0.11109483750005417
EPO,-0.028758722938590584,-0.017070533408726246,-0.01739806853546957,-0.01984373515748897,
EDN3,-0.02203759350653544,-0.03294910940696244,-0.026271376144186846,0.049296882249405934,0.0621447082097164
CCL22,,-0.01932016712599441,-0.015266047755198556,-0.017285873906489488,
CCL2,-0.00732744132879444,0.04076084221708359,0.017724578646283178,-0.04794913160128203,-0.028414711463483264
DSCAM,-0.012722971278798414,-0.03329362987424381,0.009050706801969753,-0.006642897261292956,0.06647492798085475
ANG,0.05986784407225401,0.050481959143943995,-0.022908199222506923,0.04569668082194779,0.012988965658671426
FBLN2,0.03589954244196423,0.005176266617759573,0.0986438820927898,0.027655553569857803,0.05204003922746975
VTN,,-0.019512787879817754,-0.005512057059059721,0.032401358937139524,-0.033237544268010906
VEGFA,0.022385032839301836,-0.006099509546464991,-0.016779372446018532,-0.11703485590111386,-0.008381441739223637
F10,,,0.03353324521121738,0.0014829351789064828,0.06929236803140874
SERPINA1,0.02677954490275168,-0.0031150039847067223,-0.014818165057801255,0.07206325070728295,0.057258877878458916
VWF,0.07317780161826457,0.059855421803805944,0.01645617397107529,0.06274266291051543,0.09794693501187349
GDNF,-0.024560282429327722,-0.04303692349724054,-0.024362576204696878,,
VASP,0.031874220891543646,-0.02504266940729987,0.013203274899617798,0.09363030226708743,0.04862363536525181
ADAM15,0.07267460632580164,-0.0252591641162749,-0.018696750756201894,0.007137902517098362,0.0032136309864568666
WNT2,,-0.02117430204373404,-0.02089027081205896,0.049545075641968424,0.0012418828810867465
CALCB,,0.17175214044371254,0.08150613906680186,,-0.015068949820520445
OLFM2,-0.007341056437493948,0.0029686340134154406,0.06448696713547226,0.037679791399679204,-0.023461000818314162
MFAP2,0.037068864518499826,-0.032212443981751694,0.06716853096766706,0.07507831366096426,0.08287556769143654
HLA-C,0.09813664326366545,0.028603977022489877,0.01877416379673257,0.07983478527797151,0.031392729050065946
THBS1,-0.013734286982765647,-0.009815449308881586,-0.0006724243746362763,0.001761384951144552,0.12354687647744562
HSPA4,0.041854679677068726,0.012551040356203092,0.0584285200728612,0.0016936206895414496,0.015896256147847895
LMAN1,0.040494329963929605,-0.01954553090432866,0.008237487398744728,-0.04633666876148291,0.018043841438293767
LYPD3,0.01517722055983553,0.040260332211107405,0.05336382850360848,0.1158854180796727,0.0415232439202368
APOE,0.06273248862059191,-0.07390000078135588,-0.08909180182468178,0.044065943851991037,0.0023646739372745356
SOSTDC1,,0.013691264334487105,-0.023000368359367734,0.04355673147203687,0.009109016465719065
ANXA1,0.006409971167929579,0.030870245143455356,0.038061804702521,-0.06151968803022258,-0.05120938765134112
WNT2B,0.031429958273241,0.006470894753164372,0.06518635434757966,0.0027153584459495136,0.06024383641165289
AMH,-0.01945214330540478,0.04715652113062382,0.04093992690323955,0.02338915786066561,0.07303912168879786
GDF10,,-0.009812636175931373,0.10951901658840464,0.002846981375746827,-0.0016406551621965097
EFNB3,-0.005404267237656069,0.004199809227789187,0.029647796409401007,-0.0235441674258829,0.04477584401779519
LTB,-0.004657463677799017,0.04179686844669503,-0.03713281392540053,-0.0031952803450691343,0.05522603531987539
ANGPT2,0.0942878157662858,0.006141058688034843,0.09571031170266286,0.09229972439799641,0.13678158546890015
NRTN,-0.025155381684568812,,-0.015491731661442017,,
ADAM17,-0.012773300941696882,-0.004276689212349344,-0.04586222335207301,0.03634276965733181,0.03421607331497745
LRPAP1,0.0568029788792113,0.01691695679680482,0.10761067210169149,0.03518233387660209,-0.03311628180749437
NID1,0.05417193647649335,-0.05245689168374522,0.050966997916510506,0.06508271142443546,0.1713481759647508
MST1,-0.011307412951093084,0.0197968331788271,-0.03578868208626025,0.023374246940099725,0.01741552273438229
DCN,0.04649252378317723,-0.022560999367546998,0.08403305339116403,0.0067023318201757725,0.13175922763369932
IGFL2,,,,0.037405363441451636,
COL7A1,0.07267218346779714,-0.0036292637577886562,0.0019811512531228066,0.0009319388076423471,0.07180225182370657
CALR,0.10740532379786531,-0.0701603037320893,0.04428526272890419,0.0629219243065433,0.09064578737670914
PIGA,-0.018613451551864144,-0.01331627659031615,0.013486702338985405,0.03233277055257061,0.0132517233685573
CD200,-0.049090039140107886,0.042011668173400886,-0.01987577312212735,0.10500813678192117,0.011880850242728152
GRP,,,-0.016991897503407967,-0.023545871932521095,-0.030639607903073844
CDH1,0.05552736278263997,0.03146502168930591,-0.008213054768189733,0.003479119424684226,0.09736802975780205
LPL,0.003263499732373108,0.08789720142709968,0.020540271891387792,-0.028483706556010444,0.04609503517114785
SEMA5A,0.0671802772523699,0.008106140427316836,-0.005388640928505396,0.021232715108892734,0.07349076168934514
SEMA7A,0.07280539976816666,-0.012162976748856344,0.008062670919506578,0.10916690188083769,-0.03939259143699797
SEMA4G,-0.008174789073395625,0.05312078572153436,-0.0258465490300576,-0.01736457834703283,-0.0442315639593713
SEMA3B,0.07132501604265218,0.02426630275010708,0.01574600223616703,-0.012164718618015921,-0.018911899394283484
RPH3A,-0.0483532080252423,0.024963505121977703,0.05915707418385653,0.04532478465541493,0.05443291576727235
JAG2,0.024976263816580732,0.05659953848401537,0.011271153568538517,0.07322566475914066,0.04029313789112409
CGN,0.07169697498460599,0.033248379232696496,0.034410272252905175,0.007902472592180269,0.009775467369930431
GDF15,-0.0003312052251374902,0.032107621212704725,-0.0142826200071791,0.008678855973907457,0.014878618193381767
SEMA4F,0.08451565217846684,0.04431157109463251,0.028407325930890515,0.060136463483648366,-0.04607235871047751
NXPH1,-0.01939919837756917,0.02372539895909985,0.02316592779679355,0.0004135962089854304,0.07927938762161012
ARF1,0.00313162310508028,0.015200865319304818,0.06429917659690915,-0.02486286161777608,0.05500494029627004
DSC3,,,,0.12253817233593316,
EBI3,0.0015004697412257662,0.06298309202763779,0.028952345826709747,0.03984510969707414,0.06895505061079973
TIMP1,0.043538045146794734,-0.02649106525256765,0.023783912062955825,0.014066789659110226,0.1151732889110298
