,ZH8811Bbulk,ZH881T1
BMP1,3.4173887912324164e-05,-0.005375001454338198
NDP,0.06993488561158918,-0.002661581778170256
RTN4,-0.042639188116800515,0.028173339232867363
HEBP1,0.03847933987525915,1.4366090623496342e-05
WNT7B,-0.030376914348623874,-0.02724022790091665
PTMA,-0.04446985106156497,0.024010727559153622
CEACAM1,-0.014716200766779899,-0.018079735431553084
PDAP1,-0.028282501216620258,-0.025995989441248916
QDPR,0.014684255614090631,0.02611627873812091
POMC,0.07649544161843787,-0.004851014890377864
CCL18,0.05493810190239603,0.001580674212883033
CCL17,-0.021243759681599972,
VEGFD,0.03994548946867201,
TNFSF13,-0.023091240472863005,0.01572428364726011
WNT5A,0.0008179800202061577,-0.026325676620436222
CXCL8,-0.08766911336133139,-0.011753037974273671
GRN,0.0018635825797121014,-0.03314529536635323
MIA,0.038327079343312906,-0.007986287439717354
COL4A4,-0.023562938436765202,0.0036538475025324002
TAC1,,-0.031192694219520277
RARRES2,-0.016123539389408435,-0.00476164535259359
FGF7,0.03008338814766038,0.03153374643687403
EFNA2,-0.013986763975384621,
HBEGF,0.0072680274686592276,0.012899422491910466
CSF3,-0.015472938516766467,0.003337929886400438
PI3,-0.05383185624440599,-0.01770986028762067
PCSK1N,-0.012044943460347447,0.029120333498683187
NTS,0.05541378993151355,-0.016612222959769798
SFRP1,-0.020722570531880265,0.013804144247579725
CXCL13,0.042131427643490614,-0.013930491743733772
MICA,0.02143992811106203,-0.00470216721332662
TG,0.05617807811080966,-0.021332369344747533
ADA,-0.012146240892307853,0.057159788161167666
LAMC3,0.00603224462204002,0.01990218157261927
NGF,-0.013798758336426794,-0.02614819226208834
TNFSF15,,-0.016095732436355918
HMGB1,-0.051155515935809456,0.0015303787602864714
ITGB3BP,0.008087539437415185,-0.046148085346995125
AANAT,0.06603423672032474,
RELN,,0.03775270759621167
IL15,0.013993145197717579,0.0029640706478684864
BSG,0.008723035897356672,0.003839552131982197
ADAMTS3,-0.04654264052933266,0.08236602810883373
CD34,0.06530610782306173,-0.011301875183950023
PLAT,0.020865471834362947,0.11742321098585255
NTF3,0.046290870582389045,0.04611423930181475
CKLF,0.03134464916594036,-0.005308451145179235
CD24,0.011507141480159555,0.021242983327680112
HSP90AA1,-0.09875259344687314,-0.06421897614763157
BMP4,0.018833621903734395,-0.008260112637676842
SCGB3A1,0.03289680619883183,-0.03342575735809668
IGFBP4,-0.026634889297434336,0.002952747012188871
RSPO4,,-0.02251082505863857
